,date,game_key,문성현,양현,박정준,윤영삼,김동준,한현희,신재영,조상우,조덕길,손동욱,해커,이상민,이영준,하영민,최원태,김해수,김정인,로저스,김선기,서의태,안현석,이찬석,김성택,브리검,오윤성,이승호,김성민,안우진,오주원,이보근,김상수
82,2018-07-01,20180701WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 0.9, 2.2857142857142856, 1.25]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4387755102040818, 2.1, 1.7192982456140349]","[0, 0, 4.708185053380783, 1.4199288256227758, 2.32, 6.2444444444444445]","[0, 0, 7.913793103448275, 1.5, 3.8, 4.461538461538462]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.8571428571428568, 1.3872180451127818, 2.2857142857142856, 5.911111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9448051948051948, 1.2662337662337662, 2.870967741935484, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 2.0, 1.0]","[0, 0, 7.012987012987012, 1.87012987012987, 1.4705882352941178, 0.9166666666666667]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 0, 5.468354430379747, 1.2531645569620253, 3.0, 0.8494623655913978]","[0, 0, 3.5604395604395607, 1.2527472527472527, 4.5, 0.9191919191919191]","[0, 1, 4.090909090909091, 1.3333333333333333, 3.909090909090909, 1.03125]"
83,2018-07-03,20180703SKWO0,"[0, 1, 0, 0, 0, 0]","[0, 0, 2.25, 0.9, 2.2857142857142856, 1.25]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 0.0, 0.0, 3, 2.0]","[0, 1, 3.823008849557522, 1.4070796460176993, 2.1666666666666665, 1.8833333333333333]","[0, 0, 4.708185053380783, 1.4199288256227758, 2.32, 6.2444444444444445]","[0, 0, 7.913793103448275, 1.5, 3.8, 4.461538461538462]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.8571428571428568, 1.3872180451127818, 2.2857142857142856, 5.911111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9448051948051948, 1.2662337662337662, 2.870967741935484, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 1.5, 2.5, 0.9523809523809524]","[0, 0, 7.012987012987012, 1.87012987012987, 1.4705882352941178, 0.9166666666666667]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 0, 5.468354430379747, 1.2531645569620253, 3.0, 0.8494623655913978]","[0, 0, 3.5604395604395607, 1.2527472527472527, 4.5, 0.9191919191919191]","[0, 0, 4.090909090909091, 1.3333333333333333, 3.909090909090909, 1.03125]"
84,2018-07-04,20180704SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 0.9523809523809523, 2.2857142857142856, 1.2352941176470589]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 0.0, 0.0, 4, 1.5]","[0, 1, 3.7241379310344827, 1.396551724137931, 2.25, 1.8412698412698412]","[1, 0, 4.8762541806020065, 1.434782608695652, 2.3076923076923075, 6.229166666666667]","[0, 0, 7.913793103448275, 1.5, 3.8, 4.461538461538462]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.8571428571428568, 1.3872180451127818, 2.2857142857142856, 5.911111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9448051948051948, 1.2662337662337662, 2.870967741935484, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.5, 2.5, 0.9523809523809524]","[0, 1, 6.75, 1.7999999999999998, 1.5294117647058822, 0.9195402298850575]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 1, 6.493670886075949, 1.3670886075949367, 2.5, 0.8229166666666666]","[0, 1, 3.4468085106382977, 1.3085106382978724, 4.666666666666667, 0.9215686274509803]","[0, 1, 3.9705882352941178, 1.2941176470588236, 4.0, 1.0303030303030303]"
85,2018-07-05,20180705SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.0476190476190477, 2.0, 1.1666666666666667]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0.0, 0.0, 4, 1.5]","[0, 0, 3.7241379310344827, 1.396551724137931, 2.25, 1.8412698412698412]","[0, 0, 4.8762541806020065, 1.434782608695652, 2.3076923076923075, 6.229166666666667]","[0, 0, 7.913793103448275, 1.5, 3.8, 4.461538461538462]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[1, 0, 3.965034965034965, 1.3636363636363638, 2.392857142857143, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9448051948051948, 1.2662337662337662, 2.870967741935484, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.5, 2.5, 0.9523809523809524]","[0, 0, 6.75, 1.7999999999999998, 1.5294117647058822, 0.9195402298850575]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 1, 6.333333333333333, 1.3333333333333333, 2.5, 0.8181818181818182]","[0, 1, 3.3402061855670104, 1.2989690721649483, 4.666666666666667, 0.9238095238095239]","[0, 1, 4.980582524271845, 1.3980582524271843, 3.3846153846153846, 1.0098039215686274]"
86,2018-07-06,20180706NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.0454545454545454, 2.0, 1.1578947368421053]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0.0, 0.0, 4, 1.5]","[0, 1, 3.762295081967213, 1.4016393442622952, 2.230769230769231, 1.8484848484848484]","[0, 0, 4.8762541806020065, 1.434782608695652, 2.3076923076923075, 6.229166666666667]","[1, 0, 7.571428571428571, 1.4444444444444444, 4.1, 4.5]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.965034965034965, 1.3636363636363638, 2.392857142857143, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9448051948051948, 1.2662337662337662, 2.870967741935484, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.44, 4.0, 1.0416666666666667]","[0, 0, 6.75, 1.7999999999999998, 1.5294117647058822, 0.9195402298850575]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 0, 6.333333333333333, 1.3333333333333333, 2.5, 0.8181818181818182]","[0, 0, 3.3402061855670104, 1.2989690721649483, 4.666666666666667, 0.9238095238095239]","[0, 0, 4.980582524271845, 1.3980582524271843, 3.3846153846153846, 1.0098039215686274]"
87,2018-07-07,20180707NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.0454545454545454, 2.0, 1.1578947368421053]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0.0, 0.0, 4, 1.5]","[0, 0, 3.762295081967213, 1.4016393442622952, 2.230769230769231, 1.8484848484848484]","[0, 0, 4.8762541806020065, 1.434782608695652, 2.3076923076923075, 6.229166666666667]","[0, 0, 7.571428571428571, 1.4444444444444444, 4.1, 4.5]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.965034965034965, 1.3636363636363638, 2.392857142857143, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.693009118541033, 1.249240121580547, 2.787878787878788, 6.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.44, 4.0, 1.0416666666666667]","[0, 0, 6.75, 1.7999999999999998, 1.5294117647058822, 0.9195402298850575]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 1, 6.180722891566265, 1.3012048192771084, 2.5, 0.8137254901960784]","[0, 1, 3.8571428571428568, 1.4081632653061225, 4.666666666666667, 0.9074074074074073]","[0, 1, 4.839622641509433, 1.3584905660377358, 3.4615384615384617, 1.0095238095238095]"
88,2018-07-08,20180708NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 1.0434782608695652, 2.0, 1.15]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0.0, 0.0, 4, 1.5]","[0, 1, 3.701612903225806, 1.379032258064516, 2.230769230769231, 1.7971014492753625]","[0, 0, 4.8762541806020065, 1.434782608695652, 2.3076923076923075, 6.229166666666667]","[0, 0, 7.571428571428571, 1.4444444444444444, 4.1, 4.5]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[1, 0, 14.538461538461538, 2.307692307692308, 1.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.965034965034965, 1.3636363636363638, 2.392857142857143, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.693009118541033, 1.249240121580547, 2.787878787878788, 6.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.5, 2.5, 1.1111111111111112]","[0, 0, 6.75, 1.7999999999999998, 1.5294117647058822, 0.9195402298850575]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 1, 5.965116279069767, 1.2906976744186045, 2.8333333333333335, 0.8190476190476191]","[0, 1, 3.742574257425743, 1.3960396039603962, 4.833333333333333, 0.9099099099099098]","[0, 0, 4.839622641509433, 1.3584905660377358, 3.4615384615384617, 1.0095238095238095]"
89,2018-07-10,20180710WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.0434782608695652, 2.0, 1.15]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0.0, 0.0, 4, 1.5]","[0, 0, 3.701612903225806, 1.379032258064516, 2.230769230769231, 1.7971014492753625]","[1, 0, 4.55625, 1.415625, 2.4074074074074074, 6.2745098039215685]","[0, 0, 7.571428571428571, 1.4444444444444444, 4.1, 4.5]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.538461538461538, 2.307692307692308, 1.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.965034965034965, 1.3636363636363638, 2.392857142857143, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.693009118541033, 1.249240121580547, 2.787878787878788, 6.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5, 2.5, 1.1111111111111112]","[0, 1, 7.0875, 1.8375, 1.5294117647058822, 0.888888888888889]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 0, 5.965116279069767, 1.2906976744186045, 2.8333333333333335, 0.8190476190476191]","[0, 1, 3.9705882352941178, 1.4411764705882353, 4.833333333333333, 0.8947368421052632]","[0, 0, 4.839622641509433, 1.3584905660377358, 3.4615384615384617, 1.0095238095238095]"
90,2018-07-11,20180711WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.0434782608695652, 2.0, 1.15]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 0.0, 0.25, 5, 1.3333333333333333]","[0, 0, 3.701612903225806, 1.379032258064516, 2.230769230769231, 1.7971014492753625]","[0, 0, 4.55625, 1.415625, 2.4074074074074074, 6.2745098039215685]","[0, 0, 7.571428571428571, 1.4444444444444444, 4.1, 4.5]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.538461538461538, 2.307692307692308, 1.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[1, 0, 3.730263157894737, 1.3322368421052633, 2.689655172413793, 5.96078431372549]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.693009118541033, 1.249240121580547, 2.787878787878788, 6.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5, 2.5, 1.1111111111111112]","[0, 0, 7.0875, 1.8375, 1.5294117647058822, 0.888888888888889]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 0, 5.965116279069767, 1.2906976744186045, 2.8333333333333335, 0.8190476190476191]","[0, 0, 3.9705882352941178, 1.4411764705882353, 4.833333333333333, 0.8947368421052632]","[0, 0, 4.839622641509433, 1.3584905660377358, 3.4615384615384617, 1.0095238095238095]"
91,2018-07-12,20180712WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.3142857142857145, 1.0285714285714287, 2.0, 1.1111111111111112]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0.0, 0.25, 5, 1.3333333333333333]","[0, 1, 3.614173228346457, 1.3937007874015748, 2.142857142857143, 1.763888888888889]","[0, 0, 4.55625, 1.415625, 2.4074074074074074, 6.2745098039215685]","[1, 0, 7.077669902912621, 1.3980582524271843, 3.909090909090909, 4.577777777777778]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.538461538461538, 2.307692307692308, 1.0, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.730263157894737, 1.3322368421052633, 2.689655172413793, 5.96078431372549]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.693009118541033, 1.249240121580547, 2.787878787878788, 6.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.5588235294117645, 1.676470588235294, 1.5714285714285714, 1.1333333333333333]","[0, 0, 7.0875, 1.8375, 1.5294117647058822, 0.888888888888889]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 1, 5.764044943820225, 1.247191011235955, 2.8333333333333335, 0.8240740740740741]","[0, 0, 3.9705882352941178, 1.4411764705882353, 4.833333333333333, 0.8947368421052632]","[0, 0, 4.839622641509433, 1.3584905660377358, 3.4615384615384617, 1.0095238095238095]"
92,2018-07-17,20180717LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.3142857142857145, 1.0285714285714287, 2.0, 1.1111111111111112]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 3.8571428571428568, 1.2857142857142858, 8.0, 1.75]","[0, 0, 3.614173228346457, 1.3937007874015748, 2.142857142857143, 1.763888888888889]","[0, 0, 4.55625, 1.415625, 2.4074074074074074, 6.2745098039215685]","[0, 0, 7.077669902912621, 1.3980582524271843, 3.909090909090909, 4.577777777777778]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.75, 1.7142857142857142, 1.4, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.730263157894737, 1.3322368421052633, 2.689655172413793, 5.96078431372549]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.693009118541033, 1.249240121580547, 2.787878787878788, 6.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 1.736842105263158, 1.5, 1.1515151515151514]","[0, 1, 6.914634146341464, 1.829268292682927, 1.588235294117647, 0.8817204301075269]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 0, 5.764044943820225, 1.247191011235955, 2.8333333333333335, 0.8240740740740741]","[0, 1, 4.718446601941748, 1.5145631067961165, 5.0, 0.8803418803418804]","[0, 0, 4.839622641509433, 1.3584905660377358, 3.4615384615384617, 1.0095238095238095]"
93,2018-07-18,20180718LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.0833333333333333, 1.8, 1.0909090909090908]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.8571428571428568, 1.2857142857142858, 8.0, 1.75]","[0, 1, 3.7674418604651163, 1.4186046511627908, 2.0, 1.72]","[0, 0, 4.55625, 1.415625, 2.4074074074074074, 6.2745098039215685]","[0, 0, 7.077669902912621, 1.3980582524271843, 3.909090909090909, 4.577777777777778]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 1.4, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[0, 0, 3.730263157894737, 1.3322368421052633, 2.689655172413793, 5.96078431372549]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.734870317002882, 1.2622478386167146, 2.823529411764706, 6.4259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.736842105263158, 1.5, 1.1515151515151514]","[0, 0, 6.914634146341464, 1.829268292682927, 1.588235294117647, 0.8817204301075269]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 1, 5.576086956521739, 1.2391304347826086, 3.1666666666666665, 0.8288288288288289]","[0, 0, 4.718446601941748, 1.5145631067961165, 5.0, 0.8803418803418804]","[0, 1, 4.706422018348624, 1.3761467889908257, 3.5384615384615383, 1.0092592592592593]"
94,2018-07-19,20180719LGWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0833333333333333, 1.8, 1.0909090909090908]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 3.375, 1.25, 8.0, 1.6]","[0, 0, 3.7674418604651163, 1.4186046511627908, 2.0, 1.72]","[0, 0, 4.55625, 1.415625, 2.4074074074074074, 6.2745098039215685]","[0, 0, 7.077669902912621, 1.3980582524271843, 3.909090909090909, 4.577777777777778]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 6.394736842105263, 1.6973684210526316, 2.0833333333333335, 1.1014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 1.4, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 4.05, 1.5, 3.0, 2.2222222222222223]","[1, 0, 3.773291925465838, 1.3322981366459627, 2.8275862068965516, 5.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.734870317002882, 1.2622478386167146, 2.823529411764706, 6.4259259259259265]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.736842105263158, 1.5, 1.1515151515151514]","[0, 1, 7.573170731707318, 1.975609756097561, 1.5, 0.8541666666666666]","[0, 0, 9.719999999999999, 1.92, 1.2142857142857142, 2.0833333333333335]","[0, 0, 5.576086956521739, 1.2391304347826086, 3.1666666666666665, 0.8288288288288289]","[0, 0, 4.718446601941748, 1.5145631067961165, 5.0, 0.8803418803418804]","[0, 0, 4.706422018348624, 1.3761467889908257, 3.5384615384615383, 1.0092592592592593]"
