,date,game_key,문성현,양현,박정준,윤영삼,김동준,한현희,신재영,조상우,조덕길,손동욱,해커,이상민,이영준,하영민,최원태,김해수,김정인,로저스,김선기,서의태,안현석,이찬석,김성택,브리검,오윤성,이승호,김성민,안우진,오주원,이보근,김상수
130,2018-09-19,20180919OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.453488372093023, 1.3255813953488371, 1.8181818181818181, 1.023809523809524]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 4.153846153846154, 1.2, 6.0, 1.5476190476190477]","[0, 0, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[0, 0, 4.647058823529412, 1.4640522875816993, 2.3095238095238093, 5.884615384615385]","[0, 1, 6.819112627986348, 1.515358361774744, 2.409090909090909, 4.4393939393939394]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.378378378378379, 1.3297297297297297, 2.0526315789473686, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.926829268292683, 1.902439024390244, 2.0, 1.9523809523809523]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.095808383233534, 1.2694610778443114, 3.2222222222222223, 6.423076923076923]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.25609756097561, 1.7195121951219512, 1.4210526315789473, 0.9761904761904762]","[0, 0, 6.639344262295082, 1.7459016393442623, 2.0, 0.991869918699187]","[0, 0, 8.136986301369863, 1.8493150684931507, 1.4736842105263157, 1.738095238095238]","[0, 1, 5.586206896551724, 1.3241379310344827, 2.5, 0.8630952380952381]","[0, 1, 4.5, 1.3888888888888888, 3.6153846153846154, 0.9310344827586207]","[0, 1, 5.006622516556291, 1.3311258278145695, 2.9047619047619047, 0.9869281045751634]"
131,2018-09-20,20180920SSWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.2954545454545454, 1.8181818181818181, 1.011494252873563]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 4.242857142857143, 1.2, 5.0, 1.5555555555555556]","[0, 0, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[0, 0, 4.647058823529412, 1.4640522875816993, 2.3095238095238093, 5.884615384615385]","[0, 1, 6.75, 1.5, 2.409090909090909, 4.2898550724637685]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.378378378378379, 1.3297297297297297, 2.0526315789473686, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 5.926829268292683, 1.902439024390244, 2.0, 1.9523809523809523]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.096774193548387, 1.9838709677419353, 1.4285714285714286, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.095808383233534, 1.2694610778443114, 3.2222222222222223, 6.423076923076923]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.25609756097561, 1.7195121951219512, 1.4210526315789473, 0.9761904761904762]","[0, 1, 6.804878048780488, 1.8048780487804879, 1.9047619047619047, 0.9761904761904762]","[1, 0, 7.071428571428572, 1.75, 1.55, 1.8666666666666667]","[0, 0, 5.586206896551724, 1.3241379310344827, 2.5, 0.8630952380952381]","[0, 0, 4.5, 1.3888888888888888, 3.6153846153846154, 0.9310344827586207]","[0, 0, 5.006622516556291, 1.3311258278145695, 2.9047619047619047, 0.9869281045751634]"
132,2018-09-21,20180921SSWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.2954545454545454, 1.8181818181818181, 1.011494252873563]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 4.242857142857143, 1.2, 5.0, 1.5555555555555556]","[0, 0, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[0, 0, 4.647058823529412, 1.4640522875816993, 2.3095238095238093, 5.884615384615385]","[0, 0, 6.75, 1.5, 2.409090909090909, 4.2898550724637685]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.522167487684729, 1.374384236453202, 1.9583333333333333, 6.151515151515152]","[0, 1, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 1, 6.8936170212765955, 2.1063829787234045, 1.3333333333333333, 1.9583333333333333]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 1, 6.75, 2.109375, 1.3333333333333333, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.095808383233534, 1.2694610778443114, 3.2222222222222223, 6.423076923076923]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.25609756097561, 1.7195121951219512, 1.4210526315789473, 0.9761904761904762]","[0, 0, 6.804878048780488, 1.8048780487804879, 1.9047619047619047, 0.9761904761904762]","[0, 0, 7.071428571428572, 1.75, 1.55, 1.8666666666666667]","[0, 0, 5.586206896551724, 1.3241379310344827, 2.5, 0.8630952380952381]","[0, 0, 4.5, 1.3888888888888888, 3.6153846153846154, 0.9310344827586207]","[0, 0, 5.006622516556291, 1.3311258278145695, 2.9047619047619047, 0.9869281045751634]"
133,2018-09-22,20180922SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.2954545454545454, 1.8181818181818181, 1.011494252873563]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 4.242857142857143, 1.2, 5.0, 1.5555555555555556]","[0, 0, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[0, 0, 4.647058823529412, 1.4640522875816993, 2.3095238095238093, 5.884615384615385]","[0, 0, 6.75, 1.5, 2.409090909090909, 4.2898550724637685]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.522167487684729, 1.374384236453202, 1.9583333333333333, 6.151515151515152]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 6.8936170212765955, 2.1063829787234045, 1.3333333333333333, 1.9583333333333333]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.75, 2.109375, 1.3333333333333333, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8863636363636367, 1.2272727272727273, 3.347826086956522, 6.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.25609756097561, 1.7195121951219512, 1.4210526315789473, 0.9761904761904762]","[0, 0, 6.804878048780488, 1.8048780487804879, 1.9047619047619047, 0.9761904761904762]","[0, 0, 7.071428571428572, 1.75, 1.55, 1.8666666666666667]","[0, 0, 5.586206896551724, 1.3241379310344827, 2.5, 0.8630952380952381]","[0, 1, 4.581818181818182, 1.4181818181818182, 3.4285714285714284, 0.9322033898305084]","[0, 0, 5.006622516556291, 1.3311258278145695, 2.9047619047619047, 0.9869281045751634]"
134,2018-09-23,20180923SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.2954545454545454, 1.8181818181818181, 1.011494252873563]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 4.125, 1.2083333333333333, 4.166666666666667, 1.5]","[0, 0, 5.827338129496402, 1.5755395683453237, 2.125, 1.4946236559139785]","[1, 0, 4.727848101265823, 1.4873417721518987, 2.25, 5.851851851851852]","[0, 0, 6.75, 1.5, 2.409090909090909, 4.2898550724637685]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.522167487684729, 1.374384236453202, 1.9583333333333333, 6.151515151515152]","[0, 1, 0.0, 1.0, 0, 2.0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 6.8936170212765955, 2.1063829787234045, 1.3333333333333333, 1.9583333333333333]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.75, 2.109375, 1.3333333333333333, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8863636363636367, 1.2272727272727273, 3.347826086956522, 6.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.25609756097561, 1.7195121951219512, 1.4210526315789473, 0.9761904761904762]","[0, 0, 6.804878048780488, 1.8048780487804879, 1.9047619047619047, 0.9761904761904762]","[0, 0, 7.071428571428572, 1.75, 1.55, 1.8666666666666667]","[0, 0, 5.586206896551724, 1.3241379310344827, 2.5, 0.8630952380952381]","[0, 0, 4.581818181818182, 1.4181818181818182, 3.4285714285714284, 0.9322033898305084]","[0, 1, 4.909090909090909, 1.3051948051948052, 2.9047619047619047, 0.9871794871794872]"
135,2018-09-25,20180925WOOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.2954545454545454, 1.8181818181818181, 1.011494252873563]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 3.96, 1.2, 4.5, 1.4705882352941178]","[0, 1, 6.084507042253521, 1.6267605633802815, 2.0, 1.4791666666666667]","[0, 0, 4.727848101265823, 1.4873417721518987, 2.25, 5.851851851851852]","[0, 0, 6.75, 1.5, 2.409090909090909, 4.2898550724637685]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.522167487684729, 1.374384236453202, 1.9583333333333333, 6.151515151515152]","[0, 0, 0.0, 1.0, 0, 2.0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 6.8936170212765955, 2.1063829787234045, 1.3333333333333333, 1.9583333333333333]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.75, 2.109375, 1.3333333333333333, 1.0666666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8863636363636367, 1.2272727272727273, 3.347826086956522, 6.518518518518518]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.968421052631578, 1.5789473684210527, 1.55, 1.0919540229885059]","[0, 0, 6.804878048780488, 1.8048780487804879, 1.9047619047619047, 0.9761904761904762]","[0, 0, 7.071428571428572, 1.75, 1.55, 1.8666666666666667]","[0, 1, 5.547945205479452, 1.356164383561644, 2.5833333333333335, 0.8538011695906432]","[0, 0, 4.581818181818182, 1.4181818181818182, 3.4285714285714284, 0.9322033898305084]","[0, 0, 4.909090909090909, 1.3051948051948052, 2.9047619047619047, 0.9871794871794872]"
136,2018-09-26,20180926WOOB0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.3, 1.3, 1.6666666666666667, 1.0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 3.96, 1.2, 4.5, 1.4705882352941178]","[0, 0, 6.084507042253521, 1.6267605633802815, 2.0, 1.4791666666666667]","[0, 0, 4.727848101265823, 1.4873417721518987, 2.25, 5.851851851851852]","[0, 0, 6.75, 1.5, 2.409090909090909, 4.2898550724637685]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.522167487684729, 1.374384236453202, 1.9583333333333333, 6.151515151515152]","[0, 0, 0.0, 1.0, 0, 2.0]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 6.8936170212765955, 2.1063829787234045, 1.3333333333333333, 1.9583333333333333]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.75, 2.109375, 1.3333333333333333, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8863636363636367, 1.2272727272727273, 3.347826086956522, 6.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.968421052631578, 1.5789473684210527, 1.55, 1.0919540229885059]","[0, 1, 6.803149606299213, 1.795275590551181, 1.9047619047619047, 0.9844961240310078]","[1, 0, 6.0, 1.696969696969697, 1.7272727272727273, 2.0625]","[0, 0, 5.547945205479452, 1.356164383561644, 2.5833333333333335, 0.8538011695906432]","[0, 1, 4.5, 1.3928571428571428, 3.5714285714285716, 0.9333333333333333]","[0, 1, 4.8152866242038215, 1.2802547770700636, 3.0, 0.9874213836477987]"
137,2018-09-27,20180927LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.09375, 1.21875, 1.6666666666666667, 1.032258064516129]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 4.846153846153846, 1.2692307692307692, 3.375, 1.4444444444444444]","[0, 0, 6.084507042253521, 1.6267605633802815, 2.0, 1.4791666666666667]","[0, 0, 4.727848101265823, 1.4873417721518987, 2.25, 5.851851851851852]","[0, 1, 6.75, 1.51, 2.409090909090909, 4.166666666666667]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.58256880733945, 1.403669724770642, 1.9259259259259258, 6.055555555555556]","[0, 1, 0.0, 1.0, 1, 1.5]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 6.8936170212765955, 2.1063829787234045, 1.3333333333333333, 1.9583333333333333]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.75, 2.109375, 1.3333333333333333, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8863636363636367, 1.2272727272727273, 3.347826086956522, 6.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.968421052631578, 1.5789473684210527, 1.55, 1.0919540229885059]","[0, 0, 6.803149606299213, 1.795275590551181, 1.9047619047619047, 0.9844961240310078]","[0, 0, 6.0, 1.696969696969697, 1.7272727272727273, 2.0625]","[0, 1, 5.979865771812081, 1.389261744966443, 2.6666666666666665, 0.8563218390804598]","[0, 0, 4.5, 1.3928571428571428, 3.5714285714285716, 0.9333333333333333]","[0, 0, 4.8152866242038215, 1.2802547770700636, 3.0, 0.9874213836477987]"
138,2018-09-28,20180928LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.09375, 1.21875, 1.6666666666666667, 1.032258064516129]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 4.784810126582278, 1.2531645569620253, 3.375, 1.3859649122807016]","[0, 0, 6.084507042253521, 1.6267605633802815, 2.0, 1.4791666666666667]","[0, 0, 4.727848101265823, 1.4873417721518987, 2.25, 5.851851851851852]","[0, 0, 6.75, 1.51, 2.409090909090909, 4.166666666666667]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.58256880733945, 1.403669724770642, 1.9259259259259258, 6.055555555555556]","[0, 0, 0.0, 1.0, 1, 1.5]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 6.8936170212765955, 2.1063829787234045, 1.3333333333333333, 1.9583333333333333]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.75, 2.109375, 1.3333333333333333, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8152173913043477, 1.2065217391304348, 3.5217391304347827, 6.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.968421052631578, 1.5789473684210527, 1.55, 1.0919540229885059]","[0, 0, 6.803149606299213, 1.795275590551181, 1.9047619047619047, 0.9844961240310078]","[0, 0, 6.0, 1.696969696969697, 1.7272727272727273, 2.0625]","[0, 1, 5.900662251655629, 1.390728476821192, 2.8333333333333335, 0.8531073446327684]","[0, 0, 4.5, 1.3928571428571428, 3.5714285714285716, 0.9333333333333333]","[0, 1, 4.8152866242038215, 1.2993630573248407, 3.0, 0.9691358024691359]"
139,2018-09-29,20180929NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.5816326530612246, 1.316326530612245, 1.5384615384615385, 1.0208333333333333]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 4.784810126582278, 1.2531645569620253, 3.375, 1.3859649122807016]","[0, 0, 6.084507042253521, 1.6267605633802815, 2.0, 1.4791666666666667]","[1, 0, 4.554878048780488, 1.4695121951219512, 2.1956521739130435, 5.857142857142857]","[0, 0, 6.75, 1.51, 2.409090909090909, 4.166666666666667]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.58256880733945, 1.403669724770642, 1.9259259259259258, 6.055555555555556]","[0, 0, 0.0, 1.0, 1, 1.5]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 6.8936170212765955, 2.1063829787234045, 1.3333333333333333, 1.9583333333333333]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.75, 2.109375, 1.3333333333333333, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8152173913043477, 1.2065217391304348, 3.5217391304347827, 6.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.968421052631578, 1.5789473684210527, 1.55, 1.0919540229885059]","[0, 1, 6.6461538461538465, 1.7999999999999998, 1.9523809523809523, 0.9848484848484849]","[0, 0, 6.0, 1.696969696969697, 1.7272727272727273, 2.0625]","[0, 0, 5.900662251655629, 1.390728476821192, 2.8333333333333335, 0.8531073446327684]","[0, 1, 4.5523255813953485, 1.377906976744186, 3.642857142857143, 0.9398907103825137]","[0, 1, 4.833333333333333, 1.3148148148148149, 3.142857142857143, 0.9818181818181818]"
140,2018-09-30,20180930NCWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.5816326530612246, 1.316326530612245, 1.5384615384615385, 1.0208333333333333]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 4.725, 1.275, 3.375, 1.3333333333333335]","[0, 0, 6.084507042253521, 1.6267605633802815, 2.0, 1.4791666666666667]","[0, 0, 4.554878048780488, 1.4695121951219512, 2.1956521739130435, 5.857142857142857]","[0, 0, 6.75, 1.51, 2.409090909090909, 4.166666666666667]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.58256880733945, 1.403669724770642, 1.9259259259259258, 6.055555555555556]","[0, 0, 0.0, 1.0, 1, 1.5]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 6.8936170212765955, 2.1063829787234045, 1.3333333333333333, 1.9583333333333333]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.75, 2.109375, 1.3333333333333333, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8152173913043477, 1.2065217391304348, 3.5217391304347827, 6.571428571428571]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.890909090909091, 1.581818181818182, 1.619047619047619, 1.222222222222222]","[0, 0, 6.6461538461538465, 1.7999999999999998, 1.9523809523809523, 0.9848484848484849]","[0, 1, 7.297297297297297, 1.8108108108108107, 1.6153846153846154, 2.176470588235294]","[0, 0, 5.900662251655629, 1.390728476821192, 2.8333333333333335, 0.8531073446327684]","[0, 0, 4.5523255813953485, 1.377906976744186, 3.642857142857143, 0.9398907103825137]","[0, 0, 4.833333333333333, 1.3148148148148149, 3.142857142857143, 0.9818181818181818]"
141,2018-10-06,20181006WONC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.5816326530612246, 1.316326530612245, 1.5384615384615385, 1.0208333333333333]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 4.725, 1.275, 3.375, 1.3333333333333335]","[0, 0, 6.084507042253521, 1.6267605633802815, 2.0, 1.4791666666666667]","[0, 0, 4.554878048780488, 1.4695121951219512, 2.1956521739130435, 5.857142857142857]","[0, 0, 6.75, 1.51, 2.409090909090909, 4.166666666666667]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.8333333333333335, 1.0392156862745099]","[0, 0, 7.012987012987012, 1.7532467532467533, 2.0833333333333335, 1.0694444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.58256880733945, 1.403669724770642, 1.9259259259259258, 6.055555555555556]","[0, 0, 0.0, 1.0, 1, 1.5]","[0, 0, 0.0, 2.4, 1.0, 1.6666666666666667]","[0, 0, 6.8936170212765955, 2.1063829787234045, 1.3333333333333333, 1.9583333333333333]","[0, 0, 3.966494845360825, 1.3530927835051545, 2.8, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.8461538461538463, 2.0, 4.333333333333333]","[0, 0, 3.5850622406639006, 1.2448132780082988, 4.333333333333333, 6.694444444444444]","[0, 0, 6.75, 2.109375, 1.3333333333333333, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.870629370629371, 1.2062937062937062, 3.574468085106383, 6.57471264367816]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.890909090909091, 1.581818181818182, 1.619047619047619, 1.222222222222222]","[0, 0, 6.6461538461538465, 1.7999999999999998, 1.9523809523809523, 0.9848484848484849]","[0, 1, 6.864406779661016, 1.7288135593220337, 1.7307692307692308, 2.185185185185185]","[0, 0, 5.900662251655629, 1.390728476821192, 2.8333333333333335, 0.8531073446327684]","[0, 1, 4.423728813559322, 1.3389830508474576, 3.7857142857142856, 0.9516129032258065]","[0, 1, 4.745454545454545, 1.309090909090909, 3.142857142857143, 0.9821428571428571]"
