,date,game_key,이승현,김대우,심창민,임현준,황수범,안성무,안규현,이수민,박세웅,이케빈,최충연,김승현,최지광,장지훈,김시현,보니야,양창섭,최채흥,아델만,김용하,김태우,우규민,윤성환,박근홍,장원삼,김기태,한기주,백정현,장필준,정인욱,김동호,권오준
84,2018-07-06,20180706SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 2.495798319327731, 0.8823529411764707, 4.777777777777778, 1.1333333333333333]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.242857142857143, 1.3714285714285714, 4.214285714285714, 1.1965811965811965]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 15.882352941176471, 2.4705882352941173, 1.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 5.161764705882352, 1.4558823529411764, 2.5757575757575757, 5.666666666666667]","[1, 0, 3.375, 1.3875, 2.0, 5.333333333333334]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.441860465116279, 1.6395348837209303, 2.0303030303030303, 5.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.333333333333333, 1.2592592592592593, 5.25, 1.173913043478261]","[0, 0, 8.112676056338028, 1.7464788732394365, 2.380952380952381, 5.071428571428571]","[0, 1, 5.7272727272727275, 1.4545454545454546, 3.0, 1.1]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.508928571428571, 1.6339285714285714, 2.5454545454545454, 1.2043010752688172]","[0, 0, 3.4263959390862944, 1.263959390862944, 4.25, 5.472222222222222]","[0, 0, 4.5, 1.3529411764705883, 2.4375, 1.096774193548387]","[0, 1, 5.4, 1.6, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.3333333333333333, 4.166666666666667, 0.96]"
85,2018-07-07,20180707SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 2.495798319327731, 0.8823529411764707, 4.777777777777778, 1.1333333333333333]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.3636363636363638, 4.285714285714286, 1.1916666666666667]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 15.882352941176471, 2.4705882352941173, 1.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 5.161764705882352, 1.4558823529411764, 2.5757575757575757, 5.666666666666667]","[0, 0, 3.375, 1.3875, 2.0, 5.333333333333334]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[1, 0, 5.778597785977859, 1.6494464944649447, 2.0294117647058822, 5.313725490196078]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.333333333333333, 1.2592592592592593, 5.25, 1.173913043478261]","[0, 0, 8.112676056338028, 1.7464788732394365, 2.380952380952381, 5.071428571428571]","[0, 1, 5.4, 1.542857142857143, 3.25, 1.0606060606060606]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.508928571428571, 1.6339285714285714, 2.5454545454545454, 1.2043010752688172]","[0, 0, 3.4263959390862944, 1.263959390862944, 4.25, 5.472222222222222]","[0, 0, 4.5, 1.3529411764705883, 2.4375, 1.096774193548387]","[0, 0, 5.4, 1.6, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.36, 4.5, 0.9615384615384616]"
86,2018-07-08,20180708SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 1, 2.376, 0.8640000000000001, 5.111111111111111, 1.1574074074074074]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3636363636363638, 4.285714285714286, 1.1916666666666667]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 15.882352941176471, 2.4705882352941173, 1.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 5.161764705882352, 1.4558823529411764, 2.5757575757575757, 5.666666666666667]","[0, 0, 3.375, 1.3875, 2.0, 5.333333333333334]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.778597785977859, 1.6494464944649447, 2.0294117647058822, 5.313725490196078]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.3571428571428572, 5.75, 1.1666666666666667]","[1, 0, 8.04, 1.7466666666666666, 2.4761904761904763, 5.0]","[0, 1, 4.973684210526316, 1.5, 3.5, 1.0555555555555556]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.508928571428571, 1.6339285714285714, 2.5454545454545454, 1.2043010752688172]","[0, 0, 3.4263959390862944, 1.263959390862944, 4.25, 5.472222222222222]","[0, 1, 4.25, 1.3055555555555556, 2.6875, 1.125]","[0, 0, 5.4, 1.6, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.36, 4.5, 0.9615384615384616]"
87,2018-07-10,20180710LTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 1, 2.3203125, 0.890625, 4.7, 1.1531531531531531]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.027586206896552, 1.4482758620689655, 3.5294117647058822, 1.1788617886178863]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 15.882352941176471, 2.4705882352941173, 1.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 5.161764705882352, 1.4558823529411764, 2.5757575757575757, 5.666666666666667]","[0, 0, 3.375, 1.3875, 2.0, 5.333333333333334]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.778597785977859, 1.6494464944649447, 2.0294117647058822, 5.313725490196078]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.3571428571428572, 5.75, 1.1666666666666667]","[0, 0, 8.04, 1.7466666666666666, 2.4761904761904763, 5.0]","[0, 0, 4.973684210526316, 1.5, 3.5, 1.0555555555555556]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.508928571428571, 1.6339285714285714, 2.5454545454545454, 1.2043010752688172]","[1, 0, 3.6346153846153846, 1.326923076923077, 4.333333333333333, 5.333333333333333]","[0, 1, 4.135135135135135, 1.2972972972972974, 2.7058823529411766, 1.121212121212121]","[0, 0, 5.4, 1.6, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.36, 4.5, 0.9615384615384616]"
88,2018-07-11,20180711LTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 1, 2.267175572519084, 0.8702290076335878, 4.8, 1.1491228070175439]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.027586206896552, 1.4482758620689655, 3.5294117647058822, 1.1788617886178863]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 15.882352941176471, 2.4705882352941173, 1.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[1, 0, 4.976109215017065, 1.4232081911262797, 2.6470588235294117, 5.745098039215686]","[0, 0, 3.375, 1.3875, 2.0, 5.333333333333334]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.778597785977859, 1.6494464944649447, 2.0294117647058822, 5.313725490196078]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.3571428571428572, 5.75, 1.1666666666666667]","[0, 0, 8.04, 1.7466666666666666, 2.4761904761904763, 5.0]","[0, 0, 4.973684210526316, 1.5, 3.5, 1.0555555555555556]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.508928571428571, 1.6339285714285714, 2.5454545454545454, 1.2043010752688172]","[0, 0, 3.6346153846153846, 1.326923076923077, 4.333333333333333, 5.333333333333333]","[0, 1, 4.026315789473684, 1.2894736842105263, 2.823529411764706, 1.1176470588235294]","[0, 0, 5.4, 1.6, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.36, 4.5, 0.9615384615384616]"
89,2018-07-12,20180712LTSS0,"[0, 1, 18.0, 2.5, 2.0, 2.0]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 1, 2.216417910447761, 0.8507462686567164, 4.8, 1.1452991452991452]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.827814569536423, 1.4304635761589404, 3.7058823529411766, 1.1984126984126984]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 15.882352941176471, 2.4705882352941173, 1.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.976109215017065, 1.4232081911262797, 2.6470588235294117, 5.745098039215686]","[1, 0, 5.4, 1.6333333333333333, 1.5714285714285714, 5.0]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.778597785977859, 1.6494464944649447, 2.0294117647058822, 5.313725490196078]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.3295454545454546, 6.25, 1.1733333333333333]","[0, 0, 8.04, 1.7466666666666666, 2.4761904761904763, 5.0]","[0, 1, 4.725, 1.5, 3.75, 1.0256410256410258]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 3.6346153846153846, 1.326923076923077, 4.333333333333333, 5.333333333333333]","[0, 0, 4.026315789473684, 1.2894736842105263, 2.823529411764706, 1.1176470588235294]","[0, 0, 5.4, 1.6, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.328947368421053, 1.4210526315789473, 3.857142857142857, 0.9382716049382716]"
90,2018-07-17,20180717SSHT0,"[0, 1, 12.0, 1.6666666666666667, 2.0, 1.5]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 2.216417910447761, 0.8507462686567164, 4.8, 1.1452991452991452]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.643312101910828, 1.414012738853503, 3.9411764705882355, 1.2170542635658916]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 15.882352941176471, 2.4705882352941173, 1.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[1, 0, 4.830670926517572, 1.4376996805111821, 2.6944444444444446, 5.796296296296296]","[0, 0, 5.4, 1.6333333333333333, 1.5714285714285714, 5.0]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.778597785977859, 1.6494464944649447, 2.0294117647058822, 5.313725490196078]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3295454545454546, 6.25, 1.1733333333333333]","[0, 0, 8.04, 1.7466666666666666, 2.4761904761904763, 5.0]","[0, 0, 4.725, 1.5, 3.75, 1.0256410256410258]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 3.6346153846153846, 1.326923076923077, 4.333333333333333, 5.333333333333333]","[0, 1, 3.8898305084745766, 1.2457627118644068, 2.9411764705882355, 1.1238095238095238]","[0, 0, 5.4, 1.6, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.328947368421053, 1.4210526315789473, 3.857142857142857, 0.9382716049382716]"
91,2018-07-18,20180718SSHT0,"[0, 0, 12.0, 1.6666666666666667, 2.0, 1.5]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 2.216417910447761, 0.8507462686567164, 4.8, 1.1452991452991452]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.643312101910828, 1.414012738853503, 3.9411764705882355, 1.2170542635658916]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 15.882352941176471, 2.4705882352941173, 1.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.830670926517572, 1.4376996805111821, 2.6944444444444446, 5.796296296296296]","[1, 0, 5.625, 1.71875, 1.6, 4.571428571428571]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.778597785977859, 1.6494464944649447, 2.0294117647058822, 5.313725490196078]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4468085106382977, 1.2446808510638299, 7.0, 1.205128205128205]","[0, 0, 8.04, 1.7466666666666666, 2.4761904761904763, 5.0]","[0, 1, 4.725, 1.575, 3.0, 0.9523809523809524]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 3.6346153846153846, 1.326923076923077, 4.333333333333333, 5.333333333333333]","[0, 0, 3.8898305084745766, 1.2457627118644068, 2.9411764705882355, 1.1238095238095238]","[0, 0, 5.4, 1.6, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.328947368421053, 1.4210526315789473, 3.857142857142857, 0.9382716049382716]"
92,2018-07-19,20180719SSHT0,"[0, 1, 9.818181818181818, 1.3636363636363638, 3.0, 1.222222222222222]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 1, 2.2, 0.8444444444444444, 4.8, 1.125]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.666666666666666, 1.3888888888888888, 4.117647058823529, 1.2272727272727273]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 15.882352941176471, 2.4705882352941173, 1.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.830670926517572, 1.4376996805111821, 2.6944444444444446, 5.796296296296296]","[0, 0, 5.625, 1.71875, 1.6, 4.571428571428571]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.778597785977859, 1.6494464944649447, 2.0294117647058822, 5.313725490196078]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.2446808510638299, 7.0, 1.205128205128205]","[0, 0, 8.04, 1.7466666666666666, 2.4761904761904763, 5.0]","[0, 0, 4.725, 1.575, 3.0, 0.9523809523809524]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[1, 0, 3.753363228699552, 1.3587443946188342, 3.9285714285714284, 5.309523809523809]","[0, 1, 4.537815126050421, 1.3361344537815127, 2.6842105263157894, 1.1018518518518519]","[0, 0, 5.4, 1.6, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.328947368421053, 1.4210526315789473, 3.857142857142857, 0.9382716049382716]"
93,2018-07-20,20180720HHSS0,"[0, 0, 9.818181818181818, 1.3636363636363638, 3.0, 1.222222222222222]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 2.2, 0.8444444444444444, 4.8, 1.125]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.3888888888888888, 4.117647058823529, 1.2272727272727273]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 15.882352941176471, 2.4705882352941173, 1.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.830670926517572, 1.4376996805111821, 2.6944444444444446, 5.796296296296296]","[0, 0, 5.625, 1.71875, 1.6, 4.571428571428571]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[1, 0, 5.698961937716263, 1.619377162629758, 1.9444444444444444, 5.351851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.306122448979592, 1.2551020408163267, 5.8, 1.2098765432098764]","[0, 0, 8.04, 1.7466666666666666, 2.4761904761904763, 5.0]","[0, 0, 4.725, 1.575, 3.0, 0.9523809523809524]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 3.753363228699552, 1.3587443946188342, 3.9285714285714284, 5.309523809523809]","[0, 0, 4.537815126050421, 1.3361344537815127, 2.6842105263157894, 1.1018518518518519]","[0, 0, 5.4, 1.6, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.328947368421053, 1.4210526315789473, 3.857142857142857, 0.9382716049382716]"
94,2018-07-21,20180721HHSS0,"[0, 0, 9.818181818181818, 1.3636363636363638, 3.0, 1.222222222222222]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 1, 2.152173913043478, 0.8478260869565217, 4.9, 1.1219512195121952]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.581818181818182, 1.3818181818181818, 4.117647058823529, 1.2222222222222223]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 15.882352941176471, 2.4705882352941173, 1.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[0, 0, 4.830670926517572, 1.4376996805111821, 2.6944444444444446, 5.796296296296296]","[0, 0, 5.625, 1.71875, 1.6, 4.571428571428571]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.698961937716263, 1.619377162629758, 1.9444444444444444, 5.351851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.2551020408163267, 5.8, 1.2098765432098764]","[1, 0, 7.6499999999999995, 1.75, 2.5, 5.0]","[0, 0, 4.725, 1.575, 3.0, 0.9523809523809524]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 3.753363228699552, 1.3587443946188342, 3.9285714285714284, 5.309523809523809]","[0, 0, 4.537815126050421, 1.3361344537815127, 2.6842105263157894, 1.1018518518518519]","[0, 0, 5.4, 1.6, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.328947368421053, 1.4210526315789473, 3.857142857142857, 0.9382716049382716]"
95,2018-07-22,20180722HHSS0,"[0, 0, 9.818181818181818, 1.3636363636363638, 3.0, 1.222222222222222]","[0, 0, 6.4020618556701026, 1.7319587628865978, 0.9285714285714286, 4.6190476190476195]","[0, 0, 2.152173913043478, 0.8478260869565217, 4.9, 1.1219512195121952]","[0, 0, 4.868852459016393, 1.1311475409836067, 2.0, 0.6777777777777777]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.581818181818182, 1.3818181818181818, 4.117647058823529, 1.2222222222222223]","[0, 0, 4.4021739130434785, 1.9239130434782608, 1.8666666666666667, 1.1358024691358024]","[0, 0, 15.882352941176471, 2.4705882352941173, 1.0, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 3.0, 1.3333333333333333]","[1, 0, 4.759878419452887, 1.4407294832826747, 2.7027027027027026, 5.771929824561404]","[0, 0, 5.625, 1.71875, 1.6, 4.571428571428571]","[0, 0, 3.1153846153846154, 1.6153846153846154, 2.5, 4.333333333333333]","[0, 0, 5.698961937716263, 1.619377162629758, 1.9444444444444444, 5.351851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.2551020408163267, 5.8, 1.2098765432098764]","[0, 0, 7.6499999999999995, 1.75, 2.5, 5.0]","[0, 1, 4.395348837209303, 1.5348837209302324, 3.4, 0.9555555555555556]","[0, 0, 6.88235294117647, 1.7058823529411764, 1.7692307692307692, 4.857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.573913043478261, 1.643478260869565, 2.6363636363636362, 1.1979166666666667]","[0, 0, 3.753363228699552, 1.3587443946188342, 3.9285714285714284, 5.309523809523809]","[0, 1, 4.426229508196721, 1.3524590163934427, 2.6842105263157894, 1.099099099099099]","[0, 0, 5.4, 1.6, 3.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.126582278481013, 1.4430379746835444, 3.857142857142857, 0.9404761904761905]"
