,date,game_key,이승현,김대우,심창민,임현준,황수범,안성무,안규현,이수민,박세웅,이케빈,최충연,김승현,최지광,장지훈,김시현,보니야,양창섭,최채흥,아델만,김용하,김태우,우규민,윤성환,박근홍,장원삼,김기태,한기주,백정현,장필준,정인욱,김동호,권오준
0,2018-03-24,20180324SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
1,2018-03-25,20180325SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,2018-03-27,20180327SSHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,2018-03-28,20180328SSHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 1.0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,2018-03-29,20180329SSHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 0.0, 0.0, 2, 0.5]","[0, 1, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0, 0.6666666666666666]","[0, 1, 0.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]"
5,2018-03-30,20180330WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5, 2.0, 1.0]","[0, 1, 16.2, 1.7999999999999998, 3.0, 0.5555555555555556]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6, 2, 0.8333333333333334]","[0, 1, 0.0, 0.75, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.05, 0.8999999999999999, 2, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 0, 1.0]"
6,2018-03-31,20180331WOSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 2.0, 1.0]","[0, 1, 13.5, 1.5, 4.0, 0.5]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.75, 2, 0.8888888888888888]","[0, 0, 0.0, 0.75, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.75, 1.5, 1.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 2, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.0]"
7,2018-04-01,20180401WOSS0,"[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5, 6.0, 1.3333333333333333]","[0, 0, 13.5, 1.5, 4.0, 0.5]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 2, 0.8888888888888888]","[0, 0, 0.0, 0.75, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 1.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 2, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.3333333333333333, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 2.0, 0, 1.0]"
8,2018-04-03,20180403SSNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 0.6, 9.0, 1.25]","[0, 0, 13.5, 1.5, 4.0, 0.5]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9230769230769231, 5.0, 1.0833333333333333]","[0, 0, 0.0, 0.75, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 24.3, 3.3, 1.25, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 1.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 2, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.0, 0, 1.0]"
9,2018-04-04,20180404SSNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.6, 9.0, 1.25]","[0, 1, 19.285714285714285, 1.7142857142857142, 4.0, 0.4666666666666667]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.9230769230769231, 5.0, 1.0833333333333333]","[0, 1, 4.153846153846154, 1.8461538461538463, 1.6666666666666667, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 24.3, 3.3, 1.25, 3.3333333333333335]","[1, 0, 0.0, 0.8333333333333334, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 1.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 2, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.0, 0.5, 1.0]"
10,2018-04-05,20180405SSNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.6, 9.0, 1.25]","[0, 0, 19.285714285714285, 1.7142857142857142, 4.0, 0.4666666666666667]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.75, 7.0, 1.0666666666666667]","[0, 0, 4.153846153846154, 1.8461538461538463, 1.6666666666666667, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 24.3, 3.3, 1.25, 3.3333333333333335]","[0, 0, 0.0, 0.8333333333333334, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 1.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 2, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[1, 0, 8.307692307692308, 2.5384615384615388, 2.0, 4.333333333333333]","[0, 1, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.0]"
11,2018-04-07,20180407SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.0, 5.0, 1.2]","[0, 1, 16.875, 1.5, 5.0, 0.4444444444444444]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.7142857142857143, 10.0, 1.1666666666666667]","[0, 1, 3.0, 1.6666666666666667, 1.75, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 24.3, 3.3, 1.25, 3.3333333333333335]","[0, 0, 0.0, 0.8333333333333334, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 1.0, 6.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.171428571428571, 1.3714285714285714, 4.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.25, 1.0, 0.8]","[0, 0, 8.307692307692308, 2.5384615384615388, 2.0, 4.333333333333333]","[0, 1, 0.0, 0.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.0]"
12,2018-04-08,20180408SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.8333333333333333, 0.6666666666666666, 6.0]","[0, 0, 3.0, 1.0, 5.0, 1.2]","[0, 0, 16.875, 1.5, 5.0, 0.4444444444444444]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.7142857142857143, 10.0, 1.1666666666666667]","[0, 0, 3.0, 1.6666666666666667, 1.75, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 24.3, 3.3, 1.25, 3.3333333333333335]","[0, 0, 0.0, 0.8333333333333334, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.973684210526316, 1.4210526315789473, 1.5, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.3714285714285714, 4.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 1.0, 0.8]","[0, 0, 8.307692307692308, 2.5384615384615388, 2.0, 4.333333333333333]","[0, 0, 0.0, 0.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.5, 1.0]"
13,2018-04-10,20180410OBSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.8333333333333333, 0.6666666666666666, 6.0]","[0, 0, 3.0, 1.0, 5.0, 1.2]","[0, 1, 16.875, 1.875, 2.5, 0.38095238095238093]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.7142857142857143, 10.0, 1.1666666666666667]","[0, 1, 3.5217391304347827, 1.5652173913043477, 1.8, 1.5333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 10.607142857142858, 1.7142857142857142, 2.25, 4.666666666666667]","[0, 0, 0.0, 0.8333333333333334, 2.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.4210526315789473, 1.5, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.3714285714285714, 4.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 1.0, 0.8]","[0, 0, 8.307692307692308, 2.5384615384615388, 2.0, 4.333333333333333]","[0, 0, 0.0, 0.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.25, 2.25, 1.5, 1.0]"
14,2018-04-11,20180411OBSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.8333333333333333, 0.6666666666666666, 6.0]","[0, 1, 2.571428571428571, 1.0, 5.5, 1.1666666666666667]","[0, 0, 16.875, 1.875, 2.5, 0.38095238095238093]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.625, 10.0, 1.1428571428571428]","[0, 1, 5.1923076923076925, 1.8461538461538463, 1.5, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.607142857142858, 1.7142857142857142, 2.25, 4.666666666666667]","[1, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.4210526315789473, 1.5, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.3714285714285714, 4.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 1.0, 2.0, 0.8333333333333334]","[0, 0, 8.307692307692308, 2.5384615384615388, 2.0, 4.333333333333333]","[0, 0, 0.0, 0.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.25, 1.5, 1.0]"
15,2018-04-12,20180412OBSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.8333333333333333, 0.6666666666666666, 6.0]","[0, 0, 2.571428571428571, 1.0, 5.5, 1.1666666666666667]","[0, 1, 12.272727272727272, 1.3636363636363638, 4.0, 0.4583333333333333]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.625, 10.0, 1.1428571428571428]","[0, 0, 5.1923076923076925, 1.8461538461538463, 1.5, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 2.0, 1, 1.0]","[0, 0, 10.607142857142858, 1.7142857142857142, 2.25, 4.666666666666667]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.4210526315789473, 1.5, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.3714285714285714, 4.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.0, 2.0, 0.8333333333333334]","[1, 0, 4.21875, 1.59375, 3.3333333333333335, 5.333333333333333]","[0, 0, 0.0, 0.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 1.8, 1.5, 1.0]"
16,2018-04-13,20180413SSHH0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 2.0, 1.0, 4.0]","[0, 1, 2.0, 0.7777777777777778, 7.0, 1.2857142857142858]","[0, 0, 12.272727272727272, 1.3636363636363638, 4.0, 0.4583333333333333]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 0.8888888888888888, 6.0, 1.125]","[0, 0, 5.1923076923076925, 1.8461538461538463, 1.5, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 1, 1.0]","[0, 0, 10.607142857142858, 1.7142857142857142, 2.25, 4.666666666666667]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.4210526315789473, 1.5, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.171428571428571, 1.3714285714285714, 4.5, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5, 1.0, 2.0, 0.8571428571428571]","[0, 0, 4.21875, 1.59375, 3.3333333333333335, 5.333333333333333]","[0, 1, 0.0, 0.6666666666666666, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.8, 1.5, 1.0]"
17,2018-04-14,20180414SSHH0,"[0, 1, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 4.0]","[0, 0, 2.0, 0.7777777777777778, 7.0, 1.2857142857142858]","[0, 1, 11.571428571428571, 1.2857142857142856, 5.0, 0.5185185185185186]","[0, 0, 13.5, 3.5, 0.4, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 0.8888888888888888, 6.0, 1.125]","[0, 0, 5.1923076923076925, 1.8461538461538463, 1.5, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.3333333333333333, 1.0, 1.5]","[0, 0, 10.607142857142858, 1.7142857142857142, 2.25, 4.666666666666667]","[0, 0, 1.6363636363636365, 1.0909090909090908, 1.6666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.973684210526316, 1.4210526315789473, 1.5, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.60377358490566, 1.3018867924528301, 3.75, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.0, 2.0, 0.8571428571428571]","[0, 0, 4.21875, 1.59375, 3.3333333333333335, 5.333333333333333]","[0, 0, 0.0, 0.6666666666666666, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.8, 1.5, 1.0]"
