,date,game_key,임기준,심동섭,홍건희,한승혁,박지훈,김윤동,김종훈,임기영,이윤학,고영창,박준표,이민우,황인준,박정수,문경찬,이종석,전상현,헥터,유승철,팻딘,정윤환,하준영,김유신,윤희영,이원빈,윤석민,곽정철,김세현,손영민,박경태,양현종,정용운,임창용
83,2018-07-11,20180711HTNC0,"[0, 1, 4.21875, 1.6875, 2.142857142857143, 0.8533333333333333]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[0, 0, 5.489010989010989, 1.5, 1.6206896551724137, 4.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.188976377952756, 1.4173228346456692, 1.4074074074074074, 1.2450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25974025974026, 1.6948051948051948, 2.0, 3.948717948717949]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[0, 0, 3.698630136986301, 1.1917808219178083, 3.6, 1.5208333333333333]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.709302325581396, 1.4651162790697674, 2.6666666666666665, 2.2051282051282053]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.558441558441558, 1.3928571428571428, 4.0, 6.03921568627451]","[0, 0, 3.0, 1.4242424242424243, 2.066666666666667, 1.32]","[0, 0, 6.316981132075472, 1.5962264150943397, 3.5, 5.196078431372548]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 2.4, 2.625]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.34, 2.46, 1.8888888888888888, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.157142857142857, 4.681818181818182, 6.862745098039216]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.9189189189189193, 1.0945945945945945, 1.75, 1.0724637681159421]"
84,2018-07-12,20180712HTNC0,"[0, 1, 4.153846153846154, 1.6615384615384614, 2.2857142857142856, 0.8333333333333334]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[0, 0, 5.489010989010989, 1.5, 1.6206896551724137, 4.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.091603053435114, 1.419847328244275, 1.3928571428571428, 1.2476190476190476]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.431952662721893, 1.6686390532544377, 2.2666666666666666, 4.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[0, 0, 3.698630136986301, 1.1917808219178083, 3.6, 1.5208333333333333]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.709302325581396, 1.4651162790697674, 2.6666666666666665, 2.2051282051282053]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.558441558441558, 1.3928571428571428, 4.0, 6.03921568627451]","[0, 0, 3.0, 1.4242424242424243, 2.066666666666667, 1.32]","[0, 0, 6.316981132075472, 1.5962264150943397, 3.5, 5.196078431372548]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 2.4, 2.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.34, 2.46, 1.8888888888888888, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.157142857142857, 4.681818181818182, 6.862745098039216]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.9189189189189193, 1.0945945945945945, 1.75, 1.0724637681159421]"
85,2018-07-17,20180717SSHT0,"[0, 0, 4.153846153846154, 1.6615384615384614, 2.2857142857142856, 0.8333333333333334]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[0, 0, 5.489010989010989, 1.5, 1.6206896551724137, 4.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.091603053435114, 1.419847328244275, 1.3928571428571428, 1.2476190476190476]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.431952662721893, 1.6686390532544377, 2.2666666666666666, 4.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[0, 0, 3.698630136986301, 1.1917808219178083, 3.6, 1.5208333333333333]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.709302325581396, 1.4651162790697674, 2.6666666666666665, 2.2051282051282053]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.558441558441558, 1.3928571428571428, 4.0, 6.03921568627451]","[0, 0, 3.0, 1.4242424242424243, 2.066666666666667, 1.32]","[0, 0, 6.316981132075472, 1.5962264150943397, 3.5, 5.196078431372548]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.142857142857142, 1.7619047619047619, 2.4, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.34, 2.46, 1.8888888888888888, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.4767123287671233, 1.2, 4.416666666666667, 6.7592592592592595]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 1, 2.8051948051948052, 1.051948051948052, 1.8333333333333333, 1.0694444444444444]"
86,2018-07-18,20180718SSHT0,"[0, 0, 4.153846153846154, 1.6615384615384614, 2.2857142857142856, 0.8333333333333334]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[0, 0, 5.489010989010989, 1.5, 1.6206896551724137, 4.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.091603053435114, 1.419847328244275, 1.3928571428571428, 1.2476190476190476]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.431952662721893, 1.6686390532544377, 2.2666666666666666, 4.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[0, 1, 3.4615384615384612, 1.2307692307692308, 4.0, 1.5294117647058822]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.709302325581396, 1.4651162790697674, 2.6666666666666665, 2.2051282051282053]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.362804878048781, 1.3902439024390245, 4.190476190476191, 6.0740740740740735]","[0, 1, 3.2079207920792077, 1.5148514851485149, 1.7777777777777777, 1.2948717948717947]","[0, 0, 6.316981132075472, 1.5962264150943397, 3.5, 5.196078431372548]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.142857142857142, 1.7619047619047619, 2.4, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.20754716981132, 2.3773584905660377, 1.8888888888888888, 0.8412698412698413]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4767123287671233, 1.2, 4.416666666666667, 6.7592592592592595]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.8051948051948052, 1.051948051948052, 1.8333333333333333, 1.0694444444444444]"
87,2018-07-19,20180719SSHT0,"[0, 1, 3.9705882352941178, 1.6323529411764706, 2.0, 0.8395061728395062]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[0, 0, 5.489010989010989, 1.5, 1.6206896551724137, 4.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.091603053435114, 1.419847328244275, 1.3928571428571428, 1.2476190476190476]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.576086956521739, 1.6304347826086956, 2.375, 4.0888888888888895]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[0, 0, 3.4615384615384612, 1.2307692307692308, 4.0, 1.5294117647058822]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 1, 4.21875, 1.34375, 2.6, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.362804878048781, 1.3902439024390245, 4.190476190476191, 6.0740740740740735]","[0, 0, 3.2079207920792077, 1.5148514851485149, 1.7777777777777777, 1.2948717948717947]","[0, 0, 6.316981132075472, 1.5962264150943397, 3.5, 5.196078431372548]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.142857142857142, 1.7619047619047619, 2.4, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.607142857142858, 2.25, 1.8888888888888888, 0.8484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4767123287671233, 1.2, 4.416666666666667, 6.7592592592592595]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.8051948051948052, 1.051948051948052, 1.8333333333333333, 1.0694444444444444]"
88,2018-07-20,20180720KTHT0,"[0, 1, 3.802816901408451, 1.5633802816901408, 2.125, 0.8452380952380952]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[0, 0, 5.489010989010989, 1.5, 1.6206896551724137, 4.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.956204379562044, 1.3795620437956204, 1.4642857142857142, 1.2685185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.576086956521739, 1.6304347826086956, 2.375, 4.0888888888888895]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[0, 0, 3.4615384615384612, 1.2307692307692308, 4.0, 1.5294117647058822]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.21875, 1.34375, 2.6, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.362804878048781, 1.3902439024390245, 4.190476190476191, 6.0740740740740735]","[0, 1, 3.1153846153846154, 1.5, 1.7777777777777777, 1.2839506172839505]","[0, 1, 6.215827338129497, 1.5971223021582732, 3.611111111111111, 5.148148148148149]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.772727272727273, 1.6818181818181819, 2.6, 2.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.607142857142858, 2.25, 1.8888888888888888, 0.8484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4767123287671233, 1.2, 4.416666666666667, 6.7592592592592595]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[1, 0, 2.7, 1.0125, 2.0, 1.0666666666666667]"
89,2018-07-21,20180721KTHT0,"[0, 1, 4.068493150684931, 1.5616438356164384, 2.25, 0.8390804597701149]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[1, 0, 6.219895287958115, 1.5706806282722514, 1.5625, 4.5476190476190474]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0857142857142854, 1.3714285714285714, 1.5357142857142858, 1.2612612612612613]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.576086956521739, 1.6304347826086956, 2.375, 4.0888888888888895]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[0, 0, 3.4615384615384612, 1.2307692307692308, 4.0, 1.5294117647058822]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.21875, 1.34375, 2.6, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.362804878048781, 1.3902439024390245, 4.190476190476191, 6.0740740740740735]","[0, 1, 3.02803738317757, 1.5140186915887852, 1.7, 1.2738095238095237]","[0, 1, 6.149466192170818, 1.5800711743772242, 3.6666666666666665, 4.929824561403509]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.772727272727273, 1.6818181818181819, 2.6, 2.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.607142857142858, 2.25, 1.8888888888888888, 0.8484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4767123287671233, 1.2, 4.416666666666667, 6.7592592592592595]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.7, 1.0125, 2.0, 1.0666666666666667]"
90,2018-07-22,20180722KTHT0,"[0, 0, 4.068493150684931, 1.5616438356164384, 2.25, 0.8390804597701149]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[0, 0, 6.219895287958115, 1.5706806282722514, 1.5625, 4.5476190476190474]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.3714285714285714, 1.5357142857142858, 1.2612612612612613]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.576086956521739, 1.6304347826086956, 2.375, 4.0888888888888895]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[0, 0, 3.4615384615384612, 1.2307692307692308, 4.0, 1.5294117647058822]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 1, 3.8942307692307687, 1.2980769230769231, 2.8, 2.311111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.362804878048781, 1.3902439024390245, 4.190476190476191, 6.0740740740740735]","[0, 0, 3.02803738317757, 1.5140186915887852, 1.7, 1.2738095238095237]","[0, 0, 6.149466192170818, 1.5800711743772242, 3.6666666666666665, 4.929824561403509]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.772727272727273, 1.6818181818181819, 2.6, 2.2]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.016129032258064, 2.2741935483870965, 1.5454545454545454, 0.8985507246376813]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.49740932642487, 1.2046632124352332, 4.666666666666667, 6.771929824561403]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.7, 1.0125, 2.0, 1.0666666666666667]"
91,2018-07-24,20180724HTHH0,"[0, 0, 4.068493150684931, 1.5616438356164384, 2.25, 0.8390804597701149]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[0, 0, 6.219895287958115, 1.5706806282722514, 1.5625, 4.5476190476190474]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0857142857142854, 1.3714285714285714, 1.5357142857142858, 1.2612612612612613]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.576086956521739, 1.6304347826086956, 2.375, 4.0888888888888895]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[0, 0, 3.4615384615384612, 1.2307692307692308, 4.0, 1.5294117647058822]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 3.8942307692307687, 1.2980769230769231, 2.8, 2.311111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.644314868804665, 1.4169096209912537, 4.238095238095238, 6.017543859649122]","[0, 1, 3.0, 1.5555555555555556, 1.619047619047619, 1.2413793103448276]","[0, 0, 6.149466192170818, 1.5800711743772242, 3.6666666666666665, 4.929824561403509]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.772727272727273, 1.6818181818181819, 2.6, 2.2]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.871428571428572, 2.142857142857143, 1.5833333333333333, 0.9722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.49740932642487, 1.2046632124352332, 4.666666666666667, 6.771929824561403]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.7, 1.0125, 2.0, 1.0666666666666667]"
92,2018-07-25,20180725HTHH0,"[0, 0, 4.068493150684931, 1.5616438356164384, 2.25, 0.8390804597701149]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[0, 0, 6.219895287958115, 1.5706806282722514, 1.5625, 4.5476190476190474]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2097902097902096, 1.4055944055944056, 1.4333333333333333, 1.2543859649122806]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.576086956521739, 1.6304347826086956, 2.375, 4.0888888888888895]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[1, 0, 3.535714285714286, 1.2142857142857142, 4.0, 1.5555555555555556]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 1, 4.5, 1.3611111111111112, 2.727272727272727, 2.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.644314868804665, 1.4169096209912537, 4.238095238095238, 6.017543859649122]","[0, 0, 3.0, 1.5555555555555556, 1.619047619047619, 1.2413793103448276]","[0, 1, 6.084507042253521, 1.573943661971831, 3.6666666666666665, 4.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.772727272727273, 1.6818181818181819, 2.6, 2.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.871428571428572, 2.142857142857143, 1.5833333333333333, 0.9722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.49740932642487, 1.2046632124352332, 4.666666666666667, 6.771929824561403]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.7, 1.0125, 2.0, 1.0666666666666667]"
93,2018-07-26,20180726HTHH0,"[0, 1, 3.8076923076923075, 1.4615384615384615, 2.25, 0.8666666666666667]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[0, 0, 6.219895287958115, 1.5706806282722514, 1.5625, 4.5476190476190474]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2097902097902096, 1.4055944055944056, 1.4333333333333333, 1.2543859649122806]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.576086956521739, 1.6304347826086956, 2.375, 4.0888888888888895]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[0, 0, 3.535714285714286, 1.2142857142857142, 4.0, 1.5555555555555556]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.5, 1.3611111111111112, 2.727272727272727, 2.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.644314868804665, 1.4169096209912537, 4.238095238095238, 6.017543859649122]","[0, 0, 3.0, 1.5555555555555556, 1.619047619047619, 1.2413793103448276]","[0, 0, 6.084507042253521, 1.573943661971831, 3.6666666666666665, 4.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.772727272727273, 1.6818181818181819, 2.6, 2.2]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.506849315068493, 2.095890410958904, 1.6666666666666667, 0.9733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.49740932642487, 1.2046632124352332, 4.666666666666667, 6.771929824561403]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[1, 0, 2.903225806451613, 1.032258064516129, 2.3333333333333335, 1.1923076923076923]"
94,2018-07-27,20180727HTSS0,"[0, 1, 3.6666666666666665, 1.4814814814814814, 2.2222222222222223, 0.8709677419354839]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[1, 0, 5.898058252427184, 1.558252427184466, 1.5, 4.577777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.143835616438356, 1.4178082191780823, 1.5, 1.2478632478632479]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.576086956521739, 1.6304347826086956, 2.375, 4.0888888888888895]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[0, 0, 3.535714285714286, 1.2142857142857142, 4.0, 1.5555555555555556]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 1, 4.263157894736842, 1.3421052631578947, 3.0, 2.235294117647059]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.644314868804665, 1.4169096209912537, 4.238095238095238, 6.017543859649122]","[0, 1, 2.769230769230769, 1.5128205128205128, 1.5, 1.3]","[0, 0, 6.084507042253521, 1.573943661971831, 3.6666666666666665, 4.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.434782608695652, 1.608695652173913, 2.8, 2.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.506849315068493, 2.095890410958904, 1.6666666666666667, 0.9733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.49740932642487, 1.2046632124352332, 4.666666666666667, 6.771929824561403]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.903225806451613, 1.032258064516129, 2.3333333333333335, 1.1923076923076923]"
95,2018-07-28,20180728HTSS0,"[0, 0, 3.6666666666666665, 1.4814814814814814, 2.2222222222222223, 0.8709677419354839]","[0, 0, 3.176470588235294, 1.4117647058823528, 1.6666666666666667, 0.9444444444444445]","[0, 0, 7.043478260869565, 2.608695652173913, 1.0, 1.5333333333333334]","[0, 0, 5.898058252427184, 1.558252427184466, 1.5, 4.577777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.143835616438356, 1.4178082191780823, 1.5, 1.2478632478632479]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.576086956521739, 1.6304347826086956, 2.375, 4.0888888888888895]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.852459016393443, 1.9672131147540985, 1.0, 1.4523809523809523]","[0, 0, 3.535714285714286, 1.2142857142857142, 4.0, 1.5555555555555556]","[0, 0, 5.4, 0.942857142857143, 7.0, 1.2962962962962963]","[0, 0, 4.263157894736842, 1.3421052631578947, 3.0, 2.235294117647059]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.644314868804665, 1.4169096209912537, 4.238095238095238, 6.017543859649122]","[0, 0, 2.769230769230769, 1.5128205128205128, 1.5, 1.3]","[0, 0, 6.084507042253521, 1.573943661971831, 3.6666666666666665, 4.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 0.9523809523809524]","[0, 0, 9.0, 1.2, 3.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.434782608695652, 1.608695652173913, 2.8, 2.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.573170731707318, 1.975609756097561, 1.5, 1.0512820512820513]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.56857855361596, 1.2344139650872819, 3.8666666666666667, 6.683333333333333]","[0, 0, 5.625, 1.5, 0.7142857142857143, 4.0]","[0, 0, 2.903225806451613, 1.032258064516129, 2.3333333333333335, 1.1923076923076923]"
