,date,game_key,배민관,신정락,김지용,문광은,임찬규,이우찬,윤지웅,임정우,최성훈,소사,김태형,류제국,배재준,임지섭,김대현,고우석,손주영,김영준,윌슨,이강욱,성동현,이동현,차우찬,진해수,봉중근,정찬헌,최동환,전인환,여건욱
82,2018-07-04,20180704NCLG0,"[0, 0, 2.076923076923077, 1.3846153846153848, 2.5, 1.0833333333333333]","[0, 0, 6.967741935483871, 2.032258064516129, 2.875, 1.1481481481481481]","[0, 0, 4.805084745762712, 1.194915254237288, 4.375, 1.0350877192982457]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.468354430379747, 1.6582278481012658, 1.696969696969697, 4.9375]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.4473684210526314, 1.043859649122807, 6.333333333333333, 7.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.855421686746988, 1.572289156626506, 1.4782608695652173, 4.611111111111112]","[0, 0, 5.142857142857142, 1.3428571428571427, 1.6, 1.3461538461538463]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.0385852090032155, 1.147909967845659, 6.0588235294117645, 6.479166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.136363636363636, 1.2727272727272727, 2.4, 0.88]","[0, 0, 4.873646209386282, 1.3429602888086642, 2.3225806451612905, 6.155555555555555]","[0, 0, 7.043478260869565, 1.7826086956521738, 1.8888888888888888, 0.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6160714285714284, 1.3660714285714284, 2.25, 1.0090090090090091]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
83,2018-07-05,20180705NCLG0,"[0, 0, 2.076923076923077, 1.3846153846153848, 2.5, 1.0833333333333333]","[0, 1, 6.6461538461538465, 1.9384615384615385, 3.0, 1.1403508771929824]","[0, 1, 4.764705882352941, 1.184873949579832, 4.5, 1.017094017094017]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.468354430379747, 1.6582278481012658, 1.696969696969697, 4.9375]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[1, 0, 2.593220338983051, 1.0677966101694916, 6.5, 6.9411764705882355]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.855421686746988, 1.572289156626506, 1.4782608695652173, 4.611111111111112]","[0, 1, 5.60377358490566, 1.3867924528301885, 1.5, 1.308641975308642]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.0385852090032155, 1.147909967845659, 6.0588235294117645, 6.479166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 1.2727272727272727, 2.4, 0.88]","[0, 0, 4.873646209386282, 1.3429602888086642, 2.3225806451612905, 6.155555555555555]","[0, 1, 6.845070422535211, 1.7746478873239435, 2.0, 0.6960784313725491]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6160714285714284, 1.3660714285714284, 2.25, 1.0090090090090091]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
84,2018-07-06,20180706LGHT0,"[0, 1, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 6.6461538461538465, 1.9384615384615385, 3.0, 1.1403508771929824]","[0, 0, 4.764705882352941, 1.184873949579832, 4.5, 1.017094017094017]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.468354430379747, 1.6582278481012658, 1.696969696969697, 4.9375]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.593220338983051, 1.0677966101694916, 6.5, 6.9411764705882355]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.855421686746988, 1.572289156626506, 1.4782608695652173, 4.611111111111112]","[0, 1, 5.44954128440367, 1.403669724770642, 1.5625, 1.2976190476190477]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.0385852090032155, 1.147909967845659, 6.0588235294117645, 6.479166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.1666666666666667, 2.8, 0.9230769230769231]","[1, 0, 4.759322033898305, 1.352542372881356, 2.1666666666666665, 6.145833333333333]","[0, 0, 6.845070422535211, 1.7746478873239435, 2.0, 0.6960784313725491]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6160714285714284, 1.3660714285714284, 2.25, 1.0090090090090091]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
85,2018-07-07,20180707LGHT0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 6.6461538461538465, 1.9384615384615385, 3.0, 1.1403508771929824]","[0, 1, 5.175000000000001, 1.25, 4.111111111111111, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.468354430379747, 1.6582278481012658, 1.696969696969697, 4.9375]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.593220338983051, 1.0677966101694916, 6.5, 6.9411764705882355]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.628742514970059, 1.6526946107784433, 1.4782608695652173, 4.282051282051282]","[0, 0, 5.44954128440367, 1.403669724770642, 1.5625, 1.2976190476190477]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.0385852090032155, 1.147909967845659, 6.0588235294117645, 6.479166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.1666666666666667, 2.8, 0.9230769230769231]","[0, 0, 4.759322033898305, 1.352542372881356, 2.1666666666666665, 6.145833333333333]","[0, 1, 6.75, 1.75, 2.0, 0.6857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.991304347826087, 1.434782608695652, 2.1538461538461537, 1.0087719298245614]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
86,2018-07-08,20180708LGHT0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 6.6461538461538465, 1.9384615384615385, 3.0, 1.1403508771929824]","[0, 0, 5.175000000000001, 1.25, 4.111111111111111, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.468354430379747, 1.6582278481012658, 1.696969696969697, 4.9375]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.593220338983051, 1.0677966101694916, 6.5, 6.9411764705882355]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.628742514970059, 1.6526946107784433, 1.4782608695652173, 4.282051282051282]","[0, 1, 5.165217391304348, 1.382608695652174, 1.5294117647058822, 1.3218390804597702]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[1, 0, 3.1185410334346506, 1.1489361702127658, 6.235294117647059, 6.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.1666666666666667, 2.8, 0.9230769230769231]","[0, 0, 4.759322033898305, 1.352542372881356, 2.1666666666666665, 6.145833333333333]","[0, 0, 6.75, 1.75, 2.0, 0.6857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.991304347826087, 1.434782608695652, 2.1538461538461537, 1.0087719298245614]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9642857142857142, 1.2857142857142856, 1.0, 1.0370370370370372]"
87,2018-07-10,20180710SKLG0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 1, 6.352941176470588, 1.852941176470588, 3.0, 1.1333333333333333]","[0, 0, 5.175000000000001, 1.25, 4.111111111111111, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.468354430379747, 1.6582278481012658, 1.696969696969697, 4.9375]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.593220338983051, 1.0677966101694916, 6.5, 6.9411764705882355]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[1, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 6.628742514970059, 1.6526946107784433, 1.4782608695652173, 4.282051282051282]","[0, 0, 5.165217391304348, 1.382608695652174, 1.5294117647058822, 1.3218390804597702]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.1185410334346506, 1.1489361702127658, 6.235294117647059, 6.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.12, 1.24, 2.6666666666666665, 0.9259259259259259]","[0, 0, 4.759322033898305, 1.352542372881356, 2.1666666666666665, 6.145833333333333]","[0, 0, 6.75, 1.75, 2.0, 0.6857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.991304347826087, 1.434782608695652, 2.1538461538461537, 1.0087719298245614]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4838709677419355, 1.4516129032258063, 0.8, 1.0333333333333334]"
88,2018-07-11,20180711SKLG0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 6.352941176470588, 1.852941176470588, 3.0, 1.1333333333333333]","[0, 0, 5.175000000000001, 1.25, 4.111111111111111, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.468354430379747, 1.6582278481012658, 1.696969696969697, 4.9375]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[1, 0, 2.67828418230563, 1.093833780160858, 6.473684210526316, 6.907407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 6.628742514970059, 1.6526946107784433, 1.4782608695652173, 4.282051282051282]","[0, 0, 5.165217391304348, 1.382608695652174, 1.5294117647058822, 1.3218390804597702]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.1185410334346506, 1.1489361702127658, 6.235294117647059, 6.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.12, 1.24, 2.6666666666666665, 0.9259259259259259]","[0, 0, 4.759322033898305, 1.352542372881356, 2.1666666666666665, 6.145833333333333]","[0, 0, 6.75, 1.75, 2.0, 0.6857142857142857]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8249999999999997, 1.375, 2.3076923076923075, 1.0256410256410255]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4838709677419355, 1.4516129032258063, 0.8, 1.0333333333333334]"
89,2018-07-12,20180712SKLG0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 1, 6.12, 1.84, 3.25, 1.1904761904761905]","[0, 1, 5.48780487804878, 1.3414634146341464, 4.111111111111111, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.468354430379747, 1.6582278481012658, 1.696969696969697, 4.9375]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.67828418230563, 1.093833780160858, 6.473684210526316, 6.907407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 6.628742514970059, 1.6526946107784433, 1.4782608695652173, 4.282051282051282]","[0, 0, 5.165217391304348, 1.382608695652174, 1.5294117647058822, 1.3218390804597702]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.1185410334346506, 1.1489361702127658, 6.235294117647059, 6.450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.12, 1.24, 2.6666666666666665, 0.9259259259259259]","[1, 0, 5.364820846905538, 1.4462540716612378, 2.0, 6.019607843137255]","[0, 1, 6.835443037974684, 1.7088607594936709, 2.4444444444444446, 0.7314814814814814]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.731707317073171, 1.3414634146341464, 2.4615384615384617, 1.025]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4838709677419355, 1.4516129032258063, 0.8, 1.0333333333333334]"
90,2018-07-17,20180717LGWO0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 6.12, 1.84, 3.25, 1.1904761904761905]","[0, 1, 5.4, 1.344, 4.111111111111111, 0.992063492063492]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.468354430379747, 1.6582278481012658, 1.696969696969697, 4.9375]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.67828418230563, 1.093833780160858, 6.473684210526316, 6.907407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 6.628742514970059, 1.6526946107784433, 1.4782608695652173, 4.282051282051282]","[0, 1, 4.909090909090909, 1.3140495867768593, 1.588235294117647, 1.3444444444444446]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[1, 0, 3.008571428571429, 1.1485714285714286, 5.45, 6.481481481481482]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.12, 1.24, 2.6666666666666665, 0.9259259259259259]","[0, 0, 5.364820846905538, 1.4462540716612378, 2.0, 6.019607843137255]","[0, 1, 6.75, 1.7249999999999999, 2.2, 0.7207207207207208]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.731707317073171, 1.3414634146341464, 2.4615384615384617, 1.025]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4838709677419355, 1.4516129032258063, 0.8, 1.0333333333333334]"
91,2018-07-18,20180718LGWO0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 1, 5.810126582278481, 1.7468354430379747, 3.625, 1.196969696969697]","[0, 0, 5.4, 1.344, 4.111111111111111, 0.992063492063492]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.468354430379747, 1.6582278481012658, 1.696969696969697, 4.9375]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.67828418230563, 1.093833780160858, 6.473684210526316, 6.907407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 6.628742514970059, 1.6526946107784433, 1.4782608695652173, 4.282051282051282]","[0, 1, 4.714285714285714, 1.2857142857142858, 1.6470588235294117, 1.3548387096774193]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.008571428571429, 1.1485714285714286, 5.45, 6.481481481481482]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.666666666666666, 1.2222222222222223, 3.0, 0.9642857142857143]","[1, 0, 5.666666666666666, 1.4722222222222223, 1.8837209302325582, 6.0]","[0, 1, 6.666666666666666, 1.7037037037037037, 2.2, 0.7105263157894737]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.642857142857143, 1.3095238095238095, 2.6153846153846154, 1.024390243902439]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4838709677419355, 1.4516129032258063, 0.8, 1.0333333333333334]"
92,2018-07-19,20180719LGWO0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 5.810126582278481, 1.7468354430379747, 3.625, 1.196969696969697]","[0, 1, 5.484375, 1.3359375, 4.222222222222222, 0.9922480620155039]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.337209302325581, 1.6046511627906976, 1.6857142857142857, 5.0588235294117645]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.67828418230563, 1.093833780160858, 6.473684210526316, 6.907407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 6.628742514970059, 1.6526946107784433, 1.4782608695652173, 4.282051282051282]","[0, 0, 4.714285714285714, 1.2857142857142858, 1.6470588235294117, 1.3548387096774193]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.008571428571429, 1.1485714285714286, 5.45, 6.481481481481482]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.666666666666666, 1.2222222222222223, 3.0, 0.9642857142857143]","[0, 0, 5.666666666666666, 1.4722222222222223, 1.8837209302325582, 6.0]","[0, 0, 6.666666666666666, 1.7037037037037037, 2.2, 0.7105263157894737]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.642857142857143, 1.3095238095238095, 2.6153846153846154, 1.024390243902439]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4838709677419355, 1.4516129032258063, 0.8, 1.0333333333333334]"
93,2018-07-20,20180720OBLG0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 1, 5.4, 1.6235294117647059, 3.75, 1.2318840579710144]","[0, 1, 5.2388059701492535, 1.2761194029850746, 4.444444444444445, 1.0151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.337209302325581, 1.6046511627906976, 1.6857142857142857, 5.0588235294117645]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[1, 0, 2.584382871536524, 1.0730478589420653, 6.55, 6.964912280701755]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 6.628742514970059, 1.6526946107784433, 1.4782608695652173, 4.282051282051282]","[0, 1, 4.640625, 1.2890625, 1.7058823529411764, 1.3333333333333333]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.008571428571429, 1.1485714285714286, 5.45, 6.481481481481482]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.666666666666666, 1.2222222222222223, 3.0, 0.9642857142857143]","[0, 0, 5.666666666666666, 1.4722222222222223, 1.8837209302325582, 6.0]","[0, 1, 6.666666666666666, 1.7407407407407407, 2.2, 0.6923076923076923]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7384615384615385, 1.3153846153846154, 2.6923076923076925, 1.0317460317460319]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4838709677419355, 1.4516129032258063, 0.8, 1.0333333333333334]"
94,2018-07-21,20180721OBLG0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 1, 5.34065934065934, 1.6153846153846154, 4.0, 1.2638888888888888]","[0, 1, 5.124087591240876, 1.2919708029197081, 4.666666666666667, 1.0148148148148148]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.337209302325581, 1.6046511627906976, 1.6857142857142857, 5.0588235294117645]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.584382871536524, 1.0730478589420653, 6.55, 6.964912280701755]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[1, 0, 7.089385474860335, 1.692737430167598, 1.565217391304348, 4.261904761904762]","[0, 0, 4.640625, 1.2890625, 1.7058823529411764, 1.3333333333333333]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.008571428571429, 1.1485714285714286, 5.45, 6.481481481481482]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.464285714285714, 1.1785714285714286, 3.1666666666666665, 0.9655172413793104]","[0, 0, 5.666666666666666, 1.4722222222222223, 1.8837209302325582, 6.0]","[0, 1, 6.585365853658536, 1.7926829268292683, 2.3, 0.6833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7384615384615385, 1.3153846153846154, 2.6923076923076925, 1.0317460317460319]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.378378378378379, 1.4594594594594594, 0.8333333333333334, 1.1212121212121213]"
95,2018-07-22,20180722OBLG0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 5.34065934065934, 1.6153846153846154, 4.0, 1.2638888888888888]","[0, 0, 5.124087591240876, 1.2919708029197081, 4.666666666666667, 1.0148148148148148]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.337209302325581, 1.6046511627906976, 1.6857142857142857, 5.0588235294117645]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.584382871536524, 1.0730478589420653, 6.55, 6.964912280701755]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.089385474860335, 1.692737430167598, 1.565217391304348, 4.261904761904762]","[0, 1, 4.634328358208955, 1.2761194029850746, 1.7647058823529411, 1.3535353535353534]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[1, 0, 3.0081521739130435, 1.1820652173913042, 4.625, 6.4561403508771935]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.464285714285714, 1.1785714285714286, 3.1666666666666665, 0.9655172413793104]","[0, 0, 5.666666666666666, 1.4722222222222223, 1.8837209302325582, 6.0]","[0, 0, 6.585365853658536, 1.7926829268292683, 2.3, 0.6833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7384615384615385, 1.3153846153846154, 2.6923076923076925, 1.0317460317460319]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.5714285714285714, 1.1428571428571428, 1.1666666666666667]"
