,date,game_key,배민관,신정락,김지용,문광은,임찬규,이우찬,윤지웅,임정우,최성훈,소사,김태형,류제국,배재준,임지섭,김대현,고우석,손주영,김영준,윌슨,이강욱,성동현,이동현,차우찬,진해수,봉중근,정찬헌,최동환,전인환,여건욱
96,2018-07-24,20180724SSLG0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 5.34065934065934, 1.6153846153846154, 4.0, 1.2638888888888888]","[0, 0, 5.124087591240876, 1.2919708029197081, 4.666666666666667, 1.0148148148148148]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.337209302325581, 1.6046511627906976, 1.6857142857142857, 5.0588235294117645]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.584382871536524, 1.0730478589420653, 6.55, 6.964912280701755]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.089385474860335, 1.692737430167598, 1.565217391304348, 4.261904761904762]","[0, 0, 4.634328358208955, 1.2761194029850746, 1.7647058823529411, 1.3535353535353534]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.0081521739130435, 1.1820652173913042, 4.625, 6.4561403508771935]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[1, 0, 5.946428571428571, 1.5178571428571428, 1.8297872340425532, 5.894736842105263]","[0, 0, 6.585365853658536, 1.7926829268292683, 2.3, 0.6833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7384615384615385, 1.3153846153846154, 2.6923076923076925, 1.0317460317460319]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.295454545454545, 1.5681818181818183, 1.4285714285714286, 1.1282051282051282]"
97,2018-07-25,20180725SSLG0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 5.34065934065934, 1.6153846153846154, 4.0, 1.2638888888888888]","[0, 1, 5.438848920863309, 1.316546762589928, 4.666666666666667, 1.0072463768115942]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.225806451612903, 1.5483870967741935, 1.9142857142857144, 5.166666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.584382871536524, 1.0730478589420653, 6.55, 6.964912280701755]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.089385474860335, 1.692737430167598, 1.565217391304348, 4.261904761904762]","[0, 1, 5.282608695652174, 1.3695652173913044, 1.631578947368421, 1.3529411764705883]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.0081521739130435, 1.1820652173913042, 4.625, 6.4561403508771935]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[0, 0, 5.946428571428571, 1.5178571428571428, 1.8297872340425532, 5.894736842105263]","[0, 1, 7.902439024390244, 1.902439024390244, 2.3, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7384615384615385, 1.3153846153846154, 2.6923076923076925, 1.0317460317460319]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.295454545454545, 1.5681818181818183, 1.4285714285714286, 1.1282051282051282]"
98,2018-07-26,20180726SSLG0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 1, 5.934065934065934, 1.6813186813186813, 4.0, 1.2133333333333334]","[0, 0, 5.438848920863309, 1.316546762589928, 4.666666666666667, 1.0072463768115942]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.5483870967741935, 1.9142857142857144, 5.166666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[1, 0, 2.6674698795180722, 1.106024096385542, 6.333333333333333, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.089385474860335, 1.692737430167598, 1.565217391304348, 4.261904761904762]","[0, 0, 5.282608695652174, 1.3695652173913044, 1.631578947368421, 1.3529411764705883]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.0081521739130435, 1.1820652173913042, 4.625, 6.4561403508771935]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[0, 0, 5.946428571428571, 1.5178571428571428, 1.8297872340425532, 5.894736842105263]","[0, 0, 7.902439024390244, 1.902439024390244, 2.3, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.2954545454545454, 2.769230769230769, 1.0232558139534884]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.295454545454545, 1.5681818181818183, 1.4285714285714286, 1.1282051282051282]"
99,2018-07-27,20180727LGKT0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 5.934065934065934, 1.6813186813186813, 4.0, 1.2133333333333334]","[0, 0, 5.438848920863309, 1.316546762589928, 4.666666666666667, 1.0072463768115942]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.5483870967741935, 1.9142857142857144, 5.166666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.6674698795180722, 1.106024096385542, 6.333333333333333, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.6666666666666667, 0.75, 1.5]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[1, 0, 6.715736040609137, 1.6903553299492384, 1.625, 4.377777777777778]","[0, 0, 5.282608695652174, 1.3695652173913044, 1.631578947368421, 1.3529411764705883]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 3.0081521739130435, 1.1820652173913042, 4.625, 6.4561403508771935]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[0, 0, 5.946428571428571, 1.5178571428571428, 1.8297872340425532, 5.894736842105263]","[0, 0, 7.902439024390244, 1.902439024390244, 2.3, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.2954545454545454, 2.769230769230769, 1.0232558139534884]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 1, 0, 0, 0, 0]","[0, 0, 4.295454545454545, 1.5681818181818183, 1.4285714285714286, 1.1282051282051282]"
100,2018-07-28,20180728LGKT0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 1, 5.625, 1.59375, 4.125, 1.2307692307692308]","[0, 1, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.5483870967741935, 1.9142857142857144, 5.166666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 6.0, 2.0, 0.5, 0.75]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.6674698795180722, 1.106024096385542, 6.333333333333333, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.6666666666666667, 0.75, 1.5]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 6.715736040609137, 1.6903553299492384, 1.625, 4.377777777777778]","[0, 1, 5.133802816901408, 1.3309859154929577, 1.736842105263158, 1.3523809523809525]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[1, 0, 2.845758354755784, 1.1491002570694089, 5.0, 6.4833333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[0, 0, 5.946428571428571, 1.5178571428571428, 1.8297872340425532, 5.894736842105263]","[0, 1, 7.7142857142857135, 1.8571428571428572, 2.4, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.2954545454545454, 2.769230769230769, 1.0232558139534884]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.295454545454545, 1.5681818181818183, 1.4285714285714286, 1.1282051282051282]"
101,2018-07-29,20180729LGKT0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 1, 5.56701030927835, 1.6082474226804122, 3.7777777777777777, 1.1975308641975309]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.5483870967741935, 1.9142857142857144, 5.166666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 1, 5.4, 2.4, 1.0, 0.6666666666666667]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.6674698795180722, 1.106024096385542, 6.333333333333333, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.6, 1.0, 1.6666666666666667]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 6.715736040609137, 1.6903553299492384, 1.625, 4.377777777777778]","[0, 1, 5.363013698630136, 1.3767123287671235, 1.6666666666666667, 1.3518518518518519]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 2.845758354755784, 1.1491002570694089, 5.0, 6.4833333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[0, 0, 5.946428571428571, 1.5178571428571428, 1.8297872340425532, 5.894736842105263]","[0, 1, 7.758620689655172, 1.8275862068965518, 2.5, 0.6744186046511628]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6541353383458643, 1.2857142857142856, 2.769230769230769, 1.0075757575757576]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.5660377358490565, 1.4150943396226414, 1.8571428571428572, 1.261904761904762]"
102,2018-07-31,20180731LGOB0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 1, 5.242718446601942, 1.5436893203883495, 3.9, 1.2261904761904763]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.983221476510067, 1.5201342281879195, 2.0285714285714285, 5.228070175438596]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 1, 4.909090909090909, 2.4545454545454546, 0.6666666666666666, 0.611111111111111]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.6674698795180722, 1.106024096385542, 6.333333333333333, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 1.2, 1.75, 1.6666666666666667]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 6.715736040609137, 1.6903553299492384, 1.625, 4.377777777777778]","[0, 0, 5.363013698630136, 1.3767123287671235, 1.6666666666666667, 1.3518518518518519]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 2.845758354755784, 1.1491002570694089, 5.0, 6.4833333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[0, 0, 5.946428571428571, 1.5178571428571428, 1.8297872340425532, 5.894736842105263]","[0, 0, 7.758620689655172, 1.8275862068965518, 2.5, 0.6744186046511628]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6541353383458643, 1.2857142857142856, 2.769230769230769, 1.0075757575757576]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 1, 0.0, 1.5, 1.0, 2.0]","[0, 0, 3.5660377358490565, 1.4150943396226414, 1.8571428571428572, 1.261904761904762]"
103,2018-08-01,20180801LGOB0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 5.242718446601942, 1.5436893203883495, 3.9, 1.2261904761904763]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 1, 0, 0, 0, 0]","[0, 0, 4.983221476510067, 1.5201342281879195, 2.0285714285714285, 5.228070175438596]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 1, 4.5, 2.25, 0.6666666666666666, 0.5714285714285714]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[1, 0, 2.7866972477064222, 1.135321100917431, 6.761904761904762, 6.920634920634921]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.2, 1.75, 1.6666666666666667]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 6.715736040609137, 1.6903553299492384, 1.625, 4.377777777777778]","[0, 1, 5.472972972972974, 1.4189189189189189, 1.5909090909090908, 1.3333333333333335]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 2.845758354755784, 1.1491002570694089, 5.0, 6.4833333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[0, 0, 5.946428571428571, 1.5178571428571428, 1.8297872340425532, 5.894736842105263]","[0, 1, 7.670454545454546, 1.8068181818181819, 2.6, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6541353383458643, 1.2857142857142856, 2.769230769230769, 1.0075757575757576]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 3.5660377358490565, 1.4150943396226414, 1.8571428571428572, 1.261904761904762]"
104,2018-08-02,20180802LGOB0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 5.242718446601942, 1.5436893203883495, 3.9, 1.2261904761904763]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.983221476510067, 1.5201342281879195, 2.0285714285714285, 5.228070175438596]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 4.5, 2.25, 0.6666666666666666, 0.5714285714285714]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.7866972477064222, 1.135321100917431, 6.761904761904762, 6.920634920634921]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.2, 1.75, 1.6666666666666667]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[1, 0, 7.363636363636363, 1.7224880382775118, 1.5555555555555556, 4.354166666666667]","[0, 1, 5.4, 1.44, 1.565217391304348, 1.3157894736842106]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 2.845758354755784, 1.1491002570694089, 5.0, 6.4833333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[0, 0, 5.946428571428571, 1.5178571428571428, 1.8297872340425532, 5.894736842105263]","[0, 0, 7.670454545454546, 1.8068181818181819, 2.6, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.573529411764706, 1.3014705882352942, 2.8461538461538463, 1.0074074074074075]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 1, 4.354838709677419, 1.4516129032258063, 1.875, 1.3777777777777778]"
105,2018-08-04,20180804SKLG0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 0, 5.242718446601942, 1.5436893203883495, 3.9, 1.2261904761904763]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 1, 36.0, 5.0, 0.0, 1.0]","[0, 0, 4.983221476510067, 1.5201342281879195, 2.0285714285714285, 5.228070175438596]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 1, 3.6, 1.8, 0.6666666666666666, 0.625]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.7866972477064222, 1.135321100917431, 6.761904761904762, 6.920634920634921]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.3636363636363638, 2.0, 1.4666666666666666]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.363636363636363, 1.7224880382775118, 1.5555555555555556, 4.354166666666667]","[0, 0, 5.4, 1.44, 1.565217391304348, 1.3157894736842106]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 2.845758354755784, 1.1491002570694089, 5.0, 6.4833333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[1, 0, 6.171428571428571, 1.5428571428571427, 1.6981132075471699, 5.833333333333334]","[0, 0, 7.670454545454546, 1.8068181818181819, 2.6, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.573529411764706, 1.3014705882352942, 2.8461538461538463, 1.0074074074074075]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.354838709677419, 1.4516129032258063, 1.875, 1.3777777777777778]"
106,2018-08-05,20180805SKLG0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 1, 5.711538461538462, 1.5865384615384617, 3.9, 1.1954022988505746]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 36.0, 5.0, 0.0, 1.0]","[1, 0, 5.003194888178913, 1.5335463258785944, 1.9736842105263157, 5.216666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.6, 1.8, 0.6666666666666666, 0.625]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 2.7866972477064222, 1.135321100917431, 6.761904761904762, 6.920634920634921]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.2857142857142856, 1.8333333333333333, 1.5555555555555556]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.363636363636363, 1.7224880382775118, 1.5555555555555556, 4.354166666666667]","[0, 1, 5.294117647058823, 1.411764705882353, 1.565217391304348, 1.3076923076923077]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 2.845758354755784, 1.1491002570694089, 5.0, 6.4833333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[0, 0, 6.171428571428571, 1.5428571428571427, 1.6981132075471699, 5.833333333333334]","[0, 1, 7.584269662921349, 1.8202247191011236, 2.6, 0.6592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4964028776978417, 1.2733812949640286, 2.923076923076923, 1.0072463768115942]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.354838709677419, 1.4516129032258063, 1.875, 1.3777777777777778]"
107,2018-08-07,20180807LGLT0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 1, 5.5514018691588785, 1.5420560747663552, 3.9, 1.1888888888888889]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 0, 36.0, 5.0, 0.0, 1.0]","[0, 0, 5.003194888178913, 1.5335463258785944, 1.9736842105263157, 5.216666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.6, 1.8, 0.6666666666666666, 0.625]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[1, 0, 3.0532150776053215, 1.1773835920177382, 6.3478260869565215, 6.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.2857142857142856, 1.8333333333333333, 1.5555555555555556]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[0, 0, 7.363636363636363, 1.7224880382775118, 1.5555555555555556, 4.354166666666667]","[0, 1, 5.2974683544303796, 1.4430379746835444, 1.5, 1.3166666666666667]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 2.845758354755784, 1.1491002570694089, 5.0, 6.4833333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[0, 0, 6.171428571428571, 1.5428571428571427, 1.6981132075471699, 5.833333333333334]","[0, 1, 7.258064516129032, 1.7419354838709677, 2.6, 0.6739130434782609]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4964028776978417, 1.2733812949640286, 2.923076923076923, 1.0072463768115942]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.354838709677419, 1.4516129032258063, 1.875, 1.3777777777777778]"
108,2018-08-08,20180808LGLT0,"[0, 0, 1.9285714285714284, 1.7142857142857142, 2.0, 0.9333333333333333]","[0, 1, 5.44954128440367, 1.5412844036697246, 3.9, 1.1720430107526882]","[0, 0, 5.361702127659575, 1.297872340425532, 4.666666666666667, 1.0]","[0, 1, 15.0, 2.6666666666666665, 2.0, 1.5]","[0, 0, 5.003194888178913, 1.5335463258785944, 1.9736842105263157, 5.216666666666667]","[0, 0, 40.5, 6.0, 0.0, 0.3333333333333333]","[0, 0, 3.6, 1.8, 0.6666666666666666, 0.625]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 2.8125, 1.5, 1.4444444444444444, 0.6956521739130435]","[0, 0, 3.0532150776053215, 1.1773835920177382, 6.3478260869565215, 6.833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.2857142857142856, 1.8333333333333333, 1.5555555555555556]","[0, 0, 27.0, 3.5, 0.5, 2.0]","[1, 0, 7.4732142857142865, 1.7678571428571428, 1.40625, 4.392156862745098]","[0, 0, 5.2974683544303796, 1.4430379746835444, 1.5, 1.3166666666666667]","[0, 0, 2.892857142857143, 1.8214285714285714, 0.7777777777777778, 4.666666666666667]","[0, 0, 2.4545454545454546, 1.5, 1.0, 1.222222222222222]","[0, 0, 2.845758354755784, 1.1491002570694089, 5.0, 6.4833333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.593023255813954, 1.2906976744186045, 3.3333333333333335, 0.9555555555555556]","[0, 0, 6.171428571428571, 1.5428571428571427, 1.6981132075471699, 5.833333333333334]","[0, 1, 7.031250000000001, 1.6875, 2.7, 0.6808510638297872]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.242857142857143, 1.35, 2.923076923076923, 0.9929078014184397]","[0, 0, 5.4, 1.2000000000000002, 2.6, 1.222222222222222]","[0, 0, 0.0, 1.5, 1.0, 2.0]","[0, 0, 4.354838709677419, 1.4516129032258063, 1.875, 1.3777777777777778]"
