,date,game_key,박시영,이정담,김원중,정태승,홍성민,박진형,구승민,박세웅,양형진,이인복,최영환,조무근,차재용,레일리,임지유,윤성빈,듀브론트,이승헌,정성종,김도규,김동우,고효준,이명우,이정민,윤길현,노경은,손승락,조정훈,김건국,배장호,장시환,송승준,김대우,오현택,진명호
52,2018-05-31,20180531LGLT0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.75, 1.842857142857143, 1.9642857142857142, 4.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 4.354838709677419, 1.4032258064516128, 1.6363636363636365, 1.2916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.682080924855491, 1.4739884393063585, 2.6666666666666665, 5.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.4871794871794872, 1.8695652173913044, 4.875]","[0, 0, 4.863354037267081, 1.5838509316770186, 1.4482758620689655, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 1, 6.051724137931035, 1.1896551724137931, 1.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.0714285714285714, 2.4, 0.9333333333333333]","[0, 0, 3.375, 1.2692307692307694, 2.7777777777777777, 3.8518518518518516]","[0, 1, 4.189655172413794, 1.2413793103448276, 4.4, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 0, 6.428571428571428, 1.7142857142857142, 1.4444444444444444, 1.0769230769230769]","[0, 0, 5.4, 1.7, 2.2, 5.0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.486842105263158, 0.9078947368421053, 9.666666666666666, 1.0555555555555556]","[0, 1, 0.9529411764705882, 1.4470588235294117, 2.0, 1.0493827160493827]"
53,2018-06-01,20180601HHLT0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.842857142857143, 1.9642857142857142, 4.666666666666666]","[0, 1, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 4.153846153846154, 1.3384615384615384, 1.7272727272727273, 1.2745098039215688]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.682080924855491, 1.4739884393063585, 2.6666666666666665, 5.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.4871794871794872, 1.8695652173913044, 4.875]","[0, 0, 4.863354037267081, 1.5838509316770186, 1.4482758620689655, 5.366666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 6.051724137931035, 1.1896551724137931, 1.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.0714285714285714, 2.4, 0.9333333333333333]","[0, 0, 3.375, 1.2692307692307694, 2.7777777777777777, 3.8518518518518516]","[0, 0, 4.189655172413794, 1.2413793103448276, 4.4, 0.9666666666666666]","[0, 1, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 0, 6.428571428571428, 1.7142857142857142, 1.4444444444444444, 1.0769230769230769]","[1, 0, 4.764705882352941, 1.5, 2.2, 3.777777777777778]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.392405063291139, 0.9113924050632912, 7.5, 1.0533333333333332]","[0, 1, 0.9204545454545454, 1.4318181818181819, 1.894736842105263, 1.0476190476190477]"
54,2018-06-02,20180602HHLT0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.842857142857143, 1.9642857142857142, 4.666666666666666]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 4.153846153846154, 1.3384615384615384, 1.7272727272727273, 1.2745098039215688]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.682080924855491, 1.4739884393063585, 2.6666666666666665, 5.766666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.4871794871794872, 1.8695652173913044, 4.875]","[1, 0, 4.895604395604395, 1.5494505494505495, 1.59375, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 6.051724137931035, 1.1896551724137931, 1.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 1.0588235294117647, 2.8, 1.0303030303030303]","[0, 0, 3.375, 1.2692307692307694, 2.7777777777777777, 3.8518518518518516]","[0, 0, 4.189655172413794, 1.2413793103448276, 4.4, 0.9666666666666666]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 0, 6.428571428571428, 1.7142857142857142, 1.4444444444444444, 1.0769230769230769]","[0, 0, 4.764705882352941, 1.5, 2.2, 3.777777777777778]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.392405063291139, 0.9113924050632912, 7.5, 1.0533333333333332]","[0, 0, 0.9204545454545454, 1.4318181818181819, 1.894736842105263, 1.0476190476190477]"
55,2018-06-03,20180603HHLT0,"[0, 0, 11.571428571428571, 2.0, 2.0, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.842857142857143, 1.9642857142857142, 4.666666666666666]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 4.153846153846154, 1.3384615384615384, 1.7272727272727273, 1.2745098039215688]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.476683937823834, 1.4455958549222798, 2.8181818181818183, 5.848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.4871794871794872, 1.8695652173913044, 4.875]","[0, 0, 4.895604395604395, 1.5494505494505495, 1.59375, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 6.051724137931035, 1.1896551724137931, 1.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 1.0588235294117647, 2.8, 1.0303030303030303]","[0, 0, 3.375, 1.2692307692307694, 2.7777777777777777, 3.8518518518518516]","[0, 0, 4.189655172413794, 1.2413793103448276, 4.4, 0.9666666666666666]","[0, 0, 10, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 1, 6.0, 1.6666666666666667, 1.6666666666666667, 1.0714285714285714]","[0, 0, 4.764705882352941, 1.5, 2.2, 3.777777777777778]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.7, 0.9375, 7.75, 1.0256410256410258]","[0, 0, 0.9204545454545454, 1.4318181818181819, 1.894736842105263, 1.0476190476190477]"
56,2018-06-05,20180605LTNC0,"[0, 1, 10.96875, 2.25, 1.1666666666666667, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.842857142857143, 1.9642857142857142, 4.666666666666666]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.9705882352941178, 1.3676470588235294, 1.6666666666666667, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.476683937823834, 1.4455958549222798, 2.8181818181818183, 5.848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.4871794871794872, 1.8695652173913044, 4.875]","[0, 0, 4.895604395604395, 1.5494505494505495, 1.59375, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 6.051724137931035, 1.1896551724137931, 1.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 1.0588235294117647, 2.8, 1.0303030303030303]","[1, 0, 4.426229508196721, 1.4016393442622952, 2.5454545454545454, 4.066666666666666]","[0, 0, 4.189655172413794, 1.2413793103448276, 4.4, 0.9666666666666666]","[0, 1, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 0, 6.0, 1.6666666666666667, 1.6666666666666667, 1.0714285714285714]","[0, 0, 4.764705882352941, 1.5, 2.2, 3.777777777777778]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.7, 0.9375, 7.75, 1.0256410256410258]","[0, 0, 0.9204545454545454, 1.4318181818181819, 1.894736842105263, 1.0476190476190477]"
57,2018-06-06,20180606LTNC0,"[0, 1, 10.96875, 2.34375, 1.0, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.248322147651007, 1.912751677852349, 1.8125, 4.515151515151515]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.9705882352941178, 1.3676470588235294, 1.6666666666666667, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.476683937823834, 1.4455958549222798, 2.8181818181818183, 5.848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.225806451612903, 1.5483870967741935, 1.9166666666666667, 4.592592592592593]","[0, 0, 4.895604395604395, 1.5494505494505495, 1.59375, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 6.051724137931035, 1.1896551724137931, 1.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6486486486486487, 1.2162162162162162, 3.0, 1.027777777777778]","[0, 0, 4.426229508196721, 1.4016393442622952, 2.5454545454545454, 4.066666666666666]","[0, 0, 4.189655172413794, 1.2413793103448276, 4.4, 0.9666666666666666]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 1, 5.625, 1.625, 1.8888888888888888, 1.0666666666666667]","[0, 0, 4.764705882352941, 1.5, 2.2, 3.777777777777778]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.7, 0.9375, 7.75, 1.0256410256410258]","[0, 1, 1.7802197802197803, 1.5164835164835166, 1.7727272727272727, 1.0459770114942528]"
58,2018-06-07,20180607LTNC0,"[0, 0, 10.96875, 2.34375, 1.0, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.248322147651007, 1.912751677852349, 1.8125, 4.515151515151515]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.698630136986301, 1.315068493150685, 1.8333333333333333, 1.280701754385965]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.476683937823834, 1.4455958549222798, 2.8181818181818183, 5.848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.5483870967741935, 1.9166666666666667, 4.592592592592593]","[0, 0, 4.895604395604395, 1.5494505494505495, 1.59375, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 6.051724137931035, 1.1896551724137931, 1.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6486486486486487, 1.2162162162162162, 3.0, 1.027777777777778]","[0, 0, 4.426229508196721, 1.4016393442622952, 2.5454545454545454, 4.066666666666666]","[0, 0, 4.189655172413794, 1.2413793103448276, 4.4, 0.9666666666666666]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 0, 5.625, 1.625, 1.8888888888888888, 1.0666666666666667]","[1, 0, 4.764705882352941, 1.588235294117647, 2.5714285714285716, 4.25]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.7, 0.9375, 7.75, 1.0256410256410258]","[0, 1, 1.7419354838709677, 1.4838709677419355, 1.8636363636363635, 1.0333333333333334]"
59,2018-06-08,20180608HTLT0,"[0, 0, 10.96875, 2.34375, 1.0, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.248322147651007, 1.912751677852349, 1.8125, 4.515151515151515]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.417721518987342, 1.2531645569620253, 1.9166666666666667, 1.3166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.476683937823834, 1.4455958549222798, 2.8181818181818183, 5.848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.6320000000000001, 1.7407407407407407, 4.166666666666666]","[1, 0, 4.587378640776699, 1.4854368932038835, 1.7878787878787878, 5.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 6.051724137931035, 1.1896551724137931, 1.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6486486486486487, 1.2162162162162162, 3.0, 1.027777777777778]","[0, 0, 4.426229508196721, 1.4016393442622952, 2.5454545454545454, 4.066666666666666]","[0, 0, 4.189655172413794, 1.2413793103448276, 4.4, 0.9666666666666666]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 1, 5.294117647058823, 1.5294117647058822, 2.111111111111111, 1.0625]","[0, 0, 4.764705882352941, 1.588235294117647, 2.5714285714285716, 4.25]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.602409638554217, 0.9397590361445782, 7.75, 1.0246913580246915]","[0, 0, 1.7419354838709677, 1.4838709677419355, 1.8636363636363635, 1.0333333333333334]"
60,2018-06-09,20180609HTLT0,"[0, 0, 10.96875, 2.34375, 1.0, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.248322147651007, 1.912751677852349, 1.8125, 4.515151515151515]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.417721518987342, 1.2531645569620253, 1.9166666666666667, 1.3166666666666667]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.476683937823834, 1.4455958549222798, 2.8181818181818183, 5.848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6320000000000001, 1.7407407407407407, 4.166666666666666]","[0, 0, 4.587378640776699, 1.4854368932038835, 1.7878787878787878, 5.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 6.051724137931035, 1.1896551724137931, 1.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.2, 3.0, 1.0256410256410258]","[0, 0, 4.426229508196721, 1.4016393442622952, 2.5454545454545454, 4.066666666666666]","[0, 0, 4.189655172413794, 1.2413793103448276, 4.4, 0.9666666666666666]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 1, 5.8235294117647065, 1.588235294117647, 2.111111111111111, 1.0]","[0, 0, 4.764705882352941, 1.588235294117647, 2.5714285714285716, 4.25]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.602409638554217, 0.9397590361445782, 7.75, 1.0246913580246915]","[0, 0, 1.7419354838709677, 1.4838709677419355, 1.8636363636363635, 1.0333333333333334]"
61,2018-06-12,20180612SSLT0,"[0, 0, 10.96875, 2.34375, 1.0, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.248322147651007, 1.912751677852349, 1.8125, 4.515151515151515]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.292682926829268, 1.2439024390243902, 1.7692307692307692, 1.3015873015873016]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.476683937823834, 1.4455958549222798, 2.8181818181818183, 5.848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6320000000000001, 1.7407407407407407, 4.166666666666666]","[0, 0, 4.587378640776699, 1.4854368932038835, 1.7878787878787878, 5.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 6.051724137931035, 1.1896551724137931, 1.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.2, 3.0, 1.0256410256410258]","[1, 0, 3.965034965034965, 1.2797202797202798, 2.6666666666666665, 4.333333333333333]","[0, 0, 4.189655172413794, 1.2413793103448276, 4.4, 0.9666666666666666]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 1, 4.949999999999999, 1.5, 2.3, 1.1111111111111112]","[0, 0, 4.764705882352941, 1.588235294117647, 2.5714285714285716, 4.25]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 2.602409638554217, 0.9397590361445782, 7.75, 1.0246913580246915]","[0, 0, 1.7419354838709677, 1.4838709677419355, 1.8636363636363635, 1.0333333333333334]"
62,2018-06-13,20180613SSLT0,"[0, 0, 10.96875, 2.34375, 1.0, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.914634146341464, 1.902439024390244, 1.7222222222222223, 4.555555555555555]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.292682926829268, 1.2439024390243902, 1.7692307692307692, 1.3015873015873016]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.476683937823834, 1.4455958549222798, 2.8181818181818183, 5.848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6320000000000001, 1.7407407407407407, 4.166666666666666]","[0, 0, 4.587378640776699, 1.4854368932038835, 1.7878787878787878, 5.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 6.051724137931035, 1.1896551724137931, 1.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.3695652173913042, 2.8333333333333335, 1.0952380952380953]","[0, 0, 3.965034965034965, 1.2797202797202798, 2.6666666666666665, 4.333333333333333]","[0, 1, 5.754098360655737, 1.4754098360655739, 3.8333333333333335, 0.9682539682539681]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 1, 4.714285714285714, 1.4761904761904763, 2.4, 1.105263157894737]","[0, 0, 4.764705882352941, 1.588235294117647, 2.5714285714285716, 4.25]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.892857142857143, 0.9642857142857143, 7.75, 1.0]","[0, 1, 2.204081632653061, 1.5612244897959184, 1.72, 1.053763440860215]"
63,2018-06-14,20180614SSLT0,"[0, 0, 10.96875, 2.34375, 1.0, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.914634146341464, 1.902439024390244, 1.7222222222222223, 4.555555555555555]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.4137931034482762, 1.2758620689655173, 1.7857142857142858, 1.3181818181818181]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.476683937823834, 1.4455958549222798, 2.8181818181818183, 5.848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6320000000000001, 1.7407407407407407, 4.166666666666666]","[1, 0, 4.244541484716158, 1.4541484716157207, 1.8235294117647058, 5.871794871794871]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 2.8, 0.5555555555555556, 0.8333333333333334]","[0, 0, 6.051724137931035, 1.1896551724137931, 1.8, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.3695652173913042, 2.8333333333333335, 1.0952380952380953]","[0, 0, 3.965034965034965, 1.2797202797202798, 2.6666666666666665, 4.333333333333333]","[0, 0, 5.754098360655737, 1.4754098360655739, 3.8333333333333335, 0.9682539682539681]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5599999999999998, 1.125, 0.8333333333333334]","[0, 1, 4.5, 1.4545454545454546, 2.6, 1.1]","[0, 1, 5.0625, 1.59375, 2.625, 4.266666666666667]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 2.7613636363636367, 1.0227272727272727, 6.6, 1.011494252873563]","[0, 1, 3.2399999999999998, 1.65, 1.5925925925925926, 1.0416666666666667]"
