,date,game_key,박시영,이정담,김원중,정태승,홍성민,박진형,구승민,박세웅,양형진,이인복,최영환,조무근,차재용,레일리,임지유,윤성빈,듀브론트,이승헌,정성종,김도규,김동우,고효준,이명우,이정민,윤길현,노경은,손승락,조정훈,김건국,배장호,장시환,송승준,김대우,오현택,진명호
80,2018-07-06,20180706KTLT0,"[0, 0, 10.431818181818182, 2.1136363636363638, 1.125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.373390557939914, 1.7124463519313304, 2.0, 4.854166666666667]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 4.026315789473684, 1.4473684210526316, 1.8095238095238095, 1.2258064516129032]","[0, 0, 6.9230769230769225, 2.076923076923077, 1.3333333333333333, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.060150375939849, 1.330827067669173, 2.566666666666667, 5.911111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.6785714285714286, 3.7878787878787876]","[0, 0, 4.122137404580153, 1.454198473282443, 1.868421052631579, 5.822222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.3, 2.1, 0.8461538461538461, 0.7692307692307693]","[0, 0, 5.684210526315789, 1.381578947368421, 1.7142857142857142, 0.7450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5263157894736843, 2.857142857142857, 1.0555555555555556]","[0, 1, 4.5473684210526315, 1.3263157894736841, 2.823529411764706, 4.523809523809524]","[0, 1, 5.651162790697675, 1.3604651162790697, 3.5555555555555554, 0.9885057471264368]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 1, 3.7674418604651163, 1.4651162790697674, 2.2, 1.1025641025641026]","[0, 0, 5.23469387755102, 1.5612244897959184, 2.6923076923076925, 2.9696969696969693]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 1, 2.892857142857143, 0.9910714285714285, 5.571428571428571, 0.9824561403508772]","[0, 0, 3.823008849557522, 1.6194690265486726, 1.40625, 1.0462962962962963]"
81,2018-07-07,20180707KTLT0,"[0, 0, 10.431818181818182, 2.1136363636363638, 1.125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.373390557939914, 1.7124463519313304, 2.0, 4.854166666666667]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 4.026315789473684, 1.4473684210526316, 1.8095238095238095, 1.2258064516129032]","[1, 0, 6.0, 1.9444444444444444, 1.4166666666666667, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.060150375939849, 1.330827067669173, 2.566666666666667, 5.911111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.6785714285714286, 3.7878787878787876]","[0, 0, 4.122137404580153, 1.454198473282443, 1.868421052631579, 5.822222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.096774193548387, 2.032258064516129, 0.9230769230769231, 0.7380952380952381]","[0, 1, 6.075, 1.425, 1.8571428571428572, 0.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5263157894736843, 2.857142857142857, 1.0555555555555556]","[0, 0, 4.5473684210526315, 1.3263157894736841, 2.823529411764706, 4.523809523809524]","[0, 0, 5.651162790697675, 1.3604651162790697, 3.5555555555555554, 0.9885057471264368]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 3.7674418604651163, 1.4651162790697674, 2.2, 1.1025641025641026]","[0, 0, 5.23469387755102, 1.5612244897959184, 2.6923076923076925, 2.9696969696969693]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 0, 2.892857142857143, 0.9910714285714285, 5.571428571428571, 0.9824561403508772]","[0, 1, 3.6923076923076925, 1.5897435897435896, 1.4375, 1.054054054054054]"
82,2018-07-08,20180708KTLT0,"[0, 0, 10.431818181818182, 2.1136363636363638, 1.125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.373390557939914, 1.7124463519313304, 2.0, 4.854166666666667]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 4.026315789473684, 1.4473684210526316, 1.8095238095238095, 1.2258064516129032]","[0, 0, 6.0, 1.9444444444444444, 1.4166666666666667, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.060150375939849, 1.330827067669173, 2.566666666666667, 5.911111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.6785714285714286, 3.7878787878787876]","[0, 0, 4.122137404580153, 1.454198473282443, 1.868421052631579, 5.822222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 2.032258064516129, 0.9230769230769231, 0.7380952380952381]","[0, 0, 6.075, 1.425, 1.8571428571428572, 0.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5263157894736843, 2.857142857142857, 1.0555555555555556]","[0, 1, 4.56923076923077, 1.323076923076923, 2.823529411764706, 4.333333333333333]","[0, 1, 5.46067415730337, 1.4157303370786516, 3.090909090909091, 0.9888888888888889]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 3.7674418604651163, 1.4651162790697674, 2.2, 1.1025641025641026]","[1, 0, 5.346534653465347, 1.5742574257425743, 2.642857142857143, 2.8055555555555554]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 1, 2.817391304347826, 0.9652173913043478, 5.571428571428571, 0.982905982905983]","[0, 1, 3.6, 1.55, 1.46875, 1.0526315789473684]"
83,2018-07-10,20180710LTSS0,"[0, 0, 10.431818181818182, 2.1136363636363638, 1.125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.373390557939914, 1.7124463519313304, 2.0, 4.854166666666667]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 4.026315789473684, 1.4473684210526316, 1.8095238095238095, 1.2258064516129032]","[0, 0, 6.0, 1.9444444444444444, 1.4166666666666667, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.1978798586572434, 1.3674911660777387, 2.53125, 5.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.6785714285714286, 3.7878787878787876]","[0, 0, 4.122137404580153, 1.454198473282443, 1.868421052631579, 5.822222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.5588235294117645, 1.852941176470588, 0.9230769230769231, 0.7555555555555556]","[0, 0, 6.075, 1.425, 1.8571428571428572, 0.761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5263157894736843, 2.857142857142857, 1.0555555555555556]","[0, 0, 4.56923076923077, 1.323076923076923, 2.823529411764706, 4.333333333333333]","[0, 0, 5.46067415730337, 1.4157303370786516, 3.090909090909091, 0.9888888888888889]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 1, 4.308510638297872, 1.4680851063829787, 2.466666666666667, 1.1604938271604939]","[0, 0, 5.346534653465347, 1.5742574257425743, 2.642857142857143, 2.8055555555555554]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 0, 2.817391304347826, 0.9652173913043478, 5.571428571428571, 0.982905982905983]","[0, 0, 3.6, 1.55, 1.46875, 1.0526315789473684]"
84,2018-07-11,20180711LTSS0,"[0, 0, 10.431818181818182, 2.1136363636363638, 1.125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.373390557939914, 1.7124463519313304, 2.0, 4.854166666666667]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.9230769230769234, 1.435897435897436, 1.8571428571428572, 1.21875]","[0, 0, 6.0, 1.9444444444444444, 1.4166666666666667, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.1978798586572434, 1.3674911660777387, 2.53125, 5.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.6785714285714286, 3.7878787878787876]","[1, 0, 4.483754512635379, 1.4729241877256318, 1.9487179487179487, 5.770833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.852941176470588, 0.9230769230769231, 0.7555555555555556]","[0, 1, 5.576086956521739, 1.3695652173913042, 2.2857142857142856, 0.8518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5263157894736843, 2.857142857142857, 1.0555555555555556]","[0, 1, 4.455, 1.305, 2.9411764705882355, 4.166666666666667]","[0, 0, 5.46067415730337, 1.4157303370786516, 3.090909090909091, 0.9888888888888889]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.308510638297872, 1.4680851063829787, 2.466666666666667, 1.1604938271604939]","[0, 0, 5.346534653465347, 1.5742574257425743, 2.642857142857143, 2.8055555555555554]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 1, 2.722689075630252, 1.0084033613445378, 5.0, 0.9916666666666666]","[0, 0, 3.6, 1.55, 1.46875, 1.0526315789473684]"
85,2018-07-12,20180712LTSS0,"[0, 0, 10.431818181818182, 2.1136363636363638, 1.125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.75, 1.7875, 1.8936170212765957, 4.705882352941177]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.9230769230769234, 1.435897435897436, 1.8571428571428572, 1.21875]","[0, 0, 6.0, 1.9444444444444444, 1.4166666666666667, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.1978798586572434, 1.3674911660777387, 2.53125, 5.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.6785714285714286, 3.7878787878787876]","[0, 0, 4.483754512635379, 1.4729241877256318, 1.9487179487179487, 5.770833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.108108108108109, 1.7027027027027026, 1.0, 0.7708333333333334]","[0, 1, 5.806451612903226, 1.4193548387096775, 2.2857142857142856, 0.8378378378378378]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5263157894736843, 2.857142857142857, 1.0555555555555556]","[0, 1, 4.410891089108911, 1.306930693069307, 2.9411764705882355, 3.96078431372549]","[0, 0, 5.46067415730337, 1.4157303370786516, 3.090909090909091, 0.9888888888888889]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 1, 4.175257731958763, 1.4536082474226804, 2.533333333333333, 1.1547619047619049]","[0, 0, 5.346534653465347, 1.5742574257425743, 2.642857142857143, 2.8055555555555554]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 0, 2.722689075630252, 1.0084033613445378, 5.0, 0.9916666666666666]","[0, 1, 3.5702479338842976, 1.586776859504132, 1.411764705882353, 1.0341880341880343]"
86,2018-07-17,20180717LTOB0,"[0, 0, 10.431818181818182, 2.1136363636363638, 1.125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7875, 1.8936170212765957, 4.705882352941177]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.8249999999999997, 1.4, 1.9047619047619047, 1.2121212121212122]","[0, 0, 6.0, 1.9444444444444444, 1.4166666666666667, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.485049833887043, 1.3754152823920267, 2.6666666666666665, 5.901960784313725]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.6785714285714286, 3.7878787878787876]","[0, 0, 4.483754512635379, 1.4729241877256318, 1.9487179487179487, 5.770833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.538461538461538, 1.6923076923076923, 1.0769230769230769, 0.7647058823529411]","[0, 1, 5.684210526315789, 1.3894736842105262, 2.2857142857142856, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5263157894736843, 2.857142857142857, 1.0555555555555556]","[0, 1, 4.478048780487805, 1.3170731707317074, 3.0588235294117645, 3.796296296296296]","[0, 0, 5.46067415730337, 1.4157303370786516, 3.090909090909091, 0.9888888888888889]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.175257731958763, 1.4536082474226804, 2.533333333333333, 1.1547619047619049]","[0, 0, 5.346534653465347, 1.5742574257425743, 2.642857142857143, 2.8055555555555554]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 1, 2.6557377049180326, 1.0327868852459017, 5.25, 0.991869918699187]","[0, 0, 3.5702479338842976, 1.586776859504132, 1.411764705882353, 1.0341880341880343]"
87,2018-07-18,20180718LTOB0,"[0, 0, 10.431818181818182, 2.1136363636363638, 1.125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7875, 1.8936170212765957, 4.705882352941177]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.8249999999999997, 1.4, 1.9047619047619047, 1.2121212121212122]","[0, 0, 6.0, 1.9444444444444444, 1.4166666666666667, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.485049833887043, 1.3754152823920267, 2.6666666666666665, 5.901960784313725]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.6785714285714286, 3.7878787878787876]","[1, 0, 4.530821917808219, 1.4589041095890412, 2.075, 5.7254901960784315]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.6923076923076923, 1.0769230769230769, 0.7647058823529411]","[0, 1, 5.510204081632653, 1.3775510204081634, 2.2857142857142856, 0.8376068376068375]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5263157894736843, 2.857142857142857, 1.0555555555555556]","[0, 0, 4.478048780487805, 1.3170731707317074, 3.0588235294117645, 3.796296296296296]","[0, 0, 5.46067415730337, 1.4157303370786516, 3.090909090909091, 0.9888888888888889]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.175257731958763, 1.4536082474226804, 2.533333333333333, 1.1547619047619049]","[0, 0, 5.346534653465347, 1.5742574257425743, 2.642857142857143, 2.8055555555555554]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 1, 2.571428571428571, 1.0, 5.5, 1.0]","[0, 1, 3.4838709677419355, 1.5725806451612903, 1.411764705882353, 1.0333333333333334]"
88,2018-07-19,20180719LTOB0,"[0, 0, 10.431818181818182, 2.1136363636363638, 1.125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.857142857142857, 1.8095238095238095, 1.8571428571428572, 4.666666666666667]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.8249999999999997, 1.4, 1.9047619047619047, 1.2121212121212122]","[0, 0, 6.0, 1.9444444444444444, 1.4166666666666667, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.485049833887043, 1.3754152823920267, 2.6666666666666665, 5.901960784313725]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.6785714285714286, 3.7878787878787876]","[0, 0, 4.530821917808219, 1.4589041095890412, 2.075, 5.7254901960784315]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.6923076923076923, 1.0769230769230769, 0.7647058823529411]","[0, 1, 5.785714285714286, 1.4081632653061225, 2.2857142857142856, 0.8166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5263157894736843, 2.857142857142857, 1.0555555555555556]","[0, 0, 4.478048780487805, 1.3170731707317074, 3.0588235294117645, 3.796296296296296]","[0, 0, 5.46067415730337, 1.4157303370786516, 3.090909090909091, 0.9888888888888889]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 1, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[0, 0, 5.346534653465347, 1.5742574257425743, 2.642857142857143, 2.8055555555555554]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 0, 2.571428571428571, 1.0, 5.5, 1.0]","[0, 0, 3.4838709677419355, 1.5725806451612903, 1.411764705882353, 1.0333333333333334]"
89,2018-07-20,20180720SKLT0,"[0, 0, 10.431818181818182, 2.1136363636363638, 1.125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8095238095238095, 1.8571428571428572, 4.666666666666667]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 0, 3.8249999999999997, 1.4, 1.9047619047619047, 1.2121212121212122]","[1, 0, 8.571428571428571, 2.2857142857142856, 1.2857142857142858, 4.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.485049833887043, 1.3754152823920267, 2.6666666666666665, 5.901960784313725]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.6785714285714286, 3.7878787878787876]","[0, 0, 4.530821917808219, 1.4589041095890412, 2.075, 5.7254901960784315]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.6923076923076923, 1.0769230769230769, 0.7647058823529411]","[0, 0, 5.785714285714286, 1.4081632653061225, 2.2857142857142856, 0.8166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5263157894736843, 2.857142857142857, 1.0555555555555556]","[0, 1, 4.456310679611651, 1.3398058252427183, 3.0588235294117645, 3.6140350877192984]","[0, 0, 5.46067415730337, 1.4157303370786516, 3.090909090909091, 0.9888888888888889]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[0, 0, 5.346534653465347, 1.5742574257425743, 2.642857142857143, 2.8055555555555554]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 0, 2.571428571428571, 1.0, 5.5, 1.0]","[0, 0, 3.4838709677419355, 1.5725806451612903, 1.411764705882353, 1.0333333333333334]"
90,2018-07-21,20180721SKLT0,"[0, 0, 10.431818181818182, 2.1136363636363638, 1.125, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.857142857142857, 1.8095238095238095, 1.8571428571428572, 4.666666666666667]","[0, 0, 0.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 1.375, 1.0]","[0, 1, 3.951219512195122, 1.3902439024390243, 1.9047619047619047, 1.2058823529411764]","[0, 0, 8.571428571428571, 2.2857142857142856, 1.2857142857142858, 4.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.485049833887043, 1.3754152823920267, 2.6666666666666665, 5.901960784313725]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.6785714285714286, 3.7878787878787876]","[0, 0, 4.530821917808219, 1.4589041095890412, 2.075, 5.7254901960784315]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.25, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.6923076923076923, 1.0769230769230769, 0.7647058823529411]","[0, 1, 6.2727272727272725, 1.4545454545454546, 2.2857142857142856, 0.8048780487804879]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.5263157894736843, 2.857142857142857, 1.0555555555555556]","[0, 0, 4.456310679611651, 1.3398058252427183, 3.0588235294117645, 3.6140350877192984]","[0, 1, 5.282608695652174, 1.3695652173913042, 3.272727272727273, 0.989247311827957]","[0, 0, 108.0, 18.0, 0.0, 0.16666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.6615384615384614, 1.1, 0.9420289855072465]","[0, 0, 4.363636363636364, 1.5454545454545454, 2.235294117647059, 1.1379310344827587]","[1, 0, 5.869565217391304, 1.5913043478260869, 2.8, 2.948717948717949]","[0, 0, 19.285714285714285, 3.8571428571428568, 2.0, 0.5833333333333334]","[0, 1, 2.9763779527559056, 1.0393700787401574, 5.5, 0.9844961240310078]","[0, 1, 3.4285714285714284, 1.5476190476190477, 1.411764705882353, 1.024390243902439]"
