,date,game_key,김용주,니퍼트,고영표,심재민,류희운,강장산,홍성무,김민수,엄상백,정성곤,주권,김재윤,피어밴드,배제성,박세진,김태오,김도영,이정현,이종혁,최건,김민,신병률,박재영,한두솔,박주현,홍성용,금민철,윤근영,이상화,고창성,배우열,김사율
78,2018-06-30,20180630NCKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.857740585774058, 1.5313807531380752, 4.2105263157894735, 5.690476190476191]","[1, 0, 4.971119133574008, 1.407942238267148, 5.8, 6.155555555555555]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 0, 4.153846153846154, 1.4505494505494505, 1.9, 1.6851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 2.04, 1.5, 0.7246376811594203]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.166666666666666, 1.8703703703703705, 2.176470588235294, 3.6]","[0, 0, 4.378378378378379, 1.1756756756756757, 6.25, 0.880952380952381]","[0, 0, 3.932038834951456, 1.2378640776699028, 3.9375, 6.242424242424243]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.573529411764706, 1.4117647058823528, 1.5, 1.0793650793650795]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.4776119402985075, 2.0, 1.3137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3499999999999999, 3.25, 1.0256410256410258]","[0, 0, 5.188235294117647, 1.6823529411764706, 1.5483870967741935, 5.666666666666667]","[0, 0, 0.0, 0.8571428571428571, 2.3333333333333335, 1.1666666666666667]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 7.061538461538462, 1.8923076923076922, 2.8, 1.1403508771929824]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.796875, 1.171875, 2.4, 1.9393939393939392]"
79,2018-07-04,20180704SSKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.857740585774058, 1.5313807531380752, 4.2105263157894735, 5.690476190476191]","[0, 0, 4.971119133574008, 1.407942238267148, 5.8, 6.155555555555555]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 0, 4.153846153846154, 1.4505494505494505, 1.9, 1.6851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 2.04, 1.5, 0.7246376811594203]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.773006134969325, 1.9325153374233128, 2.176470588235294, 3.3958333333333335]","[0, 1, 4.153846153846154, 1.2307692307692308, 5.4, 0.896551724137931]","[1, 0, 4.21875, 1.2723214285714284, 3.238095238095238, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.108108108108109, 1.5405405405405406, 1.8, 1.1212121212121213]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.4776119402985075, 2.0, 1.3137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.3499999999999999, 3.25, 1.0256410256410258]","[0, 0, 5.188235294117647, 1.6823529411764706, 1.5483870967741935, 5.666666666666667]","[0, 1, 1.1739130434782608, 1.1739130434782608, 2.0, 1.0952380952380953]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 7.061538461538462, 1.8923076923076922, 2.8, 1.1403508771929824]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.796875, 1.171875, 2.4, 1.9393939393939392]"
80,2018-07-05,20180705SSKT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.673076923076923, 1.4884615384615383, 4.0476190476190474, 5.777777777777778]","[0, 0, 4.971119133574008, 1.407942238267148, 5.8, 6.155555555555555]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 0, 4.153846153846154, 1.4505494505494505, 1.9, 1.6851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 2.04, 1.5, 0.7246376811594203]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.596385542168674, 1.9156626506024095, 2.0555555555555554, 3.2549019607843137]","[0, 1, 4.0, 1.2222222222222223, 5.8, 0.9]","[0, 0, 4.21875, 1.2723214285714284, 3.238095238095238, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.5194805194805194, 1.8, 1.1159420289855073]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.044776119402985, 1.4776119402985075, 2.0, 1.3137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.333333333333333, 1.4074074074074074, 3.25, 1.0]","[0, 0, 5.188235294117647, 1.6823529411764706, 1.5483870967741935, 5.666666666666667]","[0, 1, 1.1739130434782608, 1.3043478260869565, 2.0, 0.9583333333333334]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 6.75, 1.8088235294117647, 3.0, 1.1333333333333333]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 1, 3.75, 1.25, 2.3333333333333335, 2.0]"
81,2018-07-06,20180706KTLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.673076923076923, 1.4884615384615383, 4.0476190476190474, 5.777777777777778]","[0, 0, 4.971119133574008, 1.407942238267148, 5.8, 6.155555555555555]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 0, 4.153846153846154, 1.4505494505494505, 1.9, 1.6851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5600000000000005, 2.04, 1.5, 0.7246376811594203]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.482142857142856, 1.9107142857142858, 1.9473684210526316, 3.111111111111111]","[0, 0, 4.0, 1.2222222222222223, 5.8, 0.9]","[0, 0, 4.21875, 1.2723214285714284, 3.238095238095238, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.554216867469879, 1.4457831325301205, 1.6363636363636365, 1.152777777777778]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.547945205479452, 1.356164383561644, 2.6, 1.3518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.2682926829268295, 1.426829268292683, 2.888888888888889, 0.9761904761904762]","[1, 0, 4.793478260869565, 1.6304347826086956, 1.5757575757575757, 5.75]","[0, 0, 1.1739130434782608, 1.3043478260869565, 2.0, 0.9583333333333334]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 6.75, 1.8088235294117647, 3.0, 1.1333333333333333]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.75, 1.25, 2.3333333333333335, 2.0]"
82,2018-07-07,20180707KTLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.673076923076923, 1.4884615384615383, 4.0476190476190474, 5.777777777777778]","[1, 0, 4.683673469387755, 1.3571428571428572, 5.625, 6.125]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 1, 4.453608247422681, 1.4845360824742266, 2.0, 1.7017543859649125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.132075471698113, 2.0377358490566038, 1.3333333333333333, 0.7361111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.482142857142856, 1.9107142857142858, 1.9473684210526316, 3.111111111111111]","[0, 0, 4.0, 1.2222222222222223, 5.8, 0.9]","[0, 0, 4.21875, 1.2723214285714284, 3.238095238095238, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.554216867469879, 1.4457831325301205, 1.6363636363636365, 1.152777777777778]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.356164383561644, 2.6, 1.3518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2682926829268295, 1.426829268292683, 2.888888888888889, 0.9761904761904762]","[0, 0, 4.793478260869565, 1.6304347826086956, 1.5757575757575757, 5.75]","[0, 0, 1.1739130434782608, 1.3043478260869565, 2.0, 0.9583333333333334]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 6.75, 1.8088235294117647, 3.0, 1.1333333333333333]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.75, 1.25, 2.3333333333333335, 2.0]"
83,2018-07-08,20180708KTLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.673076923076923, 1.4884615384615383, 4.0476190476190474, 5.777777777777778]","[0, 0, 4.683673469387755, 1.3571428571428572, 5.625, 6.125]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 1, 4.32, 1.44, 2.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.982142857142857, 1.4, 0.7466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.005882352941176, 1.9588235294117649, 1.85, 2.982456140350877]","[0, 0, 4.0, 1.2222222222222223, 5.8, 0.9]","[0, 0, 4.21875, 1.2723214285714284, 3.238095238095238, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.344827586206897, 1.4482758620689655, 1.6363636363636365, 1.16]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.356164383561644, 2.6, 1.3518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.204819277108434, 1.4457831325301205, 2.888888888888889, 0.9540229885057472]","[0, 0, 4.793478260869565, 1.6304347826086956, 1.5757575757575757, 5.75]","[0, 0, 1.1739130434782608, 1.3043478260869565, 2.0, 0.9583333333333334]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 6.75, 1.8088235294117647, 3.0, 1.1333333333333333]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[1, 0, 3.698630136986301, 1.273972602739726, 2.3333333333333335, 1.8717948717948718]"
84,2018-07-10,20180710OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.673076923076923, 1.4884615384615383, 4.0476190476190474, 5.777777777777778]","[0, 0, 4.683673469387755, 1.3571428571428572, 5.625, 6.125]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 0, 4.32, 1.44, 2.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.913793103448275, 2.0172413793103448, 1.5, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.005882352941176, 1.9588235294117649, 1.85, 2.982456140350877]","[0, 1, 3.7241379310344827, 1.1724137931034482, 6.2, 0.9354838709677419]","[1, 0, 4.462809917355372, 1.3264462809917354, 3.130434782608696, 6.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.344827586206897, 1.4482758620689655, 1.6363636363636365, 1.16]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.356164383561644, 2.6, 1.3518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.204819277108434, 1.4457831325301205, 2.888888888888889, 0.9540229885057472]","[0, 0, 4.793478260869565, 1.6304347826086956, 1.5757575757575757, 5.75]","[0, 0, 1.1739130434782608, 1.3043478260869565, 2.0, 0.9583333333333334]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 6.75, 1.852941176470588, 2.5, 1.0793650793650795]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.698630136986301, 1.273972602739726, 2.3333333333333335, 1.8717948717948718]"
85,2018-07-11,20180711OBKT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.564748201438849, 1.435251798561151, 4.428571428571429, 5.791666666666667]","[0, 0, 4.683673469387755, 1.3571428571428572, 5.625, 6.125]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 0, 4.32, 1.44, 2.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.913793103448275, 2.0172413793103448, 1.5, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.005882352941176, 1.9588235294117649, 1.85, 2.982456140350877]","[0, 0, 3.7241379310344827, 1.1724137931034482, 6.2, 0.9354838709677419]","[0, 0, 4.462809917355372, 1.3264462809917354, 3.130434782608696, 6.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.344827586206897, 1.4482758620689655, 1.6363636363636365, 1.16]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.356164383561644, 2.6, 1.3518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.204819277108434, 1.4457831325301205, 2.888888888888889, 0.9540229885057472]","[0, 0, 4.793478260869565, 1.6304347826086956, 1.5757575757575757, 5.75]","[0, 1, 1.08, 1.3199999999999998, 1.8, 0.925925925925926]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 6.75, 1.852941176470588, 2.5, 1.0793650793650795]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.698630136986301, 1.273972602739726, 2.3333333333333335, 1.8717948717948718]"
86,2018-07-12,20180712OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.564748201438849, 1.435251798561151, 4.428571428571429, 5.791666666666667]","[0, 1, 4.457142857142857, 1.3333333333333333, 5.5, 6.176470588235294]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 0, 4.32, 1.44, 2.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.913793103448275, 2.0172413793103448, 1.5, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.005882352941176, 1.9588235294117649, 1.85, 2.982456140350877]","[0, 1, 3.6818181818181817, 1.1590909090909092, 6.2, 0.9166666666666666]","[0, 0, 4.462809917355372, 1.3264462809917354, 3.130434782608696, 6.205128205128205]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.344827586206897, 1.4482758620689655, 1.6363636363636365, 1.16]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.356164383561644, 2.6, 1.3518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.08235294117647, 1.4470588235294117, 3.0, 0.9444444444444444]","[1, 0, 5.103092783505154, 1.6701030927835052, 1.5142857142857142, 5.705882352941177]","[0, 0, 1.08, 1.3199999999999998, 1.8, 0.925925925925926]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 6.75, 1.852941176470588, 2.5, 1.0793650793650795]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.698630136986301, 1.273972602739726, 2.3333333333333335, 1.8717948717948718]"
87,2018-07-17,20180717HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.564748201438849, 1.435251798561151, 4.428571428571429, 5.791666666666667]","[0, 0, 4.457142857142857, 1.3333333333333333, 5.5, 6.176470588235294]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 1, 4.194174757281553, 1.4563106796116503, 2.1, 1.634920634920635]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.913793103448275, 2.0172413793103448, 1.5, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.775862068965518, 1.9482758620689655, 1.8095238095238095, 2.9]","[0, 0, 3.6818181818181817, 1.1590909090909092, 6.2, 0.9166666666666666]","[1, 0, 4.2091254752851714, 1.3003802281368821, 3.12, 6.261904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.344827586206897, 1.4482758620689655, 1.6363636363636365, 1.16]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.356164383561644, 2.6, 1.3518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.3977272727272727, 3.111111111111111, 0.9462365591397849]","[0, 0, 5.103092783505154, 1.6701030927835052, 1.5142857142857142, 5.705882352941177]","[0, 0, 1.08, 1.3199999999999998, 1.8, 0.925925925925926]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 6.464788732394366, 1.7746478873239435, 2.5, 1.075757575757576]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.698630136986301, 1.273972602739726, 2.3333333333333335, 1.8717948717948718]"
88,2018-07-18,20180718HHKT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.470198675496689, 1.4205298013245033, 4.5, 5.921568627450981]","[0, 0, 4.457142857142857, 1.3333333333333333, 5.5, 6.176470588235294]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 0, 4.194174757281553, 1.4563106796116503, 2.1, 1.634920634920635]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.913793103448275, 2.0172413793103448, 1.5, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.610169491525424, 1.9152542372881356, 1.8571428571428572, 2.8095238095238093]","[0, 1, 4.153846153846154, 1.2527472527472527, 5.166666666666667, 0.9191919191919191]","[0, 0, 4.2091254752851714, 1.3003802281368821, 3.12, 6.261904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.4666666666666666, 1.7272727272727273, 1.1538461538461537]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.356164383561644, 2.6, 1.3518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.853932584269662, 1.4157303370786516, 3.111111111111111, 0.9270833333333334]","[0, 0, 5.103092783505154, 1.6701030927835052, 1.5142857142857142, 5.705882352941177]","[0, 1, 3.8571428571428568, 1.7142857142857142, 1.5, 0.9333333333333333]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 1, 5.961038961038961, 1.7142857142857142, 2.2857142857142856, 1.1159420289855073]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.698630136986301, 1.273972602739726, 2.3333333333333335, 1.8717948717948718]"
89,2018-07-19,20180719HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.470198675496689, 1.4205298013245033, 4.5, 5.921568627450981]","[1, 0, 4.457943925233645, 1.3364485981308412, 5.555555555555555, 5.944444444444445]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 0, 4.194174757281553, 1.4563106796116503, 2.1, 1.634920634920635]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.913793103448275, 2.0172413793103448, 1.5, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.610169491525424, 1.9152542372881356, 1.8571428571428572, 2.8095238095238093]","[0, 1, 3.896907216494845, 1.2371134020618555, 5.0, 0.9509803921568628]","[0, 0, 4.2091254752851714, 1.3003802281368821, 3.12, 6.261904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.450549450549451, 1.4835164835164836, 1.7272727272727273, 1.1234567901234567]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.356164383561644, 2.6, 1.3518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.747252747252747, 1.4175824175824177, 3.111111111111111, 0.9191919191919191]","[0, 0, 5.103092783505154, 1.6701030927835052, 1.5142857142857142, 5.705882352941177]","[0, 1, 3.6, 1.7, 1.8333333333333333, 0.9090909090909091]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 5.961038961038961, 1.7142857142857142, 2.2857142857142856, 1.1159420289855073]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.698630136986301, 1.273972602739726, 2.3333333333333335, 1.8717948717948718]"
90,2018-07-20,20180720KTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.470198675496689, 1.4205298013245033, 4.5, 5.921568627450981]","[0, 0, 4.457943925233645, 1.3364485981308412, 5.555555555555555, 5.944444444444445]","[0, 0, 4.13265306122449, 1.5, 2.0, 1.0208333333333333]","[0, 0, 4.194174757281553, 1.4563106796116503, 2.1, 1.634920634920635]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.913793103448275, 2.0172413793103448, 1.5, 0.7435897435897435]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.45, 1.8833333333333333, 1.8571428571428572, 2.727272727272727]","[0, 0, 3.896907216494845, 1.2371134020618555, 5.0, 0.9509803921568628]","[0, 0, 4.2091254752851714, 1.3003802281368821, 3.12, 6.261904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7916666666666667, 1.5833333333333333, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.4021739130434785, 1.467391304347826, 1.7272727272727273, 1.0952380952380953]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.547945205479452, 1.356164383561644, 2.6, 1.3518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.747252747252747, 1.4175824175824177, 3.111111111111111, 0.9191919191919191]","[1, 0, 4.941176470588235, 1.6372549019607843, 1.4736842105263157, 5.666666666666667]","[0, 0, 3.6, 1.7, 1.8333333333333333, 0.9090909090909091]","[0, 0, 2.6129032258064515, 0.8709677419354839, 4.666666666666667, 1.0333333333333334]","[0, 0, 5.961038961038961, 1.7142857142857142, 2.2857142857142856, 1.1159420289855073]","[0, 0, 1.9285714285714284, 1.7142857142857142, 2.3333333333333335, 1.1666666666666667]","[0, 0, 3.698630136986301, 1.273972602739726, 2.3333333333333335, 1.8717948717948718]"
