,date,game_key,장민익,임진우,이현호,강동연,김정후,변진수,함덕주,박종기,한주성,윤수호,린드블럼,유재유,고봉재,이영하,김명신,최원준,박치국,김민규,박성모,배창현,신현수,정우석,곽빈,후랭코프,정철원,박신지,현도훈,김승회,장원준,최대성,이현승,이용찬,김강률,홍상삼,성영훈,유희관,허준혁
82,2018-07-07,20180707SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 0.9375, 7.0, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.5511811023622046, 1.5590551181102361, 1.7307692307692308, 1.1140350877192984]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7818181818181817, 1.0, 5.181818181818182, 6.470588235294118]","[0, 0, 6.0, 2.0, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.911242603550296, 1.6331360946745561, 1.6785714285714286, 2.2533333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2837837837837838, 1.2972972972972971, 4.2727272727272725, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 2.7100371747211898, 1.070631970260223, 2.075, 5.604166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 4.013513513513514, 1.5, 2.375, 0.9487179487179488]","[0, 0, 9.406451612903226, 1.7806451612903227, 1.5833333333333333, 4.696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.9333333333333333, 1.5714285714285714, 0.625]","[0, 0, 3.407766990291262, 1.1504854368932038, 2.823529411764706, 5.722222222222222]","[0, 0, 4.621621621621622, 1.4054054054054055, 2.923076923076923, 1.088235294117647]","[0, 0, 0.0, 1.2631578947368423, 1.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.212389380530974, 1.6327433628318586, 2.6666666666666665, 5.022222222222222]","[0, 0, 0, 0, 0, 0]"
83,2018-07-08,20180708SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 0.9473684210526316, 7.0, 1.5833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.5511811023622046, 1.5590551181102361, 1.7307692307692308, 1.1140350877192984]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7818181818181817, 1.0, 5.181818181818182, 6.470588235294118]","[0, 0, 6.0, 2.0, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.77456647398844, 1.630057803468208, 1.6896551724137931, 2.217948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 4.2727272727272725, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 2.7100371747211898, 1.070631970260223, 2.075, 5.604166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 4.013513513513514, 1.5, 2.375, 0.9487179487179488]","[1, 0, 9.377245508982037, 1.81437125748503, 1.4074074074074074, 4.638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.9333333333333333, 1.5714285714285714, 0.625]","[0, 0, 3.407766990291262, 1.1504854368932038, 2.823529411764706, 5.722222222222222]","[0, 1, 4.7368421052631575, 1.4210526315789473, 2.857142857142857, 1.0857142857142856]","[0, 0, 0.0, 1.2631578947368423, 1.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.212389380530974, 1.6327433628318586, 2.6666666666666665, 5.022222222222222]","[0, 0, 0, 0, 0, 0]"
84,2018-07-10,20180710OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2399999999999998, 0.96, 7.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.5511811023622046, 1.5590551181102361, 1.7307692307692308, 1.1140350877192984]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7818181818181817, 1.0, 5.181818181818182, 6.470588235294118]","[0, 0, 6.0, 2.0, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.77456647398844, 1.630057803468208, 1.6896551724137931, 2.217948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 4.2727272727272725, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[1, 0, 2.7, 1.0551724137931033, 2.119047619047619, 5.686274509803922]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 4.013513513513514, 1.5, 2.375, 0.9487179487179488]","[0, 0, 9.377245508982037, 1.81437125748503, 1.4074074074074074, 4.638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.170212765957447, 1.9787234042553192, 1.7142857142857142, 0.6266666666666666]","[0, 0, 3.407766990291262, 1.1504854368932038, 2.823529411764706, 5.722222222222222]","[0, 1, 5.033898305084746, 1.5, 2.6666666666666665, 1.0925925925925926]","[0, 1, 1.1739130434782608, 1.5652173913043477, 1.0, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.212389380530974, 1.6327433628318586, 2.6666666666666665, 5.022222222222222]","[0, 0, 0, 0, 0, 0]"
85,2018-07-11,20180711OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 0.96, 7.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.4923076923076923, 1.5923076923076922, 1.7037037037037037, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7818181818181817, 1.0, 5.181818181818182, 6.470588235294118]","[0, 0, 6.0, 2.0, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.77456647398844, 1.630057803468208, 1.6896551724137931, 2.217948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 4.2727272727272725, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 2.7, 1.0551724137931033, 2.119047619047619, 5.686274509803922]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.7125000000000004, 1.3875, 2.375, 0.9876543209876544]","[0, 0, 9.377245508982037, 1.81437125748503, 1.4074074074074074, 4.638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.9787234042553192, 1.7142857142857142, 0.6266666666666666]","[1, 0, 3.211453744493392, 1.1365638766519823, 3.0588235294117645, 5.820512820512821]","[0, 0, 5.033898305084746, 1.5, 2.6666666666666665, 1.0925925925925926]","[0, 0, 1.1739130434782608, 1.5652173913043477, 1.0, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.212389380530974, 1.6327433628318586, 2.6666666666666665, 5.022222222222222]","[0, 0, 0, 0, 0, 0]"
86,2018-07-12,20180712OBKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 0.8571428571428571, 9.0, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.4923076923076923, 1.5923076923076922, 1.7037037037037037, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7818181818181817, 1.0, 5.181818181818182, 6.470588235294118]","[0, 0, 6.0, 2.0, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.8500000000000005, 1.6333333333333333, 1.7241379310344827, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 4.2727272727272725, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 2.7, 1.0551724137931033, 2.119047619047619, 5.686274509803922]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.7125000000000004, 1.3875, 2.375, 0.9876543209876544]","[0, 0, 9.377245508982037, 1.81437125748503, 1.4074074074074074, 4.638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.170212765957447, 1.9787234042553192, 1.7142857142857142, 0.6266666666666666]","[0, 0, 3.211453744493392, 1.1365638766519823, 3.0588235294117645, 5.820512820512821]","[0, 1, 5.355371900826446, 1.5123966942148759, 2.8666666666666667, 1.09009009009009]","[0, 1, 0.9, 1.3, 1.1428571428571428, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.4979253112033195, 1.6556016597510375, 2.7777777777777777, 5.020833333333333]","[0, 0, 0, 0, 0, 0]"
87,2018-07-17,20180717LTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.1, 5.0, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.4923076923076923, 1.5923076923076922, 1.7037037037037037, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7818181818181817, 1.0, 5.181818181818182, 6.470588235294118]","[0, 0, 6.0, 2.0, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.857142857142857, 1.6349206349206349, 1.7586206896551724, 2.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 4.2727272727272725, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[1, 0, 3.261744966442953, 1.12751677852349, 2.022727272727273, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.7125000000000004, 1.3875, 2.375, 0.9876543209876544]","[0, 0, 9.377245508982037, 1.81437125748503, 1.4074074074074074, 4.638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.859999999999999, 1.8599999999999999, 1.7142857142857142, 0.6410256410256411]","[0, 0, 3.211453744493392, 1.1365638766519823, 3.0588235294117645, 5.820512820512821]","[0, 1, 5.225806451612903, 1.5, 2.933333333333333, 1.087719298245614]","[0, 1, 0.7941176470588235, 1.3235294117647058, 1.25, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4979253112033195, 1.6556016597510375, 2.7777777777777777, 5.020833333333333]","[0, 0, 0, 0, 0, 0]"
88,2018-07-18,20180718LTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.1, 5.0, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.43609022556391, 1.5789473684210527, 1.7407407407407407, 1.1083333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.769230769230769, 1.0256410256410255, 4.68, 6.5]","[0, 0, 6.0, 2.0, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.857142857142857, 1.6349206349206349, 1.7586206896551724, 2.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2837837837837838, 1.2972972972972971, 4.2727272727272725, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.261744966442953, 1.12751677852349, 2.022727272727273, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.7125000000000004, 1.3875, 2.375, 0.9876543209876544]","[0, 0, 9.377245508982037, 1.81437125748503, 1.4074074074074074, 4.638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.8599999999999999, 1.7142857142857142, 0.6410256410256411]","[0, 0, 3.211453744493392, 1.1365638766519823, 3.0588235294117645, 5.820512820512821]","[0, 0, 5.225806451612903, 1.5, 2.933333333333333, 1.087719298245614]","[0, 0, 0.7941176470588235, 1.3235294117647058, 1.25, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.4979253112033195, 1.6556016597510375, 2.7777777777777777, 5.020833333333333]","[0, 0, 0, 0, 0, 0]"
89,2018-07-19,20180719LTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.1, 5.0, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.43609022556391, 1.5789473684210527, 1.7407407407407407, 1.1083333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0256410256410255, 4.68, 6.5]","[0, 0, 6.0, 2.0, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.857142857142857, 1.6349206349206349, 1.7586206896551724, 2.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.218543046357616, 1.2913907284768211, 4.363636363636363, 1.070921985815603]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.261744966442953, 1.12751677852349, 2.022727272727273, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.5783132530120483, 1.3373493975903614, 2.5, 0.9880952380952381]","[0, 0, 9.377245508982037, 1.81437125748503, 1.4074074074074074, 4.638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.8599999999999999, 1.7142857142857142, 0.6410256410256411]","[0, 0, 3.211453744493392, 1.1365638766519823, 3.0588235294117645, 5.820512820512821]","[0, 0, 5.225806451612903, 1.5, 2.933333333333333, 1.087719298245614]","[0, 0, 0.7941176470588235, 1.3235294117647058, 1.25, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.105263157894736, 1.7004048582995952, 2.5, 4.8431372549019605]","[0, 0, 0, 0, 0, 0]"
90,2018-07-20,20180720OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.1, 5.0, 1.4285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.7794117647058822, 1.588235294117647, 1.75, 1.1056910569105691]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0256410256410255, 4.68, 6.5]","[0, 0, 6.0, 2.0, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.67, 1.5899999999999999, 1.7666666666666666, 2.298850574712644]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.135483870967742, 1.2774193548387098, 4.545454545454546, 1.0763888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.261744966442953, 1.12751677852349, 2.022727272727273, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.375, 1.2613636363636365, 2.875, 1.011494252873563]","[0, 0, 9.377245508982037, 1.81437125748503, 1.4074074074074074, 4.638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.8599999999999999, 1.7142857142857142, 0.6410256410256411]","[1, 0, 2.939516129032258, 1.1129032258064515, 3.2222222222222223, 5.904761904761905]","[0, 1, 5.142857142857142, 1.4761904761904763, 3.066666666666667, 1.0769230769230769]","[0, 0, 0.7941176470588235, 1.3235294117647058, 1.25, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.7004048582995952, 2.5, 4.8431372549019605]","[0, 0, 0, 0, 0, 0]"
91,2018-07-21,20180721OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7272727272727275, 1.2727272727272727, 5.0, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.7794117647058822, 1.588235294117647, 1.75, 1.1056910569105691]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0256410256410255, 4.68, 6.5]","[0, 0, 6.0, 2.0, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.67, 1.5899999999999999, 1.7666666666666666, 2.298850574712644]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0759493670886076, 1.2721518987341773, 4.636363636363637, 1.074829931972789]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.261744966442953, 1.12751677852349, 2.022727272727273, 5.518518518518518]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 0, 3.375, 1.2613636363636365, 2.875, 1.011494252873563]","[1, 0, 9.76271186440678, 1.88135593220339, 1.4285714285714286, 4.538461538461538]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.764705882352941, 1.8823529411764706, 1.7142857142857142, 0.6296296296296297]","[0, 0, 2.939516129032258, 1.1129032258064515, 3.2222222222222223, 5.904761904761905]","[0, 1, 5.0625, 1.453125, 3.066666666666667, 1.0666666666666667]","[0, 1, 2.1891891891891895, 1.5405405405405406, 1.2222222222222223, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.7004048582995952, 2.5, 4.8431372549019605]","[0, 0, 0, 0, 0, 0]"
92,2018-07-22,20180722OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.2727272727272727, 5.0, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 1, 2.6619718309859155, 1.5211267605633803, 1.9285714285714286, 1.126984126984127]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 1.0256410256410255, 4.68, 6.5]","[0, 0, 6.0, 2.0, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.67, 1.5899999999999999, 1.7666666666666666, 2.298850574712644]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0759493670886076, 1.2721518987341773, 4.636363636363637, 1.074829931972789]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[1, 0, 3.80655737704918, 1.2, 1.9782608695652173, 5.350877192982456]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.1595744680851063, 1.2765957446808511, 2.3, 1.0444444444444445]","[0, 0, 9.76271186440678, 1.88135593220339, 1.4285714285714286, 4.538461538461538]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.8823529411764706, 1.7142857142857142, 0.6296296296296297]","[0, 0, 2.939516129032258, 1.1129032258064515, 3.2222222222222223, 5.904761904761905]","[0, 0, 5.0625, 1.453125, 3.066666666666667, 1.0666666666666667]","[0, 0, 2.1891891891891895, 1.5405405405405406, 1.2222222222222223, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.7004048582995952, 2.5, 4.8431372549019605]","[0, 0, 0, 0, 0, 0]"
93,2018-07-24,20180724OBSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.2727272727272727, 5.0, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.2692307692307694, 1.0909090909090908, 1.4444444444444444]","[0, 0, 7.59375, 1.5, 4.0, 1.1851851851851851]","[0, 0, 2.6619718309859155, 1.5211267605633803, 1.9285714285714286, 1.126984126984127]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7359999999999998, 1.024, 4.653846153846154, 6.578947368421052]","[0, 0, 6.0, 2.0, 3.0, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.67, 1.5899999999999999, 1.7666666666666666, 2.298850574712644]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0759493670886076, 1.2721518987341773, 4.636363636363637, 1.074829931972789]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.067415730337078, 1.7528089887640448, 1.7142857142857142, 0.956989247311828]","[0, 0, 3.80655737704918, 1.2, 1.9782608695652173, 5.350877192982456]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 1.826086956521739, 1.0, 3.8333333333333335]","[0, 1, 3.0618556701030926, 1.2989690721649483, 2.1818181818181817, 1.0430107526881722]","[0, 1, 10.475409836065573, 1.9344262295081966, 1.4285714285714286, 4.357142857142857]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.8823529411764706, 1.7142857142857142, 0.6296296296296297]","[0, 0, 2.939516129032258, 1.1129032258064515, 3.2222222222222223, 5.904761904761905]","[0, 1, 5.4, 1.4769230769230768, 2.875, 1.056910569105691]","[0, 1, 2.131578947368421, 1.5, 1.2222222222222223, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.7004048582995952, 2.5, 4.8431372549019605]","[0, 0, 0, 0, 0, 0]"
