,date,game_key,이재학,김건태,노성호,이민호,이형범,최금강,윤강민,장현식,박진우,심규범,배재환,류재인,구창모,이우석,최성영,정수민,김영규,김재균,김시훈,왕웨이중,베렛,공수빈,김진성,원종현,유원상,임창민,민태호,강윤구
83,2018-07-05,20180705NCLG0,"[0, 0, 4.257261410788382, 1.2199170124481329, 3.4705882352941178, 5.355555555555555]","[0, 0, 6.19672131147541, 1.7213114754098362, 2.6666666666666665, 2.5416666666666665]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.535714285714286, 1.1785714285714286, 3.2857142857142856, 1.0769230769230769]","[1, 0, 4.129411764705883, 1.4470588235294117, 1.0, 2.5757575757575757]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 16.875, 4.125, 2.0, 0.8888888888888888]","[0, 1, 4.655172413793104, 1.4482758620689655, 1.8888888888888888, 1.487179487179487]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.4034334763948495, 1.4549356223175964, 2.3461538461538463, 4.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 0.3333333333333333, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7351778656126484, 1.3399209486166008, 2.24, 6.023809523809524]","[0, 0, 5.53170731707317, 1.5073170731707317, 2.8636363636363638, 5.256410256410256]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.673469387755103, 2.0816326530612246, 1.1666666666666667, 0.9074074074074073]","[0, 1, 6.4020618556701026, 1.7628865979381443, 1.2857142857142858, 1.0430107526881722]","[0, 0, 7.009615384615385, 1.7596153846153848, 1.8461538461538463, 1.118279569892473]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 7.8545454545454545, 1.5272727272727273, 2.857142857142857, 0.5238095238095237]"
84,2018-07-06,20180706NCWO0,"[1, 0, 4.11328125, 1.171875, 3.7058823529411766, 5.333333333333333]","[0, 0, 6.19672131147541, 1.7213114754098362, 2.6666666666666665, 2.5416666666666665]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.535714285714286, 1.1785714285714286, 3.2857142857142856, 1.0769230769230769]","[0, 0, 4.129411764705883, 1.4470588235294117, 1.0, 2.5757575757575757]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 1, 18.0, 4.0, 2.0, 0.75]","[0, 0, 4.655172413793104, 1.4482758620689655, 1.8888888888888888, 1.487179487179487]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.4034334763948495, 1.4549356223175964, 2.3461538461538463, 4.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 0.3333333333333333, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7351778656126484, 1.3399209486166008, 2.24, 6.023809523809524]","[0, 0, 5.53170731707317, 1.5073170731707317, 2.8636363636363638, 5.256410256410256]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.942307692307692, 2.019230769230769, 1.2857142857142858, 0.9122807017543859]","[0, 0, 6.4020618556701026, 1.7628865979381443, 1.2857142857142858, 1.0430107526881722]","[0, 0, 7.009615384615385, 1.7596153846153848, 1.8461538461538463, 1.118279569892473]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 0, 7.8545454545454545, 1.5272727272727273, 2.857142857142857, 0.5238095238095237]"
85,2018-07-07,20180707NCWO0,"[0, 0, 4.11328125, 1.171875, 3.7058823529411766, 5.333333333333333]","[0, 0, 6.19672131147541, 1.7213114754098362, 2.6666666666666665, 2.5416666666666665]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.535714285714286, 1.1785714285714286, 3.2857142857142856, 1.0769230769230769]","[0, 0, 4.129411764705883, 1.4470588235294117, 1.0, 2.5757575757575757]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 18.0, 4.0, 2.0, 0.75]","[0, 1, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.4034334763948495, 1.4549356223175964, 2.3461538461538463, 4.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[1, 0, 0.0, 1.125, 0.3333333333333333, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7351778656126484, 1.3399209486166008, 2.24, 6.023809523809524]","[0, 0, 5.53170731707317, 1.5073170731707317, 2.8636363636363638, 5.256410256410256]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.290909090909091, 2.0181818181818185, 1.25, 0.9166666666666666]","[0, 1, 6.088235294117647, 1.7352941176470589, 1.3333333333333333, 1.0625]","[0, 0, 7.009615384615385, 1.7596153846153848, 1.8461538461538463, 1.118279569892473]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 7.448275862068965, 1.4482758620689655, 3.142857142857143, 0.537037037037037]"
86,2018-07-08,20180708NCWO0,"[0, 0, 4.11328125, 1.171875, 3.7058823529411766, 5.333333333333333]","[0, 0, 6.19672131147541, 1.7213114754098362, 2.6666666666666665, 2.5416666666666665]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 4.03448275862069, 1.2758620689655173, 3.2857142857142856, 1.0740740740740742]","[0, 0, 4.129411764705883, 1.4470588235294117, 1.0, 2.5757575757575757]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 18.0, 4.0, 2.0, 0.75]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.4034334763948495, 1.4549356223175964, 2.3461538461538463, 4.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 0.3333333333333333, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7351778656126484, 1.3399209486166008, 2.24, 6.023809523809524]","[1, 0, 5.5514018691588785, 1.5140186915887852, 2.8636363636363638, 5.095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.290909090909091, 2.0181818181818185, 1.25, 0.9166666666666666]","[0, 1, 5.803738317757009, 1.6822429906542058, 1.3333333333333333, 1.0808080808080807]","[0, 0, 7.009615384615385, 1.7596153846153848, 1.8461538461538463, 1.118279569892473]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 7.2, 1.5, 3.2857142857142856, 0.5405405405405406]"
87,2018-07-10,20180710HTNC0,"[0, 0, 4.11328125, 1.171875, 3.7058823529411766, 5.333333333333333]","[0, 0, 6.19672131147541, 1.7213114754098362, 2.6666666666666665, 2.5416666666666665]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.8999999999999995, 1.2333333333333334, 3.2857142857142856, 1.0714285714285714]","[0, 0, 4.129411764705883, 1.4470588235294117, 1.0, 2.5757575757575757]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 18.0, 4.0, 2.0, 0.75]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.200819672131147, 1.5368852459016393, 2.2142857142857144, 4.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 0.3333333333333333, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7351778656126484, 1.3399209486166008, 2.24, 6.023809523809524]","[0, 0, 5.5514018691588785, 1.5140186915887852, 2.8636363636363638, 5.095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.172413793103448, 2.0172413793103448, 1.1111111111111112, 0.9206349206349206]","[0, 1, 5.6454545454545455, 1.6363636363636365, 1.3333333333333333, 1.0784313725490196]","[0, 0, 7.009615384615385, 1.7596153846153848, 1.8461538461538463, 1.118279569892473]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 6.857142857142857, 1.5238095238095237, 3.25, 0.5526315789473685]"
88,2018-07-11,20180711HTNC0,"[0, 0, 4.11328125, 1.171875, 3.7058823529411766, 5.333333333333333]","[0, 0, 6.19672131147541, 1.7213114754098362, 2.6666666666666665, 2.5416666666666665]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.7741935483870965, 1.1935483870967742, 3.4285714285714284, 1.0689655172413792]","[0, 0, 4.129411764705883, 1.4470588235294117, 1.0, 2.5757575757575757]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 18.0, 4.0, 2.0, 0.75]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.200819672131147, 1.5368852459016393, 2.2142857142857144, 4.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 0.3333333333333333, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9291044776119404, 1.376865671641791, 2.269230769230769, 5.955555555555555]","[0, 0, 5.5514018691588785, 1.5140186915887852, 2.8636363636363638, 5.095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.172413793103448, 2.0172413793103448, 1.1111111111111112, 0.9206349206349206]","[0, 1, 5.9734513274336285, 1.6460176991150444, 1.3333333333333333, 1.0761904761904761]","[0, 0, 7.009615384615385, 1.7596153846153848, 1.8461538461538463, 1.118279569892473]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 6.352941176470588, 1.4558823529411764, 3.0, 0.5811965811965812]"
89,2018-07-12,20180712HTNC0,"[1, 0, 4.184501845018451, 1.1734317343173433, 3.7222222222222223, 5.313725490196078]","[0, 0, 6.19672131147541, 1.7213114754098362, 2.6666666666666665, 2.5416666666666665]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.9375000000000004, 1.1875, 3.7142857142857144, 1.0666666666666667]","[0, 0, 4.129411764705883, 1.4470588235294117, 1.0, 2.5757575757575757]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 18.0, 4.0, 2.0, 0.75]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.200819672131147, 1.5368852459016393, 2.2142857142857144, 4.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 0.3333333333333333, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9291044776119404, 1.376865671641791, 2.269230769230769, 5.955555555555555]","[0, 0, 5.5514018691588785, 1.5140186915887852, 2.8636363636363638, 5.095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.62295081967213, 1.918032786885246, 1.4444444444444444, 0.9242424242424242]","[0, 0, 5.9734513274336285, 1.6460176991150444, 1.3333333333333333, 1.0761904761904761]","[0, 1, 6.5675675675675675, 1.7027027027027026, 1.9230769230769231, 1.15625]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 0, 6.352941176470588, 1.4558823529411764, 3.0, 0.5811965811965812]"
90,2018-07-17,20180717NCSK0,"[0, 0, 4.184501845018451, 1.1734317343173433, 3.7222222222222223, 5.313725490196078]","[0, 1, 5.90625, 1.6875, 2.8333333333333335, 2.3703703703703702]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.9375000000000004, 1.1875, 3.7142857142857144, 1.0666666666666667]","[0, 0, 4.129411764705883, 1.4470588235294117, 1.0, 2.5757575757575757]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 1, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.200819672131147, 1.5368852459016393, 2.2142857142857144, 4.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 0.3333333333333333, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9291044776119404, 1.376865671641791, 2.269230769230769, 5.955555555555555]","[1, 0, 5.237068965517241, 1.4870689655172415, 3.1739130434782608, 5.155555555555555]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.125, 1.875, 1.3, 0.9275362318840579]","[0, 0, 5.9734513274336285, 1.6460176991150444, 1.3333333333333333, 1.0761904761904761]","[0, 1, 6.63157894736842, 1.7105263157894737, 2.0, 1.1515151515151516]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 6.084507042253521, 1.3943661971830985, 3.111111111111111, 0.5916666666666667]"
91,2018-07-18,20180718NCSK0,"[1, 0, 4.110726643598616, 1.1730103806228374, 4.0, 5.351851851851851]","[0, 0, 5.90625, 1.6875, 2.8333333333333335, 2.3703703703703702]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.818181818181818, 1.1818181818181819, 3.375, 1.064516129032258]","[0, 0, 4.129411764705883, 1.4470588235294117, 1.0, 2.5757575757575757]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.200819672131147, 1.5368852459016393, 2.2142857142857144, 4.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 0.3333333333333333, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9291044776119404, 1.376865671641791, 2.269230769230769, 5.955555555555555]","[0, 0, 5.237068965517241, 1.4870689655172415, 3.1739130434782608, 5.155555555555555]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.926470588235295, 1.8088235294117647, 1.5, 0.9444444444444445]","[0, 1, 5.818965517241379, 1.6293103448275863, 1.25, 1.074074074074074]","[0, 0, 6.63157894736842, 1.7105263157894737, 2.0, 1.1515151515151516]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 6.287671232876712, 1.3972602739726028, 3.111111111111111, 0.5934959349593496]"
92,2018-07-19,20180719NCSK0,"[0, 0, 4.110726643598616, 1.1730103806228374, 4.0, 5.351851851851851]","[0, 1, 5.815384615384616, 1.6615384615384614, 2.8333333333333335, 2.166666666666667]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.818181818181818, 1.1818181818181819, 3.375, 1.064516129032258]","[0, 0, 4.129411764705883, 1.4470588235294117, 1.0, 2.5757575757575757]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.200819672131147, 1.5368852459016393, 2.2142857142857144, 4.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 0.3333333333333333, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6818181818181817, 1.3426573426573427, 2.206896551724138, 5.958333333333333]","[0, 0, 5.237068965517241, 1.4870689655172415, 3.1739130434782608, 5.155555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.926470588235295, 1.8088235294117647, 1.5, 0.9444444444444445]","[0, 0, 5.818965517241379, 1.6293103448275863, 1.25, 1.074074074074074]","[0, 1, 6.573913043478261, 1.6956521739130435, 2.0, 1.1274509803921569]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 0, 6.287671232876712, 1.3972602739726028, 3.111111111111111, 0.5934959349593496]"
93,2018-07-20,20180720WONC0,"[0, 0, 4.110726643598616, 1.1730103806228374, 4.0, 5.351851851851851]","[0, 0, 5.815384615384616, 1.6615384615384614, 2.8333333333333335, 2.166666666666667]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.7058823529411766, 1.2352941176470589, 3.5, 1.0625]","[0, 0, 4.129411764705883, 1.4470588235294117, 1.0, 2.5757575757575757]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.252918287937743, 1.5992217898832684, 2.125, 4.07936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 0.3333333333333333, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3426573426573427, 2.206896551724138, 5.958333333333333]","[0, 0, 5.237068965517241, 1.4870689655172415, 3.1739130434782608, 5.155555555555555]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.782608695652174, 1.826086956521739, 1.5, 0.92]","[0, 1, 5.6722689075630255, 1.6386554621848741, 1.25, 1.072072072072072]","[0, 0, 6.573913043478261, 1.6956521739130435, 2.0, 1.1274509803921569]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 6.0394736842105265, 1.3421052631578947, 3.4444444444444446, 0.6031746031746031]"
94,2018-07-21,20180721WONC0,"[0, 0, 4.110726643598616, 1.1730103806228374, 4.0, 5.351851851851851]","[0, 1, 5.641791044776119, 1.6119402985074627, 2.8333333333333335, 2.0303030303030303]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.7058823529411766, 1.2352941176470589, 3.5, 1.0625]","[1, 0, 4.32, 1.41, 1.2727272727272727, 2.777777777777778]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.252918287937743, 1.5992217898832684, 2.125, 4.07936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3426573426573427, 2.206896551724138, 5.958333333333333]","[0, 0, 5.237068965517241, 1.4870689655172415, 3.1739130434782608, 5.155555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.782608695652174, 1.826086956521739, 1.5, 0.92]","[0, 0, 5.6722689075630255, 1.6386554621848741, 1.25, 1.072072072072072]","[0, 0, 6.573913043478261, 1.6956521739130435, 2.0, 1.1274509803921569]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 0, 6.0394736842105265, 1.3421052631578947, 3.4444444444444446, 0.6031746031746031]"
95,2018-07-22,20180722WONC0,"[0, 0, 4.110726643598616, 1.1730103806228374, 4.0, 5.351851851851851]","[0, 0, 5.641791044776119, 1.6119402985074627, 2.8333333333333335, 2.0303030303030303]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.7058823529411766, 1.2352941176470589, 3.5, 1.0625]","[0, 0, 4.32, 1.41, 1.2727272727272727, 2.777777777777778]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.252918287937743, 1.5992217898832684, 2.125, 4.07936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3426573426573427, 2.206896551724138, 5.958333333333333]","[1, 0, 5.378048780487805, 1.524390243902439, 2.740740740740741, 5.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.782608695652174, 1.826086956521739, 1.5, 0.92]","[0, 1, 5.926829268292683, 1.6585365853658536, 1.375, 1.0789473684210527]","[0, 0, 6.573913043478261, 1.6956521739130435, 2.0, 1.1274509803921569]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 6.493670886075949, 1.4050632911392407, 3.0, 0.6124031007751938]"
