,date,game_key,이재학,김건태,노성호,이민호,이형범,최금강,윤강민,장현식,박진우,심규범,배재환,류재인,구창모,이우석,최성영,정수민,김영규,김재균,김시훈,왕웨이중,베렛,공수빈,김진성,원종현,유원상,임창민,민태호,강윤구
96,2018-07-24,20180724NCLT0,"[1, 0, 4.0588235294117645, 1.2058823529411764, 3.619047619047619, 5.368421052631579]","[0, 0, 5.641791044776119, 1.6119402985074627, 2.8333333333333335, 2.0303030303030303]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.820754716981132, 1.2735849056603772, 3.3333333333333335, 1.0707070707070707]","[0, 0, 4.32, 1.41, 1.2727272727272727, 2.777777777777778]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.252918287937743, 1.5992217898832684, 2.125, 4.07936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.3426573426573427, 2.206896551724138, 5.958333333333333]","[0, 0, 5.378048780487805, 1.524390243902439, 2.740740740740741, 5.125]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.782608695652174, 1.8695652173913044, 1.5, 0.8846153846153846]","[0, 1, 5.6953125, 1.640625, 1.3529411764705883, 1.094017094017094]","[0, 0, 6.573913043478261, 1.6956521739130435, 2.0, 1.1274509803921569]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 6.75, 1.4625, 3.0, 0.6060606060606061]"
97,2018-07-25,20180725NCLT0,"[0, 0, 4.0588235294117645, 1.2058823529411764, 3.619047619047619, 5.368421052631579]","[0, 1, 4.784810126582278, 1.4430379746835444, 2.5714285714285716, 2.194444444444444]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.6160714285714284, 1.2589285714285714, 3.4444444444444446, 1.0980392156862746]","[0, 0, 4.32, 1.41, 1.2727272727272727, 2.777777777777778]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.252918287937743, 1.5992217898832684, 2.125, 4.07936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.742574257425743, 1.3564356435643565, 2.2903225806451615, 5.9411764705882355]","[0, 0, 5.378048780487805, 1.524390243902439, 2.740740740740741, 5.125]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.375, 1.875, 1.5, 0.8888888888888888]","[0, 0, 5.6953125, 1.640625, 1.3529411764705883, 1.094017094017094]","[0, 1, 6.406779661016949, 1.7288135593220337, 1.8571428571428572, 1.1238095238095238]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 6.506024096385542, 1.4457831325301205, 2.9166666666666665, 0.6148148148148148]"
98,2018-07-26,20180726NCLT0,"[0, 0, 4.0588235294117645, 1.2058823529411764, 3.619047619047619, 5.368421052631579]","[0, 0, 4.784810126582278, 1.4430379746835444, 2.5714285714285716, 2.194444444444444]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.6160714285714284, 1.2589285714285714, 3.4444444444444446, 1.0980392156862746]","[0, 0, 4.32, 1.41, 1.2727272727272727, 2.777777777777778]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.241758241758242, 1.6043956043956045, 2.1176470588235294, 4.136363636363637]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.742574257425743, 1.3564356435643565, 2.2903225806451615, 5.9411764705882355]","[0, 0, 5.378048780487805, 1.524390243902439, 2.740740740740741, 5.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.375, 1.875, 1.5, 0.8888888888888888]","[0, 0, 5.6953125, 1.640625, 1.3529411764705883, 1.094017094017094]","[0, 1, 6.247933884297521, 1.7603305785123966, 1.6875, 1.1203703703703705]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 0, 6.506024096385542, 1.4457831325301205, 2.9166666666666665, 0.6148148148148148]"
99,2018-07-27,20180727SKNC0,"[0, 0, 4.0588235294117645, 1.2058823529411764, 3.619047619047619, 5.368421052631579]","[0, 1, 4.609756097560976, 1.426829268292683, 2.7142857142857144, 2.1025641025641026]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.6160714285714284, 1.2589285714285714, 3.4444444444444446, 1.0980392156862746]","[1, 0, 4.973684210526316, 1.5263157894736843, 1.2307692307692308, 2.923076923076923]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.241758241758242, 1.6043956043956045, 2.1176470588235294, 4.136363636363637]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.764044943820225, 1.4157303370786516, 2.1666666666666665, 3.2962962962962963]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.742574257425743, 1.3564356435643565, 2.2903225806451615, 5.9411764705882355]","[0, 0, 5.378048780487805, 1.524390243902439, 2.740740740740741, 5.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.375, 1.875, 1.5, 0.8888888888888888]","[0, 0, 5.6953125, 1.640625, 1.3529411764705883, 1.094017094017094]","[0, 0, 6.247933884297521, 1.7603305785123966, 1.6875, 1.1203703703703705]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 6.206896551724138, 1.4137931034482758, 3.1666666666666665, 0.6304347826086957]"
100,2018-07-28,20180728SKNC0,"[0, 0, 4.0588235294117645, 1.2058823529411764, 3.619047619047619, 5.368421052631579]","[0, 0, 4.609756097560976, 1.426829268292683, 2.7142857142857144, 2.1025641025641026]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.6160714285714284, 1.2589285714285714, 3.4444444444444446, 1.0980392156862746]","[0, 0, 4.973684210526316, 1.5263157894736843, 1.2307692307692308, 2.923076923076923]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.241758241758242, 1.6043956043956045, 2.1176470588235294, 4.136363636363637]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.123711340206185, 1.4536082474226804, 2.5, 3.2333333333333334]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.742574257425743, 1.3564356435643565, 2.2903225806451615, 5.9411764705882355]","[1, 0, 5.215909090909091, 1.5, 2.7666666666666666, 5.176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.36, 1.88, 1.6, 0.8928571428571429]","[0, 0, 5.6953125, 1.640625, 1.3529411764705883, 1.094017094017094]","[0, 1, 6.803149606299213, 1.795275590551181, 1.6875, 1.1441441441441442]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 0, 6.206896551724138, 1.4137931034482758, 3.1666666666666665, 0.6304347826086957]"
101,2018-07-29,20180729SKNC0,"[1, 0, 3.963302752293578, 1.165137614678899, 3.8636363636363638, 5.45]","[0, 0, 4.609756097560976, 1.426829268292683, 2.7142857142857144, 2.1025641025641026]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.5217391304347827, 1.3043478260869565, 3.2, 1.0952380952380953]","[0, 0, 4.973684210526316, 1.5263157894736843, 1.2307692307692308, 2.923076923076923]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 1.434782608695652, 1.206896551724138]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.241758241758242, 1.6043956043956045, 2.1176470588235294, 4.136363636363637]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.4536082474226804, 2.5, 3.2333333333333334]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.742574257425743, 1.3564356435643565, 2.2903225806451615, 5.9411764705882355]","[0, 0, 5.215909090909091, 1.5, 2.7666666666666666, 5.176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.36, 1.88, 1.6, 0.8928571428571429]","[0, 1, 5.564885496183207, 1.6030534351145038, 1.411764705882353, 1.0916666666666666]","[0, 0, 6.803149606299213, 1.795275590551181, 1.6875, 1.1441441441441442]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 5.806451612903226, 1.3548387096774193, 3.0, 0.6595744680851063]"
102,2018-07-31,20180731NCSS0,"[0, 0, 3.963302752293578, 1.165137614678899, 3.8636363636363638, 5.45]","[1, 0, 4.108695652173913, 1.3695652173913042, 2.2, 2.1904761904761907]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.432203389830508, 1.271186440677966, 3.3, 1.0925925925925926]","[0, 0, 4.973684210526316, 1.5263157894736843, 1.2307692307692308, 2.923076923076923]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.241758241758242, 1.6043956043956045, 2.1176470588235294, 4.136363636363637]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.123711340206185, 1.4536082474226804, 2.5, 3.2333333333333334]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.742574257425743, 1.3564356435643565, 2.2903225806451615, 5.9411764705882355]","[0, 0, 5.215909090909091, 1.5, 2.7666666666666666, 5.176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.886075949367088, 1.8607594936708862, 1.9, 0.9080459770114943]","[0, 1, 5.440298507462686, 1.5895522388059702, 1.3333333333333333, 1.089430894308943]","[0, 0, 6.803149606299213, 1.795275590551181, 1.6875, 1.1441441441441442]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 5.510204081632653, 1.2857142857142858, 3.1538461538461537, 0.6805555555555555]"
103,2018-08-01,20180801NCSS0,"[0, 0, 3.963302752293578, 1.165137614678899, 3.8636363636363638, 5.45]","[0, 0, 4.108695652173913, 1.3695652173913042, 2.2, 2.1904761904761907]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.347107438016529, 1.2396694214876032, 3.5, 1.09009009009009]","[0, 0, 4.973684210526316, 1.5263157894736843, 1.2307692307692308, 2.923076923076923]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.689285714285714, 1.6607142857142858, 1.9210526315789473, 4.057971014492753]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.352941176470588, 1.4705882352941178, 2.5384615384615383, 3.090909090909091]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.742574257425743, 1.3564356435643565, 2.2903225806451615, 5.9411764705882355]","[0, 0, 5.215909090909091, 1.5, 2.7666666666666666, 5.176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.886075949367088, 1.8607594936708862, 1.9, 0.9080459770114943]","[0, 1, 5.244604316546763, 1.553956834532374, 1.3888888888888888, 1.1031746031746033]","[0, 0, 6.803149606299213, 1.795275590551181, 1.6875, 1.1441441441441442]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 0, 5.510204081632653, 1.2857142857142858, 3.1538461538461537, 0.6805555555555555]"
104,2018-08-02,20180802NCSS0,"[0, 0, 3.963302752293578, 1.165137614678899, 3.8636363636363638, 5.45]","[0, 0, 4.108695652173913, 1.3695652173913042, 2.2, 2.1904761904761907]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.347107438016529, 1.2396694214876032, 3.5, 1.09009009009009]","[0, 0, 4.973684210526316, 1.5263157894736843, 1.2307692307692308, 2.923076923076923]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.689285714285714, 1.6607142857142858, 1.9210526315789473, 4.057971014492753]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.4705882352941178, 2.5384615384615383, 3.090909090909091]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.742574257425743, 1.3564356435643565, 2.2903225806451615, 5.9411764705882355]","[1, 0, 5.419354838709678, 1.5376344086021505, 2.6666666666666665, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.560975609756097, 1.829268292682927, 1.9090909090909092, 0.9111111111111111]","[0, 0, 5.244604316546763, 1.553956834532374, 1.3888888888888888, 1.1031746031746033]","[0, 0, 6.803149606299213, 1.795275590551181, 1.6875, 1.1441441441441442]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 0, 5.510204081632653, 1.2857142857142858, 3.1538461538461537, 0.6805555555555555]"
105,2018-08-04,20180804NCHH0,"[1, 0, 4.014577259475218, 1.1807580174927115, 3.869565217391304, 5.444444444444445]","[0, 0, 4.108695652173913, 1.3695652173913042, 2.2, 2.1904761904761907]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.2661290322580645, 1.2338709677419355, 3.3636363636363638, 1.087719298245614]","[0, 0, 4.973684210526316, 1.5263157894736843, 1.2307692307692308, 2.923076923076923]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 4.354838709677419, 1.3548387096774193, 2.111111111111111, 1.4761904761904763]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.493103448275861, 1.603448275862069, 2.026315789473684, 4.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.4705882352941178, 2.5384615384615383, 3.090909090909091]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.742574257425743, 1.3564356435643565, 2.2903225806451615, 5.9411764705882355]","[0, 0, 5.419354838709678, 1.5376344086021505, 2.6666666666666665, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.258823529411766, 1.835294117647059, 2.090909090909091, 0.9139784946236559]","[0, 1, 5.0979020979020975, 1.5314685314685315, 1.5, 1.1085271317829457]","[0, 0, 6.803149606299213, 1.795275590551181, 1.6875, 1.1441441441441442]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 5.294117647058823, 1.2647058823529411, 3.230769230769231, 0.6938775510204082]"
106,2018-08-05,20180805NCHH0,"[0, 0, 4.014577259475218, 1.1807580174927115, 3.869565217391304, 5.444444444444445]","[1, 0, 3.9272727272727272, 1.390909090909091, 1.8461538461538463, 2.444444444444444]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.4015748031496065, 1.2519685039370079, 3.0833333333333335, 1.0854700854700856]","[0, 0, 4.973684210526316, 1.5263157894736843, 1.2307692307692308, 2.923076923076923]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 1, 5.161764705882352, 1.5441176470588234, 1.6153846153846154, 1.5111111111111113]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.455479452054795, 1.6232876712328768, 1.925, 3.893333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.4705882352941178, 2.5384615384615383, 3.090909090909091]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.742574257425743, 1.3564356435643565, 2.2903225806451615, 5.9411764705882355]","[0, 0, 5.419354838709678, 1.5376344086021505, 2.6666666666666665, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.162790697674419, 1.8488372093023255, 2.090909090909091, 0.8958333333333334]","[0, 1, 5.027586206896552, 1.5310344827586206, 1.5, 1.0984848484848486]","[0, 0, 6.803149606299213, 1.795275590551181, 1.6875, 1.1441441441441442]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 5.4, 1.2857142857142858, 2.8666666666666667, 0.7]"
107,2018-08-07,20180807KTNC0,"[0, 0, 4.014577259475218, 1.1807580174927115, 3.869565217391304, 5.444444444444445]","[0, 0, 3.9272727272727272, 1.390909090909091, 1.8461538461538463, 2.444444444444444]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 1, 3.3230769230769233, 1.223076923076923, 3.1666666666666665, 1.0833333333333335]","[0, 0, 4.973684210526316, 1.5263157894736843, 1.2307692307692308, 2.923076923076923]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 1, 5.785714285714286, 1.5857142857142859, 1.6153846153846154, 1.4583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.455479452054795, 1.6232876712328768, 1.925, 3.893333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.75, 1.5267857142857142, 2.3125, 3.111111111111111]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.742574257425743, 1.3564356435643565, 2.2903225806451615, 5.9411764705882355]","[0, 0, 5.419354838709678, 1.5376344086021505, 2.6666666666666665, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.887640449438202, 1.8202247191011236, 2.090909090909091, 0.898989898989899]","[0, 1, 4.993150684931506, 1.541095890410959, 1.5, 1.0814814814814815]","[0, 0, 6.803149606299213, 1.795275590551181, 1.6875, 1.1441441441441442]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 5.5, 1.3055555555555556, 2.75, 0.7058823529411765]"
108,2018-08-08,20180808KTNC0,"[0, 0, 4.014577259475218, 1.1807580174927115, 3.869565217391304, 5.444444444444445]","[0, 0, 3.9272727272727272, 1.390909090909091, 1.8461538461538463, 2.444444444444444]","[0, 0, 6.067415730337078, 1.7865168539325842, 1.2916666666666667, 1.7450980392156863]","[0, 0, 3.3230769230769233, 1.223076923076923, 3.1666666666666665, 1.0833333333333335]","[0, 0, 4.973684210526316, 1.5263157894736843, 1.2307692307692308, 2.923076923076923]","[0, 0, 8.048076923076923, 1.903846153846154, 0.8947368421052632, 1.9259259259259258]","[0, 0, 14.4, 3.0, 1.3333333333333333, 1.0]","[0, 0, 5.785714285714286, 1.5857142857142859, 1.6153846153846154, 1.4583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.6571428571428573, 1.375, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.455479452054795, 1.6232876712328768, 1.925, 3.893333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5267857142857142, 2.3125, 3.111111111111111]","[0, 0, 7.153846153846154, 1.8461538461538463, 1.3181818181818181, 3.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.875, 0.5714285714285714, 1.7777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.742574257425743, 1.3564356435643565, 2.2903225806451615, 5.9411764705882355]","[1, 0, 5.31, 1.53, 2.657142857142857, 5.2631578947368425]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.887640449438202, 1.8202247191011236, 2.090909090909091, 0.898989898989899]","[0, 1, 5.108108108108109, 1.5405405405405406, 1.5555555555555556, 1.0724637681159421]","[0, 0, 6.803149606299213, 1.795275590551181, 1.6875, 1.1441441441441442]","[0, 0, 4.5, 1.3333333333333333, 4.0, 0.8571428571428571]","[0, 0, 0.0, 0.75, 0.0, 0.6666666666666666]","[0, 1, 5.44954128440367, 1.2935779816513762, 2.8125, 0.6987179487179488]"
