,date,game_key,김대유,박종훈,서진용,최진호,정영일,신동훈,문승원,허건엽,이승진,박민호,김택형,봉민호,켈리,허웅,정동윤,김주한,남윤성,이원준,산체스,김정우,조성훈,최민준,이채호,채병용,임준혁,정재원,윤희상,신재웅,박정배,전유수,박희수,김광현,백인식,강지광,김태훈
56,2018-06-05,20180605SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.4423076923076923, 2.5555555555555554, 5.2]","[0, 1, 3.9886363636363638, 1.2272727272727273, 4.25, 1.1282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.682080924855491, 1.4219653179190752, 3.5, 5.242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.0, 2.0, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.4166666666666667, 4.142857142857143, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 3.09375, 0.96875, 11.8, 5.818181818181818]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.9333333333333333, 2.1666666666666665, 0.75]","[0, 1, 1.2857142857142856, 1.1904761904761905, 3.2, 0.9130434782608695]","[0, 0, 6.328125, 1.265625, 3.5, 0.9275362318840579]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.5033112582781456, 1.0728476821192052, 3.0714285714285716, 5.592592592592593]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.384615384615385, 1.4615384615384615, 2.6363636363636362, 2.4375]"
57,2018-06-06,20180606SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.4423076923076923, 2.5555555555555554, 5.2]","[0, 0, 3.9886363636363638, 1.2272727272727273, 4.25, 1.1282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.682080924855491, 1.4219653179190752, 3.5, 5.242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 0.9166666666666666, 2.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.4166666666666667, 4.142857142857143, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 3.09375, 0.96875, 11.8, 5.818181818181818]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 0.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.875, 2.3333333333333335, 0.7619047619047619]","[0, 0, 1.2857142857142856, 1.1904761904761905, 3.2, 0.9130434782608695]","[0, 1, 6.044776119402985, 1.2089552238805972, 3.5, 0.9305555555555555]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[1, 0, 2.556213017751479, 1.1183431952662721, 3.3333333333333335, 5.633333333333334]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.239669421487603, 1.4380165289256197, 2.6666666666666665, 2.372549019607843]"
58,2018-06-07,20180607SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.4423076923076923, 2.5555555555555554, 5.2]","[0, 0, 3.9886363636363638, 1.2272727272727273, 4.25, 1.1282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.682080924855491, 1.4219653179190752, 3.5, 5.242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 0.9166666666666666, 2.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.745454545454545, 1.3454545454545455, 4.785714285714286, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 3.09375, 0.96875, 11.8, 5.818181818181818]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.6153846153846154, 0.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 1.8235294117647058, 2.5, 0.7727272727272727]","[0, 0, 1.2857142857142856, 1.1904761904761905, 3.2, 0.9130434782608695]","[0, 0, 6.044776119402985, 1.2089552238805972, 3.5, 0.9305555555555555]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.556213017751479, 1.1183431952662721, 3.3333333333333335, 5.633333333333334]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.239669421487603, 1.4380165289256197, 2.6666666666666665, 2.372549019607843]"
59,2018-06-08,20180608SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.4423076923076923, 2.5555555555555554, 5.2]","[0, 1, 3.943820224719101, 1.2134831460674156, 4.375, 1.0987654320987654]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.682080924855491, 1.4219653179190752, 3.5, 5.242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.769230769230769, 0.9230769230769231, 2.0, 1.1818181818181819]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.745454545454545, 1.3454545454545455, 4.785714285714286, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[1, 0, 2.9571428571428573, 0.9857142857142858, 10.666666666666666, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.6153846153846154, 0.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.8235294117647058, 2.5, 0.7727272727272727]","[0, 0, 1.2857142857142856, 1.1904761904761905, 3.2, 0.9130434782608695]","[0, 0, 6.044776119402985, 1.2089552238805972, 3.5, 0.9305555555555555]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.556213017751479, 1.1183431952662721, 3.3333333333333335, 5.633333333333334]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.137096774193548, 1.4274193548387095, 2.75, 2.2962962962962963]"
60,2018-06-09,20180609SKHH0,"[0, 0, 0, 0, 0, 0]","[1, 0, 5.368421052631579, 1.4736842105263157, 2.6666666666666665, 5.181818181818182]","[0, 1, 4.064516129032258, 1.1935483870967742, 4.875, 1.1071428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.682080924855491, 1.4219653179190752, 3.5, 5.242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.769230769230769, 0.9230769230769231, 2.0, 1.1818181818181819]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.745454545454545, 1.3454545454545455, 4.785714285714286, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.9571428571428573, 0.9857142857142858, 10.666666666666666, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.6153846153846154, 0.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.8235294117647058, 2.5, 0.7727272727272727]","[0, 1, 1.2272727272727273, 1.1363636363636365, 3.6, 0.9166666666666666]","[0, 1, 5.785714285714286, 1.2, 3.5, 0.9333333333333332]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.556213017751479, 1.1183431952662721, 3.3333333333333335, 5.633333333333334]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.137096774193548, 1.4274193548387095, 2.75, 2.2962962962962963]"
61,2018-06-10,20180610SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.368421052631579, 1.4736842105263157, 2.6666666666666665, 5.181818181818182]","[0, 0, 4.064516129032258, 1.1935483870967742, 4.875, 1.1071428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.408163265306122, 1.3316326530612246, 3.6923076923076925, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 0.8571428571428571, 2.4, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.745454545454545, 1.3454545454545455, 4.785714285714286, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.9571428571428573, 0.9857142857142858, 10.666666666666666, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.6153846153846154, 0.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.8235294117647058, 2.5, 0.7727272727272727]","[0, 0, 1.2272727272727273, 1.1363636363636365, 3.6, 0.9166666666666666]","[0, 1, 5.547945205479452, 1.1506849315068495, 3.5, 0.9358974358974359]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.556213017751479, 1.1183431952662721, 3.3333333333333335, 5.633333333333334]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.039370078740157, 1.4409448818897637, 2.6153846153846154, 2.2280701754385968]"
62,2018-06-12,20180612SKHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.368421052631579, 1.4736842105263157, 2.6666666666666665, 5.181818181818182]","[0, 0, 4.064516129032258, 1.1935483870967742, 4.875, 1.1071428571428572]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.3316326530612246, 3.6923076923076925, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.8571428571428571, 2.4, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.745454545454545, 1.3454545454545455, 4.785714285714286, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.9571428571428573, 0.9857142857142858, 10.666666666666666, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.6153846153846154, 0.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.684210526315789, 1.631578947368421, 2.6666666666666665, 0.8260869565217391]","[0, 0, 1.2272727272727273, 1.1363636363636365, 3.6, 0.9166666666666666]","[0, 1, 5.328947368421053, 1.105263157894737, 3.8333333333333335, 0.9382716049382716]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[1, 0, 2.641304347826087, 1.141304347826087, 3.533333333333333, 5.575757575757576]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.4210526315789473, 2.923076923076923, 2.216666666666667]"
63,2018-06-13,20180613SKHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.368421052631579, 1.4736842105263157, 2.6666666666666665, 5.181818181818182]","[0, 1, 3.818181818181818, 1.1515151515151516, 5.25, 1.1379310344827587]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 2.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.3316326530612246, 3.6923076923076925, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.8571428571428571, 2.4, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.868852459016393, 1.3934426229508197, 4.0588235294117645, 5.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 2.9571428571428573, 0.9857142857142858, 10.666666666666666, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.6153846153846154, 0.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.631578947368421, 2.6666666666666665, 0.8260869565217391]","[0, 1, 1.565217391304348, 1.2173913043478262, 3.1666666666666665, 0.92]","[0, 0, 5.328947368421053, 1.105263157894737, 3.8333333333333335, 0.9382716049382716]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.641304347826087, 1.141304347826087, 3.533333333333333, 5.575757575757576]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4210526315789473, 2.923076923076923, 2.216666666666667]"
64,2018-06-14,20180614SKHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.368421052631579, 1.4736842105263157, 2.6666666666666665, 5.181818181818182]","[0, 0, 3.818181818181818, 1.1515151515151516, 5.25, 1.1379310344827587]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.951219512195122, 1.3902439024390245, 1.25, 0.9761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.3316326530612246, 3.6923076923076925, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 0.8571428571428571, 2.4, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.868852459016393, 1.3934426229508197, 4.0588235294117645, 5.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[1, 0, 3.4955357142857144, 1.0848214285714286, 7.555555555555555, 5.743589743589744]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.6153846153846154, 0.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.631578947368421, 2.6666666666666665, 0.8260869565217391]","[0, 0, 1.565217391304348, 1.2173913043478262, 3.1666666666666665, 0.92]","[0, 0, 5.328947368421053, 1.105263157894737, 3.8333333333333335, 0.9382716049382716]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.641304347826087, 1.141304347826087, 3.533333333333333, 5.575757575757576]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.884892086330935, 1.4244604316546763, 2.857142857142857, 2.2063492063492065]"
65,2018-06-15,20180615LTSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 5.0, 1.4444444444444444, 2.5238095238095237, 5.25]","[0, 0, 3.818181818181818, 1.1515151515151516, 5.25, 1.1379310344827587]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.2954545454545454, 1.375, 0.9777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.3316326530612246, 3.6923076923076925, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.13953488372093, 0.9767441860465116, 2.0, 1.1025641025641026]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.868852459016393, 1.3934426229508197, 4.0588235294117645, 5.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 3.4955357142857144, 1.0848214285714286, 7.555555555555555, 5.743589743589744]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.631578947368421, 2.6666666666666665, 0.8260869565217391]","[0, 0, 1.565217391304348, 1.2173913043478262, 3.1666666666666665, 0.92]","[0, 0, 5.328947368421053, 1.105263157894737, 3.8333333333333335, 0.9382716049382716]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.641304347826087, 1.141304347826087, 3.533333333333333, 5.575757575757576]","[0, 0, 10.125, 1.875, 1.6, 0.7272727272727273]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.802816901408451, 1.4577464788732393, 2.8, 2.151515151515152]"
66,2018-06-16,20180616LTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.4444444444444444, 2.5238095238095237, 5.25]","[0, 1, 3.8571428571428568, 1.1428571428571428, 5.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.2954545454545454, 1.375, 0.9777777777777777]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.478672985781991, 1.3649289099526067, 3.466666666666667, 5.41025641025641]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.13953488372093, 0.9767441860465116, 2.0, 1.1025641025641026]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.868852459016393, 1.3934426229508197, 4.0588235294117645, 5.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.5, 0, 0.6666666666666666]","[0, 0, 3.4955357142857144, 1.0848214285714286, 7.555555555555555, 5.743589743589744]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.631578947368421, 2.6666666666666665, 0.8260869565217391]","[0, 0, 1.565217391304348, 1.2173913043478262, 3.1666666666666665, 0.92]","[0, 0, 5.328947368421053, 1.105263157894737, 3.8333333333333335, 0.9382716049382716]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.641304347826087, 1.141304347826087, 3.533333333333333, 5.575757575757576]","[0, 1, 12.959999999999999, 2.28, 1.3333333333333333, 0.6944444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.802816901408451, 1.4577464788732393, 2.8, 2.151515151515152]"
67,2018-06-17,20180617LTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.4444444444444444, 2.5238095238095237, 5.25]","[0, 0, 3.8571428571428568, 1.1428571428571428, 5.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.2954545454545454, 1.375, 0.9777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.478672985781991, 1.3649289099526067, 3.466666666666667, 5.41025641025641]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.0666666666666667, 1.7142857142857142, 1.0714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.868852459016393, 1.3934426229508197, 4.0588235294117645, 5.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 3.4955357142857144, 1.0848214285714286, 7.555555555555555, 5.743589743589744]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 1.0]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.631578947368421, 2.6666666666666665, 0.8260869565217391]","[0, 1, 1.5, 1.2916666666666667, 2.5, 0.9230769230769231]","[0, 1, 5.126582278481013, 1.1012658227848102, 3.4285714285714284, 0.9404761904761905]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.641304347826087, 1.141304347826087, 3.533333333333333, 5.575757575757576]","[0, 0, 12.959999999999999, 2.28, 1.3333333333333333, 0.6944444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.802816901408451, 1.4577464788732393, 2.8, 2.151515151515152]"
68,2018-06-19,20180619SKSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.4444444444444444, 2.5238095238095237, 5.25]","[0, 0, 3.8571428571428568, 1.1428571428571428, 5.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.5333333333333334, 1.2222222222222223, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.478672985781991, 1.3649289099526067, 3.466666666666667, 5.41025641025641]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0666666666666667, 1.7142857142857142, 1.0714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.701492537313433, 1.3432835820895523, 3.65, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 1, 9.0, 2.0, 1, 1.0]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 3.4955357142857144, 1.0848214285714286, 7.555555555555555, 5.743589743589744]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.631578947368421, 2.6666666666666665, 0.8260869565217391]","[0, 0, 1.5, 1.2916666666666667, 2.5, 0.9230769230769231]","[0, 0, 5.126582278481013, 1.1012658227848102, 3.4285714285714284, 0.9404761904761905]","[0, 0, 7.59375, 1.59375, 2.6666666666666665, 1.1851851851851851]","[0, 0, 1.588235294117647, 1.5, 2.1666666666666665, 1.0303030303030303]","[0, 0, 2.641304347826087, 1.141304347826087, 3.533333333333333, 5.575757575757576]","[0, 0, 12.959999999999999, 2.28, 1.3333333333333333, 0.6944444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.802816901408451, 1.4577464788732393, 2.8, 2.151515151515152]"
