,date,game_key,김대유,박종훈,서진용,최진호,정영일,신동훈,문승원,허건엽,이승진,박민호,김택형,봉민호,켈리,허웅,정동윤,김주한,남윤성,이원준,산체스,김정우,조성훈,최민준,이채호,채병용,임준혁,정재원,윤희상,신재웅,박정배,전유수,박희수,김광현,백인식,강지광,김태훈
80,2018-07-06,20180706HHSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.593360995850623, 1.3817427385892116, 2.5384615384615383, 5.355555555555555]","[0, 0, 3.8571428571428568, 1.1428571428571428, 5.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.8500000000000005, 1.5, 1.3333333333333333, 0.9523809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.758196721311475, 1.389344262295082, 3.2777777777777777, 5.422222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.0952380952380953, 1.8571428571428572, 1.3125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.233480176211454, 1.4405286343612334, 3.111111111111111, 5.404761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 1.6875, 1.3125, 2.0, 1.3333333333333333]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 3.304195804195804, 1.06993006993007, 4.368421052631579, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.0434782608695652, 6.0, 1.277777777777778]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.631578947368421, 2.6666666666666665, 0.8260869565217391]","[0, 0, 1.2272727272727273, 1.1931818181818181, 2.4, 0.9462365591397849]","[0, 0, 4.8, 1.1, 4.142857142857143, 0.9375]","[0, 0, 6.942857142857142, 1.6285714285714286, 2.25, 1.1666666666666665]","[0, 0, 1.1739130434782608, 1.3695652173913042, 1.875, 1.0222222222222224]","[0, 0, 2.479591836734694, 1.086734693877551, 3.6666666666666665, 5.444444444444444]","[0, 0, 10.945945945945947, 1.8648648648648647, 1.5714285714285714, 0.7708333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.306748466257669, 1.4723926380368098, 3.125, 1.8735632183908046]"
81,2018-07-07,20180707HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.593360995850623, 1.3817427385892116, 2.5384615384615383, 5.355555555555555]","[0, 0, 3.8571428571428568, 1.1428571428571428, 5.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.5714285714285714, 1.3333333333333333, 0.9545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.758196721311475, 1.389344262295082, 3.2777777777777777, 5.422222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.0952380952380953, 1.8571428571428572, 1.3125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.179591836734693, 1.420408163265306, 3.1379310344827585, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 1.6875, 1.3125, 2.0, 1.3333333333333333]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 3.304195804195804, 1.06993006993007, 4.368421052631579, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.0434782608695652, 6.0, 1.277777777777778]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.631578947368421, 2.6666666666666665, 0.8260869565217391]","[0, 1, 1.7802197802197803, 1.2857142857142858, 2.0833333333333335, 0.9479166666666666]","[0, 0, 4.8, 1.1, 4.142857142857143, 0.9375]","[0, 1, 5.926829268292683, 1.4634146341463414, 2.75, 1.2424242424242424]","[0, 1, 1.1020408163265305, 1.2857142857142858, 2.0, 1.0208333333333333]","[0, 0, 2.479591836734694, 1.086734693877551, 3.6666666666666665, 5.444444444444444]","[0, 0, 10.945945945945947, 1.8648648648648647, 1.5714285714285714, 0.7708333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.306748466257669, 1.4723926380368098, 3.125, 1.8735632183908046]"
82,2018-07-08,20180708HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.593360995850623, 1.3817427385892116, 2.5384615384615383, 5.355555555555555]","[0, 0, 3.8571428571428568, 1.1428571428571428, 5.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.5714285714285714, 1.3333333333333333, 0.9545454545454546]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.655172413793104, 1.3908045977011494, 3.473684210526316, 5.4375]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.0952380952380953, 1.8571428571428572, 1.3125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.179591836734693, 1.420408163265306, 3.1379310344827585, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 1.6875, 1.3125, 2.0, 1.3333333333333333]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 3.304195804195804, 1.06993006993007, 4.368421052631579, 5.958333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 0.9230769230769231, 8.0, 1.238095238095238]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.684210526315789, 1.631578947368421, 2.6666666666666665, 0.8260869565217391]","[0, 0, 1.7802197802197803, 1.2857142857142858, 2.0833333333333335, 0.9479166666666666]","[0, 0, 4.8, 1.1, 4.142857142857143, 0.9375]","[0, 0, 5.926829268292683, 1.4634146341463414, 2.75, 1.2424242424242424]","[0, 0, 1.1020408163265305, 1.2857142857142858, 2.0, 1.0208333333333333]","[0, 0, 2.479591836734694, 1.086734693877551, 3.6666666666666665, 5.444444444444444]","[0, 0, 10.945945945945947, 1.8648648648648647, 1.5714285714285714, 0.7708333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.280487804878049, 1.4634146341463414, 3.1875, 1.8222222222222222]"
83,2018-07-10,20180710SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.593360995850623, 1.3817427385892116, 2.5384615384615383, 5.355555555555555]","[0, 0, 3.8571428571428568, 1.1428571428571428, 5.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.5714285714285714, 1.3333333333333333, 0.9545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.3908045977011494, 3.473684210526316, 5.4375]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.0952380952380953, 1.8571428571428572, 1.3125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.179591836734693, 1.420408163265306, 3.1379310344827585, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 1.6875, 1.3125, 2.0, 1.3333333333333333]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[1, 0, 3.4086378737541527, 1.0963455149501662, 4.0476190476190474, 5.901960784313725]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 0.9230769230769231, 8.0, 1.238095238095238]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.7, 2.6666666666666665, 0.8333333333333334]","[0, 0, 1.7802197802197803, 1.2857142857142858, 2.0833333333333335, 0.9479166666666666]","[0, 0, 4.8, 1.1, 4.142857142857143, 0.9375]","[0, 0, 5.926829268292683, 1.4634146341463414, 2.75, 1.2424242424242424]","[0, 1, 1.0384615384615385, 1.2692307692307694, 1.7777777777777777, 1.0196078431372548]","[0, 0, 2.479591836734694, 1.086734693877551, 3.6666666666666665, 5.444444444444444]","[0, 1, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.129411764705883, 1.4294117647058824, 3.3125, 1.8279569892473118]"
84,2018-07-11,20180711SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.593360995850623, 1.3817427385892116, 2.5384615384615383, 5.355555555555555]","[0, 0, 3.8571428571428568, 1.1428571428571428, 5.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7272727272727275, 1.5454545454545454, 1.4166666666666667, 0.9565217391304348]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.3908045977011494, 3.473684210526316, 5.4375]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.0952380952380953, 1.8571428571428572, 1.3125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.179591836734693, 1.420408163265306, 3.1379310344827585, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 1.6875, 1.3125, 2.0, 1.3333333333333333]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 3.4086378737541527, 1.0963455149501662, 4.0476190476190474, 5.901960784313725]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 0.9230769230769231, 8.0, 1.238095238095238]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7, 2.6666666666666665, 0.8333333333333334]","[0, 0, 1.7802197802197803, 1.2857142857142858, 2.0833333333333335, 0.9479166666666666]","[0, 0, 4.8, 1.1, 4.142857142857143, 0.9375]","[0, 0, 5.926829268292683, 1.4634146341463414, 2.75, 1.2424242424242424]","[0, 1, 0.9818181818181818, 1.2545454545454546, 1.7777777777777777, 1.0185185185185184]","[1, 0, 2.7259615384615383, 1.0961538461538463, 4.066666666666666, 5.333333333333333]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.129411764705883, 1.4294117647058824, 3.3125, 1.8279569892473118]"
85,2018-07-12,20180712SKLG0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.193181818181818, 1.3068181818181819, 2.769230769230769, 5.5]","[0, 1, 4.584905660377358, 1.2452830188679245, 4.5, 1.1397849462365592]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.478260869565218, 1.4782608695652173, 1.5833333333333333, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.3908045977011494, 3.473684210526316, 5.4375]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.0952380952380953, 1.8571428571428572, 1.3125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.179591836734693, 1.420408163265306, 3.1379310344827585, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 1.6875, 1.3125, 2.0, 1.3333333333333333]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 3.4086378737541527, 1.0963455149501662, 4.0476190476190474, 5.901960784313725]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.655172413793104, 1.1379310344827587, 4.0, 1.2083333333333333]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7, 2.6666666666666665, 0.8333333333333334]","[0, 1, 1.7234042553191489, 1.2446808510638299, 2.1666666666666665, 0.9494949494949495]","[0, 0, 4.8, 1.1, 4.142857142857143, 0.9375]","[0, 0, 5.926829268292683, 1.4634146341463414, 2.75, 1.2424242424242424]","[0, 0, 0.9818181818181818, 1.2545454545454546, 1.7777777777777777, 1.0185185185185184]","[0, 0, 2.7259615384615383, 1.0961538461538463, 4.066666666666666, 5.333333333333333]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.03448275862069, 1.396551724137931, 3.4375, 1.8125]"
86,2018-07-17,20180717NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.193181818181818, 1.3068181818181819, 2.769230769230769, 5.5]","[0, 1, 4.75, 1.3055555555555556, 4.090909090909091, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.478260869565218, 1.4782608695652173, 1.5833333333333333, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.741935483870968, 1.3655913978494623, 3.5, 5.470588235294118]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.0952380952380953, 1.8571428571428572, 1.3125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.179591836734693, 1.420408163265306, 3.1379310344827585, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 1.6875, 1.3125, 2.0, 1.3333333333333333]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 3.4086378737541527, 1.0963455149501662, 4.0476190476190474, 5.901960784313725]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.655172413793104, 1.1379310344827587, 4.0, 1.2083333333333333]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7, 2.6666666666666665, 0.8333333333333334]","[0, 0, 1.7234042553191489, 1.2446808510638299, 2.1666666666666665, 0.9494949494949495]","[0, 0, 4.8, 1.1, 4.142857142857143, 0.9375]","[0, 1, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 1, 0.9310344827586207, 1.1896551724137931, 1.8888888888888888, 1.0175438596491226]","[0, 0, 2.7259615384615383, 1.0961538461538463, 4.066666666666666, 5.333333333333333]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8360655737704916, 1.3278688524590163, 3.75, 1.8484848484848484]"
87,2018-07-18,20180718NCSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 4.351648351648352, 1.3296703296703296, 2.4, 5.352941176470588]","[0, 0, 4.75, 1.3055555555555556, 4.090909090909091, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.478260869565218, 1.4782608695652173, 1.5833333333333333, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.741935483870968, 1.3655913978494623, 3.5, 5.470588235294118]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.0952380952380953, 1.8571428571428572, 1.3125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.179591836734693, 1.420408163265306, 3.1379310344827585, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 1.6875, 1.3125, 2.0, 1.3333333333333333]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 3.4086378737541527, 1.0963455149501662, 4.0476190476190474, 5.901960784313725]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.161290322580645, 2.6666666666666665, 1.1481481481481481]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.428571428571428, 1.619047619047619, 2.8333333333333335, 0.84]","[0, 0, 1.7234042553191489, 1.2446808510638299, 2.1666666666666665, 0.9494949494949495]","[0, 0, 4.8, 1.1, 4.142857142857143, 0.9375]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 0, 0.9310344827586207, 1.1896551724137931, 1.8888888888888888, 1.0175438596491226]","[0, 0, 2.7259615384615383, 1.0961538461538463, 4.066666666666666, 5.333333333333333]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8360655737704916, 1.3278688524590163, 3.75, 1.8484848484848484]"
88,2018-07-19,20180719NCSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.351648351648352, 1.3296703296703296, 2.4, 5.352941176470588]","[0, 0, 4.75, 1.3055555555555556, 4.090909090909091, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.323943661971831, 1.5211267605633803, 1.4615384615384615, 0.9466666666666668]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.741935483870968, 1.3655913978494623, 3.5, 5.470588235294118]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.0952380952380953, 1.8571428571428572, 1.3125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.179591836734693, 1.420408163265306, 3.1379310344827585, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 1.6875, 1.3125, 2.0, 1.3333333333333333]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[1, 0, 3.417721518987342, 1.1107594936708862, 4.0, 5.851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.161290322580645, 2.6666666666666665, 1.1481481481481481]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.619047619047619, 2.8333333333333335, 0.84]","[0, 1, 1.6701030927835052, 1.2061855670103092, 2.25, 0.9509803921568628]","[0, 0, 4.8, 1.1, 4.142857142857143, 0.9375]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 0, 0.9310344827586207, 1.1896551724137931, 1.8888888888888888, 1.0175438596491226]","[0, 0, 2.7259615384615383, 1.0961538461538463, 4.066666666666666, 5.333333333333333]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8360655737704916, 1.3278688524590163, 3.75, 1.8484848484848484]"
89,2018-07-20,20180720SKLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.351648351648352, 1.3296703296703296, 2.4, 5.352941176470588]","[0, 0, 4.75, 1.3055555555555556, 4.090909090909091, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.323943661971831, 1.5211267605633803, 1.4615384615384615, 0.9466666666666668]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.741935483870968, 1.3655913978494623, 3.5, 5.470588235294118]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.0952380952380953, 1.8571428571428572, 1.3125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.172413793103448, 1.4137931034482758, 3.032258064516129, 5.4375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 1.6875, 1.3125, 2.0, 1.3333333333333333]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 3.417721518987342, 1.1107594936708862, 4.0, 5.851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.161290322580645, 2.6666666666666665, 1.1481481481481481]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.619047619047619, 2.8333333333333335, 0.84]","[0, 1, 1.6199999999999999, 1.17, 2.4166666666666665, 0.9523809523809524]","[0, 0, 4.8, 1.1, 4.142857142857143, 0.9375]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 0, 0.9310344827586207, 1.1896551724137931, 1.8888888888888888, 1.0175438596491226]","[0, 0, 2.7259615384615383, 1.0961538461538463, 4.066666666666666, 5.333333333333333]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.714285714285714, 1.3174603174603174, 3.9375, 1.8529411764705883]"
90,2018-07-21,20180721SKLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.351648351648352, 1.3296703296703296, 2.4, 5.352941176470588]","[0, 1, 5.108108108108109, 1.3243243243243243, 3.8333333333333335, 1.121212121212121]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.108108108108109, 1.5, 1.3571428571428572, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.741935483870968, 1.3655913978494623, 3.5, 5.470588235294118]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.0952380952380953, 1.8571428571428572, 1.3125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.172413793103448, 1.4137931034482758, 3.032258064516129, 5.4375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 1.6875, 1.3125, 2.0, 1.3333333333333333]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 3.417721518987342, 1.1107594936708862, 4.0, 5.851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.090909090909091, 1.0909090909090908, 2.6666666666666665, 1.1]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.869565217391304, 1.4782608695652173, 3.1666666666666665, 0.8846153846153846]","[0, 0, 1.6199999999999999, 1.17, 2.4166666666666665, 0.9523809523809524]","[0, 0, 4.8, 1.1, 4.142857142857143, 0.9375]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 1, 0.8852459016393444, 1.180327868852459, 2.0, 1.0166666666666666]","[1, 0, 2.8672566371681416, 1.1283185840707965, 3.7058823529411766, 5.3809523809523805]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.714285714285714, 1.3174603174603174, 3.9375, 1.8529411764705883]"
91,2018-07-22,20180722SKLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.351648351648352, 1.3296703296703296, 2.4, 5.352941176470588]","[0, 1, 5.351351351351352, 1.3783783783783783, 3.5384615384615383, 1.088235294117647]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.108108108108109, 1.5, 1.3571428571428572, 0.9487179487179488]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.731958762886598, 1.4123711340206186, 3.130434782608696, 5.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4285714285714284, 1.1904761904761905, 1.4444444444444444, 1.2352941176470589]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.172413793103448, 1.4137931034482758, 3.032258064516129, 5.4375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.0, 1.0, 0.8333333333333334]","[0, 0, 1.6875, 1.3125, 2.0, 1.3333333333333333]","[0, 0, 27.0, 3.5999999999999996, 0, 0.8333333333333334]","[0, 0, 3.417721518987342, 1.1107594936708862, 4.0, 5.851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.0909090909090908, 2.6666666666666665, 1.1]","[0, 0, 6.75, 1.875, 1.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.4782608695652173, 3.1666666666666665, 0.8846153846153846]","[0, 0, 1.6199999999999999, 1.17, 2.4166666666666665, 0.9523809523809524]","[0, 0, 4.8, 1.1, 4.142857142857143, 0.9375]","[0, 0, 6.27906976744186, 1.5348837209302324, 3.0, 1.1944444444444444]","[0, 1, 1.265625, 1.21875, 2.0, 1.0158730158730158]","[0, 0, 2.8672566371681416, 1.1283185840707965, 3.7058823529411766, 5.3809523809523805]","[0, 0, 9.878048780487804, 1.7560975609756098, 1.5, 0.8039215686274509]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.714285714285714, 1.3174603174603174, 3.9375, 1.8529411764705883]"
