,date,game_key,김대유,박종훈,문광은,이정담,서진용,정영일,임치영,문승원,허건엽,김정빈,이건욱,김택형,박세웅,켈리,허웅,김찬호,정동윤,김주한,다이아몬드,남윤성,이원준,채병용,임준혁,윤희상,신재웅,박정배,전유수,박희수,김광현,백인식,김태훈
79,2017-07-04,20170704HTSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.403361344537815, 1.3991596638655464, 1.6571428571428573, 5.288888888888889]","[0, 0, 4.743243243243244, 1.2567567567567568, 2.7, 1.0724637681159421]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.142857142857142, 1.5714285714285714, 2.2142857142857144, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.197478991596639, 1.4873949579831933, 1.8148148148148149, 5.666666666666666]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.2163009404388716, 1.2695924764890283, 4.44, 6.645833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.4571428571428573, 1.4210526315789473, 1.3725490196078431]","[0, 0, 3.5702479338842976, 1.3884297520661155, 1.1538461538461537, 5.041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.2727272727272725, 1.5454545454545454, 1.9230769230769231, 1.2692307692307692]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.834061135371179, 1.2314410480349345, 3.2941176470588234, 5.871794871794871]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 0, 2.8421052631578947, 1.0263157894736843, 1.9166666666666667, 1.2258064516129032]","[0, 1, 5.4, 2.0, 1.3636363636363635, 1.0]","[0, 0, 4.029850746268656, 1.5223880597014927, 1.6666666666666667, 0.8933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
80,2017-07-05,20170705HTSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.403361344537815, 1.3991596638655464, 1.6571428571428573, 5.288888888888889]","[0, 1, 5.328947368421053, 1.3421052631578947, 2.8, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.5714285714285714, 2.2142857142857144, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.197478991596639, 1.4873949579831933, 1.8148148148148149, 5.666666666666666]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2163009404388716, 1.2695924764890283, 4.44, 6.645833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.170212765957447, 1.4893617021276595, 1.35, 1.3428571428571427]","[1, 0, 3.9705882352941178, 1.477941176470588, 1.0666666666666667, 5.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.834061135371179, 1.2314410480349345, 3.2941176470588234, 5.871794871794871]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 1, 2.817391304347826, 1.017391304347826, 2.0, 1.1979166666666667]","[0, 0, 5.4, 2.0, 1.3636363636363635, 1.0]","[0, 1, 3.8571428571428568, 1.4571428571428573, 1.6666666666666667, 0.8974358974358974]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
81,2017-07-06,20170706HTSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.403361344537815, 1.3991596638655464, 1.6571428571428573, 5.288888888888889]","[0, 1, 6.493670886075949, 1.4430379746835444, 2.9, 1.0533333333333332]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.8, 1.5, 2.4, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.482213438735179, 1.5177865612648223, 1.75, 5.622222222222222]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2163009404388716, 1.2695924764890283, 4.44, 6.645833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.213793103448276, 1.4689655172413791, 1.35, 1.3425925925925926]","[0, 0, 3.9705882352941178, 1.477941176470588, 1.0666666666666667, 5.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[0, 0, 4.834061135371179, 1.2314410480349345, 3.2941176470588234, 5.871794871794871]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 0, 2.817391304347826, 1.017391304347826, 2.0, 1.1979166666666667]","[0, 0, 5.4, 2.0, 1.3636363636363635, 1.0]","[0, 1, 4.438356164383562, 1.4383561643835616, 1.8888888888888888, 0.9012345679012346]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
82,2017-07-07,20170707SKLT0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.403361344537815, 1.3991596638655464, 1.6571428571428573, 5.288888888888889]","[0, 0, 6.493670886075949, 1.4430379746835444, 2.9, 1.0533333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.5, 2.4, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.482213438735179, 1.5177865612648223, 1.75, 5.622222222222222]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2163009404388716, 1.2695924764890283, 4.44, 6.645833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.213793103448276, 1.4689655172413791, 1.35, 1.3425925925925926]","[0, 0, 3.9705882352941178, 1.477941176470588, 1.0666666666666667, 5.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 5.8500000000000005, 1.95, 0.9230769230769231, 1.1111111111111112]","[1, 0, 4.643999999999999, 1.1880000000000002, 3.6470588235294117, 5.952380952380952]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 1, 2.9250000000000003, 1.05, 2.0, 1.2121212121212122]","[0, 1, 4.909090909090909, 1.8545454545454547, 1.6363636363636365, 1.1458333333333333]","[0, 0, 4.438356164383562, 1.4383561643835616, 1.8888888888888888, 0.9012345679012346]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
83,2017-07-08,20170708SKLT0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[1, 0, 3.7649402390438245, 1.4581673306772907, 1.564102564102564, 5.229166666666667]","[0, 1, 6.585365853658536, 1.4634146341463414, 2.9, 1.0512820512820513]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.5, 2.4, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.482213438735179, 1.5177865612648223, 1.75, 5.622222222222222]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2163009404388716, 1.2695924764890283, 4.44, 6.645833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.326530612244898, 1.489795918367347, 1.2857142857142858, 1.3243243243243243]","[0, 0, 3.9705882352941178, 1.477941176470588, 1.0666666666666667, 5.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 1, 5.318181818181818, 1.8636363636363635, 0.9285714285714286, 1.1578947368421053]","[0, 0, 4.643999999999999, 1.1880000000000002, 3.6470588235294117, 5.952380952380952]","[0, 0, 0.0, 0.5, 6.0, 1.0]","[0, 0, 2.9250000000000003, 1.05, 2.0, 1.2121212121212122]","[0, 0, 4.909090909090909, 1.8545454545454547, 1.6363636363636365, 1.1458333333333333]","[0, 1, 4.32, 1.48, 1.8, 0.8928571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
84,2017-07-09,20170709SKLT0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.7649402390438245, 1.4581673306772907, 1.564102564102564, 5.229166666666667]","[0, 0, 6.585365853658536, 1.4634146341463414, 2.9, 1.0512820512820513]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.5, 2.4, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.482213438735179, 1.5177865612648223, 1.75, 5.622222222222222]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9046153846153846, 1.3292307692307692, 4.3076923076923075, 6.372549019607843]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.326530612244898, 1.530612244897959, 1.173913043478261, 1.2894736842105263]","[0, 0, 3.9705882352941178, 1.477941176470588, 1.0666666666666667, 5.037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 5.318181818181818, 1.8636363636363635, 0.9285714285714286, 1.1578947368421053]","[0, 0, 4.643999999999999, 1.1880000000000002, 3.6470588235294117, 5.952380952380952]","[0, 1, 3.8571428571428568, 1.0, 3.5, 1.0]","[0, 0, 2.9250000000000003, 1.05, 2.0, 1.2121212121212122]","[0, 0, 4.909090909090909, 1.8545454545454547, 1.6363636363636365, 1.1458333333333333]","[0, 0, 4.32, 1.48, 1.8, 0.8928571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
85,2017-07-11,20170711LGSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.7649402390438245, 1.4581673306772907, 1.564102564102564, 5.229166666666667]","[0, 0, 6.585365853658536, 1.4634146341463414, 2.9, 1.0512820512820513]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.043956043956044, 1.5494505494505495, 2.4, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.482213438735179, 1.5177865612648223, 1.75, 5.622222222222222]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9046153846153846, 1.3292307692307692, 4.3076923076923075, 6.372549019607843]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.326530612244898, 1.530612244897959, 1.173913043478261, 1.2894736842105263]","[1, 0, 4.743243243243244, 1.6216216216216215, 1.0, 4.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 5.318181818181818, 1.8636363636363635, 0.9285714285714286, 1.1578947368421053]","[0, 0, 4.643999999999999, 1.1880000000000002, 3.6470588235294117, 5.952380952380952]","[0, 0, 3.8571428571428568, 1.0, 3.5, 1.0]","[0, 0, 2.9250000000000003, 1.05, 2.0, 1.2121212121212122]","[0, 0, 4.909090909090909, 1.8545454545454547, 1.6363636363636365, 1.1458333333333333]","[0, 0, 4.32, 1.48, 1.8, 0.8928571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
86,2017-07-12,20170712LGSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.7649402390438245, 1.4581673306772907, 1.564102564102564, 5.229166666666667]","[0, 1, 7.220930232558139, 1.5, 3.3, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.882978723404255, 1.5, 2.533333333333333, 1.0804597701149425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.36764705882353, 1.5, 1.53125, 5.666666666666667]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9046153846153846, 1.3292307692307692, 4.3076923076923075, 6.372549019607843]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.151315789473684, 1.5, 1.1666666666666667, 1.2991452991452992]","[0, 0, 4.743243243243244, 1.6216216216216215, 1.0, 4.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 1, 5.014285714285714, 1.842857142857143, 0.9333333333333333, 1.1666666666666665]","[0, 0, 4.643999999999999, 1.1880000000000002, 3.6470588235294117, 5.952380952380952]","[0, 0, 3.8571428571428568, 1.0, 3.5, 1.0]","[0, 1, 2.7421875, 1.0078125, 1.9285714285714286, 1.2549019607843137]","[0, 1, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 4.32, 1.48, 1.8, 0.8928571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
87,2017-07-13,20170713LGSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.7649402390438245, 1.4581673306772907, 1.564102564102564, 5.229166666666667]","[0, 0, 7.220930232558139, 1.5, 3.3, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.882978723404255, 1.5, 2.533333333333333, 1.0804597701149425]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.36764705882353, 1.5, 1.53125, 5.666666666666667]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9046153846153846, 1.3292307692307692, 4.3076923076923075, 6.372549019607843]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 2.0, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.151315789473684, 1.5, 1.1666666666666667, 1.2991452991452992]","[0, 0, 4.743243243243244, 1.6216216216216215, 1.0, 4.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 5.014285714285714, 1.842857142857143, 0.9333333333333333, 1.1666666666666665]","[1, 0, 4.686792452830188, 1.2226415094339624, 3.3, 5.888888888888888]","[0, 1, 3.375, 1.25, 2.6666666666666665, 1.0]","[0, 0, 2.7421875, 1.0078125, 1.9285714285714286, 1.2549019607843137]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 4.32, 1.52, 1.8, 0.8620689655172413]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
88,2017-07-18,20170718OBSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.7649402390438245, 1.4581673306772907, 1.564102564102564, 5.229166666666667]","[0, 0, 7.220930232558139, 1.5, 3.3, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.831578947368421, 1.5157894736842106, 2.375, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.36764705882353, 1.5, 1.53125, 5.666666666666667]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9046153846153846, 1.3292307692307692, 4.3076923076923075, 6.372549019607843]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.151315789473684, 1.5, 1.1666666666666667, 1.2991452991452992]","[1, 0, 4.238372093023256, 1.5, 1.105263157894737, 5.212121212121212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 5.014285714285714, 1.842857142857143, 0.9333333333333333, 1.1666666666666665]","[0, 0, 4.686792452830188, 1.2226415094339624, 3.3, 5.888888888888888]","[0, 0, 3.375, 1.25, 2.6666666666666665, 1.0]","[0, 1, 2.953125, 1.078125, 1.6875, 1.219047619047619]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 4.32, 1.52, 1.8, 0.8620689655172413]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
89,2017-07-19,20170719OBSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.7649402390438245, 1.4581673306772907, 1.564102564102564, 5.229166666666667]","[0, 0, 7.220930232558139, 1.5, 3.3, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.831578947368421, 1.5157894736842106, 2.375, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.36764705882353, 1.5, 1.53125, 5.666666666666667]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 1, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6889534883720927, 1.3255813953488371, 4.333333333333333, 6.37037037037037]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.987261146496815, 1.4904458598726114, 1.12, 1.3083333333333333]","[0, 0, 4.238372093023256, 1.5, 1.105263157894737, 5.212121212121212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 1, 4.808219178082192, 1.808219178082192, 0.875, 1.1587301587301586]","[0, 0, 4.686792452830188, 1.2226415094339624, 3.3, 5.888888888888888]","[0, 0, 3.375, 1.25, 2.6666666666666665, 1.0]","[0, 0, 2.953125, 1.078125, 1.6875, 1.219047619047619]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 4.32, 1.52, 1.8, 0.8620689655172413]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
90,2017-07-20,20170720OBSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[1, 0, 3.8426966292134828, 1.449438202247191, 1.5116279069767442, 5.235294117647059]","[0, 0, 7.220930232558139, 1.5, 3.3, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.831578947368421, 1.5157894736842106, 2.375, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.36764705882353, 1.5, 1.53125, 5.666666666666667]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 1, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6889534883720927, 1.3255813953488371, 4.333333333333333, 6.37037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.6666666666666665, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.987261146496815, 1.4904458598726114, 1.12, 1.3083333333333333]","[0, 0, 4.238372093023256, 1.5, 1.105263157894737, 5.212121212121212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 4.808219178082192, 1.808219178082192, 0.875, 1.1587301587301586]","[0, 0, 4.686792452830188, 1.2226415094339624, 3.3, 5.888888888888888]","[0, 1, 3.0, 1.1111111111111112, 3.0, 1.0]","[0, 0, 2.953125, 1.078125, 1.6875, 1.219047619047619]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 4.153846153846154, 1.4615384615384615, 1.8, 0.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
91,2017-07-21,20170721SKNC0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.8426966292134828, 1.449438202247191, 1.5116279069767442, 5.235294117647059]","[0, 0, 7.220930232558139, 1.5, 3.3, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.563380281690141, 1.5, 1.65625, 5.568627450980393]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6889534883720927, 1.3255813953488371, 4.333333333333333, 6.37037037037037]","[0, 0, 0, 0, 0, 0]","[0, 1, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.987261146496815, 1.4904458598726114, 1.12, 1.3083333333333333]","[0, 0, 4.238372093023256, 1.5, 1.105263157894737, 5.212121212121212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 1, 4.68, 1.8, 0.9375, 1.1363636363636365]","[0, 0, 4.686792452830188, 1.2226415094339624, 3.3, 5.888888888888888]","[0, 1, 4.21875, 1.125, 4.0, 1.0666666666666667]","[0, 0, 2.953125, 1.078125, 1.6875, 1.219047619047619]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8, 0.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
92,2017-07-22,20170722SKNC0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.8426966292134828, 1.449438202247191, 1.5116279069767442, 5.235294117647059]","[0, 0, 7.220930232558139, 1.5, 3.3, 1.0617283950617284]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.5, 1.65625, 5.568627450980393]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6889534883720927, 1.3255813953488371, 4.333333333333333, 6.37037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 1, 0, 0, 0, 0]","[0, 0, 4.987261146496815, 1.4904458598726114, 1.12, 1.3083333333333333]","[0, 0, 4.238372093023256, 1.5, 1.105263157894737, 5.212121212121212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 1, 4.5, 1.8461538461538463, 1.0, 1.1304347826086956]","[1, 0, 4.917857142857143, 1.2857142857142858, 3.1904761904761907, 5.833333333333333]","[0, 0, 4.21875, 1.125, 4.0, 1.0666666666666667]","[0, 0, 2.953125, 1.078125, 1.6875, 1.219047619047619]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.8, 0.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
