,date,game_key,김대유,박종훈,문광은,이정담,서진용,정영일,임치영,문승원,허건엽,김정빈,이건욱,김택형,박세웅,켈리,허웅,김찬호,정동윤,김주한,다이아몬드,남윤성,이원준,채병용,임준혁,윤희상,신재웅,박정배,전유수,박희수,김광현,백인식,김태훈
93,2017-07-23,20170723SKNC0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.8426966292134828, 1.449438202247191, 1.5116279069767442, 5.235294117647059]","[0, 1, 8.162790697674419, 1.6395348837209303, 3.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.5, 1.65625, 5.568627450980393]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6889534883720927, 1.3255813953488371, 4.333333333333333, 6.37037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.9245283018867925, 1.490566037735849, 1.2, 1.2926829268292683]","[1, 0, 4.175257731958763, 1.4381443298969072, 1.1578947368421053, 5.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 4.5, 1.8461538461538463, 1.0, 1.1304347826086956]","[0, 0, 4.917857142857143, 1.2857142857142858, 3.1904761904761907, 5.833333333333333]","[0, 0, 4.21875, 1.125, 4.0, 1.0666666666666667]","[0, 1, 3.3230769230769233, 1.1076923076923075, 1.6875, 1.2037037037037037]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 5.468354430379747, 1.5949367088607596, 1.9, 0.8494623655913978]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.683673469387755, 1.8673469387755104, 1.6875, 2.1777777777777776]"
94,2017-07-25,20170725SKHT0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 3.8426966292134828, 1.449438202247191, 1.5116279069767442, 5.235294117647059]","[0, 0, 8.162790697674419, 1.6395348837209303, 3.0, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.5, 1.65625, 5.568627450980393]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.550684931506849, 1.3150684931506849, 3.967741935483871, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.803680981595092, 1.4723926380368098, 1.24, 1.2936507936507937]","[0, 0, 4.175257731958763, 1.4381443298969072, 1.1578947368421053, 5.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 4.5, 1.8461538461538463, 1.0, 1.1304347826086956]","[0, 0, 4.917857142857143, 1.2857142857142858, 3.1904761904761907, 5.833333333333333]","[0, 0, 4.21875, 1.125, 4.0, 1.0666666666666667]","[0, 0, 3.3230769230769233, 1.1076923076923075, 1.6875, 1.2037037037037037]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 5.2682926829268295, 1.6097560975609757, 1.7272727272727273, 0.8541666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.766990291262136, 1.9514563106796114, 1.7058823529411764, 2.1458333333333335]"
95,2017-07-26,20170726SKHT0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[1, 0, 4.117021276595745, 1.4148936170212767, 1.558139534883721, 5.222222222222222]","[0, 1, 7.887640449438202, 1.5842696629213482, 3.090909090909091, 1.0229885057471264]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.563380281690141, 1.5, 1.65625, 5.568627450980393]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.550684931506849, 1.3150684931506849, 3.967741935483871, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.850299401197605, 1.473053892215569, 1.2692307692307692, 1.2945736434108526]","[0, 0, 4.175257731958763, 1.4381443298969072, 1.1578947368421053, 5.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 4.5, 1.8461538461538463, 1.0, 1.1304347826086956]","[0, 0, 4.917857142857143, 1.2857142857142858, 3.1904761904761907, 5.833333333333333]","[0, 1, 3.8571428571428568, 1.1142857142857143, 3.0, 1.0606060606060606]","[0, 1, 3.1532846715328464, 1.094890510948905, 1.7647058823529411, 1.234234234234234]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 5.464285714285714, 1.6428571428571428, 1.8181818181818181, 0.8484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.766990291262136, 1.9514563106796114, 1.7058823529411764, 2.1458333333333335]"
96,2017-07-27,20170727SKHT0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 4.117021276595745, 1.4148936170212767, 1.558139534883721, 5.222222222222222]","[0, 0, 7.887640449438202, 1.5842696629213482, 3.090909090909091, 1.0229885057471264]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.213793103448276, 1.5827586206896551, 1.4722222222222223, 5.37037037037037]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.550684931506849, 1.3150684931506849, 3.967741935483871, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 1, 0.0, 1.5, 0.0, 2.0]","[0, 0, 4.850299401197605, 1.473053892215569, 1.2692307692307692, 1.2945736434108526]","[0, 0, 4.175257731958763, 1.4381443298969072, 1.1578947368421053, 5.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 1, 5.0, 1.8518518518518519, 1.0, 1.125]","[0, 0, 4.917857142857143, 1.2857142857142858, 3.1904761904761907, 5.833333333333333]","[0, 0, 3.8571428571428568, 1.1142857142857143, 3.0, 1.0606060606060606]","[0, 0, 3.1532846715328464, 1.094890510948905, 1.7647058823529411, 1.234234234234234]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 5.464285714285714, 1.6428571428571428, 1.8181818181818181, 0.8484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.766990291262136, 1.9514563106796114, 1.7058823529411764, 2.1458333333333335]"
97,2017-07-28,20170728LTSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 4.117021276595745, 1.4148936170212767, 1.558139534883721, 5.222222222222222]","[0, 0, 7.887640449438202, 1.5842696629213482, 3.090909090909091, 1.0229885057471264]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.213793103448276, 1.5827586206896551, 1.4722222222222223, 5.37037037037037]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.550684931506849, 1.3150684931506849, 3.967741935483871, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 1, 4.764705882352941, 1.4823529411764707, 1.2962962962962963, 1.2878787878787878]","[0, 0, 4.175257731958763, 1.4381443298969072, 1.1578947368421053, 5.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 5.0, 1.8518518518518519, 1.0, 1.125]","[1, 0, 5.033898305084746, 1.352542372881356, 2.9583333333333335, 5.784313725490196]","[0, 1, 3.552631578947368, 1.1842105263157896, 3.25, 1.0555555555555556]","[0, 1, 3.020979020979021, 1.048951048951049, 1.7647058823529411, 1.2543859649122806]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 5.464285714285714, 1.6428571428571428, 1.8181818181818181, 0.8484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.697247706422019, 1.8990825688073394, 1.8235294117647058, 2.1372549019607843]"
98,2017-07-29,20170729LTSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 4.117021276595745, 1.4148936170212767, 1.558139534883721, 5.222222222222222]","[0, 0, 7.887640449438202, 1.5842696629213482, 3.090909090909091, 1.0229885057471264]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.213793103448276, 1.5827586206896551, 1.4722222222222223, 5.37037037037037]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.550684931506849, 1.3150684931506849, 3.967741935483871, 6.4035087719298245]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 0, 4.764705882352941, 1.4823529411764707, 1.2962962962962963, 1.2878787878787878]","[1, 0, 5.104477611940299, 1.5223880597014925, 1.1, 5.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 5.0, 1.8518518518518519, 1.0, 1.125]","[0, 0, 5.033898305084746, 1.352542372881356, 2.9583333333333335, 5.784313725490196]","[0, 1, 3.292682926829268, 1.0975609756097562, 3.25, 1.0512820512820513]","[0, 1, 2.958904109589041, 1.0273972602739727, 1.8235294117647058, 1.2478632478632479]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 5.464285714285714, 1.6428571428571428, 1.8181818181818181, 0.8484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.697247706422019, 1.8990825688073394, 1.8235294117647058, 2.1372549019607843]"
99,2017-07-30,20170730LTSK0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 4.117021276595745, 1.4148936170212767, 1.558139534883721, 5.222222222222222]","[0, 1, 7.923913043478262, 1.5652173913043477, 3.1818181818181817, 1.0222222222222224]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.213793103448276, 1.5827586206896551, 1.4722222222222223, 5.37037037037037]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.836842105263158, 1.3657894736842104, 3.7058823529411766, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 1, 4.682080924855491, 1.4913294797687862, 1.3214285714285714, 1.2814814814814814]","[0, 0, 5.104477611940299, 1.5223880597014925, 1.1, 5.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 5.0, 1.8518518518518519, 1.0, 1.125]","[0, 0, 5.033898305084746, 1.352542372881356, 2.9583333333333335, 5.784313725490196]","[0, 0, 3.292682926829268, 1.0975609756097562, 3.25, 1.0512820512820513]","[0, 0, 2.958904109589041, 1.0273972602739727, 1.8235294117647058, 1.2478632478632479]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 5.7176470588235295, 1.7294117647058824, 1.5384615384615385, 0.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.697247706422019, 1.8990825688073394, 1.8235294117647058, 2.1372549019607843]"
100,2017-08-01,20170801SKWO0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[1, 0, 4.454545454545454, 1.4343434343434343, 1.5333333333333334, 5.2105263157894735]","[0, 1, 7.673684210526316, 1.5473684210526315, 2.9166666666666665, 1.021505376344086]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.213793103448276, 1.5827586206896551, 1.4722222222222223, 5.37037037037037]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.836842105263158, 1.3657894736842104, 3.7058823529411766, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 0, 4.682080924855491, 1.4913294797687862, 1.3214285714285714, 1.2814814814814814]","[0, 0, 5.104477611940299, 1.5223880597014925, 1.1, 5.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 1, 4.821428571428571, 1.8571428571428572, 1.0555555555555556, 1.12]","[0, 0, 5.033898305084746, 1.352542372881356, 2.9583333333333335, 5.784313725490196]","[0, 0, 3.292682926829268, 1.0975609756097562, 3.25, 1.0512820512820513]","[0, 0, 2.958904109589041, 1.0273972602739727, 1.8235294117647058, 1.2478632478632479]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 5.7176470588235295, 1.7294117647058824, 1.5384615384615385, 0.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.697247706422019, 1.8990825688073394, 1.8235294117647058, 2.1372549019607843]"
101,2017-08-02,20170802SKWO0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 4.454545454545454, 1.4343434343434343, 1.5333333333333334, 5.2105263157894735]","[0, 0, 7.673684210526316, 1.5473684210526315, 2.9166666666666665, 1.021505376344086]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.435064935064935, 1.5876623376623376, 1.4473684210526316, 5.4035087719298245]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.836842105263158, 1.3657894736842104, 3.7058823529411766, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 1, 4.682080924855491, 1.5086705202312138, 1.3214285714285714, 1.2536231884057971]","[0, 0, 5.104477611940299, 1.5223880597014925, 1.1, 5.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 4.821428571428571, 1.8571428571428572, 1.0555555555555556, 1.12]","[0, 0, 5.033898305084746, 1.352542372881356, 2.9583333333333335, 5.784313725490196]","[0, 1, 3.068181818181818, 1.090909090909091, 3.25, 1.0476190476190477]","[0, 1, 2.8800000000000003, 1.0, 1.9411764705882353, 1.25]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 5.7176470588235295, 1.7294117647058824, 1.5384615384615385, 0.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.697247706422019, 1.8990825688073394, 1.8235294117647058, 2.1372549019607843]"
102,2017-08-03,20170803SKWO0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 4.454545454545454, 1.4343434343434343, 1.5333333333333334, 5.2105263157894735]","[0, 0, 7.673684210526316, 1.5473684210526315, 2.9166666666666665, 1.021505376344086]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.435064935064935, 1.5876623376623376, 1.4473684210526316, 5.4035087719298245]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.836842105263158, 1.3657894736842104, 3.7058823529411766, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 0, 4.682080924855491, 1.5086705202312138, 1.3214285714285714, 1.2536231884057971]","[0, 0, 5.104477611940299, 1.5223880597014925, 1.1, 5.153846153846154]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 1, 4.655172413793104, 1.896551724137931, 1.0, 1.1153846153846154]","[1, 0, 5.312903225806451, 1.4129032258064518, 2.88, 5.7407407407407405]","[0, 0, 3.068181818181818, 1.090909090909091, 3.25, 1.0476190476190477]","[0, 0, 2.8800000000000003, 1.0, 1.9411764705882353, 1.25]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 6.352941176470588, 1.7647058823529413, 1.4285714285714286, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
103,2017-08-04,20170804SKKT0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 4.454545454545454, 1.4343434343434343, 1.5333333333333334, 5.2105263157894735]","[0, 1, 7.515463917525773, 1.5154639175257731, 2.9166666666666665, 1.0104166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.435064935064935, 1.5876623376623376, 1.4473684210526316, 5.4035087719298245]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.836842105263158, 1.3657894736842104, 3.7058823529411766, 6.333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 1, 4.602272727272727, 1.5, 1.3103448275862069, 1.24822695035461]","[1, 0, 4.764705882352941, 1.506787330316742, 1.0909090909090908, 5.261904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 4.655172413793104, 1.896551724137931, 1.0, 1.1153846153846154]","[0, 0, 5.312903225806451, 1.4129032258064518, 2.88, 5.7407407407407405]","[0, 0, 3.068181818181818, 1.090909090909091, 3.25, 1.0476190476190477]","[0, 1, 2.8609271523178808, 1.033112582781457, 1.9411764705882353, 1.2276422764227644]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 6.352941176470588, 1.7647058823529413, 1.4285714285714286, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
104,2017-08-05,20170805SKKT0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[0, 0, 4.454545454545454, 1.4343434343434343, 1.5333333333333334, 5.2105263157894735]","[0, 0, 7.515463917525773, 1.5154639175257731, 2.9166666666666665, 1.0104166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 1, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.435064935064935, 1.5876623376623376, 1.4473684210526316, 5.4035087719298245]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.675742574257426, 1.306930693069307, 4.0, 6.412698412698412]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 1, 4.525139664804469, 1.4748603351955307, 1.3793103448275863, 1.2430555555555556]","[0, 0, 4.764705882352941, 1.506787330316742, 1.0909090909090908, 5.261904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 0, 4.655172413793104, 1.896551724137931, 1.0, 1.1153846153846154]","[0, 0, 5.312903225806451, 1.4129032258064518, 2.88, 5.7407407407407405]","[0, 0, 3.068181818181818, 1.090909090909091, 3.25, 1.0476190476190477]","[0, 0, 2.8609271523178808, 1.033112582781457, 1.9411764705882353, 1.2276422764227644]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 0, 6.352941176470588, 1.7647058823529413, 1.4285714285714286, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
105,2017-08-06,20170806SKKT0,"[0, 0, 3.8571428571428568, 1.2857142857142856, 3, 1.1666666666666667]","[1, 0, 4.485623003194888, 1.4376996805111821, 1.565217391304348, 5.216666666666667]","[0, 0, 7.515463917525773, 1.5154639175257731, 2.9166666666666665, 1.0104166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.959183673469388, 1.5612244897959184, 2.2222222222222223, 1.053763440860215]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.435064935064935, 1.5876623376623376, 1.4473684210526316, 5.4035087719298245]","[0, 0, 3.5217391304347827, 1.5652173913043477, 3.0, 1.0952380952380953]","[0, 0, 9.0, 3.0, 0.5, 1.0]","[0, 0, 18.0, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.675742574257426, 1.306930693069307, 4.0, 6.412698412698412]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.5999999999999996, 1.25, 0.8333333333333334]","[0, 0, 0.0, 1.5, 0.0, 2.0]","[0, 0, 4.525139664804469, 1.4748603351955307, 1.3793103448275863, 1.2430555555555556]","[0, 0, 4.764705882352941, 1.506787330316742, 1.0909090909090908, 5.261904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.088235294117647, 1.5294117647058822, 2.0, 1.2592592592592593]","[0, 1, 5.1, 1.9, 1.0526315789473684, 1.1111111111111112]","[0, 0, 5.312903225806451, 1.4129032258064518, 2.88, 5.7407407407407405]","[0, 0, 3.068181818181818, 1.090909090909091, 3.25, 1.0476190476190477]","[0, 1, 2.9612903225806453, 1.0451612903225806, 1.9411764705882353, 1.23015873015873]","[0, 0, 5.491525423728814, 1.983050847457627, 1.4615384615384615, 1.1568627450980393]","[0, 1, 6.136363636363636, 1.7727272727272727, 1.4666666666666666, 0.8148148148148148]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.8749999999999998, 1.8823529411764706, 2.0740740740740744]"
