,date,game_key,임기준,심동섭,홍건희,한승혁,박지훈,김윤동,김종훈,임기영,이민우,문경찬,김명찬,김현준,헥터,정동현,남재현,유승철,팻딘,박진태,정윤환,김광수,배힘찬,고효준,김진우,윤석민,곽정철,김세현,한기주,손영민,박경태,양현종,정용운,임창용,최영필
81,2017-07-08,20170708HTKT0,"[0, 0, 2.25, 2.25, 0.5, 4.0]","[0, 0, 6.12, 1.72, 2.6363636363636362, 0.8064516129032258]","[0, 0, 9.0, 2.1739130434782608, 1.9, 1.7692307692307692]","[0, 0, 6.67741935483871, 1.7096774193548387, 2.1333333333333333, 1.1071428571428572]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 4.628571428571429, 1.5, 1.2666666666666666, 1.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.066326530612245, 1.1326530612244898, 4.111111111111111, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9235668789808917, 1.2420382165605095, 4.611111111111111, 6.977777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.146428571428571, 1.4785714285714286, 3.0434782608695654, 6.222222222222222]","[0, 1, 7.363636363636363, 1.7272727272727273, 1.7142857142857142, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.5666666666666667, 1.6875, 1.1111111111111112]","[0, 0, 6.2727272727272725, 1.7272727272727273, 0.8888888888888888, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[1, 0, 3.9624573378839587, 1.4129692832764504, 3.95, 6.104166666666667]","[0, 0, 3.09375, 1.28125, 0.7894736842105263, 2.4615384615384617]","[0, 0, 5.2388059701492535, 1.791044776119403, 2.2142857142857144, 0.8271604938271605]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
82,2017-07-11,20170711NCHT0,"[0, 0, 2.25, 2.25, 0.5, 4.0]","[0, 0, 6.12, 1.72, 2.6363636363636362, 0.8064516129032258]","[0, 0, 9.0, 2.1739130434782608, 1.9, 1.7692307692307692]","[0, 0, 6.67741935483871, 1.7096774193548387, 2.1333333333333333, 1.1071428571428572]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.531468531468532, 1.4685314685314685, 1.3333333333333333, 1.2882882882882882]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8161434977578474, 1.0896860986547086, 4.0, 6.194444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.0903614457831323, 1.2740963855421685, 4.2, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.146428571428571, 1.4785714285714286, 3.0434782608695654, 6.222222222222222]","[0, 1, 6.75, 1.5833333333333333, 1.8571428571428572, 1.8461538461538463]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.747252747252747, 1.5494505494505495, 1.6875, 1.0833333333333333]","[0, 0, 6.2727272727272725, 1.7272727272727273, 0.8888888888888888, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.9624573378839587, 1.4129692832764504, 3.95, 6.104166666666667]","[0, 0, 3.09375, 1.28125, 0.7894736842105263, 2.4615384615384617]","[0, 0, 5.2388059701492535, 1.791044776119403, 2.2142857142857144, 0.8271604938271605]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
83,2017-07-12,20170712NCHT0,"[0, 0, 2.25, 2.25, 0.5, 4.0]","[0, 0, 6.12, 1.72, 2.6363636363636362, 0.8064516129032258]","[0, 0, 9.0, 2.1739130434782608, 1.9, 1.7692307692307692]","[0, 1, 6.148514851485149, 1.6336633663366338, 2.235294117647059, 1.160919540229885]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 4.531468531468532, 1.4685314685314685, 1.3333333333333333, 1.2882882882882882]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8161434977578474, 1.0896860986547086, 4.0, 6.194444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0903614457831323, 1.2740963855421685, 4.2, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.764705882352941, 1.5363321799307958, 3.130434782608696, 6.020833333333333]","[0, 1, 6.657534246575342, 1.5616438356164384, 1.8571428571428572, 1.738095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.747252747252747, 1.5494505494505495, 1.6875, 1.0833333333333333]","[0, 0, 6.2727272727272725, 1.7272727272727273, 0.8888888888888888, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.9624573378839587, 1.4129692832764504, 3.95, 6.104166666666667]","[0, 1, 3.3451327433628317, 1.2743362831858407, 0.8636363636363636, 2.6904761904761902]","[0, 1, 4.875, 1.7083333333333333, 2.357142857142857, 0.8571428571428571]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
84,2017-07-13,20170713NCHT0,"[0, 0, 2.25, 2.25, 0.5, 4.0]","[0, 0, 6.12, 1.72, 2.6363636363636362, 0.8064516129032258]","[0, 0, 9.0, 2.1739130434782608, 1.9, 1.7692307692307692]","[0, 0, 6.148514851485149, 1.6336633663366338, 2.235294117647059, 1.160919540229885]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.5, 1.4791666666666667, 1.2903225806451613, 1.263157894736842]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7685589519650655, 1.1004366812227075, 4.0, 5.871794871794871]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0903614457831323, 1.2740963855421685, 4.2, 6.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.5363321799307958, 3.130434782608696, 6.020833333333333]","[0, 0, 6.657534246575342, 1.5616438356164384, 1.8571428571428572, 1.738095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.747252747252747, 1.5494505494505495, 1.6875, 1.0833333333333333]","[0, 0, 6.2727272727272725, 1.7272727272727273, 0.8888888888888888, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[1, 0, 3.993569131832797, 1.427652733118971, 4.15, 6.098039215686275]","[0, 0, 3.3451327433628317, 1.2743362831858407, 0.8636363636363636, 2.6904761904761902]","[0, 0, 4.875, 1.7083333333333333, 2.357142857142857, 0.8571428571428571]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
85,2017-07-18,20170718HTWO0,"[0, 0, 2.25, 2.25, 0.5, 4.0]","[0, 0, 6.12, 1.72, 2.6363636363636362, 0.8064516129032258]","[0, 0, 9.0, 2.1739130434782608, 1.9, 1.7692307692307692]","[0, 0, 6.148514851485149, 1.6336633663366338, 2.235294117647059, 1.160919540229885]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.408163265306122, 1.4489795918367347, 1.2903225806451613, 1.2564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7685589519650655, 1.1004366812227075, 4.0, 5.871794871794871]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.162857142857143, 1.3028571428571427, 3.782608695652174, 6.862745098039216]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.5363321799307958, 3.130434782608696, 6.020833333333333]","[0, 0, 6.657534246575342, 1.5616438356164384, 1.8571428571428572, 1.738095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.989130434782608, 1.5652173913043477, 1.6875, 1.0574712643678161]","[0, 0, 6.2727272727272725, 1.7272727272727273, 0.8888888888888888, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.993569131832797, 1.427652733118971, 4.15, 6.098039215686275]","[0, 0, 3.3451327433628317, 1.2743362831858407, 0.8636363636363636, 2.6904761904761902]","[0, 1, 4.68, 1.72, 2.2666666666666666, 0.8620689655172413]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
86,2017-07-19,20170719HTWO0,"[0, 1, 3.2399999999999998, 1.7999999999999998, 0.6, 4.166666666666667]","[0, 0, 6.12, 1.72, 2.6363636363636362, 0.8064516129032258]","[0, 0, 9.0, 2.1739130434782608, 1.9, 1.7692307692307692]","[0, 1, 6.230769230769231, 1.6730769230769231, 2.0, 1.1555555555555554]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 4.408163265306122, 1.4489795918367347, 1.2903225806451613, 1.2564102564102564]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.7234042553191489, 1.097872340425532, 4.0, 5.595238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.162857142857143, 1.3028571428571427, 3.782608695652174, 6.862745098039216]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.8762541806020065, 1.5551839464882942, 3.217391304347826, 5.862745098039216]","[0, 1, 6.9230769230769225, 1.6153846153846154, 1.75, 1.7333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.935483870967742, 1.6129032258064515, 1.6470588235294117, 1.0333333333333334]","[0, 0, 6.2727272727272725, 1.7272727272727273, 0.8888888888888888, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.993569131832797, 1.427652733118971, 4.15, 6.098039215686275]","[0, 0, 3.3451327433628317, 1.2743362831858407, 0.8636363636363636, 2.6904761904761902]","[0, 0, 4.68, 1.72, 2.2666666666666666, 0.8620689655172413]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
87,2017-07-20,20170720HTWO0,"[0, 1, 3.2399999999999998, 1.92, 0.5, 2.777777777777778]","[0, 0, 6.12, 1.72, 2.6363636363636362, 0.8064516129032258]","[0, 0, 9.0, 2.1739130434782608, 1.9, 1.7692307692307692]","[0, 1, 6.428571428571428, 1.6857142857142857, 1.9047619047619047, 1.1290322580645162]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.411764705882353, 1.411764705882353, 1.2903225806451613, 1.275]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7234042553191489, 1.097872340425532, 4.0, 5.595238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.162857142857143, 1.3028571428571427, 3.782608695652174, 6.862745098039216]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8762541806020065, 1.5551839464882942, 3.217391304347826, 5.862745098039216]","[0, 1, 6.75, 1.65, 1.5555555555555556, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.882978723404255, 1.627659574468085, 1.6470588235294117, 1.010752688172043]","[0, 0, 6.2727272727272725, 1.7272727272727273, 0.8888888888888888, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.993569131832797, 1.427652733118971, 4.15, 6.098039215686275]","[1, 0, 3.098360655737705, 1.2049180327868854, 0.9565217391304348, 2.711111111111111]","[0, 0, 4.68, 1.72, 2.2666666666666666, 0.8620689655172413]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
88,2017-07-21,20170721LTHT0,"[0, 0, 3.2399999999999998, 1.92, 0.5, 2.777777777777778]","[0, 0, 6.12, 1.72, 2.6363636363636362, 0.8064516129032258]","[0, 0, 9.0, 2.1739130434782608, 1.9, 1.7692307692307692]","[0, 0, 6.428571428571428, 1.6857142857142857, 1.9047619047619047, 1.1290322580645162]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.272151898734178, 1.4240506329113924, 1.303030303030303, 1.2845528455284552]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7234042553191489, 1.097872340425532, 4.0, 5.595238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.162857142857143, 1.3028571428571427, 3.782608695652174, 6.862745098039216]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8762541806020065, 1.5551839464882942, 3.217391304347826, 5.862745098039216]","[0, 1, 6.428571428571428, 1.6071428571428572, 1.4, 1.6470588235294117]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.882978723404255, 1.627659574468085, 1.6470588235294117, 1.010752688172043]","[0, 1, 6.683168316831683, 1.7821782178217822, 0.8947368421052632, 3.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[1, 0, 3.8571428571428568, 1.3951367781155015, 4.380952380952381, 6.092592592592593]","[0, 0, 3.098360655737705, 1.2049180327868854, 0.9565217391304348, 2.711111111111111]","[0, 1, 4.558441558441558, 1.6753246753246753, 2.3333333333333335, 0.8555555555555556]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
89,2017-07-22,20170722LTHT0,"[0, 0, 3.2399999999999998, 1.92, 0.5, 2.777777777777778]","[0, 0, 6.12, 1.72, 2.6363636363636362, 0.8064516129032258]","[0, 0, 9.0, 2.1739130434782608, 1.9, 1.7692307692307692]","[0, 0, 6.428571428571428, 1.6857142857142857, 1.9047619047619047, 1.1290322580645162]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 4.272151898734178, 1.4240506329113924, 1.303030303030303, 1.2845528455284552]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7234042553191489, 1.097872340425532, 4.0, 5.595238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.162857142857143, 1.3028571428571427, 3.782608695652174, 6.862745098039216]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.859999999999999, 1.56, 3.125, 5.555555555555555]","[0, 0, 6.428571428571428, 1.6071428571428572, 1.4, 1.6470588235294117]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.882978723404255, 1.627659574468085, 1.6470588235294117, 1.010752688172043]","[0, 0, 6.683168316831683, 1.7821782178217822, 0.8947368421052632, 3.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.8571428571428568, 1.3951367781155015, 4.380952380952381, 6.092592592592593]","[0, 0, 3.098360655737705, 1.2049180327868854, 0.9565217391304348, 2.711111111111111]","[0, 1, 4.725, 1.6875, 2.3333333333333335, 0.8602150537634409]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
90,2017-07-23,20170723LTHT0,"[0, 0, 3.2399999999999998, 1.92, 0.5, 2.777777777777778]","[0, 0, 6.12, 1.72, 2.6363636363636362, 0.8064516129032258]","[0, 0, 9.0, 2.1739130434782608, 1.9, 1.7692307692307692]","[0, 0, 6.428571428571428, 1.6857142857142857, 1.9047619047619047, 1.1290322580645162]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.245283018867925, 1.4339622641509433, 1.2647058823529411, 1.2619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7234042553191489, 1.097872340425532, 4.0, 5.595238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 10, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.129380053908356, 1.2857142857142856, 3.4814814814814814, 6.87037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.56, 3.125, 5.555555555555555]","[0, 1, 6.27906976744186, 1.569767441860465, 1.4, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.882978723404255, 1.627659574468085, 1.6470588235294117, 1.010752688172043]","[0, 0, 6.683168316831683, 1.7821782178217822, 0.8947368421052632, 3.7407407407407405]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.8571428571428568, 1.3951367781155015, 4.380952380952381, 6.092592592592593]","[0, 0, 3.098360655737705, 1.2049180327868854, 0.9565217391304348, 2.711111111111111]","[0, 0, 4.725, 1.6875, 2.3333333333333335, 0.8602150537634409]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
91,2017-07-25,20170725SKHT0,"[0, 1, 3.0, 1.8888888888888888, 0.6666666666666666, 2.25]","[0, 0, 6.12, 1.72, 2.6363636363636362, 0.8064516129032258]","[0, 1, 9.0, 2.16, 2.0, 1.7857142857142858]","[0, 0, 6.428571428571428, 1.6857142857142857, 1.9047619047619047, 1.1290322580645162]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 4.141104294478527, 1.4171779141104295, 1.3235294117647058, 1.2635658914728682]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.9285714285714284, 1.1547619047619047, 3.5, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.129380053908356, 1.2857142857142856, 3.4814814814814814, 6.87037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.56, 3.125, 5.555555555555555]","[0, 1, 6.067415730337078, 1.550561797752809, 1.4, 1.5614035087719298]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.882978723404255, 1.627659574468085, 1.6470588235294117, 1.010752688172043]","[0, 1, 6.75, 1.8173076923076925, 0.95, 3.4666666666666663]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.8571428571428568, 1.3951367781155015, 4.380952380952381, 6.092592592592593]","[0, 0, 3.098360655737705, 1.2049180327868854, 0.9565217391304348, 2.711111111111111]","[0, 0, 4.725, 1.6875, 2.3333333333333335, 0.8602150537634409]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
92,2017-07-26,20170726SKHT0,"[0, 1, 2.892857142857143, 1.8214285714285714, 0.8333333333333334, 1.8666666666666667]","[0, 1, 5.810126582278481, 1.6329113924050633, 2.8181818181818183, 0.8229166666666666]","[0, 0, 9.0, 2.16, 2.0, 1.7857142857142858]","[0, 0, 6.428571428571428, 1.6857142857142857, 1.9047619047619047, 1.1290322580645162]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 4.141104294478527, 1.4171779141104295, 1.3235294117647058, 1.2635658914728682]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.1547619047619047, 3.5, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.129380053908356, 1.2857142857142856, 3.4814814814814814, 6.87037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.56, 3.125, 5.555555555555555]","[0, 1, 5.806451612903226, 1.5806451612903225, 1.25, 1.55]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.882978723404255, 1.627659574468085, 1.6470588235294117, 1.010752688172043]","[0, 0, 6.75, 1.8173076923076925, 0.95, 3.4666666666666663]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[0, 0, 3.8571428571428568, 1.3951367781155015, 4.380952380952381, 6.092592592592593]","[1, 0, 3.8283582089552235, 1.2985074626865671, 0.8888888888888888, 2.7916666666666665]","[0, 1, 4.879518072289157, 1.6987951807228916, 2.3125, 0.8645833333333334]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
93,2017-07-27,20170727SKHT0,"[0, 0, 2.892857142857143, 1.8214285714285714, 0.8333333333333334, 1.8666666666666667]","[0, 0, 5.810126582278481, 1.6329113924050633, 2.8181818181818183, 0.8229166666666666]","[0, 0, 9.0, 2.16, 2.0, 1.7857142857142858]","[0, 0, 6.428571428571428, 1.6857142857142857, 1.9047619047619047, 1.1290322580645162]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 4.141104294478527, 1.4171779141104295, 1.3235294117647058, 1.2635658914728682]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.1547619047619047, 3.5, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 1, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.129380053908356, 1.2857142857142856, 3.4814814814814814, 6.87037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 3.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.859999999999999, 1.56, 3.125, 5.555555555555555]","[0, 0, 5.806451612903226, 1.5806451612903225, 1.25, 1.55]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.679245283018867, 1.9245283018867922, 3.3333333333333335, 1.1041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.882978723404255, 1.627659574468085, 1.6470588235294117, 1.010752688172043]","[0, 0, 6.75, 1.8173076923076925, 0.95, 3.4666666666666663]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.076923076923077, 2.076923076923077, 4.0, 0.9285714285714286]","[0, 0, 9.0, 2.3333333333333335, 1.5, 1.5]","[1, 0, 3.8126801152737753, 1.4005763688760806, 3.96, 6.087719298245614]","[0, 0, 3.8283582089552235, 1.2985074626865671, 0.8888888888888888, 2.7916666666666665]","[0, 0, 4.879518072289157, 1.6987951807228916, 2.3125, 0.8645833333333334]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
