,date,game_key,임기준,심동섭,홍건희,한승혁,박지훈,김윤동,김종훈,임기영,이민우,문경찬,김명찬,김현준,헥터,정동현,남재현,유승철,팻딘,박진태,정윤환,김광수,배힘찬,고효준,김진우,윤석민,곽정철,김세현,한기주,손영민,박경태,양현종,정용운,임창용,최영필
53,2017-06-02,20170602HTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.023255813953488, 1.4651162790697674, 4.25, 0.7962962962962963]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 7.641509433962264, 2.0377358490566038, 1.6363636363636365, 0.9298245614035089]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 3.4105263157894736, 1.4210526315789473, 1.625, 1.3768115942028987]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8202247191011236, 1.095505617977528, 5.833333333333333, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.488479262672811, 1.1474654377880185, 4.333333333333333, 7.2333333333333325]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9482758620689657, 1.3448275862068966, 4.2, 6.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.965517241379311, 2.0689655172413794, 2.3333333333333335, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.09433962264151, 1.5849056603773584, 1.4, 1.0392156862745099]","[1, 0, 5.8965517241379315, 1.7241379310344827, 0.8235294117647058, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6373056994818653, 1.3056994818652852, 7.0, 6.433333333333333]","[0, 0, 2.076923076923077, 1.153846153846154, 1.5, 0.619047619047619]","[0, 0, 3.7241379310344827, 1.5517241379310345, 2.0833333333333335, 0.8787878787878788]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
54,2017-06-03,20170603HTSS0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.522727272727273, 1.5, 4.25, 0.7719298245614035]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 7.641509433962264, 2.0377358490566038, 1.6363636363636365, 0.9298245614035089]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 3.306122448979592, 1.3775510204081634, 1.6875, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8202247191011236, 1.095505617977528, 5.833333333333333, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.488479262672811, 1.1474654377880185, 4.333333333333333, 7.2333333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.09375, 1.359375, 4.2727272727272725, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.965517241379311, 2.0689655172413794, 2.3333333333333335, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.09433962264151, 1.5849056603773584, 1.4, 1.0392156862745099]","[0, 0, 5.8965517241379315, 1.7241379310344827, 0.8235294117647058, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6373056994818653, 1.3056994818652852, 7.0, 6.433333333333333]","[0, 0, 2.076923076923077, 1.153846153846154, 1.5, 0.619047619047619]","[0, 1, 3.6, 1.5, 2.25, 0.8695652173913043]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
55,2017-06-04,20170604HTSS0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.282608695652174, 1.5652173913043477, 3.8, 0.7666666666666667]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 7.641509433962264, 2.0377358490566038, 1.6363636363636365, 0.9298245614035089]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 3.306122448979592, 1.3775510204081634, 1.6875, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8202247191011236, 1.095505617977528, 5.833333333333333, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.488479262672811, 1.1474654377880185, 4.333333333333333, 7.2333333333333325]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.09375, 1.359375, 4.2727272727272725, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.064516129032258, 2.032258064516129, 2.3333333333333335, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.09433962264151, 1.5849056603773584, 1.4, 1.0392156862745099]","[0, 0, 5.8965517241379315, 1.7241379310344827, 0.8235294117647058, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6373056994818653, 1.3056994818652852, 7.0, 6.433333333333333]","[1, 0, 1.35, 0.8999999999999999, 2.0, 0.8333333333333334]","[0, 0, 3.6, 1.5, 2.25, 0.8695652173913043]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
56,2017-06-07,20170607HHHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.282608695652174, 1.5652173913043477, 3.8, 0.7666666666666667]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 7.641509433962264, 2.0377358490566038, 1.6363636363636365, 0.9298245614035089]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 3.306122448979592, 1.3775510204081634, 1.6875, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.066326530612245, 1.1326530612244898, 4.111111111111111, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.488479262672811, 1.1474654377880185, 4.333333333333333, 7.2333333333333325]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.09375, 1.359375, 4.2727272727272725, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.064516129032258, 2.032258064516129, 2.3333333333333335, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.09433962264151, 1.5849056603773584, 1.4, 1.0392156862745099]","[0, 0, 5.8965517241379315, 1.7241379310344827, 0.8235294117647058, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6373056994818653, 1.3056994818652852, 7.0, 6.433333333333333]","[0, 0, 1.35, 0.8999999999999999, 2.0, 0.8333333333333334]","[0, 0, 3.6, 1.5, 2.25, 0.8695652173913043]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
57,2017-06-08,20170608HHHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.1923076923076925, 1.6153846153846154, 4.0, 0.8253968253968254]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 7.641509433962264, 2.0377358490566038, 1.6363636363636365, 0.9298245614035089]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 3.6346153846153846, 1.3557692307692308, 1.8125, 1.3866666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.066326530612245, 1.1326530612244898, 4.111111111111111, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.288135593220339, 1.1567796610169492, 4.071428571428571, 7.151515151515152]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.09375, 1.359375, 4.2727272727272725, 6.4]","[0, 1, 19.285714285714285, 4.714285714285714, 2.0, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.064516129032258, 2.032258064516129, 2.3333333333333335, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.090909090909091, 1.5454545454545454, 1.6666666666666667, 1.2222222222222223]","[0, 0, 5.8965517241379315, 1.7241379310344827, 0.8235294117647058, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6373056994818653, 1.3056994818652852, 7.0, 6.433333333333333]","[0, 0, 1.35, 0.8999999999999999, 2.0, 0.8333333333333334]","[0, 0, 3.6, 1.5, 2.25, 0.8695652173913043]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
58,2017-06-09,20170609WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.0, 1.6111111111111112, 4.0, 0.8181818181818182]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 7.641509433962264, 2.0377358490566038, 1.6363636363636365, 0.9298245614035089]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 3.5327102803738315, 1.3177570093457944, 1.8125, 1.3717948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.066326530612245, 1.1326530612244898, 4.111111111111111, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.288135593220339, 1.1567796610169492, 4.071428571428571, 7.151515151515152]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.09375, 1.359375, 4.2727272727272725, 6.4]","[0, 0, 19.285714285714285, 4.714285714285714, 2.0, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.064516129032258, 2.032258064516129, 2.3333333333333335, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.5454545454545454, 1.6666666666666667, 1.2222222222222223]","[0, 1, 6.67741935483871, 1.8387096774193548, 0.8333333333333334, 4.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9346733668341707, 1.4020100502512565, 5.7, 6.03030303030303]","[0, 0, 1.35, 0.8999999999999999, 2.0, 0.8333333333333334]","[0, 1, 3.8571428571428568, 1.619047619047619, 2.230769230769231, 0.875]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
59,2017-06-10,20170610WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6111111111111112, 4.0, 0.8181818181818182]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 1, 7.081967213114755, 1.918032786885246, 1.8181818181818181, 1.0166666666666666]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 3.5327102803738315, 1.3177570093457944, 1.8125, 1.3717948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.066326530612245, 1.1326530612244898, 4.111111111111111, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.288135593220339, 1.1567796610169492, 4.071428571428571, 7.151515151515152]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.229665071770335, 1.3779904306220094, 3.8461538461538463, 6.333333333333334]","[0, 1, 20.25, 4.5, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.064516129032258, 2.032258064516129, 2.3333333333333335, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.5909090909090908, 1.6666666666666667, 1.1578947368421053]","[0, 0, 6.67741935483871, 1.8387096774193548, 0.8333333333333334, 4.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9346733668341707, 1.4020100502512565, 5.7, 6.03030303030303]","[0, 0, 1.35, 0.8999999999999999, 2.0, 0.8333333333333334]","[0, 0, 3.8571428571428568, 1.619047619047619, 2.230769230769231, 0.875]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
60,2017-06-11,20170611WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.0, 1.6666666666666667, 3.3333333333333335, 0.782608695652174]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 7.081967213114755, 1.918032786885246, 1.8181818181818181, 1.0166666666666666]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 3.467889908256881, 1.348623853211009, 1.8125, 1.345679012345679]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.066326530612245, 1.1326530612244898, 4.111111111111111, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.288135593220339, 1.1567796610169492, 4.071428571428571, 7.151515151515152]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.229665071770335, 1.3779904306220094, 3.8461538461538463, 6.333333333333334]","[0, 0, 20.25, 4.5, 2.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.064516129032258, 2.032258064516129, 2.3333333333333335, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5909090909090908, 1.6666666666666667, 1.1578947368421053]","[0, 0, 6.67741935483871, 1.8387096774193548, 0.8333333333333334, 4.428571428571429]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9346733668341707, 1.4020100502512565, 5.7, 6.03030303030303]","[1, 0, 2.3142857142857145, 1.1142857142857143, 0.7142857142857143, 1.2962962962962963]","[0, 0, 3.8571428571428568, 1.619047619047619, 2.230769230769231, 0.875]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
61,2017-06-13,20170613HTLT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.7368421052631575, 1.5789473684210527, 3.6666666666666665, 0.7916666666666666]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 1, 6.545454545454546, 1.8636363636363635, 1.8333333333333333, 1.0476190476190477]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 3.375, 1.3125, 1.8125, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.066326530612245, 1.1326530612244898, 4.111111111111111, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.288135593220339, 1.1567796610169492, 4.071428571428571, 7.151515151515152]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.229665071770335, 1.3779904306220094, 3.8461538461538463, 6.333333333333334]","[1, 0, 9.0, 2.1666666666666665, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.064516129032258, 2.032258064516129, 2.3333333333333335, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.2388059701492535, 1.6567164179104479, 1.75, 1.1166666666666667]","[0, 1, 6.2727272727272725, 1.7272727272727273, 0.8888888888888888, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.28125, 1.96875, 5.0, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9346733668341707, 1.4020100502512565, 5.7, 6.03030303030303]","[0, 0, 2.3142857142857145, 1.1142857142857143, 0.7142857142857143, 1.2962962962962963]","[0, 0, 3.8571428571428568, 1.619047619047619, 2.230769230769231, 0.875]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
62,2017-06-14,20170614HTLT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 5.033898305084746, 1.6271186440677965, 3.8333333333333335, 0.7866666666666667]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 6.545454545454546, 1.8636363636363635, 1.8333333333333333, 1.0476190476190477]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 3.2586206896551726, 1.3189655172413794, 1.7647058823529411, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.066326530612245, 1.1326530612244898, 4.111111111111111, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.3112840466926072, 1.1673151750972761, 4.066666666666666, 7.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.229665071770335, 1.3779904306220094, 3.8461538461538463, 6.333333333333334]","[0, 0, 9.0, 2.1666666666666665, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.064516129032258, 2.032258064516129, 2.3333333333333335, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.6567164179104479, 1.75, 1.1166666666666667]","[0, 0, 6.2727272727272725, 1.7272727272727273, 0.8888888888888888, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.636363636363637, 2.090909090909091, 2.5, 1.1]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9346733668341707, 1.4020100502512565, 5.7, 6.03030303030303]","[0, 0, 2.3142857142857145, 1.1142857142857143, 0.7142857142857143, 1.2962962962962963]","[0, 0, 3.8571428571428568, 1.619047619047619, 2.230769230769231, 0.875]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
63,2017-06-15,20170615HTLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.6271186440677965, 3.8333333333333335, 0.7866666666666667]","[0, 0, 9.553846153846154, 2.215384615384615, 2.0, 1.8055555555555556]","[0, 0, 6.545454545454546, 1.8636363636363635, 1.8333333333333333, 1.0476190476190477]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 3.176470588235294, 1.3109243697478992, 1.6666666666666667, 1.3222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.066326530612245, 1.1326530612244898, 4.111111111111111, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3112840466926072, 1.1673151750972761, 4.066666666666666, 7.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.229665071770335, 1.3779904306220094, 3.8461538461538463, 6.333333333333334]","[0, 0, 9.0, 2.1666666666666665, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.911764705882353, 1.852941176470588, 2.3333333333333335, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.808219178082192, 1.5616438356164384, 1.7692307692307692, 1.1587301587301586]","[0, 0, 6.2727272727272725, 1.7272727272727273, 0.8888888888888888, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.028571428571428, 1.9714285714285715, 3.0, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.105990783410139, 1.4239631336405532, 4.5, 6.027777777777778]","[0, 0, 2.3142857142857145, 1.1142857142857143, 0.7142857142857143, 1.2962962962962963]","[0, 0, 3.8571428571428568, 1.619047619047619, 2.230769230769231, 0.875]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
64,2017-06-16,20170616LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 5.033898305084746, 1.6271186440677965, 3.8333333333333335, 0.7866666666666667]","[0, 1, 9.0, 2.1739130434782608, 1.9, 1.7692307692307692]","[0, 1, 6.352941176470588, 1.852941176470588, 1.6923076923076923, 1.0303030303030303]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 0, 3.176470588235294, 1.3109243697478992, 1.6666666666666667, 1.3222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.066326530612245, 1.1326530612244898, 4.111111111111111, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3112840466926072, 1.1673151750972761, 4.066666666666666, 7.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8045454545454542, 1.4863636363636366, 3.0588235294117645, 6.111111111111111]","[0, 0, 9.0, 2.1666666666666665, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.911764705882353, 1.852941176470588, 2.3333333333333335, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.5616438356164384, 1.7692307692307692, 1.1587301587301586]","[0, 0, 6.2727272727272725, 1.7272727272727273, 0.8888888888888888, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.028571428571428, 1.9714285714285715, 3.0, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.105990783410139, 1.4239631336405532, 4.5, 6.027777777777778]","[0, 0, 2.3142857142857145, 1.1142857142857143, 0.7142857142857143, 1.2962962962962963]","[0, 0, 3.8571428571428568, 1.619047619047619, 2.230769230769231, 0.875]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
65,2017-06-17,20170617LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.949999999999999, 1.65, 3.4285714285714284, 0.7692307692307693]","[0, 0, 9.0, 2.1739130434782608, 1.9, 1.7692307692307692]","[0, 1, 5.837837837837839, 1.7027027027027026, 1.9230769230769231, 1.0724637681159421]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.7843137254901961]","[0, 1, 3.15, 1.325, 1.5789473684210527, 1.2903225806451613]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.066326530612245, 1.1326530612244898, 4.111111111111111, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3112840466926072, 1.1673151750972761, 4.066666666666666, 7.138888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8045454545454542, 1.4863636363636366, 3.0588235294117645, 6.111111111111111]","[0, 0, 9.0, 2.1666666666666665, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.911764705882353, 1.852941176470588, 2.3333333333333335, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.6, 1.8461538461538463, 1.1363636363636365]","[0, 0, 6.2727272727272725, 1.7272727272727273, 0.8888888888888888, 4.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.75, 2.0, 3.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.105990783410139, 1.4239631336405532, 4.5, 6.027777777777778]","[1, 0, 1.9285714285714284, 1.0178571428571428, 0.9, 1.8666666666666667]","[0, 0, 3.8571428571428568, 1.619047619047619, 2.230769230769231, 0.875]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]"
