,date,game_key,안승민,김경태,김용주,이태양,이충호,김종수,서균,황영국,김민우,김범수,권용우,김재영,박상원,김지훈,김진영,비야누에바,오간도,김성훈,김병현,배영수,이재우,권혁,안영명,윤규진,송은범,심수창,송창식,정재원,정우람,이동걸,김혁민,강승현,정대훈,장민재,송신영,박정진
56,2017-06-08,20170608HHHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.2222222222222223, 4.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.337078651685393, 1.2808988764044944, 3.2666666666666666, 5.933333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.5642857142857143, 3.090909090909091, 5.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 1.024390243902439, 2.3333333333333335, 0.8039215686274509]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 5.510204081632653, 1.6836734693877553, 1.6875, 1.8148148148148147]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 1, 3.375, 1.5, 1.7, 1.1228070175438596]","[0, 0, 5.538461538461538, 1.3333333333333333, 2.0, 1.2580645161290323]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.9, 4.285714285714286, 1.0144927536231882]","[0, 1, 3.7674418604651163, 0.9767441860465116, 4.5, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.445378151260504, 1.4873949579831933, 1.5384615384615385, 2.6444444444444444]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 6.3, 1.6, 1.6428571428571428, 0.8]"
57,2017-06-09,20170609SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.2222222222222223, 4.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[1, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.5642857142857143, 3.090909090909091, 5.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.934782608695652, 1.0434782608695652, 1.75, 0.8518518518518519]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 5.510204081632653, 1.6836734693877553, 1.6875, 1.8148148148148147]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 1, 3.176470588235294, 1.5, 1.9, 1.1333333333333333]","[0, 1, 5.9491525423728815, 1.3983050847457625, 1.9473684210526316, 1.2291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6619718309859155, 0.9295774647887324, 4.428571428571429, 0.9861111111111112]","[0, 0, 3.7674418604651163, 0.9767441860465116, 4.5, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.2, 3, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.445378151260504, 1.4873949579831933, 1.5384615384615385, 2.6444444444444444]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 6.3, 1.6, 1.6428571428571428, 0.8]"
58,2017-06-10,20170610SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.2222222222222223, 4.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4107142857142856, 0.9374999999999999, 3.0, 6.222222222222222]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.051612903225807, 1.567741935483871, 2.7142857142857144, 5.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.934782608695652, 1.0434782608695652, 1.75, 0.8518518518518519]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 5.510204081632653, 1.6836734693877553, 1.6875, 1.8148148148148147]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 0, 3.176470588235294, 1.5, 1.9, 1.1333333333333333]","[0, 0, 5.9491525423728815, 1.3983050847457625, 1.9473684210526316, 1.2291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6619718309859155, 0.9295774647887324, 4.428571428571429, 0.9861111111111112]","[0, 0, 3.7674418604651163, 0.9767441860465116, 4.5, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.445378151260504, 1.4873949579831933, 1.5384615384615385, 2.6444444444444444]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 6.3, 1.6, 1.6428571428571428, 0.8]"
59,2017-06-11,20170611SSHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.048, 1.7040000000000002, 1.2222222222222223, 4.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.231404958677686, 0.8677685950413223, 3.5, 5.761904761904762]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.051612903225807, 1.567741935483871, 2.7142857142857144, 5.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9375000000000004, 1.1875, 1.4, 0.8421052631578947]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 5.510204081632653, 1.6836734693877553, 1.6875, 1.8148148148148147]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 1, 3.0, 1.4583333333333333, 2.1, 1.1428571428571428]","[0, 1, 5.661290322580645, 1.379032258064516, 1.95, 1.2525252525252526]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6619718309859155, 0.9295774647887324, 4.428571428571429, 0.9861111111111112]","[0, 0, 3.7674418604651163, 0.9767441860465116, 4.5, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.445378151260504, 1.4873949579831933, 1.5384615384615385, 2.6444444444444444]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 6.639344262295082, 1.6721311475409837, 1.5333333333333334, 0.782051282051282]"
60,2017-06-13,20170613HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.0215827338129495, 1.7482014388489209, 0.9565217391304348, 4.212121212121212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.231404958677686, 0.8677685950413223, 3.5, 5.761904761904762]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.051612903225807, 1.567741935483871, 2.7142857142857144, 5.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.1875, 1.4, 0.8421052631578947]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 5.510204081632653, 1.6836734693877553, 1.6875, 1.8148148148148147]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 0, 3.0, 1.4583333333333333, 2.1, 1.1428571428571428]","[0, 1, 5.52755905511811, 1.3937007874015748, 1.9047619047619047, 1.2450980392156863]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.013513513513514, 1.054054054054054, 4.428571428571429, 0.9866666666666667]","[0, 1, 3.5660377358490565, 0.8490566037735848, 5.5, 1.7666666666666668]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.532258064516129, 1.6209677419354838, 1.5384615384615385, 2.5833333333333335]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 6.639344262295082, 1.6721311475409837, 1.5333333333333334, 0.782051282051282]"
61,2017-06-14,20170614HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0215827338129495, 1.7482014388489209, 0.9565217391304348, 4.212121212121212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0434782608695652, 3.0, 2.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.231404958677686, 0.8677685950413223, 3.5, 5.761904761904762]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.051612903225807, 1.567741935483871, 2.7142857142857144, 5.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.510204081632653, 1.2857142857142858, 1.4, 0.8166666666666667]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[1, 0, 5.634782608695652, 1.6695652173913043, 1.5263157894736843, 2.017543859649123]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 1, 3.2837837837837838, 1.5405405405405406, 2.0, 1.1212121212121213]","[0, 1, 5.318181818181818, 1.3636363636363635, 2.0, 1.2571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.054054054054054, 4.428571428571429, 0.9866666666666667]","[0, 0, 3.5660377358490565, 0.8490566037735848, 5.5, 1.7666666666666668]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.0, 4, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.532258064516129, 1.6209677419354838, 1.5384615384615385, 2.5833333333333335]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 6.639344262295082, 1.6721311475409837, 1.5333333333333334, 0.782051282051282]"
62,2017-06-15,20170615HHSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0215827338129495, 1.7482014388489209, 0.9565217391304348, 4.212121212121212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.125, 1.25, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.231404958677686, 0.8677685950413223, 3.5, 5.761904761904762]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.051612903225807, 1.567741935483871, 2.7142857142857144, 5.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.2857142857142858, 1.4, 0.8166666666666667]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 5.634782608695652, 1.6695652173913043, 1.5263157894736843, 2.017543859649123]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 1, 3.6, 1.56, 2.090909090909091, 1.0869565217391304]","[0, 0, 5.318181818181818, 1.3636363636363635, 2.0, 1.2571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.013513513513514, 1.054054054054054, 4.428571428571429, 0.9866666666666667]","[0, 0, 3.5660377358490565, 0.8490566037735848, 5.5, 1.7666666666666668]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 0.6666666666666666, 7, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.532258064516129, 1.6209677419354838, 1.5384615384615385, 2.5833333333333335]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 6.328125, 1.59375, 1.6, 0.7901234567901234]"
63,2017-06-16,20170616HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0215827338129495, 1.7482014388489209, 0.9565217391304348, 4.212121212121212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.25, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.231404958677686, 0.8677685950413223, 3.5, 5.761904761904762]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.598901098901099, 1.4835164835164836, 3.0714285714285716, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.510204081632653, 1.3469387755102042, 1.1666666666666667, 0.7777777777777777]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 5.634782608695652, 1.6695652173913043, 1.5263157894736843, 2.017543859649123]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 0, 3.6, 1.56, 2.090909090909091, 1.0869565217391304]","[0, 1, 5.440298507462686, 1.3656716417910448, 2.0, 1.2407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8076923076923075, 1.0, 4.428571428571429, 1.0]","[0, 0, 3.5660377358490565, 0.8490566037735848, 5.5, 1.7666666666666668]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 0.6666666666666666, 7, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.6461538461538465, 1.6384615384615384, 1.5384615384615385, 2.5490196078431375]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 6.044776119402985, 1.6119402985074627, 1.6666666666666667, 0.7976190476190476]"
64,2017-06-17,20170617HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0215827338129495, 1.7482014388489209, 0.9565217391304348, 4.212121212121212]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.25, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.5251798561151078, 0.9064748201438848, 3.7777777777777777, 5.791666666666667]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.598901098901099, 1.4835164835164836, 3.0714285714285716, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.3469387755102042, 1.1666666666666667, 0.7777777777777777]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 5.634782608695652, 1.6695652173913043, 1.5263157894736843, 2.017543859649123]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 0, 3.6, 1.56, 2.090909090909091, 1.0869565217391304]","[0, 0, 5.440298507462686, 1.3656716417910448, 2.0, 1.2407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8076923076923075, 1.0, 4.428571428571429, 1.0]","[0, 1, 4.339285714285714, 0.9107142857142857, 6.0, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.0, 8.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.6461538461538465, 1.6384615384615384, 1.5384615384615385, 2.5490196078431375]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 6.044776119402985, 1.6119402985074627, 1.6666666666666667, 0.7976190476190476]"
65,2017-06-18,20170618HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.385135135135135, 1.7837837837837838, 1.04, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.25, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5251798561151078, 0.9064748201438848, 3.7777777777777777, 5.791666666666667]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.598901098901099, 1.4835164835164836, 3.0714285714285716, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.3469387755102042, 1.1666666666666667, 0.7777777777777777]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 5.634782608695652, 1.6695652173913043, 1.5263157894736843, 2.017543859649123]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 1, 3.4615384615384612, 1.5769230769230769, 2.272727272727273, 1.0833333333333333]","[0, 0, 5.440298507462686, 1.3656716417910448, 2.0, 1.2407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8076923076923075, 1.0, 4.428571428571429, 1.0]","[0, 0, 4.339285714285714, 0.9107142857142857, 6.0, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 0.8, 9.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.6992481203007515, 1.6240601503759398, 1.5384615384615385, 2.4629629629629632]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 5.785714285714286, 1.6285714285714286, 1.7333333333333334, 0.8045977011494252]"
66,2017-06-20,20170620WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.385135135135135, 1.7837837837837838, 1.04, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.25, 3.0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5251798561151078, 0.9064748201438848, 3.7777777777777777, 5.791666666666667]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.598901098901099, 1.4835164835164836, 3.0714285714285716, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.510204081632653, 1.3469387755102042, 1.1666666666666667, 0.7777777777777777]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[1, 0, 5.684210526315789, 1.6015037593984962, 1.7272727272727273, 2.216666666666667]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 0, 3.4615384615384612, 1.5769230769230769, 2.272727272727273, 1.0833333333333333]","[0, 1, 5.912408759124088, 1.4233576642335768, 2.0, 1.234234234234234]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6219512195121952, 0.9878048780487805, 4.714285714285714, 1.0123456790123457]","[0, 0, 4.339285714285714, 0.9107142857142857, 6.0, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.0, 5.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.6992481203007515, 1.6240601503759398, 1.5384615384615385, 2.4629629629629632]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 5.547945205479452, 1.6438356164383563, 1.7333333333333334, 0.8111111111111111]"
67,2017-06-21,20170621WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.385135135135135, 1.7837837837837838, 1.04, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.9565217391304348, 0.8333333333333334, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.4615384615384612, 1.3076923076923077, 3.0, 2.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5251798561151078, 0.9064748201438848, 3.7777777777777777, 5.791666666666667]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.598901098901099, 1.4835164835164836, 3.0714285714285716, 5.515151515151515]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.294117647058823, 1.3529411764705883, 1.1666666666666667, 0.7727272727272727]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 5.684210526315789, 1.6015037593984962, 1.7272727272727273, 2.216666666666667]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 1, 3.333333333333333, 1.5185185185185186, 2.3636363636363638, 1.08]","[0, 1, 5.704225352112676, 1.3943661971830985, 2.142857142857143, 1.2456140350877194]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6219512195121952, 0.9878048780487805, 4.714285714285714, 1.0123456790123457]","[0, 0, 4.339285714285714, 0.9107142857142857, 6.0, 1.696969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.0, 5.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.6992481203007515, 1.6240601503759398, 1.5384615384615385, 2.4629629629629632]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 1, 5.472972972972974, 1.662162162162162, 1.7333333333333334, 0.7956989247311829]"
