,date,game_key,안승민,김경태,김용주,이태양,이충호,김종수,서균,황영국,김민우,김범수,권용우,김재영,박상원,김지훈,김진영,비야누에바,오간도,김성훈,김병현,배영수,이재우,권혁,안영명,윤규진,송은범,심수창,송창식,정재원,정우람,이동걸,김혁민,강승현,정대훈,장민재,송신영,박정진
77,2017-07-04,20170704HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.128834355828221, 1.7300613496932515, 1.12, 4.17948717948718]","[0, 1, 0.0, 1.5, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 2.0, 0.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 2.2222222222222223, 0.5, 1.125]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.304347826086956, 1.434782608695652, 2.4, 3.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3625, 0.88125, 3.888888888888889, 5.9259259259259265]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.8235294117647065, 1.6029411764705883, 3.0, 5.230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.2272727272727273, 2.0, 0.8148148148148148]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 6.394736842105263, 1.717105263157895, 1.4814814814814814, 2.3030303030303028]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 1, 3.818181818181818, 1.5757575757575757, 2.5833333333333335, 1.1]","[0, 0, 5.6103896103896105, 1.4415584415584415, 2.0434782608695654, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.97, 1.02, 3.9, 1.0416666666666667]","[0, 0, 3.0, 0.9259259259259259, 5.666666666666667, 1.6875]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.142857142857142, 1.3571428571428572, 2.4444444444444446, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.66, 1.66, 1.3529411764705883, 2.272727272727273]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 5.126582278481013, 1.6708860759493671, 1.8125, 0.7979797979797979]"
78,2017-07-05,20170705HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.128834355828221, 1.7300613496932515, 1.12, 4.17948717948718]","[0, 0, 0.0, 1.5, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 2.2222222222222223, 0.5, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.434782608695652, 2.4, 3.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3625, 0.88125, 3.888888888888889, 5.9259259259259265]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.917808219178082, 1.6027397260273972, 3.0588235294117645, 5.214285714285714]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9130434782608696, 1.2173913043478262, 2.0, 0.8214285714285714]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 6.394736842105263, 1.717105263157895, 1.4814814814814814, 2.3030303030303028]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 0, 3.818181818181818, 1.5757575757575757, 2.5833333333333335, 1.1]","[0, 1, 5.503184713375797, 1.4331210191082802, 2.0434782608695654, 1.2170542635658916]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.97, 1.02, 3.9, 1.0416666666666667]","[0, 1, 2.892857142857143, 1.0, 5.666666666666667, 1.6470588235294117]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.3571428571428572, 2.4444444444444446, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.66, 1.66, 1.3529411764705883, 2.272727272727273]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 5.126582278481013, 1.6708860759493671, 1.8125, 0.7979797979797979]"
79,2017-07-06,20170706HHWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.128834355828221, 1.7300613496932515, 1.12, 4.17948717948718]","[0, 1, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 2.2222222222222223, 0.5, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.434782608695652, 2.4, 3.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3625, 0.88125, 3.888888888888889, 5.9259259259259265]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.917808219178082, 1.6027397260273972, 3.0588235294117645, 5.214285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9130434782608696, 1.2173913043478262, 2.0, 0.8214285714285714]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 6.394736842105263, 1.717105263157895, 1.4814814814814814, 2.3030303030303028]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 1, 3.6346153846153846, 1.6153846153846154, 2.2666666666666666, 1.118279569892473]","[0, 0, 5.503184713375797, 1.4331210191082802, 2.0434782608695654, 1.2170542635658916]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.97, 1.02, 3.9, 1.0416666666666667]","[0, 0, 2.892857142857143, 1.0, 5.666666666666667, 1.6470588235294117]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.4375, 2.5, 1.4545454545454546]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.576923076923077, 1.6538461538461537, 1.411764705882353, 2.260869565217391]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 5.126582278481013, 1.6708860759493671, 1.8125, 0.7979797979797979]"
80,2017-07-08,20170708HHLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.128834355828221, 1.7300613496932515, 1.12, 4.17948717948718]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 2.2222222222222223, 0.5, 1.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.434782608695652, 2.4, 3.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3625, 0.88125, 3.888888888888889, 5.9259259259259265]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.917808219178082, 1.6027397260273972, 3.0588235294117645, 5.214285714285714]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.242857142857143, 1.2857142857142858, 2.0, 0.8045977011494252]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[1, 0, 6.035294117647059, 1.6764705882352942, 1.5172413793103448, 2.463768115942029]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 0, 3.6346153846153846, 1.6153846153846154, 2.2666666666666666, 1.118279569892473]","[0, 0, 5.503184713375797, 1.4331210191082802, 2.0434782608695654, 1.2170542635658916]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.0384615384615385, 3.8181818181818183, 1.0505050505050504]","[0, 0, 2.892857142857143, 1.0, 5.666666666666667, 1.6470588235294117]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.5, 1.4444444444444444, 2.7, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.576923076923077, 1.6538461538461537, 1.411764705882353, 2.260869565217391]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 5.126582278481013, 1.6708860759493671, 1.8125, 0.7979797979797979]"
81,2017-07-09,20170709HHLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.128834355828221, 1.7300613496932515, 1.12, 4.17948717948718]","[0, 0, 0.0, 1.0, 1.0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.395348837209303, 1.813953488372093, 0.7272727272727273, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.434782608695652, 2.4, 3.2857142857142856]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 2.3625, 0.88125, 3.888888888888889, 5.9259259259259265]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.917808219178082, 1.6027397260273972, 3.0588235294117645, 5.214285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.242857142857143, 1.2857142857142858, 2.0, 0.8045977011494252]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 6.035294117647059, 1.6764705882352942, 1.5172413793103448, 2.463768115942029]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 1, 3.7155963302752295, 1.6513761467889907, 2.1875, 1.1354166666666667]","[0, 0, 5.503184713375797, 1.4331210191082802, 2.0434782608695654, 1.2170542635658916]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.0384615384615385, 3.8181818181818183, 1.0505050505050504]","[0, 0, 2.892857142857143, 1.0, 5.666666666666667, 1.6470588235294117]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5, 1.4444444444444444, 2.7, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.576923076923077, 1.6538461538461537, 1.411764705882353, 2.260869565217391]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 5.126582278481013, 1.6708860759493671, 1.8125, 0.7979797979797979]"
82,2017-07-11,20170711LTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.128834355828221, 1.7300613496932515, 1.12, 4.17948717948718]","[0, 1, 8.1, 1.7999999999999998, 1.5, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.813953488372093, 0.7272727272727273, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.6103896103896105, 1.6363636363636362, 2.0, 3.2083333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3625, 0.88125, 3.888888888888889, 5.9259259259259265]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.917808219178082, 1.6027397260273972, 3.0588235294117645, 5.214285714285714]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.125, 1.2916666666666667, 2.1666666666666665, 0.8]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 6.035294117647059, 1.6764705882352942, 1.5172413793103448, 2.463768115942029]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 0, 3.7155963302752295, 1.6513761467889907, 2.1875, 1.1354166666666667]","[0, 1, 6.113207547169812, 1.490566037735849, 2.0434782608695654, 1.2045454545454546]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.02803738317757, 1.0373831775700935, 3.8181818181818183, 1.049019607843137]","[0, 1, 3.7674418604651163, 1.0813953488372092, 4.25, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.890909090909091, 1.5272727272727273, 2.7, 1.4102564102564101]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.576923076923077, 1.6538461538461537, 1.411764705882353, 2.260869565217391]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 5.126582278481013, 1.6708860759493671, 1.8125, 0.7979797979797979]"
83,2017-07-12,20170712LTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.128834355828221, 1.7300613496932515, 1.12, 4.17948717948718]","[0, 0, 8.1, 1.7999999999999998, 1.5, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.395348837209303, 1.813953488372093, 0.7272727272727273, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6103896103896105, 1.6363636363636362, 2.0, 3.2083333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 2, 1.3333333333333333]","[0, 0, 2.3625, 0.88125, 3.888888888888889, 5.9259259259259265]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.769230769230769, 1.5897435897435896, 3.4705882352941178, 5.2]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9078947368421053, 1.223684210526316, 2.5, 0.8172043010752688]","[0, 0, 5.0625, 1.921875, 1.0, 1.7777777777777777]","[0, 0, 6.035294117647059, 1.6764705882352942, 1.5172413793103448, 2.463768115942029]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 1, 3.5217391304347827, 1.617391304347826, 2.375, 1.1616161616161618]","[0, 0, 6.113207547169812, 1.490566037735849, 2.0434782608695654, 1.2045454545454546]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1339285714285716, 1.0714285714285714, 3.909090909090909, 1.0666666666666667]","[0, 0, 3.7674418604651163, 1.0813953488372092, 4.25, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.890909090909091, 1.5272727272727273, 2.7, 1.4102564102564101]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.576923076923077, 1.6538461538461537, 1.411764705882353, 2.260869565217391]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 5.126582278481013, 1.6708860759493671, 1.8125, 0.7979797979797979]"
84,2017-07-13,20170713LTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.128834355828221, 1.7300613496932515, 1.12, 4.17948717948718]","[0, 0, 8.1, 1.7999999999999998, 1.5, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.294117647058823, 1.9411764705882353, 0.6666666666666666, 1.7]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6103896103896105, 1.6363636363636362, 2.0, 3.2083333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 1.3333333333333333]","[0, 0, 2.3625, 0.88125, 3.888888888888889, 5.9259259259259265]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.769230769230769, 1.5897435897435896, 3.4705882352941178, 5.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.223684210526316, 2.5, 0.8172043010752688]","[1, 0, 5.2388059701492535, 2.0149253731343286, 0.9230769230769231, 1.7179487179487178]","[0, 1, 5.654450261780105, 1.6020942408376964, 1.6, 2.6527777777777777]","[0, 0, 7.105263157894736, 1.894736842105263, 0.4782608695652174, 3.166666666666667]","[0, 0, 3.5217391304347827, 1.617391304347826, 2.375, 1.1616161616161618]","[0, 0, 6.113207547169812, 1.490566037735849, 2.0434782608695654, 1.2045454545454546]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.3451327433628317, 1.0619469026548674, 3.909090909090909, 1.0462962962962963]","[0, 0, 3.7674418604651163, 1.0813953488372092, 4.25, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.890909090909091, 1.5272727272727273, 2.7, 1.4102564102564101]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.576923076923077, 1.6538461538461537, 1.411764705882353, 2.260869565217391]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 5.126582278481013, 1.6708860759493671, 1.8125, 0.7979797979797979]"
85,2017-07-18,20170718NCHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.128834355828221, 1.7300613496932515, 1.12, 4.17948717948718]","[0, 0, 8.1, 1.7999999999999998, 1.5, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.6103896103896105, 1.6363636363636362, 2.0, 3.2083333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 1.3333333333333333]","[0, 0, 2.3625, 0.88125, 3.888888888888889, 5.9259259259259265]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.769230769230769, 1.5897435897435896, 3.4705882352941178, 5.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.223684210526316, 2.5, 0.8172043010752688]","[0, 0, 5.2388059701492535, 2.0149253731343286, 0.9230769230769231, 1.7179487179487178]","[1, 0, 5.510204081632653, 1.576530612244898, 1.6666666666666667, 2.6133333333333333]","[0, 1, 7.217821782178218, 1.9306930693069309, 0.5652173913043478, 3.0606060606060606]","[0, 0, 3.5217391304347827, 1.617391304347826, 2.375, 1.1616161616161618]","[0, 0, 6.113207547169812, 1.490566037735849, 2.0434782608695654, 1.2045454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3451327433628317, 1.0619469026548674, 3.909090909090909, 1.0462962962962963]","[0, 1, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.890909090909091, 1.5272727272727273, 2.7, 1.4102564102564101]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.576923076923077, 1.6538461538461537, 1.411764705882353, 2.260869565217391]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 5.126582278481013, 1.6708860759493671, 1.8125, 0.7979797979797979]"
86,2017-07-19,20170719NCHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.128834355828221, 1.7300613496932515, 1.12, 4.17948717948718]","[0, 1, 8.1, 2.4, 0.75, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.7, 1.6, 2.375, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.2, 3, 0.8333333333333334]","[0, 0, 2.3625, 0.88125, 3.888888888888889, 5.9259259259259265]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.769230769230769, 1.5897435897435896, 3.4705882352941178, 5.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.223684210526316, 2.5, 0.8172043010752688]","[0, 0, 5.2388059701492535, 2.0149253731343286, 0.9230769230769231, 1.7179487179487178]","[0, 0, 5.510204081632653, 1.576530612244898, 1.6666666666666667, 2.6133333333333333]","[0, 0, 7.217821782178218, 1.9306930693069309, 0.5652173913043478, 3.0606060606060606]","[0, 1, 4.153846153846154, 1.6666666666666667, 2.235294117647059, 1.1470588235294117]","[0, 0, 6.113207547169812, 1.490566037735849, 2.0434782608695654, 1.2045454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3451327433628317, 1.0619469026548674, 3.909090909090909, 1.0462962962962963]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.5, 2.7, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 1.7454545454545454, 1.3888888888888888, 2.2916666666666665]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 5.126582278481013, 1.6708860759493671, 1.8125, 0.7979797979797979]"
87,2017-07-20,20170720NCHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.906976744186046, 1.7616279069767442, 1.16, 4.095238095238096]","[0, 1, 7.363636363636363, 2.181818181818182, 0.75, 0.5238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7, 1.6, 2.375, 3.3333333333333335]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[0, 0, 2.3625, 0.88125, 3.888888888888889, 5.9259259259259265]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.464285714285714, 1.5238095238095237, 3.4444444444444446, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.223684210526316, 2.5, 0.8172043010752688]","[0, 0, 5.2388059701492535, 2.0149253731343286, 0.9230769230769231, 1.7179487179487178]","[0, 0, 5.510204081632653, 1.576530612244898, 1.6666666666666667, 2.6133333333333333]","[0, 1, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 0, 4.153846153846154, 1.6666666666666667, 2.235294117647059, 1.1470588235294117]","[0, 0, 6.113207547169812, 1.490566037735849, 2.0434782608695654, 1.2045454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3451327433628317, 1.0619469026548674, 3.909090909090909, 1.0462962962962963]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.5, 2.7, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.7454545454545454, 1.3888888888888888, 2.2916666666666665]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 5.126582278481013, 1.6708860759493671, 1.8125, 0.7979797979797979]"
88,2017-07-21,20170721HHOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.8275862068965525, 1.7586206896551724, 1.16, 3.8666666666666667]","[0, 0, 7.363636363636363, 2.181818181818182, 0.75, 0.5238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 2.0, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.8888888888888888, 0.6666666666666666, 1.6363636363636365]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7, 1.6, 2.375, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 3, 0.8333333333333334]","[0, 0, 2.3625, 0.88125, 3.888888888888889, 5.9259259259259265]","[0, 0, 3.168367346938776, 1.2857142857142858, 2.736842105263158, 5.939393939393939]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.464285714285714, 1.5238095238095237, 3.4444444444444446, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.333333333333333, 1.2962962962962963, 2.142857142857143, 0.84375]","[1, 0, 5.464285714285714, 2.0, 1.0, 2.0]","[0, 0, 5.510204081632653, 1.576530612244898, 1.6666666666666667, 2.6133333333333333]","[0, 0, 6.688073394495413, 1.8440366972477062, 0.5652173913043478, 3.027777777777778]","[0, 0, 4.153846153846154, 1.6666666666666667, 2.235294117647059, 1.1470588235294117]","[0, 0, 6.113207547169812, 1.490566037735849, 2.0434782608695654, 1.2045454545454546]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2869565217391306, 1.0956521739130434, 3.6666666666666665, 1.0360360360360361]","[0, 0, 3.6, 1.1, 3.4, 1.5789473684210527]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.051724137931035, 1.6034482758620692, 2.4545454545454546, 1.2888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 1.7454545454545454, 1.3888888888888888, 2.2916666666666665]","[0, 0, 0.0, 0.6, 4, 1.25]","[0, 0, 5.126582278481013, 1.6708860759493671, 1.8125, 0.7979797979797979]"
