,date,game_key,이재학,이민호,이형범,최금강,해커,장현식,임정호,윤호솔,배재환,윤수호,류재인,구창모,최성영,박준영,정수민,김호민,강병무,맨쉽,김진호,김태현,소이현,김선규,김진성,원종현,박민석,임창민,민태호,강윤구,박상혁
80,2017-07-09,20170709OBNC0,"[0, 0, 7.085106382978723, 1.7234042553191489, 2.210526315789474, 3.9166666666666665]","[0, 1, 5.014285714285714, 1.392857142857143, 2.4210526315789473, 1.7948717948717947]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.432584269662922, 1.7191011235955056, 1.08, 2.8253968253968256]","[0, 0, 2.958904109589041, 1.0684931506849316, 4.454545454545454, 6.488888888888889]","[0, 0, 4.8152866242038215, 1.5668789808917196, 1.4864864864864864, 3.2708333333333335]","[0, 1, 3.5409836065573774, 1.278688524590164, 3.2857142857142856, 0.5495495495495495]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.285714285714286, 1.5873015873015872, 2.8076923076923075, 4.2]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5625, 1.1041666666666667, 4.071428571428571, 1.263157894736842]","[0, 1, 2.8800000000000003, 1.16, 2.8, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9459459459459458, 0.972972972972973, 4.333333333333333, 1.088235294117647]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[1, 0, 4.558441558441558, 1.7532467532467533, 1.2222222222222223, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]"
81,2017-07-11,20170711NCHT0,"[0, 1, 6.66, 1.68, 2.35, 3.8461538461538463]","[0, 1, 4.978723404255319, 1.3829787234042554, 2.4210526315789473, 1.7407407407407407]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.432584269662922, 1.7191011235955056, 1.08, 2.8253968253968256]","[0, 0, 2.958904109589041, 1.0684931506849316, 4.454545454545454, 6.488888888888889]","[0, 0, 4.8152866242038215, 1.5668789808917196, 1.4864864864864864, 3.2708333333333335]","[0, 1, 3.5409836065573774, 1.278688524590164, 3.2857142857142856, 0.5350877192982456]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.846153846153846, 1.646153846153846, 2.6785714285714284, 4.0625]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.9642857142857142, 3.090909090909091, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5625, 1.1041666666666667, 4.071428571428571, 1.263157894736842]","[0, 0, 2.8800000000000003, 1.16, 2.8, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9459459459459458, 0.972972972972973, 4.333333333333333, 1.088235294117647]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.558441558441558, 1.7532467532467533, 1.2222222222222223, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]"
82,2017-07-12,20170712NCHT0,"[0, 0, 6.66, 1.68, 2.35, 3.8461538461538463]","[0, 1, 4.775510204081633, 1.346938775510204, 2.473684210526316, 1.75]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.432584269662922, 1.7191011235955056, 1.08, 2.8253968253968256]","[0, 0, 2.958904109589041, 1.0684931506849316, 4.454545454545454, 6.488888888888889]","[0, 0, 4.8152866242038215, 1.5668789808917196, 1.4864864864864864, 3.2708333333333335]","[0, 0, 3.5409836065573774, 1.278688524590164, 3.2857142857142856, 0.5350877192982456]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.646153846153846, 2.6785714285714284, 4.0625]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.4881889763779528, 0.921259842519685, 3.4545454545454546, 6.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4200000000000004, 1.1, 3.933333333333333, 1.2820512820512822]","[0, 1, 2.9423076923076925, 1.2307692307692308, 2.6875, 1.2682926829268293]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.094827586206897, 1.0086206896551724, 4.333333333333333, 1.1047619047619046]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.558441558441558, 1.7532467532467533, 1.2222222222222223, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]"
83,2017-07-13,20170713NCHT0,"[0, 0, 6.66, 1.68, 2.35, 3.8461538461538463]","[0, 0, 4.775510204081633, 1.346938775510204, 2.473684210526316, 1.75]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 1, 7.219251336898396, 1.6844919786096255, 1.1923076923076923, 2.8333333333333335]","[0, 0, 2.958904109589041, 1.0684931506849316, 4.454545454545454, 6.488888888888889]","[1, 0, 5.023255813953488, 1.6046511627906976, 1.564102564102564, 3.372549019607843]","[0, 0, 3.5409836065573774, 1.278688524590164, 3.2857142857142856, 0.5350877192982456]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.646153846153846, 2.6785714285714284, 4.0625]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4881889763779528, 0.921259842519685, 3.4545454545454546, 6.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4200000000000004, 1.1, 3.933333333333333, 1.2820512820512822]","[0, 0, 2.9423076923076925, 1.2307692307692308, 2.6875, 1.2682926829268293]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.094827586206897, 1.0086206896551724, 4.333333333333333, 1.1047619047619046]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 1, 4.709302325581396, 1.7093023255813953, 1.3888888888888888, 2.388888888888889]","[0, 0, 0, 0, 0, 0]"
84,2017-07-18,20170718NCHH0,"[1, 0, 6.322784810126582, 1.6708860759493671, 2.45, 3.761904761904762]","[0, 0, 4.775510204081633, 1.346938775510204, 2.473684210526316, 1.75]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.219251336898396, 1.6844919786096255, 1.1923076923076923, 2.8333333333333335]","[0, 0, 2.958904109589041, 1.0684931506849316, 4.454545454545454, 6.488888888888889]","[0, 0, 5.023255813953488, 1.6046511627906976, 1.564102564102564, 3.372549019607843]","[0, 0, 3.5409836065573774, 1.278688524590164, 3.2857142857142856, 0.5350877192982456]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.646153846153846, 2.6785714285714284, 4.0625]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4881889763779528, 0.921259842519685, 3.4545454545454546, 6.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.506493506493506, 1.1103896103896103, 3.933333333333333, 1.2833333333333334]","[0, 1, 3.056603773584906, 1.2641509433962264, 2.6875, 1.2619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.722689075630252, 1.0840336134453783, 4.444444444444445, 1.1018518518518519]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.709302325581396, 1.7093023255813953, 1.3888888888888888, 2.388888888888889]","[0, 0, 0, 0, 0, 0]"
85,2017-07-19,20170719NCHH0,"[0, 0, 6.322784810126582, 1.6708860759493671, 2.45, 3.761904761904762]","[0, 1, 4.68, 1.34, 2.526315789473684, 1.7241379310344827]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 1, 7.0680628272251305, 1.6963350785340314, 1.1428571428571428, 2.7681159420289854]","[0, 0, 2.958904109589041, 1.0684931506849316, 4.454545454545454, 6.488888888888889]","[0, 0, 5.023255813953488, 1.6046511627906976, 1.564102564102564, 3.372549019607843]","[0, 0, 3.5409836065573774, 1.278688524590164, 3.2857142857142856, 0.5350877192982456]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.646153846153846, 2.6785714285714284, 4.0625]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.5319148936170213, 0.9148936170212766, 3.4166666666666665, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.506493506493506, 1.1103896103896103, 3.933333333333333, 1.2833333333333334]","[0, 1, 2.9454545454545453, 1.2181818181818183, 2.875, 1.2790697674418605]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.722689075630252, 1.0840336134453783, 4.444444444444445, 1.1018518518518519]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 1, 4.831578947368421, 1.6105263157894736, 1.6111111111111112, 2.435897435897436]","[0, 0, 0, 0, 0, 0]"
86,2017-07-20,20170720NCHH0,"[0, 0, 6.322784810126582, 1.6708860759493671, 2.45, 3.761904761904762]","[0, 1, 4.941176470588235, 1.3529411764705883, 2.526315789473684, 1.7]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.0680628272251305, 1.6963350785340314, 1.1428571428571428, 2.7681159420289854]","[0, 0, 2.958904109589041, 1.0684931506849316, 4.454545454545454, 6.488888888888889]","[1, 0, 5.459016393442623, 1.6557377049180328, 1.5476190476190477, 3.388888888888889]","[0, 0, 3.5409836065573774, 1.278688524590164, 3.2857142857142856, 0.5350877192982456]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.646153846153846, 2.6785714285714284, 4.0625]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5319148936170213, 0.9148936170212766, 3.4166666666666665, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6346153846153846, 1.1346153846153846, 3.933333333333333, 1.2682926829268293]","[0, 0, 2.9454545454545453, 1.2181818181818183, 2.875, 1.2790697674418605]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6341463414634148, 1.1219512195121952, 4.1, 1.1081081081081081]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.831578947368421, 1.6105263157894736, 1.6111111111111112, 2.435897435897436]","[0, 0, 0, 0, 0, 0]"
87,2017-07-21,20170721SKNC0,"[0, 0, 6.322784810126582, 1.6708860759493671, 2.45, 3.761904761904762]","[0, 0, 4.941176470588235, 1.3529411764705883, 2.526315789473684, 1.7]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.0680628272251305, 1.6963350785340314, 1.1428571428571428, 2.7681159420289854]","[1, 0, 2.932907348242811, 1.0830670926517572, 4.076923076923077, 6.520833333333333]","[0, 0, 5.459016393442623, 1.6557377049180328, 1.5476190476190477, 3.388888888888889]","[0, 0, 3.5409836065573774, 1.278688524590164, 3.2857142857142856, 0.5350877192982456]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.846153846153846, 1.646153846153846, 2.6785714285714284, 4.0625]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5319148936170213, 0.9148936170212766, 3.4166666666666665, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7358490566037736, 1.150943396226415, 4.0, 1.2619047619047619]","[0, 1, 3.035502958579882, 1.2071005917159763, 2.875, 1.2803030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 1.1219512195121952, 4.1, 1.1081081081081081]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 1, 4.78125, 1.59375, 1.6666666666666667, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]"
88,2017-07-22,20170722SKNC0,"[0, 0, 6.322784810126582, 1.6708860759493671, 2.45, 3.761904761904762]","[0, 1, 4.846153846153846, 1.3461538461538463, 2.6315789473684212, 1.6774193548387097]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 1, 7.338461538461538, 1.7076923076923076, 1.1785714285714286, 2.7083333333333335]","[0, 0, 2.932907348242811, 1.0830670926517572, 4.076923076923077, 6.520833333333333]","[0, 0, 5.459016393442623, 1.6557377049180328, 1.5476190476190477, 3.388888888888889]","[0, 1, 3.4838709677419355, 1.3064516129032258, 3.2857142857142856, 0.5299145299145299]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.5588235294117645, 1.6911764705882353, 2.7586206896551726, 4.0]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5319148936170213, 0.9148936170212766, 3.4166666666666665, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7358490566037736, 1.150943396226415, 4.0, 1.2619047619047619]","[0, 1, 2.9482758620689657, 1.1724137931034482, 3.0, 1.288888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6341463414634148, 1.1219512195121952, 4.1, 1.1081081081081081]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.78125, 1.59375, 1.6666666666666667, 2.2857142857142856]","[0, 0, 0, 0, 0, 0]"
89,2017-07-23,20170723SKNC0,"[1, 0, 6.242774566473988, 1.647398843930636, 2.3636363636363638, 3.844444444444444]","[0, 1, 4.754716981132075, 1.3396226415094339, 2.6, 1.65625]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.338461538461538, 1.7076923076923076, 1.1785714285714286, 2.7083333333333335]","[0, 0, 2.932907348242811, 1.0830670926517572, 4.076923076923077, 6.520833333333333]","[0, 0, 5.459016393442623, 1.6557377049180328, 1.5476190476190477, 3.388888888888889]","[0, 0, 3.4838709677419355, 1.3064516129032258, 3.2857142857142856, 0.5299145299145299]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.6911764705882353, 2.7586206896551726, 4.0]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5319148936170213, 0.9148936170212766, 3.4166666666666665, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.68944099378882, 1.15527950310559, 3.8125, 1.248062015503876]","[0, 0, 2.9482758620689657, 1.1724137931034482, 3.0, 1.288888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7857142857142856, 1.119047619047619, 4.2, 1.105263157894737]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 1, 4.859999999999999, 1.5899999999999999, 1.6842105263157894, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]"
90,2017-07-25,20170725NCSS0,"[0, 0, 6.242774566473988, 1.647398843930636, 2.3636363636363638, 3.844444444444444]","[0, 1, 4.638036809815951, 1.3251533742331287, 2.65, 1.6464646464646466]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.338461538461538, 1.7076923076923076, 1.1785714285714286, 2.7083333333333335]","[0, 0, 2.932907348242811, 1.0830670926517572, 4.076923076923077, 6.520833333333333]","[0, 0, 5.459016393442623, 1.6557377049180328, 1.5476190476190477, 3.388888888888889]","[0, 0, 3.4838709677419355, 1.3064516129032258, 3.2857142857142856, 0.5299145299145299]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.4, 1.5, 1.7333333333333334, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.6911764705882353, 2.7586206896551726, 4.0]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.9038461538461537, 0.9807692307692307, 3.5384615384615383, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.68944099378882, 1.15527950310559, 3.8125, 1.248062015503876]","[0, 0, 2.9482758620689657, 1.1724137931034482, 3.0, 1.288888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7857142857142856, 1.119047619047619, 4.2, 1.105263157894737]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 1, 4.811881188118812, 1.603960396039604, 1.736842105263158, 2.1041666666666665]","[0, 0, 0, 0, 0, 0]"
91,2017-07-26,20170726NCSS0,"[0, 0, 6.242774566473988, 1.647398843930636, 2.3636363636363638, 3.844444444444444]","[0, 0, 4.638036809815951, 1.3251533742331287, 2.65, 1.6464646464646466]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.338461538461538, 1.7076923076923076, 1.1785714285714286, 2.7083333333333335]","[0, 0, 2.932907348242811, 1.0830670926517572, 4.076923076923077, 6.520833333333333]","[1, 0, 5.2388059701492535, 1.6119402985074627, 1.5333333333333334, 3.526315789473684]","[0, 1, 3.2238805970149254, 1.2089552238805972, 3.4285714285714284, 0.5583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 6.67741935483871, 1.6129032258064515, 1.8125, 1.1923076923076923]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.6911764705882353, 2.7586206896551726, 4.0]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9038461538461537, 0.9807692307692307, 3.5384615384615383, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.68944099378882, 1.15527950310559, 3.8125, 1.248062015503876]","[0, 0, 2.9482758620689657, 1.1724137931034482, 3.0, 1.288888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7857142857142856, 1.119047619047619, 4.2, 1.105263157894737]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.811881188118812, 1.603960396039604, 1.736842105263158, 2.1041666666666665]","[0, 0, 0, 0, 0, 0]"
92,2017-07-27,20170727NCSS0,"[0, 0, 6.242774566473988, 1.647398843930636, 2.3636363636363638, 3.844444444444444]","[0, 0, 4.638036809815951, 1.3251533742331287, 2.65, 1.6464646464646466]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.338461538461538, 1.7076923076923076, 1.1785714285714286, 2.7083333333333335]","[1, 0, 3.2006079027355625, 1.1580547112462005, 3.857142857142857, 6.450980392156863]","[0, 0, 5.2388059701492535, 1.6119402985074627, 1.5333333333333334, 3.526315789473684]","[0, 0, 3.2238805970149254, 1.2089552238805972, 3.4285714285714284, 0.5583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 6.67741935483871, 1.6129032258064515, 1.8125, 1.1923076923076923]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.6911764705882353, 2.7586206896551726, 4.0]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9038461538461537, 0.9807692307692307, 3.5384615384615383, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6219512195121952, 1.152439024390244, 3.7058823529411766, 1.2424242424242424]","[0, 1, 3.033707865168539, 1.1797752808988764, 3.0, 1.289855072463768]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7857142857142856, 1.119047619047619, 4.2, 1.105263157894737]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 1, 4.673076923076923, 1.5576923076923077, 1.736842105263158, 2.0392156862745097]","[0, 0, 0, 0, 0, 0]"
93,2017-07-28,20170728NCKT0,"[0, 0, 6.242774566473988, 1.647398843930636, 2.3636363636363638, 3.844444444444444]","[0, 1, 4.554216867469879, 1.3012048192771084, 2.7, 1.6274509803921569]","[0, 0, 2.304878048780488, 1.2804878048780488, 1.1666666666666667, 2.1025641025641026]","[0, 0, 7.338461538461538, 1.7076923076923076, 1.1785714285714286, 2.7083333333333335]","[0, 0, 3.2006079027355625, 1.1580547112462005, 3.857142857142857, 6.450980392156863]","[0, 0, 5.2388059701492535, 1.6119402985074627, 1.5333333333333334, 3.526315789473684]","[0, 1, 3.0422535211267605, 1.1830985915492958, 3.5714285714285716, 0.5772357723577236]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 6.336734693877552, 1.5612244897959184, 1.8235294117647058, 1.2098765432098764]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.178082191780821, 1.643835616438356, 2.8666666666666667, 4.055555555555555]","[0, 0, 6.75, 1.6875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.775, 1.875, 1.2, 2.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9038461538461537, 0.9807692307692307, 3.5384615384615383, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5783132530120483, 1.1385542168674698, 3.764705882352941, 1.2296296296296296]","[0, 0, 3.033707865168539, 1.1797752808988764, 3.0, 1.289855072463768]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7209302325581395, 1.0930232558139534, 4.3, 1.1025641025641026]","[0, 0, 0.0, 3.0, 1, 0.3333333333333333]","[0, 0, 4.673076923076923, 1.5576923076923077, 1.736842105263158, 2.0392156862745097]","[0, 0, 0, 0, 0, 0]"
