,date,game_key,이재학,이민호,이형범,최금강,해커,장현식,임정호,윤호솔,배재환,윤수호,류재인,구창모,최성영,박준영,정수민,김호민,강병무,맨쉽,김진호,김태현,소이현,김선규,김진성,원종현,박민석,임창민,민태호,강윤구,박상혁
10,2017-04-13,20170413LGNC0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 1, 10.125, 2.0625, 2.5, 1.7777777777777777]","[0, 0, 1.8, 0.8, 2, 5.0]","[0, 0, 1.2857142857142856, 0.7142857142857143, 12.0, 3.5]","[0, 0, 3.8571428571428568, 1.2857142857142856, 4.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.5454545454545455, 0, 3.6666666666666665]","[0, 1, 5.0625, 1.125, 9.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 1.75, 4, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.076923076923077, 0.6923076923076923, 5.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 0.8333333333333334, 6.0, 1.2]","[0, 0, 6.75, 2.0625, 0.42857142857142855, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 1.0, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
11,2017-04-14,20170414OBNC0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 1, 10.125, 2.25, 1.6666666666666667, 1.3333333333333333]","[0, 0, 1.8, 0.8, 2, 5.0]","[0, 0, 1.2857142857142856, 0.7142857142857143, 12.0, 3.5]","[0, 0, 3.8571428571428568, 1.2857142857142856, 4.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.0625, 1.125, 9.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 1.75, 4, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.6923076923076923, 5.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 0.8333333333333334, 6.0, 1.2]","[0, 0, 6.75, 2.0625, 0.42857142857142855, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.0, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
12,2017-04-15,20170415OBNC0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 1, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 10.125, 2.25, 1.6666666666666667, 1.3333333333333333]","[0, 0, 1.8, 0.8, 2, 5.0]","[0, 0, 1.2857142857142856, 0.7142857142857143, 12.0, 3.5]","[0, 1, 3.8571428571428568, 1.7142857142857142, 4.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.0625, 1.125, 9.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 13.5, 2.1666666666666665, 3.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.6923076923076923, 5.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 0.8333333333333334, 6.0, 1.2]","[0, 0, 6.75, 2.0625, 0.42857142857142855, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.0, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
13,2017-04-16,20170416OBNC0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 1, 40.5, 6.0, 1, 0.6666666666666666]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 10.125, 2.25, 1.6666666666666667, 1.3333333333333333]","[0, 0, 1.8, 0.8, 2, 5.0]","[1, 0, 0.75, 1.1666666666666667, 3.5, 4.0]","[0, 0, 3.8571428571428568, 1.7142857142857142, 4.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 5.0625, 1.125, 9.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.1666666666666665, 3.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.6923076923076923, 5.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 0.7142857142857143, 6.5, 1.1666666666666667]","[0, 1, 5.684210526315789, 1.8947368421052633, 0.7142857142857143, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.0, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
14,2017-04-18,20170418NCLT0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 1, 16.2, 2.4, 1, 0.8333333333333334]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 10.125, 2.25, 1.6666666666666667, 1.3333333333333333]","[1, 0, 0.7714285714285714, 0.6857142857142857, 8.0, 5.833333333333333]","[0, 0, 0.75, 1.1666666666666667, 3.5, 4.0]","[0, 1, 3.375, 1.875, 4.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 3.6818181818181817, 0.9545454545454546, 6.5, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.1666666666666665, 3.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.6923076923076923, 5.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0, 0.7777777777777778, 7.0, 1.2857142857142858]","[0, 0, 5.684210526315789, 1.8947368421052633, 0.7142857142857143, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5, 1.1666666666666667, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
15,2017-04-19,20170419NCLT0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 1, 11.571428571428571, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 10.125, 2.25, 1.6666666666666667, 1.3333333333333333]","[0, 0, 0.7714285714285714, 0.6857142857142857, 8.0, 5.833333333333333]","[0, 0, 0.75, 1.1666666666666667, 3.5, 4.0]","[0, 0, 3.375, 1.875, 4.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 3.375, 1.0, 6.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.1666666666666665, 3.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.894736842105263, 0.8947368421052632, 2.2857142857142856, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0, 0.7777777777777778, 7.0, 1.2857142857142858]","[0, 1, 4.909090909090909, 2.0454545454545454, 0.625, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.1666666666666667, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
16,2017-04-20,20170420NCLT0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 0, 11.571428571428571, 2.142857142857143, 1, 0.7777777777777778]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[1, 0, 9.310344827586208, 1.9655172413793105, 1.3333333333333333, 1.9333333333333331]","[0, 0, 0.7714285714285714, 0.6857142857142857, 8.0, 5.833333333333333]","[0, 0, 0.75, 1.1666666666666667, 3.5, 4.0]","[0, 1, 3.0, 1.6666666666666667, 4.0, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 3.0, 0.8888888888888888, 6.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.1666666666666665, 3.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.894736842105263, 0.8947368421052632, 2.2857142857142856, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6363636363636365, 0.7272727272727273, 5.333333333333333, 1.375]","[0, 1, 4.0, 1.8888888888888888, 0.875, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4210526315789473, 1.105263157894737, 6.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
17,2017-04-21,20170421NCSS0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 1, 11.571428571428571, 3.0, 0.5, 0.5833333333333334]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 9.310344827586208, 1.9655172413793105, 1.3333333333333333, 1.9333333333333331]","[0, 0, 0.7714285714285714, 0.6857142857142857, 8.0, 5.833333333333333]","[0, 0, 0.75, 1.1666666666666667, 3.5, 4.0]","[0, 0, 3.0, 1.6666666666666667, 4.0, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 3.0, 0.8888888888888888, 6.5, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 17.0, 2.5555555555555554, 1.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.894736842105263, 0.8947368421052632, 2.2857142857142856, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9189189189189193, 0.8108108108108107, 6.0, 1.3703703703703705]","[0, 0, 4.0, 1.8888888888888888, 0.875, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1739130434782608, 1.0434782608695652, 7.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
18,2017-04-22,20170422NCSS0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 0, 11.571428571428571, 3.0, 0.5, 0.5833333333333334]","[0, 1, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 9.310344827586208, 1.9655172413793105, 1.3333333333333333, 1.9333333333333331]","[0, 0, 0.7714285714285714, 0.6857142857142857, 8.0, 5.833333333333333]","[1, 0, 0.5294117647058824, 1.2352941176470589, 2.4545454545454546, 4.25]","[0, 1, 6.0, 1.6666666666666667, 4.0, 0.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 4.0, 1.1111111111111112, 3.25, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 17.0, 2.5555555555555554, 1.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.894736842105263, 0.8947368421052632, 2.2857142857142856, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 0.8108108108108107, 6.0, 1.3703703703703705]","[0, 0, 4.0, 1.8888888888888888, 0.875, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 1.0434782608695652, 7.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
19,2017-04-23,20170423NCSS0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 0, 11.571428571428571, 3.0, 0.5, 0.5833333333333334]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 9.310344827586208, 1.9655172413793105, 1.3333333333333333, 1.9333333333333331]","[1, 0, 2.16, 1.14, 4.666666666666667, 5.555555555555556]","[0, 0, 0.5294117647058824, 1.2352941176470589, 2.4545454545454546, 4.25]","[0, 1, 4.153846153846154, 1.153846153846154, 6.0, 0.48148148148148145]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 4.0, 1.1111111111111112, 3.25, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 17.0, 2.5555555555555554, 1.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.894736842105263, 0.8947368421052632, 2.2857142857142856, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 0.8108108108108107, 6.0, 1.3703703703703705]","[0, 1, 3.4838709677419355, 1.7419354838709677, 0.875, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.9310344827586207, 0.9310344827586208, 8.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
20,2017-04-25,20170425KTNC0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 0, 11.571428571428571, 3.0, 0.5, 0.5833333333333334]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 9.310344827586208, 1.9655172413793105, 1.3333333333333333, 1.9333333333333331]","[0, 0, 2.16, 1.14, 4.666666666666667, 5.555555555555556]","[0, 0, 0.5294117647058824, 1.2352941176470589, 2.4545454545454546, 4.25]","[0, 0, 4.153846153846154, 1.153846153846154, 6.0, 0.48148148148148145]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 4.0, 1.1111111111111112, 3.25, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 17.0, 2.5555555555555554, 1.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.131578947368421, 0.9473684210526316, 2.5555555555555554, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 0.717391304347826, 7.333333333333333, 1.5333333333333334]","[0, 1, 3.176470588235294, 1.588235294117647, 1.125, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.84375, 0.84375, 9.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
21,2017-04-26,20170426KTNC0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 1, 8.1, 2.4, 1.0, 0.6666666666666667]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[1, 0, 6.136363636363636, 1.7727272727272727, 1.2222222222222223, 2.444444444444444]","[0, 0, 2.16, 1.14, 4.666666666666667, 5.555555555555556]","[0, 0, 0.5294117647058824, 1.2352941176470589, 2.4545454545454546, 4.25]","[0, 0, 4.153846153846154, 1.153846153846154, 6.0, 0.48148148148148145]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 3.75, 1.1666666666666667, 3.75, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 17.0, 2.5555555555555554, 1.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 0.9473684210526316, 2.5555555555555554, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 0.717391304347826, 7.333333333333333, 1.5333333333333334]","[0, 0, 3.176470588235294, 1.588235294117647, 1.125, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.84375, 0.84375, 9.0, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
22,2017-04-27,20170427KTNC0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 0, 8.1, 2.4, 1.0, 0.6666666666666667]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 6.136363636363636, 1.7727272727272727, 1.2222222222222223, 2.444444444444444]","[0, 0, 2.16, 1.14, 4.666666666666667, 5.555555555555556]","[0, 0, 0.5294117647058824, 1.2352941176470589, 2.4545454545454546, 4.25]","[0, 0, 4.153846153846154, 1.153846153846154, 6.0, 0.48148148148148145]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 3.75, 1.1666666666666667, 3.75, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[1, 0, 11.4, 2.066666666666667, 1.8888888888888888, 3.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 0.9473684210526316, 2.5555555555555554, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 0.717391304347826, 7.333333333333333, 1.5333333333333334]","[0, 1, 2.8421052631578947, 1.4210526315789473, 1.375, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.7714285714285714, 0.8571428571428572, 5.5, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,2017-04-28,20170428NCHT0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 1, 12.461538461538462, 2.307692307692308, 1.6666666666666667, 0.7222222222222222]","[0, 1, 0.0, 1.0, 3.0, 1.0]","[0, 0, 6.136363636363636, 1.7727272727272727, 1.2222222222222223, 2.444444444444444]","[0, 0, 2.16, 1.14, 4.666666666666667, 5.555555555555556]","[1, 0, 2.793103448275862, 1.396551724137931, 2.1538461538461537, 3.8666666666666663]","[0, 1, 3.8571428571428568, 1.2857142857142856, 3.5, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 3.4615384615384612, 1.0769230769230769, 3.75, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.4, 2.066666666666667, 1.8888888888888888, 3.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 0.9473684210526316, 2.5555555555555554, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 0.717391304347826, 7.333333333333333, 1.5333333333333334]","[0, 0, 2.8421052631578947, 1.4210526315789473, 1.375, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7714285714285714, 0.8571428571428572, 5.5, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,2017-04-29,20170429NCHT0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 0, 12.461538461538462, 2.307692307692308, 1.6666666666666667, 0.7222222222222222]","[0, 0, 0.0, 1.0, 3.0, 1.0]","[0, 0, 6.136363636363636, 1.7727272727272727, 1.2222222222222223, 2.444444444444444]","[1, 0, 2.3142857142857145, 1.1571428571428573, 5.666666666666667, 5.833333333333333]","[0, 0, 2.793103448275862, 1.396551724137931, 2.1538461538461537, 3.8666666666666663]","[0, 1, 3.375, 1.125, 3.5, 0.4848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 0, 3.4615384615384612, 1.0769230769230769, 3.75, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.4, 2.066666666666667, 1.8888888888888888, 3.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 0.9473684210526316, 2.5555555555555554, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 0.6875, 7.666666666666667, 1.4545454545454546]","[0, 1, 2.571428571428571, 1.2857142857142858, 1.75, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.7105263157894737, 0.7894736842105263, 6.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25,2017-04-30,20170430NCHT0,"[0, 0, 11.571428571428571, 2.571428571428571, 0.0, 2.3333333333333335]","[0, 0, 12.461538461538462, 2.307692307692308, 1.6666666666666667, 0.7222222222222222]","[0, 1, 0.0, 0.8571428571428571, 6.0, 1.4]","[0, 0, 6.136363636363636, 1.7727272727272727, 1.2222222222222223, 2.444444444444444]","[0, 0, 2.3142857142857145, 1.1571428571428573, 5.666666666666667, 5.833333333333333]","[0, 0, 2.793103448275862, 1.396551724137931, 2.1538461538461537, 3.8666666666666663]","[0, 0, 3.375, 1.125, 3.5, 0.4848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.5, 2, 2.6666666666666665]","[0, 1, 5.4, 1.3499999999999999, 3.75, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.4, 2.066666666666667, 1.8888888888888888, 3.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.7234042553191489, 0.9893617021276596, 2.9, 6.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 0.6923076923076924, 8.0, 1.4444444444444444]","[0, 0, 2.571428571428571, 1.2857142857142858, 1.75, 1.0769230769230769]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7105263157894737, 0.7894736842105263, 6.0, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
