,date,game_key,이재학,이태양,이민호,이형범,최금강,손정욱,해커,장현식,임정호,강장산,김학성,배재환,윤수호,스튜어트,구창모,류진욱,이훈,최성영,박준영,김준현,김한별,정수민,최상인,임서준,김선규,김진성,원종현,박민석,고창성,임창민,민성기,박상혁
84,2016-07-27,20160727NCSS0,"[0, 0, 4.857740585774058, 1.4937238493723848, 2.375, 5.311111111111112]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[1, 0, 5.564885496183207, 1.6030534351145038, 1.641025641025641, 5.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.941176470588235, 1.3529411764705883, 3.2666666666666666, 1.3076923076923077]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.967032967032967, 1.087912087912088, 3.7333333333333334, 6.066666666666666]","[0, 1, 7.285714285714286, 1.7619047619047619, 1.75, 1.6153846153846154]","[0, 0, 8.0, 2.2222222222222223, 2.8, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.802013422818792, 1.4697986577181208, 2.4242424242424243, 5.8431372549019605]","[0, 0, 3.31578947368421, 1.3157894736842106, 3.8333333333333335, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 1, 6.75, 1.465909090909091, 2.230769230769231, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.239669421487603, 1.56198347107438, 1.4210526315789473, 4.033333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.511627906976744, 1.6046511627906976, 0.7142857142857143, 1.023809523809524]","[0, 0, 4.2534246575342465, 1.0068493150684932, 7.25, 1.2166666666666666]","[0, 0, 2.1976744186046515, 0.9767441860465116, 3.75, 1.303030303030303]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1065573770491803, 0.959016393442623, 6.3, 1.099099099099099]","[0, 0, 4.973684210526316, 1.736842105263158, 1.2857142857142858, 1.2666666666666666]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
85,2016-07-28,20160728NCSS0,"[0, 0, 4.857740585774058, 1.4937238493723848, 2.375, 5.311111111111112]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 5.564885496183207, 1.6030534351145038, 1.641025641025641, 5.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.941176470588235, 1.3529411764705883, 3.2666666666666666, 1.3076923076923077]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.967032967032967, 1.087912087912088, 3.7333333333333334, 6.066666666666666]","[0, 1, 8.59090909090909, 1.9545454545454546, 1.5714285714285714, 1.5714285714285714]","[0, 0, 8.0, 2.2222222222222223, 2.8, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.802013422818792, 1.4697986577181208, 2.4242424242424243, 5.8431372549019605]","[0, 1, 3.15, 1.35, 3.4285714285714284, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 1, 6.252631578947368, 1.4210526315789473, 2.142857142857143, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.6615384615384614, 1.3043478260869565, 3.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.511627906976744, 1.6046511627906976, 0.7142857142857143, 1.023809523809524]","[0, 0, 4.2534246575342465, 1.0068493150684932, 7.25, 1.2166666666666666]","[0, 1, 2.1, 0.9333333333333333, 4.0, 1.3043478260869565]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1065573770491803, 0.959016393442623, 6.3, 1.099099099099099]","[0, 0, 4.973684210526316, 1.736842105263158, 1.2857142857142858, 1.2666666666666666]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
86,2016-07-29,20160729LGNC0,"[0, 0, 4.857740585774058, 1.4937238493723848, 2.375, 5.311111111111112]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 5.564885496183207, 1.6030534351145038, 1.641025641025641, 5.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.941176470588235, 1.3529411764705883, 3.2666666666666666, 1.3076923076923077]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.967032967032967, 1.087912087912088, 3.7333333333333334, 6.066666666666666]","[0, 0, 8.59090909090909, 1.9545454545454546, 1.5714285714285714, 1.5714285714285714]","[0, 0, 8.0, 2.2222222222222223, 2.8, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.4858934169279, 1.4200626959247649, 2.3714285714285714, 5.907407407407407]","[0, 0, 3.15, 1.35, 3.4285714285714284, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 0, 6.252631578947368, 1.4210526315789473, 2.142857142857143, 1.0919540229885059]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6615384615384614, 1.3043478260869565, 3.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.511627906976744, 1.6046511627906976, 0.7142857142857143, 1.023809523809524]","[0, 1, 4.167785234899329, 1.0067114093959733, 7.5, 1.2113821138211383]","[0, 0, 2.1, 0.9333333333333333, 4.0, 1.3043478260869565]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.08, 0.9840000000000001, 5.7272727272727275, 1.0964912280701753]","[0, 0, 4.973684210526316, 1.736842105263158, 1.2857142857142858, 1.2666666666666666]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
87,2016-07-30,20160730LGNC0,"[0, 0, 4.857740585774058, 1.4937238493723848, 2.375, 5.311111111111112]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[1, 0, 5.909433962264151, 1.630188679245283, 1.641025641025641, 4.907407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.941176470588235, 1.3529411764705883, 3.2666666666666666, 1.3076923076923077]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.967032967032967, 1.087912087912088, 3.7333333333333334, 6.066666666666666]","[0, 1, 7.767123287671232, 1.808219178082192, 1.6428571428571428, 1.6222222222222222]","[0, 0, 8.0, 2.2222222222222223, 2.8, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.4858934169279, 1.4200626959247649, 2.3714285714285714, 5.907407407407407]","[0, 0, 3.15, 1.35, 3.4285714285714284, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 1, 6.1875, 1.4375, 2.2142857142857144, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6615384615384614, 1.3043478260869565, 3.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.511627906976744, 1.6046511627906976, 0.7142857142857143, 1.023809523809524]","[0, 0, 4.167785234899329, 1.0067114093959733, 7.5, 1.2113821138211383]","[0, 0, 2.1, 0.9333333333333333, 4.0, 1.3043478260869565]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.08, 0.9840000000000001, 5.7272727272727275, 1.0964912280701753]","[0, 1, 4.909090909090909, 1.7727272727272727, 1.2222222222222223, 1.3333333333333333]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
88,2016-07-31,20160731LGNC0,"[0, 0, 4.857740585774058, 1.4937238493723848, 2.375, 5.311111111111112]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 5.909433962264151, 1.630188679245283, 1.641025641025641, 4.907407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.941176470588235, 1.3529411764705883, 3.2666666666666666, 1.3076923076923077]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.306122448979592, 1.1785714285714286, 3.588235294117647, 5.939393939393939]","[0, 1, 7.363636363636363, 1.7922077922077921, 1.5, 1.6041666666666667]","[0, 0, 8.0, 2.2222222222222223, 2.8, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.4858934169279, 1.4200626959247649, 2.3714285714285714, 5.907407407407407]","[0, 0, 3.15, 1.35, 3.4285714285714284, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 0, 6.1875, 1.4375, 2.2142857142857144, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6615384615384614, 1.3043478260869565, 3.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.511627906976744, 1.6046511627906976, 0.7142857142857143, 1.023809523809524]","[0, 1, 4.440789473684211, 1.0460526315789473, 7.625, 1.2063492063492063]","[0, 1, 1.9687500000000002, 0.875, 4.375, 1.3333333333333333]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.08, 0.9840000000000001, 5.7272727272727275, 1.0964912280701753]","[0, 1, 4.408163265306122, 1.5918367346938778, 1.3333333333333333, 1.361111111111111]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
89,2016-08-04,20160804KTNC0,"[0, 0, 4.857740585774058, 1.4937238493723848, 2.375, 5.311111111111112]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 5.909433962264151, 1.630188679245283, 1.641025641025641, 4.907407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.941176470588235, 1.3529411764705883, 3.2666666666666666, 1.3076923076923077]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.1785714285714286, 3.588235294117647, 5.939393939393939]","[0, 1, 6.831325301204819, 1.6626506024096386, 1.5, 1.6274509803921569]","[0, 0, 8.0, 2.2222222222222223, 2.8, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.208823529411765, 1.3852941176470588, 2.4444444444444446, 5.964912280701754]","[0, 1, 3.471428571428571, 1.4142857142857144, 2.6, 1.0144927536231882]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 0, 6.1875, 1.4375, 2.2142857142857144, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6615384615384614, 1.3043478260869565, 3.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.511627906976744, 1.6046511627906976, 0.7142857142857143, 1.023809523809524]","[0, 0, 4.440789473684211, 1.0460526315789473, 7.625, 1.2063492063492063]","[0, 1, 1.8712871287128714, 0.8316831683168318, 4.5, 1.3466666666666667]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0546875, 0.984375, 5.333333333333333, 1.094017094017094]","[0, 1, 4.418181818181818, 1.581818181818182, 1.2, 1.4102564102564101]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
90,2016-08-05,20160805NCHH0,"[0, 0, 4.857740585774058, 1.4937238493723848, 2.375, 5.311111111111112]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[1, 0, 6.075, 1.6714285714285715, 1.6585365853658536, 4.912280701754386]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.941176470588235, 1.3529411764705883, 3.2666666666666666, 1.3076923076923077]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.1785714285714286, 3.588235294117647, 5.939393939393939]","[0, 1, 6.517241379310345, 1.5862068965517242, 1.5625, 1.6111111111111112]","[0, 0, 8.0, 2.2222222222222223, 2.8, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.208823529411765, 1.3852941176470588, 2.4444444444444446, 5.964912280701754]","[0, 1, 3.75, 1.4583333333333333, 2.3636363636363638, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 1, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6615384615384614, 1.3043478260869565, 3.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 2.511627906976744, 1.6046511627906976, 0.7142857142857143, 1.023809523809524]","[0, 0, 4.440789473684211, 1.0460526315789473, 7.625, 1.2063492063492063]","[0, 0, 1.8712871287128714, 0.8316831683168318, 4.5, 1.3466666666666667]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0546875, 0.984375, 5.333333333333333, 1.094017094017094]","[0, 1, 4.263157894736842, 1.5263157894736843, 1.4, 1.3571428571428572]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
91,2016-08-06,20160806NCHH0,"[0, 0, 4.857740585774058, 1.4937238493723848, 2.375, 5.311111111111112]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 6.075, 1.6714285714285715, 1.6585365853658536, 4.912280701754386]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.774390243902439, 1.3170731707317074, 3.0, 1.3666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.1785714285714286, 3.588235294117647, 5.939393939393939]","[0, 0, 6.517241379310345, 1.5862068965517242, 1.5625, 1.6111111111111112]","[0, 0, 8.0, 2.2222222222222223, 2.8, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 1, 33.75, 6.0, 0.0, 1.3333333333333333]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.208823529411765, 1.3852941176470588, 2.4444444444444446, 5.964912280701754]","[0, 0, 3.75, 1.4583333333333333, 2.3636363636363638, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6615384615384614, 1.3043478260869565, 3.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 1, 3.13953488372093, 1.744186046511628, 0.7142857142857143, 0.9555555555555556]","[0, 1, 4.411764705882353, 1.0392156862745099, 7.75, 1.186046511627907]","[0, 1, 1.8173076923076923, 0.8076923076923077, 4.875, 1.3333333333333333]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0546875, 0.984375, 5.333333333333333, 1.094017094017094]","[0, 0, 4.263157894736842, 1.5263157894736843, 1.4, 1.3571428571428572]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
92,2016-08-07,20160807NCHH0,"[0, 0, 4.857740585774058, 1.4937238493723848, 2.375, 5.311111111111112]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 6.075, 1.6714285714285715, 1.6585365853658536, 4.912280701754386]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.774390243902439, 1.3170731707317074, 3.0, 1.3666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.082926829268293, 1.273170731707317, 3.3684210526315788, 5.694444444444444]","[0, 1, 6.319148936170213, 1.5957446808510638, 1.588235294117647, 1.6491228070175439]","[0, 0, 8.0, 2.2222222222222223, 2.8, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 33.75, 6.0, 0.0, 1.3333333333333333]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.208823529411765, 1.3852941176470588, 2.4444444444444446, 5.964912280701754]","[0, 1, 3.698630136986301, 1.4794520547945207, 2.4545454545454546, 0.9733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6615384615384614, 1.3043478260869565, 3.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.13953488372093, 1.744186046511628, 0.7142857142857143, 0.9555555555555556]","[0, 0, 4.411764705882353, 1.0392156862745099, 7.75, 1.186046511627907]","[0, 1, 2.0186915887850465, 0.8130841121495328, 4.875, 1.3209876543209875]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0465116279069768, 0.9767441860465116, 5.333333333333333, 1.075]","[0, 0, 4.263157894736842, 1.5263157894736843, 1.4, 1.3571428571428572]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
93,2016-08-09,20160809LTNC0,"[0, 0, 4.857740585774058, 1.4937238493723848, 2.375, 5.311111111111112]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 6.075, 1.6714285714285715, 1.6585365853658536, 4.912280701754386]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.774390243902439, 1.3170731707317074, 3.0, 1.3666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.082926829268293, 1.273170731707317, 3.3684210526315788, 5.694444444444444]","[0, 0, 6.319148936170213, 1.5957446808510638, 1.588235294117647, 1.6491228070175439]","[0, 0, 8.0, 2.2222222222222223, 2.8, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 1, 23.142857142857142, 4.714285714285714, 0.0, 1.1666666666666667]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.107042253521127, 1.3943661971830987, 2.268292682926829, 5.916666666666666]","[0, 1, 3.6, 1.44, 2.4545454545454546, 0.9615384615384616]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6615384615384614, 1.3043478260869565, 3.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 1, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 1, 4.3269230769230775, 1.0384615384615385, 7.875, 1.1818181818181819]","[0, 0, 2.0186915887850465, 0.8130841121495328, 4.875, 1.3209876543209875]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0465116279069768, 0.9767441860465116, 5.333333333333333, 1.075]","[0, 0, 4.263157894736842, 1.5263157894736843, 1.4, 1.3571428571428572]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
94,2016-08-10,20160810LTNC0,"[0, 0, 4.857740585774058, 1.4937238493723848, 2.375, 5.311111111111112]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[1, 0, 6.629893238434163, 1.7295373665480427, 1.619047619047619, 4.683333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.774390243902439, 1.3170731707317074, 3.0, 1.3666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.082926829268293, 1.273170731707317, 3.3684210526315788, 5.694444444444444]","[0, 1, 6.123711340206185, 1.6082474226804122, 1.5, 1.6166666666666667]","[0, 0, 8.0, 2.2222222222222223, 2.8, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 23.142857142857142, 4.714285714285714, 0.0, 1.1666666666666667]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.107042253521127, 1.3943661971830987, 2.268292682926829, 5.916666666666666]","[0, 0, 3.6, 1.44, 2.4545454545454546, 0.9615384615384616]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6615384615384614, 1.3043478260869565, 3.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 1, 4.245283018867925, 1.0188679245283019, 8.0, 1.1777777777777778]","[0, 1, 2.209090909090909, 0.8727272727272728, 5.125, 1.3095238095238095]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.453846153846154, 1.0615384615384615, 5.0, 1.056910569105691]","[0, 0, 4.263157894736842, 1.5263157894736843, 1.4, 1.3571428571428572]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
95,2016-08-11,20160811NCLG0,"[0, 0, 4.857740585774058, 1.4937238493723848, 2.375, 5.311111111111112]","[0, 0, 4.5, 1.4761904761904763, 1.0476190476190477, 4.666666666666667]","[0, 0, 6.629893238434163, 1.7295373665480427, 1.619047619047619, 4.683333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.475138121546961, 1.2430939226519337, 3.235294117647059, 1.4715447154471546]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.082926829268293, 1.273170731707317, 3.3684210526315788, 5.694444444444444]","[0, 0, 6.123711340206185, 1.6082474226804122, 1.5, 1.6166666666666667]","[0, 0, 8.0, 2.2222222222222223, 2.8, 0.42857142857142855]","[0, 0, 0, 0, 0, 0]","[0, 0, 23.142857142857142, 4.714285714285714, 0.0, 1.1666666666666667]","[0, 0, 0.0, 0.8181818181818182, 2.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.107042253521127, 1.3943661971830987, 2.268292682926829, 5.916666666666666]","[0, 0, 3.6, 1.44, 2.4545454545454546, 0.9615384615384616]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 3.5999999999999996, 1.0, 0.8333333333333334]","[0, 0, 6.818181818181818, 1.5757575757575757, 2.0, 1.064516129032258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.6615384615384614, 1.3043478260869565, 3.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 2.25, 1.0, 2.6666666666666665]","[0, 0, 3.068181818181818, 1.7045454545454546, 0.8571428571428571, 0.9166666666666666]","[0, 0, 4.245283018867925, 1.0188679245283019, 8.0, 1.1777777777777778]","[0, 1, 2.150442477876106, 0.8495575221238939, 5.25, 1.2988505747126435]","[0, 0, 0.8307692307692308, 0.8769230769230769, 2.7, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.453846153846154, 1.0615384615384615, 5.0, 1.056910569105691]","[0, 1, 5.491525423728814, 1.5762711864406778, 1.4, 1.3111111111111111]","[0, 0, 0.0, 2.25, 3.0, 1.3333333333333333]"
