,date,game_key,이재학,이태양,이민호,이형범,최금강,손정욱,해커,장현식,임정호,강장산,김학성,배재환,윤수호,스튜어트,구창모,류진욱,이훈,최성영,박준영,김준현,김한별,정수민,최상인,임서준,김선규,김진성,원종현,박민석,고창성,임창민,민성기,박상혁
18,2016-04-24,20160424NCSK0,"[0, 0, 0.675, 1.05, 4.666666666666667, 6.666666666666667]","[0, 0, 11.117647058823529, 2.4705882352941173, 0.42857142857142855, 2.8333333333333335]","[0, 0, 6.394736842105263, 1.8157894736842106, 2.0, 4.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.5, 3.0, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8051948051948052, 1.0129870129870129, 3.6666666666666665, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 0.9230769230769231, 8, 0.5416666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.4444444444444444, 1.375, 6.0]","[0, 0, 3.375, 1.125, 7.0, 0.7619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.72, 5.5, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 0.8709677419354839, 2.5, 1.1481481481481481]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9310344827586207, 0.8275862068965518, 2.5, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.75, 12.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
19,2016-04-26,20160426WONC0,"[0, 0, 0.675, 1.05, 4.666666666666667, 6.666666666666667]","[0, 0, 11.117647058823529, 2.4705882352941173, 0.42857142857142855, 2.8333333333333335]","[0, 0, 6.394736842105263, 1.8157894736842106, 2.0, 4.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.5, 3.0, 0.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8051948051948052, 1.0129870129870129, 3.6666666666666665, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.3846153846153848, 8, 0.48148148148148145]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.68, 1.28, 1.5555555555555556, 6.25]","[0, 0, 3.375, 1.125, 7.0, 0.7619047619047619]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.0, 1.0, 2.75, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.025, 0.75, 3.5, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9310344827586207, 0.8275862068965518, 2.5, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6315789473684211, 13.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
20,2016-04-28,20160428WONC0,"[1, 0, 2.9454545454545453, 1.309090909090909, 2.8333333333333335, 6.111111111111111]","[0, 0, 11.117647058823529, 2.4705882352941173, 0.42857142857142855, 2.8333333333333335]","[0, 0, 6.394736842105263, 1.8157894736842106, 2.0, 4.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 15.0, 2.1666666666666665, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8051948051948052, 1.0129870129870129, 3.6666666666666665, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.125, 11, 0.5333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.68, 1.28, 1.5555555555555556, 6.25]","[0, 1, 4.5, 1.1666666666666667, 8.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.0714285714285714, 2.2, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.025, 0.8999999999999999, 3.5, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.9310344827586207, 0.8275862068965518, 2.5, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.6315789473684211, 13.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
21,2016-04-29,20160429NCLT0,"[0, 0, 2.9454545454545453, 1.309090909090909, 2.8333333333333335, 6.111111111111111]","[1, 0, 7.147058823529412, 1.676470588235294, 0.5714285714285714, 3.777777777777778]","[0, 0, 6.394736842105263, 1.8157894736842106, 2.0, 4.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.0, 2.1666666666666665, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8051948051948052, 1.0129870129870129, 3.6666666666666665, 6.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 11, 0.5333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.68, 1.28, 1.5555555555555556, 6.25]","[0, 0, 4.5, 1.1666666666666667, 8.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.0714285714285714, 2.2, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.0, 3.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.84375, 0.84375, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9130434782608695, 5.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
22,2016-04-30,20160430NCLT0,"[0, 0, 2.9454545454545453, 1.309090909090909, 2.8333333333333335, 6.111111111111111]","[0, 0, 7.147058823529412, 1.676470588235294, 0.5714285714285714, 3.777777777777778]","[0, 0, 6.394736842105263, 1.8157894736842106, 2.0, 4.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.857142857142856, 2.0, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.0306122448979593, 1.0714285714285714, 4.666666666666667, 6.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 11, 0.5333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.68, 1.28, 1.5555555555555556, 6.25]","[0, 1, 4.05, 1.05, 9.0, 0.7407407407407408]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.1, 2.2, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.0, 3.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.84375, 0.84375, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.9130434782608695, 5.0, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
23,2016-05-01,20160501NCLT0,"[0, 0, 2.9454545454545453, 1.309090909090909, 2.8333333333333335, 6.111111111111111]","[0, 0, 7.147058823529412, 1.676470588235294, 0.5714285714285714, 3.777777777777778]","[1, 0, 7.468085106382979, 2.042553191489362, 2.142857142857143, 3.9166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.857142857142856, 2.0, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0306122448979593, 1.0714285714285714, 4.666666666666667, 6.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.125, 11, 0.5333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.68, 1.28, 1.5555555555555556, 6.25]","[0, 1, 3.5217391304347827, 0.9130434782608695, 9.0, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.1, 2.2, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.0, 3.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.7714285714285714, 0.8571428571428572, 2.4, 1.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9230769230769231, 5.666666666666667, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
24,2016-05-04,20160504NCKT0,"[0, 0, 2.9454545454545453, 1.309090909090909, 2.8333333333333335, 6.111111111111111]","[0, 0, 7.147058823529412, 1.676470588235294, 0.5714285714285714, 3.777777777777778]","[0, 0, 7.468085106382979, 2.042553191489362, 2.142857142857143, 3.9166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.857142857142856, 2.0, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0306122448979593, 1.0714285714285714, 4.666666666666667, 6.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.375, 1.3125, 11, 0.4848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.595744680851063, 1.2127659574468086, 2.111111111111111, 6.266666666666667]","[0, 0, 3.5217391304347827, 0.9130434782608695, 9.0, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.272727272727273, 1.0909090909090908, 2.6, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.0666666666666667, 4.0, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.7297297297297298, 0.8108108108108107, 2.8, 1.2333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9310344827586208, 5.666666666666667, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
25,2016-05-05,20160505NCKT0,"[1, 0, 2.5890410958904106, 1.1917808219178083, 3.2857142857142856, 6.083333333333333]","[0, 0, 7.147058823529412, 1.676470588235294, 0.5714285714285714, 3.777777777777778]","[0, 0, 7.468085106382979, 2.042553191489362, 2.142857142857143, 3.9166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 11.25, 1.75, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0306122448979593, 1.0714285714285714, 4.666666666666667, 6.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.3125, 11, 0.4848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.2127659574468086, 2.111111111111111, 6.266666666666667]","[0, 0, 3.5217391304347827, 0.9130434782608695, 9.0, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.0909090909090908, 2.6, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0666666666666667, 4.0, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7297297297297298, 0.8108108108108107, 2.8, 1.2333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.9310344827586208, 5.666666666666667, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
26,2016-05-06,20160506LGNC0,"[0, 0, 2.5890410958904106, 1.1917808219178083, 3.2857142857142856, 6.083333333333333]","[0, 0, 7.147058823529412, 1.676470588235294, 0.5714285714285714, 3.777777777777778]","[0, 0, 7.468085106382979, 2.042553191489362, 2.142857142857143, 3.9166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 1.75, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.793103448275862, 1.0603448275862069, 4.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.3125, 11, 0.4848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.2127659574468086, 2.111111111111111, 6.266666666666667]","[0, 1, 3.2399999999999998, 0.96, 9.0, 0.7575757575757577]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.0909090909090908, 2.6, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0666666666666667, 4.0, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.7297297297297298, 0.8108108108108107, 2.8, 1.2333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.9310344827586208, 5.666666666666667, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
27,2016-05-07,20160507LGNC0,"[0, 0, 2.5890410958904106, 1.1917808219178083, 3.2857142857142856, 6.083333333333333]","[1, 0, 5.711538461538462, 1.5, 0.7, 4.333333333333333]","[0, 0, 7.468085106382979, 2.042553191489362, 2.142857142857143, 3.9166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.607142857142858, 1.7142857142857142, 5.0, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.0603448275862069, 4.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.3125, 11, 0.4848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.2127659574468086, 2.111111111111111, 6.266666666666667]","[0, 1, 2.892857142857143, 0.8571428571428571, 10.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.0909090909090908, 2.6, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0666666666666667, 4.0, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.675, 0.825, 2.6666666666666665, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.84375, 6.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
28,2016-05-08,20160508LGNC0,"[0, 0, 2.5890410958904106, 1.1917808219178083, 3.2857142857142856, 6.083333333333333]","[0, 0, 5.711538461538462, 1.5, 0.7, 4.333333333333333]","[1, 0, 5.641791044776119, 1.6567164179104479, 2.111111111111111, 4.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.8, 1.7, 5.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.0603448275862069, 4.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.3125, 11, 0.4848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.595744680851063, 1.2127659574468086, 2.111111111111111, 6.266666666666667]","[0, 0, 2.892857142857143, 0.8571428571428571, 10.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.0909090909090908, 2.6, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0666666666666667, 4.0, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.627906976744186, 0.7674418604651162, 3.0, 1.1944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 6.666666666666667, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
29,2016-05-11,20160511NCHH0,"[0, 0, 2.5890410958904106, 1.1917808219178083, 3.2857142857142856, 6.083333333333333]","[0, 0, 5.711538461538462, 1.5, 0.7, 4.333333333333333]","[0, 0, 5.641791044776119, 1.6567164179104479, 2.111111111111111, 4.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 1.5, 7.0, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.0603448275862069, 4.75, 6.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.3125, 11, 0.4848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.580357142857143, 1.232142857142857, 1.8333333333333333, 6.222222222222222]","[0, 0, 2.892857142857143, 0.8571428571428571, 10.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.0833333333333333, 3.2, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0666666666666667, 4.0, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2, 0.8666666666666667, 2.7142857142857144, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 6.666666666666667, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
30,2016-05-12,20160512NCHH0,"[0, 0, 2.5890410958904106, 1.1917808219178083, 3.2857142857142856, 6.083333333333333]","[0, 0, 5.711538461538462, 1.5, 0.7, 4.333333333333333]","[0, 0, 5.641791044776119, 1.6567164179104479, 2.111111111111111, 4.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.5, 7.0, 1.0909090909090908]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.759124087591241, 1.0291970802919708, 4.1, 6.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.3125, 11, 0.4848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.580357142857143, 1.232142857142857, 1.8333333333333333, 6.222222222222222]","[0, 0, 2.892857142857143, 0.8571428571428571, 10.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0833333333333333, 3.2, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0666666666666667, 4.0, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2, 0.8666666666666667, 2.7142857142857144, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 6.666666666666667, 1.0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
31,2016-05-13,20160513KTNC0,"[1, 0, 2.3225806451612905, 1.2258064516129032, 2.6363636363636362, 6.2]","[0, 0, 5.711538461538462, 1.5, 0.7, 4.333333333333333]","[0, 0, 5.641791044776119, 1.6567164179104479, 2.111111111111111, 4.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.307692307692308, 1.3846153846153846, 8.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.759124087591241, 1.0291970802919708, 4.1, 6.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.3125, 11, 0.4848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.580357142857143, 1.232142857142857, 1.8333333333333333, 6.222222222222222]","[0, 0, 2.892857142857143, 0.8571428571428571, 10.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.769230769230769, 1.0, 3.4, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0666666666666667, 4.0, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.125, 0.875, 2.857142857142857, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 6.666666666666667, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
32,2016-05-14,20160514KTNC0,"[0, 0, 2.3225806451612905, 1.2258064516129032, 2.6363636363636362, 6.2]","[1, 0, 4.242857142857143, 1.2857142857142858, 0.9166666666666666, 4.666666666666666]","[0, 0, 5.641791044776119, 1.6567164179104479, 2.111111111111111, 4.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.3846153846153846, 8.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.759124087591241, 1.0291970802919708, 4.1, 6.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.3125, 11, 0.4848484848484848]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.580357142857143, 1.232142857142857, 1.8333333333333333, 6.222222222222222]","[0, 1, 2.892857142857143, 1.0714285714285714, 3.3333333333333335, 0.717948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 0.9285714285714286, 3.4, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0666666666666667, 4.0, 1.1538461538461537]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0588235294117647, 0.8823529411764706, 2.625, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9230769230769231, 7.333333333333333, 1.0]","[0, 1, 0.0, 0.0, 2, 2.0]","[0, 0, 0, 0, 0, 0]"
