,date,game_key,김현우,김대우,심창민,임현준,우병걸,안성무,윤대경,박제윤,구준범,정광운,웹스터,플란데,벨레스터,이케빈,레온,최충연,김승현,임대한,김건한,안지만,신용운,윤성환,박근홍,서동환,조현근,장원삼,차우찬,김기태,백정현,장필준,정인욱,박민규,김동호,권오준
55,2016-06-08,20160608SSLG0,"[0, 1, 4.5, 2.0, 2.0, 2.0]","[0, 1, 5.547945205479452, 1.6027397260273974, 1.3333333333333333, 0.9733333333333333]","[0, 0, 3.1153846153846154, 1.2307692307692308, 3.3, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0, 1.1111111111111112, 1.8, 1.2]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 4.959183673469388, 1.3469387755102042, 3.1666666666666665, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5276381909547743, 1.1457286432160805, 3.1818181818181817, 6.633333333333333]","[0, 1, 7.363636363636363, 1.840909090909091, 1.4, 0.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.551470588235294, 1.6323529411764706, 2.6, 5.666666666666667]","[0, 0, 4.5, 1.375, 1.2307692307692308, 6.0]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 0, 3.0857142857142854, 1.3285714285714287, 3.75, 0.9722222222222222]","[0, 1, 5.215909090909091, 1.7045454545454546, 2.0, 1.3333333333333333]","[1, 0, 7.217821782178218, 1.811881188118812, 1.411764705882353, 4.208333333333333]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 1.6956521739130435, 1.8333333333333333, 0.9019607843137255]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
56,2016-06-09,20160609SSLG0,"[0, 1, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 1, 5.684210526315789, 1.618421052631579, 1.4444444444444444, 0.9743589743589743]","[0, 0, 3.1153846153846154, 1.2307692307692308, 3.3, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0, 1.1111111111111112, 1.8, 1.2]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 4.959183673469388, 1.3469387755102042, 3.1666666666666665, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5276381909547743, 1.1457286432160805, 3.1818181818181817, 6.633333333333333]","[0, 0, 7.363636363636363, 1.840909090909091, 1.4, 0.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[1, 0, 6.191082802547771, 1.5477707006369426, 2.6666666666666665, 5.814814814814815]","[0, 0, 4.5, 1.375, 1.2307692307692308, 6.0]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 1, 3.0422535211267605, 1.352112676056338, 3.3333333333333335, 0.9466666666666668]","[0, 0, 5.215909090909091, 1.7045454545454546, 2.0, 1.3333333333333333]","[0, 0, 7.217821782178218, 1.811881188118812, 1.411764705882353, 4.208333333333333]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 1, 7.468085106382979, 1.8510638297872342, 1.5714285714285714, 0.8703703703703703]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
57,2016-06-10,20160610SSHT0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 0, 5.684210526315789, 1.618421052631579, 1.4444444444444444, 0.9743589743589743]","[0, 0, 3.1153846153846154, 1.2307692307692308, 3.3, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0, 1.1111111111111112, 1.8, 1.2]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 4.959183673469388, 1.3469387755102042, 3.1666666666666665, 1.1666666666666665]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8571428571428568, 1.175115207373272, 3.5, 6.575757575757575]","[0, 0, 7.363636363636363, 1.840909090909091, 1.4, 0.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.191082802547771, 1.5477707006369426, 2.6666666666666665, 5.814814814814815]","[0, 0, 4.5, 1.375, 1.2307692307692308, 6.0]","[0, 0, 8.307692307692308, 2.0, 1.2857142857142858, 3.25]","[0, 0, 3.0422535211267605, 1.352112676056338, 3.3333333333333335, 0.9466666666666668]","[0, 0, 5.215909090909091, 1.7045454545454546, 2.0, 1.3333333333333333]","[0, 0, 7.217821782178218, 1.811881188118812, 1.411764705882353, 4.208333333333333]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 7.468085106382979, 1.8510638297872342, 1.5714285714285714, 0.8703703703703703]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
58,2016-06-11,20160611SSHT0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 0, 5.684210526315789, 1.618421052631579, 1.4444444444444444, 0.9743589743589743]","[0, 1, 3.0, 1.2222222222222223, 3.4, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0, 1.1111111111111112, 1.8, 1.2]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 4.764705882352941, 1.411764705882353, 2.7142857142857144, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.175115207373272, 3.5, 6.575757575757575]","[0, 0, 7.363636363636363, 1.840909090909091, 1.4, 0.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.191082802547771, 1.5477707006369426, 2.6666666666666665, 5.814814814814815]","[0, 0, 4.5, 1.375, 1.2307692307692308, 6.0]","[1, 0, 8.816326530612244, 2.0204081632653064, 1.25, 3.2666666666666666]","[0, 0, 3.0422535211267605, 1.352112676056338, 3.3333333333333335, 0.9466666666666668]","[0, 0, 5.215909090909091, 1.7045454545454546, 2.0, 1.3333333333333333]","[0, 0, 7.217821782178218, 1.811881188118812, 1.411764705882353, 4.208333333333333]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 7.468085106382979, 1.8510638297872342, 1.5714285714285714, 0.8703703703703703]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
59,2016-06-12,20160612SSHT0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 0, 5.684210526315789, 1.618421052631579, 1.4444444444444444, 0.9743589743589743]","[0, 0, 3.0, 1.2222222222222223, 3.4, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3684210526315788, 1.1578947368421053, 1.6666666666666667, 1.1875]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 5.033898305084746, 1.3220338983050848, 3.142857142857143, 1.2291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.175115207373272, 3.5, 6.575757575757575]","[0, 0, 7.363636363636363, 1.840909090909091, 1.4, 0.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.191082802547771, 1.5477707006369426, 2.6666666666666665, 5.814814814814815]","[1, 0, 4.064516129032258, 1.4193548387096775, 1.25, 6.2]","[0, 0, 8.816326530612244, 2.0204081632653064, 1.25, 3.2666666666666666]","[0, 1, 3.698630136986301, 1.3972602739726028, 3.3333333333333335, 0.9358974358974359]","[0, 0, 5.215909090909091, 1.7045454545454546, 2.0, 1.3333333333333333]","[0, 0, 7.217821782178218, 1.811881188118812, 1.411764705882353, 4.208333333333333]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 7.468085106382979, 1.8510638297872342, 1.5714285714285714, 0.8703703703703703]","[0, 0, 7.7142857142857135, 1.5, 1.0, 0.9333333333333333]"
60,2016-06-14,20160614SKSS0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 1, 5.4, 1.5374999999999999, 1.6666666666666667, 0.9876543209876544]","[0, 0, 3.0, 1.2222222222222223, 3.4, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3684210526315788, 1.1578947368421053, 1.6666666666666667, 1.1875]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.033898305084746, 1.3220338983050848, 3.142857142857143, 1.2291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.175115207373272, 3.5, 6.575757575757575]","[0, 1, 6.75, 1.8125, 1.4545454545454546, 0.64]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.191082802547771, 1.5477707006369426, 2.6666666666666665, 5.814814814814815]","[0, 0, 4.064516129032258, 1.4193548387096775, 1.25, 6.2]","[0, 0, 8.816326530612244, 2.0204081632653064, 1.25, 3.2666666666666666]","[0, 0, 3.698630136986301, 1.3972602739726028, 3.3333333333333335, 0.9358974358974359]","[0, 0, 5.215909090909091, 1.7045454545454546, 2.0, 1.3333333333333333]","[1, 0, 8.174311926605505, 1.9816513761467889, 1.1304347826086956, 4.037037037037037]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 1, 6.88235294117647, 1.7058823529411764, 2.0, 0.8947368421052632]","[0, 1, 15.1875, 2.25, 1.3333333333333333, 0.8888888888888888]"
61,2016-06-15,20160615SKSS0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 1, 6.075, 1.65, 1.6666666666666667, 0.9523809523809524]","[0, 0, 3.0, 1.2222222222222223, 3.4, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 1.3157894736842106, 1.4285714285714286, 1.1176470588235294]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.033898305084746, 1.3220338983050848, 3.142857142857143, 1.2291666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.175115207373272, 3.5, 6.575757575757575]","[0, 0, 6.75, 1.8125, 1.4545454545454546, 0.64]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[1, 0, 6.63157894736842, 1.5964912280701755, 2.5714285714285716, 5.7]","[0, 0, 4.064516129032258, 1.4193548387096775, 1.25, 6.2]","[0, 0, 8.816326530612244, 2.0204081632653064, 1.25, 3.2666666666666666]","[0, 0, 3.698630136986301, 1.3972602739726028, 3.3333333333333335, 0.9358974358974359]","[0, 0, 5.215909090909091, 1.7045454545454546, 2.0, 1.3333333333333333]","[0, 0, 8.174311926605505, 1.9816513761467889, 1.1304347826086956, 4.037037037037037]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 6.88235294117647, 1.7058823529411764, 2.0, 0.8947368421052632]","[0, 1, 12.789473684210526, 2.0526315789473686, 2.0, 0.9047619047619048]"
62,2016-06-16,20160616SKSS0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.9523809523809524]","[0, 0, 3.0, 1.2222222222222223, 3.4, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.3157894736842106, 1.4285714285714286, 1.1176470588235294]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 5.142857142857142, 1.2857142857142858, 3.2857142857142856, 1.2352941176470589]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9211618257261414, 1.170124481327801, 3.6153846153846154, 6.694444444444444]","[0, 0, 6.75, 1.8125, 1.4545454545454546, 0.64]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.63157894736842, 1.5964912280701755, 2.5714285714285716, 5.7]","[0, 0, 4.064516129032258, 1.4193548387096775, 1.25, 6.2]","[0, 0, 8.816326530612244, 2.0204081632653064, 1.25, 3.2666666666666666]","[0, 1, 3.6486486486486487, 1.3783783783783783, 3.4444444444444446, 0.9135802469135803]","[0, 0, 5.215909090909091, 1.7045454545454546, 2.0, 1.3333333333333333]","[0, 0, 8.174311926605505, 1.9816513761467889, 1.1304347826086956, 4.037037037037037]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 1, 6.622641509433962, 1.641509433962264, 2.142857142857143, 0.8833333333333334]","[0, 0, 12.789473684210526, 2.0526315789473686, 2.0, 0.9047619047619048]"
63,2016-06-17,20160617OBSS0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 0, 6.075, 1.65, 1.6666666666666667, 0.9523809523809524]","[0, 1, 2.8588235294117648, 1.2352941176470589, 2.9166666666666665, 1.2878787878787878]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.3157894736842106, 1.4285714285714286, 1.1176470588235294]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 4.909090909090909, 1.3181818181818181, 3.2857142857142856, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9211618257261414, 1.170124481327801, 3.6153846153846154, 6.694444444444444]","[0, 1, 6.612244897959184, 1.836734693877551, 1.4545454545454546, 0.6282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.63157894736842, 1.5964912280701755, 2.5714285714285716, 5.7]","[0, 0, 4.064516129032258, 1.4193548387096775, 1.25, 6.2]","[1, 0, 7.59375, 1.734375, 1.1, 3.5555555555555554]","[0, 0, 3.6486486486486487, 1.3783783783783783, 3.4444444444444446, 0.9135802469135803]","[0, 0, 5.215909090909091, 1.7045454545454546, 2.0, 1.3333333333333333]","[0, 0, 8.174311926605505, 1.9816513761467889, 1.1304347826086956, 4.037037037037037]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 6.622641509433962, 1.641509433962264, 2.142857142857143, 0.8833333333333334]","[0, 0, 12.789473684210526, 2.0526315789473686, 2.0, 0.9047619047619048]"
64,2016-06-18,20160618OBSS0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 1, 6.370786516853933, 1.6179775280898876, 2.0, 1.0229885057471264]","[0, 0, 2.8588235294117648, 1.2352941176470589, 2.9166666666666665, 1.2878787878787878]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.272727272727273, 1.3636363636363635, 1.375, 1.2222222222222223]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 4.909090909090909, 1.3181818181818181, 3.2857142857142856, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9211618257261414, 1.170124481327801, 3.6153846153846154, 6.694444444444444]","[0, 0, 6.612244897959184, 1.836734693877551, 1.4545454545454546, 0.6282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.63157894736842, 1.5964912280701755, 2.5714285714285716, 5.7]","[1, 0, 4.22608695652174, 1.434782608695652, 1.3888888888888888, 6.388888888888889]","[0, 0, 7.59375, 1.734375, 1.1, 3.5555555555555554]","[0, 1, 4.558441558441558, 1.4805194805194803, 3.2, 0.9166666666666667]","[0, 0, 5.215909090909091, 1.7045454545454546, 2.0, 1.3333333333333333]","[0, 0, 8.174311926605505, 1.9816513761467889, 1.1304347826086956, 4.037037037037037]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 6.622641509433962, 1.641509433962264, 2.142857142857143, 0.8833333333333334]","[0, 0, 12.789473684210526, 2.0526315789473686, 2.0, 0.9047619047619048]"
65,2016-06-19,20160619OBSS0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 0, 6.370786516853933, 1.6179775280898876, 2.0, 1.0229885057471264]","[0, 1, 2.7, 1.2333333333333334, 2.9166666666666665, 1.3043478260869565]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.3636363636363635, 1.375, 1.2222222222222223]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 5.086956521739131, 1.434782608695652, 3.125, 1.2105263157894737]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9211618257261414, 1.170124481327801, 3.6153846153846154, 6.694444444444444]","[0, 0, 6.612244897959184, 1.836734693877551, 1.4545454545454546, 0.6282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 6.63157894736842, 1.5964912280701755, 2.5714285714285716, 5.7]","[0, 0, 4.22608695652174, 1.434782608695652, 1.3888888888888888, 6.388888888888889]","[0, 0, 7.59375, 1.734375, 1.1, 3.5555555555555554]","[0, 1, 4.333333333333333, 1.4814814814814814, 3.0, 0.9310344827586207]","[0, 0, 5.215909090909091, 1.7045454545454546, 2.0, 1.3333333333333333]","[1, 0, 7.269230769230769, 1.7769230769230768, 1.25, 4.333333333333334]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 6.622641509433962, 1.641509433962264, 2.142857142857143, 0.8833333333333334]","[0, 0, 12.789473684210526, 2.0526315789473686, 2.0, 0.9047619047619048]"
66,2016-06-21,20160621SSWO0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 1, 6.096774193548387, 1.5483870967741935, 2.111111111111111, 1.0333333333333334]","[0, 0, 2.7, 1.2333333333333334, 2.9166666666666665, 1.3043478260869565]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0857142857142854, 1.3714285714285714, 1.2222222222222223, 1.2280701754385965]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.086956521739131, 1.434782608695652, 3.125, 1.2105263157894737]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9211618257261414, 1.170124481327801, 3.6153846153846154, 6.694444444444444]","[0, 1, 6.612244897959184, 1.8979591836734695, 1.3333333333333333, 0.6049382716049382]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[1, 0, 7.758620689655172, 1.7413793103448276, 2.235294117647059, 5.2727272727272725]","[0, 0, 4.22608695652174, 1.434782608695652, 1.3888888888888888, 6.388888888888889]","[0, 0, 7.59375, 1.734375, 1.1, 3.5555555555555554]","[0, 1, 4.333333333333333, 1.5185185185185186, 3.0, 0.9]","[0, 0, 5.215909090909091, 1.7045454545454546, 2.0, 1.3333333333333333]","[0, 0, 7.269230769230769, 1.7769230769230768, 1.25, 4.333333333333334]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 1, 7.7142857142857135, 1.7678571428571428, 2.142857142857143, 0.888888888888889]","[0, 1, 9.719999999999999, 1.68, 2.0, 1.0416666666666667]"
