,date,game_key,김현우,김대우,심창민,임현준,우병걸,안성무,윤대경,박제윤,구준범,정광운,웹스터,플란데,벨레스터,이케빈,레온,최충연,김승현,임대한,김건한,안지만,신용운,윤성환,박근홍,서동환,조현근,장원삼,차우찬,김기태,백정현,장필준,정인욱,박민규,김동호,권오준
76,2016-07-07,20160707LGSS0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 1, 6.05607476635514, 1.5140186915887852, 2.0, 1.019047619047619]","[0, 1, 3.3451327433628317, 1.4070796460176993, 2.2777777777777777, 1.2150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.4415584415584415, 1.2, 1.1666666666666667]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 5.968421052631578, 1.5789473684210527, 2.642857142857143, 1.217948717948718]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.036544850498339, 1.255813953488372, 3.375, 6.688888888888888]","[0, 0, 7.0200000000000005, 1.9799999999999998, 1.3333333333333333, 0.5952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.693548387096775, 1.8225806451612903, 2.388888888888889, 5.166666666666667]","[1, 0, 4.810344827586207, 1.4827586206896552, 1.6923076923076923, 6.444444444444445]","[0, 0, 5.181818181818182, 1.3636363636363635, 1.1428571428571428, 4.125]","[0, 1, 5.4, 1.5789473684210527, 3.25, 0.8558558558558559]","[0, 1, 5.5588235294117645, 1.6470588235294117, 2.272727272727273, 1.36]","[0, 0, 6.75, 1.7027027027027026, 1.2592592592592593, 4.484848484848485]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 7.967213114754098, 1.7704918032786887, 1.875, 0.9242424242424242]","[0, 0, 9.0, 1.6666666666666667, 2.0, 1.0]"
77,2016-07-08,20160708SSHH0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 1, 6.136363636363636, 1.5, 2.0, 1.0185185185185184]","[0, 0, 3.3451327433628317, 1.4070796460176993, 2.2777777777777777, 1.2150537634408602]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.4415584415584415, 1.2, 1.1666666666666667]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 5.7272727272727275, 1.5454545454545454, 2.7142857142857144, 1.2222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.036544850498339, 1.255813953488372, 3.375, 6.688888888888888]","[0, 0, 7.0200000000000005, 1.9799999999999998, 1.3333333333333333, 0.5952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.693548387096775, 1.8225806451612903, 2.388888888888889, 5.166666666666667]","[0, 0, 4.810344827586207, 1.4827586206896552, 1.6923076923076923, 6.444444444444445]","[1, 0, 4.973684210526316, 1.4210526315789473, 1.25, 4.222222222222222]","[0, 1, 5.288659793814433, 1.6082474226804122, 3.076923076923077, 0.8508771929824562]","[0, 0, 5.5588235294117645, 1.6470588235294117, 2.272727272727273, 1.36]","[0, 0, 6.75, 1.7027027027027026, 1.2592592592592593, 4.484848484848485]","[0, 0, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 1, 7.838709677419355, 1.7903225806451613, 1.6666666666666667, 0.8985507246376813]","[0, 1, 9.310344827586208, 1.6551724137931036, 2.0, 0.9666666666666666]"
78,2016-07-09,20160709SSHH0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 0, 6.136363636363636, 1.5, 2.0, 1.0185185185185184]","[0, 1, 3.2586206896551726, 1.396551724137931, 2.2777777777777777, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.4415584415584415, 1.2, 1.1666666666666667]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 5.881188118811881, 1.5445544554455446, 2.7142857142857144, 1.2023809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.036544850498339, 1.255813953488372, 3.375, 6.688888888888888]","[0, 0, 7.0200000000000005, 1.9799999999999998, 1.3333333333333333, 0.5952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.693548387096775, 1.8225806451612903, 2.388888888888889, 5.166666666666667]","[0, 0, 4.810344827586207, 1.4827586206896552, 1.6923076923076923, 6.444444444444445]","[0, 0, 4.973684210526316, 1.4210526315789473, 1.25, 4.222222222222222]","[0, 1, 5.23469387755102, 1.5918367346938778, 3.076923076923077, 0.8376068376068375]","[0, 1, 5.4, 1.6090909090909091, 2.272727272727273, 1.4102564102564101]","[1, 0, 6.962264150943396, 1.7358490566037736, 1.206896551724138, 4.416666666666667]","[0, 1, 0.0, 1.0, 1.0, 1.0]","[0, 0, 7.838709677419355, 1.7903225806451613, 1.6666666666666667, 0.8985507246376813]","[0, 1, 8.4375, 1.5, 2.0, 0.9696969696969696]"
79,2016-07-10,20160710SSHH0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 1, 6.081081081081082, 1.5135135135135136, 2.1, 1.0]","[0, 0, 3.2586206896551726, 1.396551724137931, 2.2777777777777777, 1.2083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.4415584415584415, 1.2, 1.1666666666666667]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.881188118811881, 1.5445544554455446, 2.7142857142857144, 1.2023809523809523]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.024844720496895, 1.2298136645962734, 3.3529411764705883, 6.708333333333333]","[0, 0, 7.0200000000000005, 1.9799999999999998, 1.3333333333333333, 0.5952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.693548387096775, 1.8225806451612903, 2.388888888888889, 5.166666666666667]","[0, 0, 4.810344827586207, 1.4827586206896552, 1.6923076923076923, 6.444444444444445]","[0, 0, 4.973684210526316, 1.4210526315789473, 1.25, 4.222222222222222]","[0, 1, 5.13, 1.5599999999999998, 3.1538461538461537, 0.8333333333333334]","[0, 0, 5.4, 1.6090909090909091, 2.272727272727273, 1.4102564102564101]","[0, 0, 6.962264150943396, 1.7358490566037736, 1.206896551724138, 4.416666666666667]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 7.838709677419355, 1.7903225806451613, 1.6666666666666667, 0.8985507246376813]","[0, 1, 7.105263157894736, 1.3421052631578947, 2.0, 1.0555555555555556]"
80,2016-07-12,20160712LTSS0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 1, 5.9491525423728815, 1.4745762711864405, 2.3, 1.0350877192982457]","[0, 1, 3.073170731707317, 1.3414634146341464, 2.4444444444444446, 1.2424242424242424]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.4415584415584415, 1.2, 1.1666666666666667]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.881188118811881, 1.5445544554455446, 2.7142857142857144, 1.2023809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.024844720496895, 1.2298136645962734, 3.3529411764705883, 6.708333333333333]","[0, 0, 7.0200000000000005, 1.9799999999999998, 1.3333333333333333, 0.5952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.693548387096775, 1.8225806451612903, 2.388888888888889, 5.166666666666667]","[1, 0, 5.966850828729282, 1.6077348066298343, 1.5, 6.033333333333333]","[0, 0, 4.973684210526316, 1.4210526315789473, 1.25, 4.222222222222222]","[0, 1, 5.4, 1.5899999999999999, 3.1538461538461537, 0.8130081300813009]","[0, 0, 5.4, 1.6090909090909091, 2.272727272727273, 1.4102564102564101]","[0, 0, 6.962264150943396, 1.7358490566037736, 1.206896551724138, 4.416666666666667]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 7.838709677419355, 1.7903225806451613, 1.6666666666666667, 0.8985507246376813]","[0, 0, 7.105263157894736, 1.3421052631578947, 2.0, 1.0555555555555556]"
81,2016-07-13,20160713LTSS0,"[0, 0, 4.909090909090909, 1.9090909090909092, 4.0, 1.8333333333333333]","[0, 0, 5.9491525423728815, 1.4745762711864405, 2.3, 1.0350877192982457]","[0, 1, 3.0, 1.3095238095238095, 2.4444444444444446, 1.2352941176470589]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.4415584415584415, 1.2, 1.1666666666666667]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 5.5514018691588785, 1.5140186915887852, 2.7857142857142856, 1.2298850574712643]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.024844720496895, 1.2298136645962734, 3.3529411764705883, 6.708333333333333]","[0, 0, 7.0200000000000005, 1.9799999999999998, 1.3333333333333333, 0.5952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.693548387096775, 1.8225806451612903, 2.388888888888889, 5.166666666666667]","[0, 0, 5.966850828729282, 1.6077348066298343, 1.5, 6.033333333333333]","[1, 0, 4.984615384615385, 1.3846153846153846, 1.375, 4.333333333333334]","[0, 1, 5.346534653465347, 1.5742574257425743, 3.230769230769231, 0.8015873015873015]","[0, 1, 5.3076923076923075, 1.641025641025641, 2.0, 1.4444444444444444]","[0, 0, 6.962264150943396, 1.7358490566037736, 1.206896551724138, 4.416666666666667]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 7.838709677419355, 1.7903225806451613, 1.6666666666666667, 0.8985507246376813]","[0, 0, 7.105263157894736, 1.3421052631578947, 2.0, 1.0555555555555556]"
82,2016-07-14,20160714LTSS0,"[0, 1, 9.818181818181818, 3.0, 2.0, 1.222222222222222]","[0, 1, 6.024793388429752, 1.5123966942148759, 2.3, 1.0341880341880343]","[0, 1, 3.1153846153846154, 1.3384615384615384, 2.4444444444444446, 1.2380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.4415584415584415, 1.2, 1.1666666666666667]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 1, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.024844720496895, 1.2298136645962734, 3.3529411764705883, 6.708333333333333]","[0, 0, 7.0200000000000005, 1.9799999999999998, 1.3333333333333333, 0.5952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.693548387096775, 1.8225806451612903, 2.388888888888889, 5.166666666666667]","[0, 0, 5.966850828729282, 1.6077348066298343, 1.5, 6.033333333333333]","[0, 0, 4.984615384615385, 1.3846153846153846, 1.375, 4.333333333333334]","[0, 1, 5.6138613861386135, 1.603960396039604, 3.230769230769231, 0.7829457364341085]","[0, 0, 5.3076923076923075, 1.641025641025641, 2.0, 1.4444444444444444]","[1, 0, 7.043478260869565, 1.7888198757763976, 1.0606060606060606, 4.128205128205128]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 7.838709677419355, 1.7903225806451613, 1.6666666666666667, 0.8985507246376813]","[0, 1, 6.585365853658536, 1.3902439024390245, 2.0, 1.0512820512820513]"
83,2016-07-19,20160719SSOB0,"[0, 0, 9.818181818181818, 3.0, 2.0, 1.222222222222222]","[0, 1, 5.975409836065574, 1.5, 2.3, 1.0166666666666666]","[0, 0, 3.1153846153846154, 1.3384615384615384, 2.4444444444444446, 1.2380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.4415584415584415, 1.2, 1.1666666666666667]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.258928571428571, 1.2946428571428572, 2.5217391304347827, 6.588235294117647]","[0, 0, 7.0200000000000005, 1.9799999999999998, 1.3333333333333333, 0.5952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.693548387096775, 1.8225806451612903, 2.388888888888889, 5.166666666666667]","[0, 0, 5.966850828729282, 1.6077348066298343, 1.5, 6.033333333333333]","[0, 0, 4.984615384615385, 1.3846153846153846, 1.375, 4.333333333333334]","[0, 1, 5.504854368932039, 1.6019417475728155, 3.230769230769231, 0.7803030303030304]","[0, 0, 5.3076923076923075, 1.641025641025641, 2.0, 1.4444444444444444]","[0, 0, 7.043478260869565, 1.7888198757763976, 1.0606060606060606, 4.128205128205128]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 7.838709677419355, 1.7903225806451613, 1.6666666666666667, 0.8985507246376813]","[0, 0, 6.585365853658536, 1.3902439024390245, 2.0, 1.0512820512820513]"
84,2016-07-20,20160720SSOB0,"[0, 0, 9.818181818181818, 3.0, 2.0, 1.222222222222222]","[0, 0, 5.975409836065574, 1.5, 2.3, 1.0166666666666666]","[0, 1, 2.9779411764705883, 1.3014705882352942, 2.611111111111111, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.4415584415584415, 1.2, 1.1666666666666667]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.258928571428571, 1.2946428571428572, 2.5217391304347827, 6.588235294117647]","[0, 0, 7.0200000000000005, 1.9799999999999998, 1.3333333333333333, 0.5952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.693548387096775, 1.8225806451612903, 2.388888888888889, 5.166666666666667]","[1, 0, 5.776119402985074, 1.6119402985074627, 1.5454545454545454, 6.090909090909091]","[0, 0, 4.984615384615385, 1.3846153846153846, 1.375, 4.333333333333334]","[0, 0, 5.504854368932039, 1.6019417475728155, 3.230769230769231, 0.7803030303030304]","[0, 0, 5.3076923076923075, 1.641025641025641, 2.0, 1.4444444444444444]","[0, 0, 7.043478260869565, 1.7888198757763976, 1.0606060606060606, 4.128205128205128]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 7.838709677419355, 1.7903225806451613, 1.6666666666666667, 0.8985507246376813]","[0, 0, 6.585365853658536, 1.3902439024390245, 2.0, 1.0512820512820513]"
85,2016-07-21,20160721SSOB0,"[0, 0, 9.818181818181818, 3.0, 2.0, 1.222222222222222]","[0, 1, 5.785714285714286, 1.4761904761904763, 2.4, 1.024390243902439]","[0, 1, 2.913669064748201, 1.2733812949640286, 2.6666666666666665, 1.2522522522522523]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.4415584415584415, 1.2, 1.1666666666666667]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.258928571428571, 1.2946428571428572, 2.5217391304347827, 6.588235294117647]","[0, 0, 7.0200000000000005, 1.9799999999999998, 1.3333333333333333, 0.5952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.693548387096775, 1.8225806451612903, 2.388888888888889, 5.166666666666667]","[0, 0, 5.776119402985074, 1.6119402985074627, 1.5454545454545454, 6.090909090909091]","[1, 0, 5.625, 1.4791666666666667, 1.4705882352941178, 4.363636363636363]","[0, 1, 5.451923076923077, 1.5865384615384617, 3.3076923076923075, 0.7703703703703704]","[0, 0, 5.3076923076923075, 1.641025641025641, 2.0, 1.4444444444444444]","[0, 0, 7.043478260869565, 1.7888198757763976, 1.0606060606060606, 4.128205128205128]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 7.838709677419355, 1.7903225806451613, 1.6666666666666667, 0.8985507246376813]","[0, 1, 5.74468085106383, 1.2127659574468086, 2.5, 1.119047619047619]"
86,2016-07-22,20160722SSKT0,"[0, 0, 9.818181818181818, 3.0, 2.0, 1.222222222222222]","[0, 0, 5.785714285714286, 1.4761904761904763, 2.4, 1.024390243902439]","[0, 0, 2.913669064748201, 1.2733812949640286, 2.6666666666666665, 1.2522522522522523]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[1, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.207792207792208, 1.4415584415584415, 1.2, 1.1666666666666667]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.258928571428571, 1.2946428571428572, 2.5217391304347827, 6.588235294117647]","[0, 0, 7.0200000000000005, 1.9799999999999998, 1.3333333333333333, 0.5952380952380952]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.693548387096775, 1.8225806451612903, 2.388888888888889, 5.166666666666667]","[0, 0, 5.776119402985074, 1.6119402985074627, 1.5454545454545454, 6.090909090909091]","[0, 0, 5.625, 1.4791666666666667, 1.4705882352941178, 4.363636363636363]","[0, 1, 5.299065420560748, 1.5700934579439254, 3.0714285714285716, 0.7753623188405797]","[0, 1, 5.926829268292683, 1.6585365853658536, 2.1538461538461537, 1.4642857142857142]","[0, 1, 6.75, 1.7556818181818183, 1.0789473684210527, 4.190476190476191]","[0, 1, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 0, 7.838709677419355, 1.7903225806451613, 1.6666666666666667, 0.8985507246376813]","[0, 1, 5.4, 1.14, 2.5, 1.1111111111111112]"
87,2016-07-23,20160723SSKT0,"[0, 0, 9.818181818181818, 3.0, 2.0, 1.222222222222222]","[0, 1, 5.740157480314961, 1.5118110236220472, 2.5, 1.007936507936508]","[0, 0, 2.913669064748201, 1.2733812949640286, 2.6666666666666665, 1.2522522522522523]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.092307692307692, 1.7076923076923076, 1.2727272727272727, 5.909090909090909]","[1, 0, 0, 0, 0, 0]","[0, 0, 8.217391304347826, 2.608695652173913, 0.5714285714285714, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.4, 2.6, 5.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.4615384615384615, 1.1818181818181819, 1.1304347826086956]","[0, 0, 4.695652173913043, 1.434782608695652, 2.3333333333333335, 3.8333333333333335]","[0, 0, 5.4, 1.5545454545454547, 2.7333333333333334, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.258928571428571, 1.2946428571428572, 2.5217391304347827, 6.588235294117647]","[0, 1, 7.5600000000000005, 2.0999999999999996, 1.2307692307692308, 0.574712643678161]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.3333333333333335, 3.0, 1.5]","[0, 0, 7.693548387096775, 1.8225806451612903, 2.388888888888889, 5.166666666666667]","[0, 0, 5.776119402985074, 1.6119402985074627, 1.5454545454545454, 6.090909090909091]","[0, 0, 5.625, 1.4791666666666667, 1.4705882352941178, 4.363636363636363]","[0, 0, 5.299065420560748, 1.5700934579439254, 3.0714285714285716, 0.7753623188405797]","[0, 0, 5.926829268292683, 1.6585365853658536, 2.1538461538461537, 1.4642857142857142]","[0, 0, 6.75, 1.7556818181818183, 1.0789473684210527, 4.190476190476191]","[0, 0, 3.0, 1.8333333333333333, 0.75, 1.2]","[0, 0, 7.838709677419355, 1.7903225806451613, 1.6666666666666667, 0.8985507246376813]","[0, 0, 5.4, 1.14, 2.5, 1.1111111111111112]"
