,date,game_key,알테어,박시원,이상호,이원재,윤수강,박민우,강진성,노진혁,김성욱,나성범,유영준,김준완,권희동,김태진,최승민,김찬형,박준영,오영수,김형준,최정원,서호철,지석훈,박석민,양의지,정범모,이명기,김태군,모창민
20,2020-05-29,20200529NCSS0,"[1, 8, 0.26153846153846155, 0.35135135135135137, 0.5076923076923077, 0.3, 0.13846153846153847, 0.18461538461538463]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[1, 9, 0.18181818181818182, 0.3076923076923077, 0.22727272727272727, 0.125, 0.09090909090909091, 0.09090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3333333333333333, 0.40860215053763443, 0.4691358024691358, 0.42105263157894735, 0.19753086419753085, 0.12345679012345678]","[1, 7, 0.4782608695652174, 0.5185185185185185, 0.8695652173913043, 0.5714285714285714, 0.15217391304347827, 0.391304347826087]","[1, 6, 0.2753623188405797, 0.358974358974359, 0.43478260869565216, 0.2727272727272727, 0.14492753623188406, 0.17391304347826086]","[0, -1, 0.15384615384615385, 0.26666666666666666, 0.15384615384615385, 0.0, 0.3076923076923077, 0.0]","[1, 3, 0.3333333333333333, 0.43478260869565216, 0.6025641025641025, 0.3888888888888889, 0.24358974358974358, 0.21794871794871795]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[0, -1, 0.3023255813953488, 0.3877551020408163, 0.46511627906976744, 0.3333333333333333, 0.18604651162790697, 0.20930232558139536]","[0, 5, 0.2692307692307692, 0.2962962962962963, 0.2692307692307692, 0.15384615384615385, 0.11538461538461539, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 0.25, 0.25, 0.4166666666666667, 0.4, 0.4166666666666667, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.2711864406779661, 0.375, 0.5423728813559322, 0.2, 0.1864406779661017, 0.1694915254237288]","[1, 4, 0.32727272727272727, 0.42424242424242425, 0.6, 0.375, 0.2, 0.2909090909090909]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2916666666666667, 0.3157894736842105, 0.3472222222222222, 0.25, 0.1527777777777778, 0.08333333333333333]","[0, -1, 0.2857142857142857, 0.42105263157894735, 0.42857142857142855, 0.4, 0.2857142857142857, 0.2857142857142857]","[0, -1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
21,2020-05-30,20200530NCSS0,"[1, 7, 0.2608695652173913, 0.34615384615384615, 0.4927536231884058, 0.3333333333333333, 0.13043478260869565, 0.18840579710144928]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, 6, 0.16, 0.27586206896551724, 0.2, 0.1111111111111111, 0.08, 0.08]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3176470588235294, 0.3917525773195876, 0.4470588235294118, 0.42105263157894735, 0.18823529411764706, 0.11764705882352941]","[1, 5, 0.46, 0.5, 0.82, 0.6, 0.14, 0.38]","[1, 6, 0.3013698630136986, 0.3780487804878049, 0.4520547945205479, 0.30434782608695654, 0.1506849315068493, 0.1780821917808219]","[0, 2, 0.13333333333333333, 0.2777777777777778, 0.13333333333333333, 0.0, 0.26666666666666666, 0.0]","[1, 3, 0.32926829268292684, 0.4270833333333333, 0.6219512195121951, 0.3888888888888889, 0.24390243902439024, 0.21951219512195122]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 9, 0.30434782608695654, 0.38461538461538464, 0.45652173913043476, 0.3157894736842105, 0.17391304347826086, 0.1956521739130435]","[1, 8, 0.25925925925925924, 0.2857142857142857, 0.25925925925925924, 0.15384615384615385, 0.1111111111111111, 0.07407407407407407]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.25, 0.25, 0.4166666666666667, 0.4, 0.4166666666666667, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2711864406779661, 0.375, 0.5423728813559322, 0.2, 0.1864406779661017, 0.1694915254237288]","[1, 4, 0.3275862068965517, 0.42857142857142855, 0.5862068965517241, 0.375, 0.22413793103448276, 0.27586206896551724]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.28, 0.3125, 0.3333333333333333, 0.25, 0.14666666666666667, 0.08]","[0, 4, 0.26666666666666666, 0.4, 0.4, 0.4, 0.26666666666666666, 0.26666666666666666]","[0, -1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
22,2020-05-31,20200531NCSS0,"[1, 7, 0.2465753424657534, 0.32926829268292684, 0.4657534246575342, 0.3181818181818182, 0.1232876712328767, 0.1917808219178082]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, 9, 0.15384615384615385, 0.26666666666666666, 0.19230769230769232, 0.1111111111111111, 0.07692307692307693, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3103448275862069, 0.3838383838383838, 0.4367816091954023, 0.42105263157894735, 0.1839080459770115, 0.11494252873563218]","[1, 5, 0.4528301886792453, 0.5, 0.7924528301886793, 0.6, 0.1509433962264151, 0.3584905660377358]","[0, 5, 0.30666666666666664, 0.38823529411764707, 0.4666666666666667, 0.2916666666666667, 0.14666666666666667, 0.17333333333333334]","[0, 3, 0.125, 0.2631578947368421, 0.125, 0.0, 0.25, 0.0]","[1, 3, 0.313953488372093, 0.41, 0.5930232558139535, 0.3888888888888889, 0.23255813953488372, 0.20930232558139536]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 6, 0.2857142857142857, 0.36363636363636365, 0.42857142857142855, 0.3157894736842105, 0.16326530612244897, 0.1836734693877551]","[0, 1, 0.23333333333333334, 0.25806451612903225, 0.23333333333333334, 0.14285714285714285, 0.1, 0.06666666666666667]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.25, 0.25, 0.4166666666666667, 0.4, 0.4166666666666667, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2711864406779661, 0.375, 0.5423728813559322, 0.2, 0.1864406779661017, 0.1694915254237288]","[1, 4, 0.32786885245901637, 0.43243243243243246, 0.5737704918032787, 0.375, 0.21311475409836064, 0.26229508196721313]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.2727272727272727, 0.3132530120481928, 0.3246753246753247, 0.25, 0.14285714285714285, 0.07792207792207792]","[1, 8, 0.26666666666666666, 0.4, 0.4, 0.4, 0.26666666666666666, 0.26666666666666666]","[0, -1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
23,2020-06-02,20200602SKNC0,"[1, 8, 0.2692307692307692, 0.3522727272727273, 0.5128205128205128, 0.34615384615384615, 0.14102564102564102, 0.23076923076923078]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, 5, 0.18518518518518517, 0.2903225806451613, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.07407407407407407]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.32222222222222224, 0.39805825242718446, 0.4777777777777778, 0.42857142857142855, 0.18888888888888888, 0.13333333333333333]","[1, 5, 0.47368421052631576, 0.5223880597014925, 0.8245614035087719, 0.6, 0.19298245614035087, 0.3333333333333333]","[1, 6, 0.3026315789473684, 0.38372093023255816, 0.4605263157894737, 0.28, 0.15789473684210525, 0.17105263157894737]","[0, 2, 0.125, 0.3, 0.125, 0.0, 0.3125, 0.0]","[1, 3, 0.3076923076923077, 0.4, 0.5824175824175825, 0.3888888888888889, 0.23076923076923078, 0.1978021978021978]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 7, 0.34545454545454546, 0.4098360655737705, 0.5272727272727272, 0.43478260869565216, 0.21818181818181817, 0.23636363636363636]","[1, 9, 0.25, 0.2727272727272727, 0.25, 0.13333333333333333, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.1875, 0.1875, 0.3125, 0.2222222222222222, 0.3125, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.27419354838709675, 0.37333333333333335, 0.532258064516129, 0.2, 0.1774193548387097, 0.16129032258064516]","[1, 4, 0.3230769230769231, 0.4230769230769231, 0.5538461538461539, 0.4117647058823529, 0.2153846153846154, 0.26153846153846155]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.28205128205128205, 0.3176470588235294, 0.3333333333333333, 0.25, 0.15384615384615385, 0.08974358974358974]","[0, 4, 0.3333333333333333, 0.4230769230769231, 0.5714285714285714, 0.5, 0.23809523809523808, 0.38095238095238093]","[0, -1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
24,2020-06-03,20200603SKNC0,"[1, 8, 0.25609756097560976, 0.33695652173913043, 0.4878048780487805, 0.3333333333333333, 0.13414634146341464, 0.21951219512195122]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, -1, 0.18518518518518517, 0.2903225806451613, 0.2222222222222222, 0.1111111111111111, 0.1111111111111111, 0.07407407407407407]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3225806451612903, 0.39622641509433965, 0.4838709677419355, 0.42857142857142855, 0.1827956989247312, 0.12903225806451613]","[1, 6, 0.45, 0.5, 0.7833333333333333, 0.6, 0.18333333333333332, 0.31666666666666665]","[1, 7, 0.3037974683544304, 0.38202247191011235, 0.46835443037974683, 0.28, 0.1518987341772152, 0.16455696202531644]","[0, 2, 0.17647058823529413, 0.3333333333333333, 0.17647058823529413, 0.0, 0.29411764705882354, 0.0]","[1, 3, 0.30851063829787234, 0.4036697247706422, 0.574468085106383, 0.3684210526315789, 0.22340425531914893, 0.19148936170212766]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 9, 0.3389830508474576, 0.4, 0.559322033898305, 0.4166666666666667, 0.22033898305084745, 0.23728813559322035]","[0, 9, 0.23529411764705882, 0.2571428571428571, 0.23529411764705882, 0.13333333333333333, 0.11764705882352941, 0.058823529411764705]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.1875, 0.1875, 0.3125, 0.2222222222222222, 0.3125, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 5, 0.2857142857142857, 0.3815789473684211, 0.5396825396825397, 0.25, 0.1746031746031746, 0.1746031746031746]","[1, 4, 0.3088235294117647, 0.4074074074074074, 0.5294117647058824, 0.3888888888888889, 0.20588235294117646, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.275, 0.3181818181818182, 0.325, 0.23529411764705882, 0.15, 0.0875]","[0, -1, 0.3333333333333333, 0.4230769230769231, 0.5714285714285714, 0.5, 0.23809523809523808, 0.38095238095238093]","[0, -1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
25,2020-06-04,20200604SKNC0,"[1, 7, 0.25882352941176473, 0.34375, 0.4823529411764706, 0.35714285714285715, 0.12941176470588237, 0.2235294117647059]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, 6, 0.21428571428571427, 0.3125, 0.25, 0.1111111111111111, 0.14285714285714285, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.32989690721649484, 0.40540540540540543, 0.4948453608247423, 0.42857142857142855, 0.1958762886597938, 0.12371134020618557]","[1, 6, 0.4444444444444444, 0.5, 0.7619047619047619, 0.625, 0.19047619047619047, 0.31746031746031744]","[0, 2, 0.3132530120481928, 0.3870967741935484, 0.5180722891566265, 0.28, 0.1686746987951807, 0.18072289156626506]","[1, 9, 0.16666666666666666, 0.3181818181818182, 0.16666666666666666, 0.0, 0.2777777777777778, 0.0]","[1, 3, 0.32653061224489793, 0.42105263157894735, 0.6224489795918368, 0.4, 0.23469387755102042, 0.20408163265306123]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 2, 0.3492063492063492, 0.4057971014492754, 0.5555555555555556, 0.4, 0.20634920634920634, 0.2222222222222222]","[0, 1, 0.23529411764705882, 0.2571428571428571, 0.23529411764705882, 0.13333333333333333, 0.11764705882352941, 0.058823529411764705]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.17647058823529413, 0.17647058823529413, 0.29411764705882354, 0.2222222222222222, 0.29411764705882354, 0.11764705882352941]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 5, 0, 0, 0, 0, 0, 0]","[1, 5, 0.2878787878787879, 0.38271604938271603, 0.5303030303030303, 0.23529411764705882, 0.16666666666666666, 0.18181818181818182]","[1, 4, 0.3013698630136986, 0.3953488372093023, 0.5205479452054794, 0.3333333333333333, 0.1917808219178082, 0.2328767123287671]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.27380952380952384, 0.31521739130434784, 0.32142857142857145, 0.2222222222222222, 0.15476190476190477, 0.09523809523809523]","[0, 4, 0.3181818181818182, 0.4074074074074074, 0.5454545454545454, 0.4444444444444444, 0.22727272727272727, 0.36363636363636365]","[0, -1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
26,2020-06-05,20200605NCHH0,"[1, 8, 0.26136363636363635, 0.35, 0.5113636363636364, 0.3333333333333333, 0.14772727272727273, 0.22727272727272727]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, 7, 0.20689655172413793, 0.30303030303030304, 0.2413793103448276, 0.1111111111111111, 0.13793103448275862, 0.06896551724137931]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.32, 0.4, 0.48, 0.4090909090909091, 0.2, 0.12]","[1, 7, 0.4393939393939394, 0.5, 0.7424242424242424, 0.6111111111111112, 0.18181818181818182, 0.30303030303030304]","[1, 6, 0.30952380952380953, 0.3829787234042553, 0.5119047619047619, 0.2692307692307692, 0.16666666666666666, 0.17857142857142858]","[0, 8, 0.21739130434782608, 0.3333333333333333, 0.2608695652173913, 0.25, 0.2608695652173913, 0.08695652173913043]","[1, 3, 0.3333333333333333, 0.42857142857142855, 0.6274509803921569, 0.36363636363636365, 0.23529411764705882, 0.21568627450980393]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 9, 0.34375, 0.43243243243243246, 0.546875, 0.38461538461538464, 0.25, 0.21875]","[0, 5, 0.22857142857142856, 0.2702702702702703, 0.22857142857142856, 0.125, 0.11428571428571428, 0.05714285714285714]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.21052631578947367, 0.3181818181818182, 0.3157894736842105, 0.2222222222222222, 0.2631578947368421, 0.10526315789473684]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 5, 0.2898550724637681, 0.38823529411764707, 0.5217391304347826, 0.2222222222222222, 0.15942028985507245, 0.17391304347826086]","[1, 4, 0.30666666666666664, 0.4, 0.56, 0.36363636363636365, 0.2, 0.29333333333333333]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2823529411764706, 0.3225806451612903, 0.32941176470588235, 0.2222222222222222, 0.16470588235294117, 0.09411764705882353]","[0, 4, 0.30434782608695654, 0.39285714285714285, 0.5217391304347826, 0.4444444444444444, 0.21739130434782608, 0.34782608695652173]","[0, -1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
27,2020-06-06,20200606NCHH0,"[1, 7, 0.2717391304347826, 0.3557692307692308, 0.5543478260869565, 0.3225806451612903, 0.16304347826086957, 0.2391304347826087]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, 3, 0.2, 0.29411764705882354, 0.23333333333333334, 0.1111111111111111, 0.13333333333333333, 0.06666666666666667]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.3333333333333333, 0.4083333333333333, 0.49523809523809526, 0.43478260869565216, 0.2, 0.12380952380952381]","[1, 6, 0.44285714285714284, 0.5, 0.7857142857142857, 0.6, 0.18571428571428572, 0.32857142857142857]","[1, 8, 0.313953488372093, 0.3979591836734694, 0.5116279069767442, 0.2692307692307692, 0.18604651162790697, 0.1744186046511628]","[1, 1, 0.21739130434782608, 0.35714285714285715, 0.2608695652173913, 0.25, 0.2608695652173913, 0.08695652173913043]","[1, 3, 0.34579439252336447, 0.44, 0.6915887850467289, 0.36, 0.24299065420560748, 0.24299065420560748]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 2, 0.35294117647058826, 0.4430379746835443, 0.5441176470588235, 0.39285714285714285, 0.25, 0.20588235294117646]","[0, 5, 0.21621621621621623, 0.2564102564102564, 0.21621621621621623, 0.11764705882352941, 0.10810810810810811, 0.05405405405405406]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.25, 0.34782608695652173, 0.35, 0.2222222222222222, 0.25, 0.1]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 9, 0.0, 0.5, 0.0, 0.0, 2.0, 0.0]","[1, 5, 0.2916666666666667, 0.39325842696629215, 0.5138888888888888, 0.21052631578947367, 0.16666666666666666, 0.16666666666666666]","[1, 4, 0.3, 0.3894736842105263, 0.5375, 0.34615384615384615, 0.1875, 0.2875]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.27472527472527475, 0.31313131313131315, 0.31868131868131866, 0.19047619047619047, 0.16483516483516483, 0.08791208791208792]","[0, 4, 0.2916666666666667, 0.3793103448275862, 0.5, 0.4444444444444444, 0.20833333333333334, 0.3333333333333333]","[0, -1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
28,2020-06-07,20200607NCHH0,"[1, 7, 0.2736842105263158, 0.3669724770642202, 0.5473684210526316, 0.3333333333333333, 0.18947368421052632, 0.25263157894736843]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, 5, 0.1935483870967742, 0.2857142857142857, 0.22580645161290322, 0.1111111111111111, 0.12903225806451613, 0.06451612903225806]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.3333333333333333, 0.4083333333333333, 0.49523809523809526, 0.43478260869565216, 0.2, 0.12380952380952381]","[1, 4, 0.4594594594594595, 0.5172413793103449, 0.8378378378378378, 0.6190476190476191, 0.20270270270270271, 0.33783783783783783]","[1, 6, 0.31868131868131866, 0.39805825242718446, 0.5384615384615384, 0.27586206896551724, 0.18681318681318682, 0.1978021978021978]","[0, 2, 0.20689655172413793, 0.3235294117647059, 0.3448275862068966, 0.25, 0.2413793103448276, 0.10344827586206896]","[1, 3, 0.34234234234234234, 0.43410852713178294, 0.6756756756756757, 0.36, 0.24324324324324326, 0.23423423423423423]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[0, -1, 0.35294117647058826, 0.4430379746835443, 0.5441176470588235, 0.39285714285714285, 0.25, 0.20588235294117646]","[1, 8, 0.23076923076923078, 0.2682926829268293, 0.28205128205128205, 0.16666666666666666, 0.1282051282051282, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.25, 0.34782608695652173, 0.35, 0.2222222222222222, 0.25, 0.1]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 8, 0.16666666666666666, 0.2857142857142857, 0.6666666666666666, 0.5, 0.5, 0.5]","[1, 5, 0.29333333333333333, 0.391304347826087, 0.5066666666666667, 0.25, 0.17333333333333334, 0.17333333333333334]","[0, -1, 0.3, 0.3894736842105263, 0.5375, 0.34615384615384615, 0.1875, 0.2875]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.2826086956521739, 0.32, 0.32608695652173914, 0.19047619047619047, 0.17391304347826086, 0.08695652173913043]","[1, 9, 0.32, 0.4, 0.56, 0.4444444444444444, 0.24, 0.36]","[0, -1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
29,2020-06-09,20200609OBNC0,"[1, 8, 0.2828282828282828, 0.37719298245614036, 0.5757575757575758, 0.34285714285714286, 0.1919191919191919, 0.2727272727272727]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.4, 0.0]","[0, 5, 0.1875, 0.2777777777777778, 0.21875, 0.1111111111111111, 0.125, 0.0625]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 1, 0.32727272727272727, 0.40476190476190477, 0.4818181818181818, 0.4166666666666667, 0.19090909090909092, 0.11818181818181818]","[1, 4, 0.46835443037974683, 0.5217391304347826, 0.8354430379746836, 0.6086956521739131, 0.21518987341772153, 0.34177215189873417]","[1, 7, 0.3191489361702128, 0.40186915887850466, 0.5319148936170213, 0.3, 0.18085106382978725, 0.19148936170212766]","[0, 9, 0.2, 0.3142857142857143, 0.3333333333333333, 0.25, 0.23333333333333334, 0.1]","[1, 3, 0.33620689655172414, 0.4253731343283582, 0.6637931034482759, 0.37037037037037035, 0.23275862068965517, 0.23275862068965517]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.3333333333333333, 0.35, 0.2, 0.2, 0.15]","[1, 9, 0.3380281690140845, 0.43373493975903615, 0.5211267605633803, 0.39285714285714285, 0.23943661971830985, 0.19718309859154928]","[0, -1, 0.23076923076923078, 0.2682926829268293, 0.28205128205128205, 0.16666666666666666, 0.1282051282051282, 0.07692307692307693]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.25, 0.34782608695652173, 0.35, 0.2222222222222222, 0.25, 0.1]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.16666666666666666, 0.2857142857142857, 0.6666666666666666, 0.5, 0.5, 0.5]","[1, 6, 0.28205128205128205, 0.3854166666666667, 0.48717948717948717, 0.23809523809523808, 0.16666666666666666, 0.16666666666666666]","[1, 5, 0.2976190476190476, 0.3838383838383838, 0.5357142857142857, 0.34615384615384615, 0.19047619047619047, 0.27380952380952384]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.29473684210526313, 0.33653846153846156, 0.3473684210526316, 0.22727272727272727, 0.18947368421052632, 0.09473684210526316]","[0, 5, 0.3448275862068966, 0.42857142857142855, 0.5517241379310345, 0.45454545454545453, 0.27586206896551724, 0.3448275862068966]","[0, -1, 0.2727272727272727, 0.2727272727272727, 0.6363636363636364, 0.25, 0.09090909090909091, 0.18181818181818182]"
