,date,game_key,안권수,박지훈,오명진,장규빈,양찬열,박세혁,장승현,김인태,백동훈,신성현,최용제,서예일,이유찬,백민규,권민석,이승민,송승환,김태근,페르난데스,김대한,정상호,김재호,오재일,최주환,오재원,김재환,박건우,정수빈,허경민,국해성
21,2020-05-30,20200530LTOB0,"[0, 4, 0.21428571428571427, 0.26666666666666666, 0.21428571428571427, 0.0, 0.2857142857142857, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.29411764705882354, 0.4126984126984127, 0.29411764705882354, 0.38461538461538464, 0.13725490196078433, 0.11764705882352941]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.0, 0.08333333333333333, 0.0, 0.0, 0.18181818181818182, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 1.0, 1.0, 3.0, 0.0, 2.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.46511627906976744, 0.4948453608247423, 0.6976744186046512, 0.55, 0.23255813953488372, 0.2558139534883721]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.14285714285714285, 0.14285714285714285, 0.14285714285714285, 0.1, 0.0, 0.047619047619047616]","[1, 5, 0.36764705882352944, 0.42857142857142855, 0.4411764705882353, 0.38461538461538464, 0.17647058823529413, 0.10294117647058823]","[1, 3, 0.37037037037037035, 0.43333333333333335, 0.6666666666666666, 0.5, 0.18518518518518517, 0.25925925925925924]","[1, 6, 0.2318840579710145, 0.2857142857142857, 0.4782608695652174, 0.22727272727272727, 0.11594202898550725, 0.17391304347826086]","[0, 2, 0.2765957446808511, 0.3269230769230769, 0.48936170212765956, 0.375, 0.19148936170212766, 0.2127659574468085]","[1, 4, 0.2894736842105263, 0.3707865168539326, 0.5131578947368421, 0.4090909090909091, 0.17105263157894737, 0.25]","[1, 9, 0.2, 0.3068181818181818, 0.32, 0.08333333333333333, 0.2, 0.08]","[1, 1, 0.26582278481012656, 0.2926829268292683, 0.3291139240506329, 0.2857142857142857, 0.16455696202531644, 0.10126582278481013]","[1, 8, 0.32894736842105265, 0.37349397590361444, 0.47368421052631576, 0.3684210526315789, 0.14473684210526316, 0.13157894736842105]","[0, -1, 0, 0, 0, 0, 0, 0]"
22,2020-05-31,20200531LTOB0,"[0, 4, 0.21428571428571427, 0.26666666666666666, 0.21428571428571427, 0.0, 0.2857142857142857, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2857142857142857, 0.39705882352941174, 0.2857142857142857, 0.35714285714285715, 0.14285714285714285, 0.10714285714285714]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.08333333333333333, 0.0, 0.0, 0.18181818181818182, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 5, 1.0, 1.0, 3.0, 0.0, 2.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.47191011235955055, 0.504950495049505, 0.6966292134831461, 0.5714285714285714, 0.2247191011235955, 0.25842696629213485]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.13636363636363635, 0.13043478260869565, 0.13636363636363635, 0.1, 0.0, 0.09090909090909091]","[0, 8, 0.375, 0.43209876543209874, 0.4583333333333333, 0.35714285714285715, 0.18055555555555555, 0.09722222222222222]","[1, 3, 0.3559322033898305, 0.4153846153846154, 0.6271186440677966, 0.47058823529411764, 0.1694915254237288, 0.23728813559322035]","[1, 5, 0.2465753424657534, 0.3132530120481928, 0.5205479452054794, 0.2608695652173913, 0.1232876712328767, 0.1917808219178082]","[0, 5, 0.2916666666666667, 0.33962264150943394, 0.5, 0.375, 0.1875, 0.20833333333333334]","[1, 4, 0.27848101265822783, 0.358695652173913, 0.4936708860759494, 0.4090909090909091, 0.16455696202531644, 0.24050632911392406]","[1, 7, 0.189873417721519, 0.29347826086956524, 0.3037974683544304, 0.08333333333333333, 0.189873417721519, 0.0759493670886076]","[1, 1, 0.25609756097560976, 0.2988505747126437, 0.3170731707317073, 0.2857142857142857, 0.17073170731707318, 0.0975609756097561]","[1, 6, 0.325, 0.36363636363636365, 0.4625, 0.4, 0.1375, 0.15]","[0, -1, 0, 0, 0, 0, 0, 0]"
23,2020-06-02,20200602OBKT0,"[0, 4, 0.21428571428571427, 0.26666666666666666, 0.21428571428571427, 0.0, 0.2857142857142857, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.27586206896551724, 0.38571428571428573, 0.27586206896551724, 0.35714285714285715, 0.13793103448275862, 0.10344827586206896]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.08333333333333333, 0.21428571428571427, 0.08333333333333333, 0.0, 0.16666666666666666, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 1.0, 1.0, 3.0, 0.0, 2.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.46808510638297873, 0.5, 0.6914893617021277, 0.5714285714285714, 0.2127659574468085, 0.24468085106382978]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.12, 0.11538461538461539, 0.12, 0.09090909090909091, 0.0, 0.08]","[1, 6, 0.36486486486486486, 0.42168674698795183, 0.44594594594594594, 0.35714285714285715, 0.17567567567567569, 0.0945945945945946]","[1, 3, 0.34375, 0.4, 0.59375, 0.42105263157894735, 0.15625, 0.21875]","[1, 5, 0.25, 0.3218390804597701, 0.5131578947368421, 0.24, 0.13157894736842105, 0.18421052631578946]","[0, 5, 0.2857142857142857, 0.3333333333333333, 0.4897959183673469, 0.375, 0.1836734693877551, 0.20408163265306123]","[1, 4, 0.27710843373493976, 0.36082474226804123, 0.4819277108433735, 0.375, 0.1686746987951807, 0.2289156626506024]","[1, 7, 0.21428571428571427, 0.30927835051546393, 0.32142857142857145, 0.21428571428571427, 0.17857142857142858, 0.10714285714285714]","[1, 1, 0.2558139534883721, 0.30434782608695654, 0.313953488372093, 0.2727272727272727, 0.16279069767441862, 0.09302325581395349]","[1, 9, 0.3176470588235294, 0.3548387096774194, 0.4470588235294118, 0.38095238095238093, 0.12941176470588237, 0.1411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]"
24,2020-06-03,20200603OBKT0,"[0, 9, 0.21428571428571427, 0.26666666666666666, 0.21428571428571427, 0.0, 0.2857142857142857, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.3064516129032258, 0.40540540540540543, 0.3064516129032258, 0.4, 0.16129032258064516, 0.0967741935483871]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.08333333333333333, 0.3125, 0.08333333333333333, 0.0, 0.25, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 1.0, 1.0, 3.0, 0.0, 3.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.46464646464646464, 0.4954954954954955, 0.7070707070707071, 0.5416666666666666, 0.21212121212121213, 0.2727272727272727]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.11538461538461539, 0.1111111111111111, 0.11538461538461539, 0.09090909090909091, 0.0, 0.07692307692307693]","[1, 6, 0.34177215189873417, 0.3977272727272727, 0.4177215189873418, 0.3333333333333333, 0.16455696202531644, 0.08860759493670886]","[1, 3, 0.37681159420289856, 0.4266666666666667, 0.6231884057971014, 0.45, 0.17391304347826086, 0.21739130434782608]","[1, 5, 0.2625, 0.32967032967032966, 0.5125, 0.2692307692307692, 0.125, 0.1875]","[0, 5, 0.2857142857142857, 0.34545454545454546, 0.4897959183673469, 0.375, 0.1836734693877551, 0.20408163265306123]","[1, 4, 0.2840909090909091, 0.3627450980392157, 0.5113636363636364, 0.36, 0.17045454545454544, 0.23863636363636365]","[1, 7, 0.22988505747126436, 0.32, 0.3448275862068966, 0.21428571428571427, 0.19540229885057472, 0.10344827586206896]","[1, 1, 0.26373626373626374, 0.30927835051546393, 0.31868131868131866, 0.32, 0.16483516483516483, 0.0989010989010989]","[0, -1, 0.3176470588235294, 0.3548387096774194, 0.4470588235294118, 0.38095238095238093, 0.12941176470588237, 0.1411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]"
25,2020-06-04,20200604OBKT0,"[0, -1, 0.21428571428571427, 0.26666666666666666, 0.21428571428571427, 0.0, 0.2857142857142857, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.296875, 0.39473684210526316, 0.296875, 0.4, 0.15625, 0.09375]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.08333333333333333, 0.3125, 0.08333333333333333, 0.0, 0.3333333333333333, 0.0]","[0, 9, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 1.0, 1.0, 3.0, 0.0, 3.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.4563106796116505, 0.48695652173913045, 0.6893203883495146, 0.5, 0.20388349514563106, 0.2621359223300971]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.17857142857142858, 0.1724137931034483, 0.25, 0.16666666666666666, 0.0, 0.10714285714285714]","[1, 7, 0.32926829268292684, 0.38461538461538464, 0.4024390243902439, 0.3333333333333333, 0.15853658536585366, 0.08536585365853659]","[1, 3, 0.375, 0.43037974683544306, 0.6111111111111112, 0.45, 0.16666666666666666, 0.20833333333333334]","[1, 5, 0.25301204819277107, 0.3191489361702128, 0.4939759036144578, 0.2692307692307692, 0.12048192771084337, 0.18072289156626506]","[1, 6, 0.28, 0.3392857142857143, 0.48, 0.375, 0.18, 0.2]","[1, 4, 0.27472527472527475, 0.3584905660377358, 0.4945054945054945, 0.34615384615384615, 0.16483516483516483, 0.23076923076923078]","[1, 1, 0.23076923076923078, 0.3173076923076923, 0.34065934065934067, 0.26666666666666666, 0.18681318681318682, 0.10989010989010989]","[0, -1, 0.26373626373626374, 0.30927835051546393, 0.31868131868131866, 0.32, 0.16483516483516483, 0.0989010989010989]","[0, -1, 0.3176470588235294, 0.3548387096774194, 0.4470588235294118, 0.38095238095238093, 0.12941176470588237, 0.1411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]"
26,2020-06-05,20200605HTOB0,"[0, -1, 0.21428571428571427, 0.26666666666666666, 0.21428571428571427, 0.0, 0.2857142857142857, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0, 0, 0, 0, 0, 0]","[1, 8, 0.27941176470588236, 0.375, 0.27941176470588236, 0.375, 0.14705882352941177, 0.08823529411764706]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.08333333333333333, 0.3125, 0.08333333333333333, 0.0, 0.3333333333333333, 0.0]","[0, 4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 1.0, 1.0, 3.0, 0.0, 3.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.4444444444444444, 0.4793388429752066, 0.6666666666666666, 0.4642857142857143, 0.21296296296296297, 0.25]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.17857142857142858, 0.1724137931034483, 0.25, 0.16666666666666666, 0.0, 0.10714285714285714]","[1, 7, 0.3372093023255814, 0.3894736842105263, 0.4069767441860465, 0.35294117647058826, 0.1511627906976744, 0.09302325581395349]","[1, 3, 0.3684210526315789, 0.42857142857142855, 0.5921052631578947, 0.45454545454545453, 0.18421052631578946, 0.21052631578947367]","[1, 5, 0.2727272727272727, 0.3333333333333333, 0.5454545454545454, 0.32142857142857145, 0.13636363636363635, 0.2159090909090909]","[1, 6, 0.3090909090909091, 0.36065573770491804, 0.5454545454545454, 0.4, 0.18181818181818182, 0.2545454545454545]","[1, 4, 0.2872340425531915, 0.3783783783783784, 0.5319148936170213, 0.37037037037037035, 0.20212765957446807, 0.26595744680851063]","[1, 1, 0.23958333333333334, 0.32727272727272727, 0.34375, 0.26666666666666666, 0.19791666666666666, 0.10416666666666667]","[0, -1, 0.26373626373626374, 0.30927835051546393, 0.31868131868131866, 0.32, 0.16483516483516483, 0.0989010989010989]","[0, -1, 0.3176470588235294, 0.3548387096774194, 0.4470588235294118, 0.38095238095238093, 0.12941176470588237, 0.1411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]"
27,2020-06-06,20200606HTOB0,"[0, -1, 0.21428571428571427, 0.26666666666666666, 0.21428571428571427, 0.0, 0.2857142857142857, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 1.0, 0.0, 0.3333333333333333]","[1, 6, 0.28169014084507044, 0.37349397590361444, 0.29577464788732394, 0.4117647058823529, 0.15492957746478872, 0.11267605633802817]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.08333333333333333, 0.3125, 0.08333333333333333, 0.0, 0.3333333333333333, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.3333333333333333, 0.6666666666666666, 1.0, 0.0, 1.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.4375, 0.472, 0.6517857142857143, 0.4827586206896552, 0.20535714285714285, 0.24107142857142858]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.17857142857142858, 0.1724137931034483, 0.25, 0.16666666666666666, 0.0, 0.10714285714285714]","[0, 9, 0.34831460674157305, 0.3979591836734694, 0.4157303370786517, 0.3888888888888889, 0.15730337078651685, 0.10112359550561797]","[1, 3, 0.35, 0.4090909090909091, 0.5625, 0.43478260869565216, 0.175, 0.2125]","[1, 5, 0.26373626373626374, 0.3235294117647059, 0.5274725274725275, 0.32142857142857145, 0.13186813186813187, 0.2087912087912088]","[0, -1, 0.3090909090909091, 0.36065573770491804, 0.5454545454545454, 0.4, 0.18181818181818182, 0.2545454545454545]","[1, 4, 0.2857142857142857, 0.3739130434782609, 0.5204081632653061, 0.37037037037037035, 0.20408163265306123, 0.25510204081632654]","[1, 1, 0.24, 0.32456140350877194, 0.35, 0.25, 0.2, 0.1]","[0, 8, 0.2553191489361702, 0.3069306930693069, 0.30851063829787234, 0.3076923076923077, 0.1595744680851064, 0.09574468085106383]","[0, -1, 0.3176470588235294, 0.3548387096774194, 0.4470588235294118, 0.38095238095238093, 0.12941176470588237, 0.1411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]"
28,2020-06-07,20200607HTOB0,"[0, -1, 0.21428571428571427, 0.26666666666666666, 0.21428571428571427, 0.0, 0.2857142857142857, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.5, 0.5, 0.5, 1.0, 0.0, 0.3333333333333333]","[1, 6, 0.28, 0.367816091954023, 0.30666666666666664, 0.3888888888888889, 0.16, 0.10666666666666667]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.08333333333333333, 0.3125, 0.08333333333333333, 0.0, 0.3333333333333333, 0.0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.3333333333333333, 0.6666666666666666, 1.0, 0.0, 1.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.43478260869565216, 0.4728682170542636, 0.6434782608695652, 0.4666666666666667, 0.2, 0.23478260869565218]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.17857142857142858, 0.1724137931034483, 0.25, 0.16666666666666666, 0.0, 0.10714285714285714]","[1, 7, 0.35555555555555557, 0.4, 0.4222222222222222, 0.42105263157894735, 0.15555555555555556, 0.12222222222222222]","[1, 3, 0.34523809523809523, 0.40217391304347827, 0.5476190476190477, 0.4166666666666667, 0.16666666666666666, 0.20238095238095238]","[1, 5, 0.25263157894736843, 0.3113207547169811, 0.5052631578947369, 0.3103448275862069, 0.1368421052631579, 0.2]","[0, -1, 0.3090909090909091, 0.36065573770491804, 0.5454545454545454, 0.4, 0.18181818181818182, 0.2545454545454545]","[1, 4, 0.27450980392156865, 0.36134453781512604, 0.5, 0.3448275862068966, 0.19607843137254902, 0.24509803921568626]","[1, 1, 0.2403846153846154, 0.3220338983050847, 0.3557692307692308, 0.23529411764705882, 0.19230769230769232, 0.09615384615384616]","[0, 8, 0.2553191489361702, 0.3069306930693069, 0.30851063829787234, 0.3076923076923077, 0.1595744680851064, 0.09574468085106383]","[0, -1, 0.3176470588235294, 0.3548387096774194, 0.4470588235294118, 0.38095238095238093, 0.12941176470588237, 0.1411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]"
29,2020-06-09,20200609OBNC0,"[0, -1, 0.21428571428571427, 0.26666666666666666, 0.21428571428571427, 0.0, 0.2857142857142857, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.375, 0.4444444444444444, 0.375, 0.6, 0.0, 0.25]","[0, 8, 0.3037974683544304, 0.38461538461538464, 0.34177215189873417, 0.42105263157894735, 0.16455696202531644, 0.11392405063291139]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.08333333333333333, 0.3125, 0.08333333333333333, 0.0, 0.3333333333333333, 0.0]","[0, 7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.25, 0.5714285714285714, 0.75, 0.0, 0.75, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.4166666666666667, 0.4552238805970149, 0.6166666666666667, 0.45161290322580644, 0.19166666666666668, 0.225]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.1724137931034483, 0.16666666666666666, 0.2413793103448276, 0.16666666666666666, 0.0, 0.10344827586206896]","[1, 6, 0.3617021276595745, 0.40384615384615385, 0.425531914893617, 0.42857142857142855, 0.1595744680851064, 0.1276595744680851]","[1, 3, 0.3522727272727273, 0.41237113402061853, 0.5568181818181818, 0.4, 0.17045454545454544, 0.19318181818181818]","[1, 5, 0.24489795918367346, 0.3090909090909091, 0.4897959183673469, 0.3103448275862069, 0.1326530612244898, 0.19387755102040816]","[0, -1, 0.3090909090909091, 0.36065573770491804, 0.5454545454545454, 0.4, 0.18181818181818182, 0.2545454545454545]","[1, 4, 0.2641509433962264, 0.34959349593495936, 0.4811320754716981, 0.3225806451612903, 0.18867924528301888, 0.2358490566037736]","[1, 1, 0.23853211009174313, 0.3170731707317073, 0.3486238532110092, 0.2222222222222222, 0.1834862385321101, 0.09174311926605505]","[1, 7, 0.2604166666666667, 0.3106796116504854, 0.3125, 0.2962962962962963, 0.15625, 0.09375]","[0, -1, 0.3176470588235294, 0.3548387096774194, 0.4470588235294118, 0.38095238095238093, 0.12941176470588237, 0.1411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]"
30,2020-06-10,20200610OBNC0,"[0, -1, 0.21428571428571427, 0.26666666666666666, 0.21428571428571427, 0.0, 0.2857142857142857, 0.07142857142857142]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.3333333333333333, 0.4, 0.3333333333333333, 0.6, 0.0, 0.2222222222222222]","[1, 6, 0.3, 0.3804347826086957, 0.3375, 0.42105263157894735, 0.1625, 0.1125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.08333333333333333, 0.3125, 0.08333333333333333, 0.0, 0.3333333333333333, 0.0]","[0, 7, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 4, 0.25, 0.5714285714285714, 0.75, 0.0, 0.75, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 9, 0.0, 0.25, 0.0, 0.0, 0.5, 0.5]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 2, 0.4112903225806452, 0.45323741007194246, 0.6048387096774194, 0.4411764705882353, 0.1935483870967742, 0.22580645161290322]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.1875, 0.18181818181818182, 0.28125, 0.23076923076923078, 0.0, 0.09375]","[1, 7, 0.3469387755102041, 0.3888888888888889, 0.40816326530612246, 0.4090909090909091, 0.15306122448979592, 0.12244897959183673]","[1, 3, 0.34065934065934067, 0.4117647058823529, 0.5384615384615384, 0.38461538461538464, 0.17582417582417584, 0.18681318681318682]","[1, 5, 0.2621359223300971, 0.3217391304347826, 0.5048543689320388, 0.3333333333333333, 0.13592233009708737, 0.20388349514563106]","[0, -1, 0.3090909090909091, 0.36065573770491804, 0.5454545454545454, 0.4, 0.18181818181818182, 0.2545454545454545]","[1, 4, 0.26126126126126126, 0.34375, 0.4954954954954955, 0.30303030303030304, 0.1891891891891892, 0.24324324324324326]","[0, 9, 0.25663716814159293, 0.3359375, 0.37168141592920356, 0.2222222222222222, 0.19469026548672566, 0.09734513274336283]","[1, 1, 0.27, 0.3177570093457944, 0.33, 0.2962962962962963, 0.16, 0.1]","[0, -1, 0.3176470588235294, 0.3548387096774194, 0.4470588235294118, 0.38095238095238093, 0.12941176470588237, 0.1411764705882353]","[0, -1, 0, 0, 0, 0, 0, 0]"
