,date,game_key,소형준,이강준,데스파이네,조근종,류희운,안현준,조현우,강장산,김민수,이창재,정성곤,주권,김재윤,배제성,조한욱,한승지,박세진,장현우,이대은,조병욱,이정현,김민,쿠에바스,이정훈,손동현,이상동,이선우,김성훈,금민철,전유수,이보근,유원상,이상화,하준호
25,2020-06-04,20200604OBKT0,"[0, 0, 7.061538461538462, 1.6615384615384614, 2.0, 5.416666666666667]","[0, 1, 6.0, 1.3333333333333333, 2, 1.5]","[0, 0, 1.6875, 0.9375, 5.6, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.0, 3.1666666666666665, 6.0, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.2972972972972971, 2.5, 1.1212121212121213]","[0, 0, 6.75, 2.1, 0.8, 0.9523809523809524]","[0, 0, 1.0657894736842104, 1.3026315789473686, 1.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.225806451612903, 1.596774193548387, 0.8, 5.166666666666667]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.6363636363636365, 1.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.695652173913043, 1.434782608695652, 0.75, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.818181818181818, 1.9090909090909092, 0.6666666666666666, 0.9166666666666666]","[0, 1, 13.5, 3.375, 0.5, 0.5333333333333333]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
26,2020-06-05,20200605KTLT0,"[0, 0, 7.061538461538462, 1.6615384615384614, 2.0, 5.416666666666667]","[0, 0, 6.0, 1.3333333333333333, 2, 1.5]","[0, 0, 1.6875, 0.9375, 5.6, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 14.142857142857144, 3.142857142857143, 3.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.275, 2.5, 1.1111111111111112]","[0, 0, 6.75, 2.1, 0.8, 0.9523809523809524]","[0, 0, 1.0657894736842104, 1.3026315789473686, 1.75, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.596774193548387, 0.8, 5.166666666666667]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.75, 1.5, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.607142857142857, 0.8, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.5, 1.5, 1.3333333333333333, 1.2]","[0, 0, 13.5, 3.375, 0.5, 0.5333333333333333]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
27,2020-06-06,20200606KTLT0,"[0, 0, 7.061538461538462, 1.6615384615384614, 2.0, 5.416666666666667]","[0, 0, 6.0, 1.3333333333333333, 2, 1.5]","[0, 0, 1.6875, 0.9375, 5.6, 6.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.142857142857144, 3.142857142857143, 3.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.275, 2.5, 1.1111111111111112]","[0, 1, 5.4, 1.68, 0.8, 1.0416666666666667]","[1, 0, 2.67032967032967, 1.4505494505494505, 1.6666666666666667, 6.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.596774193548387, 0.8, 5.166666666666667]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.75, 1.5, 0.8]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.607142857142857, 0.8, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 1.5, 1.3333333333333333, 1.2]","[0, 0, 13.5, 3.375, 0.5, 0.5333333333333333]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
28,2020-06-07,20200607KTLT0,"[0, 0, 7.061538461538462, 1.6615384615384614, 2.0, 5.416666666666667]","[0, 0, 6.0, 1.3333333333333333, 2, 1.5]","[1, 0, 3.8918918918918917, 1.2162162162162162, 6.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.142857142857144, 3.142857142857143, 3.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7674418604651163, 1.3255813953488371, 2.75, 1.1025641025641026]","[0, 1, 6.230769230769231, 1.9615384615384617, 0.6666666666666666, 0.9629629629629629]","[0, 0, 2.67032967032967, 1.4505494505494505, 1.6666666666666667, 6.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.596774193548387, 0.8, 5.166666666666667]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.588235294117647, 1.2352941176470587, 2.5, 0.9444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.5, 1.5, 1.3333333333333333, 1.2]","[0, 0, 13.5, 3.375, 0.5, 0.5333333333333333]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
29,2020-06-09,20200609HTKT0,"[1, 0, 5.337209302325581, 1.4302325581395348, 1.4285714285714286, 5.733333333333333]","[0, 0, 6.0, 1.3333333333333333, 2, 1.5]","[0, 0, 3.8918918918918917, 1.2162162162162162, 6.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.142857142857144, 3.142857142857143, 3.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 1.2391304347826086, 3.25, 1.0952380952380953]","[0, 0, 6.230769230769231, 1.9615384615384617, 0.6666666666666666, 0.9629629629629629]","[0, 0, 2.67032967032967, 1.4505494505494505, 1.6666666666666667, 6.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.596774193548387, 0.8, 5.166666666666667]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.35, 1.05, 2.5, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.428571428571428, 1.4285714285714286, 1.6666666666666667, 1.1666666666666667]","[0, 1, 9.0, 2.25, 0.75, 0.6666666666666666]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
30,2020-06-10,20200610HTKT0,"[0, 0, 5.337209302325581, 1.4302325581395348, 1.4285714285714286, 5.733333333333333]","[0, 1, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 3.8918918918918917, 1.2162162162162162, 6.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 14.142857142857144, 3.142857142857143, 3.0, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5217391304347827, 1.2391304347826086, 3.25, 1.0952380952380953]","[0, 0, 6.230769230769231, 1.9615384615384617, 0.6666666666666666, 0.9629629629629629]","[0, 0, 2.67032967032967, 1.4505494505494505, 1.6666666666666667, 6.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.35, 1.05, 2.5, 0.9523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.428571428571428, 1.4285714285714286, 1.6666666666666667, 1.1666666666666667]","[0, 0, 9.0, 2.25, 0.75, 0.6666666666666666]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
31,2020-06-11,20200611HTKT0,"[0, 0, 5.337209302325581, 1.4302325581395348, 1.4285714285714286, 5.733333333333333]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 3.8918918918918917, 1.2162162162162162, 6.0, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 12.193548387096774, 2.8064516129032255, 2.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.306122448979592, 1.1632653061224492, 3.25, 1.0888888888888888]","[0, 1, 6.0, 1.8888888888888888, 0.6666666666666666, 0.9]","[0, 0, 2.67032967032967, 1.4505494505494505, 1.6666666666666667, 6.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1739130434782608, 0.9130434782608695, 3.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.25, 2.0, 1.1428571428571428]","[0, 1, 7.2, 2.0, 1.0, 0.7142857142857143]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
32,2020-06-13,20200613KTSS1,"[0, 0, 5.337209302325581, 1.4302325581395348, 1.4285714285714286, 5.733333333333333]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[1, 0, 4.285714285714286, 1.3095238095238095, 4.25, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.193548387096774, 2.8064516129032255, 2.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.0961538461538463, 3.5, 1.0833333333333333]","[0, 0, 6.0, 1.8888888888888888, 0.6666666666666666, 0.9]","[0, 0, 2.67032967032967, 1.4505494505494505, 1.6666666666666667, 6.066666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.9130434782608695, 3.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 1, 0, 0, 0, 0]","[0, 1, 5.0, 1.3333333333333333, 2.3333333333333335, 1.125]","[0, 0, 7.2, 2.0, 1.0, 0.7142857142857143]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
33,2020-06-13,20200613KTSS2,"[0, 0, 5.337209302325581, 1.4302325581395348, 1.4285714285714286, 5.733333333333333]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.285714285714286, 1.3095238095238095, 4.25, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.193548387096774, 2.8064516129032255, 2.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.436363636363636, 1.090909090909091, 3.75, 1.0784313725490196]","[0, 1, 6.3, 1.9, 0.6666666666666666, 0.9090909090909091]","[1, 0, 2.11304347826087, 1.3043478260869565, 1.6, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.9130434782608695, 3.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.2, 2.3333333333333335, 1.1111111111111112]","[0, 0, 7.2, 2.0, 1.0, 0.7142857142857143]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
34,2020-06-14,20200614KTSS0,"[1, 0, 5.346534653465347, 1.3960396039603962, 1.4444444444444444, 5.611111111111111]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.285714285714286, 1.3095238095238095, 4.25, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.193548387096774, 2.8064516129032255, 2.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.436363636363636, 1.090909090909091, 3.75, 1.0784313725490196]","[0, 0, 6.3, 1.9, 0.6666666666666666, 0.9090909090909091]","[0, 0, 2.11304347826087, 1.3043478260869565, 1.6, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.9130434782608695, 3.5, 0.9583333333333334]","[0, 1, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 1, 0.0, 1.0, 0.0, 1.0]","[0, 0, 4.5, 1.2, 2.3333333333333335, 1.1111111111111112]","[0, 0, 7.2, 2.0, 1.0, 0.7142857142857143]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
35,2020-06-16,20200616KTSK0,"[0, 0, 5.346534653465347, 1.3960396039603962, 1.4444444444444444, 5.611111111111111]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.285714285714286, 1.3095238095238095, 4.25, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 0.8571428571428571, 3, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.978260869565217, 2.3478260869565215, 2.8, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2586206896551726, 1.1379310344827587, 3.2, 1.074074074074074]","[0, 1, 5.5588235294117645, 1.7647058823529411, 0.6666666666666666, 0.9444444444444445]","[0, 0, 2.11304347826087, 1.3043478260869565, 1.6, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.9130434782608695, 3.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 4.090909090909091, 1.0909090909090908, 2.3333333333333335, 1.1]","[0, 0, 7.2, 2.0, 1.0, 0.7142857142857143]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
36,2020-06-17,20200617KTSK0,"[0, 0, 5.346534653465347, 1.3960396039603962, 1.4444444444444444, 5.611111111111111]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.285714285714286, 1.3095238095238095, 4.25, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.2, 1.5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.978260869565217, 2.3478260869565215, 2.8, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.098360655737705, 1.1311475409836067, 2.8333333333333335, 1.0701754385964912]","[0, 1, 6.9230769230769225, 1.9230769230769231, 0.8333333333333334, 1.0]","[0, 0, 2.11304347826087, 1.3043478260869565, 1.6, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[1, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.9130434782608695, 3.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 4.378378378378379, 1.135135135135135, 2.3333333333333335, 1.1212121212121213]","[0, 1, 6.0, 1.8333333333333333, 1.25, 0.75]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
37,2020-06-18,20200618KTSK0,"[0, 0, 5.346534653465347, 1.3960396039603962, 1.4444444444444444, 5.611111111111111]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[1, 0, 4.595744680851063, 1.3191489361702127, 4.333333333333333, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.2, 1.5, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.978260869565217, 2.3478260869565215, 2.8, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.098360655737705, 1.1311475409836067, 2.8333333333333335, 1.0701754385964912]","[0, 1, 6.428571428571428, 1.8571428571428572, 1.1666666666666667, 1.0]","[0, 0, 2.11304347826087, 1.3043478260869565, 1.6, 6.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1739130434782608, 0.9130434782608695, 3.5, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 4.153846153846154, 1.2307692307692308, 2.25, 1.0833333333333333]","[0, 0, 6.0, 1.8333333333333333, 1.25, 0.75]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
38,2020-06-19,20200619LTKT0,"[0, 0, 5.346534653465347, 1.3960396039603962, 1.4444444444444444, 5.611111111111111]","[0, 0, 5.4, 2.0, 1.5, 1.6666666666666667]","[0, 0, 4.595744680851063, 1.3191489361702127, 4.333333333333333, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 4, 0.75]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.3846153846153848, 1.5, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.978260869565217, 2.3478260869565215, 2.8, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.0952380952380953, 2.8333333333333335, 1.05]","[0, 0, 6.428571428571428, 1.8571428571428572, 1.1666666666666667, 1.0]","[1, 0, 2.659090909090909, 1.3409090909090908, 1.5, 6.285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.875000000000001, 1.625, 4.0, 1.1428571428571428]","[0, 0, 4.5, 2.0, 0, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.826086956521739, 1.826086956521739, 0.875, 4.6]","[0, 0, 5.547945205479452, 1.1506849315068495, 3.5, 6.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.869565217391304, 1.434782608695652, 3.5, 0.8518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 2.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.096774193548387, 1.6451612903225805, 1.0, 1.0333333333333334]","[0, 1, 0.0, 1.0, 0.0, 1.0]","[0, 0, 4.153846153846154, 1.2307692307692308, 2.25, 1.0833333333333333]","[0, 1, 4.909090909090909, 1.5, 1.5, 0.8148148148148148]","[0, 0, 4.0, 1.2222222222222223, 1.1428571428571428, 1.0]"
