,date,game_key,모터,김병휘,박주홍,문찬종,박정음,김규민,김하성,임지열,임병욱,박준태,김은성,송우현,허정협,전병우,김웅빈,주효상,김혜성,이정후,배현호,변상권,김수환,김주형,주성원,김신회,이택근,박병호,서건창,박동원,이지영
21,2020-05-29,20200529KTWO0,"[0, -1, 0.0967741935483871, 0.12121212121212122, 0.1935483870967742, 0.1, 0.0967741935483871, 0.0967741935483871]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.2, 0.3333333333333333, 0.2, 0.5, 0.4, 0.2]","[0, 8, 0.25, 0.2894736842105263, 0.2777777777777778, 0.2222222222222222, 0.1388888888888889, 0.05555555555555555]","[1, 2, 0.23684210526315788, 0.3695652173913043, 0.4342105263157895, 0.29411764705882354, 0.2236842105263158, 0.13157894736842105]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2571428571428571, 0.35, 0.37142857142857144, 0.5, 0.08571428571428572, 0.17142857142857143]","[1, 9, 0.19444444444444445, 0.35555555555555557, 0.2222222222222222, 0.08333333333333333, 0.19444444444444445, 0.027777777777777776]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0]","[1, 6, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 7, 0.19607843137254902, 0.26785714285714285, 0.19607843137254902, 0.2222222222222222, 0.11764705882352941, 0.0196078431372549]","[1, 3, 0.35443037974683544, 0.42391304347826086, 0.620253164556962, 0.43478260869565216, 0.13924050632911392, 0.24050632911392406]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0.25, 0.375, 0.35, 0.5, 0.1, 0.1]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21739130434782608, 0.2653061224489796, 0.32608695652173914, 0.3333333333333333, 0.06521739130434782, 0.13043478260869565]","[1, 4, 0.22666666666666666, 0.34444444444444444, 0.44, 0.15, 0.17333333333333334, 0.16]","[1, 1, 0.3170731707317073, 0.3829787234042553, 0.4878048780487805, 0.42105263157894735, 0.15853658536585366, 0.18292682926829268]","[1, 5, 0.3283582089552239, 0.375, 0.6417910447761194, 0.5, 0.1791044776119403, 0.22388059701492538]","[0, 8, 0.36363636363636365, 0.4067796610169492, 0.45454545454545453, 0.3125, 0.14545454545454545, 0.12727272727272726]"
22,2020-05-30,20200530KTWO0,"[0, -1, 0.0967741935483871, 0.12121212121212122, 0.1935483870967742, 0.1, 0.0967741935483871, 0.0967741935483871]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.125, 0.2222222222222222, 0.125, 0.3333333333333333, 0.25, 0.125]","[1, 6, 0.25, 0.2894736842105263, 0.2777777777777778, 0.2222222222222222, 0.1388888888888889, 0.05555555555555555]","[1, 2, 0.225, 0.36082474226804123, 0.4125, 0.2777777777777778, 0.2125, 0.125]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2571428571428571, 0.35, 0.37142857142857144, 0.5, 0.08571428571428572, 0.17142857142857143]","[1, 9, 0.1794871794871795, 0.3469387755102041, 0.20512820512820512, 0.07692307692307693, 0.1794871794871795, 0.02564102564102564]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.14285714285714285, 0.0]","[1, 3, 0.0, 0.25, 0.0, 0.0, 0.3333333333333333, 0.0]","[0, 5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 7, 0.2, 0.26666666666666666, 0.2, 0.25, 0.10909090909090909, 0.01818181818181818]","[1, 1, 0.3614457831325301, 0.4329896907216495, 0.6265060240963856, 0.4, 0.1566265060240964, 0.2289156626506024]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.22727272727272727, 0.34615384615384615, 0.3181818181818182, 0.5, 0.09090909090909091, 0.09090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21739130434782608, 0.2653061224489796, 0.32608695652173914, 0.3333333333333333, 0.06521739130434782, 0.13043478260869565]","[1, 4, 0.23376623376623376, 0.3684210526315789, 0.44155844155844154, 0.19047619047619047, 0.18181818181818182, 0.15584415584415584]","[0, 6, 0.32142857142857145, 0.3917525773195876, 0.4880952380952381, 0.42105263157894735, 0.16666666666666666, 0.17857142857142858]","[1, 5, 0.32857142857142857, 0.3684210526315789, 0.6285714285714286, 0.4375, 0.17142857142857143, 0.24285714285714285]","[0, -1, 0.36363636363636365, 0.4067796610169492, 0.45454545454545453, 0.3125, 0.14545454545454545, 0.12727272727272726]"
23,2020-05-31,20200531KTWO0,"[0, -1, 0.0967741935483871, 0.12121212121212122, 0.1935483870967742, 0.1, 0.0967741935483871, 0.0967741935483871]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.1, 0.18181818181818182, 0.1, 0.25, 0.2, 0.1]","[0, 6, 0.23684210526315788, 0.275, 0.2631578947368421, 0.2222222222222222, 0.13157894736842105, 0.05263157894736842]","[1, 2, 0.2261904761904762, 0.36893203883495146, 0.40476190476190477, 0.2857142857142857, 0.2261904761904762, 0.13095238095238096]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2571428571428571, 0.35, 0.37142857142857144, 0.5, 0.08571428571428572, 0.17142857142857143]","[1, 9, 0.21428571428571427, 0.37037037037037035, 0.23809523809523808, 0.07142857142857142, 0.16666666666666666, 0.047619047619047616]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0]","[1, 8, 0.0, 0.0, 0.0, 0.0, 0.125, 0.0]","[0, 9, 0.3333333333333333, 0.4, 0.3333333333333333, 0.16666666666666666, 0.3333333333333333, 0.1111111111111111]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0.25, 0.3076923076923077, 0.35, 0.35714285714285715, 0.15, 0.08333333333333333]","[1, 3, 0.3563218390804598, 0.43137254901960786, 0.6091954022988506, 0.38461538461538464, 0.16091954022988506, 0.21839080459770116]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.22727272727272727, 0.34615384615384615, 0.3181818181818182, 0.5, 0.09090909090909091, 0.09090909090909091]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 6, 0.22, 0.2777777777777778, 0.32, 0.3, 0.08, 0.12]","[1, 4, 0.2222222222222222, 0.36, 0.41975308641975306, 0.17391304347826086, 0.18518518518518517, 0.14814814814814814]","[0, 6, 0.32142857142857145, 0.3979591836734694, 0.4880952380952381, 0.42105263157894735, 0.16666666666666666, 0.17857142857142858]","[0, 7, 0.35135135135135137, 0.3950617283950617, 0.6891891891891891, 0.47058823529411764, 0.20270270270270271, 0.28378378378378377]","[1, 5, 0.375, 0.4166666666666667, 0.4642857142857143, 0.35294117647058826, 0.14285714285714285, 0.16071428571428573]"
24,2020-06-02,20200602WOHH0,"[0, -1, 0.0967741935483871, 0.12121212121212122, 0.1935483870967742, 0.1, 0.0967741935483871, 0.0967741935483871]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.1, 0.18181818181818182, 0.1, 0.25, 0.2, 0.1]","[1, 8, 0.23076923076923078, 0.2682926829268293, 0.2564102564102564, 0.2222222222222222, 0.1282051282051282, 0.05128205128205128]","[1, 2, 0.23595505617977527, 0.37037037037037035, 0.43820224719101125, 0.3333333333333333, 0.2247191011235955, 0.1797752808988764]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2571428571428571, 0.35, 0.37142857142857144, 0.5, 0.08571428571428572, 0.17142857142857143]","[1, 9, 0.20454545454545456, 0.3508771929824561, 0.22727272727272727, 0.07142857142857142, 0.18181818181818182, 0.06818181818181818]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 3, 0.25, 0.4, 0.25, 0.0, 0.25, 0.0]","[1, 7, 0.15384615384615385, 0.15384615384615385, 0.23076923076923078, 0.6666666666666666, 0.15384615384615385, 0.15384615384615385]","[1, 6, 0.3, 0.36363636363636365, 0.3, 0.16666666666666666, 0.3, 0.1]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0.27692307692307694, 0.32857142857142857, 0.38461538461538464, 0.4, 0.16923076923076924, 0.07692307692307693]","[1, 3, 0.358695652173913, 0.42990654205607476, 0.5978260869565217, 0.38461538461538464, 0.15217391304347827, 0.20652173913043478]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.23076923076923078, 0.3548387096774194, 0.3076923076923077, 0.5, 0.15384615384615385, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.22, 0.2777777777777778, 0.32, 0.3, 0.08, 0.12]","[1, 4, 0.21176470588235294, 0.3523809523809524, 0.4, 0.16, 0.17647058823529413, 0.1411764705882353]","[0, 4, 0.32142857142857145, 0.40404040404040403, 0.4880952380952381, 0.42105263157894735, 0.17857142857142858, 0.17857142857142858]","[1, 5, 0.3466666666666667, 0.3902439024390244, 0.68, 0.47058823529411764, 0.2, 0.28]","[0, 5, 0.36666666666666664, 0.4153846153846154, 0.45, 0.3157894736842105, 0.13333333333333333, 0.15]"
25,2020-06-03,20200603WOHH0,"[0, -1, 0.0967741935483871, 0.12121212121212122, 0.1935483870967742, 0.1, 0.0967741935483871, 0.0967741935483871]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.09090909090909091, 0.16666666666666666, 0.09090909090909091, 0.25, 0.18181818181818182, 0.09090909090909091]","[1, 8, 0.20454545454545456, 0.2553191489361702, 0.22727272727272727, 0.18181818181818182, 0.13636363636363635, 0.045454545454545456]","[1, 2, 0.23655913978494625, 0.37719298245614036, 0.43010752688172044, 0.32, 0.22580645161290322, 0.17204301075268819]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2571428571428571, 0.35, 0.37142857142857144, 0.5, 0.08571428571428572, 0.17142857142857143]","[1, 9, 0.1956521739130435, 0.35, 0.21739130434782608, 0.06666666666666667, 0.17391304347826086, 0.06521739130434782]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.4, 0.5, 0.4, 0.0, 0.4, 0.0]","[1, 7, 0.3333333333333333, 0.3684210526315789, 0.3888888888888889, 0.8, 0.1111111111111111, 0.2222222222222222]","[0, 8, 0.3333333333333333, 0.35294117647058826, 0.5333333333333333, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 6, 0.30434782608695654, 0.3684210526315789, 0.4057971014492754, 0.47058823529411764, 0.18840579710144928, 0.10144927536231885]","[1, 3, 0.3645833333333333, 0.4375, 0.6041666666666666, 0.3793103448275862, 0.17708333333333334, 0.20833333333333334]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 6, 0.23076923076923078, 0.3548387096774194, 0.3076923076923077, 0.5, 0.19230769230769232, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.22, 0.2777777777777778, 0.32, 0.3, 0.08, 0.12]","[1, 4, 0.22727272727272727, 0.37272727272727274, 0.4431818181818182, 0.18518518518518517, 0.20454545454545456, 0.17045454545454544]","[1, 1, 0.32941176470588235, 0.41, 0.5058823529411764, 0.45, 0.18823529411764706, 0.18823529411764706]","[1, 5, 0.34177215189873417, 0.3793103448275862, 0.6582278481012658, 0.4444444444444444, 0.189873417721519, 0.27848101265822783]","[0, -1, 0.36666666666666664, 0.4153846153846154, 0.45, 0.3157894736842105, 0.13333333333333333, 0.15]"
26,2020-06-04,20200604WOHH0,"[0, -1, 0.0967741935483871, 0.12121212121212122, 0.1935483870967742, 0.1, 0.0967741935483871, 0.0967741935483871]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 8, 0.16666666666666666, 0.23076923076923078, 0.16666666666666666, 0.25, 0.16666666666666666, 0.08333333333333333]","[0, -1, 0.20454545454545456, 0.2553191489361702, 0.22727272727272727, 0.18181818181818182, 0.13636363636363635, 0.045454545454545456]","[1, 2, 0.25773195876288657, 0.3949579831932773, 0.4536082474226804, 0.34615384615384615, 0.23711340206185566, 0.17525773195876287]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2571428571428571, 0.35, 0.37142857142857144, 0.5, 0.08571428571428572, 0.17142857142857143]","[1, 9, 0.2, 0.34375, 0.22, 0.06666666666666667, 0.18, 0.06]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.3333333333333333, 0.42857142857142855, 0.3333333333333333, 0.0, 0.3333333333333333, 0.0]","[1, 6, 0.3333333333333333, 0.391304347826087, 0.38095238095238093, 0.7142857142857143, 0.09523809523809523, 0.23809523809523808]","[0, -1, 0.3333333333333333, 0.35294117647058826, 0.5333333333333333, 0.2222222222222222, 0.3333333333333333, 0.3333333333333333]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 7, 0.3055555555555556, 0.3625, 0.4027777777777778, 0.4444444444444444, 0.18055555555555555, 0.1111111111111111]","[1, 3, 0.3564356435643564, 0.42735042735042733, 0.5841584158415841, 0.3548387096774194, 0.1782178217821782, 0.19801980198019803]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.23076923076923078, 0.3548387096774194, 0.3076923076923077, 0.5, 0.19230769230769232, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.22, 0.2777777777777778, 0.32, 0.3, 0.08, 0.12]","[1, 4, 0.22826086956521738, 0.3684210526315789, 0.43478260869565216, 0.20689655172413793, 0.20652173913043478, 0.17391304347826086]","[1, 1, 0.3146067415730337, 0.4, 0.48314606741573035, 0.45, 0.19101123595505617, 0.1797752808988764]","[1, 5, 0.3373493975903614, 0.3804347826086957, 0.6385542168674698, 0.4444444444444444, 0.18072289156626506, 0.26506024096385544]","[0, -1, 0.36666666666666664, 0.4153846153846154, 0.45, 0.3157894736842105, 0.13333333333333333, 0.15]"
27,2020-06-05,20200605LGWO0,"[0, -1, 0.0967741935483871, 0.12121212121212122, 0.1935483870967742, 0.1, 0.0967741935483871, 0.0967741935483871]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.16666666666666666, 0.23076923076923078, 0.16666666666666666, 0.25, 0.16666666666666666, 0.08333333333333333]","[0, -1, 0.20454545454545456, 0.2553191489361702, 0.22727272727272727, 0.18181818181818182, 0.13636363636363635, 0.045454545454545456]","[1, 2, 0.2647058823529412, 0.3951612903225806, 0.45098039215686275, 0.3333333333333333, 0.23529411764705882, 0.16666666666666666]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2571428571428571, 0.35, 0.37142857142857144, 0.5, 0.08571428571428572, 0.17142857142857143]","[1, 9, 0.2037037037037037, 0.3382352941176471, 0.2222222222222222, 0.06666666666666667, 0.16666666666666666, 0.05555555555555555]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.2, 0.2727272727272727, 0.2, 0.0, 0.2, 0.0]","[1, 6, 0.36, 0.4074074074074074, 0.52, 0.5555555555555556, 0.12, 0.28]","[0, 1, 0.3125, 0.3333333333333333, 0.5, 0.2, 0.3125, 0.3125]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 1, 0.2894736842105263, 0.34523809523809523, 0.3815789473684211, 0.42105263157894735, 0.17105263157894737, 0.10526315789473684]","[1, 3, 0.3490566037735849, 0.4180327868852459, 0.5754716981132075, 0.34375, 0.1792452830188679, 0.18867924528301888]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 2, 0.23076923076923078, 0.3548387096774194, 0.3076923076923077, 0.5, 0.19230769230769232, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.21153846153846154, 0.2807017543859649, 0.3076923076923077, 0.2857142857142857, 0.09615384615384616, 0.11538461538461539]","[1, 4, 0.23157894736842105, 0.37815126050420167, 0.43157894736842106, 0.23333333333333334, 0.21052631578947367, 0.17894736842105263]","[0, -1, 0.3146067415730337, 0.4, 0.48314606741573035, 0.45, 0.19101123595505617, 0.1797752808988764]","[1, 5, 0.3448275862068966, 0.3854166666666667, 0.6436781609195402, 0.45, 0.1839080459770115, 0.27586206896551724]","[0, 5, 0.36065573770491804, 0.4090909090909091, 0.4426229508196721, 0.3, 0.13114754098360656, 0.16393442622950818]"
28,2020-06-06,20200606LGWO0,"[0, -1, 0.0967741935483871, 0.12121212121212122, 0.1935483870967742, 0.1, 0.0967741935483871, 0.0967741935483871]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.15384615384615385, 0.21428571428571427, 0.15384615384615385, 0.2, 0.15384615384615385, 0.07692307692307693]","[0, 8, 0.19148936170212766, 0.24, 0.2127659574468085, 0.15384615384615385, 0.1276595744680851, 0.0425531914893617]","[1, 4, 0.2761904761904762, 0.40625, 0.4857142857142857, 0.35714285714285715, 0.24761904761904763, 0.19047619047619047]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2571428571428571, 0.35, 0.37142857142857144, 0.5, 0.08571428571428572, 0.17142857142857143]","[1, 9, 0.21052631578947367, 0.3472222222222222, 0.22807017543859648, 0.0625, 0.17543859649122806, 0.05263157894736842]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.21428571428571427, 0.26666666666666666, 0.21428571428571427, 0.0, 0.14285714285714285, 0.0]","[1, 2, 0.32142857142857145, 0.3870967741935484, 0.4642857142857143, 0.5555555555555556, 0.10714285714285714, 0.25]","[1, 5, 0.29411764705882354, 0.3157894736842105, 0.47058823529411764, 0.18181818181818182, 0.29411764705882354, 0.29411764705882354]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 7, 0.28205128205128205, 0.3448275862068966, 0.3717948717948718, 0.42105263157894735, 0.1794871794871795, 0.10256410256410256]","[1, 3, 0.35454545454545455, 0.42063492063492064, 0.5818181818181818, 0.36363636363636365, 0.18181818181818182, 0.18181818181818182]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.23076923076923078, 0.3548387096774194, 0.3076923076923077, 0.5, 0.19230769230769232, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.21153846153846154, 0.2807017543859649, 0.3076923076923077, 0.2857142857142857, 0.09615384615384616, 0.11538461538461539]","[0, 9, 0.2222222222222222, 0.36585365853658536, 0.41414141414141414, 0.21875, 0.20202020202020202, 0.1717171717171717]","[1, 1, 0.3225806451612903, 0.4090909090909091, 0.5161290322580645, 0.45, 0.20430107526881722, 0.1827956989247312]","[0, 8, 0.35555555555555557, 0.3939393939393939, 0.6777777777777778, 0.47619047619047616, 0.18888888888888888, 0.3]","[1, 6, 0.36065573770491804, 0.417910447761194, 0.4426229508196721, 0.3, 0.13114754098360656, 0.16393442622950818]"
29,2020-06-07,20200607LGWO0,"[0, -1, 0.0967741935483871, 0.12121212121212122, 0.1935483870967742, 0.1, 0.0967741935483871, 0.0967741935483871]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 4, 0.13333333333333333, 0.1875, 0.13333333333333333, 0.2, 0.13333333333333333, 0.06666666666666667]","[0, 9, 0.1875, 0.23529411764705882, 0.20833333333333334, 0.14285714285714285, 0.125, 0.041666666666666664]","[1, 2, 0.27522935779816515, 0.4015151515151515, 0.48623853211009177, 0.3448275862068966, 0.24770642201834864, 0.1834862385321101]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2571428571428571, 0.35, 0.37142857142857144, 0.5, 0.08571428571428572, 0.17142857142857143]","[1, 9, 0.2033898305084746, 0.33783783783783783, 0.22033898305084745, 0.058823529411764705, 0.1694915254237288, 0.05084745762711865]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.26666666666666666, 0.3125, 0.26666666666666666, 0.25, 0.2, 0.06666666666666667]","[1, 6, 0.30303030303030304, 0.3611111111111111, 0.45454545454545453, 0.5454545454545454, 0.09090909090909091, 0.24242424242424243]","[0, 7, 0.3, 0.34782608695652173, 0.5, 0.16666666666666666, 0.3, 0.25]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1, 7, 0.2962962962962963, 0.3626373626373626, 0.38271604938271603, 0.45, 0.18518518518518517, 0.09876543209876543]","[1, 3, 0.35964912280701755, 0.4230769230769231, 0.6140350877192983, 0.36363636363636365, 0.18421052631578946, 0.18421052631578946]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.23076923076923078, 0.3548387096774194, 0.3076923076923077, 0.5, 0.19230769230769232, 0.15384615384615385]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 9, 0.2, 0.26666666666666666, 0.2909090909090909, 0.2857142857142857, 0.09090909090909091, 0.10909090909090909]","[1, 4, 0.2222222222222222, 0.3709677419354839, 0.41414141414141414, 0.21875, 0.20202020202020202, 0.1717171717171717]","[1, 1, 0.31958762886597936, 0.40869565217391307, 0.5051546391752577, 0.45454545454545453, 0.1958762886597938, 0.17525773195876287]","[1, 5, 0.3626373626373626, 0.4, 0.6813186813186813, 0.5, 0.18681318681318682, 0.3076923076923077]","[0, 5, 0.3384615384615385, 0.39436619718309857, 0.4153846153846154, 0.2608695652173913, 0.12307692307692308, 0.15384615384615385]"
30,2020-06-09,20200609WOSS0,"[0, -1, 0.0967741935483871, 0.12121212121212122, 0.1935483870967742, 0.1, 0.0967741935483871, 0.0967741935483871]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.13333333333333333, 0.1875, 0.13333333333333333, 0.2, 0.13333333333333333, 0.06666666666666667]","[1, 9, 0.1836734693877551, 0.23076923076923078, 0.20408163265306123, 0.14285714285714285, 0.12244897959183673, 0.04081632653061224]","[1, 2, 0.2857142857142857, 0.4117647058823529, 0.49107142857142855, 0.3333333333333333, 0.24107142857142858, 0.17857142857142858]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2571428571428571, 0.35, 0.37142857142857144, 0.5, 0.08571428571428572, 0.17142857142857143]","[0, 7, 0.2, 0.3333333333333333, 0.21666666666666667, 0.058823529411764705, 0.16666666666666666, 0.05]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 7, 0.2777777777777778, 0.35, 0.2777777777777778, 0.25, 0.16666666666666666, 0.05555555555555555]","[1, 6, 0.2972972972972973, 0.35, 0.43243243243243246, 0.5454545454545454, 0.08108108108108109, 0.21621621621621623]","[0, -1, 0.3, 0.34782608695652173, 0.5, 0.16666666666666666, 0.3, 0.25]","[0, -1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, -1, 0.2962962962962963, 0.3626373626373626, 0.38271604938271603, 0.45, 0.18518518518518517, 0.09876543209876543]","[1, 3, 0.3559322033898305, 0.417910447761194, 0.6016949152542372, 0.34285714285714286, 0.17796610169491525, 0.17796610169491525]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0.2, 0.2, 0.4, 0.0, 0.2, 0.0]","[0, -1, 0, 0, 0, 0, 0, 0]","[1, 8, 0.25925925925925924, 0.375, 0.4444444444444444, 0.5, 0.2222222222222222, 0.18518518518518517]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, -1, 0, 0, 0, 0, 0, 0]","[0, 7, 0.2, 0.2786885245901639, 0.2909090909090909, 0.2857142857142857, 0.09090909090909091, 0.10909090909090909]","[1, 4, 0.21568627450980393, 0.3671875, 0.4019607843137255, 0.21212121212121213, 0.19607843137254902, 0.16666666666666666]","[1, 1, 0.31683168316831684, 0.4083333333333333, 0.49504950495049505, 0.4583333333333333, 0.18811881188118812, 0.16831683168316833]","[1, 5, 0.35106382978723405, 0.3883495145631068, 0.6595744680851063, 0.4782608695652174, 0.18085106382978725, 0.2978723404255319]","[0, 7, 0.3333333333333333, 0.3888888888888889, 0.4090909090909091, 0.2608695652173913, 0.12121212121212122, 0.15151515151515152]"
