,date,game_key,샘슨,최준용,스트레일리,박재민,박명현,홍민기,박시영,장국헌,신동훈,김원중,정태승,박진형,구승민,박세웅,이인복,김유영,최영환,박종무,한승혁,윤성빈,강동호,최하늘,이승헌,김현,서준원,김동규,고효준,노경은,김건국,장원삼,배장호,송승준,김대우,오현택,진명호
50,2020-07-05,20200705SKLT0,"[0, 0, 6.163043478260869, 1.6630434782608694, 2.5555555555555554, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4285714285714284, 1.0317460317460319, 3.611111111111111, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.8545454545454545, 1.7454545454545456, 1.0769230769230769, 0.7971014492753623]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.9310344827586207, 0.7241379310344828, 4.333333333333333, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.4464285714285714, 3.7142857142857144, 0.8115942028985508]","[0, 1, 2.2816901408450705, 0.676056338028169, 5.0, 1.126984126984127]","[1, 0, 5.869565217391304, 1.5217391304347827, 2.25, 5.111111111111111]","[0, 1, 2.892857142857143, 1.125, 4.0, 1.0980392156862746]","[0, 0, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.7647058823529411, 1.25, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.883561643835616, 1.3356164383561644, 1.5333333333333334, 5.407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.0, 3.6666666666666665, 0.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9272727272727272, 1.690909090909091, 1.4, 1.3095238095238095]","[0, 0, 4.189655172413794, 1.293103448275862, 1.3636363636363635, 1.2083333333333333]","[0, 0, 6.0, 1.4, 3.0, 0.6818181818181818]","[0, 0, 8.25, 1.5, 1.1666666666666667, 0.7058823529411765]"
51,2020-07-07,20200707LTHH0,"[0, 0, 6.163043478260869, 1.6630434782608694, 2.5555555555555554, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4285714285714284, 1.0317460317460319, 3.611111111111111, 6.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.345454545454546, 1.8545454545454547, 1.0, 0.7638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.3278688524590163, 0.7868852459016394, 4.666666666666667, 1.0701754385964912]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.4464285714285714, 3.7142857142857144, 0.8115942028985508]","[0, 1, 2.9189189189189193, 0.8108108108108107, 3.6666666666666665, 1.1212121212121213]","[0, 0, 5.869565217391304, 1.5217391304347827, 2.25, 5.111111111111111]","[0, 1, 2.745762711864407, 1.11864406779661, 4.5, 1.0925925925925926]","[0, 0, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.529411764705882, 1.7647058823529411, 1.25, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.883561643835616, 1.3356164383561644, 1.5333333333333334, 5.407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[1, 0, 10.0, 2.0, 0.6666666666666666, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9272727272727272, 1.690909090909091, 1.4, 1.3095238095238095]","[0, 1, 3.983606557377049, 1.2295081967213115, 1.4545454545454546, 1.196078431372549]","[0, 1, 5.74468085106383, 1.3404255319148937, 3.0, 0.6811594202898551]","[0, 1, 9.0, 1.6153846153846154, 1.1666666666666667, 0.7222222222222222]"
52,2020-07-08,20200708LTHH0,"[0, 0, 6.163043478260869, 1.6630434782608694, 2.5555555555555554, 5.111111111111112]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.527093596059113, 1.064039408866995, 3.9444444444444446, 6.151515151515152]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.345454545454546, 1.8545454545454547, 1.0, 0.7638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3278688524590163, 0.7868852459016394, 4.666666666666667, 1.0701754385964912]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.4464285714285714, 3.7142857142857144, 0.8115942028985508]","[0, 0, 2.9189189189189193, 0.8108108108108107, 3.6666666666666665, 1.1212121212121213]","[0, 0, 5.869565217391304, 1.5217391304347827, 2.25, 5.111111111111111]","[0, 0, 2.745762711864407, 1.11864406779661, 4.5, 1.0925925925925926]","[0, 0, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 1.7142857142857142, 1.5, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.883561643835616, 1.3356164383561644, 1.5333333333333334, 5.407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.0, 2.0, 0.6666666666666666, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.118644067796611, 1.7796610169491525, 1.4545454545454546, 1.3111111111111111]","[0, 0, 3.983606557377049, 1.2295081967213115, 1.4545454545454546, 1.196078431372549]","[0, 0, 5.74468085106383, 1.3404255319148937, 3.0, 0.6811594202898551]","[0, 0, 9.0, 1.6153846153846154, 1.1666666666666667, 0.7222222222222222]"
53,2020-07-09,20200709LTHH0,"[1, 0, 6.05607476635514, 1.6822429906542058, 2.6666666666666665, 5.095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.527093596059113, 1.064039408866995, 3.9444444444444446, 6.151515151515152]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.345454545454546, 1.8545454545454547, 1.0, 0.7638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.265625, 0.796875, 4.666666666666667, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.4464285714285714, 3.7142857142857144, 0.8115942028985508]","[0, 1, 2.8051948051948052, 0.7792207792207791, 4.166666666666667, 1.1159420289855073]","[0, 0, 5.869565217391304, 1.5217391304347827, 2.25, 5.111111111111111]","[0, 1, 2.6129032258064515, 1.161290322580645, 3.0, 1.087719298245614]","[0, 0, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1.5, 1.4]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.883561643835616, 1.3356164383561644, 1.5333333333333334, 5.407407407407407]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.0, 2.0, 0.6666666666666666, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.118644067796611, 1.7796610169491525, 1.4545454545454546, 1.3111111111111111]","[0, 0, 3.983606557377049, 1.2295081967213115, 1.4545454545454546, 1.196078431372549]","[0, 0, 5.74468085106383, 1.3404255319148937, 3.0, 0.6811594202898551]","[0, 0, 9.0, 1.6153846153846154, 1.1666666666666667, 0.7222222222222222]"
54,2020-07-10,20200710OBLT0,"[0, 0, 6.05607476635514, 1.6822429906542058, 2.6666666666666665, 5.095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.527093596059113, 1.064039408866995, 3.9444444444444446, 6.151515151515152]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.345454545454546, 1.8545454545454547, 1.0, 0.7638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.265625, 0.796875, 4.666666666666667, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.892857142857143, 1.4464285714285714, 3.7142857142857144, 0.8115942028985508]","[0, 0, 2.8051948051948052, 0.7792207792207791, 4.166666666666667, 1.1159420289855073]","[0, 0, 5.869565217391304, 1.5217391304347827, 2.25, 5.111111111111111]","[0, 0, 2.6129032258064515, 1.161290322580645, 3.0, 1.087719298245614]","[0, 0, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 1.875, 1.4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.951219512195122, 1.3170731707317074, 1.8, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.0, 2.0, 0.6666666666666666, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9193548387096775, 1.693548387096774, 1.6363636363636365, 1.2916666666666667]","[0, 0, 3.983606557377049, 1.2295081967213115, 1.4545454545454546, 1.196078431372549]","[0, 0, 5.74468085106383, 1.3404255319148937, 3.0, 0.6811594202898551]","[0, 1, 9.692307692307692, 1.6923076923076923, 1.0769230769230769, 0.6842105263157895]"
55,2020-07-11,20200711OBLT0,"[0, 0, 6.05607476635514, 1.6822429906542058, 2.6666666666666665, 5.095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.527093596059113, 1.064039408866995, 3.9444444444444446, 6.151515151515152]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.345454545454546, 1.8545454545454547, 1.0, 0.7638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1911764705882353, 0.838235294117647, 4.0, 1.0793650793650795]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 1.5263157894736843, 3.857142857142857, 0.7916666666666666]","[0, 1, 2.6666666666666665, 0.7777777777777778, 4.166666666666667, 1.125]","[1, 0, 5.711538461538462, 1.4615384615384615, 2.411764705882353, 5.2]","[0, 0, 2.6129032258064515, 1.161290322580645, 3.0, 1.087719298245614]","[0, 0, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.875, 1.4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.951219512195122, 1.3170731707317074, 1.8, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.0, 2.0, 0.6666666666666666, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9193548387096775, 1.693548387096774, 1.6363636363636365, 1.2916666666666667]","[0, 0, 3.983606557377049, 1.2295081967213115, 1.4545454545454546, 1.196078431372549]","[0, 0, 5.74468085106383, 1.3404255319148937, 3.0, 0.6811594202898551]","[0, 0, 9.692307692307692, 1.6923076923076923, 1.0769230769230769, 0.6842105263157895]"
56,2020-07-14,20200714LGLT0,"[0, 0, 6.05607476635514, 1.6822429906542058, 2.6666666666666665, 5.095238095238095]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.2901785714285716, 1.03125, 4.105263157894737, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.345454545454546, 1.8545454545454547, 1.0, 0.7638888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1911764705882353, 0.838235294117647, 4.0, 1.0793650793650795]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5263157894736843, 3.857142857142857, 0.7916666666666666]","[0, 0, 2.6666666666666665, 0.7777777777777778, 4.166666666666667, 1.125]","[0, 0, 5.711538461538462, 1.4615384615384615, 2.411764705882353, 5.2]","[0, 1, 2.53125, 1.125, 3.0, 1.0666666666666667]","[0, 0, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.875, 1.4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.951219512195122, 1.3170731707317074, 1.8, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.0, 2.0, 0.6666666666666666, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9193548387096775, 1.693548387096774, 1.6363636363636365, 1.2916666666666667]","[0, 0, 3.983606557377049, 1.2295081967213115, 1.4545454545454546, 1.196078431372549]","[0, 0, 5.74468085106383, 1.3404255319148937, 3.0, 0.6811594202898551]","[0, 0, 9.692307692307692, 1.6923076923076923, 1.0769230769230769, 0.6842105263157895]"
57,2020-07-15,20200715LGLT0,"[1, 0, 5.443548387096774, 1.6451612903225805, 2.4545454545454546, 5.166666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 2.2901785714285716, 1.03125, 4.105263157894737, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 1.894736842105263, 1.0, 0.76]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1911764705882353, 0.838235294117647, 4.0, 1.0793650793650795]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 1.5263157894736843, 3.857142857142857, 0.7916666666666666]","[0, 0, 2.6666666666666665, 0.7777777777777778, 4.166666666666667, 1.125]","[0, 0, 5.711538461538462, 1.4615384615384615, 2.411764705882353, 5.2]","[0, 0, 2.53125, 1.125, 3.0, 1.0666666666666667]","[0, 0, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.875, 1.4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.951219512195122, 1.3170731707317074, 1.8, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.0, 2.0, 0.6666666666666666, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9193548387096775, 1.693548387096774, 1.6363636363636365, 1.2916666666666667]","[0, 1, 3.796875, 1.265625, 1.3076923076923077, 1.1851851851851851]","[0, 0, 5.74468085106383, 1.3404255319148937, 3.0, 0.6811594202898551]","[0, 1, 9.0, 1.7142857142857142, 1.0666666666666667, 0.7]"
58,2020-07-16,20200716LGLT0,"[0, 0, 5.443548387096774, 1.6451612903225805, 2.4545454545454546, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2901785714285716, 1.03125, 4.105263157894737, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.549999999999999, 1.8, 1.0666666666666667, 0.7692307692307693]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1911764705882353, 0.838235294117647, 4.0, 1.0793650793650795]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.4285714285714286, 4.0, 0.84]","[0, 1, 2.571428571428571, 0.75, 4.5, 1.12]","[0, 0, 5.711538461538462, 1.4615384615384615, 2.411764705882353, 5.2]","[0, 1, 2.417910447761194, 1.0746268656716418, 3.0, 1.0634920634920635]","[0, 0, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.875, 1.4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.951219512195122, 1.3170731707317074, 1.8, 5.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.2, 1.6, 1.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9193548387096775, 1.693548387096774, 1.6363636363636365, 1.2916666666666667]","[0, 1, 3.5217391304347827, 1.2608695652173914, 1.3571428571428572, 1.2105263157894737]","[0, 1, 5.510204081632653, 1.4081632653061225, 3.0, 0.6805555555555555]","[0, 0, 9.0, 1.7142857142857142, 1.0666666666666667, 0.7]"
59,2020-07-17,20200717LTSS0,"[0, 0, 5.443548387096774, 1.6451612903225805, 2.4545454545454546, 5.166666666666667]","[0, 1, 0.0, 0.0, 0, 1.0]","[0, 0, 2.2901785714285716, 1.03125, 4.105263157894737, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.709677419354838, 1.9354838709677418, 1.0, 0.7654320987654322]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1911764705882353, 0.838235294117647, 4.0, 1.0793650793650795]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.4285714285714286, 4.0, 0.84]","[0, 0, 2.571428571428571, 0.75, 4.5, 1.12]","[0, 0, 5.711538461538462, 1.4615384615384615, 2.411764705882353, 5.2]","[0, 0, 2.417910447761194, 1.0746268656716418, 3.0, 1.0634920634920635]","[0, 0, 0.0, 2.0, 0.5, 0.5]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.875, 1.4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.295454545454545, 1.3636363636363638, 1.8125, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.6, 1.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9193548387096775, 1.693548387096774, 1.6363636363636365, 1.2916666666666667]","[0, 0, 3.5217391304347827, 1.2608695652173914, 1.3571428571428572, 1.2105263157894737]","[0, 0, 5.510204081632653, 1.4081632653061225, 3.0, 0.6805555555555555]","[0, 1, 9.0, 1.7333333333333334, 1.1333333333333333, 0.7142857142857143]"
60,2020-07-18,20200718LTSS0,"[0, 0, 5.443548387096774, 1.6451612903225805, 2.4545454545454546, 5.166666666666667]","[0, 0, 0.0, 0.0, 0, 1.0]","[0, 0, 2.2901785714285716, 1.03125, 4.105263157894737, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.709677419354838, 1.9354838709677418, 1.0, 0.7654320987654322]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1911764705882353, 0.838235294117647, 4.0, 1.0793650793650795]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.3636363636363635, 4.142857142857143, 0.8461538461538461]","[0, 1, 2.4827586206896552, 0.7586206896551724, 3.857142857142857, 1.1153846153846154]","[1, 0, 5.2105263157894735, 1.4736842105263157, 2.25, 5.181818181818182]","[0, 1, 2.739130434782609, 1.173913043478261, 3.0, 1.0454545454545454]","[0, 1, 0.0, 1.7999999999999998, 1.0, 0.5555555555555556]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.875, 1.4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.295454545454545, 1.3636363636363638, 1.8125, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 1, 0, 0, 0, 0]","[0, 0, 7.2, 1.6, 1.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9193548387096775, 1.693548387096774, 1.6363636363636365, 1.2916666666666667]","[0, 0, 3.5217391304347827, 1.2608695652173914, 1.3571428571428572, 1.2105263157894737]","[0, 0, 5.510204081632653, 1.4081632653061225, 3.0, 0.6805555555555555]","[0, 0, 9.0, 1.7333333333333334, 1.1333333333333333, 0.7142857142857143]"
61,2020-07-19,20200719LTSS0,"[0, 0, 5.443548387096774, 1.6451612903225805, 2.4545454545454546, 5.166666666666667]","[0, 0, 0.0, 0.0, 0, 1.0]","[1, 0, 2.068548387096774, 0.9677419354838709, 4.15, 6.3589743589743595]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.709677419354838, 1.9354838709677418, 1.0, 0.7654320987654322]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1408450704225352, 0.8873239436619718, 4.0, 1.075757575757576]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.304347826086956, 1.434782608695652, 4.142857142857143, 0.8518518518518519]","[0, 1, 2.4, 0.7333333333333333, 4.142857142857143, 1.1111111111111112]","[0, 0, 5.2105263157894735, 1.4736842105263157, 2.25, 5.181818181818182]","[0, 0, 2.739130434782609, 1.173913043478261, 3.0, 1.0454545454545454]","[0, 0, 0.0, 1.7999999999999998, 1.0, 0.5555555555555556]","[0, 0, 3.375, 1.875, 1.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.875, 1.4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.295454545454545, 1.3636363636363638, 1.8125, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.6666666666666665, 0.16666666666666666, 0.5]","[0, 0, 5.3076923076923075, 1.3076923076923077, 2.272727272727273, 5.571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 1.6, 1.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9193548387096775, 1.693548387096774, 1.6363636363636365, 1.2916666666666667]","[0, 0, 3.5217391304347827, 1.2608695652173914, 1.3571428571428572, 1.2105263157894737]","[0, 0, 5.510204081632653, 1.4081632653061225, 3.0, 0.6805555555555555]","[0, 0, 9.0, 1.7333333333333334, 1.1333333333333333, 0.7142857142857143]"
