,date,game_key,양선률,킹엄,핀토,오원석,이태양,박종훈,서진용,정영일,문승원,김정빈,조영우,이건욱,박민호,김택형,김주온,이재관,김찬호,김주한,정수민,이원준,김정우,하재훈,백승건,최재성,윤희상,신재웅,김세현,박희수,김태훈
26,2020-06-05,20200605SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[1, 0, 4.709302325581396, 1.7790697674418603, 1.0, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.3181818181818181, 3.5714285714285716, 5.5]","[0, 1, 4.973684210526316, 1.1842105263157896, 2.1666666666666665, 0.9743589743589743]","[0, 0, 3.375, 0.9375, 2.5, 0.8888888888888888]","[0, 0, 6.096774193548387, 1.6451612903225805, 6.0, 5.166666666666667]","[0, 1, 0.0, 0.8918918918918919, 3.5, 1.027777777777778]","[0, 0, 5.684210526315789, 1.5789473684210527, 1.0, 1.0555555555555556]","[0, 0, 1.0384615384615385, 0.6923076923076924, 4.0, 2.888888888888889]","[0, 0, 3.0857142857142854, 1.1142857142857143, 1.4, 0.9722222222222222]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 4.32, 1.3199999999999998, 1.3333333333333333, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.9285714285714284, 0.75, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.5652173913043477, 1.0, 0.9583333333333334]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 10.384615384615385, 1.6153846153846154, 6.0, 0.8666666666666666]","[0, 0, 3.0, 1.0416666666666667, 1.4545454545454546, 6.0]"
27,2020-06-06,20200606SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.709302325581396, 1.7790697674418603, 1.0, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.535714285714286, 1.2857142857142858, 2.8, 5.6]","[0, 1, 4.609756097560976, 1.0975609756097562, 2.5, 0.9761904761904762]","[0, 1, 2.8421052631578947, 0.7894736842105263, 3.5, 0.9047619047619048]","[0, 0, 6.096774193548387, 1.6451612903225805, 6.0, 5.166666666666667]","[0, 1, 0.0, 0.825, 4.0, 1.0256410256410258]","[0, 0, 5.684210526315789, 1.5789473684210527, 1.0, 1.0555555555555556]","[0, 0, 1.0384615384615385, 0.6923076923076924, 4.0, 2.888888888888889]","[0, 0, 3.0857142857142854, 1.1142857142857143, 1.4, 0.9722222222222222]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 4.32, 1.3199999999999998, 1.3333333333333333, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.9285714285714284, 0.75, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.3846153846153848, 1.25, 0.9629629629629629]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 10.384615384615385, 1.6153846153846154, 6.0, 0.8666666666666666]","[0, 0, 3.0, 1.0416666666666667, 1.4545454545454546, 6.0]"
28,2020-06-07,20200607SSSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.709302325581396, 1.7790697674418603, 1.0, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.535714285714286, 1.2857142857142858, 2.8, 5.6]","[0, 0, 4.609756097560976, 1.0975609756097562, 2.5, 0.9761904761904762]","[0, 0, 2.8421052631578947, 0.7894736842105263, 3.5, 0.9047619047619048]","[1, 0, 5.0625, 1.4625, 5.2, 5.333333333333334]","[0, 0, 0.0, 0.825, 4.0, 1.0256410256410258]","[0, 1, 8.526315789473683, 2.210526315789474, 0.6, 0.9047619047619048]","[0, 0, 1.0384615384615385, 0.6923076923076924, 4.0, 2.888888888888889]","[0, 1, 3.375, 1.3499999999999999, 1.1666666666666667, 1.0256410256410258]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 4.32, 1.3199999999999998, 1.3333333333333333, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.588235294117647, 1.7647058823529411, 1.25, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.25, 0.9629629629629629]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 10.384615384615385, 1.6153846153846154, 6.0, 0.8666666666666666]","[0, 0, 3.0, 1.0416666666666667, 1.4545454545454546, 6.0]"
29,2020-06-09,20200609SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.709302325581396, 1.7790697674418603, 1.0, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.535714285714286, 1.2857142857142858, 2.8, 5.6]","[0, 1, 4.295454545454545, 1.0227272727272727, 2.5, 0.9777777777777777]","[0, 1, 5.4, 1.05, 3.5, 0.8333333333333334]","[0, 0, 5.0625, 1.4625, 5.2, 5.333333333333334]","[0, 1, 0.0, 0.7674418604651162, 4.5, 1.023809523809524]","[0, 1, 7.363636363636363, 2.0454545454545454, 0.6, 0.9166666666666666]","[1, 0, 4.628571428571429, 1.2857142857142858, 2.5, 2.9166666666666665]","[0, 1, 3.13953488372093, 1.3255813953488371, 1.3333333333333333, 1.023809523809524]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 4.32, 1.3199999999999998, 1.3333333333333333, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 1.7647058823529411, 1.25, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.25, 0.9629629629629629]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 10.384615384615385, 1.6153846153846154, 6.0, 0.8666666666666666]","[0, 0, 3.0, 1.0416666666666667, 1.4545454545454546, 6.0]"
30,2020-06-11,20200611SKLG1,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[1, 0, 4.153846153846154, 1.701923076923077, 1.2222222222222223, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.535714285714286, 1.2857142857142858, 2.8, 5.6]","[0, 1, 4.108695652173913, 1.1739130434782608, 2.4285714285714284, 0.9583333333333334]","[0, 0, 5.4, 1.05, 3.5, 0.8333333333333334]","[0, 0, 5.0625, 1.4625, 5.2, 5.333333333333334]","[0, 0, 0.0, 0.7674418604651162, 4.5, 1.023809523809524]","[0, 0, 7.363636363636363, 2.0454545454545454, 0.6, 0.9166666666666666]","[0, 0, 4.628571428571429, 1.2857142857142858, 2.5, 2.9166666666666665]","[0, 1, 3.068181818181818, 1.2954545454545454, 1.3333333333333333, 0.9777777777777777]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 4.32, 1.3199999999999998, 1.3333333333333333, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 1.7647058823529411, 1.25, 1.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.25, 0.9629629629629629]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 10.384615384615385, 1.6153846153846154, 6.0, 0.8666666666666666]","[0, 0, 3.0, 1.0416666666666667, 1.4545454545454546, 6.0]"
31,2020-06-11,20200611SKLG2,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.153846153846154, 1.701923076923077, 1.2222222222222223, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.535714285714286, 1.2857142857142858, 2.8, 5.6]","[0, 0, 4.108695652173913, 1.1739130434782608, 2.4285714285714284, 0.9583333333333334]","[0, 1, 4.695652173913043, 1.1739130434782608, 2.3333333333333335, 0.8518518518518519]","[0, 0, 5.0625, 1.4625, 5.2, 5.333333333333334]","[0, 1, 0.0, 0.7826086956521738, 3.8, 1.0222222222222224]","[0, 0, 7.363636363636363, 2.0454545454545454, 0.6, 0.9166666666666666]","[0, 0, 4.628571428571429, 1.2857142857142858, 2.5, 2.9166666666666665]","[0, 0, 3.068181818181818, 1.2954545454545454, 1.3333333333333333, 0.9777777777777777]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 4.32, 1.3199999999999998, 1.3333333333333333, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.95, 1.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.25, 0.9629629629629629]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 10.384615384615385, 1.6153846153846154, 6.0, 0.8666666666666666]","[1, 0, 4.939024390243902, 1.2439024390243902, 1.0666666666666667, 5.466666666666667]"
32,2020-06-12,20200612HTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.153846153846154, 1.701923076923077, 1.2222222222222223, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.441176470588235, 1.2647058823529411, 2.6153846153846154, 5.666666666666667]","[0, 0, 4.108695652173913, 1.1739130434782608, 2.4285714285714284, 0.9583333333333334]","[0, 0, 4.695652173913043, 1.1739130434782608, 2.3333333333333335, 0.8518518518518519]","[0, 0, 5.0625, 1.4625, 5.2, 5.333333333333334]","[0, 0, 0.0, 0.7826086956521738, 3.8, 1.0222222222222224]","[0, 0, 7.363636363636363, 2.0454545454545454, 0.6, 0.9166666666666666]","[0, 0, 4.628571428571429, 1.2857142857142858, 2.5, 2.9166666666666665]","[0, 1, 2.8125, 1.3125, 1.5, 1.0]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 1, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.95, 1.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.25, 0.9629629629629629]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 1, 7.9411764705882355, 1.2352941176470587, 8.0, 0.9444444444444445]","[0, 0, 4.939024390243902, 1.2439024390243902, 1.0666666666666667, 5.466666666666667]"
33,2020-06-13,20200613HTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.153846153846154, 1.701923076923077, 1.2222222222222223, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.441176470588235, 1.2647058823529411, 2.6153846153846154, 5.666666666666667]","[0, 1, 5.0625, 1.25, 2.125, 0.9411764705882353]","[0, 0, 4.695652173913043, 1.1739130434782608, 2.3333333333333335, 0.8518518518518519]","[1, 0, 4.683673469387755, 1.3775510204081634, 5.5, 5.444444444444444]","[0, 1, 0.0, 0.7959183673469389, 3.1666666666666665, 1.0208333333333333]","[0, 0, 7.363636363636363, 2.0454545454545454, 0.6, 0.9166666666666666]","[0, 0, 4.628571428571429, 1.2857142857142858, 2.5, 2.9166666666666665]","[0, 0, 2.8125, 1.3125, 1.5, 1.0]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.95, 1.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153848, 1.25, 0.9629629629629629]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 7.9411764705882355, 1.2352941176470587, 8.0, 0.9444444444444445]","[0, 0, 4.939024390243902, 1.2439024390243902, 1.0666666666666667, 5.466666666666667]"
34,2020-06-14,20200614HTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 4.153846153846154, 1.701923076923077, 1.2222222222222223, 5.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.441176470588235, 1.2647058823529411, 2.6153846153846154, 5.666666666666667]","[0, 1, 4.764705882352941, 1.2941176470588236, 2.375, 0.9444444444444444]","[0, 0, 4.695652173913043, 1.1739130434782608, 2.3333333333333335, 0.8518518518518519]","[0, 0, 4.683673469387755, 1.3775510204081634, 5.5, 5.444444444444444]","[0, 1, 0.0, 0.8235294117647058, 3.1666666666666665, 1.0]","[0, 0, 7.363636363636363, 2.0454545454545454, 0.6, 0.9166666666666666]","[1, 0, 3.7800000000000002, 1.3199999999999998, 1.625, 3.3333333333333335]","[0, 1, 2.7, 1.38, 1.4285714285714286, 0.9803921568627452]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.95, 1.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.3928571428571428, 1.25, 0.9333333333333333]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 7.9411764705882355, 1.2352941176470587, 8.0, 0.9444444444444445]","[0, 0, 4.939024390243902, 1.2439024390243902, 1.0666666666666667, 5.466666666666667]"
35,2020-06-16,20200616KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[1, 0, 3.762295081967213, 1.6475409836065575, 1.3157894736842106, 5.809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.441176470588235, 1.2647058823529411, 2.6153846153846154, 5.666666666666667]","[0, 1, 5.0, 1.2777777777777777, 2.5, 0.9473684210526315]","[0, 0, 4.695652173913043, 1.1739130434782608, 2.3333333333333335, 0.8518518518518519]","[0, 0, 4.683673469387755, 1.3775510204081634, 5.5, 5.444444444444444]","[0, 0, 0.0, 0.8235294117647058, 3.1666666666666665, 1.0]","[0, 0, 7.363636363636363, 2.0454545454545454, 0.6, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.3199999999999998, 1.625, 3.3333333333333335]","[0, 1, 3.056603773584906, 1.4150943396226414, 1.4285714285714286, 0.9814814814814815]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.95, 1.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.4516129032258063, 1.5, 0.9393939393939394]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 1, 9.0, 1.2857142857142858, 10.0, 1.0]","[0, 0, 4.939024390243902, 1.2439024390243902, 1.0666666666666667, 5.466666666666667]"
36,2020-06-17,20200617KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 3.762295081967213, 1.6475409836065575, 1.3157894736842106, 5.809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.441176470588235, 1.2647058823529411, 2.6153846153846154, 5.666666666666667]","[0, 0, 5.0, 1.2777777777777777, 2.5, 0.9473684210526315]","[0, 1, 5.625, 1.25, 2.3333333333333335, 0.8]","[0, 0, 4.683673469387755, 1.3775510204081634, 5.5, 5.444444444444444]","[0, 1, 0.0, 0.7777777777777778, 3.1666666666666665, 1.0]","[0, 0, 7.363636363636363, 2.0454545454545454, 0.6, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.3199999999999998, 1.625, 3.3333333333333335]","[0, 1, 2.892857142857143, 1.3392857142857142, 1.5714285714285714, 0.9824561403508772]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 1.6956521739130435, 1.4, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.5588235294117645, 1.588235294117647, 1.75, 0.9444444444444445]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 9.0, 1.2857142857142858, 10.0, 1.0]","[1, 0, 4.909090909090909, 1.2727272727272727, 0.95, 5.5]"
37,2020-06-18,20200618KTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 3.762295081967213, 1.6475409836065575, 1.3157894736842106, 5.809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[1, 0, 3.8249999999999997, 1.2, 3.0, 5.714285714285714]","[0, 0, 5.0, 1.2777777777777777, 2.5, 0.9473684210526315]","[0, 0, 5.625, 1.25, 2.3333333333333335, 0.8]","[0, 0, 4.683673469387755, 1.3775510204081634, 5.5, 5.444444444444444]","[0, 0, 0.0, 0.7777777777777778, 3.1666666666666665, 1.0]","[0, 1, 6.75, 2.142857142857143, 0.8, 1.0370370370370372]","[0, 0, 3.7800000000000002, 1.3199999999999998, 1.625, 3.3333333333333335]","[0, 0, 2.892857142857143, 1.3392857142857142, 1.5714285714285714, 0.9824561403508772]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.6956521739130435, 1.4, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.588235294117647, 1.75, 0.9444444444444445]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 1, 7.875000000000001, 1.25, 5.5, 1.0]","[0, 0, 4.909090909090909, 1.2727272727272727, 0.95, 5.5]"
38,2020-06-19,20200619SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 3.762295081967213, 1.6475409836065575, 1.3157894736842106, 5.809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8249999999999997, 1.2, 3.0, 5.714285714285714]","[0, 0, 5.0, 1.2777777777777777, 2.5, 0.9473684210526315]","[0, 0, 5.625, 1.25, 2.3333333333333335, 0.8]","[1, 0, 4.2749999999999995, 1.25, 5.125, 5.714285714285714]","[0, 1, 0.0, 0.8275862068965518, 3.2857142857142856, 1.0175438596491226]","[0, 0, 6.75, 2.142857142857143, 0.8, 1.0370370370370372]","[0, 0, 3.7800000000000002, 1.3199999999999998, 1.625, 3.3333333333333335]","[0, 1, 2.745762711864407, 1.271186440677966, 1.8571428571428572, 0.9833333333333334]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.6956521739130435, 1.4, 1.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.108108108108109, 1.6216216216216215, 2.25, 0.9487179487179488]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 7.875000000000001, 1.25, 5.5, 1.0]","[0, 0, 4.909090909090909, 1.2727272727272727, 0.95, 5.5]"
39,2020-06-20,20200620SKWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1428571428571428, 2.0, 7.0]","[0, 0, 3.762295081967213, 1.6475409836065575, 1.3157894736842106, 5.809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8249999999999997, 1.2, 3.0, 5.714285714285714]","[0, 1, 5.2105263157894735, 1.3157894736842106, 2.3333333333333335, 0.95]","[0, 1, 6.230769230769231, 1.5, 1.75, 0.7878787878787878]","[0, 0, 4.2749999999999995, 1.25, 5.125, 5.714285714285714]","[0, 0, 0.0, 0.8275862068965518, 3.2857142857142856, 1.0175438596491226]","[0, 0, 6.75, 2.142857142857143, 0.8, 1.0370370370370372]","[1, 0, 2.907692307692308, 1.2, 1.5, 3.611111111111111]","[0, 0, 2.745762711864407, 1.271186440677966, 1.8571428571428572, 0.9833333333333334]","[0, 0, 18.9, 3.0, 1.6666666666666667, 0.6666666666666667]","[0, 0, 5.785714285714286, 1.7142857142857142, 0.6666666666666666, 1.0370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 45.0, 8.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.9615384615384617, 1.5, 1.238095238095238]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.108108108108109, 1.6216216216216215, 2.25, 0.9487179487179488]","[0, 0, 12.0, 2.6666666666666665, 1.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.0]","[0, 0, 0.0, 1.0, 0, 1.0]","[0, 0, 7.875000000000001, 1.25, 5.5, 1.0]","[0, 0, 4.909090909090909, 1.2727272727272727, 0.95, 5.5]"
