,date,game_key,유지성,브룩스,가뇽,정해영,임기준,변시원,김윤동,임기영,고영창,박준표,차명진,이민우,황인준,박정수,문경찬,이준영,김명찬,전상현,김현준,남재현,서덕원,박진태,김승범,하준영,김현수,김기훈,홍원빈,양승철,양현종,홍상삼
0,2020-05-05,20200505WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
1,2020-05-06,20200506WOHT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
2,2020-05-07,20200507WOHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 1, 27.0, 3.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
3,2020-05-08,20200508HTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 4.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 3.0, 0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 16.2, 2.4, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
4,2020-05-09,20200509HTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 1, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 1, 4.5, 2.0, 1.0, 1.0]","[0, 1, 0.0, 0.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 3.0, 0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 2.625, 0.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
5,2020-05-10,20200510HTSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 1.0]","[0, 0, 0.0, 0.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.0, 1, 1.0]","[0, 0, 9.0, 3.0, 0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.2, 2.0, 1.6666666666666667]","[0, 0, 13.5, 2.625, 0.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 4.5, 0.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 12.0, 2.0, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]"
6,2020-05-12,20200512HTHH0,"[0, 0, 0, 0, 0, 0]","[1, 0, 1.588235294117647, 0.8823529411764706, 6, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 1.0]","[0, 0, 0.0, 0.0, 3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.0, 2, 1.0]","[0, 0, 9.0, 3.0, 0, 0.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.75, 3.0, 1.3333333333333333]","[0, 0, 13.5, 2.625, 0.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 4.5, 0.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.0, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]"
7,2020-05-13,20200513HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 0.8823529411764706, 6, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 1.0]","[0, 1, 0.0, 0.42857142857142855, 4, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.352941176470588, 1.4117647058823528, 1.3333333333333333, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 2.0, 4.0, 1.0]","[0, 1, 45.0, 7.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.8181818181818182, 2.5, 1.222222222222222]","[0, 0, 13.5, 2.625, 0.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 4.5, 0.3333333333333333, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.0, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]"
8,2020-05-14,20200514HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 0.8823529411764706, 6, 5.666666666666667]","[1, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.5, 0.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1.0, 1.0]","[0, 0, 0.0, 0.42857142857142855, 4, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.4117647058823528, 1.3333333333333333, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.0, 4.0, 1.0]","[0, 0, 45.0, 7.0, 0.0, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 2.5, 1.222222222222222]","[0, 1, 27.0, 4.0, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 3.0, 0.4, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.0, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]"
9,2020-05-15,20200515OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 0.8823529411764706, 6, 5.666666666666667]","[0, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 8.307692307692308, 1.3846153846153848, 6.0, 4.333333333333333]","[0, 1, 2.4545454545454546, 1.3636363636363638, 3.0, 1.222222222222222]","[0, 0, 0.0, 0.42857142857142855, 4, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.4117647058823528, 1.3333333333333333, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.0, 4.0, 1.0]","[0, 1, 27.0, 4.2, 0.0, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 2.5, 1.222222222222222]","[0, 0, 27.0, 4.0, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.875, 0.8, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.0, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]"
10,2020-05-16,20200516OBHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.588235294117647, 0.8823529411764706, 6, 5.666666666666667]","[0, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.3846153846153848, 6.0, 4.333333333333333]","[0, 0, 2.4545454545454546, 1.3636363636363638, 3.0, 1.222222222222222]","[0, 1, 0.0, 0.27272727272727276, 5, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.4117647058823528, 1.3333333333333333, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.0, 4.0, 1.0]","[0, 0, 27.0, 4.2, 0.0, 0.4166666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 0.0, 0.8181818181818182, 2.5, 1.222222222222222]","[0, 1, 20.25, 3.0, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.875, 0.8, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.0, 1.2222222222222223, 1.3333333333333333, 4.5]","[0, 0, 0, 0, 0, 0]"
11,2020-05-17,20200517OBHT0,"[0, 0, 0, 0, 0, 0]","[1, 0, 1.4210526315789473, 0.9473684210526316, 10, 6.333333333333333]","[0, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.3846153846153848, 6.0, 4.333333333333333]","[0, 0, 2.4545454545454546, 1.3636363636363638, 3.0, 1.222222222222222]","[0, 1, 0.0, 0.21428571428571427, 6, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.4117647058823528, 1.3333333333333333, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 2.0, 4.0, 1.0]","[0, 1, 22.5, 5.0, 0.0, 0.4]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.6428571428571428, 3.0, 1.1666666666666667]","[0, 0, 20.25, 3.0, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.875, 0.8, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.2222222222222223, 1.3333333333333333, 4.5]","[0, 0, 0, 0, 0, 0]"
12,2020-05-19,20200519LTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.9473684210526316, 10, 6.333333333333333]","[0, 0, 5.0625, 1.3125, 2.5, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.3846153846153848, 6.0, 4.333333333333333]","[0, 1, 1.9285714285714284, 1.0714285714285714, 4.0, 1.1666666666666667]","[0, 1, 1.6875, 0.5625, 6, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.90625, 1.59375, 1.75, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 2.0, 2.5, 1.0]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 1, 0.0, 0.0, 2, 1.0]","[0, 0, 0.0, 0.6428571428571428, 3.0, 1.1666666666666667]","[0, 1, 19.799999999999997, 3.0, 0.6666666666666666, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.875, 0.8, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.2222222222222223, 1.3333333333333333, 4.5]","[0, 0, 0, 0, 0, 0]"
13,2020-05-20,20200520LTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.9473684210526316, 10, 6.333333333333333]","[1, 0, 6.096774193548387, 1.4516129032258063, 4.666666666666667, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 1.3846153846153848, 6.0, 4.333333333333333]","[0, 1, 1.8, 1.4, 4.0, 1.0]","[0, 1, 1.5, 0.5, 7, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.59375, 1.75, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 2.5, 1.0]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 0.0, 0.6428571428571428, 3.0, 1.1666666666666667]","[0, 1, 18.5625, 2.8125, 0.8333333333333334, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.875, 0.8, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.2222222222222223, 1.3333333333333333, 4.5]","[0, 0, 0, 0, 0, 0]"
14,2020-05-21,20200521LTHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.9473684210526316, 10, 6.333333333333333]","[0, 0, 6.096774193548387, 1.4516129032258063, 4.666666666666667, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.625, 1.5, 5.0, 4.0]","[0, 0, 1.8, 1.4, 4.0, 1.0]","[0, 0, 1.5, 0.5, 7, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.59375, 1.75, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 2.5, 1.0]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 1, 0.0, 0.6666666666666666, 4.0, 1.2]","[0, 0, 18.5625, 2.8125, 0.8333333333333334, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.875, 0.8, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.2222222222222223, 1.3333333333333333, 4.5]","[0, 0, 0, 0, 0, 0]"
15,2020-05-22,20200522HTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.9473684210526316, 10, 6.333333333333333]","[0, 0, 6.096774193548387, 1.4516129032258063, 4.666666666666667, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.5, 5.0, 4.0]","[0, 0, 1.8, 1.4, 4.0, 1.0]","[0, 1, 1.2857142857142856, 0.42857142857142855, 8, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.59375, 1.75, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.6, 4.0, 1.0]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 1, 0.0, 0.6, 3.0, 0.8333333333333334]","[0, 1, 0.0, 0.8571428571428571, 4.5, 1.1666666666666667]","[0, 0, 18.5625, 2.8125, 0.8333333333333334, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.875, 0.8, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.8, 1.2666666666666666, 2.2, 5.0]","[0, 0, 0, 0, 0, 0]"
16,2020-05-23,20200523HTSK0,"[0, 0, 0, 0, 0, 0]","[1, 0, 3.0, 1.2777777777777777, 17, 6.0]","[0, 0, 6.096774193548387, 1.4516129032258063, 4.666666666666667, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.5, 5.0, 4.0]","[0, 0, 1.8, 1.4, 4.0, 1.0]","[0, 1, 1.1739130434782608, 0.5217391304347826, 9, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.59375, 1.75, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6, 4.0, 1.0]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 1, 0.0, 0.5, 4.0, 0.6666666666666666]","[0, 0, 0.0, 0.8571428571428571, 4.5, 1.1666666666666667]","[0, 0, 18.5625, 2.8125, 0.8333333333333334, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.875, 0.8, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.2666666666666666, 2.2, 5.0]","[0, 0, 0, 0, 0, 0]"
17,2020-05-24,20200524HTSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.2777777777777777, 17, 6.0]","[0, 0, 6.096774193548387, 1.4516129032258063, 4.666666666666667, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.6666666666666667, 0.3333333333333333, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.5, 5.0, 4.0]","[0, 1, 1.5, 1.1666666666666667, 4.0, 1.0]","[0, 0, 1.1739130434782608, 0.5217391304347826, 9, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.859999999999999, 1.44, 1.8571428571428572, 5.555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.5, 4.0, 1.0]","[0, 0, 22.5, 5.0, 0.0, 0.4]","[0, 0, 0.0, 0.5, 4.0, 0.6666666666666666]","[0, 1, 0.0, 0.75, 5.0, 1.1428571428571428]","[0, 0, 18.5625, 2.8125, 0.8333333333333334, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.875, 0.8, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.8, 1.2666666666666666, 2.2, 5.0]","[0, 0, 0, 0, 0, 0]"
