,date,game_key,제환유,플렉센,이주엽,조제영,최세창,홍건희,윤명준,이동원,이형범,함덕주,박종기,진재혁,이승진,채지선,이영하,김명신,문대원,최원준,박치국,김민규,박신지,김호준,알칸타라,전창민,이교훈,정현욱,권혁,김승회,장원준,이현승,이용찬,김강률,유희관
26,2020-06-05,20200605HTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.1153846153846154, 3.25, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.394736842105263, 1.4210526315789473, 4.0, 0.9743589743589743]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.125, 0.75, 0.8888888888888888]","[0, 1, 2.076923076923077, 0.9230769230769231, 3.3333333333333335, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.142857142857142, 1.8214285714285714, 0.8947368421052632, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0, 0.6666666666666666]","[0, 0, 7.630434782608695, 1.5652173913043477, 6.5, 1.277777777777778]","[0, 1, 3.951219512195122, 2.048780487804878, 0.6153846153846154, 1.0512820512820513]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8999999999999995, 1.4666666666666666, 3.8333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.642857142857142, 1.2857142857142856, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.75, 1.5, 1.7142857142857142, 0.9230769230769231]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.7272727272727273, 1.0, 5.5]"
27,2020-06-06,20200606HTOB0,"[0, 0, 0, 0, 0, 0]","[1, 0, 2.6129032258064515, 1.1935483870967742, 2.1538461538461537, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.394736842105263, 1.4210526315789473, 4.0, 0.9743589743589743]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.125, 0.75, 0.8888888888888888]","[0, 0, 2.076923076923077, 0.9230769230769231, 3.3333333333333335, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.8214285714285714, 0.8947368421052632, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0, 0.6666666666666666]","[0, 1, 7.163265306122449, 1.5918367346938778, 4.333333333333333, 1.2564102564102564]","[0, 1, 3.6818181818181817, 1.9772727272727273, 0.6923076923076923, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8999999999999995, 1.4666666666666666, 3.8333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.9411764705882355, 1.2352941176470587, 2.5, 0.6296296296296297]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.5, 1.7142857142857142, 0.9230769230769231]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.272727272727273, 1.7272727272727273, 1.0, 5.5]"
28,2020-06-07,20200607HTOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.1935483870967742, 2.1538461538461537, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.4615384615384615, 4.0, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.125, 0.75, 0.8888888888888888]","[0, 1, 1.8409090909090908, 0.8181818181818182, 4.666666666666667, 1.1282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.8214285714285714, 0.8947368421052632, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.5, 0, 0.6666666666666666]","[0, 0, 7.163265306122449, 1.5918367346938778, 4.333333333333333, 1.2564102564102564]","[0, 0, 3.6818181818181817, 1.9772727272727273, 0.6923076923076923, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8999999999999995, 1.4666666666666666, 3.8333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 1.105263157894737, 2.5, 0.6333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.5, 1.7142857142857142, 0.9230769230769231]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8571428571428568, 1.6428571428571428, 1.0909090909090908, 5.6]"
29,2020-06-09,20200609OBNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.1935483870967742, 2.1538461538461537, 6.2]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.4615384615384615, 4.0, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.125, 0.75, 0.8888888888888888]","[0, 0, 1.8409090909090908, 0.8181818181818182, 4.666666666666667, 1.1282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 27.0, 6.0, 1.0, 0.3333333333333333]","[0, 0, 5.142857142857142, 1.8214285714285714, 0.8947368421052632, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 2.25, 0, 1.3333333333333333]","[0, 1, 6.622641509433962, 1.471698113207547, 4.666666666666667, 1.261904761904762]","[0, 0, 3.6818181818181817, 1.9772727272727273, 0.6923076923076923, 1.0476190476190477]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8999999999999995, 1.4666666666666666, 3.8333333333333335, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.2, 1.6666666666666667, 0.6060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.5, 1.7142857142857142, 0.9230769230769231]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.6428571428571428, 1.0909090909090908, 5.6]"
30,2020-06-10,20200610OBNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.1935483870967742, 2.1538461538461537, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.4615384615384615, 4.0, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.125, 0.75, 0.8888888888888888]","[0, 0, 1.8409090909090908, 0.8181818181818182, 4.666666666666667, 1.1282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 27.0, 6.0, 1.0, 0.3333333333333333]","[0, 0, 5.142857142857142, 1.8214285714285714, 0.8947368421052632, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 6.622641509433962, 1.471698113207547, 4.666666666666667, 1.261904761904762]","[0, 1, 3.4468085106382977, 1.9148936170212767, 0.6428571428571429, 1.0444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.628571428571429, 1.4857142857142858, 3.4444444444444446, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.2, 1.6666666666666667, 0.6060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.75, 1.6666666666666667, 1.5, 0.8571428571428571]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.6428571428571428, 1.0909090909090908, 5.6]"
31,2020-06-11,20200611OBNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.1935483870967742, 2.1538461538461537, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 1.4285714285714286, 4.5, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.125, 0.75, 0.8888888888888888]","[0, 0, 1.8409090909090908, 0.8181818181818182, 4.666666666666667, 1.1282051282051282]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 6.75, 2.25, 3.0, 0.6666666666666666]","[1, 0, 4.235294117647059, 1.6764705882352942, 1.0434782608695652, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 6.622641509433962, 1.471698113207547, 4.666666666666667, 1.261904761904762]","[0, 0, 3.4468085106382977, 1.9148936170212767, 0.6428571428571429, 1.0444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.4857142857142858, 3.4444444444444446, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.2, 1.6666666666666667, 0.6060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.6666666666666667, 1.5, 0.8571428571428571]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.6428571428571428, 1.0909090909090908, 5.6]"
32,2020-06-12,20200612OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.1935483870967742, 2.1538461538461537, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 0, 1.0]","[0, 1, 5.4, 1.3333333333333333, 4.5, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.125, 0.75, 0.8888888888888888]","[0, 1, 1.7608695652173914, 0.8478260869565217, 3.5, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 6.75, 2.25, 3.0, 0.6666666666666666]","[0, 0, 4.235294117647059, 1.6764705882352942, 1.0434782608695652, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[1, 0, 7.641509433962264, 1.5849056603773584, 4.666666666666667, 1.1777777777777778]","[0, 1, 3.2399999999999998, 1.7999999999999998, 0.7142857142857143, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.4857142857142858, 3.4444444444444446, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.2, 1.6666666666666667, 0.6060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.75, 1.75, 1.5, 0.8]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.6428571428571428, 1.0909090909090908, 5.6]"
33,2020-06-13,20200613OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.1935483870967742, 2.1538461538461537, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.5, 0.0, 1.0]","[0, 0, 5.4, 1.3333333333333333, 4.5, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.125, 0.75, 0.8888888888888888]","[0, 1, 2.25, 1.0, 2.8, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 6.75, 2.25, 3.0, 0.6666666666666666]","[0, 0, 4.235294117647059, 1.6764705882352942, 1.0434782608695652, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 7.641509433962264, 1.5849056603773584, 4.666666666666667, 1.1777777777777778]","[0, 1, 3.056603773584906, 1.7547169811320753, 0.7142857142857143, 1.0392156862745099]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.4857142857142858, 3.4444444444444446, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.2, 1.6666666666666667, 0.6060606060606061]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4615384615384612, 1.6153846153846154, 1.75, 0.8125]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 1, 0.0, 1.2, 2.0, 1.6666666666666667]","[1, 0, 3.6, 1.5714285714285714, 1.0, 5.833333333333333]"
34,2020-06-14,20200614OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.1935483870967742, 2.1538461538461537, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 0.0, 1.0]","[0, 1, 5.282608695652174, 1.3043478260869565, 4.5, 0.9019607843137255]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.125, 0.75, 0.8888888888888888]","[0, 0, 2.25, 1.0, 2.8, 1.0666666666666667]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 3.375, 1.125, 5.0, 0.8888888888888888]","[0, 0, 4.235294117647059, 1.6764705882352942, 1.0434782608695652, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 7.641509433962264, 1.5849056603773584, 4.666666666666667, 1.1777777777777778]","[0, 0, 3.056603773584906, 1.7547169811320753, 0.7142857142857143, 1.0392156862745099]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.4857142857142858, 3.4444444444444446, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4615384615384612, 1.6153846153846154, 1.75, 0.8125]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 1, 3.375, 1.5, 1.5, 1.3333333333333333]","[0, 0, 3.6, 1.5714285714285714, 1.0, 5.833333333333333]"
35,2020-06-16,20200616SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.1935483870967742, 2.1538461538461537, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.5, 0.0, 1.0]","[0, 0, 5.282608695652174, 1.3043478260869565, 4.5, 0.9019607843137255]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.125, 0.75, 0.8888888888888888]","[0, 0, 2.25, 1.0, 2.8, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 3.375, 1.125, 5.0, 0.8888888888888888]","[0, 0, 4.235294117647059, 1.6764705882352942, 1.0434782608695652, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 7.641509433962264, 1.5849056603773584, 4.666666666666667, 1.1777777777777778]","[0, 1, 3.789473684210526, 1.6842105263157894, 0.8, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.071428571428571, 1.380952380952381, 3.888888888888889, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.292682926829268, 1.7560975609756098, 1.6666666666666667, 0.8039215686274509]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 1, 2.4545454545454546, 1.3636363636363638, 2.0, 1.222222222222222]","[0, 0, 3.6, 1.5714285714285714, 1.0, 5.833333333333333]"
36,2020-06-17,20200617SSOB0,"[0, 0, 0, 0, 0, 0]","[1, 0, 2.9189189189189193, 1.1891891891891893, 2.3076923076923075, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 0.8, 2.0, 1.6666666666666667]","[0, 1, 4.959183673469388, 1.2857142857142858, 4.5, 0.9074074074074073]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.125, 0.75, 0.8888888888888888]","[0, 0, 2.25, 1.0, 2.8, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 2.25, 1.0, 3.0, 1.0]","[0, 0, 4.235294117647059, 1.6764705882352942, 1.0434782608695652, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 1, 5.955882352941177, 1.3676470588235294, 5.25, 1.4166666666666667]","[0, 0, 3.789473684210526, 1.6842105263157894, 0.8, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.071428571428571, 1.380952380952381, 3.888888888888889, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.214285714285714, 1.7857142857142858, 1.6666666666666667, 0.7777777777777778]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 2.4545454545454546, 1.3636363636363638, 2.0, 1.222222222222222]","[0, 0, 3.6, 1.5714285714285714, 1.0, 5.833333333333333]"
37,2020-06-18,20200618SSOB0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.1891891891891893, 2.3076923076923075, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 0.8, 2.0, 1.6666666666666667]","[0, 0, 4.959183673469388, 1.2857142857142858, 4.5, 0.9074074074074073]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.25, 2.125, 0.75, 0.8888888888888888]","[0, 1, 2.16, 1.0799999999999998, 2.3333333333333335, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 2.25, 1.0, 3.0, 1.0]","[0, 0, 4.235294117647059, 1.6764705882352942, 1.0434782608695652, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 5.955882352941177, 1.3676470588235294, 5.25, 1.4166666666666667]","[0, 1, 3.4838709677419355, 1.5483870967741935, 1.0, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.071428571428571, 1.380952380952381, 3.888888888888889, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.214285714285714, 1.7857142857142858, 1.6666666666666667, 0.7777777777777778]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 1, 1.9285714285714284, 1.2857142857142856, 2.5, 1.1666666666666667]","[1, 0, 4.135135135135135, 1.5945945945945945, 1.0769230769230769, 5.285714285714286]"
38,2020-06-19,20200619OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.1891891891891893, 2.3076923076923075, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.0, 4.0, 1.5]","[0, 0, 4.959183673469388, 1.2857142857142858, 4.5, 0.9074074074074073]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 2.375, 0.6, 0.8]","[0, 0, 2.16, 1.0799999999999998, 2.3333333333333335, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 1.9285714285714284, 1.0714285714285714, 3.5, 0.9333333333333333]","[1, 0, 5.218487394957983, 1.7899159663865547, 1.173913043478261, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 1, 5.472972972972974, 1.2972972972972971, 5.5, 1.450980392156863]","[0, 0, 3.4838709677419355, 1.5483870967741935, 1.0, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.071428571428571, 1.380952380952381, 3.888888888888889, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.214285714285714, 1.7857142857142858, 1.6666666666666667, 0.7777777777777778]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 1, 1.9285714285714284, 1.7142857142857142, 1.6666666666666667, 0.9333333333333333]","[0, 0, 4.135135135135135, 1.5945945945945945, 1.0769230769230769, 5.285714285714286]"
39,2020-06-20,20200620OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.1891891891891893, 2.3076923076923075, 6.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.0, 4.0, 1.5]","[0, 0, 4.959183673469388, 1.2857142857142858, 4.5, 0.9074074074074073]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 2.375, 0.6, 0.8]","[0, 1, 2.0377358490566038, 1.0188679245283019, 2.3333333333333335, 1.0392156862745099]","[1, 0, 5.785714285714286, 1.0714285714285714, 2.5, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 1.9285714285714284, 1.0714285714285714, 3.5, 0.9333333333333333]","[0, 0, 5.218487394957983, 1.7899159663865547, 1.173913043478261, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.25, 0, 1.3333333333333333]","[0, 0, 5.472972972972974, 1.2972972972972971, 5.5, 1.450980392156863]","[0, 1, 3.3230769230769233, 1.4769230769230768, 1.0, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 3, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.071428571428571, 1.380952380952381, 3.888888888888889, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.4285714285714286, 2.0, 0.5833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.2, 1.8, 1.6666666666666667, 0.7894736842105263]","[0, 0, 8.723076923076924, 1.7538461538461538, 2.0, 5.416666666666667]","[0, 0, 1.9285714285714284, 1.7142857142857142, 1.6666666666666667, 0.9333333333333333]","[0, 0, 4.135135135135135, 1.5945945945945945, 1.0769230769230769, 5.285714285714286]"
