,date,game_key,강재민,남지민,한승주,신지후,신정락,김경태,송윤준,이현호,임준섭,윤대경,김종수,송창현,윤호솔,문동욱,서균,황영국,김민우,김범수,박상원,김진영,김진욱,박주홍,김민석,서폴드,김이환,채드벨,박윤철,안영명,윤규진,송창식,정우람,장시환,장민재
25,2020-06-03,20200603WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 2.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 0.0, 1.0, 4.0, 0.75]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.9583333333333334, 2.5, 6.0]","[0, 1, 6.75, 2.0, 1.1666666666666667, 0.8888888888888888]","[0, 0, 4.0, 1.2222222222222223, 1.75, 1.125]","[0, 0, 2.4545454545454546, 0.8181818181818182, 6.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.6470588235294117, 1.1470588235294117, 2.8333333333333335, 6.8]","[0, 0, 3.5, 1.5555555555555556, 1.5, 4.5]","[0, 0, 0.0, 1.2, 1.5, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.44, 3.0, 1.0416666666666667]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 5, 1.0666666666666667]","[0, 0, 7.2, 2.25, 1.5333333333333334, 5.0]","[0, 0, 5.625, 1.6875, 3.3333333333333335, 5.333333333333333]"
26,2020-06-04,20200604WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 2.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 1, 2.076923076923077, 1.3846153846153848, 2.5, 0.8666666666666666]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.903614457831325, 1.1566265060240963, 2.25, 5.533333333333333]","[0, 1, 5.785714285714286, 1.7142857142857142, 1.3333333333333333, 0.9333333333333333]","[0, 1, 3.4838709677419355, 1.2580645161290323, 1.3333333333333333, 1.1481481481481481]","[0, 0, 2.4545454545454546, 0.8181818181818182, 6.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6470588235294117, 1.1470588235294117, 2.8333333333333335, 6.8]","[0, 0, 3.5, 1.5555555555555556, 1.5, 4.5]","[0, 0, 0.0, 1.2, 1.5, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.44, 3.0, 1.0416666666666667]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 5, 1.0666666666666667]","[0, 0, 7.2, 2.25, 1.5333333333333334, 5.0]","[0, 0, 5.625, 1.6875, 3.3333333333333335, 5.333333333333333]"
27,2020-06-05,20200605NCHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 2.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 1, 1.6875, 1.3125, 3.0, 0.8888888888888888]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.903614457831325, 1.1566265060240963, 2.25, 5.533333333333333]","[0, 0, 5.785714285714286, 1.7142857142857142, 1.3333333333333333, 0.9333333333333333]","[0, 0, 3.4838709677419355, 1.2580645161290323, 1.3333333333333333, 1.1481481481481481]","[0, 1, 2.9189189189189193, 0.9729729729729729, 5.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6470588235294117, 1.1470588235294117, 2.8333333333333335, 6.8]","[0, 0, 3.5, 1.5555555555555556, 1.5, 4.5]","[0, 0, 0.0, 1.2, 1.5, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.7142857142857142, 3.5, 1.0370370370370372]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.75, 5, 1.0666666666666667]","[1, 0, 6.9324324324324325, 2.108108108108108, 1.7222222222222223, 4.933333333333334]","[0, 0, 5.625, 1.6875, 3.3333333333333335, 5.333333333333333]"
28,2020-06-06,20200606NCHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 2.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 1.6875, 1.3125, 3.0, 0.8888888888888888]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 0.0, 1.7142857142857142, 4.0, 1.1666666666666667]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.903614457831325, 1.1566265060240963, 2.25, 5.533333333333333]","[0, 1, 5.586206896551724, 1.7586206896551726, 1.2857142857142858, 0.8787878787878788]","[0, 1, 3.272727272727273, 1.3636363636363635, 1.1428571428571428, 1.1]","[0, 0, 2.9189189189189193, 0.9729729729729729, 5.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6470588235294117, 1.1470588235294117, 2.8333333333333335, 6.8]","[0, 0, 3.5, 1.5555555555555556, 1.5, 4.5]","[1, 0, 5.142857142857142, 2.0, 0.5714285714285714, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 3.5, 1.0370370370370372]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4210526315789473, 0.7894736842105263, 6, 1.0555555555555556]","[0, 0, 6.9324324324324325, 2.108108108108108, 1.7222222222222223, 4.933333333333334]","[0, 0, 5.625, 1.6875, 3.3333333333333335, 5.333333333333333]"
29,2020-06-07,20200607NCHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 2.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 1, 1.4210526315789473, 1.105263157894737, 3.5, 0.9047619047619048]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 0.0, 1.7142857142857142, 4.0, 1.1666666666666667]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.903614457831325, 1.1566265060240963, 2.25, 5.533333333333333]","[0, 1, 4.909090909090909, 1.5454545454545454, 1.2857142857142858, 0.9166666666666666]","[0, 1, 3.75, 1.3333333333333333, 1.2857142857142858, 1.0909090909090908]","[0, 1, 4.725, 1.2, 3.3333333333333335, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6470588235294117, 1.1470588235294117, 2.8333333333333335, 6.8]","[1, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 5.142857142857142, 2.0, 0.5714285714285714, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 3.5, 1.0370370370370372]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.7894736842105263, 6, 1.0555555555555556]","[0, 0, 6.9324324324324325, 2.108108108108108, 1.7222222222222223, 4.933333333333334]","[0, 0, 5.625, 1.6875, 3.3333333333333335, 5.333333333333333]"
30,2020-06-09,20200609HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 2.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 1.4210526315789473, 1.105263157894737, 3.5, 0.9047619047619048]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 0.0, 1.7142857142857142, 4.0, 1.1666666666666667]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 3.903614457831325, 1.1566265060240963, 2.25, 5.533333333333333]","[0, 0, 4.909090909090909, 1.5454545454545454, 1.2857142857142858, 0.9166666666666666]","[0, 0, 3.75, 1.3333333333333333, 1.2857142857142858, 1.0909090909090908]","[0, 0, 4.725, 1.2, 3.3333333333333335, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.073170731707317, 1.2682926829268293, 2.0, 6.833333333333333]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 5.142857142857142, 2.0, 0.5714285714285714, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 3.5, 1.0370370370370372]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.7894736842105263, 6, 1.0555555555555556]","[0, 0, 6.9324324324324325, 2.108108108108108, 1.7222222222222223, 4.933333333333334]","[0, 0, 5.625, 1.6875, 3.3333333333333335, 5.333333333333333]"
31,2020-06-10,20200610HHLT0,"[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 2.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 1, 2.793103448275862, 1.1379310344827587, 4.0, 1.2083333333333333]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 0.0, 1.7142857142857142, 4.0, 1.1666666666666667]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.2772277227722775, 1.217821782178218, 2.6923076923076925, 5.611111111111111]","[0, 1, 4.5, 1.5, 1.25, 0.9230769230769231]","[0, 1, 3.4615384615384612, 1.3846153846153846, 1.4285714285714286, 1.0833333333333333]","[0, 1, 5.023255813953488, 1.3255813953488371, 3.5, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.073170731707317, 1.2682926829268293, 2.0, 6.833333333333333]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 5.142857142857142, 2.0, 0.5714285714285714, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 3.5, 1.0370370370370372]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.7894736842105263, 6, 1.0555555555555556]","[0, 0, 6.9324324324324325, 2.108108108108108, 1.7222222222222223, 4.933333333333334]","[0, 0, 5.625, 1.6875, 3.3333333333333335, 5.333333333333333]"
32,2020-06-11,20200611HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 2.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 2.793103448275862, 1.1379310344827587, 4.0, 1.2083333333333333]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 3.375, 1.875, 5.0, 0.8888888888888888]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.0, 2, 1.0]","[0, 0, 4.2772277227722775, 1.217821782178218, 2.6923076923076925, 5.611111111111111]","[0, 1, 4.153846153846154, 1.4615384615384615, 1.3333333333333333, 0.9285714285714286]","[0, 1, 6.075, 1.65, 1.4285714285714286, 1.0256410256410258]","[0, 0, 5.023255813953488, 1.3255813953488371, 3.5, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.073170731707317, 1.2682926829268293, 2.0, 6.833333333333333]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 5.142857142857142, 2.0, 0.5714285714285714, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 3.5, 1.0370370370370372]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.2, 7, 0.9523809523809524]","[0, 0, 6.9324324324324325, 2.108108108108108, 1.7222222222222223, 4.933333333333334]","[1, 0, 7.578947368421052, 1.8421052631578947, 4.333333333333333, 4.75]"
33,2020-06-12,20200612OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 2.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 1, 3.176470588235294, 1.2352941176470587, 3.3333333333333335, 1.2592592592592593]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 3.375, 1.875, 5.0, 0.8888888888888888]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 4.2772277227722775, 1.217821782178218, 2.6923076923076925, 5.611111111111111]","[0, 0, 4.153846153846154, 1.4615384615384615, 1.3333333333333333, 0.9285714285714286]","[0, 1, 5.926829268292683, 1.6097560975609757, 1.4285714285714286, 0.9761904761904762]","[0, 1, 5.282608695652174, 1.434782608695652, 3.2857142857142856, 1.0222222222222224]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.073170731707317, 1.2682926829268293, 2.0, 6.833333333333333]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[1, 0, 9.0, 2.090909090909091, 0.7777777777777778, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 3.5, 1.0370370370370372]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.2, 7, 0.9523809523809524]","[0, 0, 6.9324324324324325, 2.108108108108108, 1.7222222222222223, 4.933333333333334]","[0, 0, 7.578947368421052, 1.8421052631578947, 4.333333333333333, 4.75]"
34,2020-06-13,20200613OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 2.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 1, 2.9189189189189193, 1.135135135135135, 3.3333333333333335, 1.2333333333333334]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 3.375, 1.875, 5.0, 0.8888888888888888]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 2, 1.0]","[0, 0, 4.2772277227722775, 1.217821782178218, 2.6923076923076925, 5.611111111111111]","[0, 1, 4.695652173913043, 1.6304347826086956, 1.1538461538461537, 1.0222222222222224]","[0, 0, 5.926829268292683, 1.6097560975609757, 1.4285714285714286, 0.9761904761904762]","[0, 1, 4.764705882352941, 1.411764705882353, 2.875, 1.0625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.073170731707317, 1.2682926829268293, 2.0, 6.833333333333333]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 9.0, 2.090909090909091, 0.7777777777777778, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 3.5, 1.0370370370370372]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.625, 1.0, 8, 1.0]","[0, 0, 6.9324324324324325, 2.108108108108108, 1.7222222222222223, 4.933333333333334]","[0, 0, 7.578947368421052, 1.8421052631578947, 4.333333333333333, 4.75]"
35,2020-06-14,20200614OBHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.5789473684210527, 2.0, 0.7037037037037037]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 2.9189189189189193, 1.135135135135135, 3.3333333333333335, 1.2333333333333334]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 3.375, 1.875, 5.0, 0.8888888888888888]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 2.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.2, 3, 0.8333333333333334]","[0, 0, 4.2772277227722775, 1.217821782178218, 2.6923076923076925, 5.611111111111111]","[0, 0, 4.695652173913043, 1.6304347826086956, 1.1538461538461537, 1.0222222222222224]","[0, 1, 6.136363636363636, 1.5681818181818183, 1.4285714285714286, 0.9777777777777777]","[0, 0, 4.764705882352941, 1.411764705882353, 2.875, 1.0625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.108695652173913, 1.4130434782608696, 2.4, 6.571428571428571]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 9.0, 2.090909090909091, 0.7777777777777778, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 3.5, 1.0370370370370372]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.0, 8, 1.0]","[0, 0, 6.9324324324324325, 2.108108108108108, 1.7222222222222223, 4.933333333333334]","[0, 0, 7.578947368421052, 1.8421052631578947, 4.333333333333333, 4.75]"
36,2020-06-16,20200616LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10.565217391304348, 1.9565217391304348, 1.6666666666666667, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 2.9189189189189193, 1.135135135135135, 3.3333333333333335, 1.2333333333333334]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 1, 4.909090909090909, 1.9090909090909092, 5.0, 0.9166666666666666]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.0, 1.0, 1.0]","[0, 0, 4.5, 2.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 3, 0.8333333333333334]","[0, 0, 4.2772277227722775, 1.217821782178218, 2.6923076923076925, 5.611111111111111]","[0, 0, 4.695652173913043, 1.6304347826086956, 1.1538461538461537, 1.0222222222222224]","[0, 0, 6.136363636363636, 1.5681818181818183, 1.4285714285714286, 0.9777777777777777]","[0, 0, 4.764705882352941, 1.411764705882353, 2.875, 1.0625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.108695652173913, 1.4130434782608696, 2.4, 6.571428571428571]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[0, 0, 9.0, 2.090909090909091, 0.7777777777777778, 3.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 3.5, 1.0370370370370372]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.0, 8, 1.0]","[0, 0, 6.9324324324324325, 2.108108108108108, 1.7222222222222223, 4.933333333333334]","[1, 0, 7.59375, 1.828125, 4.666666666666667, 4.266666666666667]"
37,2020-06-17,20200617LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 10.565217391304348, 1.9565217391304348, 1.6666666666666667, 0.7666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 0.0, 1.0]","[0, 0, 2.9189189189189193, 1.135135135135135, 3.3333333333333335, 1.2333333333333334]","[0, 0, 10.125, 2.25, 2.0, 0.8888888888888888]","[0, 0, 4.909090909090909, 1.9090909090909092, 5.0, 0.9166666666666666]","[0, 0, 4.5, 2.0, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 2.0, 1.0, 1.0]","[0, 1, 3.0, 1.3333333333333333, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.75, 4, 0.8888888888888888]","[0, 0, 4.2772277227722775, 1.217821782178218, 2.6923076923076925, 5.611111111111111]","[0, 0, 4.695652173913043, 1.6304347826086956, 1.1538461538461537, 1.0222222222222224]","[0, 0, 6.136363636363636, 1.5681818181818183, 1.4285714285714286, 0.9777777777777777]","[0, 0, 4.764705882352941, 1.411764705882353, 2.875, 1.0625]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.875, 4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.108695652173913, 1.4130434782608696, 2.4, 6.571428571428571]","[0, 0, 6.0, 1.7619047619047619, 1.0714285714285714, 4.2]","[1, 0, 8.804347826086957, 2.0217391304347827, 1.0909090909090908, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.75, 1.7142857142857142, 3.5, 1.0370370370370372]","[0, 0, 5.4, 1.2, 2, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.0, 8, 1.0]","[0, 0, 6.9324324324324325, 2.108108108108108, 1.7222222222222223, 4.933333333333334]","[0, 0, 7.59375, 1.828125, 4.666666666666667, 4.266666666666667]"
