,date,game_key,뷰캐넌,홍원표,황동재,허윤동,이승민,이승현,김대우,임현준,노성호,이재익,이수민,구준범,홍정우,박세웅,최충연,임대한,최지광,장지훈,김시현,김윤수,양창섭,최채흥,김용하,라이블리,원태인,우규민,윤성환,오승환,백정현,장필준,정인욱,권오준
45,2020-06-26,20200626SSLT0,"[0, 0, 3.6241610738255035, 1.2080536912751678, 2.6153846153846154, 6.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6666666666666667, 0.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.7368421052631575, 1.4736842105263157, 1.7272727272727273, 1.0]","[0, 0, 3.6562499999999996, 1.28125, 0.7692307692307693, 3.2]","[0, 0, 0.8709677419354839, 1.161290322580645, 3.0, 0.5740740740740741]","[0, 0, 1.5, 1.75, 1.0, 0.9230769230769231]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.875, 3.3333333333333335, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.8852459016393444, 0.9836065573770493, 2.3636363636363638, 0.9682539682539681]","[0, 0, 4.695652173913043, 2.0217391304347827, 1.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.789473684210526, 1.263157894736842, 3.4, 1.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.4081632653061225, 1.411764705882353, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[1, 0, 3.1875, 1.3958333333333333, 1.5789473684210527, 5.333333333333333]","[0, 1, 4.108695652173913, 0.9130434782608695, 5.5, 1.0222222222222224]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.6666666666666667, 0.8, 1.0]","[0, 0, 6.4799999999999995, 1.72, 2.7142857142857144, 5.0]","[0, 0, 0.0, 0.42857142857142855, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.3448275862068966, 3, 0.9666666666666666]"
46,2020-06-27,20200627SSLT0,"[0, 0, 3.6241610738255035, 1.2080536912751678, 2.6153846153846154, 6.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6666666666666667, 0.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.7368421052631575, 1.4736842105263157, 1.7272727272727273, 1.0]","[0, 0, 3.6562499999999996, 1.28125, 0.7692307692307693, 3.2]","[0, 0, 0.8709677419354839, 1.161290322580645, 3.0, 0.5740740740740741]","[0, 1, 1.5, 1.75, 1.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.875, 3.3333333333333335, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8852459016393444, 0.9836065573770493, 2.3636363636363638, 0.9682539682539681]","[0, 1, 4.408163265306122, 1.959183673469388, 1.0833333333333333, 1.0888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.655172413793104, 1.4482758620689655, 2.4285714285714284, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.4081632653061225, 1.411764705882353, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[0, 0, 3.1875, 1.3958333333333333, 1.5789473684210527, 5.333333333333333]","[0, 0, 4.108695652173913, 0.9130434782608695, 5.5, 1.0222222222222224]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.6666666666666667, 0.8, 1.0]","[1, 0, 5.34375, 1.46875, 3.4285714285714284, 5.333333333333333]","[0, 0, 0.0, 0.42857142857142855, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.517241379310345, 1.3448275862068966, 3, 0.9666666666666666]"
47,2020-06-28,20200628SSLT0,"[0, 0, 3.6241610738255035, 1.2080536912751678, 2.6153846153846154, 6.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6666666666666667, 0.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.7368421052631575, 1.4736842105263157, 1.7272727272727273, 1.0]","[1, 0, 3.818181818181818, 1.3333333333333333, 0.8461538461538461, 3.0]","[0, 1, 1.6363636363636365, 1.3636363636363635, 1.75, 0.5789473684210527]","[0, 0, 1.5, 1.75, 1.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.0, 1.6666666666666667, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8852459016393444, 0.9836065573770493, 2.3636363636363638, 0.9682539682539681]","[0, 1, 4.673076923076923, 2.019230769230769, 1.0769230769230769, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.426229508196721, 1.4262295081967213, 2.5714285714285716, 1.0701754385964912]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.4081632653061225, 1.411764705882353, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[0, 0, 3.1875, 1.3958333333333333, 1.5789473684210527, 5.333333333333333]","[0, 0, 4.108695652173913, 0.9130434782608695, 5.5, 1.0222222222222224]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.6666666666666667, 0.8, 1.0]","[0, 0, 5.34375, 1.46875, 3.4285714285714284, 5.333333333333333]","[0, 0, 0.0, 0.42857142857142855, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7272727272727275, 1.1818181818181819, 4, 1.0]"
48,2020-06-30,20200630SKSS0,"[0, 0, 3.6241610738255035, 1.2080536912751678, 2.6153846153846154, 6.208333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6666666666666667, 0.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.7368421052631575, 1.4736842105263157, 1.7272727272727273, 1.0]","[0, 0, 3.818181818181818, 1.3333333333333333, 0.8461538461538461, 3.0]","[0, 0, 1.6363636363636365, 1.3636363636363635, 1.75, 0.5789473684210527]","[0, 0, 1.5, 1.75, 1.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.6666666666666667, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8852459016393444, 0.9836065573770493, 2.3636363636363638, 0.9682539682539681]","[0, 0, 4.673076923076923, 2.019230769230769, 1.0769230769230769, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.3846153846153846, 2.7142857142857144, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9568965517241375, 1.3448275862068966, 1.6111111111111112, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[0, 0, 3.1875, 1.3958333333333333, 1.5789473684210527, 5.333333333333333]","[0, 1, 3.7058823529411766, 0.9411764705882353, 5.5, 1.0625]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.571428571428571, 1.4285714285714286, 1.0, 1.0]","[0, 0, 5.34375, 1.46875, 3.4285714285714284, 5.333333333333333]","[0, 0, 0.0, 0.42857142857142855, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.1818181818181819, 4, 1.0]"
49,2020-07-01,20200701SKSS0,"[1, 0, 4.526946107784431, 1.311377245508982, 2.642857142857143, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6666666666666667, 0.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.7368421052631575, 1.4736842105263157, 1.7272727272727273, 1.0]","[0, 0, 3.818181818181818, 1.3333333333333333, 0.8461538461538461, 3.0]","[0, 0, 1.6363636363636365, 1.3636363636363635, 1.75, 0.5789473684210527]","[0, 0, 1.5, 1.75, 1.0, 0.8571428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.6666666666666667, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8852459016393444, 0.9836065573770493, 2.3636363636363638, 0.9682539682539681]","[0, 0, 4.673076923076923, 2.019230769230769, 1.0769230769230769, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153846, 2.7142857142857144, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9568965517241375, 1.3448275862068966, 1.6111111111111112, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[0, 0, 3.1875, 1.3958333333333333, 1.5789473684210527, 5.333333333333333]","[0, 0, 3.7058823529411766, 0.9411764705882353, 5.5, 1.0625]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.4285714285714286, 1.0, 1.0]","[0, 0, 5.34375, 1.46875, 3.4285714285714284, 5.333333333333333]","[0, 0, 0.0, 0.42857142857142855, 1.5, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.1818181818181819, 4, 1.0]"
50,2020-07-02,20200702SKSS0,"[0, 0, 4.526946107784431, 1.311377245508982, 2.642857142857143, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6666666666666667, 0.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.7368421052631575, 1.4736842105263157, 1.7272727272727273, 1.0]","[0, 0, 3.818181818181818, 1.3333333333333333, 0.8461538461538461, 3.0]","[0, 0, 1.6363636363636365, 1.3636363636363635, 1.75, 0.5789473684210527]","[0, 1, 1.3846153846153846, 1.6153846153846154, 1.1, 0.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.6666666666666667, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8852459016393444, 0.9836065573770493, 2.3636363636363638, 0.9682539682539681]","[0, 0, 4.673076923076923, 2.019230769230769, 1.0769230769230769, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.3846153846153846, 2.7142857142857144, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9568965517241375, 1.3448275862068966, 1.6111111111111112, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[1, 0, 2.9634146341463414, 1.3353658536585367, 1.65, 5.466666666666667]","[0, 1, 3.5, 0.8888888888888888, 5.5, 1.0588235294117647]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.571428571428571, 1.4285714285714286, 1.0, 1.0]","[0, 0, 5.34375, 1.46875, 3.4285714285714284, 5.333333333333333]","[0, 1, 7.2, 1.4, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.1818181818181819, 4, 1.0]"
51,2020-07-03,20200703LGSS0,"[0, 0, 4.526946107784431, 1.311377245508982, 2.642857142857143, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.6666666666666667, 0.5, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.949999999999999, 1.45, 1.8181818181818181, 1.0]","[0, 0, 3.818181818181818, 1.3333333333333333, 0.8461538461538461, 3.0]","[0, 0, 1.6363636363636365, 1.3636363636363635, 1.75, 0.5789473684210527]","[0, 0, 1.3846153846153846, 1.6153846153846154, 1.1, 0.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.6666666666666667, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8852459016393444, 0.9836065573770493, 2.3636363636363638, 0.9682539682539681]","[0, 0, 4.673076923076923, 2.019230769230769, 1.0769230769230769, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.36764705882353, 1.3676470588235294, 2.7142857142857144, 1.0793650793650795]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9568965517241375, 1.3448275862068966, 1.6111111111111112, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[0, 0, 2.9634146341463414, 1.3353658536585367, 1.65, 5.466666666666667]","[0, 1, 3.31578947368421, 0.9473684210526315, 6.5, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.25, 1.25, 1.2, 1.0]","[1, 0, 4.5, 1.394736842105263, 3.0, 5.428571428571429]","[0, 0, 7.2, 1.4, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.1818181818181819, 4, 1.0]"
52,2020-07-04,20200704LGSS0,"[0, 0, 4.526946107784431, 1.311377245508982, 2.642857142857143, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6, 1.75, 0.5384615384615384, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.714285714285714, 1.4285714285714286, 1.9090909090909092, 1.0]","[0, 1, 4.378378378378379, 1.4054054054054055, 1.0, 3.0833333333333335]","[0, 0, 1.6363636363636365, 1.3636363636363635, 1.75, 0.5789473684210527]","[0, 1, 1.2857142857142856, 1.5714285714285714, 1.3, 0.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.0, 1.6666666666666667, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8852459016393444, 0.9836065573770493, 2.3636363636363638, 0.9682539682539681]","[0, 1, 4.418181818181818, 1.9090909090909092, 1.1538461538461537, 1.0784313725490196]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.242857142857143, 1.4142857142857144, 2.111111111111111, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9568965517241375, 1.3448275862068966, 1.6111111111111112, 5.523809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[0, 0, 2.9634146341463414, 1.3353658536585367, 1.65, 5.466666666666667]","[0, 0, 3.31578947368421, 0.9473684210526315, 6.5, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.16, 1.3199999999999998, 1.0, 0.925925925925926]","[0, 0, 4.5, 1.394736842105263, 3.0, 5.428571428571429]","[0, 1, 6.0, 1.1666666666666667, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.1818181818181819, 4, 1.0]"
53,2020-07-05,20200705LGSS0,"[0, 0, 4.526946107784431, 1.311377245508982, 2.642857142857143, 6.185185185185185]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.75, 0.5384615384615384, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.714285714285714, 1.4285714285714286, 1.9090909090909092, 1.0]","[0, 0, 4.378378378378379, 1.4054054054054055, 1.0, 3.0833333333333335]","[0, 0, 1.6363636363636365, 1.3636363636363635, 1.75, 0.5789473684210527]","[0, 1, 1.2272727272727273, 1.5, 1.3, 0.8627450980392156]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.2, 1.5, 4.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8852459016393444, 0.9836065573770493, 2.3636363636363638, 0.9682539682539681]","[0, 1, 4.189655172413794, 1.810344827586207, 1.3076923076923077, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.242857142857143, 1.4142857142857144, 2.111111111111111, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.425373134328358, 1.2761194029850746, 1.8421052631578947, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[0, 0, 2.9634146341463414, 1.3353658536585367, 1.65, 5.466666666666667]","[0, 1, 3.6, 1.05, 7.0, 1.0526315789473684]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.3199999999999998, 1.0, 0.925925925925926]","[0, 0, 4.5, 1.394736842105263, 3.0, 5.428571428571429]","[0, 1, 5.142857142857142, 1.1428571428571428, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.1818181818181819, 4, 1.0]"
54,2020-07-07,20200707SSWO0,"[1, 0, 4.036082474226804, 1.2061855670103092, 2.933333333333333, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.75, 0.5384615384615384, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 1.5, 1.8333333333333333, 0.9696969696969696]","[0, 0, 4.378378378378379, 1.4054054054054055, 1.0, 3.0833333333333335]","[0, 0, 1.6363636363636365, 1.3636363636363635, 1.75, 0.5789473684210527]","[0, 1, 1.7608695652173914, 1.6304347826086956, 1.0833333333333333, 0.8518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.352941176470588, 1.5, 4.0, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8852459016393444, 0.9836065573770493, 2.3636363636363638, 0.9682539682539681]","[0, 0, 4.189655172413794, 1.810344827586207, 1.3076923076923077, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.242857142857143, 1.4142857142857144, 2.111111111111111, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.425373134328358, 1.2761194029850746, 1.8421052631578947, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[0, 0, 2.9634146341463414, 1.3353658536585367, 1.65, 5.466666666666667]","[0, 0, 3.6, 1.05, 7.0, 1.0526315789473684]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.3199999999999998, 1.0, 0.925925925925926]","[0, 0, 4.5, 1.394736842105263, 3.0, 5.428571428571429]","[0, 0, 5.142857142857142, 1.1428571428571428, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.1818181818181819, 4, 1.0]"
55,2020-07-08,20200708SSWO0,"[0, 0, 4.036082474226804, 1.2061855670103092, 2.933333333333333, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.75, 0.5384615384615384, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.5, 1.8333333333333333, 0.9696969696969696]","[0, 0, 4.378378378378379, 1.4054054054054055, 1.0, 3.0833333333333335]","[0, 0, 1.6363636363636365, 1.3636363636363635, 1.75, 0.5789473684210527]","[0, 0, 1.7608695652173914, 1.6304347826086956, 1.0833333333333333, 0.8518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.5, 4.0, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.8852459016393444, 0.9836065573770493, 2.3636363636363638, 0.9682539682539681]","[0, 0, 4.189655172413794, 1.810344827586207, 1.3076923076923077, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.068493150684931, 1.356164383561644, 2.111111111111111, 1.0579710144927537]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.425373134328358, 1.2761194029850746, 1.8421052631578947, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[1, 0, 2.967032967032967, 1.3351648351648353, 1.7142857142857142, 5.515151515151515]","[0, 1, 3.5409836065573774, 1.0327868852459017, 7.0, 1.0166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.3199999999999998, 1.0, 0.925925925925926]","[0, 0, 4.5, 1.394736842105263, 3.0, 5.428571428571429]","[0, 1, 4.5, 1.0, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.1818181818181819, 4, 1.0]"
56,2020-07-09,20200709SSWO0,"[0, 0, 4.036082474226804, 1.2061855670103092, 2.933333333333333, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.75, 0.5384615384615384, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.2388059701492535, 1.5223880597014927, 1.9166666666666667, 0.9710144927536232]","[0, 0, 4.378378378378379, 1.4054054054054055, 1.0, 3.0833333333333335]","[0, 0, 1.6363636363636365, 1.3636363636363635, 1.75, 0.5789473684210527]","[0, 1, 1.653061224489796, 1.5918367346938778, 1.0769230769230769, 0.8596491228070174]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.5, 4.0, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.142857142857143, 1.0952380952380953, 2.1666666666666665, 0.9545454545454546]","[0, 0, 4.189655172413794, 1.810344827586207, 1.3076923076923077, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9078947368421053, 1.3026315789473686, 2.111111111111111, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.425373134328358, 1.2761194029850746, 1.8421052631578947, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[0, 0, 2.967032967032967, 1.3351648351648353, 1.7142857142857142, 5.515151515151515]","[0, 0, 3.5409836065573774, 1.0327868852459017, 7.0, 1.0166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.3199999999999998, 1.0, 0.925925925925926]","[1, 0, 5.232558139534884, 1.3953488372093024, 3.272727272727273, 5.375]","[0, 0, 4.5, 1.0, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.1818181818181819, 4, 1.0]"
57,2020-07-10,20200710SSKT0,"[0, 0, 4.036082474226804, 1.2061855670103092, 2.933333333333333, 6.466666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6, 1.6, 0.7333333333333333, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.2388059701492535, 1.5223880597014927, 1.9166666666666667, 0.9710144927536232]","[0, 1, 4.384615384615385, 1.3846153846153846, 1.1333333333333333, 3.0]","[0, 0, 1.6363636363636365, 1.3636363636363635, 1.75, 0.5789473684210527]","[0, 0, 1.653061224489796, 1.5918367346938778, 1.0769230769230769, 0.8596491228070174]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.837837837837839, 1.3783783783783783, 4.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.142857142857143, 1.0952380952380953, 2.1666666666666665, 0.9545454545454546]","[0, 1, 6.75, 2.0, 1.0625, 1.0526315789473684]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9078947368421053, 1.3026315789473686, 2.111111111111111, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.425373134328358, 1.2761194029850746, 1.8421052631578947, 5.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.538461538461538, 1.3846153846153846, 2.0, 4.333333333333333]","[0, 0, 2.967032967032967, 1.3351648351648353, 1.7142857142857142, 5.515151515151515]","[0, 0, 3.5409836065573774, 1.0327868852459017, 7.0, 1.0166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.3199999999999998, 1.0, 0.925925925925926]","[0, 0, 5.232558139534884, 1.3953488372093024, 3.272727272727273, 5.375]","[0, 0, 4.5, 1.0, 1.5, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.1818181818181819, 4, 1.0]"
