,date,game_key,이재학,김건태,윤지웅,노성호,이민호,윤강민,장현식,임정호,박진우,배재환,홍성무,구창모,이우석,최성영,정수민,소이현,김영규,버틀러,루친스키,프리드릭,송명기,전사민,배민서,최재익,김진성,원종현,유원상,임창민,민태호,강윤구
82,2019-07-04,20190704NCHT0,"[0, 0, 4.3259668508287294, 1.2596685082872927, 3.125, 5.484848484848485]","[0, 0, 5.8500000000000005, 1.3, 3.2, 1.3333333333333333]","[0, 1, 4.354838709677419, 1.3548387096774193, 1.75, 1.0333333333333334]","[0, 1, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 4.189655172413794, 1.396551724137931, 2.263157894736842, 1.045045045045045]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.361538461538462, 1.3038461538461539, 2.391304347826087, 5.416666666666667]","[0, 0, 3.0521739130434784, 1.434782608695652, 2.1818181818181817, 0.9583333333333334]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[1, 0, 2.5511811023622046, 1.1811023622047243, 3.2941176470588234, 3.8484848484848486]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 4.05, 1.7625, 1.4736842105263157, 2.9629629629629632]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.590551181102363, 1.9606299212598424, 1.16, 3.023809523809524]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.131578947368421, 1.006578947368421, 3.0434782608695654, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.939024390243902, 1.353658536585366, 1.9090909090909092, 0.9761904761904762]","[0, 0, 3.5327102803738315, 1.2336448598130842, 2.6923076923076925, 1.049019607843137]","[0, 0, 5.142857142857142, 1.0714285714285714, 2.6, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.718446601941748, 1.7184466019417475, 1.1428571428571428, 0.8583333333333334]"
83,2019-07-05,20190705SSNC0,"[1, 0, 4.185, 1.26, 2.736842105263158, 5.555555555555556]","[0, 1, 5.661290322580645, 1.3064516129032258, 3.4, 1.2916666666666667]","[0, 1, 5.5588235294117645, 1.5, 1.75, 1.0303030303030303]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 1, 4.05, 1.375, 2.263157894736842, 1.0526315789473684]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.361538461538462, 1.3038461538461539, 2.391304347826087, 5.416666666666667]","[0, 1, 3.5217391304347827, 1.4869565217391303, 2.0869565217391304, 0.934959349593496]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 2.5511811023622046, 1.1811023622047243, 3.2941176470588234, 3.8484848484848486]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 4.05, 1.7625, 1.4736842105263157, 2.9629629629629632]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.590551181102363, 1.9606299212598424, 1.16, 3.023809523809524]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.131578947368421, 1.006578947368421, 3.0434782608695654, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.939024390243902, 1.353658536585366, 1.9090909090909092, 0.9761904761904762]","[0, 1, 3.5, 1.2222222222222223, 2.6923076923076925, 1.0285714285714285]","[0, 0, 5.142857142857142, 1.0714285714285714, 2.6, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.718446601941748, 1.7184466019417475, 1.1428571428571428, 0.8583333333333334]"
84,2019-07-06,20190706SSNC0,"[0, 0, 4.185, 1.26, 2.736842105263158, 5.555555555555556]","[0, 1, 5.484375, 1.359375, 2.8333333333333335, 1.2549019607843137]","[0, 1, 5.25, 1.5, 2.0, 1.0]","[0, 1, 0.0, 1.0, 1, 1.0]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 1, 3.951219512195122, 1.3658536585365855, 2.25, 1.0512820512820513]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.361538461538462, 1.3038461538461539, 2.391304347826087, 5.416666666666667]","[0, 0, 3.5217391304347827, 1.4869565217391303, 2.0869565217391304, 0.934959349593496]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 2.5511811023622046, 1.1811023622047243, 3.2941176470588234, 3.8484848484848486]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[1, 0, 3.618556701030928, 1.7010309278350515, 1.4090909090909092, 3.2333333333333334]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.590551181102363, 1.9606299212598424, 1.16, 3.023809523809524]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.131578947368421, 1.006578947368421, 3.0434782608695654, 6.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.764705882352941, 1.3058823529411765, 2.090909090909091, 0.9770114942528735]","[0, 1, 3.436363636363636, 1.2272727272727273, 2.769230769230769, 1.0185185185185184]","[0, 0, 5.142857142857142, 1.0714285714285714, 2.6, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.718446601941748, 1.7184466019417475, 1.1428571428571428, 0.8583333333333334]"
85,2019-07-07,20190707SSNC0,"[0, 0, 4.185, 1.26, 2.736842105263158, 5.555555555555556]","[0, 0, 5.484375, 1.359375, 2.8333333333333335, 1.2549019607843137]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.951219512195122, 1.3658536585365855, 2.25, 1.0512820512820513]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.361538461538462, 1.3038461538461539, 2.391304347826087, 5.416666666666667]","[0, 1, 3.491379310344828, 1.5, 2.0416666666666665, 0.9206349206349206]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 2.5511811023622046, 1.1811023622047243, 3.2941176470588234, 3.8484848484848486]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.618556701030928, 1.7010309278350515, 1.4090909090909092, 3.2333333333333334]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.590551181102363, 1.9606299212598424, 1.16, 3.023809523809524]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[1, 0, 2.0962732919254656, 1.0062111801242237, 2.92, 6.313725490196078]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.602272727272727, 1.2954545454545454, 2.090909090909091, 0.9777777777777777]","[0, 0, 3.436363636363636, 1.2272727272727273, 2.769230769230769, 1.0185185185185184]","[0, 0, 5.142857142857142, 1.0714285714285714, 2.6, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.718446601941748, 1.7184466019417475, 1.1428571428571428, 0.8583333333333334]"
86,2019-07-09,20190709NCLT0,"[0, 0, 4.185, 1.26, 2.736842105263158, 5.555555555555556]","[0, 1, 4.943661971830986, 1.3098591549295775, 2.125, 1.3148148148148149]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 1, 0.0, 1.0, 1.0, 1.5]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 1, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.370503597122302, 1.3057553956834531, 2.4583333333333335, 5.450980392156863]","[0, 0, 3.491379310344828, 1.5, 2.0416666666666665, 0.9206349206349206]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 2.5511811023622046, 1.1811023622047243, 3.2941176470588234, 3.8484848484848486]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.618556701030928, 1.7010309278350515, 1.4090909090909092, 3.2333333333333334]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.590551181102363, 1.9606299212598424, 1.16, 3.023809523809524]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.0962732919254656, 1.0062111801242237, 2.92, 6.313725490196078]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.602272727272727, 1.2954545454545454, 2.090909090909091, 0.9777777777777777]","[0, 0, 3.436363636363636, 1.2272727272727273, 2.769230769230769, 1.0185185185185184]","[0, 0, 5.142857142857142, 1.0714285714285714, 2.6, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.718446601941748, 1.7184466019417475, 1.1428571428571428, 0.8583333333333334]"
87,2019-07-11,20190711NCLT0,"[0, 0, 4.185, 1.26, 2.736842105263158, 5.555555555555556]","[0, 0, 4.943661971830986, 1.3098591549295775, 2.125, 1.3148148148148149]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 0.0, 1.0, 1.0, 1.5]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.370503597122302, 1.3057553956834531, 2.4583333333333335, 5.450980392156863]","[0, 0, 3.491379310344828, 1.5, 2.0416666666666665, 0.9206349206349206]","[0, 1, 13.5, 3.0, 1.0, 1.0]","[1, 0, 2.420689655172414, 1.1586206896551723, 3.1578947368421053, 4.027777777777778]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.618556701030928, 1.7010309278350515, 1.4090909090909092, 3.2333333333333334]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.590551181102363, 1.9606299212598424, 1.16, 3.023809523809524]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.0962732919254656, 1.0062111801242237, 2.92, 6.313725490196078]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.602272727272727, 1.2954545454545454, 2.090909090909091, 0.9777777777777777]","[0, 0, 3.436363636363636, 1.2272727272727273, 2.769230769230769, 1.0185185185185184]","[0, 0, 5.142857142857142, 1.0714285714285714, 2.6, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 4.718446601941748, 1.7184466019417475, 1.1428571428571428, 0.8583333333333334]"
88,2019-07-12,20190712KTNC0,"[0, 0, 4.185, 1.26, 2.736842105263158, 5.555555555555556]","[0, 1, 5.25, 1.3333333333333333, 2.125, 1.263157894736842]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 1, 0.0, 1.2, 1.0, 1.1111111111111112]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.370503597122302, 1.3057553956834531, 2.4583333333333335, 5.450980392156863]","[0, 0, 3.491379310344828, 1.5, 2.0416666666666665, 0.9206349206349206]","[0, 0, 13.5, 3.0, 1.0, 1.0]","[0, 0, 2.420689655172414, 1.1586206896551723, 3.1578947368421053, 4.027777777777778]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.618556701030928, 1.7010309278350515, 1.4090909090909092, 3.2333333333333334]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.590551181102363, 1.9606299212598424, 1.16, 3.023809523809524]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.0962732919254656, 1.0062111801242237, 2.92, 6.313725490196078]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.450549450549451, 1.3186813186813187, 1.8461538461538463, 0.9784946236559139]","[0, 1, 3.3451327433628317, 1.1946902654867257, 2.923076923076923, 1.018018018018018]","[0, 0, 5.142857142857142, 1.0714285714285714, 2.6, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 1, 5.451923076923077, 1.8173076923076925, 1.0909090909090908, 0.8455284552845528]"
89,2019-07-13,20190713KTNC0,"[0, 0, 4.185, 1.26, 2.736842105263158, 5.555555555555556]","[0, 0, 5.25, 1.3333333333333333, 2.125, 1.263157894736842]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 1, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.370503597122302, 1.3057553956834531, 2.4583333333333335, 5.450980392156863]","[0, 0, 3.491379310344828, 1.5, 2.0416666666666665, 0.9206349206349206]","[0, 0, 13.5, 3.0, 1.0, 1.0]","[0, 0, 2.420689655172414, 1.1586206896551723, 3.1578947368421053, 4.027777777777778]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 1, 3.467889908256881, 1.6788990825688073, 1.28, 3.303030303030303]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.590551181102363, 1.9606299212598424, 1.16, 3.023809523809524]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[1, 0, 2.2827988338192418, 1.0495626822157436, 2.6785714285714284, 6.351851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.450549450549451, 1.3186813186813187, 1.8461538461538463, 0.9784946236559139]","[0, 0, 3.3451327433628317, 1.1946902654867257, 2.923076923076923, 1.018018018018018]","[0, 1, 5.4, 1.2, 2.6, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 5.451923076923077, 1.8173076923076925, 1.0909090909090908, 0.8455284552845528]"
90,2019-07-14,20190714KTNC0,"[0, 0, 4.185, 1.26, 2.736842105263158, 5.555555555555556]","[0, 1, 5.04, 1.28, 2.125, 1.25]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.181818181818182, 1.2626262626262625, 2.5416666666666665, 5.5]","[0, 0, 3.491379310344828, 1.5, 2.0416666666666665, 0.9206349206349206]","[0, 1, 10.125, 2.4375, 0.75, 1.0666666666666667]","[0, 0, 2.420689655172414, 1.1586206896551723, 3.1578947368421053, 4.027777777777778]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 1, 3.31578947368421, 1.631578947368421, 1.4, 3.1666666666666665]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.551470588235294, 1.9852941176470587, 1.1111111111111112, 3.0222222222222226]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.2827988338192418, 1.0495626822157436, 2.6785714285714284, 6.351851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.450549450549451, 1.3186813186813187, 1.8461538461538463, 0.9784946236559139]","[0, 0, 3.3451327433628317, 1.1946902654867257, 2.923076923076923, 1.018018018018018]","[0, 0, 5.4, 1.2, 2.6, 1.5]","[0, 1, 0, 0, 0, 0]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 5.451923076923077, 1.8173076923076925, 1.0909090909090908, 0.8455284552845528]"
91,2019-07-16,20190716NCHH0,"[1, 0, 4.2304147465437785, 1.3133640552995391, 2.5238095238095237, 5.564102564102564]","[0, 0, 5.04, 1.28, 2.125, 1.25]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.181818181818182, 1.2626262626262625, 2.5416666666666665, 5.5]","[0, 0, 3.491379310344828, 1.5, 2.0416666666666665, 0.9206349206349206]","[0, 0, 10.125, 2.4375, 0.75, 1.0666666666666667]","[0, 0, 2.420689655172414, 1.1586206896551723, 3.1578947368421053, 4.027777777777778]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 1, 3.5217391304347827, 1.643478260869565, 1.4, 2.948717948717949]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.456521739130435, 1.9565217391304348, 1.1111111111111112, 2.875]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.2827988338192418, 1.0495626822157436, 2.6785714285714284, 6.351851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.450549450549451, 1.3186813186813187, 1.8461538461538463, 0.9784946236559139]","[0, 1, 3.2033898305084745, 1.1694915254237288, 2.923076923076923, 1.0350877192982457]","[0, 0, 5.4, 1.2, 2.6, 1.5]","[0, 1, 0.0, 6.0, 0.0, 0.3333333333333333]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 5.451923076923077, 1.8173076923076925, 1.0909090909090908, 0.8455284552845528]"
92,2019-07-17,20190717NCHH0,"[0, 0, 4.2304147465437785, 1.3133640552995391, 2.5238095238095237, 5.564102564102564]","[0, 0, 5.04, 1.28, 2.125, 1.25]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.181818181818182, 1.2626262626262625, 2.5416666666666665, 5.5]","[0, 0, 3.491379310344828, 1.5, 2.0416666666666665, 0.9206349206349206]","[0, 1, 9.0, 2.5, 0.5, 1.0]","[1, 0, 2.0892857142857144, 1.0714285714285714, 3.4761904761904763, 4.3076923076923075]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 0, 3.5217391304347827, 1.643478260869565, 1.4, 2.948717948717949]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.456521739130435, 1.9565217391304348, 1.1111111111111112, 2.875]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.2827988338192418, 1.0495626822157436, 2.6785714285714284, 6.351851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.450549450549451, 1.3186813186813187, 1.8461538461538463, 0.9784946236559139]","[0, 0, 3.2033898305084745, 1.1694915254237288, 2.923076923076923, 1.0350877192982457]","[0, 1, 5.09433962264151, 1.4150943396226414, 2.1666666666666665, 1.6060606060606062]","[0, 0, 0.0, 6.0, 0.0, 0.3333333333333333]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 1, 5.914285714285715, 1.8857142857142857, 1.0869565217391304, 0.8333333333333334]"
93,2019-07-18,20190718NCHH0,"[0, 0, 4.2304147465437785, 1.3133640552995391, 2.5238095238095237, 5.564102564102564]","[0, 1, 5.25974025974026, 1.3246753246753247, 2.125, 1.2222222222222223]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.181818181818182, 1.2626262626262625, 2.5416666666666665, 5.5]","[0, 0, 3.491379310344828, 1.5, 2.0416666666666665, 0.9206349206349206]","[0, 0, 9.0, 2.5, 0.5, 1.0]","[0, 0, 2.0892857142857144, 1.0714285714285714, 3.4761904761904763, 4.3076923076923075]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 1, 3.491379310344828, 1.6293103448275863, 1.44, 2.761904761904762]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.364285714285714, 1.9285714285714286, 1.1481481481481481, 2.7450980392156863]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[0, 0, 2.2827988338192418, 1.0495626822157436, 2.6785714285714284, 6.351851851851851]","[1, 0, 7.2, 2.0, 2.3333333333333335, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.450549450549451, 1.3186813186813187, 1.8461538461538463, 0.9784946236559139]","[0, 1, 3.1239669421487606, 1.140495867768595, 3.0, 1.0341880341880343]","[0, 0, 5.09433962264151, 1.4150943396226414, 2.1666666666666665, 1.6060606060606062]","[0, 1, 0.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 0, 5.914285714285715, 1.8857142857142857, 1.0869565217391304, 0.8333333333333334]"
94,2019-07-26,20190726NCWO0,"[0, 0, 4.2304147465437785, 1.3133640552995391, 2.5238095238095237, 5.564102564102564]","[0, 1, 5.126582278481013, 1.2911392405063291, 2.125, 1.196969696969697]","[0, 0, 5.25, 1.5, 2.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 5.869565217391304, 2.4782608695652173, 0.42857142857142855, 0.7666666666666667]","[0, 0, 7.7142857142857135, 2.142857142857143, 0.8, 1.75]","[0, 0, 3.8571428571428568, 1.3333333333333333, 2.25, 1.05]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.181818181818182, 1.2626262626262625, 2.5416666666666665, 5.5]","[0, 0, 3.491379310344828, 1.5, 2.0416666666666665, 0.9206349206349206]","[0, 0, 9.0, 2.5, 0.5, 1.0]","[0, 0, 2.0892857142857144, 1.0714285714285714, 3.4761904761904763, 4.3076923076923075]","[0, 0, 10.8, 2.0, 1.3333333333333333, 1.0]","[0, 1, 3.4615384615384612, 1.6153846153846154, 1.44, 2.6]","[0, 0, 10.8, 2.25, 0.42857142857142855, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.364285714285714, 1.9285714285714286, 1.1481481481481481, 2.7450980392156863]","[0, 0, 4.269767441860465, 1.353488372093023, 1.92, 5.972222222222222]","[1, 0, 2.5786516853932584, 1.095505617977528, 2.689655172413793, 6.245614035087719]","[0, 0, 7.2, 2.0, 2.3333333333333335, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.450549450549451, 1.3186813186813187, 1.8461538461538463, 0.9784946236559139]","[0, 0, 3.1239669421487606, 1.140495867768595, 3.0, 1.0341880341880343]","[0, 0, 5.09433962264151, 1.4150943396226414, 2.1666666666666665, 1.6060606060606062]","[0, 1, 0.0, 3.0, 0.5, 0.3333333333333333]","[0, 0, 12.461538461538462, 2.307692307692308, 5.0, 0.7222222222222222]","[0, 1, 5.75, 1.8611111111111112, 1.1304347826086956, 0.8372093023255814]"
