,date,game_key,이재학,김건태,윤지웅,노성호,이민호,윤강민,장현식,임정호,박진우,배재환,홍성무,구창모,이우석,최성영,정수민,소이현,김영규,버틀러,루친스키,프리드릭,송명기,전사민,배민서,최재익,김진성,원종현,유원상,임창민,민태호,강윤구
10,2019-04-04,20190404WONC0,"[0, 0, 3.6, 1.2, 10.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.6153846153846154, 1.3333333333333333, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.363636363636363, 2.4545454545454546, 0.8, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3499999999999999, 5.0, 3.3333333333333335]","[0, 0, 0.0, 1.3333333333333333, 3.3333333333333335, 1.2]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 6.0, 0.5, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.3333333333333333, 0.3333333333333333, 6.0]","[1, 0, 3.375, 1.2, 2.0, 6.666666666666667]","[0, 0, 1.8, 1.2, 0.6, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.3333333333333333, 1.0, 1.2]","[0, 1, 5.4, 2.4, 2.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.125, 2.0, 0.8888888888888888]"
11,2019-04-05,20190405NCOB0,"[0, 0, 3.6, 1.2, 10.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8421052631578947, 1.2631578947368423, 1.6666666666666667, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 2.4545454545454546, 0.8, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3499999999999999, 5.0, 3.3333333333333335]","[0, 0, 0.0, 1.3333333333333333, 3.3333333333333335, 1.2]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 6.0, 0.5, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.3333333333333333, 0.3333333333333333, 6.0]","[0, 0, 3.375, 1.2, 2.0, 6.666666666666667]","[1, 0, 9.0, 2.142857142857143, 0.4, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 1.0, 1.2]","[0, 1, 4.153846153846154, 2.307692307692308, 1.3333333333333333, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.090909090909091, 3.0, 0.9166666666666666]"
12,2019-04-06,20190406NCOB0,"[1, 0, 3.4838709677419355, 1.161290322580645, 7.0, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.2631578947368423, 1.6666666666666667, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 2.4545454545454546, 0.8, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3499999999999999, 5.0, 3.3333333333333335]","[0, 1, 2.8421052631578947, 1.8947368421052633, 2.2, 1.0555555555555556]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 6.0, 0.5, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5, 1.3333333333333333, 0.3333333333333333, 6.0]","[0, 0, 3.375, 1.2, 2.0, 6.666666666666667]","[0, 0, 9.0, 2.142857142857143, 0.4, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.3333333333333333, 1.0, 1.2]","[0, 1, 3.6, 2.0, 2.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9230769230769231, 4.0, 0.8666666666666666]"
13,2019-04-07,20190407NCOB0,"[0, 0, 3.4838709677419355, 1.161290322580645, 7.0, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.2631578947368423, 1.6666666666666667, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.363636363636363, 2.4545454545454546, 0.8, 0.7333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3499999999999999, 5.0, 3.3333333333333335]","[0, 1, 3.8571428571428568, 2.0, 2.0, 1.0]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 6.0, 0.5, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.75, 1.4166666666666667, 2.5, 6.0]","[0, 0, 3.375, 1.2, 2.0, 6.666666666666667]","[0, 0, 9.0, 2.142857142857143, 0.4, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.1428571428571428, 1.0, 1.1666666666666667]","[0, 1, 2.8421052631578947, 1.736842105263158, 2.6666666666666665, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.9375, 2.5, 0.8888888888888888]"
14,2019-04-10,20190410NCHT0,"[0, 0, 3.4838709677419355, 1.161290322580645, 7.0, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.2631578947368423, 1.6666666666666667, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.0625, 2.25, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.975609756097561, 1.2439024390243902, 4.0, 4.555555555555555]","[0, 1, 4.153846153846154, 1.9615384615384617, 2.5, 1.0833333333333333]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 6.0, 0.5, 0.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.4166666666666667, 2.5, 6.0]","[0, 0, 3.375, 1.2, 2.0, 6.666666666666667]","[0, 0, 9.0, 2.142857142857143, 0.4, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.090909090909091, 1.0, 1.0476190476190477]","[0, 0, 2.8421052631578947, 1.736842105263158, 2.6666666666666665, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.105263157894737, 2.0, 0.9047619047619048]"
15,2019-04-11,20190411NCHT0,"[0, 0, 3.4838709677419355, 1.161290322580645, 7.0, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.2631578947368423, 1.6666666666666667, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 2.25, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.975609756097561, 1.2439024390243902, 4.0, 4.555555555555555]","[0, 0, 4.153846153846154, 1.9615384615384617, 2.5, 1.0833333333333333]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.909090909090909, 1.9090909090909092, 2.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.4166666666666667, 2.5, 6.0]","[0, 0, 3.375, 1.2, 2.0, 6.666666666666667]","[0, 0, 9.0, 2.142857142857143, 0.4, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.0384615384615385, 1.5, 1.0833333333333333]","[0, 1, 2.4545454545454546, 1.5, 3.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2857142857142856, 1.2857142857142858, 1.5, 0.875]"
16,2019-04-12,20190412LTNC0,"[0, 0, 3.4838709677419355, 1.161290322580645, 7.0, 5.166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8421052631578947, 1.2631578947368423, 1.6666666666666667, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 2.25, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.975609756097561, 1.2439024390243902, 4.0, 4.555555555555555]","[0, 1, 3.8571428571428568, 1.9285714285714284, 2.142857142857143, 1.0370370370370372]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 2.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.4166666666666667, 2.5, 6.0]","[0, 0, 3.375, 1.2, 2.0, 6.666666666666667]","[1, 0, 4.5, 1.4285714285714286, 0.8181818181818182, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.0384615384615385, 1.5, 1.0833333333333333]","[0, 0, 2.4545454545454546, 1.5, 3.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 1.2857142857142858, 1.5, 0.875]"
17,2019-04-13,20190413LTNC0,"[1, 0, 4.408163265306122, 1.4081632653061225, 3.75, 5.444444444444444]","[0, 1, 0, 0, 0, 0]","[0, 1, 6.428571428571428, 1.5714285714285714, 2.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.263157894736842, 2.0526315789473686, 1.1666666666666667, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.975609756097561, 1.2439024390243902, 4.0, 4.555555555555555]","[0, 1, 3.176470588235294, 1.588235294117647, 2.5714285714285716, 1.1333333333333333]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 2.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.75, 1.4166666666666667, 2.5, 6.0]","[0, 0, 3.375, 1.2, 2.0, 6.666666666666667]","[0, 0, 4.5, 1.4285714285714286, 0.8181818181818182, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.0384615384615385, 1.5, 1.0833333333333333]","[0, 1, 2.076923076923077, 1.3846153846153848, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.0384615384615385, 1.2692307692307694, 1.5, 0.9629629629629629]"
18,2019-04-14,20190414LTNC0,"[0, 0, 4.408163265306122, 1.4081632653061225, 3.75, 5.444444444444444]","[0, 1, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 6.428571428571428, 1.5714285714285714, 2.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.263157894736842, 2.0526315789473686, 1.1666666666666667, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.975609756097561, 1.2439024390243902, 4.0, 4.555555555555555]","[0, 0, 3.176470588235294, 1.588235294117647, 2.5714285714285716, 1.1333333333333333]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 2.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7058823529411766, 1.411764705882353, 1.7142857142857142, 5.666666666666667]","[0, 0, 3.375, 1.2, 2.0, 6.666666666666667]","[0, 0, 4.5, 1.4285714285714286, 0.8181818181818182, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 10, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.0384615384615385, 1.5, 1.0833333333333333]","[0, 0, 2.076923076923077, 1.3846153846153848, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.0384615384615385, 1.2692307692307694, 1.5, 0.9629629629629629]"
19,2019-04-16,20190416LGNC0,"[0, 0, 4.408163265306122, 1.4081632653061225, 3.75, 5.444444444444444]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 1, 5.869565217391304, 1.434782608695652, 2.3333333333333335, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8571428571428568, 1.8571428571428572, 1.3333333333333333, 0.875]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.8305084745762712, 1.2203389830508473, 3.6666666666666665, 4.916666666666667]","[0, 1, 2.9189189189189193, 1.4594594594594594, 2.7142857142857144, 1.1212121212121213]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 2.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7058823529411766, 1.411764705882353, 1.7142857142857142, 5.666666666666667]","[0, 0, 3.375, 1.2, 2.0, 6.666666666666667]","[0, 0, 4.5, 1.4285714285714286, 0.8181818181818182, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.793103448275862, 1.0344827586206897, 1.5, 1.074074074074074]","[0, 1, 1.8620689655172413, 1.3448275862068966, 2.75, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0, 1.4444444444444444, 1.75, 0.9]"
20,2019-04-17,20190417LGNC0,"[0, 0, 4.408163265306122, 1.4081632653061225, 3.75, 5.444444444444444]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 0, 5.869565217391304, 1.434782608695652, 2.3333333333333335, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2399999999999998, 1.5599999999999998, 1.6666666666666667, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8305084745762712, 1.2203389830508473, 3.6666666666666665, 4.916666666666667]","[0, 1, 6.394736842105263, 1.5789473684210527, 2.5, 1.0555555555555556]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 2.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7058823529411766, 1.411764705882353, 1.7142857142857142, 5.666666666666667]","[1, 0, 2.934782608695652, 1.3695652173913042, 2.25, 5.111111111111112]","[0, 0, 4.5, 1.4285714285714286, 0.8181818181818182, 4.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 10, 0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.0344827586206897, 1.5, 1.074074074074074]","[0, 1, 1.6875, 1.21875, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.793103448275862, 1.4482758620689655, 1.4, 0.8787878787878788]"
21,2019-04-18,20190418LGNC0,"[0, 0, 4.408163265306122, 1.4081632653061225, 3.75, 5.444444444444444]","[0, 0, 0.0, 0.0, 0, 0.3333333333333333]","[0, 1, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.5599999999999998, 1.6666666666666667, 0.925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8305084745762712, 1.2203389830508473, 3.6666666666666665, 4.916666666666667]","[0, 0, 6.394736842105263, 1.5789473684210527, 2.5, 1.0555555555555556]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 2.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7058823529411766, 1.411764705882353, 1.7142857142857142, 5.666666666666667]","[0, 0, 2.934782608695652, 1.3695652173913042, 2.25, 5.111111111111112]","[1, 0, 3.4285714285714284, 1.380952380952381, 1.0, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.1, 1.75, 1.0]","[0, 0, 1.6875, 1.21875, 3.0, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.793103448275862, 1.4482758620689655, 1.4, 0.8787878787878788]"
22,2019-04-19,20190419NCSK0,"[1, 0, 4.640625, 1.546875, 2.7142857142857144, 5.333333333333333]","[0, 1, 0.0, 0.42857142857142855, 1, 1.1666666666666667]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6129032258064515, 1.5483870967741935, 2.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8305084745762712, 1.2203389830508473, 3.6666666666666665, 4.916666666666667]","[0, 0, 6.394736842105263, 1.5789473684210527, 2.5, 1.0555555555555556]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 2.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7058823529411766, 1.411764705882353, 1.7142857142857142, 5.666666666666667]","[0, 0, 2.934782608695652, 1.3695652173913042, 2.25, 5.111111111111112]","[0, 0, 3.4285714285714284, 1.380952380952381, 1.0, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.1, 1.75, 1.0]","[0, 1, 1.5428571428571427, 1.2857142857142858, 2.8, 0.9722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.3636363636363635, 1.3333333333333333, 0.9166666666666666]"
23,2019-04-20,20190420NCSK0,"[0, 0, 4.640625, 1.546875, 2.7142857142857144, 5.333333333333333]","[0, 1, 16.875, 2.25, 1.0, 0.8888888888888888]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.5483870967741935, 2.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8305084745762712, 1.2203389830508473, 3.6666666666666665, 4.916666666666667]","[0, 0, 6.394736842105263, 1.5789473684210527, 2.5, 1.0555555555555556]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 2.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8636363636363638, 1.4090909090909092, 2.2857142857142856, 5.5]","[0, 0, 2.934782608695652, 1.3695652173913042, 2.25, 5.111111111111112]","[0, 0, 3.4285714285714284, 1.380952380952381, 1.0, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.1, 1.75, 1.0]","[0, 0, 1.5428571428571427, 1.2857142857142858, 2.8, 0.9722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.3636363636363635, 1.3333333333333333, 0.9166666666666666]"
24,2019-04-21,20190421NCSK0,"[0, 0, 4.640625, 1.546875, 2.7142857142857144, 5.333333333333333]","[0, 0, 16.875, 2.25, 1.0, 0.8888888888888888]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.5483870967741935, 2.0, 1.0333333333333334]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.0506329113924053, 1.1772151898734178, 3.5, 5.266666666666667]","[0, 1, 5.926829268292683, 1.7560975609756098, 2.2, 1.0512820512820513]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 2.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8636363636363638, 1.4090909090909092, 2.2857142857142856, 5.5]","[0, 0, 2.934782608695652, 1.3695652173913042, 2.25, 5.111111111111112]","[0, 0, 3.4285714285714284, 1.380952380952381, 1.0, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.1, 1.75, 1.0]","[0, 0, 1.5428571428571427, 1.2857142857142858, 2.8, 0.9722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.090909090909091, 1.5454545454545454, 1.3333333333333333, 0.8461538461538461]"
25,2019-04-23,20190423NCKT0,"[0, 0, 4.640625, 1.546875, 2.7142857142857144, 5.333333333333333]","[0, 0, 16.875, 2.25, 1.0, 0.8888888888888888]","[0, 0, 5.4, 1.5599999999999998, 1.75, 1.0416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0857142857142854, 1.4571428571428573, 2.6666666666666665, 1.0606060606060606]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0506329113924053, 1.1772151898734178, 3.5, 5.266666666666667]","[0, 1, 5.522727272727273, 1.7727272727272727, 2.3, 1.0476190476190477]","[0, 0, 13.5, 3.0, 3.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.9090909090909092, 2.0, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8636363636363638, 1.4090909090909092, 2.2857142857142856, 5.5]","[1, 0, 2.8636363636363638, 1.3636363636363635, 2.6666666666666665, 5.5]","[0, 0, 3.4285714285714284, 1.380952380952381, 1.0, 5.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2857142857142856, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.1, 1.75, 1.0]","[0, 1, 1.35, 1.2, 3.2, 1.0256410256410258]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.7272727272727273, 1.0, 0.7857142857142857]"
