,date,game_key,임기준,홍건희,한승혁,박지훈,김윤동,임기영,고영창,박준표,차명진,이민우,황인준,박정수,문경찬,이준영,김명찬,전상현,강이준,유승철,박진태,김승범,하준영,김기훈,터너,홍원빈,장지수,양승철,윌랜드,윤석민,김세현,박경태,양현종
83,2019-07-03,20190703NCHT0,"[0, 1, 3.306122448979592, 1.4081632653061225, 1.25, 0.5833333333333333]","[0, 0, 6.19672131147541, 1.6229508196721312, 1.5185185185185186, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 1, 13.5, 2.181818181818182, 2.3333333333333335, 3.6666666666666665]","[0, 1, 5.043956043956044, 1.5824175824175826, 1.5555555555555556, 0.8425925925925926]","[0, 1, 2.5, 0.8888888888888888, 3.3333333333333335, 1.0]","[0, 0, 2.8208955223880596, 1.4776119402985075, 1.0, 3.722222222222222]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 0.9, 1.0, 5.2, 1.0344827586206897]","[0, 1, 6.084507042253521, 1.816901408450704, 1.0, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1785714285714286, 3.75, 1.12]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.71875, 1.5789473684210527, 0.9411764705882353]","[0, 0, 5.803738317757009, 1.5140186915887852, 0.8387096774193549, 3.962962962962963]","[1, 0, 5.213793103448276, 1.4586206896551723, 2.53125, 5.686274509803922]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[0, 0, 5.170212765957447, 1.6595744680851063, 2.1142857142857143, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.477966101694915, 1.2813559322033898, 5.529411764705882, 6.145833333333333]"
84,2019-07-04,20190704NCHT0,"[0, 0, 3.306122448979592, 1.4081632653061225, 1.25, 0.5833333333333333]","[0, 0, 6.19672131147541, 1.6229508196721312, 1.5185185185185186, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 1, 11.88, 2.04, 2.3333333333333335, 2.777777777777778]","[0, 1, 5.457446808510638, 1.627659574468085, 1.4, 0.8468468468468469]","[0, 0, 2.5, 0.8888888888888888, 3.3333333333333335, 1.0]","[1, 0, 2.6341463414634148, 1.3902439024390245, 1.2, 3.9047619047619047]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 0.9, 1.0, 5.2, 1.0344827586206897]","[0, 0, 6.084507042253521, 1.816901408450704, 1.0, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8571428571428568, 1.1785714285714286, 3.75, 1.12]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.175257731958763, 1.7319587628865978, 1.631578947368421, 0.9238095238095239]","[0, 0, 5.803738317757009, 1.5140186915887852, 0.8387096774193549, 3.962962962962963]","[0, 0, 5.213793103448276, 1.4586206896551723, 2.53125, 5.686274509803922]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[0, 0, 5.170212765957447, 1.6595744680851063, 2.1142857142857143, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.477966101694915, 1.2813559322033898, 5.529411764705882, 6.145833333333333]"
85,2019-07-05,20190705LGHT0,"[0, 1, 4.408163265306122, 1.5306122448979593, 1.0, 0.5632183908045977]","[0, 0, 6.19672131147541, 1.6229508196721312, 1.5185185185185186, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 11.88, 2.04, 2.3333333333333335, 2.777777777777778]","[0, 0, 5.457446808510638, 1.627659574468085, 1.4, 0.8468468468468469]","[0, 0, 2.5, 0.8888888888888888, 3.3333333333333335, 1.0]","[0, 0, 2.6341463414634148, 1.3902439024390245, 1.2, 3.9047619047619047]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 0.8709677419354839, 1.0, 5.6, 1.0333333333333334]","[0, 0, 6.084507042253521, 1.816901408450704, 1.0, 0.9861111111111112]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7241379310344827, 1.206896551724138, 3.6666666666666665, 1.1153846153846154]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.175257731958763, 1.7319587628865978, 1.631578947368421, 0.9238095238095239]","[0, 0, 5.803738317757009, 1.5140186915887852, 0.8387096774193549, 3.962962962962963]","[0, 0, 5.213793103448276, 1.4586206896551723, 2.53125, 5.686274509803922]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[0, 0, 5.170212765957447, 1.6595744680851063, 2.1142857142857143, 5.875]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.3096774193548386, 1.2774193548387098, 4.523809523809524, 6.078431372549019]"
86,2019-07-06,20190706LGHT0,"[0, 0, 4.408163265306122, 1.5306122448979593, 1.0, 0.5632183908045977]","[0, 0, 6.19672131147541, 1.6229508196721312, 1.5185185185185186, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 11.88, 2.04, 2.3333333333333335, 2.777777777777778]","[0, 0, 5.457446808510638, 1.627659574468085, 1.4, 0.8468468468468469]","[0, 1, 2.2131147540983607, 0.7868852459016394, 3.3333333333333335, 1.0701754385964912]","[0, 0, 2.6341463414634148, 1.3902439024390245, 1.2, 3.9047619047619047]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 0.8709677419354839, 1.0, 5.6, 1.0333333333333334]","[0, 1, 5.837837837837839, 1.7432432432432432, 1.0666666666666667, 0.9866666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.206896551724138, 3.6666666666666665, 1.1153846153846154]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.175257731958763, 1.7319587628865978, 1.631578947368421, 0.9238095238095239]","[0, 0, 5.803738317757009, 1.5140186915887852, 0.8387096774193549, 3.962962962962963]","[0, 0, 5.213793103448276, 1.4586206896551723, 2.53125, 5.686274509803922]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[1, 0, 5.04, 1.65, 2.3142857142857145, 5.882352941176471]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3096774193548386, 1.2774193548387098, 4.523809523809524, 6.078431372549019]"
87,2019-07-07,20190707LGHT0,"[0, 1, 4.153846153846154, 1.5, 1.0, 0.5777777777777777]","[0, 0, 6.19672131147541, 1.6229508196721312, 1.5185185185185186, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 11.88, 2.04, 2.3333333333333335, 2.777777777777778]","[0, 1, 5.4, 1.65, 1.4, 0.8771929824561404]","[0, 1, 2.109375, 0.75, 3.6666666666666665, 1.0666666666666667]","[0, 0, 2.6341463414634148, 1.3902439024390245, 1.2, 3.9047619047619047]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 0.8350515463917526, 0.9896907216494845, 6.0, 1.0430107526881722]","[0, 0, 5.837837837837839, 1.7432432432432432, 1.0666666666666667, 0.9866666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.640449438202247, 1.247191011235955, 3.0, 1.0987654320987654]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.175257731958763, 1.7319587628865978, 1.631578947368421, 0.9238095238095239]","[1, 0, 5.4, 1.488, 0.8235294117647058, 4.166666666666666]","[0, 0, 5.213793103448276, 1.4586206896551723, 2.53125, 5.686274509803922]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[0, 0, 5.04, 1.65, 2.3142857142857145, 5.882352941176471]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3096774193548386, 1.2774193548387098, 4.523809523809524, 6.078431372549019]"
88,2019-07-09,20190709HTSS0,"[0, 0, 4.153846153846154, 1.5, 1.0, 0.5777777777777777]","[0, 0, 6.19672131147541, 1.6229508196721312, 1.5185185185185186, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 11.88, 2.04, 2.3333333333333335, 2.777777777777778]","[0, 0, 5.4, 1.65, 1.4, 0.8771929824561404]","[0, 1, 1.9285714285714284, 0.7714285714285715, 4.0, 1.1111111111111112]","[0, 0, 2.6341463414634148, 1.3902439024390245, 1.2, 3.9047619047619047]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 0.8019801980198019, 0.9801980198019803, 6.2, 1.0520833333333333]","[0, 0, 5.837837837837839, 1.7432432432432432, 1.0666666666666667, 0.9866666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.2, 1.3, 2.8333333333333335, 1.0714285714285714]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.363636363636364, 1.7575757575757576, 1.6842105263157894, 0.9166666666666666]","[0, 0, 5.4, 1.488, 0.8235294117647058, 4.166666666666666]","[1, 0, 5.382059800664452, 1.495016611295681, 2.27027027027027, 5.5740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[0, 0, 5.04, 1.65, 2.3142857142857145, 5.882352941176471]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3096774193548386, 1.2774193548387098, 4.523809523809524, 6.078431372549019]"
89,2019-07-11,20190711HTSS0,"[0, 0, 4.153846153846154, 1.5, 1.0, 0.5777777777777777]","[0, 0, 6.19672131147541, 1.6229508196721312, 1.5185185185185186, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 11.88, 2.04, 2.3333333333333335, 2.777777777777778]","[0, 0, 5.4, 1.65, 1.4, 0.8771929824561404]","[0, 0, 1.9285714285714284, 0.7714285714285715, 4.0, 1.1111111111111112]","[0, 0, 2.6341463414634148, 1.3902439024390245, 1.2, 3.9047619047619047]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 0.8019801980198019, 0.9801980198019803, 6.2, 1.0520833333333333]","[0, 0, 5.837837837837839, 1.7432432432432432, 1.0666666666666667, 0.9866666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.2857142857142858, 2.8333333333333335, 1.0459770114942528]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.363636363636364, 1.7575757575757576, 1.6842105263157894, 0.9166666666666666]","[0, 0, 5.4, 1.488, 0.8235294117647058, 4.166666666666666]","[0, 0, 5.382059800664452, 1.495016611295681, 2.27027027027027, 5.5740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[1, 0, 4.710280373831775, 1.5700934579439252, 2.4166666666666665, 5.944444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3096774193548386, 1.2774193548387098, 4.523809523809524, 6.078431372549019]"
90,2019-07-12,20190712HHHT0,"[0, 0, 4.153846153846154, 1.5, 1.0, 0.5777777777777777]","[0, 0, 6.19672131147541, 1.6229508196721312, 1.5185185185185186, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 11.88, 2.04, 2.3333333333333335, 2.777777777777778]","[0, 0, 5.4, 1.65, 1.4, 0.8771929824561404]","[0, 1, 1.8243243243243243, 0.7702702702702703, 4.0, 1.1212121212121213]","[0, 0, 2.6341463414634148, 1.3902439024390245, 1.2, 3.9047619047619047]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 0.8019801980198019, 0.9801980198019803, 6.2, 1.0520833333333333]","[0, 0, 5.837837837837839, 1.7432432432432432, 1.0666666666666667, 0.9866666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2857142857142858, 2.8333333333333335, 1.0459770114942528]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32, 1.7699999999999998, 1.736842105263158, 0.9009009009009009]","[0, 0, 5.4, 1.488, 0.8235294117647058, 4.166666666666666]","[0, 0, 5.382059800664452, 1.495016611295681, 2.27027027027027, 5.5740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[0, 0, 4.710280373831775, 1.5700934579439252, 2.4166666666666665, 5.944444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.210365853658536, 1.253048780487805, 4.761904761904762, 6.0740740740740735]"
91,2019-07-13,20190713HHHT0,"[0, 1, 4.584905660377358, 1.5283018867924527, 0.9166666666666666, 0.5698924731182796]","[1, 0, 6.541237113402062, 1.7010309278350515, 1.5, 4.9743589743589745]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 11.88, 2.04, 2.3333333333333335, 2.777777777777778]","[0, 1, 5.294117647058823, 1.6470588235294117, 1.4, 0.8717948717948718]","[0, 0, 1.8243243243243243, 0.7702702702702703, 4.0, 1.1212121212121213]","[0, 1, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 0.8019801980198019, 0.9801980198019803, 6.2, 1.0520833333333333]","[0, 1, 5.6103896103896105, 1.7142857142857142, 1.125, 0.9871794871794872]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2857142857142858, 2.8333333333333335, 1.0459770114942528]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.7699999999999998, 1.736842105263158, 0.9009009009009009]","[0, 0, 5.4, 1.488, 0.8235294117647058, 4.166666666666666]","[0, 0, 5.382059800664452, 1.495016611295681, 2.27027027027027, 5.5740740740740735]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[0, 0, 4.710280373831775, 1.5700934579439252, 2.4166666666666665, 5.944444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.210365853658536, 1.253048780487805, 4.761904761904762, 6.0740740740740735]"
92,2019-07-14,20190714HHHT0,"[0, 0, 4.584905660377358, 1.5283018867924527, 0.9166666666666666, 0.5698924731182796]","[0, 0, 6.541237113402062, 1.7010309278350515, 1.5, 4.9743589743589745]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 11.88, 2.04, 2.3333333333333335, 2.777777777777778]","[0, 0, 5.294117647058823, 1.6470588235294117, 1.4, 0.8717948717948718]","[0, 1, 1.8, 0.76, 4.0, 1.0869565217391304]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.5728155339805825, 1.1359223300970873, 3.875, 1.0404040404040404]","[0, 0, 5.6103896103896105, 1.7142857142857142, 1.125, 0.9871794871794872]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.108695652173913, 1.2717391304347825, 2.9166666666666665, 1.0222222222222224]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.114285714285715, 1.7428571428571429, 1.75, 0.9210526315789473]","[0, 0, 5.4, 1.488, 0.8235294117647058, 4.166666666666666]","[1, 0, 5.078369905956113, 1.4670846394984327, 2.25, 5.5964912280701755]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[0, 0, 4.710280373831775, 1.5700934579439252, 2.4166666666666665, 5.944444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.210365853658536, 1.253048780487805, 4.761904761904762, 6.0740740740740735]"
93,2019-07-17,20190717LTHT0,"[0, 1, 4.821428571428571, 1.5, 0.9166666666666666, 0.5833333333333334]","[0, 0, 6.541237113402062, 1.7010309278350515, 1.5, 4.9743589743589745]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 11.88, 2.04, 2.3333333333333335, 2.777777777777778]","[0, 0, 5.294117647058823, 1.6470588235294117, 1.4, 0.8717948717948718]","[0, 1, 1.6875, 0.825, 4.0, 1.1111111111111112]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.528301886792453, 1.1037735849056602, 3.875, 1.0392156862745099]","[0, 0, 5.6103896103896105, 1.7142857142857142, 1.125, 0.9871794871794872]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5473684210526315, 1.3263157894736841, 2.5714285714285716, 1.021505376344086]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.7428571428571429, 1.75, 0.9210526315789473]","[0, 0, 5.4, 1.488, 0.8235294117647058, 4.166666666666666]","[0, 0, 5.078369905956113, 1.4670846394984327, 2.25, 5.5964912280701755]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[1, 0, 4.709302325581396, 1.5348837209302324, 2.6216216216216215, 6.035087719298246]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.210365853658536, 1.253048780487805, 4.761904761904762, 6.0740740740740735]"
94,2019-07-18,20190718LTHT0,"[0, 0, 4.821428571428571, 1.5, 0.9166666666666666, 0.5833333333333334]","[0, 0, 6.541237113402062, 1.7010309278350515, 1.5, 4.9743589743589745]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 11.88, 2.04, 2.3333333333333335, 2.777777777777778]","[0, 0, 5.294117647058823, 1.6470588235294117, 1.4, 0.8717948717948718]","[0, 1, 1.646341463414634, 0.8048780487804879, 4.0, 1.0933333333333333]","[0, 0, 3.8152173913043477, 1.5978260869565217, 1.1176470588235294, 3.8333333333333335]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.528301886792453, 1.1037735849056602, 3.875, 1.0392156862745099]","[0, 0, 5.6103896103896105, 1.7142857142857142, 1.125, 0.9871794871794872]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.408163265306122, 1.2857142857142858, 2.7142857142857144, 1.0208333333333333]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.7428571428571429, 1.75, 0.9210526315789473]","[0, 0, 5.4, 1.488, 0.8235294117647058, 4.166666666666666]","[0, 0, 5.078369905956113, 1.4670846394984327, 2.25, 5.5964912280701755]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 8.357142857142858, 1.9285714285714286, 0.8461538461538461, 1.5555555555555556]","[0, 0, 4.709302325581396, 1.5348837209302324, 2.6216216216216215, 6.035087719298246]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.017191977077364, 1.2206303724928367, 4.565217391304348, 6.12280701754386]"
