,date,game_key,임기준,홍건희,한승혁,박지훈,김윤동,임기영,고영창,박준표,차명진,이민우,황인준,박정수,문경찬,이준영,김명찬,전상현,강이준,유승철,박진태,김승범,하준영,김기훈,터너,홍원빈,장지수,양승철,윌랜드,윤석민,김세현,박경태,양현종
61,2019-06-06,20190606OBHT0,"[0, 0, 4.909090909090909, 1.3636363636363635, 0.8571428571428571, 0.5789473684210527]","[0, 0, 5.90625, 1.6875, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7125000000000004, 1.3125, 2.0, 0.888888888888889]","[0, 1, 1.4210526315789473, 0.7894736842105263, 4.0, 0.9047619047619048]","[0, 0, 2.7, 1.3499999999999999, 1.25, 3.3333333333333335]","[0, 1, 5.9491525423728815, 2.0338983050847457, 1.6666666666666667, 0.9833333333333334]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.1739130434782608, 0.9565217391304348, 5.75, 1.0454545454545454]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.327586206896552, 0.8275862068965518, 5.5, 1.2083333333333333]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.7922077922077921, 1.8125, 0.9506172839506173]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.456310679611651, 1.3834951456310678, 2.85, 5.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.542105263157895, 1.6894736842105262, 2.125, 5.757575757575758]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.037383177570093, 1.3177570093457944, 6.0, 5.944444444444444]"
62,2019-06-07,20190607HTNC0,"[0, 0, 4.909090909090909, 1.3636363636363635, 0.8571428571428571, 0.5789473684210527]","[0, 0, 5.90625, 1.6875, 1.0, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7125000000000004, 1.3125, 2.0, 0.888888888888889]","[0, 0, 1.4210526315789473, 0.7894736842105263, 4.0, 0.9047619047619048]","[0, 0, 2.7, 1.3499999999999999, 1.25, 3.3333333333333335]","[0, 0, 5.9491525423728815, 2.0338983050847457, 1.6666666666666667, 0.9833333333333334]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.1739130434782608, 0.9565217391304348, 5.75, 1.0454545454545454]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.2131147540983607, 0.8360655737704918, 5.75, 1.196078431372549]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.7922077922077921, 1.8125, 0.9506172839506173]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.456310679611651, 1.3834951456310678, 2.85, 5.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[1, 0, 5.246445497630332, 1.6919431279620853, 2.037037037037037, 5.861111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.037383177570093, 1.3177570093457944, 6.0, 5.944444444444444]"
63,2019-06-08,20190608HTNC0,"[0, 0, 4.909090909090909, 1.3636363636363635, 0.8571428571428571, 0.5789473684210527]","[1, 0, 6.319148936170213, 1.6808510638297873, 1.1666666666666667, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.228915662650603, 1.3734939759036144, 1.7142857142857142, 0.8924731182795699]","[0, 1, 2.4545454545454546, 0.9545454545454546, 5.0, 0.9166666666666666]","[0, 0, 2.7, 1.3499999999999999, 1.25, 3.3333333333333335]","[0, 1, 5.661290322580645, 1.9354838709677418, 1.75, 0.9841269841269842]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.1739130434782608, 0.9565217391304348, 5.75, 1.0454545454545454]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2131147540983607, 0.8360655737704918, 5.75, 1.196078431372549]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.7922077922077921, 1.8125, 0.9506172839506173]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.456310679611651, 1.3834951456310678, 2.85, 5.722222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.246445497630332, 1.6919431279620853, 2.037037037037037, 5.861111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.037383177570093, 1.3177570093457944, 6.0, 5.944444444444444]"
64,2019-06-09,20190609HTNC0,"[0, 1, 4.263157894736842, 1.3421052631578947, 0.875, 0.6333333333333333]","[0, 0, 6.319148936170213, 1.6808510638297873, 1.1666666666666667, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3734939759036144, 1.7142857142857142, 0.8924731182795699]","[0, 1, 2.16, 1.0799999999999998, 2.5, 0.925925925925926]","[0, 0, 2.7, 1.3499999999999999, 1.25, 3.3333333333333335]","[0, 0, 5.661290322580645, 1.9354838709677418, 1.75, 0.9841269841269842]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.1739130434782608, 0.9565217391304348, 5.75, 1.0454545454545454]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.53125, 0.890625, 6.0, 1.1851851851851851]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.7922077922077921, 1.8125, 0.9506172839506173]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[1, 0, 4.764705882352941, 1.425339366515837, 2.32, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.246445497630332, 1.6919431279620853, 2.037037037037037, 5.861111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.037383177570093, 1.3177570093457944, 6.0, 5.944444444444444]"
65,2019-06-11,20190611SSHT0,"[0, 0, 4.263157894736842, 1.3421052631578947, 0.875, 0.6333333333333333]","[0, 0, 6.319148936170213, 1.6808510638297873, 1.1666666666666667, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3734939759036144, 1.7142857142857142, 0.8924731182795699]","[0, 0, 2.16, 1.0799999999999998, 2.5, 0.925925925925926]","[1, 0, 3.1153846153846154, 1.3846153846153848, 1.2222222222222223, 3.4666666666666663]","[0, 1, 5.4, 1.8923076923076922, 1.75, 0.9848484848484849]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.125, 0.9583333333333334, 5.75, 1.0434782608695652]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.53125, 0.890625, 6.0, 1.1851851851851851]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.7922077922077921, 1.8125, 0.9506172839506173]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.764705882352941, 1.425339366515837, 2.32, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.246445497630332, 1.6919431279620853, 2.037037037037037, 5.861111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.037383177570093, 1.3177570093457944, 6.0, 5.944444444444444]"
66,2019-06-12,20190612SSHT0,"[0, 1, 3.951219512195122, 1.3170731707317074, 0.875, 0.6507936507936508]","[0, 0, 6.319148936170213, 1.6808510638297873, 1.1666666666666667, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3734939759036144, 1.7142857142857142, 0.8924731182795699]","[0, 1, 1.9285714285714284, 1.0714285714285714, 2.0, 0.9333333333333333]","[0, 0, 3.1153846153846154, 1.3846153846153848, 1.2222222222222223, 3.4666666666666663]","[0, 0, 5.4, 1.8923076923076922, 1.75, 0.9848484848484849]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.125, 0.9583333333333334, 5.75, 1.0434782608695652]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4923076923076923, 0.8769230769230769, 6.0, 1.1403508771929824]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.155844155844156, 1.7922077922077921, 1.8125, 0.9506172839506173]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.764705882352941, 1.425339366515837, 2.32, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[0, 0, 5.246445497630332, 1.6919431279620853, 2.037037037037037, 5.861111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.906382978723404, 1.3276595744680852, 5.2, 6.0256410256410255]"
67,2019-06-13,20190613SSHT0,"[0, 0, 3.951219512195122, 1.3170731707317074, 0.875, 0.6507936507936508]","[0, 0, 6.319148936170213, 1.6808510638297873, 1.1666666666666667, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3734939759036144, 1.7142857142857142, 0.8924731182795699]","[0, 1, 1.7419354838709677, 0.9677419354838709, 2.3333333333333335, 0.9393939393939394]","[0, 0, 3.1153846153846154, 1.3846153846153848, 1.2222222222222223, 3.4666666666666663]","[0, 0, 5.4, 1.8923076923076922, 1.75, 0.9848484848484849]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.125, 0.9583333333333334, 5.75, 1.0434782608695652]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4923076923076923, 0.8769230769230769, 6.0, 1.1403508771929824]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.927710843373494, 1.7349397590361446, 1.7058823529411764, 0.9880952380952381]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.764705882352941, 1.425339366515837, 2.32, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.1707317073170733, 1.3333333333333333, 1.3666666666666667]","[0, 0, 9.0, 1.8, 1.5, 1.25]","[1, 0, 4.771551724137931, 1.6293103448275863, 2.206896551724138, 5.948717948717948]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.906382978723404, 1.3276595744680852, 5.2, 6.0256410256410255]"
68,2019-06-15,20190615HTLT0,"[0, 0, 3.951219512195122, 1.3170731707317074, 0.875, 0.6507936507936508]","[0, 0, 6.319148936170213, 1.6808510638297873, 1.1666666666666667, 5.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3734939759036144, 1.7142857142857142, 0.8924731182795699]","[0, 0, 1.7419354838709677, 0.9677419354838709, 2.3333333333333335, 0.9393939393939394]","[0, 0, 3.1153846153846154, 1.3846153846153848, 1.2222222222222223, 3.4666666666666663]","[0, 0, 5.4, 1.8923076923076922, 1.75, 0.9848484848484849]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.125, 0.9583333333333334, 5.75, 1.0434782608695652]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4923076923076923, 0.8769230769230769, 6.0, 1.1403508771929824]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.7349397590361446, 1.7058823529411764, 0.9880952380952381]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[1, 0, 4.878151260504201, 1.46218487394958, 2.3214285714285716, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 1, 12.375, 2.25, 0.625, 1.6]","[0, 0, 4.771551724137931, 1.6293103448275863, 2.206896551724138, 5.948717948717948]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.906382978723404, 1.3276595744680852, 5.2, 6.0256410256410255]"
69,2019-06-16,20190616HTLT0,"[0, 1, 3.8571428571428568, 1.4285714285714286, 1.0, 0.6363636363636364]","[0, 1, 6.113207547169812, 1.6981132075471699, 1.28, 5.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3734939759036144, 1.7142857142857142, 0.8924731182795699]","[0, 1, 1.5428571428571427, 0.942857142857143, 2.6666666666666665, 0.9722222222222222]","[0, 0, 3.1153846153846154, 1.3846153846153848, 1.2222222222222223, 3.4666666666666663]","[1, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.125, 0.9583333333333334, 5.75, 1.0434782608695652]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4923076923076923, 0.8769230769230769, 6.0, 1.1403508771929824]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.7349397590361446, 1.7058823529411764, 0.9880952380952381]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.878151260504201, 1.46218487394958, 2.3214285714285716, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 1, 11.0, 2.0, 0.875, 1.5]","[0, 0, 4.771551724137931, 1.6293103448275863, 2.206896551724138, 5.948717948717948]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.906382978723404, 1.3276595744680852, 5.2, 6.0256410256410255]"
70,2019-06-18,20190618SKHT0,"[0, 0, 3.8571428571428568, 1.4285714285714286, 1.0, 0.6363636363636364]","[0, 0, 6.113207547169812, 1.6981132075471699, 1.28, 5.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3734939759036144, 1.7142857142857142, 0.8924731182795699]","[0, 0, 1.5428571428571427, 0.942857142857143, 2.6666666666666665, 0.9722222222222222]","[0, 0, 3.1153846153846154, 1.3846153846153848, 1.2222222222222223, 3.4666666666666663]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.08, 1.0, 5.75, 1.0416666666666667]","[0, 0, 6.381818181818182, 2.0727272727272728, 0.8571428571428571, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 0.942857142857143, 5.2, 1.1666666666666665]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.7349397590361446, 1.7058823529411764, 0.9880952380952381]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.878151260504201, 1.46218487394958, 2.3214285714285716, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 11.0, 2.0, 0.875, 1.5]","[0, 0, 4.771551724137931, 1.6293103448275863, 2.206896551724138, 5.948717948717948]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.8418972332015815, 1.3636363636363638, 5.25, 6.023809523809524]"
71,2019-06-19,20190619SKHT0,"[0, 0, 3.8571428571428568, 1.4285714285714286, 1.0, 0.6363636363636364]","[0, 0, 6.113207547169812, 1.6981132075471699, 1.28, 5.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3734939759036144, 1.7142857142857142, 0.8924731182795699]","[0, 1, 1.4594594594594597, 0.8918918918918919, 3.0, 0.9487179487179488]","[0, 0, 3.1153846153846154, 1.3846153846153848, 1.2222222222222223, 3.4666666666666663]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 0, 1.08, 1.0, 5.75, 1.0416666666666667]","[0, 1, 7.363636363636363, 2.181818181818182, 0.8, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 0.942857142857143, 5.2, 1.1666666666666665]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.7349397590361446, 1.7058823529411764, 0.9880952380952381]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.878151260504201, 1.46218487394958, 2.3214285714285716, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 11.0, 2.0, 0.875, 1.5]","[1, 0, 4.570866141732283, 1.5708661417322833, 2.129032258064516, 6.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8418972332015815, 1.3636363636363638, 5.25, 6.023809523809524]"
72,2019-06-20,20190620SKHT0,"[0, 1, 3.7674418604651163, 1.4651162790697674, 1.0, 0.6231884057971014]","[1, 0, 6.666666666666666, 1.7592592592592593, 1.3076923076923077, 4.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.3734939759036144, 1.7142857142857142, 0.8924731182795699]","[0, 0, 1.4594594594594597, 0.8918918918918919, 3.0, 0.9487179487179488]","[0, 0, 3.1153846153846154, 1.3846153846153848, 1.2222222222222223, 3.4666666666666663]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.0384615384615385, 0.9615384615384616, 5.75, 1.04]","[0, 0, 7.363636363636363, 2.181818181818182, 0.8, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.5890410958904106, 0.904109589041096, 5.4, 1.1587301587301586]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.7349397590361446, 1.7058823529411764, 0.9880952380952381]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[0, 0, 4.878151260504201, 1.46218487394958, 2.3214285714285716, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 11.0, 2.0, 0.875, 1.5]","[0, 0, 4.570866141732283, 1.5708661417322833, 2.129032258064516, 6.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8418972332015815, 1.3636363636363638, 5.25, 6.023809523809524]"
73,2019-06-21,20190621HTLG0,"[0, 1, 3.6818181818181817, 1.4318181818181819, 1.0, 0.611111111111111]","[0, 0, 6.666666666666666, 1.7592592592592593, 1.3076923076923077, 4.909090909090909]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.875, 1.5, 1.0666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.5, 1.5, 0.875]","[0, 1, 1.3170731707317074, 0.8780487804878049, 3.0, 0.9761904761904762]","[0, 0, 3.1153846153846154, 1.3846153846153848, 1.2222222222222223, 3.4666666666666663]","[0, 0, 4.743243243243244, 1.7027027027027026, 2.0833333333333335, 1.0724637681159421]","[0, 0, 4.5, 1.6, 2.2, 2.5]","[0, 0, 4.5, 2.0, 0.5, 2.0]","[0, 1, 1.0, 0.9259259259259259, 6.0, 1.0384615384615385]","[0, 0, 7.363636363636363, 2.181818181818182, 0.8, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.04, 4.5, 1.1363636363636365]","[0, 0, 5.4, 1.5, 0.5, 3.3333333333333335]","[0, 0, 12.272727272727272, 1.6363636363636365, 2.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.892857142857143, 1.75, 1.6111111111111112, 0.9655172413793104]","[0, 0, 6.835443037974684, 1.5569620253164558, 0.9090909090909091, 3.761904761904762]","[1, 0, 5.042801556420233, 1.4474708171206225, 2.4827586206896552, 5.711111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.4318181818181819, 0.8, 1.3333333333333333]","[0, 0, 11.0, 2.0, 0.875, 1.5]","[0, 0, 4.570866141732283, 1.5708661417322833, 2.129032258064516, 6.047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 2.25, 0.625, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8418972332015815, 1.3636363636363638, 5.25, 6.023809523809524]"
