,date,game_key,이현호,강동연,박정준,윤명준,변진수,이동원,이형범,함덕주,박종기,윤수호,린드블럼,유재유,이영하,최원준,박치국,김민규,후랭코프,박신지,김호준,전창민,이교훈,이재민,배영수,권혁,김승회,장원준,최대성,이현승,이용찬,김강률,홍상삼,유희관,허준혁
80,2019-06-28,20190628LTOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 2.1, 1.4666666666666666, 1.6363636363636365, 0.8823529411764706]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8173076923076923, 1.153846153846154, 1.4166666666666667, 0.8455284552845528]","[0, 0, 3.13953488372093, 1.3953488372093024, 1.1578947368421053, 0.8958333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.9711538461538461, 5.764705882352941, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3618677042801557, 1.3424124513618676, 0.975609756097561, 6.1190476190476195]","[0, 0, 2.076923076923077, 1.2115384615384617, 2.5, 2.1666666666666665]","[0, 0, 4.590000000000001, 1.5, 2.7, 0.8771929824561404]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3540372670807455, 1.2484472049689441, 3.6923076923076925, 5.962962962962963]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.337209302325581, 1.3604651162790697, 1.1428571428571428, 1.3650793650793651]","[0, 0, 5.294117647058823, 1.2352941176470589, 3.0, 0.68]","[0, 1, 2.357142857142857, 1.1904761904761905, 2.769230769230769, 1.05]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 5.071823204419889, 1.558011049723757, 2.4761904761904763, 5.484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[1, 0, 3.235955056179775, 1.348314606741573, 1.5416666666666667, 5.933333333333334]","[0, 0, 0, 0, 0, 0]"
81,2019-06-29,20190629LTOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.3736263736263736, 1.5164835164835166, 1.6363636363636365, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8173076923076923, 1.153846153846154, 1.4166666666666667, 0.8455284552845528]","[0, 1, 3.033707865168539, 1.4157303370786516, 1.1, 0.898989898989899]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.9711538461538461, 5.764705882352941, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3618677042801557, 1.3424124513618676, 0.975609756097561, 6.1190476190476195]","[0, 1, 2.076923076923077, 1.2461538461538462, 1.7777777777777777, 2.4074074074074074]","[0, 1, 4.718446601941748, 1.5145631067961165, 2.8, 0.8803418803418804]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.0167597765363126, 1.1396648044692739, 4.076923076923077, 5.966666666666667]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.337209302325581, 1.3604651162790697, 1.1428571428571428, 1.3650793650793651]","[0, 1, 5.711538461538462, 1.2692307692307694, 3.0, 0.6666666666666666]","[0, 0, 2.357142857142857, 1.1904761904761905, 2.769230769230769, 1.05]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 5.071823204419889, 1.558011049723757, 2.4761904761904763, 5.484848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.235955056179775, 1.348314606741573, 1.5416666666666667, 5.933333333333334]","[0, 0, 0, 0, 0, 0]"
82,2019-06-30,20190630LTOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.3478260869565215, 1.5, 1.6363636363636365, 0.8518518518518519]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8173076923076923, 1.153846153846154, 1.4166666666666667, 0.8455284552845528]","[0, 1, 2.967032967032967, 1.4175824175824177, 1.0952380952380953, 0.892156862745098]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.9711538461538461, 5.764705882352941, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3618677042801557, 1.3424124513618676, 0.975609756097561, 6.1190476190476195]","[0, 0, 2.076923076923077, 1.2461538461538462, 1.7777777777777777, 2.4074074074074074]","[0, 1, 4.5420560747663545, 1.485981308411215, 3.0, 0.8916666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0167597765363126, 1.1396648044692739, 4.076923076923077, 5.966666666666667]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.337209302325581, 1.3604651162790697, 1.1428571428571428, 1.3650793650793651]","[0, 0, 5.711538461538462, 1.2692307692307694, 3.0, 0.6666666666666666]","[0, 1, 2.302325581395349, 1.186046511627907, 2.8461538461538463, 1.048780487804878]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[1, 0, 5.0201005025125625, 1.5376884422110555, 2.391304347826087, 5.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.235955056179775, 1.348314606741573, 1.5416666666666667, 5.933333333333334]","[0, 0, 0, 0, 0, 0]"
83,2019-07-02,20190702OBWO0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.2736842105263158, 1.4526315789473683, 1.6363636363636365, 0.8558558558558559]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8173076923076923, 1.153846153846154, 1.4166666666666667, 0.8455284552845528]","[0, 0, 2.967032967032967, 1.4175824175824177, 1.0952380952380953, 0.892156862745098]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.9711538461538461, 5.764705882352941, 6.5]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6958174904942966, 1.403041825095057, 0.9545454545454546, 5.844444444444445]","[0, 1, 1.8243243243243243, 1.135135135135135, 2.0, 2.466666666666667]","[0, 1, 4.706422018348624, 1.513761467889908, 2.727272727272727, 0.8861788617886179]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0167597765363126, 1.1396648044692739, 4.076923076923077, 5.966666666666667]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.337209302325581, 1.3604651162790697, 1.1428571428571428, 1.3650793650793651]","[0, 0, 5.711538461538462, 1.2692307692307694, 3.0, 0.6666666666666666]","[0, 1, 2.25, 1.2272727272727273, 2.7142857142857144, 1.0476190476190477]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 5.0201005025125625, 1.5376884422110555, 2.391304347826087, 5.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.235955056179775, 1.348314606741573, 1.5416666666666667, 5.933333333333334]","[0, 0, 0, 0, 0, 0]"
84,2019-07-03,20190703OBWO0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 2.2736842105263158, 1.4526315789473683, 1.6363636363636365, 0.8558558558558559]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0186915887850465, 1.177570093457944, 1.4166666666666667, 0.8492063492063492]","[0, 0, 2.967032967032967, 1.4175824175824177, 1.0952380952380953, 0.892156862745098]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.9459459459459458, 0.9369369369369369, 5.833333333333333, 6.529411764705882]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6958174904942966, 1.403041825095057, 0.9545454545454546, 5.844444444444445]","[0, 0, 1.8243243243243243, 1.135135135135135, 2.0, 2.466666666666667]","[0, 0, 4.706422018348624, 1.513761467889908, 2.727272727272727, 0.8861788617886179]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0167597765363126, 1.1396648044692739, 4.076923076923077, 5.966666666666667]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.337209302325581, 1.3604651162790697, 1.1428571428571428, 1.3650793650793651]","[0, 0, 5.711538461538462, 1.2692307692307694, 3.0, 0.6666666666666666]","[0, 0, 2.25, 1.2272727272727273, 2.7142857142857144, 1.0476190476190477]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 5.0201005025125625, 1.5376884422110555, 2.391304347826087, 5.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.235955056179775, 1.348314606741573, 1.5416666666666667, 5.933333333333334]","[0, 0, 0, 0, 0, 0]"
85,2019-07-04,20190704OBWO0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 2.2736842105263158, 1.4526315789473683, 1.6363636363636365, 0.8558558558558559]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9636363636363636, 1.2000000000000002, 1.5, 0.8527131782945736]","[0, 1, 2.934782608695652, 1.467391304347826, 1.0909090909090908, 0.8761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9459459459459458, 0.9369369369369369, 5.833333333333333, 6.529411764705882]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6958174904942966, 1.403041825095057, 0.9545454545454546, 5.844444444444445]","[0, 1, 1.753246753246753, 1.0909090909090908, 2.111111111111111, 2.3333333333333335]","[0, 0, 4.706422018348624, 1.513761467889908, 2.727272727272727, 0.8861788617886179]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0167597765363126, 1.1396648044692739, 4.076923076923077, 5.966666666666667]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.337209302325581, 1.3604651162790697, 1.1428571428571428, 1.3650793650793651]","[0, 0, 5.711538461538462, 1.2692307692307694, 3.0, 0.6666666666666666]","[0, 0, 2.25, 1.2272727272727273, 2.7142857142857144, 1.0476190476190477]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 5.0201005025125625, 1.5376884422110555, 2.391304347826087, 5.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[1, 0, 3.09375, 1.3125, 1.6, 6.0]","[0, 0, 0, 0, 0, 0]"
86,2019-07-05,20190705SKOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.204081632653061, 1.4387755102040818, 1.7272727272727273, 0.8596491228070174]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9636363636363636, 1.2000000000000002, 1.5, 0.8527131782945736]","[0, 0, 2.934782608695652, 1.467391304347826, 1.0909090909090908, 0.8761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9459459459459458, 0.9369369369369369, 5.833333333333333, 6.529411764705882]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6958174904942966, 1.403041825095057, 0.9545454545454546, 5.844444444444445]","[0, 0, 1.753246753246753, 1.0909090909090908, 2.111111111111111, 2.3333333333333335]","[0, 0, 4.706422018348624, 1.513761467889908, 2.727272727272727, 0.8861788617886179]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.4105263157894736, 1.2, 4.0, 5.757575757575758]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.157303370786517, 1.348314606741573, 1.1428571428571428, 1.3484848484848486]","[0, 1, 5.711538461538462, 1.326923076923077, 2.4, 0.6419753086419753]","[0, 0, 2.25, 1.2272727272727273, 2.7142857142857144, 1.0476190476190477]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 5.0201005025125625, 1.5376884422110555, 2.391304347826087, 5.527777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.09375, 1.3125, 1.6, 6.0]","[0, 0, 0, 0, 0, 0]"
87,2019-07-06,20190706SKOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.0970873786407767, 1.3689320388349513, 1.7272727272727273, 0.8803418803418804]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9636363636363636, 1.2000000000000002, 1.5, 0.8527131782945736]","[0, 0, 2.934782608695652, 1.467391304347826, 1.0909090909090908, 0.8761904761904762]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9459459459459458, 0.9369369369369369, 5.833333333333333, 6.529411764705882]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6958174904942966, 1.403041825095057, 0.9545454545454546, 5.844444444444445]","[0, 1, 1.7307692307692306, 1.1538461538461537, 2.2222222222222223, 2.1666666666666665]","[0, 0, 4.706422018348624, 1.513761467889908, 2.727272727272727, 0.8861788617886179]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4105263157894736, 1.2, 4.0, 5.757575757575758]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.157303370786517, 1.348314606741573, 1.1428571428571428, 1.3484848484848486]","[0, 0, 5.711538461538462, 1.326923076923077, 2.4, 0.6419753086419753]","[0, 0, 2.25, 1.2272727272727273, 2.7142857142857144, 1.0476190476190477]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[1, 0, 4.728110599078341, 1.534562211981567, 2.1923076923076925, 5.564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.09375, 1.3125, 1.6, 6.0]","[0, 0, 0, 0, 0, 0]"
88,2019-07-07,20190707SKOB0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.0377358490566038, 1.3301886792452828, 1.7272727272727273, 0.8833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8620689655172413, 1.163793103448276, 1.5833333333333333, 0.8787878787878788]","[0, 1, 2.872340425531915, 1.4680851063829787, 1.0869565217391304, 0.8703703703703703]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9459459459459458, 0.9369369369369369, 5.833333333333333, 6.529411764705882]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7877697841726614, 1.3920863309352518, 1.0, 5.791666666666667]","[0, 1, 1.6666666666666665, 1.1851851851851851, 2.2, 2.076923076923077]","[0, 1, 4.580357142857143, 1.5267857142857142, 2.5833333333333335, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4105263157894736, 1.2, 4.0, 5.757575757575758]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.157303370786517, 1.348314606741573, 1.1428571428571428, 1.3484848484848486]","[0, 1, 5.60377358490566, 1.3018867924528301, 2.4, 0.630952380952381]","[0, 0, 2.25, 1.2272727272727273, 2.7142857142857144, 1.0476190476190477]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.728110599078341, 1.534562211981567, 2.1923076923076925, 5.564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.09375, 1.3125, 1.6, 6.0]","[0, 0, 0, 0, 0, 0]"
89,2019-07-09,20190709OBLG0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 2.0377358490566038, 1.3301886792452828, 1.7272727272727273, 0.8833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.163793103448276, 1.5833333333333333, 0.8787878787878788]","[0, 1, 2.8421052631578947, 1.4526315789473683, 1.1304347826086956, 0.8558558558558559]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.8907563025210083, 0.8991596638655462, 6.222222222222222, 6.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7877697841726614, 1.3920863309352518, 1.0, 5.791666666666667]","[0, 0, 1.6666666666666665, 1.1851851851851851, 2.2, 2.076923076923077]","[0, 0, 4.580357142857143, 1.5267857142857142, 2.5833333333333335, 0.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4105263157894736, 1.2, 4.0, 5.757575757575758]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.157303370786517, 1.348314606741573, 1.1428571428571428, 1.3484848484848486]","[0, 1, 5.5, 1.2777777777777777, 2.4, 0.6206896551724138]","[0, 1, 2.659090909090909, 1.2727272727272727, 2.7142857142857144, 1.0232558139534884]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.728110599078341, 1.534562211981567, 2.1923076923076925, 5.564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.09375, 1.3125, 1.6, 6.0]","[0, 0, 0, 0, 0, 0]"
90,2019-07-11,20190711OBLG0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 0, 2.0377358490566038, 1.3301886792452828, 1.7272727272727273, 0.8833333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7704918032786887, 1.1311475409836067, 1.4615384615384615, 0.9037037037037037]","[0, 0, 2.8421052631578947, 1.4526315789473683, 1.1304347826086956, 0.8558558558558559]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8907563025210083, 0.8991596638655462, 6.222222222222222, 6.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7877697841726614, 1.3920863309352518, 1.0, 5.791666666666667]","[0, 0, 1.6666666666666665, 1.1851851851851851, 2.2, 2.076923076923077]","[0, 1, 4.347457627118644, 1.4745762711864405, 2.5833333333333335, 0.9147286821705427]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4105263157894736, 1.2, 4.0, 5.757575757575758]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.157303370786517, 1.348314606741573, 1.1428571428571428, 1.3484848484848486]","[0, 0, 5.5, 1.2777777777777777, 2.4, 0.6206896551724138]","[0, 0, 2.659090909090909, 1.2727272727272727, 2.7142857142857144, 1.0232558139534884]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.728110599078341, 1.534562211981567, 2.1923076923076925, 5.564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[1, 0, 3.0, 1.303921568627451, 1.5, 6.0]","[0, 0, 0, 0, 0, 0]"
91,2019-07-12,20190712OBLT0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 2.0, 1.3055555555555556, 1.7272727272727273, 0.8780487804878049]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7704918032786887, 1.1311475409836067, 1.4615384615384615, 0.9037037037037037]","[0, 0, 2.8421052631578947, 1.4526315789473683, 1.1304347826086956, 0.8558558558558559]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8907563025210083, 0.8991596638655462, 6.222222222222222, 6.611111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7877697841726614, 1.3920863309352518, 1.0, 5.791666666666667]","[0, 0, 1.6666666666666665, 1.1851851851851851, 2.2, 2.076923076923077]","[0, 1, 4.137096774193548, 1.4274193548387095, 2.5833333333333335, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4105263157894736, 1.2, 4.0, 5.757575757575758]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.157303370786517, 1.348314606741573, 1.1428571428571428, 1.3484848484848486]","[0, 0, 5.5, 1.2777777777777777, 2.4, 0.6206896551724138]","[0, 0, 2.659090909090909, 1.2727272727272727, 2.7142857142857144, 1.0232558139534884]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[1, 0, 4.764705882352941, 1.512605042016807, 2.0714285714285716, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.0, 1.303921568627451, 1.5, 6.0]","[0, 0, 0, 0, 0, 0]"
92,2019-07-13,20190713OBLT0,"[0, 0, 4.2110091743119265, 1.5963302752293578, 1.5, 2.4222222222222225]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 2.0, 0.0, 1.0]","[0, 1, 1.9636363636363636, 1.281818181818182, 1.7272727272727273, 0.8730158730158729]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.728, 1.1280000000000001, 1.4615384615384615, 0.9057971014492753]","[0, 1, 3.0306122448979593, 1.4387755102040818, 1.173913043478261, 0.8596491228070174]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8907563025210083, 0.8991596638655462, 6.222222222222222, 6.611111111111111]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.922297297297297, 1.3986486486486487, 1.0416666666666667, 5.803921568627452]","[0, 0, 1.6666666666666665, 1.1851851851851851, 2.2, 2.076923076923077]","[0, 0, 4.137096774193548, 1.4274193548387095, 2.5833333333333335, 0.9393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4105263157894736, 1.2, 4.0, 5.757575757575758]","[0, 0, 0.0, 10, 0.0, 0.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.157303370786517, 1.348314606741573, 1.1428571428571428, 1.3484848484848486]","[0, 0, 5.5, 1.2777777777777777, 2.4, 0.6206896551724138]","[0, 0, 2.659090909090909, 1.2727272727272727, 2.7142857142857144, 1.0232558139534884]","[0, 0, 10.8, 3.5999999999999996, 1.0, 0.33333333333333337]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 0.5, 2, 0.8]","[0, 0, 4.764705882352941, 1.512605042016807, 2.0714285714285716, 5.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.588235294117647, 1.25, 2.8333333333333335]","[0, 0, 3.0, 1.303921568627451, 1.5, 6.0]","[0, 0, 0, 0, 0, 0]"
