,date,game_key,문성현,양현,윤영삼,김동준,한현희,신재영,조상우,조덕길,손동욱,이상민,이영준,하영민,최원태,임규빈,김선기,서의태,이찬석,브리검,양기현,김재웅,이승호,김성민,안우진,박주성,요키시,조영건,윤정현,오주원,이보근,김상수
79,2019-06-25,20190625HTWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.3499999999999999, 3.0, 1.1111111111111112]","[0, 0, 3.0857142857142854, 1.2571428571428571, 3.25, 1.09375]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 0, 3.896907216494845, 1.4845360824742266, 2.0, 0.9238095238095239]","[0, 0, 6.517241379310345, 1.7586206896551726, 6.0, 1.380952380952381]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.392344497607655, 1.3636363636363635, 3.0588235294117645, 5.3589743589743595]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.9861751152073737, 1.2027649769585254, 2.409090909090909, 5.564102564102564]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.92, 1.48, 1.8, 5.769230769230769]","[0, 1, 1.8529411764705883, 1.0294117647058822, 3.25, 1.1333333333333333]","[0, 0, 4.930434782608696, 1.434782608695652, 2.4285714285714284, 5.897435897435898]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.1595744680851063, 1.0957446808510638, 4.0, 6.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6265060240963856, 1.1204819277108433, 4.8, 0.9540229885057472]","[0, 1, 18.9, 2.85, 2.3333333333333335, 0.7407407407407408]","[0, 0, 2.927710843373494, 1.4096385542168675, 2.8181818181818183, 0.8137254901960784]"
80,2019-06-26,20190626HTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3499999999999999, 3.0, 1.1111111111111112]","[0, 1, 3.25, 1.2777777777777777, 3.25, 1.0909090909090908]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 0, 3.896907216494845, 1.4845360824742266, 2.0, 0.9238095238095239]","[0, 0, 6.517241379310345, 1.7586206896551726, 6.0, 1.380952380952381]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.392344497607655, 1.3636363636363635, 3.0588235294117645, 5.3589743589743595]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9861751152073737, 1.2027649769585254, 2.409090909090909, 5.564102564102564]","[0, 1, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.92, 1.48, 1.8, 5.769230769230769]","[0, 0, 1.8529411764705883, 1.0294117647058822, 3.25, 1.1333333333333333]","[1, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.1595744680851063, 1.0957446808510638, 4.0, 6.266666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6265060240963856, 1.1204819277108433, 4.8, 0.9540229885057472]","[0, 1, 16.434782608695652, 2.608695652173913, 2.3333333333333335, 0.7666666666666667]","[0, 0, 2.927710843373494, 1.4096385542168675, 2.8181818181818183, 0.8137254901960784]"
81,2019-06-27,20190627HTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3499999999999999, 3.0, 1.1111111111111112]","[0, 0, 3.25, 1.2777777777777777, 3.25, 1.0909090909090908]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 1, 3.7800000000000002, 1.44, 2.2, 0.925925925925926]","[0, 0, 6.517241379310345, 1.7586206896551726, 6.0, 1.380952380952381]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.392344497607655, 1.3636363636363635, 3.0588235294117645, 5.3589743589743595]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9861751152073737, 1.2027649769585254, 2.409090909090909, 5.564102564102564]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.92, 1.48, 1.8, 5.769230769230769]","[0, 0, 1.8529411764705883, 1.0294117647058822, 3.25, 1.1333333333333333]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[1, 0, 3.0498338870431896, 1.106312292358804, 3.909090909090909, 6.270833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.569767441860465, 1.0813953488372092, 5.0, 0.9555555555555556]","[0, 0, 16.434782608695652, 2.608695652173913, 2.3333333333333335, 0.7666666666666667]","[0, 1, 3.176470588235294, 1.4470588235294117, 2.909090909090909, 0.8095238095238095]"
82,2019-06-28,20190628WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3499999999999999, 3.0, 1.1111111111111112]","[0, 0, 3.25, 1.2777777777777777, 3.25, 1.0909090909090908]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 1, 3.669902912621359, 1.3980582524271843, 2.2666666666666666, 0.927927927927928]","[0, 0, 6.517241379310345, 1.7586206896551726, 6.0, 1.380952380952381]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.400881057268722, 1.4008810572687225, 3.0526315789473686, 5.404761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9861751152073737, 1.2027649769585254, 2.409090909090909, 5.564102564102564]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.92, 1.48, 1.8, 5.769230769230769]","[0, 0, 1.8529411764705883, 1.0294117647058822, 3.25, 1.1333333333333333]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.0498338870431896, 1.106312292358804, 3.909090909090909, 6.270833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5168539325842696, 1.044943820224719, 5.2, 0.956989247311828]","[0, 0, 16.434782608695652, 2.608695652173913, 2.3333333333333335, 0.7666666666666667]","[0, 1, 3.068181818181818, 1.4318181818181819, 3.090909090909091, 0.8148148148148148]"
83,2019-06-30,20190630WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3499999999999999, 3.0, 1.1111111111111112]","[0, 0, 3.25, 1.2777777777777777, 3.25, 1.0909090909090908]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 1, 3.5327102803738315, 1.3457943925233646, 2.3333333333333335, 0.9385964912280701]","[0, 0, 6.517241379310345, 1.7586206896551726, 6.0, 1.380952380952381]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.400881057268722, 1.4008810572687225, 3.0526315789473686, 5.404761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.987234042553191, 1.2127659574468086, 2.36, 5.595238095238095]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.92, 1.48, 1.8, 5.769230769230769]","[0, 1, 2.0571428571428574, 1.0571428571428572, 2.888888888888889, 1.1290322580645162]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.0498338870431896, 1.106312292358804, 3.909090909090909, 6.270833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.467391304347826, 1.0108695652173914, 5.4, 0.9583333333333334]","[0, 0, 16.434782608695652, 2.608695652173913, 2.3333333333333335, 0.7666666666666667]","[0, 1, 3.3, 1.5, 2.6923076923076925, 0.8108108108108109]"
84,2019-07-02,20190702OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.3499999999999999, 3.0, 1.1111111111111112]","[0, 0, 3.25, 1.2777777777777777, 3.25, 1.0909090909090908]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 1, 3.436363636363636, 1.3363636363636364, 2.25, 0.9401709401709402]","[0, 0, 6.517241379310345, 1.7586206896551726, 6.0, 1.380952380952381]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.400881057268722, 1.4008810572687225, 3.0526315789473686, 5.404761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.987234042553191, 1.2127659574468086, 2.36, 5.595238095238095]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 0, 2.0571428571428574, 1.0571428571428572, 2.888888888888889, 1.1290322580645162]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.0498338870431896, 1.106312292358804, 3.909090909090909, 6.270833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.4210526315789473, 0.9789473684210526, 5.8, 0.9595959595959597]","[0, 0, 16.434782608695652, 2.608695652173913, 2.3333333333333335, 0.7666666666666667]","[0, 1, 3.1935483870967745, 1.5161290322580645, 2.6923076923076925, 0.8157894736842105]"
85,2019-07-03,20190703OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.3478260869565215, 1.3043478260869565, 3.5, 1.0952380952380953]","[0, 0, 3.25, 1.2777777777777777, 3.25, 1.0909090909090908]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 0, 3.436363636363636, 1.3363636363636364, 2.25, 0.9401709401709402]","[0, 0, 6.517241379310345, 1.7586206896551726, 6.0, 1.380952380952381]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.400881057268722, 1.4008810572687225, 3.0526315789473686, 5.404761904761905]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.987234042553191, 1.2127659574468086, 2.36, 5.595238095238095]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 0, 2.0571428571428574, 1.0571428571428572, 2.888888888888889, 1.1290322580645162]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[1, 0, 2.962382445141066, 1.0815047021943573, 3.869565217391304, 6.254901960784314]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.9789473684210526, 5.8, 0.9595959595959597]","[0, 1, 14.538461538461538, 2.4230769230769234, 2.3333333333333335, 0.7878787878787878]","[0, 0, 3.1935483870967745, 1.5161290322580645, 2.6923076923076925, 0.8157894736842105]"
86,2019-07-04,20190704OBWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.3043478260869565, 3.5, 1.0952380952380953]","[0, 1, 3.823008849557522, 1.3274336283185841, 3.75, 1.1078431372549018]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 0, 3.436363636363636, 1.3363636363636364, 2.25, 0.9401709401709402]","[0, 0, 6.517241379310345, 1.7586206896551726, 6.0, 1.380952380952381]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.297959183673469, 1.383673469387755, 2.9523809523809526, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.987234042553191, 1.2127659574468086, 2.36, 5.595238095238095]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 1, 2.0, 1.0277777777777777, 3.0, 1.125]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 2.962382445141066, 1.0815047021943573, 3.869565217391304, 6.254901960784314]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.4210526315789473, 0.9789473684210526, 5.8, 0.9595959595959597]","[0, 0, 14.538461538461538, 2.4230769230769234, 2.3333333333333335, 0.7878787878787878]","[0, 0, 3.1935483870967745, 1.5161290322580645, 2.6923076923076925, 0.8157894736842105]"
87,2019-07-05,20190705LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 1.153846153846154, 4.0, 1.0833333333333333]","[0, 0, 3.823008849557522, 1.3274336283185841, 3.75, 1.1078431372549018]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 0, 3.436363636363636, 1.3363636363636364, 2.25, 0.9401709401709402]","[1, 0, 4.609756097560976, 1.3902439024390245, 5.0, 1.7083333333333333]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.297959183673469, 1.383673469387755, 2.9523809523809526, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.987234042553191, 1.2127659574468086, 2.36, 5.595238095238095]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 0, 2.0, 1.0277777777777777, 3.0, 1.125]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 2.962382445141066, 1.0815047021943573, 3.869565217391304, 6.254901960784314]","[0, 0, 0, 0, 0, 0]","[0, 1, 10, 10, 0.0, 0.0]","[0, 0, 1.4210526315789473, 0.9789473684210526, 5.8, 0.9595959595959597]","[0, 1, 13.03448275862069, 2.1724137931034484, 2.3333333333333335, 0.8055555555555555]","[0, 0, 3.1935483870967745, 1.5161290322580645, 2.6923076923076925, 0.8157894736842105]"
88,2019-07-06,20190706LTWO0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 1.153846153846154, 4.0, 1.0833333333333333]","[0, 0, 3.823008849557522, 1.3274336283185841, 3.75, 1.1078431372549018]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 1, 3.3451327433628317, 1.3008849557522124, 2.25, 0.9416666666666667]","[0, 0, 4.609756097560976, 1.3902439024390245, 5.0, 1.7083333333333333]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.31578947368421, 1.3157894736842106, 4.333333333333333, 1.0555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.297959183673469, 1.383673469387755, 2.9523809523809526, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.2399999999999998, 1.236, 2.259259259259259, 5.555555555555555]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 0, 2.0, 1.0277777777777777, 3.0, 1.125]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 2.962382445141066, 1.0815047021943573, 3.869565217391304, 6.254901960784314]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 1, 1.3775510204081634, 1.0102040816326532, 4.833333333333333, 0.9607843137254901]","[0, 0, 13.03448275862069, 2.1724137931034484, 2.3333333333333335, 0.8055555555555555]","[0, 1, 3.09375, 1.5, 2.6923076923076925, 0.8205128205128205]"
89,2019-07-07,20190707LTWO0,"[0, 0, 0, 0, 0, 0]","[1, 0, 1.8620689655172413, 1.2413793103448276, 4.5, 1.074074074074074]","[0, 0, 3.823008849557522, 1.3274336283185841, 3.75, 1.1078431372549018]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 1, 3.31578947368421, 1.3157894736842106, 2.3125, 0.926829268292683]","[0, 0, 4.609756097560976, 1.3902439024390245, 5.0, 1.7083333333333333]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7241379310344827, 1.3448275862068966, 4.333333333333333, 1.0175438596491226]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.297959183673469, 1.383673469387755, 2.9523809523809526, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.236, 2.259259259259259, 5.555555555555555]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 1, 1.9459459459459458, 1.054054054054054, 3.111111111111111, 1.121212121212121]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 2.962382445141066, 1.0815047021943573, 3.869565217391304, 6.254901960784314]","[0, 0, 0, 0, 0, 0]","[0, 0, 10, 10, 0.0, 0.0]","[0, 1, 1.3366336633663367, 0.9801980198019803, 4.833333333333333, 0.9619047619047618]","[0, 1, 10.8, 2.0571428571428574, 3.0, 0.8974358974358974]","[0, 1, 3.0, 1.4848484848484849, 2.5714285714285716, 0.825]"
90,2019-07-09,20190709WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.2413793103448276, 4.5, 1.074074074074074]","[0, 1, 3.9568965517241375, 1.3189655172413794, 3.75, 1.1047619047619046]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 0, 3.31578947368421, 1.3157894736842106, 2.3125, 0.926829268292683]","[0, 0, 4.609756097560976, 1.3902439024390245, 5.0, 1.7083333333333333]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 4.333333333333333, 1.0175438596491226]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.297959183673469, 1.383673469387755, 2.9523809523809526, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.236, 2.259259259259259, 5.555555555555555]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 0, 1.9459459459459458, 1.054054054054054, 3.111111111111111, 1.121212121212121]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[1, 0, 3.0176470588235293, 1.076470588235294, 3.72, 6.296296296296296]","[0, 0, 0, 0, 0, 0]","[0, 1, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.3366336633663367, 0.9801980198019803, 4.833333333333333, 0.9619047619047618]","[0, 0, 10.8, 2.0571428571428574, 3.0, 0.8974358974358974]","[0, 0, 3.0, 1.4848484848484849, 2.5714285714285716, 0.825]"
91,2019-07-11,20190711WOKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.2413793103448276, 4.5, 1.074074074074074]","[0, 0, 3.9568965517241375, 1.3189655172413794, 3.75, 1.1047619047619046]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 1, 3.6923076923076925, 1.358974358974359, 2.3125, 0.9285714285714286]","[1, 0, 3.8571428571428568, 1.3928571428571428, 3.4, 2.0740740740740744]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 4.333333333333333, 1.0175438596491226]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.297959183673469, 1.383673469387755, 2.9523809523809526, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.236, 2.259259259259259, 5.555555555555555]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 0, 1.9459459459459458, 1.054054054054054, 3.111111111111111, 1.121212121212121]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.0176470588235293, 1.076470588235294, 3.72, 6.296296296296296]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 1, 1.2980769230769231, 0.951923076923077, 4.833333333333333, 0.9629629629629629]","[0, 1, 10.216216216216218, 2.108108108108108, 3.3333333333333335, 0.880952380952381]","[0, 1, 2.9117647058823533, 1.4705882352941178, 2.533333333333333, 0.8292682926829268]"
92,2019-07-12,20190712WOSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.2413793103448276, 4.5, 1.074074074074074]","[0, 1, 3.762295081967213, 1.278688524590164, 3.4444444444444446, 1.1296296296296295]","[0, 0, 4.943661971830986, 1.436619718309859, 1.9444444444444444, 2.6296296296296298]","[0, 0, 3.6923076923076925, 1.358974358974359, 2.3125, 0.9285714285714286]","[0, 0, 3.8571428571428568, 1.3928571428571428, 3.4, 2.0740740740740744]","[0, 0, 3.75, 1.3333333333333333, 6.2, 1.0909090909090908]","[0, 0, 4.5, 1.5, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 4.333333333333333, 1.0175438596491226]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.297959183673469, 1.383673469387755, 2.9523809523809526, 5.444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.2, 1.2444444444444445, 2.5185185185185186, 5.625]","[0, 0, 9.0, 2.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.666666666666666, 1.4567901234567902, 1.84375, 5.785714285714286]","[0, 1, 1.8782608695652174, 1.0434782608695652, 3.0, 1.1274509803921569]","[0, 0, 4.738775510204081, 1.4448979591836735, 2.25, 5.833333333333334]","[0, 0, 6.0, 2.6666666666666665, 0.3333333333333333, 1.0]","[0, 0, 3.0176470588235293, 1.076470588235294, 3.72, 6.296296296296296]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 4.0, 1.0, 0.5]","[0, 0, 1.2980769230769231, 0.951923076923077, 4.833333333333333, 0.9629629629629629]","[0, 1, 9.45, 1.95, 3.6666666666666665, 0.888888888888889]","[0, 1, 2.8285714285714287, 1.4285714285714286, 2.6, 0.8333333333333334]"
