,date,game_key,박종훈,서진용,최진호,정영일,신동훈,소사,문승원,조영우,이승진,박민호,김택형,이재관,이케빈,김주한,이원준,산체스,김정우,조성훈,하재훈,백승건,최재성,채병용,정재원,윤희상,신재웅,박정배,박희수,김광현,백청훈,강지광,김태훈
82,2019-07-02,20190702LTSK0,"[0, 0, 3.432203389830508, 1.4872881355932202, 1.8571428571428572, 5.2444444444444445]","[0, 0, 3.190909090909091, 1.309090909090909, 4.166666666666667, 0.9401709401709402]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.235294117647059, 1.0588235294117647, 3.8, 5.666666666666667]","[0, 0, 3.6250000000000004, 1.125, 3.3125, 6.0]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 0, 3.155844155844156, 1.3246753246753247, 1.8571428571428572, 1.0694444444444444]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 27.0, 4.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.039568345323741, 1.0683453237410072, 3.9047619047619047, 6.177777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2857142857142856, 1.1142857142857143, 2.1052631578947367, 0.9722222222222222]","[0, 0, 1.2272727272727273, 1.090909090909091, 1.5, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 6.4799999999999995, 1.2, 4.0, 1.1111111111111112]","[0, 1, 0.0, 0.96, 1.5, 1.0416666666666667]","[0, 0, 2.7175324675324677, 1.3246753246753247, 4.681818181818182, 6.03921568627451]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.789473684210526, 1.1842105263157894, 2.7857142857142856, 1.0]"
83,2019-07-03,20190703LTSK0,"[0, 0, 3.432203389830508, 1.4872881355932202, 1.8571428571428572, 5.2444444444444445]","[0, 1, 3.0789473684210527, 1.263157894736842, 4.166666666666667, 0.95]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.304347826086956, 1.173913043478261, 4.166666666666667, 5.75]","[0, 0, 3.6250000000000004, 1.125, 3.3125, 6.0]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 1, 3.0375, 1.275, 1.8571428571428572, 1.0666666666666667]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 4.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.039568345323741, 1.0683453237410072, 3.9047619047619047, 6.177777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.25, 1.1111111111111112, 2.210526315789474, 0.972972972972973]","[0, 0, 1.2272727272727273, 1.090909090909091, 1.5, 1.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 6.4799999999999995, 1.2, 4.0, 1.1111111111111112]","[0, 0, 0.0, 0.96, 1.5, 1.0416666666666667]","[0, 0, 2.7175324675324677, 1.3246753246753247, 4.681818181818182, 6.03921568627451]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.9568965517241375, 1.2413793103448276, 2.6, 0.9914529914529914]"
84,2019-07-04,20190704LTSK0,"[0, 0, 3.432203389830508, 1.4872881355932202, 1.8571428571428572, 5.2444444444444445]","[0, 0, 3.0789473684210527, 1.263157894736842, 4.166666666666667, 0.95]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.173913043478261, 4.166666666666667, 5.75]","[1, 0, 4.144736842105264, 1.2236842105263157, 3.111111111111111, 5.846153846153846]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 1, 2.9634146341463414, 1.353658536585366, 1.8571428571428572, 1.0512820512820513]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 13.5, 2.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.039568345323741, 1.0683453237410072, 3.9047619047619047, 6.177777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2053571428571428, 1.0982142857142856, 2.263157894736842, 0.9824561403508772]","[0, 1, 1.125, 1.125, 1.75, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 6.4799999999999995, 1.2, 4.0, 1.1111111111111112]","[0, 0, 0.0, 0.96, 1.5, 1.0416666666666667]","[0, 0, 2.7175324675324677, 1.3246753246753247, 4.681818181818182, 6.03921568627451]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.9568965517241375, 1.2413793103448276, 2.6, 0.9914529914529914]"
85,2019-07-05,20190705SKOB0,"[1, 0, 3.3346613545816735, 1.4342629482071712, 1.9333333333333333, 5.229166666666667]","[0, 1, 3.0, 1.2307692307692308, 4.333333333333333, 0.9512195121951219]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.173913043478261, 4.166666666666667, 5.75]","[0, 0, 4.144736842105264, 1.2236842105263157, 3.111111111111111, 5.846153846153846]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 0, 2.9634146341463414, 1.353658536585366, 1.8571428571428572, 1.0512820512820513]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.1, 1.2, 2.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.039568345323741, 1.0683453237410072, 3.9047619047619047, 6.177777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2053571428571428, 1.0982142857142856, 2.263157894736842, 0.9824561403508772]","[0, 0, 1.125, 1.125, 1.75, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 6.4799999999999995, 1.2, 4.0, 1.1111111111111112]","[0, 1, 0.0, 0.9642857142857142, 2.0, 1.0370370370370372]","[0, 0, 2.7175324675324677, 1.3246753246753247, 4.681818181818182, 6.03921568627451]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.8571428571428568, 1.2100840336134455, 2.6, 0.9916666666666666]"
86,2019-07-06,20190706SKOB0,"[0, 0, 3.3346613545816735, 1.4342629482071712, 1.9333333333333333, 5.229166666666667]","[0, 1, 3.15, 1.275, 4.416666666666667, 0.9523809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.173913043478261, 4.166666666666667, 5.75]","[0, 0, 4.144736842105264, 1.2236842105263157, 3.111111111111111, 5.846153846153846]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 0, 2.9634146341463414, 1.353658536585366, 1.8571428571428572, 1.0512820512820513]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.039568345323741, 1.0683453237410072, 3.9047619047619047, 6.177777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1739130434782608, 1.1217391304347826, 2.25, 0.982905982905983]","[0, 0, 1.125, 1.125, 1.75, 1.1428571428571428]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 6.4799999999999995, 1.2, 4.0, 1.1111111111111112]","[0, 0, 0.0, 0.9642857142857142, 2.0, 1.0370370370370372]","[1, 0, 2.733128834355828, 1.352760736196319, 4.4, 6.037037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.8571428571428568, 1.2100840336134455, 2.6, 0.9916666666666666]"
87,2019-07-07,20190707SKOB0,"[0, 0, 3.3346613545816735, 1.4342629482071712, 1.9333333333333333, 5.229166666666667]","[0, 0, 3.15, 1.275, 4.416666666666667, 0.9523809523809523]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.304347826086956, 1.173913043478261, 4.166666666666667, 5.75]","[0, 0, 4.144736842105264, 1.2236842105263157, 3.111111111111111, 5.846153846153846]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 0, 2.9634146341463414, 1.353658536585366, 1.8571428571428572, 1.0512820512820513]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.1, 1.2, 2.0, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[1, 0, 1.9866220735785955, 1.0334448160535117, 3.7083333333333335, 6.229166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.1440677966101696, 1.11864406779661, 2.25, 0.9833333333333334]","[0, 1, 2.076923076923077, 1.5, 1.3333333333333333, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 1, 8.470588235294118, 1.411764705882353, 4.0, 1.0625]","[0, 1, 0.0, 1.0714285714285714, 2.0, 0.9333333333333333]","[0, 0, 2.733128834355828, 1.352760736196319, 4.4, 6.037037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.762295081967213, 1.2295081967213115, 2.4375, 0.991869918699187]"
88,2019-07-09,20190709SKHH0,"[0, 0, 3.3346613545816735, 1.4342629482071712, 1.9333333333333333, 5.229166666666667]","[0, 1, 3.0483870967741935, 1.2338709677419355, 4.416666666666667, 0.9612403100775194]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.142857142857142, 1.3214285714285714, 4.25, 5.6]","[0, 0, 4.144736842105264, 1.2236842105263157, 3.111111111111111, 5.846153846153846]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 0, 2.9634146341463414, 1.353658536585366, 1.8571428571428572, 1.0512820512820513]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 0.9230769230769231, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9866220735785955, 1.0334448160535117, 3.7083333333333335, 6.229166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1440677966101696, 1.11864406779661, 2.25, 0.9833333333333334]","[0, 0, 2.076923076923077, 1.5, 1.3333333333333333, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 8.470588235294118, 1.411764705882353, 4.0, 1.0625]","[0, 1, 0.0, 1.064516129032258, 2.0, 0.9393939393939394]","[0, 0, 2.733128834355828, 1.352760736196319, 4.4, 6.037037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.5859375, 1.21875, 2.6875, 1.0158730158730158]"
89,2019-07-11,20190711SKHH0,"[1, 0, 3.312267657992565, 1.41635687732342, 2.033333333333333, 5.2745098039215685]","[0, 1, 2.9763779527559056, 1.2047244094488188, 4.666666666666667, 0.9621212121212122]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.3214285714285714, 4.25, 5.6]","[0, 0, 4.144736842105264, 1.2236842105263157, 3.111111111111111, 5.846153846153846]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 1, 2.8588235294117648, 1.3058823529411765, 1.8571428571428572, 1.0493827160493827]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 0.9230769230769231, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9866220735785955, 1.0334448160535117, 3.7083333333333335, 6.229166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1440677966101696, 1.11864406779661, 2.25, 0.9833333333333334]","[0, 0, 2.076923076923077, 1.5, 1.3333333333333333, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 8.470588235294118, 1.411764705882353, 4.0, 1.0625]","[0, 0, 0.0, 1.064516129032258, 2.0, 0.9393939393939394]","[0, 0, 2.733128834355828, 1.352760736196319, 4.4, 6.037037037037037]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.5038167938931295, 1.2137404580152673, 2.75, 1.0155038759689923]"
90,2019-07-12,20190712WOSK0,"[0, 0, 3.312267657992565, 1.41635687732342, 2.033333333333333, 5.2745098039215685]","[0, 1, 2.907692307692308, 1.176923076923077, 4.666666666666667, 0.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.3214285714285714, 4.25, 5.6]","[0, 0, 4.144736842105264, 1.2236842105263157, 3.111111111111111, 5.846153846153846]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 0, 2.8588235294117648, 1.3058823529411765, 1.8571428571428572, 1.0493827160493827]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 0.9230769230769231, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9866220735785955, 1.0334448160535117, 3.7083333333333335, 6.229166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.1440677966101696, 1.11864406779661, 2.25, 0.9833333333333334]","[0, 1, 1.6875, 1.21875, 1.3333333333333333, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 8.470588235294118, 1.411764705882353, 4.0, 1.0625]","[0, 1, 0.0, 1.1470588235294117, 1.0, 0.9444444444444445]","[1, 0, 2.6531791907514455, 1.3265895953757225, 4.461538461538462, 6.070175438596491]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.5038167938931295, 1.2137404580152673, 2.75, 1.0155038759689923]"
91,2019-07-13,20190713WOSK0,"[0, 0, 3.312267657992565, 1.41635687732342, 2.033333333333333, 5.2745098039215685]","[0, 0, 2.907692307692308, 1.176923076923077, 4.666666666666667, 0.962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.142857142857142, 1.3214285714285714, 4.25, 5.6]","[0, 0, 4.144736842105264, 1.2236842105263157, 3.111111111111111, 5.846153846153846]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 1, 2.7613636363636367, 1.2954545454545454, 1.75, 1.0476190476190477]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 0.9230769230769231, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.235668789808917, 1.0987261146496814, 3.2758620689655173, 6.1568627450980395]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.361344537815126, 1.134453781512605, 2.3, 0.9674796747967479]","[0, 0, 1.6875, 1.21875, 1.3333333333333333, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 8.470588235294118, 1.411764705882353, 4.0, 1.0625]","[0, 1, 0.0, 1.054054054054054, 1.25, 0.9487179487179488]","[0, 0, 2.6531791907514455, 1.3265895953757225, 4.461538461538462, 6.070175438596491]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.425373134328358, 1.1865671641791045, 2.8125, 1.0151515151515151]"
92,2019-07-14,20190714WOSK0,"[0, 0, 3.312267657992565, 1.41635687732342, 2.033333333333333, 5.2745098039215685]","[0, 1, 2.885496183206107, 1.1908396946564885, 4.666666666666667, 0.9492753623188406]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.114285714285715, 1.2285714285714286, 4.666666666666667, 5.833333333333333]","[0, 0, 4.144736842105264, 1.2236842105263157, 3.111111111111111, 5.846153846153846]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 0, 2.7613636363636367, 1.2954545454545454, 1.75, 1.0476190476190477]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 0.9230769230769231, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.235668789808917, 1.0987261146496814, 3.2758620689655173, 6.1568627450980395]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.3170731707317074, 1.0975609756097562, 2.35, 0.9761904761904762]","[0, 0, 1.6875, 1.21875, 1.3333333333333333, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 8.470588235294118, 1.411764705882353, 4.0, 1.0625]","[0, 0, 0.0, 1.054054054054054, 1.25, 0.9487179487179488]","[0, 0, 2.6531791907514455, 1.3265895953757225, 4.461538461538462, 6.070175438596491]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.3503649635036497, 1.1824817518248176, 2.875, 1.0148148148148148]"
93,2019-07-16,20190716LGSK0,"[0, 0, 3.312267657992565, 1.41635687732342, 2.033333333333333, 5.2745098039215685]","[0, 1, 2.8636363636363638, 1.1818181818181819, 4.75, 0.9361702127659575]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 0.9818181818181819, 1.2222222222222223, 0.9649122807017543]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.2285714285714286, 4.666666666666667, 5.833333333333333]","[1, 0, 4.444444444444445, 1.2345679012345678, 3.5, 5.785714285714286]","[0, 0, 7.043478260869565, 1.9565217391304348, 1.75, 1.9166666666666667]","[0, 0, 7.9411764705882355, 1.6470588235294117, 1.3333333333333333, 1.1333333333333333]","[0, 0, 2.7613636363636367, 1.2954545454545454, 1.75, 1.0476190476190477]","[0, 0, 5.311475409836065, 1.918032786885246, 1.3, 0.9242424242424242]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 0.9230769230769231, 3.0, 1.0833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.235668789808917, 1.0987261146496814, 3.2758620689655173, 6.1568627450980395]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.3170731707317074, 1.0975609756097562, 2.35, 0.9761904761904762]","[0, 0, 1.6875, 1.21875, 1.3333333333333333, 1.1851851851851851]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 0.84, 2.0, 1.0416666666666667]","[0, 0, 8.470588235294118, 1.411764705882353, 4.0, 1.0625]","[0, 1, 0.0, 1.0263157894736843, 1.5, 0.9047619047619048]","[0, 0, 2.6531791907514455, 1.3265895953757225, 4.461538461538462, 6.070175438596491]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.302158273381295, 1.20863309352518, 2.764705882352941, 1.0072463768115942]"
