,date,game_key,박종훈,서진용,최진호,정영일,신동훈,소사,문승원,조영우,이승진,박민호,김택형,이재관,이케빈,김주한,이원준,산체스,김정우,조성훈,하재훈,백승건,최재성,채병용,정재원,윤희상,신재웅,박정배,박희수,김광현,백청훈,강지광,김태훈
130,2019-09-12,20190912SKLT0,"[0, 0, 3.4376657824933687, 1.4641909814323606, 1.8125, 5.236111111111112]","[0, 1, 2.1, 1.1666666666666667, 3.1363636363636362, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.855769230769231, 1.1826923076923077, 1.5625, 0.9369369369369369]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2761506276150625, 1.1297071129707112, 4.0476190476190474, 6.128205128205129]","[1, 0, 4.0353260869565215, 1.141304347826087, 3.1785714285714284, 5.841269841269842]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.3823529411764706, 1.1911764705882353, 1.5384615384615385, 1.0793650793650795]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2816901408450705, 1.1408450704225352, 3.3421052631578947, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.025, 1.2375, 2.6818181818181817, 0.9696969696969697]","[0, 0, 2.8125, 1.4375, 1.3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2115384615384617, 1.0, 1.0833333333333333]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 1.0945945945945947, 1.2972972972972971, 1.0909090909090908, 0.8505747126436782]","[0, 0, 2.539877300613497, 1.2453987730061349, 4.4, 6.269230769230769]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.49740932642487, 1.227979274611399, 3.0434782608695654, 0.9897435897435897]"
131,2019-09-13,20190913SKLT0,"[1, 0, 3.5816326530612246, 1.4846938775510206, 1.6730769230769231, 5.226666666666667]","[0, 0, 2.1, 1.1666666666666667, 3.1363636363636362, 0.9375]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7757009345794392, 1.177570093457944, 1.5294117647058822, 0.9385964912280701]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2761506276150625, 1.1297071129707112, 4.0476190476190474, 6.128205128205129]","[0, 0, 4.0353260869565215, 1.141304347826087, 3.1785714285714284, 5.841269841269842]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.3823529411764706, 1.1911764705882353, 1.5384615384615385, 1.0793650793650795]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2816901408450705, 1.1408450704225352, 3.3421052631578947, 5.916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.025, 1.2375, 2.6818181818181817, 0.9696969696969697]","[0, 0, 2.8125, 1.4375, 1.3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2115384615384617, 1.0, 1.0833333333333333]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 1, 1.051948051948052, 1.2857142857142856, 1.1818181818181819, 0.8555555555555556]","[0, 0, 2.539877300613497, 1.2453987730061349, 4.4, 6.269230769230769]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.49740932642487, 1.227979274611399, 3.0434782608695654, 0.9897435897435897]"
132,2019-09-14,20190914OBSK0,"[0, 0, 3.5816326530612246, 1.4846938775510206, 1.6730769230769231, 5.226666666666667]","[0, 1, 2.076923076923077, 1.153846153846154, 3.1363636363636362, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.1727272727272728, 1.588235294117647, 0.9401709401709402]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2761506276150625, 1.1297071129707112, 4.0476190476190474, 6.128205128205129]","[0, 0, 4.0353260869565215, 1.141304347826087, 3.1785714285714284, 5.841269841269842]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 1, 2.3309352517985613, 1.1870503597122302, 1.5384615384615385, 1.0775193798449614]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.510204081632653, 1.163265306122449, 3.3846153846153846, 5.88]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9877300613496933, 1.2331288343558282, 2.6818181818181817, 0.9702380952380952]","[0, 0, 2.8125, 1.4375, 1.3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2115384615384617, 1.0, 1.0833333333333333]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 1.051948051948052, 1.2857142857142856, 1.1818181818181819, 0.8555555555555556]","[0, 0, 2.539877300613497, 1.2453987730061349, 4.4, 6.269230769230769]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.443877551020408, 1.209183673469388, 3.0869565217391304, 0.9898989898989898]"
133,2019-09-15,20190915KTSK0,"[0, 0, 3.5816326530612246, 1.4846938775510206, 1.6730769230769231, 5.226666666666667]","[0, 1, 2.0432432432432432, 1.1675675675675676, 3.1363636363636362, 0.9343434343434343]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6283185840707963, 1.168141592920354, 1.5555555555555556, 0.9416666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2761506276150625, 1.1297071129707112, 4.0476190476190474, 6.128205128205129]","[0, 0, 4.0353260869565215, 1.141304347826087, 3.1785714285714284, 5.841269841269842]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 1, 2.3142857142857145, 1.1785714285714286, 1.5384615384615385, 1.0606060606060606]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.510204081632653, 1.163265306122449, 3.3846153846153846, 5.88]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9877300613496933, 1.2331288343558282, 2.6818181818181817, 0.9702380952380952]","[0, 0, 2.8125, 1.4375, 1.3, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.892857142857143, 1.125, 1.0, 1.0980392156862746]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 1, 1.0125, 1.275, 1.1818181818181819, 0.8602150537634409]","[0, 1, 2.6094674556213016, 1.2603550295857988, 4.6571428571428575, 6.2592592592592595]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.3919597989949746, 1.190954773869347, 3.1739130434782608, 0.990049751243781]"
134,2019-09-18,20190918NCSK0,"[0, 0, 3.5816326530612246, 1.4846938775510206, 1.6730769230769231, 5.226666666666667]","[0, 0, 2.0432432432432432, 1.1675675675675676, 3.1363636363636362, 0.9343434343434343]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6283185840707963, 1.168141592920354, 1.5555555555555556, 0.9416666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7165991902834006, 1.1781376518218625, 3.9545454545454546, 5.8809523809523805]","[0, 0, 4.0353260869565215, 1.141304347826087, 3.1785714285714284, 5.841269841269842]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.3142857142857145, 1.1785714285714286, 1.5384615384615385, 1.0606060606060606]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 1, 33.75, 4.5, 0.3333333333333333, 1.3333333333333333]","[0, 0, 2.510204081632653, 1.163265306122449, 3.3846153846153846, 5.88]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9877300613496933, 1.2331288343558282, 2.6818181818181817, 0.9702380952380952]","[0, 1, 2.5961538461538463, 1.4423076923076925, 1.1818181818181819, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.2, 1.1, 1.1111111111111112]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 1.0125, 1.275, 1.1818181818181819, 0.8602150537634409]","[0, 0, 2.6094674556213016, 1.2603550295857988, 4.6571428571428575, 6.2592592592592595]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.3919597989949746, 1.190954773869347, 3.1739130434782608, 0.990049751243781]"
135,2019-09-19,20190919OBSK1,"[0, 0, 3.5816326530612246, 1.4846938775510206, 1.6730769230769231, 5.226666666666667]","[0, 0, 2.0432432432432432, 1.1675675675675676, 3.1363636363636362, 0.9343434343434343]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.582608695652174, 1.1739130434782608, 1.6666666666666667, 0.934959349593496]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7165991902834006, 1.1781376518218625, 3.9545454545454546, 5.8809523809523805]","[1, 0, 3.8769230769230765, 1.1153846153846154, 3.357142857142857, 5.909090909090909]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.3142857142857145, 1.1785714285714286, 1.5384615384615385, 1.0606060606060606]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 33.75, 4.5, 0.3333333333333333, 1.3333333333333333]","[0, 0, 2.510204081632653, 1.163265306122449, 3.3846153846153846, 5.88]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9877300613496933, 1.2331288343558282, 2.6818181818181817, 0.9702380952380952]","[0, 0, 2.5961538461538463, 1.4423076923076925, 1.1818181818181819, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.2, 1.1, 1.1111111111111112]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 1, 1.3012048192771084, 1.3373493975903614, 1.0769230769230769, 0.8645833333333334]","[0, 0, 2.6094674556213016, 1.2603550295857988, 4.6571428571428575, 6.2592592592592595]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.3919597989949746, 1.190954773869347, 3.1739130434782608, 0.990049751243781]"
136,2019-09-19,20190919OBSK2,"[0, 0, 3.5816326530612246, 1.4846938775510206, 1.6730769230769231, 5.226666666666667]","[0, 1, 2.131578947368421, 1.1842105263157894, 2.9166666666666665, 0.945273631840796]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.582608695652174, 1.1739130434782608, 1.6666666666666667, 0.934959349593496]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7165991902834006, 1.1781376518218625, 3.9545454545454546, 5.8809523809523805]","[0, 0, 3.8769230769230765, 1.1153846153846154, 3.357142857142857, 5.909090909090909]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 1, 2.773972602739726, 1.2328767123287672, 1.5, 1.0814814814814815]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 1.074074074074074]","[0, 0, 33.75, 4.5, 0.3333333333333333, 1.3333333333333333]","[0, 0, 2.510204081632653, 1.163265306122449, 3.3846153846153846, 5.88]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9877300613496933, 1.2331288343558282, 2.6818181818181817, 0.9702380952380952]","[0, 0, 2.5961538461538463, 1.4423076923076925, 1.1818181818181819, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.2, 1.1, 1.1111111111111112]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 1.3012048192771084, 1.3373493975903614, 1.0769230769230769, 0.8645833333333334]","[1, 0, 2.65748031496063, 1.2696850393700787, 4.685714285714286, 6.047619047619048]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.292682926829268, 1.1853658536585368, 3.0833333333333335, 1.0049019607843137]"
137,2019-09-20,20190920WOSK0,"[1, 0, 3.4902439024390244, 1.45609756097561, 1.7735849056603774, 5.256410256410256]","[0, 0, 2.131578947368421, 1.1842105263157894, 2.9166666666666665, 0.945273631840796]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.582608695652174, 1.1739130434782608, 1.6666666666666667, 0.934959349593496]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7165991902834006, 1.1781376518218625, 3.9545454545454546, 5.8809523809523805]","[0, 0, 3.8769230769230765, 1.1153846153846154, 3.357142857142857, 5.909090909090909]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.773972602739726, 1.2328767123287672, 1.5, 1.0814814814814815]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7272727272727275, 1.6363636363636365, 1.6666666666666667, 1.1]","[0, 0, 33.75, 4.5, 0.3333333333333333, 1.3333333333333333]","[0, 0, 2.510204081632653, 1.163265306122449, 3.3846153846153846, 5.88]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9877300613496933, 1.2331288343558282, 2.6818181818181817, 0.9702380952380952]","[0, 1, 2.4545454545454546, 1.5272727272727273, 1.0833333333333333, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4285714285714284, 1.1428571428571428, 1.3, 1.105263157894737]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 1.3012048192771084, 1.3373493975903614, 1.0769230769230769, 0.8645833333333334]","[0, 0, 2.65748031496063, 1.2696850393700787, 4.685714285714286, 6.047619047619048]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.292682926829268, 1.1853658536585368, 3.0833333333333335, 1.0049019607843137]"
138,2019-09-24,20190924SKKT0,"[0, 0, 3.4902439024390244, 1.45609756097561, 1.7735849056603774, 5.256410256410256]","[0, 1, 2.53125, 1.21875, 2.6923076923076925, 0.9411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4545454545454546, 1.165289256198347, 1.6842105263157894, 0.9603174603174603]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7165991902834006, 1.1781376518218625, 3.9545454545454546, 5.8809523809523805]","[0, 0, 3.8769230769230765, 1.1153846153846154, 3.357142857142857, 5.909090909090909]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 1, 2.7181208053691273, 1.2483221476510067, 1.5714285714285714, 1.0797101449275361]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.6363636363636365, 1.6666666666666667, 1.1]","[0, 0, 33.75, 4.5, 0.3333333333333333, 1.3333333333333333]","[1, 0, 2.7236842105263155, 1.2039473684210527, 3.1666666666666665, 5.846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9877300613496933, 1.2331288343558282, 2.6818181818181817, 0.9702380952380952]","[0, 0, 2.4545454545454546, 1.5272727272727273, 1.0833333333333333, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.1428571428571428, 1.3, 1.105263157894737]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 1.3012048192771084, 1.3373493975903614, 1.0769230769230769, 0.8645833333333334]","[0, 0, 2.65748031496063, 1.2696850393700787, 4.685714285714286, 6.047619047619048]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.5388349514563107, 1.2378640776699028, 3.0, 0.995169082125604]"
139,2019-09-25,20190925SSSK0,"[0, 0, 3.4902439024390244, 1.45609756097561, 1.7735849056603774, 5.256410256410256]","[0, 0, 2.53125, 1.21875, 2.6923076923076925, 0.9411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.165289256198347, 1.6842105263157894, 0.9603174603174603]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7165991902834006, 1.1781376518218625, 3.9545454545454546, 5.8809523809523805]","[0, 1, 4.036764705882353, 1.1397058823529411, 3.096774193548387, 5.913043478260869]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.7181208053691273, 1.2483221476510067, 1.5714285714285714, 1.0797101449275361]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.6363636363636365, 1.6666666666666667, 1.1]","[0, 0, 33.75, 4.5, 0.3333333333333333, 1.3333333333333333]","[0, 0, 2.7236842105263155, 1.2039473684210527, 3.1666666666666665, 5.846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.127272727272727, 1.290909090909091, 2.4, 0.9649122807017544]","[0, 0, 2.4545454545454546, 1.5272727272727273, 1.0833333333333333, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.1428571428571428, 1.3, 1.105263157894737]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 1.3012048192771084, 1.3373493975903614, 1.0769230769230769, 0.8645833333333334]","[1, 0, 2.6030245746691874, 1.2589792060491494, 4.5675675675675675, 6.080459770114943]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.5388349514563107, 1.2378640776699028, 3.0, 0.995169082125604]"
140,2019-09-27,20190927SKSS0,"[0, 0, 3.4902439024390244, 1.45609756097561, 1.7735849056603774, 5.256410256410256]","[0, 0, 2.53125, 1.21875, 2.6923076923076925, 0.9411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4545454545454546, 1.165289256198347, 1.6842105263157894, 0.9603174603174603]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.0754716981132075, 1.1886792452830188, 3.9565217391304346, 5.888888888888888]","[0, 1, 4.007299270072993, 1.1386861313868613, 3.0, 5.708333333333333]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.7181208053691273, 1.2483221476510067, 1.5714285714285714, 1.0797101449275361]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.6363636363636365, 1.6666666666666667, 1.1]","[0, 0, 33.75, 4.5, 0.3333333333333333, 1.3333333333333333]","[0, 0, 2.7236842105263155, 1.2039473684210527, 3.1666666666666665, 5.846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0892857142857144, 1.2678571428571428, 2.44, 0.9655172413793104]","[0, 0, 2.4545454545454546, 1.5272727272727273, 1.0833333333333333, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.1428571428571428, 1.3, 1.105263157894737]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 0, 1.3012048192771084, 1.3373493975903614, 1.0769230769230769, 0.8645833333333334]","[0, 0, 2.6030245746691874, 1.2589792060491494, 4.5675675675675675, 6.080459770114943]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 0, 3.5388349514563107, 1.2378640776699028, 3.0, 0.995169082125604]"
141,2019-09-28,20190928SKSS0,"[1, 0, 3.6503496503496504, 1.4685314685314685, 1.7678571428571428, 5.296296296296297]","[0, 1, 2.4923076923076923, 1.2153846153846153, 2.6296296296296298, 0.9420289855072463]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8770491803278686, 1.2295081967213115, 1.6842105263157894, 0.945736434108527]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0754716981132075, 1.1886792452830188, 3.9565217391304346, 5.888888888888888]","[0, 1, 3.9496402877697845, 1.1223021582733812, 3.03125, 5.56]","[0, 0, 8.678571428571429, 2.25, 2.0, 1.5555555555555556]","[0, 0, 8.5, 1.7222222222222223, 1.0833333333333333, 1.125]","[0, 0, 2.7181208053691273, 1.2483221476510067, 1.5714285714285714, 1.0797101449275361]","[0, 0, 5.785714285714286, 1.8, 1.2272727272727273, 0.9333333333333332]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7272727272727275, 1.6363636363636365, 1.6666666666666667, 1.1]","[0, 0, 33.75, 4.5, 0.3333333333333333, 1.3333333333333333]","[0, 0, 2.7236842105263155, 1.2039473684210527, 3.1666666666666665, 5.846153846153846]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0892857142857144, 1.2678571428571428, 2.44, 0.9655172413793104]","[0, 0, 2.4545454545454546, 1.5272727272727273, 1.0833333333333333, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 16.2, 3.0, 3.0, 0.5555555555555556]","[0, 0, 7.7142857142857135, 1.7142857142857142, 1, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4285714285714284, 1.1428571428571428, 1.3, 1.105263157894737]","[0, 0, 8.844827586206897, 1.4482758620689655, 4.5, 1.0175438596491226]","[0, 1, 1.569767441860465, 1.3953488372093024, 1.0769230769230769, 0.8686868686868687]","[0, 0, 2.6030245746691874, 1.2589792060491494, 4.5675675675675675, 6.080459770114943]","[0, 0, 4.909090909090909, 1.6363636363636365, 4, 0.9166666666666666]","[0, 0, 4.101265822784811, 1.3291139240506329, 1.3636363636363635, 1.097222222222222]","[0, 1, 3.932038834951456, 1.2815533980582523, 2.8846153846153846, 0.980952380952381]"
