,date,game_key,박시영,장국헌,김원중,정태승,홍성민,박진형,구승민,박세웅,이인복,최영환,조무근,차재용,레일리,한승혁,윤성빈,최하늘,이승헌,정성종,김현수,서준원,톰슨,강민성,박진,다익손,고효준,윤길현,박근홍,손승락,김건국,배장호,장시환,송승준,오현택,진명호
59,2019-06-04,20190604HHLT0,"[0, 1, 6.136363636363636, 1.5, 1.7142857142857142, 1.9555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.868852459016393, 1.459016393442623, 2.0357142857142856, 5.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.6666666666666667, 3, 0.75]","[0, 1, 7.363636363636363, 1.090909090909091, 4.0, 0.7333333333333333]","[0, 1, 5.7375, 1.875, 2.125, 0.9195402298850575]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 4.453608247422681, 1.5309278350515463, 1.8461538461538463, 5.878787878787879]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.875, 0.7333333333333333, 1.7142857142857142]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 7.448275862068965, 2.0172413793103448, 1.9, 1.1372549019607843]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.075, 1.65, 2.066666666666667, 0.8602150537634409]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.5675675675675675, 1.7837837837837838, 0.7, 0.7708333333333334]","[0, 0, 6.545454545454546, 1.5909090909090908, 2.125, 1.0]","[0, 0, 7.363636363636363, 2.0649350649350646, 1.0, 1.6041666666666667]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.864406779661016, 2.059322033898305, 1.64, 3.9333333333333336]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 4.5, 1.6, 1.5714285714285714, 1.0]"
60,2019-06-05,20190605HHLT0,"[0, 0, 6.136363636363636, 1.5, 1.7142857142857142, 1.9555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.868852459016393, 1.459016393442623, 2.0357142857142856, 5.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0, 1.6666666666666667, 3, 0.75]","[0, 0, 7.363636363636363, 1.090909090909091, 4.0, 0.7333333333333333]","[0, 1, 5.337209302325581, 1.744186046511628, 2.25, 0.9555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[1, 0, 4.202830188679245, 1.5141509433962264, 1.8928571428571428, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.875, 0.7333333333333333, 1.7142857142857142]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 7.448275862068965, 2.0172413793103448, 1.9, 1.1372549019607843]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.926829268292683, 1.6097560975609757, 2.1333333333333333, 0.8541666666666666]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.5675675675675675, 1.7837837837837838, 0.7, 0.7708333333333334]","[0, 1, 6.084507042253521, 1.5633802816901408, 2.375, 1.028985507246377]","[0, 0, 7.363636363636363, 2.0649350649350646, 1.0, 1.6041666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.864406779661016, 2.059322033898305, 1.64, 3.9333333333333336]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 4.153846153846154, 1.6153846153846152, 1.6, 1.0317460317460319]"
61,2019-06-06,20190606HHLT0,"[0, 1, 5.74468085106383, 1.4361702127659575, 1.9285714285714286, 1.9583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.868852459016393, 1.459016393442623, 2.0357142857142856, 5.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9285714285714284, 1.2857142857142856, 3, 0.9333333333333333]","[0, 1, 6.75, 1.25, 4.0, 0.6666666666666666]","[0, 0, 5.337209302325581, 1.744186046511628, 2.25, 0.9555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 4.202830188679245, 1.5141509433962264, 1.8928571428571428, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.875, 0.7333333333333333, 1.7142857142857142]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 7.448275862068965, 2.0172413793103448, 1.9, 1.1372549019607843]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 1.6097560975609757, 2.1333333333333333, 0.8541666666666666]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.5675675675675675, 1.7837837837837838, 0.7, 0.7708333333333334]","[0, 0, 6.084507042253521, 1.5633802816901408, 2.375, 1.028985507246377]","[1, 0, 6.163043478260869, 1.891304347826087, 1.1875, 1.803921568627451]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.864406779661016, 2.059322033898305, 1.64, 3.9333333333333336]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 4.029850746268656, 1.7014925373134329, 1.411764705882353, 1.0151515151515151]"
62,2019-06-07,20190607LTKT0,"[0, 0, 5.74468085106383, 1.4361702127659575, 1.9285714285714286, 1.9583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.868852459016393, 1.459016393442623, 2.0357142857142856, 5.545454545454546]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.2857142857142856, 3, 0.9333333333333333]","[0, 0, 6.75, 1.25, 4.0, 0.6666666666666666]","[0, 1, 6.27906976744186, 1.8837209302325582, 2.1176470588235294, 0.924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 4.202830188679245, 1.5141509433962264, 1.8928571428571428, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.625, 1.875, 0.7333333333333333, 1.7142857142857142]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[1, 0, 5.684210526315789, 1.6578947368421053, 2.2, 1.4074074074074074]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.7176470588235295, 1.5882352941176472, 2.0625, 0.8585858585858586]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.5675675675675675, 1.7837837837837838, 0.7, 0.7708333333333334]","[0, 1, 5.760000000000001, 1.52, 2.625, 1.0416666666666667]","[0, 0, 6.163043478260869, 1.891304347826087, 1.1875, 1.803921568627451]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.864406779661016, 2.059322033898305, 1.64, 3.9333333333333336]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 4.029850746268656, 1.7014925373134329, 1.411764705882353, 1.0151515151515151]"
63,2019-06-08,20190608LTKT0,"[0, 0, 5.74468085106383, 1.4361702127659575, 1.9285714285714286, 1.9583333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.484375, 1.546875, 1.935483870967742, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.2857142857142856, 3, 0.9333333333333333]","[0, 0, 6.75, 1.25, 4.0, 0.6666666666666666]","[0, 0, 6.27906976744186, 1.8837209302325582, 2.1176470588235294, 0.924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 4.202830188679245, 1.5141509433962264, 1.8928571428571428, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.666666666666666, 1.8888888888888888, 0.8125, 1.8]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.684210526315789, 1.6578947368421053, 2.2, 1.4074074074074074]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7176470588235295, 1.5882352941176472, 2.0625, 0.8585858585858586]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.5675675675675675, 1.7837837837837838, 0.7, 0.7708333333333334]","[0, 0, 5.760000000000001, 1.52, 2.625, 1.0416666666666667]","[0, 0, 6.163043478260869, 1.891304347826087, 1.1875, 1.803921568627451]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.864406779661016, 2.059322033898305, 1.64, 3.9333333333333336]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 3.802816901408451, 1.6901408450704225, 1.4444444444444444, 1.028985507246377]"
64,2019-06-09,20190609LTKT0,"[0, 1, 5.454545454545454, 1.4545454545454546, 1.875, 1.9411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.484375, 1.546875, 1.935483870967742, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.2857142857142856, 3, 0.9333333333333333]","[0, 1, 4.764705882352941, 1.0588235294117647, 5.0, 0.8095238095238095]","[0, 0, 6.27906976744186, 1.8837209302325582, 2.1176470588235294, 0.924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 4.202830188679245, 1.5141509433962264, 1.8928571428571428, 5.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.666666666666666, 1.8888888888888888, 0.8125, 1.8]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.684210526315789, 1.6578947368421053, 2.2, 1.4074074074074074]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.8965517241379315, 1.6206896551724137, 1.9411764705882353, 0.8529411764705882]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.5675675675675675, 1.7837837837837838, 0.7, 0.7708333333333334]","[0, 0, 5.760000000000001, 1.52, 2.625, 1.0416666666666667]","[0, 0, 6.163043478260869, 1.891304347826087, 1.1875, 1.803921568627451]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.352941176470588, 1.9191176470588234, 1.6923076923076923, 4.121212121212121]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.802816901408451, 1.6901408450704225, 1.4444444444444444, 1.028985507246377]"
65,2019-06-11,20190611LTLG0,"[0, 0, 5.454545454545454, 1.4545454545454546, 1.875, 1.9411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.484375, 1.546875, 1.935483870967742, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9285714285714284, 1.2857142857142856, 3, 0.9333333333333333]","[0, 0, 4.764705882352941, 1.0588235294117647, 5.0, 0.8095238095238095]","[0, 1, 6.206896551724138, 1.896551724137931, 2.1176470588235294, 0.90625]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[1, 0, 4.22608695652174, 1.4608695652173913, 2.103448275862069, 5.897435897435898]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.666666666666666, 1.8888888888888888, 0.8125, 1.8]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.684210526315789, 1.6578947368421053, 2.2, 1.4074074074074074]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.067415730337078, 1.651685393258427, 2.0, 0.8476190476190476]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.5675675675675675, 1.7837837837837838, 0.7, 0.7708333333333334]","[0, 1, 5.6103896103896105, 1.5194805194805194, 2.3333333333333335, 1.0266666666666666]","[0, 0, 6.163043478260869, 1.891304347826087, 1.1875, 1.803921568627451]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.9191176470588234, 1.6923076923076923, 4.121212121212121]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.802816901408451, 1.6901408450704225, 1.4444444444444444, 1.028985507246377]"
66,2019-06-12,20190612LTLG0,"[0, 1, 5.4, 1.44, 1.9375, 1.851851851851852]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.484375, 1.546875, 1.935483870967742, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8, 1.2, 3, 0.8333333333333334]","[0, 1, 4.05, 1.05, 5.0, 0.8333333333333334]","[0, 1, 6.0, 1.8666666666666667, 2.176470588235294, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 4.22608695652174, 1.4608695652173913, 2.103448275862069, 5.897435897435898]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.666666666666666, 1.8888888888888888, 0.8125, 1.8]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.684210526315789, 1.6578947368421053, 2.2, 1.4074074074074074]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.869565217391304, 1.6304347826086956, 1.9444444444444444, 0.8518518518518519]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.5675675675675675, 1.7837837837837838, 0.7, 0.7708333333333334]","[0, 0, 5.6103896103896105, 1.5194805194805194, 2.3333333333333335, 1.0266666666666666]","[1, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.9191176470588234, 1.6923076923076923, 4.121212121212121]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.802816901408451, 1.6901408450704225, 1.4444444444444444, 1.028985507246377]"
67,2019-06-13,20190613LTLG0,"[0, 0, 5.4, 1.44, 1.9375, 1.851851851851852]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.484375, 1.546875, 1.935483870967742, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2, 3, 0.8333333333333334]","[0, 0, 4.05, 1.05, 5.0, 0.8333333333333334]","[0, 0, 6.0, 1.8666666666666667, 2.176470588235294, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 4.22608695652174, 1.4608695652173913, 2.103448275862069, 5.897435897435898]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.666666666666666, 1.8888888888888888, 0.8125, 1.8]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 5.684210526315789, 1.6578947368421053, 2.2, 1.4074074074074074]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[1, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.6304347826086956, 1.9444444444444444, 0.8518518518518519]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.5675675675675675, 1.7837837837837838, 0.7, 0.7708333333333334]","[0, 1, 5.2682926829268295, 1.426829268292683, 2.5555555555555554, 1.0512820512820513]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.9191176470588234, 1.6923076923076923, 4.121212121212121]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 3.552631578947368, 1.5789473684210527, 1.5, 1.0555555555555556]"
68,2019-06-15,20190615HTLT0,"[0, 1, 5.142857142857142, 1.3714285714285714, 2.0, 1.8421052631578947]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.484375, 1.546875, 1.935483870967742, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2, 3, 0.8333333333333334]","[0, 1, 3.2399999999999998, 1.3199999999999998, 1.6666666666666667, 0.925925925925926]","[0, 0, 6.0, 1.8666666666666667, 2.176470588235294, 0.9090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 4.22608695652174, 1.4608695652173913, 2.103448275862069, 5.897435897435898]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.107142857142857, 2.0, 0.7222222222222222, 1.75]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[1, 0, 4.831578947368421, 1.5157894736842106, 2.0833333333333335, 1.6666666666666667]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.096774193548387, 1.7096774193548387, 1.8, 0.8378378378378378]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.5675675675675675, 1.7837837837837838, 0.7, 0.7708333333333334]","[0, 0, 5.2682926829268295, 1.426829268292683, 2.5555555555555554, 1.0512820512820513]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.352941176470588, 1.9191176470588234, 1.6923076923076923, 4.121212121212121]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.552631578947368, 1.5789473684210527, 1.5, 1.0555555555555556]"
69,2019-06-16,20190616HTLT0,"[0, 0, 5.142857142857142, 1.3714285714285714, 2.0, 1.8421052631578947]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.484375, 1.546875, 1.935483870967742, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8, 1.2, 3, 0.8333333333333334]","[0, 0, 3.2399999999999998, 1.3199999999999998, 1.6666666666666667, 0.925925925925926]","[0, 1, 5.869565217391304, 1.858695652173913, 2.111111111111111, 0.9019607843137255]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[0, 0, 4.22608695652174, 1.4608695652173913, 2.103448275862069, 5.897435897435898]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.107142857142857, 2.0, 0.7222222222222222, 1.75]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 4.831578947368421, 1.5157894736842106, 2.0833333333333335, 1.6666666666666667]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.90625, 1.65625, 1.85, 0.8421052631578947]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.5675675675675675, 1.7837837837837838, 0.7, 0.7708333333333334]","[0, 1, 5.142857142857142, 1.5, 2.3, 1.037037037037037]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.785714285714286, 1.8506493506493507, 1.6785714285714286, 4.277777777777778]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 3.292682926829268, 1.5365853658536586, 1.4736842105263157, 1.0933333333333333]"
70,2019-06-18,20190618LTHH0,"[0, 1, 5.09433962264151, 1.3584905660377358, 2.0, 1.7666666666666668]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.484375, 1.546875, 1.935483870967742, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5, 1.0, 3, 0.8571428571428571]","[0, 0, 3.2399999999999998, 1.3199999999999998, 1.6666666666666667, 0.925925925925926]","[0, 0, 5.869565217391304, 1.858695652173913, 2.111111111111111, 0.9019607843137255]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 5.4, 1.7999999999999998, 1.0, 0.8333333333333334]","[1, 0, 3.9176470588235297, 1.3764705882352941, 2.206896551724138, 6.071428571428571]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.8965517241379315, 1.9655172413793103, 0.7222222222222222, 1.7058823529411764]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 4.831578947368421, 1.5157894736842106, 2.0833333333333335, 1.6666666666666667]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.90625, 1.65625, 1.85, 0.8421052631578947]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.5675675675675675, 1.7837837837837838, 0.7, 0.7708333333333334]","[0, 0, 5.142857142857142, 1.5, 2.3, 1.037037037037037]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 1.8506493506493507, 1.6785714285714286, 4.277777777777778]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.292682926829268, 1.5365853658536586, 1.4736842105263157, 1.0933333333333333]"
