,date,game_key,박시영,장국헌,김원중,정태승,홍성민,박진형,구승민,박세웅,이인복,최영환,조무근,차재용,레일리,한승혁,윤성빈,최하늘,이승헌,정성종,김현수,서준원,톰슨,강민성,박진,다익손,고효준,윤길현,박근홍,손승락,김건국,배장호,장시환,송승준,오현택,진명호
80,2019-06-30,20190630LTOB0,"[0, 0, 4.537815126050421, 1.2857142857142858, 1.9473684210526316, 1.6527777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5695067264574, 1.6681614349775786, 2.0588235294117645, 5.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.0434782608695652, 4, 0.9583333333333334]","[0, 1, 5.142857142857142, 1.2142857142857142, 2.4, 0.9333333333333333]","[0, 0, 5.971153846153846, 1.8461538461538463, 2.0476190476190474, 0.9122807017543859]","[0, 0, 0, 0, 0, 0]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.5, 1.2, 2.5, 1.6666666666666667]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 3.8571428571428568, 2.571428571428571, 0.3333333333333333, 0.7777777777777778]","[1, 0, 3.6562499999999996, 1.3958333333333333, 2.2777777777777777, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.980582524271845, 1.8349514563106795, 0.8, 1.7166666666666668]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 4.098214285714286, 1.4464285714285714, 1.8125, 1.8666666666666667]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.75, 1.0, 3.6666666666666665, 6.0]","[0, 1, 5.120689655172414, 1.5, 2.2857142857142856, 0.8592592592592592]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 5.34375, 1.65625, 2.0, 1.0]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.947643979057592, 1.6963350785340314, 1.7575757575757576, 4.5476190476190474]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 3.0618556701030926, 1.4845360824742266, 1.5714285714285714, 1.077777777777778]"
81,2019-07-02,20190702LTSK0,"[0, 0, 4.537815126050421, 1.2857142857142858, 1.9473684210526316, 1.6527777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5695067264574, 1.6681614349775786, 2.0588235294117645, 5.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.0434782608695652, 4, 0.9583333333333334]","[0, 0, 5.142857142857142, 1.2142857142857142, 2.4, 0.9333333333333333]","[0, 1, 5.858490566037736, 1.811320754716981, 2.0476190476190474, 0.9059829059829061]","[1, 0, 9.818181818181818, 2.4545454545454546, 2.0, 3.6666666666666665]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 1, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 2.25, 2.25, 0.6666666666666666, 1.0]","[0, 0, 3.6562499999999996, 1.3958333333333333, 2.2777777777777777, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.6454545454545455, 1.8818181818181818, 0.7272727272727273, 1.7460317460317458]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 4.098214285714286, 1.4464285714285714, 1.8125, 1.8666666666666667]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.75, 1.0, 3.6666666666666665, 6.0]","[0, 0, 5.120689655172414, 1.5, 2.2857142857142856, 0.8592592592592592]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 5.34375, 1.65625, 2.0, 1.0]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.947643979057592, 1.6963350785340314, 1.7575757575757576, 4.5476190476190474]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.0618556701030926, 1.4845360824742266, 1.5714285714285714, 1.077777777777778]"
82,2019-07-03,20190703LTSK0,"[0, 1, 4.390243902439025, 1.2682926829268293, 1.9473684210526316, 1.64]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5695067264574, 1.6681614349775786, 2.0588235294117645, 5.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.0434782608695652, 4, 0.9583333333333334]","[0, 0, 5.142857142857142, 1.2142857142857142, 2.4, 0.9333333333333333]","[0, 0, 5.858490566037736, 1.811320754716981, 2.0476190476190474, 0.9059829059829061]","[0, 0, 9.818181818181818, 2.4545454545454546, 2.0, 3.6666666666666665]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 1.9285714285714284, 1.9285714285714284, 1.0, 0.9333333333333333]","[0, 0, 3.6562499999999996, 1.3958333333333333, 2.2777777777777777, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.495575221238938, 1.8318584070796462, 0.7727272727272727, 1.712121212121212]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[1, 0, 4.640625, 1.546875, 1.9411764705882353, 2.0317460317460316]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.75, 1.0, 3.6666666666666665, 6.0]","[0, 0, 5.120689655172414, 1.5, 2.2857142857142856, 0.8592592592592592]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 1, 5.34375, 1.71875, 1.8571428571428572, 0.9696969696969697]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.947643979057592, 1.6963350785340314, 1.7575757575757576, 4.5476190476190474]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 3.0, 1.4545454545454546, 1.5714285714285714, 1.064516129032258]"
83,2019-07-04,20190704LTSK0,"[0, 1, 4.32, 1.272, 2.0526315789473686, 1.6025641025641024]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5695067264574, 1.6681614349775786, 2.0588235294117645, 5.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.3478260869565215, 1.0434782608695652, 4, 0.9583333333333334]","[0, 1, 4.8, 1.1333333333333333, 2.6, 0.9375]","[0, 1, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 9.818181818181818, 2.4545454545454546, 2.0, 3.6666666666666665]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 1.9285714285714284, 1.9285714285714284, 1.0, 0.9333333333333333]","[0, 0, 3.6562499999999996, 1.3958333333333333, 2.2777777777777777, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.495575221238938, 1.8318584070796462, 0.7727272727272727, 1.712121212121212]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 4.640625, 1.546875, 1.9411764705882353, 2.0317460317460316]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[1, 0, 3.5, 1.0555555555555556, 4.666666666666667, 6.0]","[0, 1, 5.033898305084746, 1.4745762711864405, 2.3333333333333335, 0.855072463768116]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 5.34375, 1.71875, 1.8571428571428572, 0.9696969696969697]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.947643979057592, 1.6963350785340314, 1.7575757575757576, 4.5476190476190474]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.0, 1.4545454545454546, 1.5714285714285714, 1.064516129032258]"
84,2019-07-05,20190705LTWO0,"[0, 0, 4.32, 1.272, 2.0526315789473686, 1.6025641025641024]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5695067264574, 1.6681614349775786, 2.0588235294117645, 5.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.16, 1.0799999999999998, 4, 0.925925925925926]","[0, 0, 4.8, 1.1333333333333333, 2.6, 0.9375]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 9.818181818181818, 2.4545454545454546, 2.0, 3.6666666666666665]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 1.588235294117647, 1.588235294117647, 1.3333333333333333, 0.9444444444444445]","[0, 0, 3.6562499999999996, 1.3958333333333333, 2.2777777777777777, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.495575221238938, 1.8318584070796462, 0.7727272727272727, 1.712121212121212]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 4.640625, 1.546875, 1.9411764705882353, 2.0317460317460316]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.5, 1.0555555555555556, 4.666666666666667, 6.0]","[0, 0, 5.033898305084746, 1.4745762711864405, 2.3333333333333335, 0.855072463768116]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 5.34375, 1.71875, 1.8571428571428572, 0.9696969696969697]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.587378640776699, 1.6893203883495145, 1.7428571428571429, 4.577777777777778]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 3.0, 1.4545454545454546, 1.5714285714285714, 1.064516129032258]"
85,2019-07-06,20190706LTWO0,"[0, 0, 4.32, 1.272, 2.0526315789473686, 1.6025641025641024]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5695067264574, 1.6681614349775786, 2.0588235294117645, 5.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.0799999999999998, 4, 0.925925925925926]","[0, 0, 4.8, 1.1333333333333333, 2.6, 0.9375]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 9.818181818181818, 2.4545454545454546, 2.0, 3.6666666666666665]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 1.588235294117647, 1.588235294117647, 1.3333333333333333, 0.9444444444444445]","[1, 0, 3.4188311688311686, 1.4123376623376622, 2.230769230769231, 6.03921568627451]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.495575221238938, 1.8318584070796462, 0.7727272727272727, 1.712121212121212]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 4.640625, 1.546875, 1.9411764705882353, 2.0317460317460316]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.5, 1.0555555555555556, 4.666666666666667, 6.0]","[0, 1, 5.445378151260504, 1.512605042016807, 2.3333333333333335, 0.8439716312056738]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 5.34375, 1.71875, 1.8571428571428572, 0.9696969696969697]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.587378640776699, 1.6893203883495145, 1.7428571428571429, 4.577777777777778]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 2.855769230769231, 1.4711538461538463, 1.4782608695652173, 1.0833333333333333]"
86,2019-07-07,20190707LTWO0,"[0, 1, 4.604651162790698, 1.302325581395349, 1.9047619047619047, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5695067264574, 1.6681614349775786, 2.0588235294117645, 5.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.0799999999999998, 4, 0.925925925925926]","[0, 0, 4.8, 1.1333333333333333, 2.6, 0.9375]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[1, 0, 9.391304347826086, 2.217391304347826, 1.3333333333333333, 3.8333333333333335]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 1.588235294117647, 1.588235294117647, 1.3333333333333333, 0.9444444444444445]","[0, 0, 3.4188311688311686, 1.4123376623376622, 2.230769230769231, 6.03921568627451]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.495575221238938, 1.8318584070796462, 0.7727272727272727, 1.712121212121212]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 4.640625, 1.546875, 1.9411764705882353, 2.0317460317460316]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.5, 1.0555555555555556, 4.666666666666667, 6.0]","[0, 1, 5.311475409836065, 1.5, 2.227272727272727, 0.8472222222222222]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 1, 5.029411764705882, 1.6764705882352942, 1.8125, 1.0]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.587378640776699, 1.6893203883495145, 1.7428571428571429, 4.577777777777778]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 2.855769230769231, 1.4711538461538463, 1.4782608695652173, 1.0833333333333333]"
87,2019-07-09,20190709NCLT0,"[0, 0, 4.604651162790698, 1.302325581395349, 1.9047619047619047, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5695067264574, 1.6681614349775786, 2.0588235294117645, 5.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.0799999999999998, 4, 0.925925925925926]","[0, 1, 4.5, 1.0625, 2.8, 0.9411764705882353]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 9.391304347826086, 2.217391304347826, 1.3333333333333333, 3.8333333333333335]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 1.588235294117647, 1.588235294117647, 1.3333333333333333, 0.9444444444444445]","[0, 0, 3.4188311688311686, 1.4123376623376622, 2.230769230769231, 6.03921568627451]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.495575221238938, 1.8318584070796462, 0.7727272727272727, 1.712121212121212]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[1, 0, 6.0, 1.6666666666666667, 1.8333333333333333, 2.0454545454545454]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.5, 1.0555555555555556, 4.666666666666667, 6.0]","[0, 1, 5.225806451612903, 1.5, 2.272727272727273, 0.8435374149659864]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 5.029411764705882, 1.6764705882352942, 1.8125, 1.0]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.587378640776699, 1.6893203883495145, 1.7428571428571429, 4.577777777777778]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 2.724770642201835, 1.4311926605504586, 1.565217391304348, 1.101010101010101]"
88,2019-07-11,20190711NCLT0,"[0, 0, 4.604651162790698, 1.302325581395349, 1.9047619047619047, 1.5925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5695067264574, 1.6681614349775786, 2.0588235294117645, 5.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.0799999999999998, 4, 0.925925925925926]","[0, 0, 4.5, 1.0625, 2.8, 0.9411764705882353]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 9.391304347826086, 2.217391304347826, 1.3333333333333333, 3.8333333333333335]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 1, 2.076923076923077, 1.6153846153846154, 1.1666666666666667, 1.238095238095238]","[0, 0, 3.4188311688311686, 1.4123376623376622, 2.230769230769231, 6.03921568627451]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.447368421052631, 1.868421052631579, 0.7727272727272727, 1.6521739130434783]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 6.0, 1.6666666666666667, 1.8333333333333333, 2.0454545454545454]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[1, 0, 3.5217391304347827, 1.2173913043478262, 3.2, 5.75]","[0, 0, 5.225806451612903, 1.5, 2.272727272727273, 0.8435374149659864]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 5.029411764705882, 1.6764705882352942, 1.8125, 1.0]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.587378640776699, 1.6893203883495145, 1.7428571428571429, 4.577777777777778]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 2.724770642201835, 1.4311926605504586, 1.565217391304348, 1.101010101010101]"
89,2019-07-12,20190712OBLT0,"[0, 1, 5.023255813953488, 1.3255813953488371, 1.8181818181818181, 1.5357142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5695067264574, 1.6681614349775786, 2.0588235294117645, 5.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.0799999999999998, 4, 0.925925925925926]","[0, 1, 4.153846153846154, 1.0961538461538463, 3.0, 0.9629629629629629]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 9.391304347826086, 2.217391304347826, 1.3333333333333333, 3.8333333333333335]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 2.076923076923077, 1.6153846153846154, 1.1666666666666667, 1.238095238095238]","[1, 0, 3.75, 1.4444444444444444, 2.325, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.447368421052631, 1.868421052631579, 0.7727272727272727, 1.6521739130434783]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 6.0, 1.6666666666666667, 1.8333333333333333, 2.0454545454545454]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.5217391304347827, 1.2173913043478262, 3.2, 5.75]","[0, 1, 5.357142857142857, 1.5, 2.260869565217391, 0.84]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 0, 5.029411764705882, 1.6764705882352942, 1.8125, 1.0]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.587378640776699, 1.6893203883495145, 1.7428571428571429, 4.577777777777778]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 0, 2.724770642201835, 1.4311926605504586, 1.565217391304348, 1.101010101010101]"
90,2019-07-13,20190713OBLT0,"[0, 0, 5.023255813953488, 1.3255813953488371, 1.8181818181818181, 1.5357142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5695067264574, 1.6681614349775786, 2.0588235294117645, 5.309523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.16, 1.0799999999999998, 4, 0.925925925925926]","[0, 0, 4.153846153846154, 1.0961538461538463, 3.0, 0.9629629629629629]","[0, 0, 5.803738317757009, 1.7943925233644862, 2.0476190476190474, 0.8916666666666666]","[0, 0, 9.391304347826086, 2.217391304347826, 1.3333333333333333, 3.8333333333333335]","[0, 0, 11.571428571428571, 2.9142857142857146, 0.875, 1.1666666666666665]","[0, 0, 4.628571428571429, 1.2, 2.4, 1.6666666666666665]","[0, 0, 0.0, 1.0, 0.0, 1.0]","[0, 0, 2.076923076923077, 1.6153846153846154, 1.1666666666666667, 1.238095238095238]","[0, 0, 3.75, 1.4444444444444444, 2.325, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 1.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.447368421052631, 1.868421052631579, 0.7727272727272727, 1.6521739130434783]","[0, 0, 9.0, 2.0, 0.0, 0.5]","[0, 0, 6.0, 1.6666666666666667, 1.8333333333333333, 2.0454545454545454]","[0, 0, 5.042168674698795, 1.3012048192771084, 2.619047619047619, 5.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.0, 1.0, 1.0]","[0, 0, 3.5217391304347827, 1.2173913043478262, 3.2, 5.75]","[0, 1, 5.1923076923076925, 1.4769230769230768, 2.260869565217391, 0.8496732026143792]","[0, 0, 9.0, 4.75, 1.25, 0.8]","[0, 0, 6.75, 1.7249999999999999, 0.8181818181818182, 0.7843137254901961]","[0, 1, 5.09433962264151, 1.669811320754717, 1.9375, 1.0095238095238095]","[0, 0, 6.230769230769231, 1.8750000000000002, 1.2222222222222223, 1.9259259259259258]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.5733944954128445, 1.7614678899082568, 1.6842105263157894, 4.541666666666667]","[0, 0, 7.363636363636363, 2.181818181818182, 2.0, 3.6666666666666665]","[0, 0, 6.136363636363636, 1.5, 2.5, 0.9166666666666666]","[0, 1, 2.6052631578947367, 1.4210526315789473, 1.5416666666666667, 1.1176470588235294]"
