,date,game_key,김지용,문광은,임찬규,이우찬,김정후,최성훈,유원석,류제국,배재준,임지섭,이상규,김대현,오석주,고우석,김태형,김영준,윌슨,이강욱,성동현,켈리,한선태,이정용,강정현,정우영,이상영,이동현,송은범,심수창,장원삼,차우찬,진해수,정찬헌,최동환,정용운,여건욱
96,2019-07-28,20190728LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.2586206896551726, 1.4482758620689655, 2.5714285714285716, 1.0175438596491226]","[0, 1, 4.623287671232877, 1.3356164383561644, 1.3333333333333333, 2.433333333333333]","[0, 0, 3.292682926829268, 1.3463414634146342, 1.1428571428571428, 2.971014492753623]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 1.6442307692307694, 1.1428571428571428, 2.0392156862745097]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.5104895104895104, 1.1118881118881119, 2.409090909090909, 1.1085271317829457]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5484693877551017, 1.1020408163265307, 3.7916666666666665, 6.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.772972972972973, 1.1513513513513514, 3.2222222222222223, 6.166666666666666]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 5.079207920792079, 1.5544554455445545, 1.853658536585366, 5.611111111111111]","[0, 1, 2.967032967032967, 1.3186813186813187, 2.0, 0.6190476190476191]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.5, 4.5, 1.0555555555555556]"
97,2019-07-30,20190730WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.2586206896551726, 1.4482758620689655, 2.5714285714285716, 1.0175438596491226]","[0, 0, 4.623287671232877, 1.3356164383561644, 1.3333333333333333, 2.433333333333333]","[0, 0, 3.292682926829268, 1.3463414634146342, 1.1428571428571428, 2.971014492753623]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.594594594594595, 1.6486486486486487, 1.0625, 2.0555555555555554]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.5104895104895104, 1.1118881118881119, 2.409090909090909, 1.1085271317829457]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5484693877551017, 1.1020408163265307, 3.7916666666666665, 6.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.772972972972973, 1.1513513513513514, 3.2222222222222223, 6.166666666666666]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[1, 0, 4.916666666666667, 1.5185185185185186, 1.9767441860465116, 5.684210526315789]","[0, 0, 2.967032967032967, 1.3186813186813187, 2.0, 0.6190476190476191]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.292682926829268, 1.4634146341463414, 5.5, 1.0512820512820513]"
98,2019-07-31,20190731WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.2033898305084745, 1.4745762711864405, 2.25, 0.9833333333333334]","[0, 0, 4.623287671232877, 1.3356164383561644, 1.3333333333333333, 2.433333333333333]","[0, 0, 3.292682926829268, 1.3463414634146342, 1.1428571428571428, 2.971014492753623]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.056603773584906, 1.5, 1.125, 5.047619047619048]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.594594594594595, 1.6486486486486487, 1.0625, 2.0555555555555554]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.5104895104895104, 1.1118881118881119, 2.409090909090909, 1.1085271317829457]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5484693877551017, 1.1020408163265307, 3.7916666666666665, 6.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.772972972972973, 1.1513513513513514, 3.2222222222222223, 6.166666666666666]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.916666666666667, 1.5185185185185186, 1.9767441860465116, 5.684210526315789]","[0, 1, 2.934782608695652, 1.3369565217391304, 2.0, 0.6133333333333334]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 1, 4.584905660377358, 1.1886792452830188, 2.6, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.4634146341463414, 5.5, 1.0512820512820513]"
99,2019-08-01,20190801WOLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.2033898305084745, 1.4745762711864405, 2.25, 0.9833333333333334]","[0, 1, 4.5, 1.36, 1.2666666666666666, 2.380952380952381]","[1, 0, 3.732718894009217, 1.3824884792626728, 1.1136363636363635, 3.013888888888889]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.056603773584906, 1.5, 1.125, 5.047619047619048]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.447368421052631, 1.631578947368421, 1.0625, 2.0]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.4693877551020407, 1.1020408163265305, 2.347826086956522, 1.1136363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.5484693877551017, 1.1020408163265307, 3.7916666666666665, 6.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.772972972972973, 1.1513513513513514, 3.2222222222222223, 6.166666666666666]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.916666666666667, 1.5185185185185186, 1.9767441860465116, 5.684210526315789]","[0, 1, 3.4838709677419355, 1.3548387096774193, 2.0, 0.6078431372549019]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.6, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.4634146341463414, 5.5, 1.0512820512820513]"
100,2019-08-03,20190803SSLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.2033898305084745, 1.4745762711864405, 2.25, 0.9833333333333334]","[0, 1, 4.3269230769230775, 1.3461538461538463, 1.3125, 2.3636363636363638]","[0, 0, 3.732718894009217, 1.3824884792626728, 1.1136363636363635, 3.013888888888889]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.056603773584906, 1.5, 1.125, 5.047619047619048]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.3076923076923075, 1.5897435897435896, 1.1875, 1.95]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.4400000000000002, 1.08, 2.391304347826087, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.4188861985472156, 1.1041162227602905, 3.6296296296296298, 6.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.772972972972973, 1.1513513513513514, 3.2222222222222223, 6.166666666666666]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 10, 10, 0, 0.0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.916666666666667, 1.5185185185185186, 1.9767441860465116, 5.684210526315789]","[0, 1, 3.375, 1.3125, 2.2142857142857144, 0.6153846153846154]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.6, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.4634146341463414, 5.5, 1.0512820512820513]"
101,2019-08-04,20190804SSLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.2033898305084745, 1.4745762711864405, 2.25, 0.9833333333333334]","[0, 0, 4.3269230769230775, 1.3461538461538463, 1.3125, 2.3636363636363638]","[0, 0, 3.732718894009217, 1.3824884792626728, 1.1136363636363635, 3.013888888888889]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.056603773584906, 1.5, 1.125, 5.047619047619048]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.3076923076923075, 1.5897435897435896, 1.1875, 1.95]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.4400000000000002, 1.08, 2.391304347826087, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4188861985472156, 1.1041162227602905, 3.6296296296296298, 6.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.713917525773196, 1.1752577319587627, 3.392857142857143, 6.158730158730159]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 27.0, 6.0, 0, 0.3333333333333333]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.916666666666667, 1.5185185185185186, 1.9767441860465116, 5.684210526315789]","[0, 1, 3.3402061855670104, 1.2989690721649483, 2.2857142857142856, 0.6100628930817611]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.6, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.292682926829268, 1.4634146341463414, 5.5, 1.0512820512820513]"
102,2019-08-06,20190806LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 1.6, 2.0, 0.9523809523809523]","[0, 0, 4.3269230769230775, 1.3461538461538463, 1.3125, 2.3636363636363638]","[0, 0, 3.732718894009217, 1.3824884792626728, 1.1136363636363635, 3.013888888888889]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.056603773584906, 1.5, 1.125, 5.047619047619048]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.3076923076923075, 1.5897435897435896, 1.1875, 1.95]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.4400000000000002, 1.08, 2.391304347826087, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4188861985472156, 1.1041162227602905, 3.6296296296296298, 6.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.713917525773196, 1.1752577319587627, 3.392857142857143, 6.158730158730159]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 27.0, 6.0, 0, 0.3333333333333333]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[1, 0, 4.930434782608696, 1.5043478260869565, 2.0454545454545454, 5.75]","[0, 0, 3.3402061855670104, 1.2989690721649483, 2.2857142857142856, 0.6100628930817611]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.6, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.068181818181818, 1.3636363636363638, 6.0, 1.0476190476190477]"
103,2019-08-07,20190807LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.6, 2.0, 0.9523809523809523]","[0, 0, 4.3269230769230775, 1.3461538461538463, 1.3125, 2.3636363636363638]","[0, 0, 3.732718894009217, 1.3824884792626728, 1.1136363636363635, 3.013888888888889]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.6129032258064515, 1.379032258064516, 1.2222222222222223, 5.166666666666667]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.008064516129032, 1.5241935483870968, 1.375, 1.9682539682539684]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.4400000000000002, 1.08, 2.391304347826087, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4188861985472156, 1.1041162227602905, 3.6296296296296298, 6.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.713917525773196, 1.1752577319587627, 3.392857142857143, 6.158730158730159]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 1, 18.0, 4.0, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.0, 3.0, 1, 0.6666666666666666]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.930434782608696, 1.5043478260869565, 2.0454545454545454, 5.75]","[0, 1, 3.272727272727273, 1.2727272727272727, 2.357142857142857, 0.6111111111111112]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.6, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.872340425531915, 1.2765957446808511, 6.5, 1.0444444444444445]"
104,2019-08-08,20190808LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 1.6, 2.0, 0.9523809523809523]","[0, 0, 4.3269230769230775, 1.3461538461538463, 1.3125, 2.3636363636363638]","[1, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.379032258064516, 1.2222222222222223, 5.166666666666667]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.008064516129032, 1.5241935483870968, 1.375, 1.9682539682539684]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.4400000000000002, 1.08, 2.391304347826087, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4188861985472156, 1.1041162227602905, 3.6296296296296298, 6.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.713917525773196, 1.1752577319587627, 3.392857142857143, 6.158730158730159]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 1, 13.5, 3.75, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 3.0, 1, 0.6666666666666666]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.930434782608696, 1.5043478260869565, 2.0454545454545454, 5.75]","[0, 0, 3.272727272727273, 1.2727272727272727, 2.357142857142857, 0.6111111111111112]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.6, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.306122448979592, 1.2857142857142858, 6.5, 1.0208333333333333]"
105,2019-08-09,20190809LGNC0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.6818181818181817, 1.5, 2.111111111111111, 1.0]","[1, 0, 4.716867469879518, 1.4096385542168675, 1.34375, 2.4057971014492754]","[0, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.379032258064516, 1.2222222222222223, 5.166666666666667]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.813953488372094, 1.4883720930232558, 1.3529411764705883, 1.9545454545454546]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.411764705882353, 1.0588235294117647, 2.4782608695652173, 1.108695652173913]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4188861985472156, 1.1041162227602905, 3.6296296296296298, 6.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.713917525773196, 1.1752577319587627, 3.392857142857143, 6.158730158730159]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 2.625, 2, 0.6666666666666666]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.930434782608696, 1.5043478260869565, 2.0454545454545454, 5.75]","[0, 1, 3.5100000000000002, 1.3199999999999998, 2.2, 0.6060606060606061]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.6, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.2857142857142858, 6.5, 1.0208333333333333]"
106,2019-08-10,20190810SKLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.6818181818181817, 1.5, 2.111111111111111, 1.0]","[0, 0, 4.716867469879518, 1.4096385542168675, 1.34375, 2.4057971014492754]","[0, 0, 4.126637554585153, 1.4279475982532752, 1.0204081632653061, 3.0533333333333332]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6129032258064515, 1.379032258064516, 1.2222222222222223, 5.166666666666667]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.704545454545455, 1.4772727272727273, 1.2777777777777777, 1.9130434782608696]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.411764705882353, 1.0588235294117647, 2.4782608695652173, 1.108695652173913]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4188861985472156, 1.1041162227602905, 3.6296296296296298, 6.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.706601466992665, 1.158924205378973, 3.413793103448276, 6.196969696969697]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.3846153846153848, 0.6666666666666666, 1.0833333333333333]","[0, 0, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 0, 13.5, 3.75, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.9090909090909092, 3, 0.7333333333333333]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 4.930434782608696, 1.5043478260869565, 2.0454545454545454, 5.75]","[0, 0, 3.5100000000000002, 1.3199999999999998, 2.2, 0.6060606060606061]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.6, 1.358974358974359]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.306122448979592, 1.2857142857142858, 6.5, 1.0208333333333333]"
