,date,game_key,김지용,문광은,임찬규,이우찬,김정후,최성훈,유원석,류제국,배재준,임지섭,이상규,김대현,오석주,고우석,김태형,김영준,윌슨,이강욱,성동현,켈리,한선태,이정용,강정현,정우영,이상영,이동현,송은범,심수창,장원삼,차우찬,진해수,정찬헌,최동환,정용운,여건욱
84,2019-07-05,20190705LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.4375, 2.3333333333333335, 1.0666666666666667]","[0, 0, 4.118644067796611, 1.271186440677966, 1.25, 2.4583333333333335]","[0, 0, 2.8588235294117648, 1.3941176470588237, 1.1428571428571428, 2.698412698412698]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.5, 1.2727272727272727, 2.0]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.75609756097561, 1.170731707317073, 2.2857142857142856, 1.1081081081081081]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.337313432835821, 1.1014925373134328, 3.7, 6.568627450980393]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0955414012738856, 1.1847133757961783, 3.25, 6.1568627450980395]","[0, 1, 0.0, 0.6666666666666666, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.2344827586206897, 0.9724137931034482, 2.727272727272727, 1.2719298245614035]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 1, 8.027027027027028, 1.7027027027027026, 2.3333333333333335, 3.0833333333333335]","[0, 0, 4.122137404580153, 1.4770992366412214, 1.8611111111111112, 5.822222222222222]","[0, 0, 2.131578947368421, 1.3026315789473686, 1.4285714285714286, 0.6178861788617885]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32, 1.68, 6, 1.0416666666666667]"
85,2019-07-06,20190706LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.4375, 2.3333333333333335, 1.0666666666666667]","[0, 1, 4.204918032786885, 1.3032786885245902, 1.24, 2.392156862745098]","[0, 0, 2.8588235294117648, 1.3941176470588237, 1.1428571428571428, 2.698412698412698]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 1.2727272727272727, 2.0]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.75609756097561, 1.170731707317073, 2.2857142857142856, 1.1081081081081081]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.337313432835821, 1.1014925373134328, 3.7, 6.568627450980393]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0955414012738856, 1.1847133757961783, 3.25, 6.1568627450980395]","[0, 1, 0.0, 0.5, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.2344827586206897, 0.9724137931034482, 2.727272727272727, 1.2719298245614035]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.027027027027028, 1.7027027027027026, 2.3333333333333335, 3.0833333333333335]","[1, 0, 4.5978260869565215, 1.5108695652173914, 1.8918918918918919, 5.75]","[0, 0, 2.131578947368421, 1.3026315789473686, 1.4285714285714286, 0.6178861788617885]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.68, 6, 1.0416666666666667]"
86,2019-07-07,20190707LGHT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.2399999999999998, 1.38, 2.5, 1.0416666666666667]","[0, 0, 4.204918032786885, 1.3032786885245902, 1.24, 2.392156862745098]","[0, 0, 2.8588235294117648, 1.3941176470588237, 1.1428571428571428, 2.698412698412698]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 1.2727272727272727, 2.0]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.7142857142857142, 1.1428571428571428, 2.2857142857142856, 1.105263157894737]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.2752808988764044, 1.0786516853932584, 4.15, 6.592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0955414012738856, 1.1847133757961783, 3.25, 6.1568627450980395]","[0, 0, 0.0, 0.5, 1, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 1, 2.174496644295302, 0.9664429530201343, 2.8181818181818183, 1.2735042735042734]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 8.027027027027028, 1.7027027027027026, 2.3333333333333335, 3.0833333333333335]","[0, 0, 4.5978260869565215, 1.5108695652173914, 1.8918918918918919, 5.75]","[0, 1, 2.076923076923077, 1.3076923076923077, 1.5714285714285714, 0.6190476190476191]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.68, 6, 1.0416666666666667]"
87,2019-07-09,20190709OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.38, 2.5, 1.0416666666666667]","[0, 0, 4.204918032786885, 1.3032786885245902, 1.24, 2.392156862745098]","[0, 0, 2.8588235294117648, 1.3941176470588237, 1.1428571428571428, 2.698412698412698]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 1.2727272727272727, 2.0]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.7142857142857142, 1.1428571428571428, 2.2857142857142856, 1.105263157894737]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2752808988764044, 1.0786516853932584, 4.15, 6.592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.927710843373494, 1.1656626506024095, 3.24, 6.148148148148149]","[0, 1, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.174496644295302, 0.9664429530201343, 2.8181818181818183, 1.2735042735042734]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 1, 7.425000000000001, 1.575, 2.3333333333333335, 2.666666666666667]","[0, 0, 4.5978260869565215, 1.5108695652173914, 1.8918918918918919, 5.75]","[0, 0, 2.076923076923077, 1.3076923076923077, 1.5714285714285714, 0.6190476190476191]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.821428571428571, 1.7142857142857142, 7.0, 1.0370370370370372]"
88,2019-07-11,20190711OBLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.38, 2.5, 1.0416666666666667]","[0, 1, 3.916030534351145, 1.2595419847328244, 1.3076923076923077, 2.4259259259259256]","[1, 0, 2.984210526315789, 1.3421052631578947, 1.1842105263157894, 2.878787878787879]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.225806451612903, 1.6129032258064515, 1.25, 2.2142857142857144]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.7142857142857142, 1.1428571428571428, 2.2857142857142856, 1.105263157894737]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2752808988764044, 1.0786516853932584, 4.15, 6.592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.1656626506024095, 3.24, 6.148148148148149]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.174496644295302, 0.9664429530201343, 2.8181818181818183, 1.2735042735042734]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 1, 6.906976744186046, 1.5348837209302324, 2.3333333333333335, 2.388888888888889]","[0, 0, 4.5978260869565215, 1.5108695652173914, 1.8918918918918919, 5.75]","[0, 1, 2.0, 1.2962962962962963, 1.7857142857142858, 0.627906976744186]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.821428571428571, 1.7142857142857142, 7.0, 1.0370370370370372]"
89,2019-07-12,20190712SSLG0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.1153846153846154, 1.3846153846153848, 2.6666666666666665, 1.0196078431372548]","[0, 0, 3.916030534351145, 1.2595419847328244, 1.3076923076923077, 2.4259259259259256]","[0, 0, 2.984210526315789, 1.3421052631578947, 1.1842105263157894, 2.878787878787879]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.225806451612903, 1.6129032258064515, 1.25, 2.2142857142857144]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.7142857142857142, 1.1428571428571428, 2.2857142857142856, 1.105263157894737]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.2752808988764044, 1.0786516853932584, 4.15, 6.592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.1656626506024095, 3.24, 6.148148148148149]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 1, 2.6644736842105265, 1.006578947368421, 3.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.906976744186046, 1.5348837209302324, 2.3333333333333335, 2.388888888888889]","[1, 0, 5.0625, 1.5416666666666667, 1.775, 5.647058823529412]","[0, 1, 1.9285714285714284, 1.25, 1.8571428571428572, 0.6363636363636364]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.5483870967741935, 7.0, 1.0333333333333334]"
90,2019-07-13,20190713SSLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.3846153846153848, 2.6666666666666665, 1.0196078431372548]","[0, 0, 3.916030534351145, 1.2595419847328244, 1.3076923076923077, 2.4259259259259256]","[0, 0, 2.984210526315789, 1.3421052631578947, 1.1842105263157894, 2.878787878787879]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.454545454545454, 1.5757575757575757, 1.25, 2.2]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.6615384615384616, 1.1538461538461537, 2.272727272727273, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.6199460916442048, 1.1078167115902964, 3.739130434782609, 6.508771929824562]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.1656626506024095, 3.24, 6.148148148148149]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.6644736842105265, 1.006578947368421, 3.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.906976744186046, 1.5348837209302324, 2.3333333333333335, 2.388888888888889]","[0, 0, 5.0625, 1.5416666666666667, 1.775, 5.647058823529412]","[0, 1, 2.511627906976744, 1.2906976744186045, 1.9285714285714286, 0.6370370370370371]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.5483870967741935, 7.0, 1.0333333333333334]"
91,2019-07-14,20190714SSLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.3846153846153848, 2.6666666666666665, 1.0196078431372548]","[0, 0, 3.916030534351145, 1.2595419847328244, 1.3076923076923077, 2.4259259259259256]","[0, 0, 2.984210526315789, 1.3421052631578947, 1.1842105263157894, 2.878787878787879]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.454545454545454, 1.5757575757575757, 1.25, 2.2]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.6240601503759398, 1.1278195488721805, 2.272727272727273, 1.1083333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6199460916442048, 1.1078167115902964, 3.739130434782609, 6.508771929824562]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.9653179190751446, 1.2052023121387283, 3.1153846153846154, 6.070175438596491]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.6644736842105265, 1.006578947368421, 3.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.906976744186046, 1.5348837209302324, 2.3333333333333335, 2.388888888888889]","[0, 0, 5.0625, 1.5416666666666667, 1.775, 5.647058823529412]","[0, 0, 2.511627906976744, 1.2906976744186045, 1.9285714285714286, 0.6370370370370371]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.354838709677419, 1.5483870967741935, 7.0, 1.0333333333333334]"
92,2019-07-16,20190716LGSK0,"[0, 0, 0, 0, 0, 0]","[0, 1, 2.9454545454545453, 1.4181818181818182, 2.8333333333333335, 1.0185185185185184]","[1, 0, 4.263157894736842, 1.2857142857142856, 1.3076923076923077, 2.3333333333333335]","[0, 0, 2.984210526315789, 1.3421052631578947, 1.1842105263157894, 2.878787878787879]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.67, 1.65, 1.1538461538461537, 2.0833333333333335]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.6240601503759398, 1.1278195488721805, 2.272727272727273, 1.1083333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6199460916442048, 1.1078167115902964, 3.739130434782609, 6.508771929824562]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9653179190751446, 1.2052023121387283, 3.1153846153846154, 6.070175438596491]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.6644736842105265, 1.006578947368421, 3.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 1, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 5.0625, 1.5416666666666667, 1.775, 5.647058823529412]","[0, 1, 2.4545454545454546, 1.2613636363636365, 2.0, 0.6376811594202898]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.75, 1.4166666666666667, 4.5, 1.0909090909090908]"
93,2019-07-17,20190717LGSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.9454545454545453, 1.4181818181818182, 2.8333333333333335, 1.0185185185185184]","[0, 0, 4.263157894736842, 1.2857142857142856, 1.3076923076923077, 2.3333333333333335]","[1, 0, 3.292682926829268, 1.3463414634146342, 1.1428571428571428, 2.971014492753623]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.711538461538462, 1.6442307692307694, 1.1428571428571428, 2.0392156862745097]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 0, 1.6240601503759398, 1.1278195488721805, 2.272727272727273, 1.1083333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6199460916442048, 1.1078167115902964, 3.739130434782609, 6.508771929824562]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9653179190751446, 1.2052023121387283, 3.1153846153846154, 6.070175438596491]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.6644736842105265, 1.006578947368421, 3.0, 1.2666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 5.0625, 1.5416666666666667, 1.775, 5.647058823529412]","[0, 0, 2.4545454545454546, 1.2613636363636365, 2.0, 0.6376811594202898]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.552631578947368, 1.5, 4.5, 1.0555555555555556]"
94,2019-07-18,20190718LGSK0,"[0, 0, 0, 0, 0, 0]","[0, 0, 2.9454545454545453, 1.4181818181818182, 2.8333333333333335, 1.0185185185185184]","[0, 0, 4.263157894736842, 1.2857142857142856, 1.3076923076923077, 2.3333333333333335]","[0, 0, 3.292682926829268, 1.3463414634146342, 1.1428571428571428, 2.971014492753623]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 1.6442307692307694, 1.1428571428571428, 2.0392156862745097]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.588235294117647, 1.102941176470588, 2.3636363636363638, 1.1056910569105691]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6199460916442048, 1.1078167115902964, 3.739130434782609, 6.508771929824562]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9653179190751446, 1.2052023121387283, 3.1153846153846154, 6.070175438596491]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 1, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[1, 0, 5.079207920792079, 1.5544554455445545, 1.853658536585366, 5.611111111111111]","[0, 1, 2.426966292134831, 1.2808988764044944, 2.0, 0.6312056737588653]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.5, 4.5, 1.0555555555555556]"
95,2019-07-27,20190727LGKT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 3.2586206896551726, 1.4482758620689655, 2.5714285714285716, 1.0175438596491226]","[0, 0, 4.263157894736842, 1.2857142857142856, 1.3076923076923077, 2.3333333333333335]","[0, 0, 3.292682926829268, 1.3463414634146342, 1.1428571428571428, 2.971014492753623]","[0, 0, 0.0, 1.5, 1, 0.6666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.783505154639175, 1.3917525773195876, 1.3846153846153846, 5.388888888888889]","[0, 0, 6.685714285714286, 1.6285714285714286, 1.5, 3.888888888888889]","[0, 0, 1.588235294117647, 1.588235294117647, 0.8571428571428571, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.711538461538462, 1.6442307692307694, 1.1428571428571428, 2.0392156862745097]","[0, 0, 3.0, 1.3333333333333333, 3.0, 1.5]","[0, 1, 1.5539568345323742, 1.1007194244604317, 2.409090909090909, 1.1031746031746033]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.5484693877551017, 1.1020408163265307, 3.7916666666666665, 6.533333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9653179190751446, 1.2052023121387283, 3.1153846153846154, 6.070175438596491]","[0, 0, 0.0, 0.4, 3, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.0, 2.0, 1.3333333333333333]","[0, 0, 2.8051948051948052, 1.0714285714285714, 2.6153846153846154, 1.2520325203252034]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.136363636363636, 2.0454545454545454, 2.0, 2.444444444444444]","[0, 0, 6.75, 1.5, 2.3333333333333335, 2.0952380952380953]","[0, 0, 5.079207920792079, 1.5544554455445545, 1.853658536585366, 5.611111111111111]","[0, 1, 2.4, 1.2666666666666666, 2.0, 0.625]","[0, 0, 0.8181818181818182, 1.1818181818181819, 2.75, 0.9166666666666666]","[0, 0, 3.7800000000000002, 1.0799999999999998, 2.6, 1.388888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.552631578947368, 1.5, 4.5, 1.0555555555555556]"
