,date,game_key,신정락,김경태,이태양,문재현,임준섭,이충호,김종수,송창현,윤호솔,문동욱,서균,황영국,김민우,김범수,김재영,박상원,김진영,김성훈,김진욱,박주홍,서폴드,김이환,채드벨,박윤철,정이황,안영명,윤규진,송창식,정우람,장민재
86,2019-07-09,20190709SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 7.105263157894736, 1.5, 3.0, 1.3103448275862069]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.1153846153846154, 1.2115384615384617, 1.3, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8620689655172413, 1.6551724137931036, 0.8421052631578947, 0.8787878787878788]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 2.0270270270270268, 3.0, 1.3703703703703705]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 7.169491525423728, 1.6610169491525424, 1.5833333333333333, 4.538461538461538]","[0, 0, 4.082926829268293, 1.5804878048780489, 1.4102564102564104, 3.4166666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.189655172413794, 1.4224137931034484, 1.1428571428571428, 1.0175438596491226]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.425, 1.6666666666666667, 1.2121212121212122]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.333333333333333, 1.8148148148148149, 1.2777777777777777, 1.173913043478261]","[0, 0, 4.399361022364218, 1.428115015974441, 2.1818181818181817, 5.796296296296296]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 4.0, 1.4722222222222223, 1.813953488372093, 6.0]","[0, 0, 5.785714285714286, 2.0357142857142856, 0.7272727272727273, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.7, 1.425, 3.4, 0.975609756097561]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.1386138613861387, 1.2772277227722773, 3.7142857142857144, 0.9901960784313725]","[0, 0, 4.395348837209303, 1.255813953488372, 4.705882352941177, 5.375]"
87,2019-07-11,20190711SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 7.105263157894736, 1.5, 3.0, 1.3103448275862069]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.056603773584906, 1.2452830188679245, 1.3, 0.8412698412698413]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0483870967741935, 1.7903225806451613, 0.7727272727272727, 0.8985507246376813]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 2.0270270270270268, 3.0, 1.3703703703703705]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 7.169491525423728, 1.6610169491525424, 1.5833333333333333, 4.538461538461538]","[0, 0, 4.082926829268293, 1.5804878048780489, 1.4102564102564104, 3.4166666666666665]","[0, 1, 16.875, 3.0, 1.0, 2.6666666666666665]","[0, 1, 4.084033613445378, 1.411764705882353, 1.1904761904761905, 1.017094017094017]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.333333333333333, 1.8148148148148149, 1.2777777777777777, 1.173913043478261]","[0, 0, 4.399361022364218, 1.428115015974441, 2.1818181818181817, 5.796296296296296]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 4.0, 1.4722222222222223, 1.813953488372093, 6.0]","[1, 0, 3.7674418604651163, 1.5348837209302324, 1.0714285714285714, 1.7916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.425, 3.4, 0.975609756097561]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1386138613861387, 1.2772277227722773, 3.7142857142857144, 0.9901960784313725]","[0, 0, 4.395348837209303, 1.255813953488372, 4.705882352941177, 5.375]"
88,2019-07-12,20190712HHHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 7.425000000000001, 1.5, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.056603773584906, 1.2452830188679245, 1.3, 0.8412698412698413]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0483870967741935, 1.7903225806451613, 0.7727272727272727, 0.8985507246376813]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 2.0270270270270268, 3.0, 1.3703703703703705]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 1, 7.0, 1.6031746031746033, 1.5384615384615385, 4.5]","[1, 0, 4.734597156398104, 1.6635071090047395, 1.4146341463414633, 3.349206349206349]","[0, 0, 16.875, 3.0, 1.0, 2.6666666666666665]","[0, 0, 4.084033613445378, 1.411764705882353, 1.1904761904761905, 1.017094017094017]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.333333333333333, 1.8148148148148149, 1.2777777777777777, 1.173913043478261]","[0, 0, 4.399361022364218, 1.428115015974441, 2.1818181818181817, 5.796296296296296]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 4.0, 1.4722222222222223, 1.813953488372093, 6.0]","[0, 0, 3.7674418604651163, 1.5348837209302324, 1.0714285714285714, 1.7916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.425, 3.4, 0.975609756097561]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1386138613861387, 1.2772277227722773, 3.7142857142857144, 0.9901960784313725]","[0, 0, 4.395348837209303, 1.255813953488372, 4.705882352941177, 5.375]"
89,2019-07-13,20190713HHHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 7.425000000000001, 1.5, 3.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.056603773584906, 1.2452830188679245, 1.3, 0.8412698412698413]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.0483870967741935, 1.7903225806451613, 0.7727272727272727, 0.8985507246376813]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 2.0270270270270268, 3.0, 1.3703703703703705]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 7.0, 1.6031746031746033, 1.5384615384615385, 4.5]","[0, 0, 4.734597156398104, 1.6635071090047395, 1.4146341463414633, 3.349206349206349]","[0, 0, 16.875, 3.0, 1.0, 2.6666666666666665]","[0, 1, 4.016528925619835, 1.4380165289256197, 1.1904761904761905, 1.0083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.333333333333333, 1.8148148148148149, 1.2777777777777777, 1.173913043478261]","[1, 0, 4.406528189910979, 1.3976261127596439, 2.1714285714285713, 5.912280701754386]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 4.0, 1.4722222222222223, 1.813953488372093, 6.0]","[0, 0, 3.7674418604651163, 1.5348837209302324, 1.0714285714285714, 1.7916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.677685950413223, 1.4380165289256197, 3.4, 0.9603174603174603]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1386138613861387, 1.2772277227722773, 3.7142857142857144, 0.9901960784313725]","[0, 0, 4.395348837209303, 1.255813953488372, 4.705882352941177, 5.375]"
90,2019-07-14,20190714HHHT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 7.2439024390243905, 1.4634146341463414, 3.0, 1.3225806451612903]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.056603773584906, 1.2452830188679245, 1.3, 0.8412698412698413]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.907692307692308, 1.7076923076923076, 0.8636363636363636, 0.9027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 2.0270270270270268, 3.0, 1.3703703703703705]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 7.0, 1.6031746031746033, 1.5384615384615385, 4.5]","[0, 0, 4.734597156398104, 1.6635071090047395, 1.4146341463414633, 3.349206349206349]","[0, 1, 10.5, 1.8333333333333333, 2.0, 3.0]","[0, 0, 4.016528925619835, 1.4380165289256197, 1.1904761904761905, 1.0083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.333333333333333, 1.8148148148148149, 1.2777777777777777, 1.173913043478261]","[0, 0, 4.406528189910979, 1.3976261127596439, 2.1714285714285713, 5.912280701754386]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 3.7241379310344827, 1.396551724137931, 1.9545454545454546, 6.105263157894737]","[0, 0, 3.7674418604651163, 1.5348837209302324, 1.0714285714285714, 1.7916666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6129032258064515, 1.4516129032258063, 3.090909090909091, 0.9612403100775194]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.1386138613861387, 1.2772277227722773, 3.7142857142857144, 0.9901960784313725]","[0, 0, 4.395348837209303, 1.255813953488372, 4.705882352941177, 5.375]"
91,2019-07-16,20190716NCHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 7.2439024390243905, 1.4634146341463414, 3.0, 1.3225806451612903]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5660377358490565, 1.3018867924528301, 1.1818181818181819, 0.8030303030303031]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.626865671641791, 1.791044776119403, 0.7916666666666666, 0.8933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.837837837837839, 2.0270270270270268, 3.0, 1.3703703703703705]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 0.0, 0.0, 1, 0.3333333333333333]","[0, 0, 7.0, 1.6031746031746033, 1.5384615384615385, 4.5]","[0, 0, 4.734597156398104, 1.6635071090047395, 1.4146341463414633, 3.349206349206349]","[0, 0, 10.5, 1.8333333333333333, 2.0, 3.0]","[0, 1, 4.354838709677419, 1.4516129032258063, 1.2380952380952381, 1.0081300813008132]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.333333333333333, 1.8148148148148149, 1.2777777777777777, 1.173913043478261]","[0, 0, 4.406528189910979, 1.3976261127596439, 2.1714285714285713, 5.912280701754386]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.7241379310344827, 1.396551724137931, 1.9545454545454546, 6.105263157894737]","[1, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4923076923076923, 1.4076923076923076, 3.1818181818181817, 0.9848484848484849]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0377358490566038, 1.2452830188679245, 4.0, 1.0095238095238095]","[0, 0, 4.395348837209303, 1.255813953488372, 4.705882352941177, 5.375]"
92,2019-07-17,20190717NCHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 7.2439024390243905, 1.4634146341463414, 3.0, 1.3225806451612903]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.3018867924528301, 1.1818181818181819, 0.8030303030303031]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.626865671641791, 1.791044776119403, 0.7916666666666666, 0.8933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.45, 2.4, 3.3333333333333335, 1.3333333333333335]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 1, 27.0, 3.0, 1, 0.16666666666666666]","[0, 1, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[1, 0, 5.0625, 1.6875, 1.3863636363636365, 3.393939393939394]","[0, 1, 10.285714285714285, 1.8571428571428572, 1.3333333333333333, 2.3333333333333335]","[0, 0, 4.354838709677419, 1.4516129032258063, 1.2380952380952381, 1.0081300813008132]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.333333333333333, 1.8148148148148149, 1.2777777777777777, 1.173913043478261]","[0, 0, 4.406528189910979, 1.3976261127596439, 2.1714285714285713, 5.912280701754386]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.7241379310344827, 1.396551724137931, 1.9545454545454546, 6.105263157894737]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.4923076923076923, 1.4076923076923076, 3.1818181818181817, 0.9848484848484849]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 1.2452830188679245, 4.0, 1.0095238095238095]","[0, 0, 4.395348837209303, 1.255813953488372, 4.705882352941177, 5.375]"
93,2019-07-18,20190718NCHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 7.015748031496063, 1.464566929133858, 3.2, 1.3229166666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.3018867924528301, 1.1818181818181819, 0.8030303030303031]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.626865671641791, 1.791044776119403, 0.7916666666666666, 0.8933333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.4, 3.3333333333333335, 1.3333333333333335]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.0625, 1.6875, 1.3863636363636365, 3.393939393939394]","[0, 1, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.354838709677419, 1.4516129032258063, 1.2380952380952381, 1.0081300813008132]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.333333333333333, 1.8148148148148149, 1.2777777777777777, 1.173913043478261]","[1, 0, 4.411267605633803, 1.3943661971830987, 2.2162162162162162, 5.916666666666666]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.7241379310344827, 1.396551724137931, 1.9545454545454546, 6.105263157894737]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.6793893129770994, 1.4427480916030535, 3.1818181818181817, 0.9703703703703703]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 1.2452830188679245, 4.0, 1.0095238095238095]","[0, 0, 4.395348837209303, 1.255813953488372, 4.705882352941177, 5.375]"
94,2019-07-26,20190726HHSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 6.75, 1.4090909090909092, 3.4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.3018867924528301, 1.1818181818181819, 0.8030303030303031]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6, 1.72, 0.875, 0.9615384615384616]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.4, 3.3333333333333335, 1.3333333333333335]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.0625, 1.6875, 1.3863636363636365, 3.393939393939394]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 1, 4.153846153846154, 1.4076923076923076, 1.1818181818181819, 1.0317460317460319]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.333333333333333, 1.8148148148148149, 1.2777777777777777, 1.173913043478261]","[0, 0, 4.411267605633803, 1.3943661971830987, 2.2162162162162162, 5.916666666666666]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.7241379310344827, 1.396551724137931, 1.9545454545454546, 6.105263157894737]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6793893129770994, 1.4427480916030535, 3.1818181818181817, 0.9703703703703703]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 1.2452830188679245, 4.0, 1.0095238095238095]","[1, 0, 4.5, 1.2613636363636365, 4.823529411764706, 5.176470588235294]"
95,2019-07-27,20190727HHSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 6.75, 1.4090909090909092, 3.4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.3018867924528301, 1.1818181818181819, 0.8030303030303031]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6, 1.72, 0.875, 0.9615384615384616]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.4, 3.3333333333333335, 1.3333333333333335]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.0625, 1.6875, 1.3863636363636365, 3.393939393939394]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.153846153846154, 1.4076923076923076, 1.1818181818181819, 1.0317460317460319]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.333333333333333, 1.8148148148148149, 1.2777777777777777, 1.173913043478261]","[0, 0, 4.411267605633803, 1.3943661971830987, 2.2162162162162162, 5.916666666666666]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 3.9661016949152543, 1.4406779661016949, 1.8695652173913044, 5.9]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.091603053435114, 1.4885496183206108, 3.1818181818181817, 0.9492753623188406]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.981651376146789, 1.238532110091743, 4.0, 1.0092592592592593]","[0, 0, 4.5, 1.2613636363636365, 4.823529411764706, 5.176470588235294]"
96,2019-07-28,20190728HHSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 6.75, 1.4090909090909092, 3.4, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.3018867924528301, 1.1818181818181819, 0.8030303030303031]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32, 1.84, 0.8076923076923077, 0.9259259259259259]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[1, 0, 5.514893617021277, 1.723404255319149, 1.4318181818181819, 3.405797101449275]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.153846153846154, 1.4076923076923076, 1.1818181818181819, 1.0317460317460319]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.584269662921349, 1.8539325842696628, 1.15, 1.2361111111111112]","[0, 0, 4.411267605633803, 1.3943661971830987, 2.2162162162162162, 5.916666666666666]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.9661016949152543, 1.4406779661016949, 1.8695652173913044, 5.9]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.091603053435114, 1.4885496183206108, 3.1818181818181817, 0.9492753623188406]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.981651376146789, 1.238532110091743, 4.0, 1.0092592592592593]","[0, 0, 4.5, 1.2613636363636365, 4.823529411764706, 5.176470588235294]"
97,2019-07-30,20190730HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 6.75, 1.392857142857143, 3.7, 1.3725490196078431]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.3018867924528301, 1.1818181818181819, 0.8030303030303031]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.84, 0.8076923076923077, 0.9259259259259259]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.514893617021277, 1.723404255319149, 1.4318181818181819, 3.405797101449275]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.153846153846154, 1.4076923076923076, 1.1818181818181819, 1.0317460317460319]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.584269662921349, 1.8539325842696628, 1.15, 1.2361111111111112]","[1, 0, 4.415549597855228, 1.3914209115281502, 2.1707317073170733, 5.92063492063492]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.9661016949152543, 1.4406779661016949, 1.8695652173913044, 5.9]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.091603053435114, 1.4885496183206108, 3.1818181818181817, 0.9492753623188406]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.981651376146789, 1.238532110091743, 4.0, 1.0092592592592593]","[0, 0, 4.5, 1.2613636363636365, 4.823529411764706, 5.176470588235294]"
98,2019-07-31,20190731HHKT0,"[0, 1, 0, 0, 0, 0]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 1, 6.608391608391608, 1.3846153846153846, 3.7, 1.3619047619047617]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.375, 1.3392857142857142, 1.0833333333333333, 0.8115942028985508]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.84, 0.8076923076923077, 0.9259259259259259]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.514893617021277, 1.723404255319149, 1.4318181818181819, 3.405797101449275]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.153846153846154, 1.4076923076923076, 1.1818181818181819, 1.0317460317460319]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.584269662921349, 1.8539325842696628, 1.15, 1.2361111111111112]","[0, 0, 4.415549597855228, 1.3914209115281502, 2.1707317073170733, 5.92063492063492]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 3.9661016949152543, 1.4406779661016949, 1.8695652173913044, 5.9]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.451127819548872, 1.5338345864661653, 3.1818181818181817, 0.9432624113475178]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9636363636363636, 1.2272727272727273, 4.0, 0.990990990990991]","[0, 0, 4.5, 1.2613636363636365, 4.823529411764706, 5.176470588235294]"
