,date,game_key,신정락,김경태,이태양,문재현,임준섭,이충호,김종수,송창현,윤호솔,문동욱,서균,황영국,김민우,김범수,김재영,박상원,김진영,김성훈,김진욱,박주홍,서폴드,김이환,채드벨,박윤철,정이황,안영명,윤규진,송창식,정우람,장민재
99,2019-08-01,20190801HHKT0,"[0, 1, 27.0, 3.0, 0.0, 0.3333333333333333]","[0, 0, 1.125, 1.75, 1.75, 0.7272727272727273]","[0, 0, 6.608391608391608, 1.3846153846153846, 3.7, 1.3619047619047617]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.3392857142857142, 1.0833333333333333, 0.8115942028985508]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.84, 0.8076923076923077, 0.9259259259259259]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.514893617021277, 1.723404255319149, 1.4318181818181819, 3.405797101449275]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.153846153846154, 1.4076923076923076, 1.1818181818181819, 1.0317460317460319]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.584269662921349, 1.8539325842696628, 1.15, 1.2361111111111112]","[0, 0, 4.415549597855228, 1.3914209115281502, 2.1707317073170733, 5.92063492063492]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 4.148247978436658, 1.4474393530997305, 1.9166666666666667, 5.888888888888889]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.425373134328358, 1.5223880597014927, 3.1818181818181817, 0.9305555555555555]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8782608695652174, 1.2, 4.285714285714286, 1.0087719298245614]","[0, 0, 4.5, 1.2613636363636365, 4.823529411764706, 5.176470588235294]"
100,2019-08-03,20190803SKHH0,"[0, 1, 6.75, 2.25, 0.0, 0.6666666666666666]","[0, 1, 1.125, 2.0, 1.1666666666666667, 0.6666666666666666]","[0, 1, 6.517241379310345, 1.4068965517241379, 3.8, 1.3425925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.3392857142857142, 1.0833333333333333, 0.8115942028985508]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.84, 0.8076923076923077, 0.9259259259259259]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.514893617021277, 1.723404255319149, 1.4318181818181819, 3.405797101449275]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 1, 4.090909090909091, 1.4318181818181819, 1.0833333333333333, 1.0232558139534884]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.584269662921349, 1.8539325842696628, 1.15, 1.2361111111111112]","[0, 0, 4.415549597855228, 1.3914209115281502, 2.1707317073170733, 5.92063492063492]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 4.148247978436658, 1.4474393530997305, 1.9166666666666667, 5.888888888888889]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.425373134328358, 1.5223880597014927, 3.1818181818181817, 0.9305555555555555]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8782608695652174, 1.2, 4.285714285714286, 1.0087719298245614]","[1, 0, 4.8109090909090915, 1.309090909090909, 4.9411764705882355, 5.092592592592593]"
101,2019-08-04,20190804SKHH0,"[0, 0, 6.75, 2.25, 0.0, 0.6666666666666666]","[0, 1, 1.0384615384615385, 1.8461538461538463, 1.1666666666666667, 0.6666666666666666]","[0, 0, 6.517241379310345, 1.4068965517241379, 3.8, 1.3425925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.3392857142857142, 1.0833333333333333, 0.8115942028985508]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.84, 0.8076923076923077, 0.9259259259259259]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.514893617021277, 1.723404255319149, 1.4318181818181819, 3.405797101449275]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 1, 4.060150375939849, 1.4661654135338344, 1.0833333333333333, 1.0075757575757576]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.584269662921349, 1.8539325842696628, 1.15, 1.2361111111111112]","[1, 0, 4.385786802030457, 1.3781725888324872, 2.292682926829268, 5.96969696969697]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 4.148247978436658, 1.4474393530997305, 1.9166666666666667, 5.888888888888889]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.3503649635036497, 1.510948905109489, 3.4545454545454546, 0.9319727891156462]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8782608695652174, 1.2, 4.285714285714286, 1.0087719298245614]","[0, 0, 4.8109090909090915, 1.309090909090909, 4.9411764705882355, 5.092592592592593]"
102,2019-08-06,20190806HHOB0,"[0, 0, 6.75, 2.25, 0.0, 0.6666666666666666]","[0, 0, 1.0384615384615385, 1.8461538461538463, 1.1666666666666667, 0.6666666666666666]","[0, 0, 6.517241379310345, 1.4068965517241379, 3.8, 1.3425925925925926]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.9189189189189193, 1.2972972972972971, 1.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.8076923076923077, 0.7777777777777778, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 1, 5.666666666666666, 1.7530864197530864, 1.3541666666666667, 3.375]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.060150375939849, 1.4661654135338344, 1.0833333333333333, 1.0075757575757576]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.438775510204081, 1.806122448979592, 1.25, 1.3066666666666666]","[0, 0, 4.385786802030457, 1.3781725888324872, 2.292682926829268, 5.96969696969697]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[0, 0, 4.148247978436658, 1.4474393530997305, 1.9166666666666667, 5.888888888888889]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.471428571428571, 1.5, 3.5454545454545454, 0.9333333333333332]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8782608695652174, 1.2, 4.285714285714286, 1.0087719298245614]","[0, 0, 4.8109090909090915, 1.309090909090909, 4.9411764705882355, 5.092592592592593]"
103,2019-08-07,20190807HHOB0,"[0, 1, 10.8, 2.4, 0.0, 0.5555555555555556]","[0, 0, 1.0384615384615385, 1.8461538461538463, 1.1666666666666667, 0.6666666666666666]","[0, 1, 6.385135135135135, 1.3986486486486487, 3.5454545454545454, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.2972972972972971, 1.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.8076923076923077, 0.7777777777777778, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 1, 5.707317073170732, 1.7560975609756098, 1.3265306122448979, 3.28]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 1, 4.029850746268656, 1.4776119402985075, 1.0833333333333333, 0.9925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.438775510204081, 1.806122448979592, 1.25, 1.3066666666666666]","[0, 0, 4.385786802030457, 1.3781725888324872, 2.292682926829268, 5.96969696969697]","[0, 0, 0.0, 0.0, 0, 0.6666666666666666]","[1, 0, 3.956298200514139, 1.4267352185089974, 1.94, 5.893939393939394]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.471428571428571, 1.5, 3.5454545454545454, 0.9333333333333332]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8305084745762712, 1.194915254237288, 4.428571428571429, 1.0085470085470085]","[0, 0, 4.8109090909090915, 1.309090909090909, 4.9411764705882355, 5.092592592592593]"
104,2019-08-08,20190808HHHT0,"[0, 1, 16.2, 3.0, 0.0, 0.4166666666666667]","[0, 1, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 1, 6.3, 1.38, 3.6363636363636362, 1.3157894736842106]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.2972972972972971, 1.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.8076923076923077, 0.7777777777777778, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.707317073170732, 1.7560975609756098, 1.3265306122448979, 3.28]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.029850746268656, 1.4776119402985075, 1.0833333333333333, 0.9925925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.438775510204081, 1.806122448979592, 1.25, 1.3066666666666666]","[0, 0, 4.385786802030457, 1.3781725888324872, 2.292682926829268, 5.96969696969697]","[1, 0, 0.0, 0.8571428571428571, 1, 0.7777777777777778]","[0, 0, 3.956298200514139, 1.4267352185089974, 1.94, 5.893939393939394]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4468085106382977, 1.4893617021276595, 3.5454545454545454, 0.9215686274509803]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8305084745762712, 1.194915254237288, 4.428571428571429, 1.0085470085470085]","[0, 0, 4.8109090909090915, 1.309090909090909, 4.9411764705882355, 5.092592592592593]"
105,2019-08-09,20190809HHHT0,"[0, 0, 16.2, 3.0, 0.0, 0.4166666666666667]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 0, 6.3, 1.38, 3.6363636363636362, 1.3157894736842106]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.2972972972972971, 1.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.8076923076923077, 0.7777777777777778, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 1, 81.0, 9.0, 1.0, 0.3333333333333333]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 1, 5.684210526315789, 1.7611336032388665, 1.3265306122448979, 3.1666666666666665]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 1, 3.884892086330935, 1.4460431654676258, 1.0833333333333333, 1.0072463768115942]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.339805825242718, 1.7766990291262135, 1.35, 1.3205128205128207]","[0, 0, 4.385786802030457, 1.3781725888324872, 2.292682926829268, 5.96969696969697]","[0, 0, 0.0, 0.8571428571428571, 1, 0.7777777777777778]","[0, 0, 3.956298200514139, 1.4267352185089974, 1.94, 5.893939393939394]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4468085106382977, 1.4893617021276595, 3.5454545454545454, 0.9215686274509803]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8305084745762712, 1.194915254237288, 4.428571428571429, 1.0085470085470085]","[1, 0, 4.667796610169491, 1.311864406779661, 4.578947368421052, 5.175438596491228]"
106,2019-08-10,20190810HHKT0,"[0, 1, 13.5, 3.5, 0.0, 0.4]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 1, 6.572368421052632, 1.4013157894736843, 3.727272727272727, 1.2991452991452992]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9189189189189193, 1.2972972972972971, 1.0, 1.027777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.8076923076923077, 0.7777777777777778, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 9.0, 1.0, 0.3333333333333333]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.684210526315789, 1.7611336032388665, 1.3265306122448979, 3.1666666666666665]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 3.884892086330935, 1.4460431654676258, 1.0833333333333333, 1.0072463768115942]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.339805825242718, 1.7766990291262135, 1.35, 1.3205128205128207]","[1, 0, 4.163855421686748, 1.3373493975903614, 2.3333333333333335, 6.0144927536231885]","[0, 0, 0.0, 0.8571428571428571, 1, 0.7777777777777778]","[0, 0, 3.956298200514139, 1.4267352185089974, 1.94, 5.893939393939394]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.328767123287671, 1.5, 3.727272727272727, 0.9358974358974359]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.8305084745762712, 1.194915254237288, 4.428571428571429, 1.0085470085470085]","[0, 0, 4.667796610169491, 1.311864406779661, 4.578947368421052, 5.175438596491228]"
107,2019-08-11,20190811HHKT0,"[0, 0, 13.5, 3.5, 0.0, 0.4]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 0, 6.572368421052632, 1.4013157894736843, 3.727272727272727, 1.2991452991452992]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.375, 1.5, 0.8333333333333334, 1.1733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.8076923076923077, 0.7777777777777778, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 81.0, 9.0, 1.0, 0.3333333333333333]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 1, 5.63855421686747, 1.7590361445783131, 1.3673469387755102, 3.074074074074074]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 1, 4.242857142857143, 1.4785714285714286, 1.04, 0.9929078014184397]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.339805825242718, 1.7766990291262135, 1.35, 1.3205128205128207]","[0, 0, 4.163855421686748, 1.3373493975903614, 2.3333333333333335, 6.0144927536231885]","[0, 0, 0.0, 0.8571428571428571, 1, 0.7777777777777778]","[0, 0, 3.956298200514139, 1.4267352185089974, 1.94, 5.893939393939394]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.328767123287671, 1.5, 3.727272727272727, 0.9358974358974359]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7851239669421488, 1.1900826446280992, 4.428571428571429, 1.0083333333333333]","[0, 0, 4.667796610169491, 1.311864406779661, 4.578947368421052, 5.175438596491228]"
108,2019-08-13,20190813NCHH0,"[0, 1, 10.125, 2.625, 0.0, 0.4444444444444444]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 0, 6.572368421052632, 1.4013157894736843, 3.727272727272727, 1.2991452991452992]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.5, 0.8333333333333334, 1.1733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.8076923076923077, 0.7777777777777778, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 1, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.63855421686747, 1.7590361445783131, 1.3673469387755102, 3.074074074074074]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 1, 4.212765957446809, 1.4893617021276595, 1.04, 0.9791666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 4.163855421686748, 1.3373493975903614, 2.3333333333333335, 6.0144927536231885]","[0, 0, 0.0, 0.8571428571428571, 1, 0.7777777777777778]","[0, 0, 3.956298200514139, 1.4267352185089974, 1.94, 5.893939393939394]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4429530201342287, 1.5100671140939599, 3.909090909090909, 0.9371069182389936]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7851239669421488, 1.1900826446280992, 4.428571428571429, 1.0083333333333333]","[0, 0, 4.667796610169491, 1.311864406779661, 4.578947368421052, 5.175438596491228]"
109,2019-08-14,20190814NCHH0,"[0, 0, 10.125, 2.625, 0.0, 0.4444444444444444]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 1, 6.88235294117647, 1.4313725490196079, 3.727272727272727, 1.275]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.5, 0.8333333333333334, 1.1733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.8076923076923077, 0.7777777777777778, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 0, 27.0, 3.0, 1, 0.16666666666666666]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 1, 5.463035019455253, 1.7042801556420233, 1.4285714285714286, 3.0595238095238098]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 1, 4.2827586206896555, 1.4689655172413791, 1.12, 0.9863945578231293]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.408163265306122, 1.653061224489796, 1.5833333333333333, 1.361111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 4.163855421686748, 1.3373493975903614, 2.3333333333333335, 6.0144927536231885]","[1, 0, 1.2272727272727273, 1.090909090909091, 1.0, 1.8333333333333333]","[0, 0, 3.956298200514139, 1.4267352185089974, 1.94, 5.893939393939394]","[0, 0, 4.408163265306122, 1.7755102040816328, 0.8888888888888888, 1.8148148148148147]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4429530201342287, 1.5100671140939599, 3.909090909090909, 0.9371069182389936]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7851239669421488, 1.1900826446280992, 4.428571428571429, 1.0083333333333333]","[0, 0, 4.667796610169491, 1.311864406779661, 4.578947368421052, 5.175438596491228]"
110,2019-08-15,20190815HHLT0,"[0, 0, 10.125, 2.625, 0.0, 0.4444444444444444]","[0, 0, 1.9285714285714284, 1.8214285714285714, 1.1428571428571428, 0.6666666666666667]","[0, 0, 6.88235294117647, 1.4313725490196079, 3.727272727272727, 1.275]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.375, 1.5, 0.8333333333333334, 1.1733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.8076923076923077, 0.7777777777777778, 0.9285714285714286]","[0, 0, 0, 0, 0, 0]","[0, 0, 22.5, 3.0, 1.0, 1.0]","[0, 0, 9.418604651162791, 2.441860465116279, 3.0, 1.303030303030303]","[0, 0, 5.4, 1.7999999999999998, 1.5, 0.5555555555555556]","[0, 1, 27.0, 4.0, 3, 0.3333333333333333]","[0, 0, 6.715736040609137, 1.5532994923857868, 1.5769230769230769, 4.377777777777778]","[0, 0, 5.463035019455253, 1.7042801556420233, 1.4285714285714286, 3.0595238095238098]","[0, 0, 11.88, 1.92, 1.3333333333333333, 2.0833333333333335]","[0, 0, 4.2827586206896555, 1.4689655172413791, 1.12, 0.9863945578231293]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9272727272727272, 1.6363636363636365, 1.5384615384615385, 1.4102564102564101]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.269230769230769, 1.7884615384615385, 1.35, 1.2839506172839505]","[0, 0, 4.163855421686748, 1.3373493975903614, 2.3333333333333335, 6.0144927536231885]","[0, 0, 1.2272727272727273, 1.090909090909091, 1.0, 1.8333333333333333]","[0, 0, 3.956298200514139, 1.4267352185089974, 1.94, 5.893939393939394]","[0, 1, 4.859999999999999, 1.9799999999999998, 0.7272727272727273, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7800000000000002, 1.56, 3.909090909090909, 0.9259259259259259]","[0, 0, 15.428571428571427, 2.571428571428571, 0.0, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7851239669421488, 1.1900826446280992, 4.428571428571429, 1.0083333333333333]","[1, 0, 4.790322580645162, 1.3451612903225807, 4.285714285714286, 5.166666666666666]"
