,date,game_key,이승현,김대우,임현준,이수민,정광운,홍정우,최충연,김승현,임대한,문용익,최지광,장지훈,김시현,김윤수,양창섭,최채흥,김용하,김태우,맥과이어,오상민,헤일리,라이블리,원태인,우규민,윤성환,오승환,한기주,백정현,장필준,정인욱,권오준
10,2019-04-04,20190404HTSS0,"[0, 0, 0.0, 0.5625, 4.0, 1.0666666666666667]","[0, 1, 4.764705882352941, 0.8823529411764706, 2.5, 1.888888888888889]","[0, 1, 5.4, 1.7999999999999998, 0, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 9.0, 3.0, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.05, 3.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 8.307692307692308, 2.307692307692308, 0.8888888888888888, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.1666666666666667, 3.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 0, 7.7142857142857135, 2.571428571428571, 2, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0625, 1.5, 2, 5.333333333333333]","[0, 0, 0.0, 0.6, 3.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]"
11,2019-04-05,20190405SSSK0,"[0, 1, 0.0, 0.8333333333333334, 2.5, 1.0]","[0, 0, 4.764705882352941, 0.8823529411764706, 2.5, 1.888888888888889]","[0, 0, 5.4, 1.7999999999999998, 0, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 9.0, 3.0, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.05, 3.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.307692307692308, 0.8888888888888888, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.1666666666666667, 3.0, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 0, 7.7142857142857135, 2.571428571428571, 2, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7, 1.05, 1.6666666666666667, 6.666666666666667]","[0, 0, 0.0, 0.6, 3.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 18.0, 3.0, 1.0, 0.5]"
12,2019-04-06,20190406SSSK0,"[0, 0, 0.0, 0.8333333333333334, 2.5, 1.0]","[0, 0, 4.764705882352941, 0.8823529411764706, 2.5, 1.888888888888889]","[0, 0, 5.4, 1.7999999999999998, 0, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 9.0, 3.0, 0.5, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.05, 3.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.307692307692308, 0.8888888888888888, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.3, 1.4, 3.3333333333333335, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 1, 5.4, 1.7999999999999998, 4, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.05, 1.6666666666666667, 6.666666666666667]","[0, 1, 0.0, 0.6428571428571428, 6.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.0, 1.0, 0.5]"
13,2019-04-07,20190407SSSK0,"[0, 1, 0.0, 0.7826086956521738, 2.3333333333333335, 1.0952380952380953]","[0, 0, 4.764705882352941, 0.8823529411764706, 2.5, 1.888888888888889]","[0, 0, 5.4, 1.7999999999999998, 0, 0.4166666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 7.875000000000001, 2.25, 0.625, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.076923076923077, 0.8076923076923077, 5.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.307692307692308, 2.307692307692308, 0.8888888888888888, 4.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.3, 1.4, 3.3333333333333335, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 0, 5.4, 1.7999999999999998, 4, 0.8333333333333334]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.05, 1.6666666666666667, 6.666666666666667]","[0, 0, 0.0, 0.6428571428571428, 6.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.0, 1.0, 0.5]"
14,2019-04-10,20190410SSLG0,"[0, 0, 0.0, 0.7826086956521738, 2.3333333333333335, 1.0952380952380953]","[0, 0, 4.764705882352941, 0.8823529411764706, 2.5, 1.888888888888889]","[0, 1, 3.375, 1.125, 1, 0.5333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 8.64, 2.52, 0.6666666666666666, 2.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.8076923076923077, 5.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 8.027027027027028, 2.5135135135135136, 0.7142857142857143, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.3, 1.4, 3.3333333333333335, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 0, 5.4, 1.7999999999999998, 4, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7, 1.05, 1.6666666666666667, 6.666666666666667]","[0, 1, 1.8, 1.2, 3.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 18.0, 3.0, 1.0, 0.5]"
15,2019-04-11,20190411SSLG0,"[0, 1, 1.0384615384615385, 0.8076923076923077, 2.6666666666666665, 1.0833333333333333]","[0, 0, 4.764705882352941, 0.8823529411764706, 2.5, 1.888888888888889]","[0, 0, 3.375, 1.125, 1, 0.5333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 8.64, 2.52, 0.6666666666666666, 2.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.076923076923077, 0.8076923076923077, 5.0, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.027027027027028, 2.5135135135135136, 0.7142857142857143, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.3, 1.4, 3.3333333333333335, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 0, 5.4, 1.7999999999999998, 4, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.5660377358490565, 1.3584905660377358, 1.3333333333333333, 5.888888888888889]","[0, 0, 1.8, 1.2, 3.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.0, 1.6666666666666667, 3.0, 1.0]"
16,2019-04-12,20190412KTSS0,"[0, 0, 1.0384615384615385, 0.8076923076923077, 2.6666666666666665, 1.0833333333333333]","[0, 0, 4.764705882352941, 0.8823529411764706, 2.5, 1.888888888888889]","[0, 0, 3.375, 1.125, 1, 0.5333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 8.64, 2.52, 0.6666666666666666, 2.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.8620689655172413, 0.7241379310344828, 5.5, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.027027027027028, 2.5135135135135136, 0.7142857142857143, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.7058823529411766, 0.9411764705882353, 6.666666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 0, 5.4, 1.7999999999999998, 4, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.3584905660377358, 1.3333333333333333, 5.888888888888889]","[0, 0, 1.8, 1.2, 3.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.6666666666666667, 3.0, 1.0]"
17,2019-04-13,20190413KTSS0,"[0, 1, 0.9642857142857142, 0.9642857142857142, 2.25, 1.0370370370370372]","[0, 0, 4.764705882352941, 0.8823529411764706, 2.5, 1.888888888888889]","[0, 0, 3.375, 1.125, 1, 0.5333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 8.64, 2.52, 0.6666666666666666, 2.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6875, 0.65625, 6.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.2, 4.0, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.027027027027028, 2.5135135135135136, 0.7142857142857143, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7058823529411766, 0.9411764705882353, 6.666666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 1, 6.230769230769231, 2.307692307692308, 4, 0.8666666666666666]","[1, 0, 1.5, 1.0, 1.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.3584905660377358, 1.3333333333333333, 5.888888888888889]","[0, 1, 1.4210526315789473, 0.9473684210526316, 3.0, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.6666666666666667, 3.0, 1.0]"
18,2019-04-14,20190414KTSS0,"[0, 1, 2.6129032258064515, 1.064516129032258, 2.5, 1.0333333333333334]","[0, 1, 5.142857142857142, 1.0, 3.0, 1.75]","[0, 0, 3.375, 1.125, 1, 0.5333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 7.7142857142857135, 2.25, 0.6666666666666666, 2.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.6875, 0.65625, 6.5, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.0, 1.6666666666666667, 2.75, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.027027027027028, 2.5135135135135136, 0.7142857142857143, 4.111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7058823529411766, 0.9411764705882353, 6.666666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 0, 6.230769230769231, 2.307692307692308, 4, 0.8666666666666666]","[0, 0, 1.5, 1.0, 1.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.3584905660377358, 1.3333333333333333, 5.888888888888889]","[0, 1, 1.2272727272727273, 0.9545454545454546, 3.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.0, 1.6666666666666667, 3.0, 1.0]"
19,2019-04-16,20190416WOSS0,"[0, 0, 2.6129032258064515, 1.064516129032258, 2.5, 1.0333333333333334]","[0, 0, 5.142857142857142, 1.0, 3.0, 1.75]","[0, 1, 2.7, 1.2, 2, 0.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 8.678571428571429, 2.571428571428571, 0.5454545454545454, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.5428571428571427, 0.6857142857142857, 6.5, 1.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.6666666666666667, 2.75, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.8545454545454545, 2.2363636363636363, 0.7222222222222222, 4.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7058823529411766, 0.9411764705882353, 6.666666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 0, 6.230769230769231, 2.307692307692308, 4, 0.8666666666666666]","[0, 0, 1.5, 1.0, 1.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5660377358490565, 1.3584905660377358, 1.3333333333333333, 5.888888888888889]","[0, 0, 1.2272727272727273, 0.9545454545454546, 3.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.5, 4.0, 1.0]"
20,2019-04-17,20190417WOSS0,"[0, 1, 4.090909090909091, 1.3636363636363635, 2.75, 1.0]","[0, 1, 9.391304347826086, 1.5652173913043477, 2.0, 1.5333333333333334]","[0, 1, 2.25, 1.25, 3.0, 0.5714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 8.678571428571429, 2.571428571428571, 0.5454545454545454, 1.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.5428571428571427, 0.6857142857142857, 6.5, 1.2962962962962963]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.6666666666666667, 2.75, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.8545454545454545, 2.2363636363636363, 0.7222222222222222, 4.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7058823529411766, 0.9411764705882353, 6.666666666666667, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 1, 5.0625, 2.0625, 5.0, 0.8888888888888888]","[0, 0, 1.5, 1.0, 1.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.5, 1.375, 1.7142857142857142, 6.0]","[0, 0, 1.2272727272727273, 0.9545454545454546, 3.0, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 4.0, 1.0]"
21,2019-04-18,20190418WOSS0,"[0, 0, 4.090909090909091, 1.3636363636363635, 2.75, 1.0]","[0, 0, 9.391304347826086, 1.5652173913043477, 2.0, 1.5333333333333334]","[0, 0, 2.25, 1.25, 3.0, 0.5714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 8.709677419354838, 2.5161290322580645, 0.5454545454545454, 1.7222222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.3846153846153846, 0.8461538461538461, 3.5, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.6666666666666667, 2.75, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.8545454545454545, 2.2363636363636363, 0.7222222222222222, 4.583333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.52, 0.72, 10.333333333333334, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 1, 4.263157894736842, 1.736842105263158, 6.0, 0.9047619047619048]","[0, 0, 1.5, 1.0, 1.5, 6.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.375, 1.7142857142857142, 6.0]","[0, 1, 1.125, 1.0, 2.6666666666666665, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 4.0, 1.0]"
22,2019-04-19,20190419SSHH0,"[0, 0, 4.090909090909091, 1.3636363636363635, 2.75, 1.0]","[0, 0, 9.391304347826086, 1.5652173913043477, 2.0, 1.5333333333333334]","[0, 0, 2.25, 1.25, 3.0, 0.5714285714285714]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 9.28125, 2.71875, 0.5, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.2, 0.8, 3.75, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.0, 1.6666666666666667, 2.75, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.8545454545454545, 2.2363636363636363, 0.7222222222222222, 4.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 0.72, 10.333333333333334, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 1, 3.6818181818181817, 1.6363636363636365, 6.0, 0.9166666666666666]","[1, 0, 3.272727272727273, 1.3636363636363635, 1.6666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.375, 1.7142857142857142, 6.0]","[0, 1, 0.9310344827586207, 1.0344827586206897, 2.0, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 4.0, 1.0]"
23,2019-04-20,20190420SSHH0,"[0, 1, 3.75, 1.4166666666666667, 2.75, 1.0]","[0, 1, 9.0, 1.5, 2.0, 1.3333333333333333]","[0, 1, 1.588235294117647, 0.8823529411764706, 3.0, 0.7083333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 9.28125, 2.71875, 0.5, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2, 0.8, 3.75, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.9375000000000004, 1.375, 3.6, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.8545454545454545, 2.2363636363636363, 0.7222222222222222, 4.583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 0.72, 10.333333333333334, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 0, 3.6818181818181817, 1.6363636363636365, 6.0, 0.9166666666666666]","[0, 0, 3.272727272727273, 1.3636363636363635, 1.6666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.375, 1.7142857142857142, 6.0]","[0, 0, 0.9310344827586207, 1.0344827586206897, 2.0, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 4.0, 1.0]"
24,2019-04-21,20190421SSHH0,"[0, 0, 3.75, 1.4166666666666667, 2.75, 1.0]","[0, 0, 9.0, 1.5, 2.0, 1.3333333333333333]","[0, 0, 1.588235294117647, 0.8823529411764706, 3.0, 0.7083333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 0, 9.28125, 2.71875, 0.5, 1.5238095238095237]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.2, 0.8, 3.75, 1.3636363636363635]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.375, 3.6, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.557142857142857, 2.142857142857143, 0.8571428571428571, 4.666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.52, 0.72, 10.333333333333334, 6.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 0, 3.6818181818181817, 1.6363636363636365, 6.0, 0.9166666666666666]","[0, 0, 3.272727272727273, 1.3636363636363635, 1.6666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.375, 1.7142857142857142, 6.0]","[0, 0, 0.9310344827586207, 1.0344827586206897, 2.0, 0.9666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.5, 4.0, 1.0]"
25,2019-04-24,20190424SKSS0,"[0, 1, 3.214285714285714, 1.2857142857142858, 3.5, 1.0769230769230769]","[0, 1, 9.0, 1.4, 2.6666666666666665, 1.4285714285714286]","[0, 1, 1.35, 1.05, 4.0, 0.7407407407407408]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.0, 1, 1.0]","[0, 1, 8.485714285714286, 2.5714285714285716, 0.6923076923076923, 1.4583333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.6199999999999999, 0.96, 3.0, 1.388888888888889]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9375000000000004, 1.375, 3.6, 5.333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.557142857142857, 2.142857142857143, 0.8571428571428571, 4.666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.6129032258064515, 0.7741935483870968, 6.0, 6.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.05, 0.8999999999999999, 4.0, 1.3333333333333335]","[0, 1, 3.2399999999999998, 1.44, 6.0, 0.925925925925926]","[0, 0, 3.272727272727273, 1.3636363636363635, 1.6666666666666667, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.375, 1.7142857142857142, 6.0]","[0, 1, 1.6875, 1.03125, 2.5, 0.9696969696969696]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.4, 4.0, 1.0]"
