,date,game_key,이승현,김대우,임현준,이수민,정광운,홍정우,최충연,김승현,임대한,문용익,최지광,장지훈,김시현,김윤수,양창섭,최채흥,김용하,김태우,맥과이어,오상민,헤일리,라이블리,원태인,우규민,윤성환,오승환,한기주,백정현,장필준,정인욱,권오준
86,2019-07-09,20190709HTSS0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.888888888888889, 1.5362318840579712]","[0, 0, 2.9189189189189193, 1.0945945945945945, 4.0, 0.5873015873015873]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 8.766233766233766, 2.3766233766233764, 1.0740740740740742, 1.1666666666666667]","[0, 1, 16.875, 2.625, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8208955223880596, 1.4328358208955225, 1.5357142857142858, 1.207207207207207]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.526315789473684, 1.4912280701754386, 2.6842105263157894, 3.3529411764705883]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.404255319148937, 1.553191489361702, 1.7254901960784315, 5.529411764705882]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.472972972972974, 1.4189189189189189, 2.6296296296296298, 4.625]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6858638743455496, 1.130890052356021, 2.3, 3.9791666666666665]","[0, 1, 2.6732673267326734, 1.217821782178218, 3.5, 1.0520833333333333]","[0, 0, 4.556962025316455, 1.3924050632911393, 1.64, 5.642857142857143]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.147859922178988, 1.4474708171206225, 1.4137931034482758, 5.354166666666667]","[0, 0, 3.762295081967213, 1.3770491803278688, 1.4285714285714286, 1.1619047619047618]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.2650602409638554, 2.5714285714285716, 1.064102564102564]"
87,2019-07-11,20190711HTSS0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.888888888888889, 1.5362318840579712]","[0, 0, 2.9189189189189193, 1.0945945945945945, 4.0, 0.5873015873015873]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 8.766233766233766, 2.3766233766233764, 1.0740740740740742, 1.1666666666666667]","[0, 0, 16.875, 2.625, 1.0, 0.8888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8208955223880596, 1.4328358208955225, 1.5357142857142858, 1.207207207207207]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.526315789473684, 1.4912280701754386, 2.6842105263157894, 3.3529411764705883]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.404255319148937, 1.553191489361702, 1.7254901960784315, 5.529411764705882]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.7615062761506275, 1.4184100418410042, 2.5172413793103448, 4.686274509803922]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.6858638743455496, 1.130890052356021, 2.3, 3.9791666666666665]","[0, 1, 2.5961538461538463, 1.1826923076923077, 3.5, 1.0505050505050504]","[0, 0, 4.556962025316455, 1.3924050632911393, 1.64, 5.642857142857143]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.147859922178988, 1.4474708171206225, 1.4137931034482758, 5.354166666666667]","[0, 1, 3.672, 1.3920000000000001, 1.4545454545454546, 1.1574074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.2650602409638554, 2.5714285714285716, 1.064102564102564]"
88,2019-07-12,20190712SSLG0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.888888888888889, 1.5362318840579712]","[0, 1, 2.8421052631578947, 1.0657894736842106, 4.2, 0.5891472868217054]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 8.766233766233766, 2.3766233766233764, 1.0740740740740742, 1.1666666666666667]","[0, 1, 13.5, 2.1, 1.0, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2, 1.488888888888889, 1.5357142857142858, 1.1842105263157894]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 1, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.526315789473684, 1.4912280701754386, 2.6842105263157894, 3.3529411764705883]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.404255319148937, 1.553191489361702, 1.7254901960784315, 5.529411764705882]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7615062761506275, 1.4184100418410042, 2.5172413793103448, 4.686274509803922]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.583732057416268, 1.1483253588516746, 2.2857142857142856, 4.098039215686275]","[0, 0, 2.5961538461538463, 1.1826923076923077, 3.5, 1.0505050505050504]","[0, 0, 4.556962025316455, 1.3924050632911393, 1.64, 5.642857142857143]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.147859922178988, 1.4474708171206225, 1.4137931034482758, 5.354166666666667]","[0, 1, 3.796875, 1.40625, 1.4545454545454546, 1.1531531531531531]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.228915662650603, 1.2650602409638554, 2.5714285714285716, 1.064102564102564]"
89,2019-07-13,20190713SSLG0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.888888888888889, 1.5362318840579712]","[0, 1, 2.7341772151898733, 1.1012658227848102, 4.4, 0.5984848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 1, 8.775, 2.4, 1.0714285714285714, 1.1594202898550725]","[0, 1, 9.642857142857142, 1.7142857142857142, 1.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2, 1.488888888888889, 1.5357142857142858, 1.1842105263157894]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.526315789473684, 1.4912280701754386, 2.6842105263157894, 3.3529411764705883]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.404255319148937, 1.553191489361702, 1.7254901960784315, 5.529411764705882]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7615062761506275, 1.4184100418410042, 2.5172413793103448, 4.686274509803922]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.583732057416268, 1.1483253588516746, 2.2857142857142856, 4.098039215686275]","[0, 0, 2.5961538461538463, 1.1826923076923077, 3.5, 1.0505050505050504]","[1, 0, 4.607142857142858, 1.4047619047619047, 1.5925925925925926, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.147859922178988, 1.4474708171206225, 1.4137931034482758, 5.354166666666667]","[0, 0, 3.796875, 1.40625, 1.4545454545454546, 1.1531531531531531]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.03448275862069, 1.2758620689655173, 2.375, 1.0740740740740742]"
90,2019-07-14,20190714SSLG0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.888888888888889, 1.5362318840579712]","[0, 0, 2.7341772151898733, 1.1012658227848102, 4.4, 0.5984848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 8.775, 2.4, 1.0714285714285714, 1.1594202898550725]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2, 1.488888888888889, 1.5357142857142858, 1.1842105263157894]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0.0, 1.0, 1.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.338983050847458, 1.4915254237288136, 2.5714285714285716, 3.2777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.404255319148937, 1.553191489361702, 1.7254901960784315, 5.529411764705882]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7615062761506275, 1.4184100418410042, 2.5172413793103448, 4.686274509803922]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.583732057416268, 1.1483253588516746, 2.2857142857142856, 4.098039215686275]","[0, 0, 2.5961538461538463, 1.1826923076923077, 3.5, 1.0505050505050504]","[0, 0, 4.607142857142858, 1.4047619047619047, 1.5925925925925926, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.953237410071942, 1.4136690647482013, 1.6666666666666667, 5.450980392156863]","[0, 0, 3.796875, 1.40625, 1.4545454545454546, 1.1531531531531531]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.03448275862069, 1.2758620689655173, 2.375, 1.0740740740740742]"
91,2019-07-16,20190716SSWO0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.888888888888889, 1.5362318840579712]","[0, 0, 2.7341772151898733, 1.1012658227848102, 4.4, 0.5984848484848485]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 1, 8.666666666666666, 2.4074074074074074, 1.0714285714285714, 1.125]","[0, 0, 9.642857142857142, 1.7142857142857142, 1.0, 0.9333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2, 1.488888888888889, 1.5357142857142858, 1.1842105263157894]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 1, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.338983050847458, 1.4915254237288136, 2.5714285714285716, 3.2777777777777777]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.14, 1.55, 1.6071428571428572, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.7615062761506275, 1.4184100418410042, 2.5172413793103448, 4.686274509803922]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.583732057416268, 1.1483253588516746, 2.2857142857142856, 4.098039215686275]","[0, 0, 2.5961538461538463, 1.1826923076923077, 3.5, 1.0505050505050504]","[0, 0, 4.607142857142858, 1.4047619047619047, 1.5925925925925926, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.953237410071942, 1.4136690647482013, 1.6666666666666667, 5.450980392156863]","[0, 0, 3.796875, 1.40625, 1.4545454545454546, 1.1531531531531531]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.03448275862069, 1.2758620689655173, 2.375, 1.0740740740740742]"
92,2019-07-17,20190717SSWO0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.888888888888889, 1.5362318840579712]","[0, 1, 3.0375, 1.125, 4.4, 0.5925925925925927]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 1, 8.357142857142858, 2.3214285714285716, 1.1785714285714286, 1.12]","[0, 1, 11.571428571428571, 1.9285714285714284, 0.75, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2, 1.488888888888889, 1.5357142857142858, 1.1842105263157894]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.25, 1.4833333333333334, 2.5714285714285716, 3.1578947368421053]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.14, 1.55, 1.6071428571428572, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.583732057416268, 1.1483253588516746, 2.2857142857142856, 4.098039215686275]","[0, 0, 2.5961538461538463, 1.1826923076923077, 3.5, 1.0505050505050504]","[0, 0, 4.607142857142858, 1.4047619047619047, 1.5925925925925926, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.953237410071942, 1.4136690647482013, 1.6666666666666667, 5.450980392156863]","[0, 0, 3.796875, 1.40625, 1.4545454545454546, 1.1531531531531531]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.8999999999999995, 1.2666666666666666, 2.111111111111111, 1.0714285714285714]"
93,2019-07-18,20190718SSWO0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.888888888888889, 1.5362318840579712]","[0, 1, 2.927710843373494, 1.0843373493975903, 4.6, 0.6014492753623188]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 8.357142857142858, 2.3214285714285716, 1.1785714285714286, 1.12]","[0, 0, 11.571428571428571, 1.9285714285714284, 0.75, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.0638297872340425, 1.425531914893617, 1.5714285714285714, 1.205128205128205]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.4833333333333334, 2.5714285714285716, 3.1578947368421053]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.14, 1.55, 1.6071428571428572, 5.555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8486238532110093, 1.1972477064220182, 2.227272727272727, 4.037037037037037]","[0, 0, 2.5961538461538463, 1.1826923076923077, 3.5, 1.0505050505050504]","[0, 0, 4.607142857142858, 1.4047619047619047, 1.5925925925925926, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.953237410071942, 1.4136690647482013, 1.6666666666666667, 5.450980392156863]","[0, 1, 3.7099236641221376, 1.3740458015267176, 1.5454545454545454, 1.1491228070175439]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.8999999999999995, 1.2666666666666666, 2.111111111111111, 1.0714285714285714]"
94,2019-07-26,20190726HHSS0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.888888888888889, 1.5362318840579712]","[0, 1, 2.892857142857143, 1.1071428571428572, 3.8333333333333335, 0.5957446808510638]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 1, 8.06896551724138, 2.2413793103448274, 1.2142857142857142, 1.1153846153846154]","[0, 0, 11.571428571428571, 1.9285714285714284, 0.75, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.2097902097902096, 1.4475524475524477, 1.6071428571428572, 1.1916666666666667]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.4833333333333334, 2.5714285714285716, 3.1578947368421053]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.443037974683544, 1.6044303797468356, 1.5333333333333334, 5.5438596491228065]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8486238532110093, 1.1972477064220182, 2.227272727272727, 4.037037037037037]","[0, 1, 2.4545454545454546, 1.1454545454545455, 4.0, 1.0784313725490196]","[0, 0, 4.607142857142858, 1.4047619047619047, 1.5925925925925926, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.953237410071942, 1.4136690647482013, 1.6666666666666667, 5.450980392156863]","[0, 1, 4.029850746268656, 1.41044776119403, 1.5454545454545454, 1.1452991452991452]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7741935483870965, 1.2580645161290323, 2.0, 1.0689655172413792]"
95,2019-07-27,20190727HHSS0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 4.584905660377358, 1.1886792452830188, 2.888888888888889, 1.5362318840579712]","[0, 1, 2.8588235294117648, 1.0941176470588236, 4.0, 0.5902777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 8.06896551724138, 2.2413793103448274, 1.2142857142857142, 1.1153846153846154]","[0, 1, 9.529411764705882, 1.7647058823529411, 0.75, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2097902097902096, 1.4475524475524477, 1.6071428571428572, 1.1916666666666667]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.4833333333333334, 2.5714285714285716, 3.1578947368421053]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.443037974683544, 1.6044303797468356, 1.5333333333333334, 5.5438596491228065]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8486238532110093, 1.1972477064220182, 2.227272727272727, 4.037037037037037]","[0, 1, 2.6052631578947367, 1.131578947368421, 4.0, 1.0857142857142856]","[0, 0, 4.607142857142858, 1.4047619047619047, 1.5925925925925926, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.785953177257525, 1.3846153846153846, 1.7666666666666666, 5.537037037037037]","[0, 1, 3.941605839416058, 1.4014598540145986, 1.5909090909090908, 1.1416666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7741935483870965, 1.2580645161290323, 2.0, 1.0689655172413792]"
96,2019-07-28,20190728HHSS0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 1, 5.0625, 1.2589285714285714, 2.6, 1.5555555555555556]","[0, 0, 2.8588235294117648, 1.0941176470588236, 4.0, 0.5902777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 1, 8.28409090909091, 2.284090909090909, 1.1724137931034482, 1.0864197530864197]","[0, 0, 9.529411764705882, 1.7647058823529411, 0.75, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.537931034482759, 1.489655172413793, 1.6071428571428572, 1.1788617886178863]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.4833333333333334, 2.5714285714285716, 3.1578947368421053]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.443037974683544, 1.6044303797468356, 1.5333333333333334, 5.5438596491228065]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.8601694915254234, 1.2203389830508473, 2.0, 4.140350877192983]","[0, 0, 2.6052631578947367, 1.131578947368421, 4.0, 1.0857142857142856]","[0, 0, 4.607142857142858, 1.4047619047619047, 1.5925925925925926, 5.6]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.785953177257525, 1.3846153846153846, 1.7666666666666666, 5.537037037037037]","[0, 0, 3.941605839416058, 1.4014598540145986, 1.5909090909090908, 1.1416666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.7340425531914896, 1.2765957446808511, 1.8181818181818181, 1.0444444444444445]"
97,2019-07-30,20190730LTSS0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 0, 5.0625, 1.2589285714285714, 2.6, 1.5555555555555556]","[0, 1, 2.7613636363636367, 1.0568181818181819, 4.333333333333333, 0.5986394557823129]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 8.28409090909091, 2.284090909090909, 1.1724137931034482, 1.0864197530864197]","[0, 0, 9.529411764705882, 1.7647058823529411, 0.75, 0.8095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.513698630136986, 1.4794520547945207, 1.6071428571428572, 1.1587301587301586]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 0, 0.0, 0.6666666666666666, 2, 1.0]","[0, 0, 0.0, 1.2, 0.5, 0.8333333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.4833333333333334, 2.5714285714285716, 3.1578947368421053]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.443037974683544, 1.6044303797468356, 1.5333333333333334, 5.5438596491228065]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8601694915254234, 1.2203389830508473, 2.0, 4.140350877192983]","[0, 1, 2.5384615384615383, 1.1025641025641026, 4.333333333333333, 1.0833333333333333]","[1, 0, 4.483394833948339, 1.3948339483394834, 1.4333333333333333, 5.645833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.785953177257525, 1.3846153846153846, 1.7666666666666666, 5.537037037037037]","[0, 1, 4.05, 1.4142857142857144, 1.608695652173913, 1.1382113821138211]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.618556701030928, 1.2371134020618555, 1.9090909090909092, 1.0430107526881722]"
98,2019-07-31,20190731LTSS0,"[0, 0, 1.981651376146789, 1.0458715596330275, 2.8181818181818183, 1.101010101010101]","[0, 1, 4.930434782608696, 1.2260869565217392, 2.6, 1.5333333333333334]","[0, 0, 2.7613636363636367, 1.0568181818181819, 4.333333333333333, 0.5986394557823129]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 20.25, 3.0, 1.0, 0.6666666666666666]","[0, 0, 8.28409090909091, 2.284090909090909, 1.1724137931034482, 1.0864197530864197]","[0, 1, 8.526315789473683, 1.736842105263158, 0.75, 0.7916666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.513698630136986, 1.4794520547945207, 1.6071428571428572, 1.1587301587301586]","[0, 0, 9.0, 2.75, 2.0, 0.8]","[0, 1, 4.909090909090909, 1.9090909090909092, 1.5, 0.9166666666666666]","[1, 0, 0.0, 0.8999999999999999, 0.3333333333333333, 1.1111111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.25, 1.4833333333333334, 2.5714285714285716, 3.1578947368421053]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.443037974683544, 1.6044303797468356, 1.5333333333333334, 5.5438596491228065]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.357976653696498, 1.4241245136186769, 2.4411764705882355, 4.7592592592592595]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.8601694915254234, 1.2203389830508473, 2.0, 4.140350877192983]","[0, 0, 2.5384615384615383, 1.1025641025641026, 4.333333333333333, 1.0833333333333333]","[0, 0, 4.483394833948339, 1.3948339483394834, 1.4333333333333333, 5.645833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.785953177257525, 1.3846153846153846, 1.7666666666666666, 5.537037037037037]","[0, 0, 4.05, 1.4142857142857144, 1.608695652173913, 1.1382113821138211]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5816326530612246, 1.2244897959183674, 1.9090909090909092, 1.0208333333333333]"
