,date,game_key,안승민,김경태,김용주,이태양,문재현,임준섭,송창현,로저스,김민우,김범수,권용우,김재영,서캠프,마에스트리,카스티요,배영수,이재우,권혁,안영명,윤규진,송은범,심수창,송창식,정재원,정우람,이동걸,정대훈,구본범,황재규,장민재,송신영,박정진
78,2016-07-12,20160712HHLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.636363636363636, 2.1515151515151514, 0.6666666666666666, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 6.517241379310345, 1.7586206896551726, 1.2, 4.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 1, 3.5, 1.3055555555555556, 1.65625, 1.5]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.084507042253521, 1.7746478873239435, 1.6521739130434783, 1.9722222222222223]","[0, 0, 5.04, 1.52, 1.5142857142857142, 4.411764705882353]","[0, 0, 6.7924528301886795, 1.849056603773585, 1.3225806451612903, 1.8928571428571428]","[0, 1, 4.826815642458101, 1.6256983240223464, 1.3055555555555556, 1.356060606060606]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 2.958904109589041, 1.0068493150684932, 3.5714285714285716, 1.4747474747474747]","[0, 0, 9.0, 1.0, 0.0, 0.5]","[0, 0, 4.695652173913043, 1.434782608695652, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.565217391304348, 1.6666666666666667, 1.2790697674418605, 2.3]","[1, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 5.975409836065574, 1.6229508196721312, 2.111111111111111, 0.9682539682539681]"
79,2016-07-13,20160713HHLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.636363636363636, 2.1515151515151514, 0.6666666666666666, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 1, 6.0, 1.7333333333333334, 1.125, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.5, 1.3055555555555556, 1.65625, 1.5]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.084507042253521, 1.7746478873239435, 1.6521739130434783, 1.9722222222222223]","[1, 0, 5.0625, 1.55, 1.5, 4.444444444444445]","[0, 1, 6.666666666666666, 1.8518518518518519, 1.3225806451612903, 1.8620689655172413]","[0, 0, 4.826815642458101, 1.6256983240223464, 1.3055555555555556, 1.356060606060606]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 2.958904109589041, 1.0068493150684932, 3.5714285714285716, 1.4747474747474747]","[0, 0, 9.0, 1.0, 0.0, 0.5]","[0, 0, 4.695652173913043, 1.434782608695652, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.415887850467289, 1.6542056074766356, 1.2222222222222223, 2.301075268817204]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 0, 5.975409836065574, 1.6229508196721312, 2.111111111111111, 0.9682539682539681]"
80,2016-07-14,20160714HHLG0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.636363636363636, 2.1515151515151514, 0.6666666666666666, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[1, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 6.0, 1.7333333333333334, 1.125, 5.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 1, 3.77027027027027, 1.3243243243243243, 1.6666666666666667, 1.510204081632653]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.084507042253521, 1.7746478873239435, 1.6521739130434783, 1.9722222222222223]","[0, 0, 5.0625, 1.55, 1.5, 4.444444444444445]","[0, 0, 6.666666666666666, 1.8518518518518519, 1.3225806451612903, 1.8620689655172413]","[0, 1, 4.747252747252747, 1.6318681318681318, 1.2702702702702702, 1.348148148148148]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 2.958904109589041, 1.0068493150684932, 3.5714285714285716, 1.4747474747474747]","[0, 0, 9.0, 1.0, 0.0, 0.5]","[0, 0, 4.695652173913043, 1.434782608695652, 3.0, 1.0952380952380953]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.415887850467289, 1.6542056074766356, 1.2222222222222223, 2.301075268817204]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 5.90625, 1.59375, 2.1052631578947367, 0.9922480620155039]"
81,2016-07-19,20160719KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.636363636363636, 2.1515151515151514, 0.6666666666666666, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[1, 0, 5.0, 1.5555555555555556, 1.5, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 1, 3.84, 1.3333333333333333, 1.6666666666666667, 1.5]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.084507042253521, 1.7746478873239435, 1.6521739130434783, 1.9722222222222223]","[0, 0, 5.0625, 1.55, 1.5, 4.444444444444445]","[0, 1, 6.585365853658536, 1.8658536585365855, 1.2424242424242424, 1.8222222222222222]","[0, 1, 4.571428571428571, 1.5714285714285714, 1.3513513513513513, 1.3695652173913044]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 2.958904109589041, 1.0068493150684932, 3.5714285714285716, 1.4747474747474747]","[0, 0, 9.0, 1.0, 0.0, 0.5]","[0, 1, 4.595744680851063, 1.4042553191489362, 3.0, 1.0444444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.295454545454545, 1.6227272727272728, 1.2666666666666666, 2.2916666666666665]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 5.931818181818182, 1.5909090909090908, 2.210526315789474, 1.0]"
82,2016-07-20,20160720KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.636363636363636, 2.1515151515151514, 0.6666666666666666, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[1, 0, 2.076923076923077, 1.6153846153846154, 2.0, 4.333333333333333]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 5.0, 1.5555555555555556, 1.5, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 1, 3.789473684210526, 1.3157894736842106, 1.696969696969697, 1.4901960784313726]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.084507042253521, 1.7746478873239435, 1.6521739130434783, 1.9722222222222223]","[0, 0, 5.0625, 1.55, 1.5, 4.444444444444445]","[0, 0, 6.585365853658536, 1.8658536585365855, 1.2424242424242424, 1.8222222222222222]","[0, 0, 4.571428571428571, 1.5714285714285714, 1.3513513513513513, 1.3695652173913044]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 3.176470588235294, 1.0196078431372548, 3.7857142857142856, 1.5]","[0, 0, 9.0, 1.0, 0.0, 0.5]","[0, 1, 4.235294117647059, 1.3529411764705883, 2.25, 1.0625]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.256756756756757, 1.6216216216216217, 1.288888888888889, 2.242424242424242]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 0, 5.931818181818182, 1.5909090909090908, 2.210526315789474, 1.0]"
83,2016-07-21,20160721KTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.636363636363636, 2.1515151515151514, 0.6666666666666666, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 2.076923076923077, 1.6153846153846154, 2.0, 4.333333333333333]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 5.0, 1.5555555555555556, 1.5, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.789473684210526, 1.3157894736842106, 1.696969696969697, 1.4901960784313726]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.084507042253521, 1.7746478873239435, 1.6521739130434783, 1.9722222222222223]","[1, 0, 5.4, 1.572, 1.5675675675675675, 4.385964912280701]","[0, 0, 6.585365853658536, 1.8658536585365855, 1.2424242424242424, 1.8222222222222222]","[0, 1, 4.78125, 1.59375, 1.3157894736842106, 1.3617021276595744]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.176470588235294, 1.0196078431372548, 3.7857142857142856, 1.5]","[0, 0, 9.0, 1.0, 0.0, 0.5]","[0, 1, 4.153846153846154, 1.326923076923077, 2.25, 1.0196078431372548]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.256756756756757, 1.6216216216216217, 1.288888888888889, 2.242424242424242]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 0, 5.931818181818182, 1.5909090909090908, 2.210526315789474, 1.0]"
84,2016-07-22,20160722HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 1, 7.2, 2.1, 1.8, 1.25]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.636363636363636, 2.1515151515151514, 0.6666666666666666, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 2.076923076923077, 1.6153846153846154, 2.0, 4.333333333333333]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 5.0, 1.5555555555555556, 1.5, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.789473684210526, 1.3157894736842106, 1.696969696969697, 1.4901960784313726]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[1, 0, 6.3630573248407645, 1.7961783439490444, 1.3928571428571428, 2.0933333333333333]","[0, 0, 5.4, 1.572, 1.5675675675675675, 4.385964912280701]","[0, 1, 6.467065868263473, 1.8323353293413174, 1.2727272727272727, 1.7956989247311828]","[0, 0, 4.78125, 1.59375, 1.3157894736842106, 1.3617021276595744]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.176470588235294, 1.0196078431372548, 3.7857142857142856, 1.5]","[0, 0, 9.0, 1.0, 0.0, 0.5]","[0, 1, 3.9272727272727272, 1.309090909090909, 2.5, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.256756756756757, 1.6216216216216217, 1.288888888888889, 2.242424242424242]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 5.8, 1.6, 2.1, 1.0]"
85,2016-07-23,20160723HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.1, 1.8, 1.25]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[1, 0, 6.635593220338984, 1.9576271186440677, 0.6538461538461539, 3.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 2.076923076923077, 1.6153846153846154, 2.0, 4.333333333333333]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 5.0, 1.5555555555555556, 1.5, 4.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 1, 3.708154506437768, 1.3261802575107295, 1.6857142857142857, 1.4935897435897436]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.3630573248407645, 1.7961783439490444, 1.3928571428571428, 2.0933333333333333]","[0, 0, 5.4, 1.572, 1.5675675675675675, 4.385964912280701]","[0, 0, 6.467065868263473, 1.8323353293413174, 1.2727272727272727, 1.7956989247311828]","[0, 1, 4.5, 1.5, 1.4210526315789473, 1.4166666666666667]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 3.6580645161290324, 1.064516129032258, 3.857142857142857, 1.476190476190476]","[0, 0, 9.0, 1.0, 0.0, 0.5]","[0, 0, 3.9272727272727272, 1.309090909090909, 2.5, 1.0185185185185184]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.237668161434978, 1.641255605381166, 1.2608695652173914, 2.1862745098039214]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 6.065217391304348, 1.6521739130434783, 2.0952380952380953, 1.0]"
86,2016-07-24,20160724HHLT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.1, 1.8, 1.25]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 6.635593220338984, 1.9576271186440677, 0.6538461538461539, 3.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 2.076923076923077, 1.6153846153846154, 2.0, 4.333333333333333]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[1, 0, 6.428571428571428, 1.8095238095238095, 1.3636363636363635, 4.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.708154506437768, 1.3261802575107295, 1.6857142857142857, 1.4935897435897436]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.3630573248407645, 1.7961783439490444, 1.3928571428571428, 2.0933333333333333]","[0, 0, 5.4, 1.572, 1.5675675675675675, 4.385964912280701]","[0, 0, 6.467065868263473, 1.8323353293413174, 1.2727272727272727, 1.7956989247311828]","[0, 0, 4.5, 1.5, 1.4210526315789473, 1.4166666666666667]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.6580645161290324, 1.064516129032258, 3.857142857142857, 1.476190476190476]","[0, 0, 9.0, 1.0, 0.0, 0.5]","[0, 1, 4.790322580645162, 1.4032258064516128, 2.0, 1.087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.237668161434978, 1.641255605381166, 1.2608695652173914, 2.1862745098039214]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 0, 6.065217391304348, 1.6521739130434783, 2.0952380952380953, 1.0]"
87,2016-07-26,20160726SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.1, 1.8, 1.25]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 6.635593220338984, 1.9576271186440677, 0.6538461538461539, 3.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[1, 0, 1.7419354838709677, 1.4516129032258063, 1.5, 5.166666666666667]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 6.428571428571428, 1.8095238095238095, 1.3636363636363635, 4.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.708154506437768, 1.3261802575107295, 1.6857142857142857, 1.4935897435897436]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.3630573248407645, 1.7961783439490444, 1.3928571428571428, 2.0933333333333333]","[0, 0, 5.4, 1.572, 1.5675675675675675, 4.385964912280701]","[0, 1, 6.511764705882353, 1.835294117647059, 1.2647058823529411, 1.7708333333333333]","[0, 0, 4.5, 1.5, 1.4210526315789473, 1.4166666666666667]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.6580645161290324, 1.064516129032258, 3.857142857142857, 1.476190476190476]","[0, 1, 9.0, 2.0, 0.0, 0.6666666666666666]","[0, 1, 4.56923076923077, 1.3846153846153846, 2.2, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.237668161434978, 1.641255605381166, 1.2608695652173914, 2.1862745098039214]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 6.127659574468085, 1.6382978723404256, 2.1904761904761907, 1.0]"
88,2016-07-27,20160727SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.1, 1.8, 1.25]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 6.635593220338984, 1.9576271186440677, 0.6538461538461539, 3.277777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 1.7419354838709677, 1.4516129032258063, 1.5, 5.166666666666667]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 6.428571428571428, 1.8095238095238095, 1.3636363636363635, 4.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.708154506437768, 1.3261802575107295, 1.6857142857142857, 1.4935897435897436]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.3630573248407645, 1.7961783439490444, 1.3928571428571428, 2.0933333333333333]","[0, 0, 5.4, 1.572, 1.5675675675675675, 4.385964912280701]","[0, 0, 6.511764705882353, 1.835294117647059, 1.2647058823529411, 1.7708333333333333]","[0, 1, 4.350710900473934, 1.4644549763033177, 1.4473684210526316, 1.4353741496598638]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.6580645161290324, 1.064516129032258, 3.857142857142857, 1.476190476190476]","[0, 0, 9.0, 2.0, 0.0, 0.6666666666666666]","[0, 0, 4.56923076923077, 1.3846153846153846, 2.2, 1.0833333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.381578947368421, 1.6710526315789473, 1.297872340425532, 2.1714285714285713]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 1, 6.654929577464789, 1.7112676056338028, 2.238095238095238, 0.9861111111111112]"
89,2016-07-28,20160728SKHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 7.2, 2.1, 1.8, 1.25]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[1, 0, 7.2, 2.05, 0.6296296296296297, 3.076923076923077]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 1.7419354838709677, 1.4516129032258063, 1.5, 5.166666666666667]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 6.428571428571428, 1.8095238095238095, 1.3636363636363635, 4.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 1, 3.6455696202531644, 1.3417721518987342, 1.6666666666666667, 1.490566037735849]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.3630573248407645, 1.7961783439490444, 1.3928571428571428, 2.0933333333333333]","[0, 0, 5.4, 1.572, 1.5675675675675675, 4.385964912280701]","[0, 0, 6.511764705882353, 1.835294117647059, 1.2647058823529411, 1.7708333333333333]","[0, 1, 4.269767441860465, 1.4372093023255812, 1.4736842105263157, 1.4333333333333333]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 3.644171779141104, 1.030674846625767, 3.857142857142857, 1.5092592592592593]","[0, 0, 9.0, 2.0, 0.0, 0.6666666666666666]","[0, 1, 4.432835820895522, 1.3432835820895523, 2.2, 1.0634920634920635]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.381578947368421, 1.6710526315789473, 1.297872340425532, 2.1714285714285713]","[0, 0, 4.5, 1.8333333333333333, 3.0, 1.5]","[0, 0, 6.654929577464789, 1.7112676056338028, 2.238095238095238, 0.9861111111111112]"
