,date,game_key,안승민,김경태,김용주,이태양,문재현,임준섭,송창현,로저스,김민우,김범수,권용우,김재영,서캠프,마에스트리,카스티요,배영수,이재우,권혁,안영명,윤규진,송은범,심수창,송창식,정재원,정우람,이동걸,정대훈,구본범,황재규,장민재,송신영,박정진
52,2016-06-05,20160605HHSS0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[0, 0, 8.46268656716418, 2.1492537313432836, 0.4375, 3.1904761904761902]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 0.14285714285714285, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 3.530769230769231, 1.4076923076923076, 2.0, 1.3978494623655915]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 7.403225806451612, 2.0806451612903225, 0.8888888888888888, 1.1481481481481481]","[1, 0, 5.294117647058823, 1.4705882352941178, 1.8095238095238095, 4.636363636363637]","[0, 0, 6.536842105263158, 1.831578947368421, 0.9565217391304348, 2.261904761904762]","[0, 0, 5.921052631578947, 1.8421052631578947, 1.32, 1.3571428571428572]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 3.0306122448979593, 1.0102040816326532, 3.8, 1.4202898550724636]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.8571428571428572, 1.2083333333333333, 1.8421052631578947]","[0, 0, 6.75, 2.25, 3.0, 0.6666666666666666]","[0, 0, 7.518987341772151, 1.8607594936708862, 2.0833333333333335, 0.9080459770114943]"
53,2016-06-07,20160607HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[0, 0, 8.46268656716418, 2.1492537313432836, 0.4375, 3.1904761904761902]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 13.5, 3.0, 0.14285714285714285, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 3.302158273381295, 1.3381294964028776, 2.0555555555555554, 1.4479166666666667]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[1, 0, 6.662337662337662, 1.909090909090909, 1.1666666666666667, 1.3508771929824561]","[0, 0, 5.294117647058823, 1.4705882352941178, 1.8095238095238095, 4.636363636363637]","[0, 1, 6.230769230769231, 1.7307692307692308, 1.0434782608695652, 2.311111111111111]","[0, 1, 5.8500000000000005, 1.875, 1.25, 1.3793103448275863]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.0306122448979593, 1.0102040816326532, 3.8, 1.4202898550724636]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.628571428571429, 1.8571428571428572, 1.2083333333333333, 1.8421052631578947]","[0, 0, 6.75, 2.25, 3.0, 0.6666666666666666]","[0, 0, 7.518987341772151, 1.8607594936708862, 2.0833333333333335, 0.9080459770114943]"
54,2016-06-08,20160608HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 20.25, 3.0, 0.7272727272727273, 0.9523809523809524]","[0, 0, 8.46268656716418, 2.1492537313432836, 0.4375, 3.1904761904761902]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.705882352941176, 2.8235294117647056, 0.14285714285714285, 1.1333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 0, 3.302158273381295, 1.3381294964028776, 2.0555555555555554, 1.4479166666666667]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.662337662337662, 1.909090909090909, 1.1666666666666667, 1.3508771929824561]","[0, 0, 5.294117647058823, 1.4705882352941178, 1.8095238095238095, 4.636363636363637]","[0, 0, 6.230769230769231, 1.7307692307692308, 1.0434782608695652, 2.311111111111111]","[0, 0, 5.8500000000000005, 1.875, 1.25, 1.3793103448275863]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 3.02803738317757, 1.0093457943925235, 3.25, 1.486111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.071428571428571, 1.6666666666666667, 1.3461538461538463, 2.1]","[0, 0, 6.75, 2.25, 3.0, 0.6666666666666666]","[0, 1, 7.333333333333333, 1.9259259259259258, 1.9230769230769231, 0.9]"
55,2016-06-09,20160609HTHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 1, 15.0, 2.4444444444444446, 0.75, 1.125]","[1, 0, 7.333333333333333, 2.1481481481481484, 0.45, 3.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 1, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 0, 3.302158273381295, 1.3381294964028776, 2.0555555555555554, 1.4479166666666667]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.662337662337662, 1.909090909090909, 1.1666666666666667, 1.3508771929824561]","[0, 0, 5.294117647058823, 1.4705882352941178, 1.8095238095238095, 4.636363636363637]","[0, 1, 6.05607476635514, 1.7102803738317758, 1.0434782608695652, 2.2291666666666665]","[0, 1, 5.6953125, 1.78125, 1.25, 1.422222222222222]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.02803738317757, 1.0093457943925235, 3.25, 1.486111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.071428571428571, 1.6666666666666667, 1.3461538461538463, 2.1]","[0, 0, 6.75, 2.25, 3.0, 0.6666666666666666]","[0, 1, 6.8275862068965525, 1.793103448275862, 2.076923076923077, 0.9354838709677419]"
56,2016-06-10,20160610LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.333333333333333, 2.1481481481481484, 0.45, 3.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 3.471428571428571, 1.392857142857143, 1.9473684210526316, 1.4141414141414141]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.662337662337662, 1.909090909090909, 1.1666666666666667, 1.3508771929824561]","[1, 0, 5.5636363636363635, 1.5272727272727273, 1.8181818181818181, 4.583333333333333]","[0, 0, 6.05607476635514, 1.7102803738317758, 1.0434782608695652, 2.2291666666666665]","[0, 1, 5.6953125, 1.828125, 1.25, 1.3763440860215053]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 2.9454545454545453, 0.9818181818181819, 3.25, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.071428571428571, 1.6666666666666667, 1.3461538461538463, 2.1]","[0, 0, 6.75, 2.25, 3.0, 0.6666666666666666]","[0, 0, 6.8275862068965525, 1.793103448275862, 2.076923076923077, 0.9354838709677419]"
57,2016-06-11,20160611LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.333333333333333, 2.1481481481481484, 0.45, 3.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 3.375, 1.375, 1.9473684210526316, 1.411764705882353]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.662337662337662, 1.909090909090909, 1.1666666666666667, 1.3508771929824561]","[0, 0, 5.5636363636363635, 1.5272727272727273, 1.8181818181818181, 4.583333333333333]","[0, 1, 6.381818181818182, 1.7454545454545456, 1.0434782608695652, 2.156862745098039]","[0, 1, 5.607692307692308, 1.7999999999999998, 1.25, 1.3541666666666667]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 2.9454545454545453, 0.9818181818181819, 3.25, 1.4666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.071428571428571, 1.6666666666666667, 1.3461538461538463, 2.1]","[1, 0, 4.5, 2.0, 3.0, 0.6666666666666666]","[0, 0, 6.8275862068965525, 1.793103448275862, 2.076923076923077, 0.9354838709677419]"
58,2016-06-12,20160612LGHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.333333333333333, 2.1481481481481484, 0.45, 3.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 3.2837837837837838, 1.3783783783783783, 2.0, 1.4095238095238096]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[1, 0, 5.869565217391304, 1.7934782608695652, 1.380952380952381, 1.5333333333333334]","[0, 0, 5.5636363636363635, 1.5272727272727273, 1.8181818181818181, 4.583333333333333]","[0, 1, 6.230769230769231, 1.7435897435897436, 1.0833333333333333, 2.1666666666666665]","[0, 0, 5.607692307692308, 1.7999999999999998, 1.25, 1.3541666666666667]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 3.0258620689655173, 1.0086206896551724, 3.230769230769231, 1.487179487179487]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.071428571428571, 1.6666666666666667, 1.3461538461538463, 2.1]","[0, 0, 4.5, 2.0, 3.0, 0.6666666666666666]","[0, 1, 6.67741935483871, 1.7096774193548387, 2.230769230769231, 0.96875]"
59,2016-06-14,20160614HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.333333333333333, 2.1481481481481484, 0.45, 3.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 3.3973509933774837, 1.390728476821192, 1.95, 1.3981481481481481]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 5.869565217391304, 1.7934782608695652, 1.380952380952381, 1.5333333333333334]","[0, 0, 5.5636363636363635, 1.5272727272727273, 1.8181818181818181, 4.583333333333333]","[0, 0, 6.230769230769231, 1.7435897435897436, 1.0833333333333333, 2.1666666666666665]","[0, 1, 6.090225563909774, 1.8270676691729322, 1.2758620689655173, 1.3434343434343434]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.0258620689655173, 1.0086206896551724, 3.230769230769231, 1.487179487179487]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.965034965034965, 1.6153846153846154, 1.3103448275862069, 2.2698412698412698]","[0, 0, 4.5, 2.0, 3.0, 0.6666666666666666]","[0, 1, 6.821052631578947, 1.7368421052631577, 2.230769230769231, 0.9595959595959597]"
60,2016-06-16,20160616HHKT0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.333333333333333, 2.1481481481481484, 0.45, 3.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.231707317073171, 2.1951219512195124, 0.8518518518518519, 3.9047619047619047]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 3.2264150943396226, 1.3396226415094339, 2.0, 1.4324324324324325]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 5.869565217391304, 1.7934782608695652, 1.380952380952381, 1.5333333333333334]","[1, 0, 5.0163934426229515, 1.4918032786885247, 1.68, 4.6923076923076925]","[0, 1, 5.926829268292683, 1.6829268292682926, 1.12, 2.1578947368421053]","[0, 1, 5.704225352112676, 1.7746478873239435, 1.2333333333333334, 1.3921568627450982]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 3.0258620689655173, 1.0086206896551724, 3.230769230769231, 1.487179487179487]","[0, 1, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.965034965034965, 1.6153846153846154, 1.3103448275862069, 2.2698412698412698]","[0, 0, 4.5, 2.0, 3.0, 0.6666666666666666]","[0, 0, 6.821052631578947, 1.7368421052631577, 2.230769230769231, 0.9595959595959597]"
61,2016-06-17,20160617WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.333333333333333, 2.1481481481481484, 0.45, 3.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3076923076923075, 1.125, 1.4444444444444444]","[0, 1, 3.128048780487805, 1.3170731707317074, 2.0476190476190474, 1.4385964912280702]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 5.869565217391304, 1.7934782608695652, 1.380952380952381, 1.5333333333333334]","[0, 0, 5.0163934426229515, 1.4918032786885247, 1.68, 4.6923076923076925]","[0, 0, 5.926829268292683, 1.6829268292682926, 1.12, 2.1578947368421053]","[0, 0, 5.704225352112676, 1.7746478873239435, 1.2333333333333334, 1.3921568627450982]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 2.8770491803278686, 1.0081967213114755, 3.3076923076923075, 1.5061728395061726]","[0, 0, 0, 0, 0, 0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.7, 1.1818181818181819, 2.272727272727273]","[0, 0, 4.5, 2.0, 3.0, 0.6666666666666666]","[0, 0, 6.821052631578947, 1.7368421052631577, 2.230769230769231, 0.9595959595959597]"
62,2016-06-18,20160618WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.333333333333333, 2.1481481481481484, 0.45, 3.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.128048780487805, 1.3170731707317074, 2.0476190476190474, 1.4385964912280702]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[1, 0, 6.088235294117647, 1.8235294117647058, 1.4285714285714286, 1.619047619047619]","[0, 0, 5.0163934426229515, 1.4918032786885247, 1.68, 4.6923076923076925]","[0, 1, 5.952755905511811, 1.700787401574803, 1.2, 2.1166666666666667]","[0, 1, 5.547945205479452, 1.767123287671233, 1.1935483870967742, 1.3904761904761904]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 1, 2.808, 0.9840000000000001, 3.4615384615384617, 1.488095238095238]","[0, 1, 0.0, 0.0, 0, 1.0]","[0, 0, 15.428571428571427, 2.142857142857143, 1.0, 0.4666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.7, 1.1818181818181819, 2.272727272727273]","[0, 0, 4.5, 2.0, 3.0, 0.6666666666666666]","[0, 0, 6.821052631578947, 1.7368421052631577, 2.230769230769231, 0.9595959595959597]"
63,2016-06-19,20160619WOHH0,"[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.7727272727272727, 3.0, 1.0476190476190477]","[0, 0, 15.0, 2.4444444444444446, 0.75, 1.125]","[0, 0, 7.333333333333333, 2.1481481481481484, 0.45, 3.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.21875, 1.3125, 2.2, 1.0666666666666667]","[0, 0, 3.820754716981132, 1.3301886792452828, 2.5555555555555554, 7.066666666666667]","[0, 0, 15.954545454545455, 3.1363636363636367, 0.75, 1.8333333333333333]","[0, 0, 3.375, 1.875, 0.75, 2.6666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 12.0, 2.6666666666666665, 0.14285714285714285, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.0, 2.3214285714285716, 0.7666666666666667, 3.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.468085106382979, 2.042553191489362, 1.3333333333333333, 1.5666666666666667]","[0, 0, 3.128048780487805, 1.3170731707317074, 2.0476190476190474, 1.4385964912280702]","[0, 0, 13.5, 4.5, 0.0, 0.6666666666666666]","[0, 0, 6.088235294117647, 1.8235294117647058, 1.4285714285714286, 1.619047619047619]","[0, 0, 5.0163934426229515, 1.4918032786885247, 1.68, 4.6923076923076925]","[0, 1, 6.377952755905512, 1.7244094488188975, 1.24, 2.015873015873016]","[0, 0, 5.547945205479452, 1.767123287671233, 1.1935483870967742, 1.3904761904761904]","[0, 0, 6.75, 2.25, 0.0, 1.3333333333333333]","[0, 0, 2.808, 0.9840000000000001, 3.4615384615384617, 1.488095238095238]","[0, 1, 9.0, 1.0, 0.0, 0.5]","[0, 1, 23.625, 3.0, 1.0, 0.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.472392638036809, 1.656441717791411, 1.2571428571428571, 2.3623188405797104]","[0, 1, 2.8421052631578947, 1.5789473684210527, 5.0, 1.5833333333333333]","[1, 0, 6.821052631578947, 1.7999999999999998, 1.9333333333333333, 0.9313725490196079]"
