,date,game_key,김정훈,정회찬,박정준,밴헤켄,박종윤,한현희,신재영,조상우,신명수,하영민,김윤환,최원태,김택형,김해수,박주현,정용준,김정인,코엘로,맥그레거,안현석,유재훈,안정훈,이찬석,김성택,황덕균,마정길,오주원,금민철,이보근,양훈,김세현,김상수,강윤구,이정훈
61,2016-06-16,20160616LTWO0,"[0, 0, 6.352941176470588, 1.8235294117647058, 1.0, 1.5454545454545454]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.9454545454545453, 1.1727272727272728, 6.666666666666667, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 0.9473684210526316, 3.6666666666666665, 3.1666666666666665]","[0, 1, 5.491525423728814, 1.6779661016949152, 3.2857142857142856, 0.893939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.762195121951219, 1.3719512195121952, 3.090909090909091, 4.96969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.7241379310344827, 1.3448275862068966, 1.8, 0.9666666666666666]","[0, 0, 4.5, 1.125, 2.0, 0.8]","[0, 0, 10.125, 1.5, 3.0, 1.7777777777777777]","[0, 1, 4.784810126582278, 1.4430379746835444, 2.1, 0.9753086419753086]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 2.769230769230769, 1.1538461538461537, 23, 0.9629629629629629]","[0, 1, 3.272727272727273, 1.2424242424242424, 2.9166666666666665, 1.32]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
62,2016-06-17,20160617WOHH0,"[0, 0, 6.352941176470588, 1.8235294117647058, 1.0, 1.5454545454545454]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9454545454545453, 1.1727272727272728, 6.666666666666667, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 0.9473684210526316, 3.6666666666666665, 3.1666666666666665]","[0, 0, 5.491525423728814, 1.6779661016949152, 3.2857142857142856, 0.893939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.762195121951219, 1.3719512195121952, 3.090909090909091, 4.96969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.4838709677419355, 1.3064516129032258, 1.9, 0.9841269841269842]","[0, 1, 5.625, 1.25, 2.0, 0.7272727272727273]","[0, 0, 10.125, 1.5, 3.0, 1.7777777777777777]","[0, 0, 4.784810126582278, 1.4430379746835444, 2.1, 0.9753086419753086]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 0, 2.769230769230769, 1.1538461538461537, 23, 0.9629629629629629]","[0, 0, 3.272727272727273, 1.2424242424242424, 2.9166666666666665, 1.32]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
63,2016-06-18,20160618WOHH0,"[0, 0, 6.352941176470588, 1.8235294117647058, 1.0, 1.5454545454545454]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9454545454545453, 1.1727272727272728, 6.666666666666667, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.131578947368421, 0.9473684210526316, 3.6666666666666665, 3.1666666666666665]","[0, 1, 5.9491525423728815, 1.7288135593220337, 3.2857142857142856, 0.855072463768116]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.762195121951219, 1.3719512195121952, 3.090909090909091, 4.96969696969697]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.4307692307692308, 1.6666666666666667, 0.9848484848484849]","[0, 1, 5.0, 1.2222222222222223, 2.5, 0.75]","[0, 0, 10.125, 1.5, 3.0, 1.7777777777777777]","[0, 1, 4.609756097560976, 1.4634146341463414, 2.0, 0.9761904761904762]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 2.6341463414634148, 1.1341463414634148, 23, 0.9761904761904762]","[0, 1, 3.4752475247524752, 1.3366336633663367, 2.5714285714285716, 1.2948717948717947]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
64,2016-06-19,20160619WOHH0,"[0, 0, 6.352941176470588, 1.8235294117647058, 1.0, 1.5454545454545454]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9454545454545453, 1.1727272727272728, 6.666666666666667, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.153846153846154, 1.2692307692307694, 2.0, 3.4666666666666663]","[0, 0, 5.9491525423728815, 1.7288135593220337, 3.2857142857142856, 0.855072463768116]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.762195121951219, 1.3719512195121952, 3.090909090909091, 4.96969696969697]","[0, 1, 5.4, 1.7999999999999998, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.090909090909091, 1.4545454545454546, 1.6666666666666667, 0.9565217391304348]","[0, 1, 3.9705882352941178, 1.0588235294117647, 2.0, 0.8717948717948718]","[0, 0, 10.125, 1.5, 3.0, 1.7777777777777777]","[0, 1, 4.395348837209303, 1.3953488372093024, 2.272727272727273, 0.9885057471264368]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 0, 2.6341463414634148, 1.1341463414634148, 23, 0.9761904761904762]","[0, 1, 3.6346153846153846, 1.326923076923077, 2.5714285714285716, 1.2839506172839505]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
65,2016-06-21,20160621SSWO0,"[0, 0, 6.352941176470588, 1.8235294117647058, 1.0, 1.5454545454545454]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9454545454545453, 1.1727272727272728, 6.666666666666667, 6.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2692307692307694, 2.0, 3.4666666666666663]","[0, 1, 6.967741935483871, 1.7903225806451613, 3.5714285714285716, 0.8611111111111112]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.051724137931035, 1.4310344827586208, 2.5, 4.833333333333333]","[0, 0, 5.4, 1.7999999999999998, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.4545454545454546, 1.6666666666666667, 0.9565217391304348]","[0, 1, 3.6486486486486487, 0.9729729729729729, 2.0, 0.880952380952381]","[0, 0, 10.125, 1.5, 3.0, 1.7777777777777777]","[0, 1, 4.247191011235955, 1.3820224719101124, 2.3636363636363638, 0.9888888888888889]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 2.541176470588235, 1.1294117647058823, 23, 0.9770114942528735]","[0, 1, 3.5, 1.2777777777777777, 2.5714285714285716, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
66,2016-06-22,20160622SSWO0,"[0, 0, 6.352941176470588, 1.8235294117647058, 1.0, 1.5454545454545454]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.9495798319327733, 1.1974789915966386, 7.333333333333333, 6.102564102564102]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2692307692307694, 2.0, 3.4666666666666663]","[0, 0, 6.967741935483871, 1.7903225806451613, 3.5714285714285716, 0.8611111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.051724137931035, 1.4310344827586208, 2.5, 4.833333333333333]","[0, 0, 5.4, 1.7999999999999998, 1.0, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.4545454545454546, 1.6666666666666667, 0.9565217391304348]","[0, 0, 3.6486486486486487, 0.9729729729729729, 2.0, 0.880952380952381]","[0, 0, 10.125, 1.5, 3.0, 1.7777777777777777]","[0, 1, 4.108695652173913, 1.3369565217391304, 2.3636363636363638, 0.989247311827957]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 2.4545454545454546, 1.090909090909091, 24, 0.9777777777777777]","[0, 0, 3.5, 1.2777777777777777, 2.5714285714285716, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
67,2016-06-23,20160623SSWO0,"[0, 1, 6.230769230769231, 1.846153846153846, 0.9, 1.8055555555555556]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9495798319327733, 1.1974789915966386, 7.333333333333333, 6.102564102564102]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2692307692307694, 2.0, 3.4666666666666663]","[0, 0, 6.967741935483871, 1.7903225806451613, 3.5714285714285716, 0.8611111111111112]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.051724137931035, 1.4310344827586208, 2.5, 4.833333333333333]","[0, 1, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.090909090909091, 1.4545454545454546, 1.6666666666666667, 0.9565217391304348]","[0, 0, 3.6486486486486487, 0.9729729729729729, 2.0, 0.880952380952381]","[0, 0, 10.125, 1.5, 3.0, 1.7777777777777777]","[0, 0, 4.108695652173913, 1.3369565217391304, 2.3636363636363638, 0.989247311827957]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 0, 2.4545454545454546, 1.090909090909091, 24, 0.9777777777777777]","[0, 0, 3.5, 1.2777777777777777, 2.5714285714285716, 1.2857142857142858]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
68,2016-06-24,20160624WOLG0,"[0, 0, 6.230769230769231, 1.846153846153846, 0.9, 1.8055555555555556]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9495798319327733, 1.1974789915966386, 7.333333333333333, 6.102564102564102]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.2692307692307694, 2.0, 3.4666666666666663]","[0, 1, 6.6461538461538465, 1.7076923076923076, 3.857142857142857, 0.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.051724137931035, 1.4310344827586208, 2.5, 4.833333333333333]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.695652173913043, 1.5217391304347827, 1.6153846153846154, 0.9583333333333334]","[0, 0, 3.6486486486486487, 0.9729729729729729, 2.0, 0.880952380952381]","[1, 0, 6.0, 1.0, 2.0, 2.25]","[0, 1, 3.978947368421052, 1.3578947368421053, 2.1666666666666665, 0.9895833333333334]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 2.67032967032967, 1.120879120879121, 26, 0.9784946236559139]","[0, 1, 3.6818181818181817, 1.309090909090909, 2.5714285714285716, 1.264367816091954]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
69,2016-06-25,20160625WOLG0,"[0, 1, 5.955882352941177, 1.8088235294117647, 1.0, 1.7435897435897436]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9495798319327733, 1.1974789915966386, 7.333333333333333, 6.102564102564102]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.949999999999999, 1.4, 1.7142857142857142, 3.3333333333333335]","[0, 0, 6.6461538461538465, 1.7076923076923076, 3.857142857142857, 0.8666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.051724137931035, 1.4310344827586208, 2.5, 4.833333333333333]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.5, 1.4583333333333333, 1.6923076923076923, 0.96]","[0, 1, 5.684210526315789, 1.105263157894737, 2.3333333333333335, 0.8444444444444444]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 0, 3.978947368421052, 1.3578947368421053, 2.1666666666666665, 0.9895833333333334]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 2.934782608695652, 1.141304347826087, 26, 0.9583333333333334]","[0, 1, 4.300884955752212, 1.3805309734513276, 2.5714285714285716, 1.2555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
70,2016-06-26,20160626WOLG0,"[0, 0, 5.955882352941177, 1.8088235294117647, 1.0, 1.7435897435897436]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9495798319327733, 1.1974789915966386, 7.333333333333333, 6.102564102564102]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.949999999999999, 1.4, 1.7142857142857142, 3.3333333333333335]","[0, 1, 6.464788732394366, 1.6901408450704225, 4.142857142857143, 0.9102564102564104]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.051724137931035, 1.4310344827586208, 2.5, 4.833333333333333]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[1, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.4583333333333333, 1.6923076923076923, 0.96]","[0, 0, 5.684210526315789, 1.105263157894737, 2.3333333333333335, 0.8444444444444444]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 1, 4.453608247422681, 1.3917525773195876, 2.1666666666666665, 0.9797979797979799]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 0, 2.934782608695652, 1.141304347826087, 26, 0.9583333333333334]","[0, 0, 4.300884955752212, 1.3805309734513276, 2.5714285714285716, 1.2555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
71,2016-06-28,20160628HHWO0,"[0, 1, 5.704225352112676, 1.732394366197183, 1.0, 1.6904761904761905]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 2.7104247104247103, 1.1467181467181469, 7.142857142857143, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.949999999999999, 1.4, 1.7142857142857142, 3.3333333333333335]","[0, 0, 6.464788732394366, 1.6901408450704225, 4.142857142857143, 0.9102564102564104]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.051724137931035, 1.4310344827586208, 2.5, 4.833333333333333]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.808219178082192, 1.4794520547945207, 1.6923076923076923, 0.9358974358974359]","[0, 1, 5.2682926829268295, 1.024390243902439, 3.3333333333333335, 0.8541666666666666]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 0, 4.453608247422681, 1.3917525773195876, 2.1666666666666665, 0.9797979797979799]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 0, 2.934782608695652, 1.141304347826087, 26, 0.9583333333333334]","[0, 0, 4.300884955752212, 1.3805309734513276, 2.5714285714285716, 1.2555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
72,2016-06-29,20160629HHWO0,"[0, 0, 5.704225352112676, 1.732394366197183, 1.0, 1.6904761904761905]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7104247104247103, 1.1467181467181469, 7.142857142857143, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.949999999999999, 1.4, 1.7142857142857142, 3.3333333333333335]","[0, 1, 6.202702702702703, 1.6216216216216215, 4.285714285714286, 0.9135802469135803]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.051724137931035, 1.4310344827586208, 2.5, 4.833333333333333]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.808219178082192, 1.4794520547945207, 1.6923076923076923, 0.9358974358974359]","[0, 0, 5.2682926829268295, 1.024390243902439, 3.3333333333333335, 0.8541666666666666]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 0, 4.453608247422681, 1.3917525773195876, 2.1666666666666665, 0.9797979797979799]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 3.126315789473684, 1.2, 28.0, 0.9595959595959597]","[0, 0, 4.300884955752212, 1.3805309734513276, 2.5714285714285716, 1.2555555555555555]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
73,2016-06-30,20160630HHWO0,"[0, 0, 5.704225352112676, 1.732394366197183, 1.0, 1.6904761904761905]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 8.307692307692308, 1.6153846153846154, 1.0, 0.8666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.7104247104247103, 1.1467181467181469, 7.142857142857143, 6.166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.949999999999999, 1.4, 1.7142857142857142, 3.3333333333333335]","[0, 0, 6.202702702702703, 1.6216216216216215, 4.285714285714286, 0.9135802469135803]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.0, 1.4285714285714286, 2.3333333333333335, 4.846153846153846]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.618421052631579, 1.4210526315789473, 1.8461538461538463, 0.9382716049382716]","[0, 1, 4.8, 1.0, 3.3333333333333335, 0.8823529411764706]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 0, 4.453608247422681, 1.3917525773195876, 2.1666666666666665, 0.9797979797979799]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 0, 3.126315789473684, 1.2, 28.0, 0.9595959595959597]","[0, 1, 4.22608695652174, 1.3565217391304347, 2.7142857142857144, 1.2365591397849462]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]"
