,date,game_key,김정훈,정회찬,박정준,밴헤켄,박종윤,한현희,신재영,조상우,신명수,하영민,김윤환,최원태,김택형,김해수,박주현,정용준,김정인,코엘로,맥그레거,안현석,유재훈,안정훈,이찬석,김성택,황덕균,마정길,오주원,금민철,이보근,양훈,김세현,김상수,강윤구,이정훈
81,2016-07-10,20160710NCWO0,"[0, 0, 7.848837209302326, 1.8488372093023255, 1.0833333333333333, 1.7916666666666667]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3392226148409896, 1.2084805653710249, 8.0, 5.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.831578947368421, 1.5157894736842106, 1.3846153846153846, 3.9583333333333335]","[0, 0, 7.615384615384615, 1.8461538461538463, 3.5555555555555554, 0.896551724137931]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.21, 1.4849999999999999, 2.111111111111111, 4.761904761904762]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 4.846153846153846, 1.1538461538461537, 3.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.247191011235955, 1.449438202247191, 1.9285714285714286, 0.9888888888888889]","[0, 1, 4.118644067796611, 1.0169491525423728, 3.75, 0.9365079365079365]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 1, 3.789473684210526, 1.394736842105263, 2.5, 1.0]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 3.467889908256881, 1.348623853211009, 15.5, 0.9316239316239316]","[0, 1, 3.8283582089552235, 1.3208955223880599, 3.0, 1.207207207207207]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 1.2, 1, 1.6666666666666667]"
82,2016-07-12,20160712WOKT0,"[0, 0, 7.848837209302326, 1.8488372093023255, 1.0833333333333333, 1.7916666666666667]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3392226148409896, 1.2084805653710249, 8.0, 5.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.831578947368421, 1.5157894736842106, 1.3846153846153846, 3.9583333333333335]","[0, 0, 7.615384615384615, 1.8461538461538463, 3.5555555555555554, 0.896551724137931]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.21, 1.4849999999999999, 2.111111111111111, 4.761904761904762]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 4.846153846153846, 1.1538461538461537, 3.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.450549450549451, 1.4835164835164836, 1.8, 0.9784946236559139]","[0, 0, 4.118644067796611, 1.0169491525423728, 3.75, 0.9365079365079365]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 1, 3.9230769230769234, 1.435897435897436, 2.3125, 1.0]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 3.375, 1.3125, 16.0, 0.9333333333333333]","[0, 1, 3.941605839416058, 1.3576642335766425, 2.875, 1.2017543859649122]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 1.2, 1, 1.6666666666666667]"
83,2016-07-13,20160713WOKT0,"[0, 0, 7.848837209302326, 1.8488372093023255, 1.0833333333333333, 1.7916666666666667]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3392226148409896, 1.2084805653710249, 8.0, 5.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.831578947368421, 1.5157894736842106, 1.3846153846153846, 3.9583333333333335]","[0, 0, 7.615384615384615, 1.8461538461538463, 3.5555555555555554, 0.896551724137931]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.125, 1.4722222222222223, 2.2777777777777777, 4.8]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 4.846153846153846, 1.1538461538461537, 3.0, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.354838709677419, 1.4516129032258065, 1.8666666666666667, 0.96875]","[0, 1, 3.9705882352941178, 0.9705882352941176, 3.75, 1.0303030303030303]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 1, 3.793388429752066, 1.4132231404958677, 2.375, 1.0083333333333333]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 3.2869565217391306, 1.3565217391304347, 11.0, 0.934959349593496]","[0, 0, 3.941605839416058, 1.3576642335766425, 2.875, 1.2017543859649122]","[0, 0, 0, 0, 0, 0]","[0, 1, 0.0, 0.75, 2, 1.3333333333333333]"
84,2016-07-14,20160714WOKT0,"[0, 0, 7.848837209302326, 1.8488372093023255, 1.0833333333333333, 1.7916666666666667]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3392226148409896, 1.2084805653710249, 8.0, 5.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.831578947368421, 1.5157894736842106, 1.3846153846153846, 3.9583333333333335]","[0, 0, 7.615384615384615, 1.8461538461538463, 3.5555555555555554, 0.896551724137931]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.125, 1.4722222222222223, 2.2777777777777777, 4.8]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[1, 0, 6.75, 1.4464285714285714, 2.5, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.090909090909091, 1.393939393939394, 1.875, 1.0]","[0, 1, 4.695652173913043, 1.0434782608695652, 3.0, 1.0]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 0, 3.793388429752066, 1.4132231404958677, 2.375, 1.0083333333333333]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 0, 3.2869565217391306, 1.3565217391304347, 11.0, 0.934959349593496]","[0, 0, 3.941605839416058, 1.3576642335766425, 2.875, 1.2017543859649122]","[0, 0, 0, 0, 0, 0]","[0, 0, 0.0, 0.75, 2, 1.3333333333333333]"
85,2016-07-19,20160719LGWO0,"[0, 1, 7.584269662921349, 1.8202247191011236, 1.0769230769230769, 1.7450980392156863]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3392226148409896, 1.2084805653710249, 8.0, 5.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.831578947368421, 1.5157894736842106, 1.3846153846153846, 3.9583333333333335]","[0, 1, 7.333333333333333, 1.8148148148148149, 3.4, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.125, 1.4722222222222223, 2.2777777777777777, 4.8]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 6.75, 1.4464285714285714, 2.5, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.9705882352941178, 1.3823529411764706, 1.9375, 1.0]","[0, 0, 4.695652173913043, 1.0434782608695652, 3.0, 1.0]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 1, 3.731707317073171, 1.4634146341463414, 2.2941176470588234, 1.0]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 0, 3.2869565217391306, 1.3565217391304347, 11.0, 0.934959349593496]","[0, 0, 3.941605839416058, 1.3576642335766425, 2.875, 1.2017543859649122]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.5, 2, 1.1111111111111112]"
86,2016-07-20,20160720LGWO0,"[0, 0, 7.584269662921349, 1.8202247191011236, 1.0769230769230769, 1.7450980392156863]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.3392226148409896, 1.2084805653710249, 8.0, 5.895833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.831578947368421, 1.5157894736842106, 1.3846153846153846, 3.9583333333333335]","[0, 0, 7.333333333333333, 1.8148148148148149, 3.4, 0.9]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.276315789473684, 1.486842105263158, 2.15, 4.75]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 6.75, 1.4464285714285714, 2.5, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.9705882352941178, 1.3823529411764706, 1.9375, 1.0]","[0, 1, 4.563380281690141, 1.056338028169014, 3.0, 0.9861111111111112]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 0, 3.731707317073171, 1.4634146341463414, 2.2941176470588234, 1.0]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 3.176470588235294, 1.3361344537815127, 11.0, 0.9444444444444444]","[0, 1, 4.304347826086956, 1.434782608695652, 2.7058823529411766, 1.1794871794871795]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5, 2, 1.1111111111111112]"
87,2016-07-21,20160721LGWO0,"[0, 0, 7.584269662921349, 1.8202247191011236, 1.0769230769230769, 1.7450980392156863]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.33, 1.22, 6.666666666666667, 5.882352941176471]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.831578947368421, 1.5157894736842106, 1.3846153846153846, 3.9583333333333335]","[0, 1, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.276315789473684, 1.486842105263158, 2.15, 4.75]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 6.75, 1.4464285714285714, 2.5, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.371428571428572, 1.4285714285714286, 1.7777777777777777, 1.0]","[0, 1, 4.378378378378379, 1.135135135135135, 2.142857142857143, 0.9866666666666667]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 1, 4.609756097560976, 1.5853658536585367, 2.0526315789473686, 0.9761904761904762]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 3.098360655737705, 1.3278688524590165, 11.333333333333334, 0.945736434108527]","[0, 0, 4.304347826086956, 1.434782608695652, 2.7058823529411766, 1.1794871794871795]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.5, 2, 1.1111111111111112]"
88,2016-07-22,20160722WOSK0,"[0, 0, 7.584269662921349, 1.8202247191011236, 1.0769230769230769, 1.7450980392156863]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.33, 1.22, 6.666666666666667, 5.882352941176471]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.181818181818182, 1.6666666666666667, 1.1875, 3.6666666666666665]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.276315789473684, 1.486842105263158, 2.15, 4.75]","[0, 0, 4.909090909090909, 1.3636363636363638, 0.5, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 6.75, 1.4464285714285714, 2.5, 6.222222222222222]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.289719626168224, 1.4018691588785048, 1.7777777777777777, 0.9907407407407407]","[0, 0, 4.378378378378379, 1.135135135135135, 2.142857142857143, 0.9866666666666667]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 0, 4.609756097560976, 1.5853658536585367, 2.0526315789473686, 0.9761904761904762]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 0, 3.098360655737705, 1.3278688524590165, 11.333333333333334, 0.945736434108527]","[0, 1, 4.595744680851063, 1.4680851063829787, 2.6666666666666665, 1.175]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.785714285714286, 2.142857142857143, 1.5, 1.1666666666666667]"
89,2016-07-23,20160723WOSK0,"[0, 0, 7.584269662921349, 1.8202247191011236, 1.0769230769230769, 1.7450980392156863]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.33, 1.22, 6.666666666666667, 5.882352941176471]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.181818181818182, 1.6666666666666667, 1.1875, 3.6666666666666665]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.276315789473684, 1.486842105263158, 2.15, 4.75]","[0, 1, 4.764705882352941, 1.588235294117647, 0.5, 1.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[1, 0, 6.576923076923077, 1.5384615384615385, 2.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.289719626168224, 1.4018691588785048, 1.7777777777777777, 0.9907407407407407]","[0, 1, 4.263157894736842, 1.1447368421052633, 1.875, 0.9743589743589743]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 1, 4.5, 1.5952380952380953, 1.9047619047619047, 0.9767441860465116]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 0, 3.098360655737705, 1.3278688524590165, 11.333333333333334, 0.945736434108527]","[0, 0, 4.595744680851063, 1.4680851063829787, 2.6666666666666665, 1.175]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.785714285714286, 2.142857142857143, 1.5, 1.1666666666666667]"
90,2016-07-24,20160724WOSK0,"[1, 0, 7.33695652173913, 1.7608695652173911, 1.0769230769230769, 1.7037037037037037]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.33, 1.22, 6.666666666666667, 5.882352941176471]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.181818181818182, 1.6666666666666667, 1.1875, 3.6666666666666665]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.276315789473684, 1.486842105263158, 2.15, 4.75]","[0, 0, 4.764705882352941, 1.588235294117647, 0.5, 1.888888888888889]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 6.576923076923077, 1.5384615384615385, 2.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.300884955752212, 1.3805309734513276, 1.6842105263157894, 1.018018018018018]","[0, 1, 4.101265822784811, 1.1012658227848102, 2.0, 0.9753086419753086]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 0, 4.5, 1.5952380952380953, 1.9047619047619047, 0.9767441860465116]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 0, 3.098360655737705, 1.3278688524590165, 11.333333333333334, 0.945736434108527]","[0, 1, 4.623287671232877, 1.5, 2.6, 1.1869918699186992]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.9090909090909092, 2.0, 1.4666666666666666]"
91,2016-07-26,20160726OBWO0,"[0, 0, 7.33695652173913, 1.7608695652173911, 1.0769230769230769, 1.7037037037037037]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.33, 1.22, 6.666666666666667, 5.882352941176471]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.181818181818182, 1.6666666666666667, 1.1875, 3.6666666666666665]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.926829268292683, 1.451219512195122, 2.4, 4.823529411764706]","[0, 1, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 6.576923076923077, 1.5384615384615385, 2.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.300884955752212, 1.3805309734513276, 1.6842105263157894, 1.018018018018018]","[0, 0, 4.101265822784811, 1.1012658227848102, 2.0, 0.9753086419753086]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 0, 4.5, 1.5952380952380953, 1.9047619047619047, 0.9767441860465116]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 0, 3.098360655737705, 1.3278688524590165, 11.333333333333334, 0.945736434108527]","[0, 0, 4.623287671232877, 1.5, 2.6, 1.1869918699186992]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.32, 1.7999999999999998, 2.0, 1.388888888888889]"
92,2016-07-27,20160727OBWO0,"[0, 0, 7.33695652173913, 1.7608695652173911, 1.0769230769230769, 1.7037037037037037]","[0, 0, 3.6818181818181817, 1.7727272727272727, 0.2857142857142857, 0.9166666666666666]","[0, 0, 17.357142857142858, 2.571428571428571, 0.6, 0.7777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.5142857142857147, 1.2476190476190476, 6.3, 5.833333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.927710843373494, 1.4096385542168675, 1.875, 2.7666666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.181818181818182, 1.6666666666666667, 1.1875, 3.6666666666666665]","[0, 0, 7.80722891566265, 1.8433734939759034, 3.1818181818181817, 0.8924731182795699]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 1.451219512195122, 2.4, 4.823529411764706]","[0, 0, 4.05, 1.65, 0.6, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.017857142857143, 1.5357142857142858, 1.1081081081081081, 5.090909090909091]","[0, 0, 6.576923076923077, 1.5384615384615385, 2.5, 6.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.300884955752212, 1.3805309734513276, 1.6842105263157894, 1.018018018018018]","[0, 0, 4.101265822784811, 1.1012658227848102, 2.0, 0.9753086419753086]","[0, 0, 6.0, 1.0, 2.0, 2.25]","[0, 1, 4.395348837209303, 1.558139534883721, 1.9523809523809523, 0.9772727272727273]","[0, 0, 5.360294117647059, 1.8088235294117647, 0.7368421052631579, 5.037037037037037]","[0, 1, 3.024, 1.296, 11.333333333333334, 0.9469696969696969]","[0, 1, 4.591836734693877, 1.530612244897959, 2.6, 1.1666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.7999999999999998, 2.0, 1.388888888888889]"
