,date,game_key,정대현,최원재,채선관,고영표,심재민,류희운,안상빈,홍성무,김민수,엄상백,이창재,정성곤,주권,김재윤,조무근,피어밴드,피노,한승지,박세진,마리몬,로위,서의태,밴와트,최대성,홍성용,윤근영,장시환,이상화,배우열,김사율
83,2016-07-21,20160721KTHH0,"[0, 0, 6.596590909090909, 1.6363636363636365, 1.5833333333333333, 4.512820512820513]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.031914893617021, 1.5638297872340425, 3.090909090909091, 1.205128205128205]","[0, 0, 3.820754716981132, 1.5566037735849056, 0.9444444444444444, 0.9059829059829061]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 6.3310344827586205, 1.7999999999999998, 1.7272727272727273, 1.9333333333333333]","[0, 1, 4.05, 1.45, 2.3333333333333335, 1.1764705882352942]","[0, 1, 7.762499999999999, 1.875, 1.0, 1.9047619047619049]","[0, 0, 5.111650485436893, 1.4708737864077668, 1.391304347826087, 4.577777777777778]","[0, 0, 4.339285714285714, 1.3125, 4.545454545454546, 1.1666666666666667]","[0, 1, 7.220930232558139, 2.093023255813953, 0.9166666666666666, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[1, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.311475409836065, 1.6106557377049182, 1.9655172413793103, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.7647058823529413, 1.8181818181818181, 0.6589147286821705]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.965116279069767, 1.7790697674418603, 1.4545454545454546, 2.2051282051282053]","[0, 0, 3.552631578947368, 1.4210526315789473, 2.3333333333333335, 2.111111111111111]","[0, 1, 1.35, 1.7999999999999998, 1.25, 1.1111111111111112]","[0, 0, 3.7594936708860756, 1.1012658227848102, 2.5, 1.196969696969697]"
84,2016-07-22,20160722SSKT0,"[0, 0, 6.596590909090909, 1.6363636363636365, 1.5833333333333333, 4.512820512820513]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.031914893617021, 1.5638297872340425, 3.090909090909091, 1.205128205128205]","[0, 1, 3.75, 1.5555555555555556, 0.9473684210526315, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 6.3310344827586205, 1.7999999999999998, 1.7272727272727273, 1.9333333333333333]","[0, 1, 3.983606557377049, 1.4262295081967213, 2.5, 1.1296296296296295]","[0, 0, 7.762499999999999, 1.875, 1.0, 1.9047619047619049]","[1, 0, 5.108108108108109, 1.472972972972973, 1.4166666666666667, 4.625]","[0, 0, 4.339285714285714, 1.3125, 4.545454545454546, 1.1666666666666667]","[0, 0, 7.220930232558139, 2.093023255813953, 0.9166666666666666, 1.023809523809524]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.311475409836065, 1.6106557377049182, 1.9655172413793103, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.7647058823529413, 1.8181818181818181, 0.6589147286821705]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 1, 5.829545454545455, 1.7386363636363638, 1.5151515151515151, 2.1728395061728394]","[0, 0, 3.552631578947368, 1.4210526315789473, 2.3333333333333335, 2.111111111111111]","[0, 0, 1.35, 1.7999999999999998, 1.25, 1.1111111111111112]","[0, 0, 3.7594936708860756, 1.1012658227848102, 2.5, 1.196969696969697]"
85,2016-07-23,20160723SSKT0,"[1, 0, 6.015544041450777, 1.601036269430052, 1.4827586206896552, 4.595238095238095]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.031914893617021, 1.5638297872340425, 3.090909090909091, 1.205128205128205]","[0, 0, 3.75, 1.5555555555555556, 0.9473684210526315, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 1, 6.287671232876712, 1.8287671232876712, 1.5833333333333333, 1.8717948717948718]","[0, 0, 3.983606557377049, 1.4262295081967213, 2.5, 1.1296296296296295]","[0, 1, 6.977528089887641, 1.7865168539325842, 0.8947368421052632, 1.9777777777777779]","[0, 0, 5.108108108108109, 1.472972972972973, 1.4166666666666667, 4.625]","[0, 0, 4.339285714285714, 1.3125, 4.545454545454546, 1.1666666666666667]","[0, 1, 7.848837209302326, 2.197674418604651, 0.9166666666666666, 0.9885057471264368]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.311475409836065, 1.6106557377049182, 1.9655172413793103, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.7647058823529413, 1.8181818181818181, 0.6589147286821705]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.829545454545455, 1.7386363636363638, 1.5151515151515151, 2.1728395061728394]","[0, 0, 3.552631578947368, 1.4210526315789473, 2.3333333333333335, 2.111111111111111]","[0, 1, 1.1739130434782608, 1.5652173913043477, 1.75, 1.0952380952380953]","[0, 0, 3.7594936708860756, 1.1012658227848102, 2.5, 1.196969696969697]"
86,2016-07-24,20160724SSKT0,"[0, 0, 6.015544041450777, 1.601036269430052, 1.4827586206896552, 4.595238095238095]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.031914893617021, 1.5638297872340425, 3.090909090909091, 1.205128205128205]","[0, 0, 3.75, 1.5555555555555556, 0.9473684210526315, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 6.287671232876712, 1.8287671232876712, 1.5833333333333333, 1.8717948717948718]","[0, 0, 3.983606557377049, 1.4262295081967213, 2.5, 1.1296296296296295]","[0, 0, 6.977528089887641, 1.7865168539325842, 0.8947368421052632, 1.9777777777777779]","[0, 0, 5.108108108108109, 1.472972972972973, 1.4166666666666667, 4.625]","[0, 1, 4.263157894736842, 1.2894736842105263, 4.545454545454546, 1.1515151515151516]","[0, 0, 7.848837209302326, 2.197674418604651, 0.9166666666666666, 0.9885057471264368]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[1, 0, 54.0, 6.75, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.311475409836065, 1.6106557377049182, 1.9655172413793103, 5.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.7647058823529413, 1.8181818181818181, 0.6589147286821705]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 1, 5.8500000000000005, 1.7666666666666666, 1.5454545454545454, 2.142857142857143]","[0, 0, 3.552631578947368, 1.4210526315789473, 2.3333333333333335, 2.111111111111111]","[0, 0, 1.1739130434782608, 1.5652173913043477, 1.75, 1.0952380952380953]","[0, 0, 3.7594936708860756, 1.1012658227848102, 2.5, 1.196969696969697]"
87,2016-07-26,20160726KTHT0,"[0, 0, 6.015544041450777, 1.601036269430052, 1.4827586206896552, 4.595238095238095]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.031914893617021, 1.5638297872340425, 3.090909090909091, 1.205128205128205]","[0, 0, 3.75, 1.5555555555555556, 0.9473684210526315, 0.9]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 6.287671232876712, 1.8287671232876712, 1.5833333333333333, 1.8717948717948718]","[0, 1, 3.6818181818181817, 1.3181818181818181, 2.8333333333333335, 1.1578947368421053]","[0, 0, 6.977528089887641, 1.7865168539325842, 0.8947368421052632, 1.9777777777777779]","[0, 0, 5.108108108108109, 1.472972972972973, 1.4166666666666667, 4.625]","[0, 0, 4.263157894736842, 1.2894736842105263, 4.545454545454546, 1.1515151515151516]","[0, 0, 7.848837209302326, 2.197674418604651, 0.9166666666666666, 0.9885057471264368]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.32, 1.92, 0.8333333333333334, 2.777777777777778]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 54.0, 6.75, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.049618320610687, 1.5916030534351147, 1.967741935483871, 5.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.7647058823529413, 1.8181818181818181, 0.6589147286821705]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.8500000000000005, 1.7666666666666666, 1.5454545454545454, 2.142857142857143]","[0, 1, 5.94, 1.5599999999999998, 2.5, 2.380952380952381]","[0, 1, 1.0384615384615385, 1.5, 1.75, 1.0833333333333333]","[0, 0, 3.7594936708860756, 1.1012658227848102, 2.5, 1.196969696969697]"
88,2016-07-27,20160727KTHT0,"[0, 0, 6.015544041450777, 1.601036269430052, 1.4827586206896552, 4.595238095238095]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.031914893617021, 1.5638297872340425, 3.090909090909091, 1.205128205128205]","[0, 1, 3.6818181818181817, 1.581818181818182, 1.0, 0.8943089430894309]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 1, 6.352941176470588, 1.8431372549019607, 1.56, 1.8888888888888888]","[0, 0, 3.6818181818181817, 1.3181818181818181, 2.8333333333333335, 1.1578947368421053]","[0, 0, 6.977528089887641, 1.7865168539325842, 0.8947368421052632, 1.9777777777777779]","[0, 0, 5.108108108108109, 1.472972972972973, 1.4166666666666667, 4.625]","[0, 0, 4.263157894736842, 1.2894736842105263, 4.545454545454546, 1.1515151515151516]","[0, 0, 7.848837209302326, 2.197674418604651, 0.9166666666666666, 0.9885057471264368]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.5588235294117645, 1.9411764705882353, 0.5555555555555556, 2.8333333333333335]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 54.0, 6.75, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.049618320610687, 1.5916030534351147, 1.967741935483871, 5.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.7647058823529413, 1.8181818181818181, 0.6589147286821705]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 1, 5.6010638297872335, 1.7393617021276597, 1.5588235294117647, 2.160919540229885]","[0, 0, 5.94, 1.5599999999999998, 2.5, 2.380952380952381]","[0, 1, 0.9642857142857142, 1.3928571428571428, 1.75, 1.0370370370370372]","[0, 0, 3.7594936708860756, 1.1012658227848102, 2.5, 1.196969696969697]"
89,2016-07-28,20160728KTHT0,"[0, 0, 6.015544041450777, 1.601036269430052, 1.4827586206896552, 4.595238095238095]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.031914893617021, 1.5638297872340425, 3.090909090909091, 1.205128205128205]","[0, 0, 3.6818181818181817, 1.581818181818182, 1.0, 0.8943089430894309]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 6.352941176470588, 1.8431372549019607, 1.56, 1.8888888888888888]","[0, 0, 3.6818181818181817, 1.3181818181818181, 2.8333333333333335, 1.1578947368421053]","[0, 1, 6.612244897959184, 1.6836734693877553, 1.0, 2.0416666666666665]","[1, 0, 4.991596638655462, 1.46218487394958, 1.52, 4.666666666666666]","[0, 0, 4.263157894736842, 1.2894736842105263, 4.545454545454546, 1.1515151515151516]","[0, 0, 7.848837209302326, 2.197674418604651, 0.9166666666666666, 0.9885057471264368]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.9411764705882353, 0.5555555555555556, 2.8333333333333335]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 54.0, 6.75, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.049618320610687, 1.5916030534351147, 1.967741935483871, 5.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.709302325581396, 1.744186046511628, 1.8181818181818181, 0.6515151515151515]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.6010638297872335, 1.7393617021276597, 1.5588235294117647, 2.160919540229885]","[0, 0, 5.94, 1.5599999999999998, 2.5, 2.380952380952381]","[0, 0, 0.9642857142857142, 1.3928571428571428, 1.75, 1.0370370370370372]","[0, 0, 3.7594936708860756, 1.1012658227848102, 2.5, 1.196969696969697]"
90,2016-07-29,20160729LTKT0,"[1, 0, 6.2727272727272725, 1.696969696969697, 1.375, 4.4]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.031914893617021, 1.5638297872340425, 3.090909090909091, 1.205128205128205]","[0, 1, 4.135135135135135, 1.6216216216216217, 1.0, 0.8809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 1, 7.058823529411765, 1.9215686274509804, 1.4444444444444444, 1.8214285714285714]","[0, 1, 3.9705882352941178, 1.3235294117647058, 3.0, 1.1333333333333333]","[0, 0, 6.612244897959184, 1.6836734693877553, 1.0, 2.0416666666666665]","[0, 0, 4.991596638655462, 1.46218487394958, 1.52, 4.666666666666666]","[0, 1, 4.118644067796611, 1.2457627118644068, 4.818181818181818, 1.1568627450980393]","[0, 0, 7.848837209302326, 2.197674418604651, 0.9166666666666666, 0.9885057471264368]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.9411764705882353, 0.5555555555555556, 2.8333333333333335]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 54.0, 6.75, 1.0, 1.3333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.049618320610687, 1.5916030534351147, 1.967741935483871, 5.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.709302325581396, 1.744186046511628, 1.8181818181818181, 0.6515151515151515]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 1, 5.795811518324608, 1.7748691099476441, 1.5142857142857142, 2.1222222222222222]","[0, 0, 5.94, 1.5599999999999998, 2.5, 2.380952380952381]","[0, 1, 0.8181818181818182, 1.2727272727272727, 2.0, 1.1]","[0, 0, 3.7594936708860756, 1.1012658227848102, 2.5, 1.196969696969697]"
91,2016-07-30,20160730LTKT0,"[0, 0, 6.2727272727272725, 1.696969696969697, 1.375, 4.4]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.031914893617021, 1.5638297872340425, 3.090909090909091, 1.205128205128205]","[0, 0, 4.135135135135135, 1.6216216216216217, 1.0, 0.8809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 1, 7.096153846153847, 1.9038461538461537, 1.4444444444444444, 1.793103448275862]","[0, 1, 3.9130434782608696, 1.391304347826087, 3.1666666666666665, 1.0952380952380953]","[0, 0, 6.612244897959184, 1.6836734693877553, 1.0, 2.0416666666666665]","[0, 0, 4.991596638655462, 1.46218487394958, 1.52, 4.666666666666666]","[0, 1, 4.68595041322314, 1.3140495867768593, 5.0, 1.1523809523809525]","[0, 0, 7.848837209302326, 2.197674418604651, 0.9166666666666666, 0.9885057471264368]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.9411764705882353, 0.5555555555555556, 2.8333333333333335]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[1, 0, 12.789473684210526, 2.5263157894736845, 1.3333333333333333, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.049618320610687, 1.5916030534351147, 1.967741935483871, 5.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.709302325581396, 1.744186046511628, 1.8181818181818181, 0.6515151515151515]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.795811518324608, 1.7748691099476441, 1.5142857142857142, 2.1222222222222222]","[0, 0, 5.94, 1.5599999999999998, 2.5, 2.380952380952381]","[0, 1, 0.675, 1.05, 2.5, 1.2121212121212122]","[0, 0, 3.7594936708860756, 1.1012658227848102, 2.5, 1.196969696969697]"
92,2016-07-31,20160731LTKT0,"[0, 0, 6.2727272727272725, 1.696969696969697, 1.375, 4.4]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.031914893617021, 1.5638297872340425, 3.090909090909091, 1.205128205128205]","[0, 0, 4.135135135135135, 1.6216216216216217, 1.0, 0.8809523809523809]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 7.096153846153847, 1.9038461538461537, 1.4444444444444444, 1.793103448275862]","[0, 0, 3.9130434782608696, 1.391304347826087, 3.1666666666666665, 1.0952380952380953]","[0, 0, 6.612244897959184, 1.6836734693877553, 1.0, 2.0416666666666665]","[0, 0, 4.991596638655462, 1.46218487394958, 1.52, 4.666666666666666]","[0, 1, 4.57258064516129, 1.3064516129032258, 5.0, 1.1481481481481481]","[0, 0, 7.848837209302326, 2.197674418604651, 0.9166666666666666, 0.9885057471264368]","[1, 0, 0, 0, 0, 0]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.9411764705882353, 0.5555555555555556, 2.8333333333333335]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 12.789473684210526, 2.5263157894736845, 1.3333333333333333, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.049618320610687, 1.5916030534351147, 1.967741935483871, 5.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.853932584269662, 1.7528089887640448, 1.8181818181818181, 0.6592592592592593]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.795811518324608, 1.7748691099476441, 1.5142857142857142, 2.1222222222222222]","[0, 0, 5.94, 1.5599999999999998, 2.5, 2.380952380952381]","[0, 0, 0.675, 1.05, 2.5, 1.2121212121212122]","[0, 0, 3.7594936708860756, 1.1012658227848102, 2.5, 1.196969696969697]"
93,2016-08-04,20160804KTNC0,"[0, 0, 6.2727272727272725, 1.696969696969697, 1.375, 4.4]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.031914893617021, 1.5638297872340425, 3.090909090909091, 1.205128205128205]","[0, 1, 4.580357142857143, 1.6339285714285714, 0.95, 0.868217054263566]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 1, 7.050955414012739, 1.910828025477707, 1.4444444444444444, 1.7444444444444445]","[0, 1, 4.242857142857143, 1.5, 2.7142857142857144, 1.0606060606060606]","[0, 1, 6.75, 1.701923076923077, 0.9523809523809523, 2.0392156862745097]","[1, 0, 5.335968379446641, 1.482213438735178, 1.4814814814814814, 4.685185185185185]","[0, 0, 4.57258064516129, 1.3064516129032258, 5.0, 1.1481481481481481]","[0, 0, 7.848837209302326, 2.197674418604651, 0.9166666666666666, 0.9885057471264368]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.9411764705882353, 0.5555555555555556, 2.8333333333333335]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[0, 0, 12.789473684210526, 2.5263157894736845, 1.3333333333333333, 3.1666666666666665]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.049618320610687, 1.5916030534351147, 1.967741935483871, 5.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.4, 1.8, 1.6666666666666667, 0.6521739130434783]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.795811518324608, 1.7748691099476441, 1.5142857142857142, 2.1222222222222222]","[0, 0, 5.94, 1.5599999999999998, 2.5, 2.380952380952381]","[0, 0, 0.675, 1.05, 2.5, 1.2121212121212122]","[0, 0, 3.7594936708860756, 1.1012658227848102, 2.5, 1.196969696969697]"
94,2016-08-05,20160805KTLG0,"[0, 0, 6.2727272727272725, 1.696969696969697, 1.375, 4.4]","[0, 0, 9.346153846153847, 1.8461538461538463, 2.25, 0.9629629629629629]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.968421052631578, 1.5473684210526315, 3.090909090909091, 1.1728395061728396]","[0, 0, 4.580357142857143, 1.6339285714285714, 0.95, 0.868217054263566]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.0, 1.6666666666666667, 2.2, 0.9]","[0, 0, 3.375, 1.375, 10.0, 1.1428571428571428]","[0, 0, 7.5, 2.1666666666666665, 0.6666666666666666, 1.0]","[0, 0, 7.050955414012739, 1.910828025477707, 1.4444444444444444, 1.7444444444444445]","[0, 0, 4.242857142857143, 1.5, 2.7142857142857144, 1.0606060606060606]","[0, 1, 6.872727272727272, 1.690909090909091, 1.0, 2.0370370370370368]","[0, 0, 5.335968379446641, 1.482213438735178, 1.4814814814814814, 4.685185185185185]","[0, 0, 4.57258064516129, 1.3064516129032258, 5.0, 1.1481481481481481]","[0, 0, 7.848837209302326, 2.197674418604651, 0.9166666666666666, 0.9885057471264368]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.641509433962264, 1.8962264150943395, 1.6153846153846154, 3.2121212121212124]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.5588235294117645, 1.9411764705882353, 0.5555555555555556, 2.8333333333333335]","[0, 0, 5.2105263157894735, 1.4035087719298245, 1.6153846153846154, 5.181818181818182]","[1, 0, 7.9411764705882355, 2.4705882352941173, 1.0833333333333333, 3.777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.049618320610687, 1.5916030534351147, 1.967741935483871, 5.137254901960784]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.8, 1.6666666666666667, 0.6521739130434783]","[0, 0, 6.0, 2.6666666666666665, 0.25, 1.5]","[0, 0, 5.795811518324608, 1.7748691099476441, 1.5142857142857142, 2.1222222222222222]","[0, 0, 5.94, 1.5599999999999998, 2.5, 2.380952380952381]","[0, 0, 0.675, 1.05, 2.5, 1.2121212121212122]","[0, 1, 4.666666666666666, 1.2222222222222223, 2.3333333333333335, 1.173913043478261]"
