,date,game_key,임기준,심동섭,홍건희,한승혁,유창식,김병현,김윤동,박준표,박동민,이준영,김명찬,전상현,지크,신윤철,김현준,헥터,정동현,남재현,서덕원,김광수,배힘찬,고효준,김진우,윤석민,곽정철,신창호,한기주,손영민,양현종,정용운,임창용,최영필
84,2016-07-20,20160720HTLT0,"[0, 0, 4.714285714285714, 2.0952380952380953, 0.55, 1.4]","[0, 0, 5.25974025974026, 1.5584415584415583, 1.6, 0.8555555555555556]","[0, 0, 3.3540372670807455, 1.4161490683229814, 2.0434782608695654, 1.5784313725490196]","[0, 1, 6.545454545454546, 1.8181818181818181, 1.375, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.4838709677419355, 1.8387096774193548, 1.4285714285714286, 1.0333333333333334]","[0, 0, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 4.559602649006623, 1.4900662251655628, 2.3846153846153846, 5.592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.365650969529086, 1.3213296398891967, 2.027027027027027, 6.685185185185185]","[0, 0, 6.352941176470588, 1.411764705882353, 0.6666666666666666, 2.4285714285714284]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6346153846153846, 1.6730769230769231, 1.8571428571428572, 1.0833333333333333]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 1, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.9714285714285715, 2.085714285714286, 0.7272727272727273, 2.1875]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.393854748603352, 1.282122905027933, 2.263157894736842, 6.62962962962963]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 1, 4.909090909090909, 1.7727272727272727, 2.5, 1.222222222222222]","[0, 0, 3.4468085106382977, 1.5957446808510638, 4.285714285714286, 1.010752688172043]"
85,2016-07-21,20160721HTLT0,"[0, 0, 4.714285714285714, 2.0952380952380953, 0.55, 1.4]","[0, 0, 5.25974025974026, 1.5584415584415583, 1.6, 0.8555555555555556]","[0, 0, 3.3540372670807455, 1.4161490683229814, 2.0434782608695654, 1.5784313725490196]","[0, 0, 6.545454545454546, 1.8181818181818181, 1.375, 0.9166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 2.0, 1.25, 1.0]","[0, 0, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[1, 0, 4.684542586750789, 1.5236593059936907, 2.159090909090909, 5.56140350877193]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.365650969529086, 1.3213296398891967, 2.027027027027027, 6.685185185185185]","[0, 1, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.6730769230769231, 1.8571428571428572, 1.0833333333333333]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.75, 2.0277777777777777, 0.7272727272727273, 2.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.393854748603352, 1.282122905027933, 2.263157894736842, 6.62962962962963]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 4.909090909090909, 1.7727272727272727, 2.5, 1.222222222222222]","[0, 0, 3.4468085106382977, 1.5957446808510638, 4.285714285714286, 1.010752688172043]"
86,2016-07-22,20160722NCHT0,"[0, 0, 4.714285714285714, 2.0952380952380953, 0.55, 1.4]","[0, 1, 6.493670886075949, 1.6708860759493671, 1.6, 0.8494623655913978]","[1, 0, 3.292682926829268, 1.4451219512195124, 2.1739130434782608, 1.561904761904762]","[0, 1, 6.942857142857142, 2.0571428571428574, 1.1, 0.8974358974358974]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 2.0, 1.25, 1.0]","[0, 0, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 4.684542586750789, 1.5236593059936907, 2.159090909090909, 5.56140350877193]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.365650969529086, 1.3213296398891967, 2.027027027027027, 6.685185185185185]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.6730769230769231, 1.8571428571428572, 1.0833333333333333]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.75, 2.0277777777777777, 0.7272727272727273, 2.1176470588235294]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.393854748603352, 1.282122905027933, 2.263157894736842, 6.62962962962963]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 4.909090909090909, 1.7727272727272727, 2.5, 1.222222222222222]","[0, 1, 3.6947368421052635, 1.6421052631578947, 4.285714285714286, 0.9895833333333334]"
87,2016-07-23,20160723NCHT0,"[1, 0, 4.943661971830986, 2.112676056338028, 0.4583333333333333, 1.4791666666666667]","[0, 1, 6.585365853658536, 1.6463414634146343, 1.6, 0.8541666666666666]","[0, 0, 3.292682926829268, 1.4451219512195124, 2.1739130434782608, 1.561904761904762]","[0, 0, 6.942857142857142, 2.0571428571428574, 1.1, 0.8974358974358974]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 2.0833333333333335, 1.2, 1.0]","[0, 0, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 4.684542586750789, 1.5236593059936907, 2.159090909090909, 5.56140350877193]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.365650969529086, 1.3213296398891967, 2.027027027027027, 6.685185185185185]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6346153846153846, 1.6730769230769231, 1.8571428571428572, 1.0833333333333333]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.21551724137931, 1.913793103448276, 0.9545454545454546, 2.148148148148148]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.393854748603352, 1.282122905027933, 2.263157894736842, 6.62962962962963]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 4.909090909090909, 1.7727272727272727, 2.5, 1.222222222222222]","[0, 1, 3.618556701030928, 1.6082474226804122, 4.571428571428571, 0.9797979797979799]"
88,2016-07-24,20160724NCHT0,"[0, 0, 4.943661971830986, 2.112676056338028, 0.4583333333333333, 1.4791666666666667]","[0, 0, 6.585365853658536, 1.6463414634146343, 1.6, 0.8541666666666666]","[0, 0, 3.292682926829268, 1.4451219512195124, 2.1739130434782608, 1.561904761904762]","[0, 1, 6.394736842105263, 1.973684210526316, 1.2, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 2.076923076923077, 1.2727272727272727, 1.0]","[0, 0, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 4.684542586750789, 1.5236593059936907, 2.159090909090909, 5.56140350877193]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.365650969529086, 1.3213296398891967, 2.027027027027027, 6.685185185185185]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.114285714285715, 1.7142857142857142, 1.8571428571428572, 1.0606060606060606]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.21551724137931, 1.913793103448276, 0.9545454545454546, 2.148148148148148]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.2313829787234045, 1.2606382978723405, 2.275, 6.5964912280701755]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 1, 6.136363636363636, 1.9090909090909092, 2.5, 1.0476190476190477]","[0, 0, 3.618556701030928, 1.6082474226804122, 4.571428571428571, 0.9797979797979799]"
89,2016-07-26,20160726KTHT0,"[0, 0, 4.943661971830986, 2.112676056338028, 0.4583333333333333, 1.4791666666666667]","[0, 0, 6.585365853658536, 1.6463414634146343, 1.6, 0.8541666666666666]","[0, 0, 3.292682926829268, 1.4451219512195124, 2.1739130434782608, 1.561904761904762]","[0, 0, 6.394736842105263, 1.973684210526316, 1.2, 0.9047619047619048]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.926829268292683, 2.048780487804878, 1.1666666666666667, 0.9761904761904762]","[0, 0, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 4.684542586750789, 1.5236593059936907, 2.159090909090909, 5.56140350877193]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.392670157068063, 1.3036649214659686, 2.051282051282051, 6.701754385964912]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.7142857142857142, 1.8571428571428572, 1.0606060606060606]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.303278688524591, 1.918032786885246, 0.875, 2.1403508771929824]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2313829787234045, 1.2606382978723405, 2.275, 6.5964912280701755]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 6.136363636363636, 1.9090909090909092, 2.5, 1.0476190476190477]","[0, 1, 3.545454545454546, 1.606060606060606, 4.714285714285714, 0.9705882352941176]"
90,2016-07-27,20160727KTHT0,"[0, 0, 4.943661971830986, 2.112676056338028, 0.4583333333333333, 1.4791666666666667]","[0, 1, 6.914634146341464, 1.7195121951219512, 1.5, 0.8282828282828283]","[0, 0, 3.292682926829268, 1.4451219512195124, 2.1739130434782608, 1.561904761904762]","[0, 1, 6.27906976744186, 1.9534883720930232, 1.0909090909090908, 0.9555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.926829268292683, 2.048780487804878, 1.1666666666666667, 0.9761904761904762]","[0, 0, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[1, 0, 4.954128440366973, 1.5871559633027523, 2.0208333333333335, 5.45]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.392670157068063, 1.3036649214659686, 2.051282051282051, 6.701754385964912]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.114285714285715, 1.7142857142857142, 1.8571428571428572, 1.0606060606060606]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.303278688524591, 1.918032786885246, 0.875, 2.1403508771929824]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2313829787234045, 1.2606382978723405, 2.275, 6.5964912280701755]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 6.136363636363636, 1.9090909090909092, 2.5, 1.0476190476190477]","[0, 1, 3.441176470588235, 1.588235294117647, 4.857142857142857, 0.9714285714285714]"
91,2016-07-28,20160728KTHT0,"[0, 0, 4.943661971830986, 2.112676056338028, 0.4583333333333333, 1.4791666666666667]","[0, 0, 6.914634146341464, 1.7195121951219512, 1.5, 0.8282828282828283]","[1, 0, 3.3934426229508197, 1.4426229508196722, 2.076923076923077, 1.6944444444444444]","[0, 0, 6.27906976744186, 1.9534883720930232, 1.0909090909090908, 0.9555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.522727272727273, 1.9772727272727273, 1.1538461538461537, 0.9777777777777777]","[0, 0, 7.5, 1.875, 1.0, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 4.954128440366973, 1.5871559633027523, 2.0208333333333335, 5.45]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.392670157068063, 1.3036649214659686, 2.051282051282051, 6.701754385964912]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.371428571428572, 1.8285714285714285, 1.7333333333333334, 1.0294117647058822]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.128, 1.9200000000000002, 0.875, 2.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2313829787234045, 1.2606382978723405, 2.275, 6.5964912280701755]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 1, 7.5600000000000005, 1.92, 3.0, 1.0416666666666667]","[0, 0, 3.441176470588235, 1.588235294117647, 4.857142857142857, 0.9714285714285714]"
92,2016-07-29,20160729HTSK0,"[1, 0, 4.655172413793104, 2.0, 0.5, 1.7058823529411764]","[0, 0, 6.914634146341464, 1.7195121951219512, 1.5, 0.8282828282828283]","[0, 0, 3.3934426229508197, 1.4426229508196722, 2.076923076923077, 1.6944444444444444]","[0, 1, 5.869565217391304, 1.826086956521739, 1.1818181818181819, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.522727272727273, 1.9772727272727273, 1.1538461538461537, 0.9777777777777777]","[0, 1, 8.231707317073171, 1.9390243902439026, 1.0714285714285714, 1.3015873015873016]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 4.954128440366973, 1.5871559633027523, 2.0208333333333335, 5.45]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.392670157068063, 1.3036649214659686, 2.051282051282051, 6.701754385964912]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.25, 1.8055555555555556, 1.8666666666666667, 1.0285714285714285]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.128, 1.9200000000000002, 0.875, 2.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2313829787234045, 1.2606382978723405, 2.275, 6.5964912280701755]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 1, 6.75, 1.8214285714285714, 3.5, 1.0370370370370372]","[0, 1, 3.342857142857143, 1.542857142857143, 5.0, 0.9722222222222222]"
93,2016-07-30,20160730HTSK0,"[0, 0, 4.655172413793104, 2.0, 0.5, 1.7058823529411764]","[0, 0, 6.914634146341464, 1.7195121951219512, 1.5, 0.8282828282828283]","[0, 0, 3.3934426229508197, 1.4426229508196722, 2.076923076923077, 1.6944444444444444]","[0, 0, 5.869565217391304, 1.826086956521739, 1.1818181818181819, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.522727272727273, 1.9772727272727273, 1.1538461538461537, 0.9777777777777777]","[0, 0, 8.231707317073171, 1.9390243902439026, 1.0714285714285714, 1.3015873015873016]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 4.954128440366973, 1.5871559633027523, 2.0208333333333335, 5.45]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.392670157068063, 1.3036649214659686, 2.051282051282051, 6.701754385964912]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.25, 1.8055555555555556, 1.8666666666666667, 1.0285714285714285]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.128, 1.9200000000000002, 0.875, 2.083333333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.366412213740458, 1.2671755725190839, 2.111111111111111, 6.55]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 6.75, 1.8214285714285714, 3.5, 1.0370370370370372]","[0, 0, 3.342857142857143, 1.542857142857143, 5.0, 0.9722222222222222]"
94,2016-07-31,20160731HTSK0,"[0, 0, 4.655172413793104, 2.0, 0.5, 1.7058823529411764]","[0, 0, 6.914634146341464, 1.7195121951219512, 1.5, 0.8282828282828283]","[0, 0, 3.3934426229508197, 1.4426229508196722, 2.076923076923077, 1.6944444444444444]","[0, 0, 5.869565217391304, 1.826086956521739, 1.1818181818181819, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.522727272727273, 1.9772727272727273, 1.1538461538461537, 0.9777777777777777]","[0, 0, 8.231707317073171, 1.9390243902439026, 1.0714285714285714, 1.3015873015873016]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 4.954128440366973, 1.5871559633027523, 2.0208333333333335, 5.45]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.2399999999999998, 1.2899999999999998, 2.05, 6.666666666666667]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.25, 1.8055555555555556, 1.8666666666666667, 1.0285714285714285]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.128, 1.9200000000000002, 0.875, 2.083333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.366412213740458, 1.2671755725190839, 2.111111111111111, 6.55]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 6.75, 1.8214285714285714, 3.5, 1.0370370370370372]","[0, 0, 3.342857142857143, 1.542857142857143, 5.0, 0.9722222222222222]"
95,2016-08-02,20160802HHHT0,"[0, 0, 4.655172413793104, 2.0, 0.5, 1.7058823529411764]","[0, 1, 6.670588235294118, 1.6941176470588235, 1.5, 0.8333333333333333]","[0, 0, 3.3934426229508197, 1.4426229508196722, 2.076923076923077, 1.6944444444444444]","[0, 0, 5.869565217391304, 1.826086956521739, 1.1818181818181819, 0.9583333333333334]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.522727272727273, 1.9772727272727273, 1.1538461538461537, 0.9777777777777777]","[0, 1, 9.0, 2.0, 0.9375, 1.2727272727272727]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[1, 0, 4.852173913043478, 1.5826086956521739, 1.96, 5.476190476190476]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.2899999999999998, 2.05, 6.666666666666667]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.026315789473684, 1.736842105263158, 1.9333333333333333, 1.0555555555555556]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.850746268656716, 1.9029850746268657, 0.84, 2.126984126984127]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.366412213740458, 1.2671755725190839, 2.111111111111111, 6.55]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 6.75, 1.8214285714285714, 3.5, 1.0370370370370372]","[0, 1, 3.31578947368421, 1.5263157894736843, 5.285714285714286, 1.027027027027027]"
96,2016-08-03,20160803HHHT0,"[0, 0, 4.655172413793104, 2.0, 0.5, 1.7058823529411764]","[0, 0, 6.670588235294118, 1.6941176470588235, 1.5, 0.8333333333333333]","[0, 0, 3.3934426229508197, 1.4426229508196722, 2.076923076923077, 1.6944444444444444]","[0, 1, 6.75, 1.875, 1.1818181818181819, 0.9411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 6.319148936170213, 1.9787234042553192, 1.0714285714285714, 0.9791666666666666]","[0, 1, 8.689655172413794, 1.9655172413793103, 0.9375, 1.2608695652173914]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.788461538461537, 1.7884615384615385, 0.6363636363636364, 1.4444444444444444]","[0, 1, 0.0, inf, 0.0, 0.0]","[0, 0, 7.147058823529412, 1.588235294117647, 1.6666666666666667, 1.888888888888889]","[0, 0, 4.852173913043478, 1.5826086956521739, 1.96, 5.476190476190476]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.2399999999999998, 1.2899999999999998, 2.05, 6.666666666666667]","[0, 0, 6.352941176470588, 1.4705882352941178, 0.6666666666666666, 2.125]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.026315789473684, 1.736842105263158, 1.9333333333333333, 1.0555555555555556]","[0, 0, 0.0, 0.0, 1, 2.0]","[0, 1, 0.0, 1.0, 0.0, 1.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.6, 2.75, 5.0]","[0, 0, 7.448275862068965, 1.8620689655172415, 1.0, 1.074074074074074]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.850746268656716, 1.9029850746268657, 0.84, 2.126984126984127]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.366412213740458, 1.2671755725190839, 2.111111111111111, 6.55]","[0, 0, 7.322033898305085, 2.23728813559322, 0.631578947368421, 1.787878787878788]","[0, 0, 6.75, 1.8214285714285714, 3.5, 1.0370370370370372]","[0, 0, 3.31578947368421, 1.5263157894736843, 5.285714285714286, 1.027027027027027]"
