,date,game_key,배민관,이승현,유경국,김지용,이창호,임찬규,이영재,윤지웅,임정우,최성훈,이준형,소사,류제국,배재준,허프,김대현,코프랜드,유재유,신승현,이동현,우규민,장진용,진해수,유원상,봉중근,이범준,정찬헌,최동환,전인환,정현욱,김광삼
80,2016-07-19,20160719LGWO0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 4.725, 1.65, 1.25, 1.1594202898550725]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.417721518987342, 0.9873417721518988, 5.5, 1.549019607843137]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 1, 5.076923076923077, 1.8717948717948718, 1.8181818181818181, 1.0263157894736843]","[0, 1, 9.391304347826086, 2.3478260869565215, 0.7777777777777778, 0.8070175438596492]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[1, 0, 4.725, 1.375, 3.611111111111111, 6.315789473684211]","[0, 0, 4.783464566929133, 1.3937007874015748, 2.09375, 5.644444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 0.0, 1.5, 0, 0.6666666666666666]","[0, 0, 3.2586206896551726, 1.1379310344827587, 1.2380952380952381, 1.0175438596491226]","[0, 0, 5.4, 1.3714285714285714, 2.75, 0.9722222222222222]","[0, 0, 6.185022026431718, 1.5066079295154184, 3.0714285714285716, 5.404761904761905]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 5.971153846153846, 1.7596153846153848, 1.4583333333333333, 0.8062015503875969]","[0, 1, 4.395348837209303, 1.6744186046511627, 1.125, 1.1025641025641026]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0454545454545454, 1.2727272727272727, 1.2727272727272727, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
81,2016-07-20,20160720LGWO0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 4.395348837209303, 1.5348837209302324, 1.4375, 1.1944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.417721518987342, 0.9873417721518988, 5.5, 1.549019607843137]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 0, 5.076923076923077, 1.8717948717948718, 1.8181818181818181, 1.0263157894736843]","[0, 1, 9.191489361702127, 2.297872340425532, 0.7777777777777778, 0.7833333333333333]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.725, 1.375, 3.611111111111111, 6.315789473684211]","[0, 0, 4.783464566929133, 1.3937007874015748, 2.09375, 5.644444444444445]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 0.0, 1.5, 0, 0.6666666666666666]","[0, 1, 3.4615384615384612, 1.1538461538461537, 1.2857142857142858, 1.0]","[0, 1, 5.472972972972974, 1.3783783783783783, 3.0, 0.9866666666666667]","[1, 0, 5.684210526315789, 1.4939271255060729, 2.9411764705882355, 5.488888888888889]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 5.858490566037736, 1.7264150943396226, 1.5, 0.8030303030303031]","[0, 0, 4.395348837209303, 1.6744186046511627, 1.125, 1.1025641025641026]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0454545454545454, 1.2727272727272727, 1.2727272727272727, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
82,2016-07-21,20160721LGWO0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 4.395348837209303, 1.5348837209302324, 1.4375, 1.1944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5783132530120483, 1.0481927710843373, 6.0, 1.5370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 0, 5.076923076923077, 1.8717948717948718, 1.8181818181818181, 1.0263157894736843]","[0, 0, 9.191489361702127, 2.297872340425532, 0.7777777777777778, 0.7833333333333333]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.725, 1.375, 3.611111111111111, 6.315789473684211]","[0, 0, 4.783464566929133, 1.3937007874015748, 2.09375, 5.644444444444445]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.4, 1.7999999999999998, 1, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 0.0, 1.5, 0, 0.6666666666666666]","[0, 0, 3.4615384615384612, 1.1538461538461537, 1.2857142857142858, 1.0]","[0, 0, 5.472972972972974, 1.3783783783783783, 3.0, 0.9866666666666667]","[0, 0, 5.684210526315789, 1.4939271255060729, 2.9411764705882355, 5.488888888888889]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 6.05607476635514, 1.738317757009346, 1.5, 0.7925925925925925]","[0, 1, 3.9375000000000004, 1.625, 1.0, 1.1428571428571428]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0454545454545454, 1.2727272727272727, 1.2727272727272727, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
83,2016-07-22,20160722OBLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 4.395348837209303, 1.5348837209302324, 1.4375, 1.1944444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.5783132530120483, 1.0481927710843373, 6.0, 1.5370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.524590163934426, 1.6721311475409837, 1.6363636363636365, 0.7530864197530863]","[0, 0, 5.076923076923077, 1.8717948717948718, 1.8181818181818181, 1.0263157894736843]","[0, 1, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.725, 1.375, 3.611111111111111, 6.315789473684211]","[1, 0, 5.108108108108109, 1.4362934362934363, 2.125, 5.395833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 0.0, 1.5, 0, 0.6666666666666666]","[0, 0, 3.4615384615384612, 1.1538461538461537, 1.2857142857142858, 1.0]","[0, 0, 5.472972972972974, 1.3783783783783783, 3.0, 0.9866666666666667]","[0, 0, 5.684210526315789, 1.4939271255060729, 2.9411764705882355, 5.488888888888889]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 0, 6.05607476635514, 1.738317757009346, 1.5, 0.7925925925925925]","[0, 1, 3.8571428571428568, 1.653061224489796, 1.0, 1.0888888888888888]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.8051948051948052, 1.2857142857142856, 1.25, 1.5098039215686274]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
84,2016-07-23,20160723OBLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 4.344827586206897, 1.5517241379310345, 1.5, 1.16]","[1, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 0, 3.5783132530120483, 1.0481927710843373, 6.0, 1.5370370370370372]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.838709677419355, 1.693548387096774, 1.6363636363636365, 0.7380952380952381]","[0, 1, 4.949999999999999, 1.875, 1.7826086956521738, 1.0256410256410255]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.725, 1.375, 3.611111111111111, 6.315789473684211]","[0, 0, 5.108108108108109, 1.4362934362934363, 2.125, 5.395833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 0.0, 1.5, 0, 0.6666666666666666]","[0, 0, 3.4615384615384612, 1.1538461538461537, 1.2857142857142858, 1.0]","[0, 1, 5.760000000000001, 1.4, 2.6666666666666665, 0.9615384615384616]","[0, 0, 5.684210526315789, 1.4939271255060729, 2.9411764705882355, 5.488888888888889]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 6.192660550458716, 1.7339449541284402, 1.5416666666666667, 0.7898550724637682]","[0, 0, 3.8571428571428568, 1.653061224489796, 1.0, 1.0888888888888888]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.506493506493506, 1.3246753246753247, 1.1538461538461537, 1.425925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
85,2016-07-24,20160724OBLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 4.344827586206897, 1.5517241379310345, 1.5, 1.16]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 4.0813953488372094, 1.1162790697674418, 4.166666666666667, 1.5087719298245614]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.838709677419355, 1.693548387096774, 1.6363636363636365, 0.7380952380952381]","[0, 1, 4.968, 1.848, 1.7826086956521738, 1.0416666666666665]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[1, 0, 4.935483870967742, 1.403225806451613, 3.238095238095238, 6.2]","[0, 0, 5.108108108108109, 1.4362934362934363, 2.125, 5.395833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 0.0, 1.5, 0, 0.6666666666666666]","[0, 0, 3.4615384615384612, 1.1538461538461537, 1.2857142857142858, 1.0]","[0, 0, 5.760000000000001, 1.4, 2.6666666666666665, 0.9615384615384616]","[0, 0, 5.684210526315789, 1.4939271255060729, 2.9411764705882355, 5.488888888888889]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 0, 6.192660550458716, 1.7339449541284402, 1.5416666666666667, 0.7898550724637682]","[0, 0, 3.8571428571428568, 1.653061224489796, 1.0, 1.0888888888888888]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.506493506493506, 1.3246753246753247, 1.1538461538461537, 1.425925925925926]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
86,2016-07-26,20160726LTLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 4.9655172413793105, 1.6206896551724137, 1.3333333333333333, 1.1153846153846154]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 3.8571428571428568, 1.1868131868131868, 4.333333333333333, 1.5166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.147058823529412, 1.7205882352941175, 1.6923076923076923, 0.7816091954022989]","[0, 0, 4.968, 1.848, 1.7826086956521738, 1.0416666666666665]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.935483870967742, 1.403225806451613, 3.238095238095238, 6.2]","[0, 0, 5.108108108108109, 1.4362934362934363, 2.125, 5.395833333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.4, 1.7999999999999998, 1, 1.6666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 1, 0.0, 0.75, 1, 0.6666666666666666]","[0, 0, 3.4615384615384612, 1.1538461538461537, 1.2857142857142858, 1.0]","[0, 1, 5.4, 1.3125, 2.7777777777777777, 0.9876543209876544]","[1, 0, 5.60377358490566, 1.4943396226415095, 2.5, 5.520833333333333]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 0, 6.192660550458716, 1.7339449541284402, 1.5416666666666667, 0.7898550724637682]","[0, 0, 3.8571428571428568, 1.653061224489796, 1.0, 1.0888888888888888]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.6666666666666665, 1.2592592592592593, 1.1538461538461537, 1.4210526315789473]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
87,2016-07-27,20160727LTLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 4.9655172413793105, 1.6206896551724137, 1.3333333333333333, 1.1153846153846154]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 3.6947368421052635, 1.2, 3.375, 1.507936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.7205882352941175, 1.6923076923076923, 0.7816091954022989]","[0, 1, 4.928571428571428, 1.8571428571428572, 1.7083333333333333, 1.024390243902439]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.935483870967742, 1.403225806451613, 3.238095238095238, 6.2]","[0, 0, 5.108108108108109, 1.4362934362934363, 2.125, 5.395833333333333]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.869565217391304, 1.3043478260869565, 4, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 0.0, 0.75, 1, 0.6666666666666666]","[0, 0, 3.4615384615384612, 1.1538461538461537, 1.2857142857142858, 1.0]","[0, 0, 5.4, 1.3125, 2.7777777777777777, 0.9876543209876544]","[0, 0, 5.60377358490566, 1.4943396226415095, 2.5, 5.520833333333333]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 6.136363636363636, 1.7454545454545456, 1.48, 0.7801418439716311]","[0, 0, 3.8571428571428568, 1.653061224489796, 1.0, 1.0888888888888888]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.2592592592592593, 1.1538461538461537, 1.4210526315789473]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
88,2016-07-28,20160728LTLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 4.9655172413793105, 1.6206896551724137, 1.3333333333333333, 1.1153846153846154]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 0, 3.6947368421052635, 1.2, 3.375, 1.507936507936508]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.147058823529412, 1.7205882352941175, 1.6923076923076923, 0.7816091954022989]","[0, 1, 4.813953488372094, 1.813953488372093, 1.7916666666666667, 1.0238095238095237]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.935483870967742, 1.403225806451613, 3.238095238095238, 6.2]","[1, 0, 5.086956521739131, 1.4782608695652173, 1.894736842105263, 5.411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.3043478260869565, 4, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 0.0, 0.75, 1, 0.6666666666666666]","[0, 0, 3.4615384615384612, 1.1538461538461537, 1.2857142857142858, 1.0]","[0, 1, 5.08235294117647, 1.3411764705882354, 2.7, 1.0119047619047619]","[0, 0, 5.60377358490566, 1.4943396226415095, 2.5, 5.520833333333333]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 6.081081081081082, 1.7567567567567568, 1.4615384615384615, 0.7708333333333334]","[0, 0, 3.8571428571428568, 1.653061224489796, 1.0, 1.0888888888888888]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.2592592592592593, 1.1538461538461537, 1.4210526315789473]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
89,2016-07-29,20160729LGNC0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 5.576086956521739, 1.7282608695652173, 1.263157894736842, 1.1358024691358024]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 3.618556701030928, 1.2061855670103092, 3.2222222222222223, 1.4696969696969697]","[0, 0, 0, 0, 0, 0]","[1, 0, 9.45, 2.1, 2.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.942857142857142, 1.6714285714285715, 1.7692307692307692, 0.7777777777777778]","[0, 0, 4.813953488372094, 1.813953488372093, 1.7916666666666667, 1.0238095238095237]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.935483870967742, 1.403225806451613, 3.238095238095238, 6.2]","[0, 0, 5.086956521739131, 1.4782608695652173, 1.894736842105263, 5.411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.3043478260869565, 4, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 0.0, 0.75, 1, 0.6666666666666666]","[0, 0, 3.4615384615384612, 1.1538461538461537, 1.2857142857142858, 1.0]","[0, 0, 5.08235294117647, 1.3411764705882354, 2.7, 1.0119047619047619]","[0, 0, 5.60377358490566, 1.4943396226415095, 2.5, 5.520833333333333]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 5.9734513274336285, 1.7256637168141593, 1.5, 0.7687074829931972]","[0, 0, 3.8571428571428568, 1.653061224489796, 1.0, 1.0888888888888888]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.2592592592592593, 1.1538461538461537, 1.4210526315789473]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
90,2016-07-30,20160730LGNC0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.576086956521739, 1.7282608695652173, 1.263157894736842, 1.1358024691358024]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 3.4752475247524752, 1.1881188118811883, 3.3333333333333335, 1.4637681159420288]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.1, 2.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.657534246575342, 1.6027397260273974, 1.8461538461538463, 0.7849462365591398]","[0, 0, 4.813953488372094, 1.813953488372093, 1.7916666666666667, 1.0238095238095237]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[1, 0, 4.877862595419847, 1.3969465648854962, 3.0, 6.238095238095238]","[0, 0, 5.086956521739131, 1.4782608695652173, 1.894736842105263, 5.411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.3043478260869565, 4, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 1, 5.4, 1.2, 1, 0.5555555555555556]","[0, 0, 3.4615384615384612, 1.1538461538461537, 1.2857142857142858, 1.0]","[0, 1, 4.9655172413793105, 1.3448275862068966, 2.9, 1.0]","[0, 0, 5.60377358490566, 1.4943396226415095, 2.5, 5.520833333333333]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 0, 5.9734513274336285, 1.7256637168141593, 1.5, 0.7687074829931972]","[0, 0, 3.8571428571428568, 1.653061224489796, 1.0, 1.0888888888888888]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.2592592592592593, 1.1538461538461537, 1.4210526315789473]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
91,2016-07-31,20160731LGNC0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 5.34375, 1.6875, 1.3157894736842106, 1.1428571428571428]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 1, 3.407766990291262, 1.1650485436893203, 3.3333333333333335, 1.4305555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.1, 2.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.75, 1.5789473684210527, 1.9230769230769231, 0.7916666666666666]","[0, 0, 4.813953488372094, 1.813953488372093, 1.7916666666666667, 1.0238095238095237]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.877862595419847, 1.3969465648854962, 3.0, 6.238095238095238]","[0, 0, 5.086956521739131, 1.4782608695652173, 1.894736842105263, 5.411764705882353]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.869565217391304, 1.3043478260869565, 4, 3.8333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 0, 5.4, 1.2, 1, 0.5555555555555556]","[0, 0, 3.4615384615384612, 1.1538461538461537, 1.2857142857142858, 1.0]","[0, 1, 4.909090909090909, 1.4318181818181819, 3.0, 0.9777777777777777]","[1, 0, 5.856617647058823, 1.5220588235294117, 2.4285714285714284, 5.333333333333334]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 5.921052631578947, 1.736842105263158, 1.4444444444444444, 0.76]","[0, 0, 3.8571428571428568, 1.653061224489796, 1.0, 1.0888888888888888]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.2592592592592593, 1.1538461538461537, 1.4210526315789473]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
92,2016-08-02,20160802LGOB0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 5.625, 1.6875, 1.3157894736842106, 1.103448275862069]","[0, 0, 2.7, 1.7999999999999998, 0.0, 3.3333333333333335]","[0, 0, 3.407766990291262, 1.1650485436893203, 3.3333333333333335, 1.4305555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 9.45, 2.1, 2.0, 3.3333333333333335]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.460526315789474, 1.6578947368421053, 1.9230769230769231, 0.7676767676767676]","[0, 0, 4.813953488372094, 1.813953488372093, 1.7916666666666667, 1.0238095238095237]","[0, 0, 8.816326530612244, 2.2040816326530615, 0.7777777777777778, 0.7777777777777777]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.877862595419847, 1.3969465648854962, 3.0, 6.238095238095238]","[0, 0, 5.086956521739131, 1.4782608695652173, 1.894736842105263, 5.411764705882353]","[0, 0, 0, 0, 0, 0]","[1, 0, 3.6818181818181817, 0.9545454545454546, 10.0, 4.888888888888888]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.816216216216216, 1.7351351351351352, 0.8048780487804879, 5.138888888888888]","[0, 1, 6.75, 1.125, 1, 0.6666666666666666]","[0, 0, 3.4615384615384612, 1.1538461538461537, 1.2857142857142858, 1.0]","[0, 0, 4.909090909090909, 1.4318181818181819, 3.0, 0.9777777777777777]","[0, 0, 5.856617647058823, 1.5220588235294117, 2.4285714285714284, 5.333333333333334]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 0, 5.921052631578947, 1.736842105263158, 1.4444444444444444, 0.76]","[0, 0, 3.8571428571428568, 1.653061224489796, 1.0, 1.0888888888888888]","[0, 0, 3.6, 2.0, 1.0, 1.25]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.6666666666666665, 1.2592592592592593, 1.1538461538461537, 1.4210526315789473]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.775, 1.7249999999999999, 2.0, 1.3333333333333335]","[0, 0, 0, 0, 0, 0]"
