,date,game_key,배민관,이승현,유경국,김지용,이창호,임찬규,이영재,윤지웅,임정우,최성훈,이준형,소사,류제국,배재준,허프,김대현,코프랜드,유재유,신승현,이동현,우규민,장진용,진해수,유원상,봉중근,이범준,정찬헌,최동환,전인환,정현욱,김광삼
59,2016-06-18,20160618HTLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 3.5409836065573774, 1.4262295081967213, 1.4166666666666667, 1.0166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.230769230769231, 1.3846153846153848, 2.5, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 0, 4.108695652173913, 1.6304347826086956, 2.2666666666666666, 1.0574712643678161]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.5910931174089065, 1.3846153846153848, 4.181818181818182, 6.333333333333333]","[0, 0, 4.238372093023256, 1.3430232558139534, 2.75, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 5.478260869565218, 1.8478260869565217, 0.8181818181818182, 5.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.5051546391752577, 1.0824742268041236, 1.3125, 1.1149425287356323]","[0, 0, 4.108695652173913, 1.1739130434782608, 2.8, 1.0952380952380953]","[0, 0, 4.581818181818182, 1.3818181818181818, 2.909090909090909, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.772727272727273, 2.1818181818181817, 1.1578947368421053, 0.7333333333333333]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 6.0, 2.3333333333333335, 0.0, 3.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 1.3584905660377358, 1.4444444444444444, 1.4722222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
60,2016-06-19,20160619HTLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 3.5409836065573774, 1.4262295081967213, 1.4166666666666667, 1.0166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.3846153846153848, 2.5, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 1, 5.282608695652174, 1.7608695652173911, 2.125, 1.0222222222222224]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[1, 0, 4.41635687732342, 1.3605947955390334, 3.923076923076923, 6.404761904761905]","[0, 0, 4.238372093023256, 1.3430232558139534, 2.75, 5.733333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.478260869565218, 1.8478260869565217, 0.8181818181818182, 5.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.4299999999999997, 1.0499999999999998, 1.4375, 1.1111111111111112]","[0, 1, 4.408163265306122, 1.2244897959183674, 2.5, 1.0888888888888888]","[0, 0, 4.581818181818182, 1.3818181818181818, 2.909090909090909, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.772727272727273, 2.1818181818181817, 1.1578947368421053, 0.7333333333333333]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 1, 4.909090909090909, 2.4545454545454546, 0.3333333333333333, 1.8333333333333333]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0377358490566038, 1.3584905660377358, 1.4444444444444444, 1.4722222222222223]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
61,2016-06-21,20160621LGSK0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 3.5409836065573774, 1.4262295081967213, 1.4166666666666667, 1.0166666666666666]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.230769230769231, 1.3846153846153848, 2.5, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 1, 5.11578947368421, 1.768421052631579, 2.0, 1.021505376344086]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.41635687732342, 1.3605947955390334, 3.923076923076923, 6.404761904761905]","[1, 0, 3.9375000000000004, 1.3125, 2.4782608695652173, 5.818181818181818]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.478260869565218, 1.8478260869565217, 0.8181818181818182, 5.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.176470588235294, 1.1176470588235294, 1.3529411764705883, 1.096774193548387]","[0, 0, 4.408163265306122, 1.2244897959183674, 2.5, 1.0888888888888888]","[0, 0, 4.581818181818182, 1.3818181818181818, 2.909090909090909, 5.5]","[0, 0, 0, 0, 0, 0]","[0, 1, 8.059701492537313, 2.194029850746269, 1.1578947368421053, 0.7204301075268816]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 1, 3.8571428571428568, 2.142857142857143, 0.25, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9636363636363636, 1.3636363636363638, 1.3, 1.4102564102564101]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
62,2016-06-22,20160622LGSK0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 4.21875, 1.5, 1.3076923076923077, 1.0158730158730158]","[0, 0, 0, 0, 0, 0]","[0, 1, 5.586206896551724, 1.2413793103448276, 3.0, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 0, 5.11578947368421, 1.768421052631579, 2.0, 1.021505376344086]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.41635687732342, 1.3605947955390334, 3.923076923076923, 6.404761904761905]","[0, 0, 3.9375000000000004, 1.3125, 2.4782608695652173, 5.818181818181818]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.478260869565218, 1.8478260869565217, 0.8181818181818182, 5.111111111111111]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 1.1176470588235294, 1.3529411764705883, 1.096774193548387]","[0, 0, 4.408163265306122, 1.2244897959183674, 2.5, 1.0888888888888888]","[1, 0, 4.5, 1.3709677419354838, 3.1818181818181817, 5.636363636363637]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.059701492537313, 2.194029850746269, 1.1578947368421053, 0.7204301075268816]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.25, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.9636363636363636, 1.4181818181818182, 1.3, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
63,2016-06-23,20160623LGSK0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 1, 5.2388059701492535, 1.6119402985074627, 1.3846153846153846, 1.0151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.2413793103448276, 3.0, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 0, 5.11578947368421, 1.768421052631579, 2.0, 1.021505376344086]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.41635687732342, 1.3605947955390334, 3.923076923076923, 6.404761904761905]","[0, 0, 3.9375000000000004, 1.3125, 2.4782608695652173, 5.818181818181818]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.754716981132075, 1.679245283018868, 0.9696969696969697, 5.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 1.1176470588235294, 1.3529411764705883, 1.096774193548387]","[0, 0, 4.408163265306122, 1.2244897959183674, 2.5, 1.0888888888888888]","[0, 0, 4.5, 1.3709677419354838, 3.1818181818181817, 5.636363636363637]","[0, 0, 0, 0, 0, 0]","[0, 0, 8.059701492537313, 2.194029850746269, 1.1578947368421053, 0.7204301075268816]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.25, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.9636363636363636, 1.4181818181818182, 1.3, 1.3095238095238095]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
64,2016-06-24,20160624WOLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.2388059701492535, 1.6119402985074627, 1.3846153846153846, 1.0151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 0, 5.586206896551724, 1.2413793103448276, 3.0, 1.380952380952381]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 1, 4.909090909090909, 1.7575757575757576, 2.0588235294117645, 1.03125]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.41635687732342, 1.3605947955390334, 3.923076923076923, 6.404761904761905]","[0, 0, 3.9375000000000004, 1.3125, 2.4782608695652173, 5.818181818181818]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.754716981132075, 1.679245283018868, 0.9696969696969697, 5.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 3.176470588235294, 1.1176470588235294, 1.3529411764705883, 1.096774193548387]","[0, 1, 4.153846153846154, 1.2115384615384617, 2.2857142857142856, 1.0833333333333333]","[0, 0, 4.5, 1.3709677419354838, 3.1818181818181817, 5.636363636363637]","[1, 0, 0, 0, 0, 0]","[0, 1, 7.7142857142857135, 2.1, 1.2105263157894737, 0.7291666666666666]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 3.8571428571428568, 2.142857142857143, 0.25, 1.5555555555555556]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 1.7419354838709677, 1.2580645161290323, 1.4, 1.3777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
65,2016-06-25,20160625WOLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.2388059701492535, 1.6119402985074627, 1.3846153846153846, 1.0151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.909090909090909, 1.2727272727272727, 2.3333333333333335, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 1, 4.764705882352941, 1.7352941176470589, 2.176470588235294, 1.0303030303030303]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[1, 0, 4.5473684210526315, 1.4, 3.9285714285714284, 6.333333333333333]","[0, 0, 3.9375000000000004, 1.3125, 2.4782608695652173, 5.818181818181818]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.754716981132075, 1.679245283018868, 0.9696969696969697, 5.3]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.056603773584906, 1.1037735849056602, 1.3333333333333333, 1.1041666666666667]","[0, 1, 3.8571428571428568, 1.1785714285714286, 2.2857142857142856, 1.0980392156862746]","[0, 0, 4.5, 1.3709677419354838, 3.1818181818181817, 5.636363636363637]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.297297297297297, 1.9864864864864864, 1.3157894736842106, 0.7474747474747475]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 1, 3.0, 1.8333333333333333, 0.6, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.2580645161290323, 1.4, 1.3777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
66,2016-06-26,20160626WOLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.2388059701492535, 1.6119402985074627, 1.3846153846153846, 1.0151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.909090909090909, 1.2727272727272727, 2.3333333333333335, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 0, 4.764705882352941, 1.7352941176470589, 2.176470588235294, 1.0303030303030303]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.5473684210526315, 1.4, 3.9285714285714284, 6.333333333333333]","[1, 0, 4.235294117647059, 1.338235294117647, 2.36, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.754716981132075, 1.679245283018868, 0.9696969696969697, 5.3]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9724770642201834, 1.1009174311926604, 1.263157894736842, 1.101010101010101]","[0, 1, 3.789473684210526, 1.263157894736842, 2.4285714285714284, 1.0555555555555556]","[0, 0, 4.5, 1.3709677419354838, 3.1818181818181817, 5.636363636363637]","[0, 0, 0, 0, 0, 0]","[0, 1, 7.105263157894736, 1.9342105263157896, 1.368421052631579, 0.7450980392156863]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 3.0, 1.8333333333333333, 0.6, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.2580645161290323, 1.4, 1.3777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.5, 1.2, 2.6666666666666665, 1.25]","[0, 0, 0, 0, 0, 0]"
67,2016-06-28,20160628LGHT0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.2388059701492535, 1.6119402985074627, 1.3846153846153846, 1.0151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.764705882352941, 1.2352941176470587, 2.3333333333333335, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 0, 4.764705882352941, 1.7352941176470589, 2.176470588235294, 1.0303030303030303]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.5473684210526315, 1.4, 3.9285714285714284, 6.333333333333333]","[0, 0, 4.235294117647059, 1.338235294117647, 2.36, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.754716981132075, 1.679245283018868, 0.9696969696969697, 5.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9724770642201834, 1.1009174311926604, 1.263157894736842, 1.101010101010101]","[0, 0, 3.789473684210526, 1.263157894736842, 2.4285714285714284, 1.0555555555555556]","[1, 0, 5.23469387755102, 1.4234693877551021, 3.3636363636363638, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.9342105263157896, 1.368421052631579, 0.7450980392156863]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 3.0, 1.8333333333333333, 0.6, 1.5]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.2580645161290323, 1.4, 1.3777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 1, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
68,2016-06-29,20160629LGHT0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.2388059701492535, 1.6119402985074627, 1.3846153846153846, 1.0151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.764705882352941, 1.2352941176470587, 2.3333333333333335, 1.2592592592592593]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 0, 4.764705882352941, 1.7352941176470589, 2.176470588235294, 1.0303030303030303]","[0, 0, 13.0, 2.7777777777777777, 0.75, 0.75]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.5473684210526315, 1.4, 3.9285714285714284, 6.333333333333333]","[0, 0, 4.235294117647059, 1.338235294117647, 2.36, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[1, 0, 4.923529411764705, 1.7470588235294118, 0.8648648648648649, 5.151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9724770642201834, 1.1009174311926604, 1.263157894736842, 1.101010101010101]","[0, 1, 3.7241379310344827, 1.2413793103448276, 2.4285714285714284, 1.0175438596491226]","[0, 0, 5.23469387755102, 1.4234693877551021, 3.3636363636363638, 5.444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.105263157894736, 1.9342105263157896, 1.368421052631579, 0.7450980392156863]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 1, 3.0, 2.0, 0.5, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 1.7419354838709677, 1.2580645161290323, 1.4, 1.3777777777777778]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
69,2016-06-30,20160630LGHT0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.2388059701492535, 1.6119402985074627, 1.3846153846153846, 1.0151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 1, 4.153846153846154, 1.0769230769230769, 2.6666666666666665, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 0, 4.764705882352941, 1.7352941176470589, 2.176470588235294, 1.0303030303030303]","[0, 1, 11.700000000000001, 2.7, 0.75, 0.7692307692307693]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.5473684210526315, 1.4, 3.9285714285714284, 6.333333333333333]","[0, 0, 4.235294117647059, 1.338235294117647, 2.36, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.923529411764705, 1.7470588235294118, 0.8648648648648649, 5.151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.9724770642201834, 1.1009174311926604, 1.263157894736842, 1.101010101010101]","[0, 1, 4.05, 1.35, 2.5714285714285716, 1.0]","[0, 0, 5.23469387755102, 1.4234693877551021, 3.3636363636363638, 5.444444444444444]","[1, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 6.9230769230769225, 1.9230769230769231, 1.4736842105263157, 0.7428571428571429]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 3.0, 2.0, 0.5, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.0454545454545454, 1.2727272727272727, 1.2727272727272727, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
70,2016-07-02,20160702SKLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.2388059701492535, 1.6119402985074627, 1.3846153846153846, 1.0151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.153846153846154, 1.0769230769230769, 2.6666666666666665, 1.3]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 1, 5.1923076923076925, 1.8750000000000002, 1.9473684210526316, 1.0196078431372548]","[0, 0, 11.700000000000001, 2.7, 0.75, 0.7692307692307693]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[1, 0, 4.588235294117648, 1.392156862745098, 3.6875, 6.375]","[0, 0, 4.235294117647059, 1.338235294117647, 2.36, 5.666666666666667]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.923529411764705, 1.7470588235294118, 0.8648648648648649, 5.151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 1, 2.9454545454545453, 1.1454545454545455, 1.1904761904761905, 1.0784313725490196]","[0, 1, 3.8571428571428568, 1.2857142857142858, 2.857142857142857, 1.0]","[0, 0, 5.23469387755102, 1.4234693877551021, 3.3636363636363638, 5.444444444444444]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 6.666666666666666, 1.8888888888888888, 1.45, 0.75]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 0, 3.0, 2.0, 0.5, 1.2]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0454545454545454, 1.2727272727272727, 1.2727272727272727, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
71,2016-07-03,20160703SKLG0,"[0, 0, 6.75, 1.5, 0.0, 1.3333333333333333]","[0, 0, 5.2388059701492535, 1.6119402985074627, 1.3846153846153846, 1.0151515151515151]","[0, 0, 0, 0, 0, 0]","[0, 1, 3.5217391304347827, 0.9130434782608695, 4.0, 1.393939393939394]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.25, 1.0, 2.5, 4.0]","[0, 0, 0, 0, 0, 0]","[0, 0, 7.524590163934426, 1.5737704918032789, 1.6363636363636365, 0.782051282051282]","[0, 0, 5.1923076923076925, 1.8750000000000002, 1.9473684210526316, 1.0196078431372548]","[0, 0, 11.700000000000001, 2.7, 0.75, 0.7692307692307693]","[0, 0, 6.328125, 1.7578125, 0.9230769230769231, 4.266666666666667]","[0, 0, 4.588235294117648, 1.392156862745098, 3.6875, 6.375]","[1, 0, 3.92511013215859, 1.2687224669603523, 2.56, 5.820512820512821]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 4.923529411764705, 1.7470588235294118, 0.8648648648648649, 5.151515151515151]","[0, 1, 0, 0, 0, 0]","[0, 0, 2.9454545454545453, 1.1454545454545455, 1.1904761904761905, 1.0784313725490196]","[0, 0, 3.8571428571428568, 1.2857142857142858, 2.857142857142857, 1.0]","[0, 0, 5.23469387755102, 1.4234693877551021, 3.3636363636363638, 5.444444444444444]","[0, 0, 13.5, 2.25, 0.0, 4.0]","[0, 1, 6.585365853658536, 1.8658536585365855, 1.45, 0.7387387387387387]","[0, 0, 5.225806451612903, 1.8387096774193548, 0.8571428571428571, 1.0333333333333334]","[0, 1, 2.076923076923077, 1.6153846153846154, 0.8571428571428571, 1.4444444444444444]","[0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0]","[0, 0, 2.0454545454545454, 1.2727272727272727, 1.2727272727272727, 1.375]","[0, 0, 0, 0, 0, 0]","[0, 0, 6.5675675675675675, 1.5405405405405406, 1.8, 1.3703703703703705]","[0, 0, 0, 0, 0, 0]"
